from date,AT,Benzene,BP,CO,NO,NO2,NOx,Ozone,PM2.5,RF,RH,SO2,SR,Toluene,VWS,WD,WS,Xylene,to date,station
16-Dec-2019 - 00:00,20.83,1.62,752.0,1.34,19.96,9.88,21.49,48.75,75.82,0.0,82.3,16.0,70.08,5.4,-0.01,127.61,0.43,4.45,17-Dec-2019 - 00:00,"Collectorate, Gaya - BSPCB"
17-Dec-2019 - 00:00,19.22,0.74,752.0,0.43,5.49,9.21,9.37,36.84,60.01,0.0,80.39,14.28,90.25,2.0,-0.01,145.43,0.84,1.11,18-Dec-2019 - 00:00,"Collectorate, Gaya - BSPCB"
18-Dec-2019 - 00:00,17.72,0.81,752.1,0.5,6.05,10.24,10.36,27.31,77.6,0.0,76.94,15.01,71.72,2.01,-0.01,150.62,0.49,0.95,19-Dec-2019 - 00:00,"Collectorate, Gaya - BSPCB"
19-Dec-2019 - 00:00,16.1,0.82,752.0,0.56,7.47,8.79,10.75,4.79,81.57,0.0,81.62,15.35,41.93,1.89,-0.01,124.43,0.61,0.86,20-Dec-2019 - 00:00,"Collectorate, Gaya - BSPCB"
20-Dec-2019 - 00:00,16.86,1.48,752.0,0.76,25.45,14.07,28.17,19.51,120.34,0.0,80.77,15.34,72.3,4.33,-0.01,155.86,0.6,2.69,21-Dec-2019 - 00:00,"Collectorate, Gaya - BSPCB"
21-Dec-2019 - 00:00,17.7,1.61,752.0,1.09,28.22,12.73,29.7,31.06,226.71,0.0,81.81,14.25,68.26,4.32,-0.01,159.46,0.48,2.24,22-Dec-2019 - 00:00,"Collectorate, Gaya - BSPCB"
22-Dec-2019 - 00:00,19.01,1.67,752.0,0.91,28.01,14.7,30.59,33.29,149.52,0.0,79.84,14.6,73.77,4.31,-0.01,173.51,0.49,2.25,23-Dec-2019 - 00:00,"Collectorate, Gaya - BSPCB"
23-Dec-2019 - 00:00,18.12,1.35,752.0,0.88,9.85,9.59,13.09,34.99,115.45,0.0,84.55,14.33,38.5,2.61,-0.01,125.6,0.38,1.09,24-Dec-2019 - 00:00,"Collectorate, Gaya - BSPCB"
24-Dec-2019 - 00:00,18.46,2.03,752.0,0.99,25.69,11.4,26.95,29.99,138.91,0.0,79.35,15.36,72.1,5.25,-0.01,126.59,0.37,3.47,25-Dec-2019 - 00:00,"Collectorate, Gaya - BSPCB"
25-Dec-2019 - 00:00,18.5,1.61,752.0,0.89,16.37,12.88,20.16,50.83,172.59,0.0,81.59,14.31,24.2,3.45,-0.01,172.9,0.36,1.67,26-Dec-2019 - 00:00,"Collectorate, Gaya - BSPCB"
26-Dec-2019 - 00:00,16.83,1.02,752.0,0.75,6.54,7.36,9.24,26.35,97.83,0.0,84.86,13.73,42.09,1.88,-0.01,164.53,0.73,0.89,27-Dec-2019 - 00:00,"Collectorate, Gaya - BSPCB"
27-Dec-2019 - 00:00,15.48,0.89,752.0,0.8,4.7,7.9,7.96,20.23,95.22,0.0,77.95,14.37,53.31,1.71,-0.01,133.67,1.57,0.88,28-Dec-2019 - 00:00,"Collectorate, Gaya - BSPCB"
28-Dec-2019 - 00:00,13.12,1.23,752.09,0.92,8.79,7.77,11.06,15.79,133.87,0.0,87.06,15.59,37.57,2.07,-0.01,151.08,0.55,0.89,29-Dec-2019 - 00:00,"Collectorate, Gaya - BSPCB"
29-Dec-2019 - 00:00,13.11,1.44,752.1,1.07,16.05,9.12,17.88,22.64,136.31,0.0,86.06,15.86,33.18,3.0,-0.01,80.05,0.7,1.58,30-Dec-2019 - 00:00,"Collectorate, Gaya - BSPCB"
30-Dec-2019 - 00:00,12.7,2.12,752.14,1.03,26.06,10.83,26.94,24.33,182.55,0.0,87.09,15.47,24.23,5.01,-0.01,123.42,0.39,3.09,31-Dec-2019 - 00:00,"Collectorate, Gaya - BSPCB"
31-Dec-2019 - 00:00,11.85,1.2,752.0,0.68,9.35,7.8,11.75,2.0,94.0,0.0,90.0,12.65,4.0,1.6,-0.01,175.0,0.3,0.45,01-Jan-2020 - 00:00,"Collectorate, Gaya - BSPCB"
