from date,AT,BP,PM2.5,PM10,RH,SR,WD,WS,Benzene,Toluene,NH3,NO2,NO,NOx,CO,Ozone,SO2,to date,station
26-Apr-2019 - 00:00,34.29,982.6,68.54,249.85,28.91,116.59,126.63,1.17,4.43,36.11,21.72,47.22,53.32,68.65,1.46,30.2,22.55,27-Apr-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
27-Apr-2019 - 00:00,35.4,981.88,57.29,282.44,21.37,146.04,125.31,1.46,3.26,25.99,22.22,43.98,20.94,40.46,1.22,27.37,16.05,28-Apr-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
28-Apr-2019 - 00:00,35.11,980.7,59.69,254.85,18.31,149.82,129.07,1.16,2.55,21.98,,41.15,22.22,40.28,1.25,29.14,15.89,29-Apr-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
29-Apr-2019 - 00:00,34.98,979.84,71.33,263.22,19.41,146.05,127.96,0.69,3.73,28.79,21.89,55.41,74.13,89.91,1.82,31.43,18.72,30-Apr-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
30-Apr-2019 - 00:00,36.09,977.04,85.57,290.18,19.38,132.06,243.06,1.46,5.15,42.34,25.45,53.96,44.59,65.12,1.52,37.8,20.28,01-May-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
01-May-2019 - 00:00,34.45,976.46,112.86,347.63,28.35,110.26,177.75,0.78,4.93,35.11,25.02,58.4,40.28,63.94,1.84,54.84,26.95,02-May-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
02-May-2019 - 00:00,33.09,978.55,67.52,267.88,31.34,102.59,205.86,1.69,3.09,49.08,22.87,33.27,11.68,27.2,1.16,54.59,17.03,03-May-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
03-May-2019 - 00:00,31.42,980.91,38.31,134.33,36.62,133.06,207.42,1.3,2.05,45.95,24.94,34.07,15.7,30.9,1.25,53.77,15.34,04-May-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
04-May-2019 - 00:00,30.34,983.0,82.78,163.48,37.97,125.25,139.67,1.23,4.6,35.63,38.95,47.79,60.13,74.46,1.39,37.64,17.13,05-May-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
05-May-2019 - 00:00,35.77,982.31,54.59,184.19,18.26,215.01,129.64,0.91,2.81,22.77,23.4,48.59,54.09,69.89,1.93,52.71,13.15,06-May-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
06-May-2019 - 00:00,33.86,980.24,95.25,257.19,19.54,132.53,167.17,0.71,4.8,30.3,24.08,62.68,103.85,117.32,2.36,31.88,15.46,07-May-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
07-May-2019 - 00:00,34.2,978.85,105.79,320.83,22.65,126.86,154.12,0.77,6.9,41.16,33.03,55.18,153.45,154.5,2.64,17.11,15.02,08-May-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
08-May-2019 - 00:00,35.01,978.84,106.06,353.23,22.72,131.08,144.35,0.79,7.1,51.28,37.94,50.78,124.22,128.34,2.18,21.16,13.3,09-May-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
09-May-2019 - 00:00,35.9,978.09,98.9,358.86,20.93,136.03,116.0,0.92,4.22,30.03,34.09,49.11,52.82,69.12,1.62,24.87,12.22,10-May-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
10-May-2019 - 00:00,35.75,979.09,59.12,255.43,20.13,132.99,119.76,0.85,2.42,19.79,32.77,38.83,14.32,32.35,1.12,32.96,11.63,11-May-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
11-May-2019 - 00:00,33.86,981.38,101.31,290.77,28.68,112.93,148.81,0.91,3.1,27.16,28.29,48.19,21.75,43.35,1.4,41.85,17.51,12-May-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
12-May-2019 - 00:00,33.53,981.12,144.85,279.4,30.45,137.03,112.42,0.93,2.88,21.55,26.85,44.0,22.84,42.34,1.54,44.1,14.88,13-May-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
13-May-2019 - 00:00,33.0,979.8,147.49,222.1,33.24,97.96,168.63,1.81,4.35,26.8,27.18,45.23,26.68,45.79,1.56,65.4,21.82,14-May-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
14-May-2019 - 00:00,31.06,980.8,43.66,113.34,40.86,141.39,160.55,1.0,2.26,24.19,28.6,39.31,15.11,33.25,1.27,54.63,12.98,15-May-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
15-May-2019 - 00:00,29.71,982.07,76.19,148.82,50.07,129.23,211.73,1.23,5.23,48.28,42.61,48.02,43.03,60.63,1.54,29.59,14.21,16-May-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
16-May-2019 - 00:00,30.96,982.77,66.69,152.77,43.47,105.84,164.21,1.47,3.77,39.54,33.75,47.31,38.39,56.5,1.55,33.88,11.88,17-May-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
17-May-2019 - 00:00,29.33,982.47,65.06,160.83,52.29,103.2,212.72,1.63,3.49,49.85,31.87,36.99,35.36,48.45,1.23,36.19,11.8,18-May-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
18-May-2019 - 00:00,28.07,982.54,37.02,81.58,60.93,141.98,132.37,1.36,1.96,26.0,30.1,38.84,11.45,29.99,1.15,38.73,8.67,19-May-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
19-May-2019 - 00:00,31.98,982.73,70.33,85.46,39.71,134.91,88.04,1.13,2.6,21.57,27.2,46.31,18.75,39.92,1.37,47.42,11.81,20-May-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
20-May-2019 - 00:00,33.99,982.96,75.6,151.91,32.53,139.9,90.06,1.02,3.85,26.9,28.99,57.26,47.33,69.01,1.58,36.18,14.85,21-May-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
21-May-2019 - 00:00,35.25,981.6,67.0,202.02,29.48,136.13,120.54,1.22,2.83,21.25,25.93,45.89,19.64,40.5,1.29,44.47,16.73,22-May-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
22-May-2019 - 00:00,33.46,980.04,52.79,116.98,37.16,75.97,132.59,0.71,3.51,27.28,25.7,54.83,52.31,71.77,1.84,17.87,11.75,23-May-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
23-May-2019 - 00:00,33.73,979.19,73.72,149.28,39.59,127.43,144.32,1.05,3.77,30.11,30.92,48.16,42.09,59.14,1.57,65.79,17.75,24-May-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
24-May-2019 - 00:00,30.32,981.01,49.43,100.21,53.37,117.03,149.34,1.96,3.31,32.34,45.5,37.6,25.24,40.58,1.47,29.03,10.2,25-May-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
25-May-2019 - 00:00,32.82,980.52,32.57,115.8,39.62,148.39,113.07,2.0,2.37,19.68,25.73,36.62,5.27,23.52,1.21,43.98,11.59,26-May-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
26-May-2019 - 00:00,33.84,979.21,48.29,122.36,32.16,199.03,116.26,1.67,2.25,15.49,23.67,36.45,3.93,22.6,1.14,58.72,14.9,27-May-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
27-May-2019 - 00:00,39.12,978.44,30.93,129.04,19.07,214.23,127.74,1.56,2.68,29.69,23.97,56.11,31.18,52.47,1.47,43.6,9.94,28-May-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
28-May-2019 - 00:00,38.47,978.13,37.57,159.61,16.32,209.7,103.87,1.15,2.76,20.31,30.46,62.81,42.07,66.48,1.84,46.66,15.05,29-May-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
29-May-2019 - 00:00,36.89,976.78,56.04,191.85,22.6,142.17,139.04,0.88,3.79,23.68,26.42,60.96,61.52,82.54,2.16,42.25,16.94,30-May-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
30-May-2019 - 00:00,38.42,975.48,69.29,230.73,21.92,140.27,136.09,0.82,5.08,36.4,27.73,65.5,91.44,109.45,2.19,35.5,13.17,31-May-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
31-May-2019 - 00:00,38.24,975.78,67.27,321.96,21.97,126.96,173.56,0.89,3.94,30.45,26.95,52.47,67.62,83.04,2.02,49.23,15.14,01-Jun-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
01-Jun-2019 - 00:00,37.32,975.91,76.5,268.01,34.27,122.98,204.32,0.84,5.05,53.52,39.72,38.1,44.36,56.42,1.47,64.36,16.97,02-Jun-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
02-Jun-2019 - 00:00,37.11,976.03,57.75,215.83,44.72,124.41,235.05,1.22,2.53,20.71,39.07,19.26,1.85,11.8,1.22,61.47,13.77,03-Jun-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
03-Jun-2019 - 00:00,35.4,976.78,50.62,306.48,45.06,123.33,250.25,1.49,2.53,16.56,31.7,18.76,2.0,11.61,1.14,56.13,11.57,04-Jun-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
04-Jun-2019 - 00:00,35.59,977.15,43.98,172.1,43.22,127.4,238.64,1.15,2.59,18.74,24.8,23.15,2.09,13.95,1.23,59.54,11.76,05-Jun-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
05-Jun-2019 - 00:00,37.24,976.48,61.42,216.27,38.62,119.86,236.74,1.01,3.39,25.44,28.21,29.41,5.04,19.75,1.35,56.9,14.68,06-Jun-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
06-Jun-2019 - 00:00,37.14,976.88,57.33,222.65,33.71,114.39,197.31,1.22,2.8,26.45,25.95,29.29,15.68,28.36,1.19,60.55,18.1,07-Jun-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
07-Jun-2019 - 00:00,34.27,979.71,49.94,165.06,44.82,120.16,233.33,1.28,3.93,26.25,24.21,26.61,3.44,16.95,1.25,70.5,15.13,08-Jun-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
08-Jun-2019 - 00:00,36.91,978.1,71.62,209.81,39.51,127.86,216.43,1.14,5.03,33.09,34.01,45.26,36.05,53.49,1.9,64.53,16.02,09-Jun-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
09-Jun-2019 - 00:00,37.64,975.38,84.67,269.1,29.39,121.9,194.47,0.83,9.13,50.12,35.3,51.95,75.8,89.46,2.2,57.21,19.98,10-Jun-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
10-Jun-2019 - 00:00,39.06,972.72,57.17,220.24,23.91,129.77,201.98,0.89,6.16,38.14,29.64,55.83,61.12,79.53,1.94,39.46,17.8,11-Jun-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
11-Jun-2019 - 00:00,39.15,972.87,95.21,330.09,21.74,111.0,160.51,1.25,5.38,36.18,27.18,46.77,37.83,55.7,1.5,22.77,13.69,12-Jun-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
12-Jun-2019 - 00:00,35.59,975.61,44.77,252.58,38.16,123.62,235.94,2.33,3.3,25.3,29.9,22.53,8.05,18.54,1.03,52.84,14.38,13-Jun-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
13-Jun-2019 - 00:00,36.54,975.9,43.35,205.25,37.36,130.98,233.14,1.37,3.23,21.58,24.45,34.35,8.26,25.14,1.22,40.86,13.41,14-Jun-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
14-Jun-2019 - 00:00,37.56,974.76,40.65,189.19,27.41,141.66,125.55,1.21,3.81,23.88,22.79,41.11,29.19,45.67,1.59,46.43,13.49,15-Jun-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
15-Jun-2019 - 00:00,38.13,974.28,59.9,259.77,23.24,130.45,156.9,1.36,5.61,34.56,24.98,47.24,38.84,56.88,1.4,40.71,14.95,16-Jun-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
16-Jun-2019 - 00:00,32.61,976.4,29.35,170.0,48.31,112.94,152.01,1.37,1.5,14.96,27.59,19.72,3.35,13.21,0.94,34.66,10.63,17-Jun-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
17-Jun-2019 - 00:00,31.17,976.01,28.25,142.38,48.07,52.62,164.04,0.96,2.04,18.37,23.86,28.79,6.9,20.95,1.1,27.02,11.18,18-Jun-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
18-Jun-2019 - 00:00,28.47,977.75,22.44,84.77,60.17,111.43,137.0,2.14,3.02,28.55,23.35,34.64,10.78,27.19,1.24,36.44,10.27,19-Jun-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
19-Jun-2019 - 00:00,31.43,976.79,74.75,220.85,54.98,118.94,226.55,1.45,5.13,35.38,33.51,33.43,17.58,32.11,1.35,71.2,18.07,20-Jun-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
20-Jun-2019 - 00:00,32.68,977.86,41.52,145.23,51.39,138.72,241.13,1.11,2.78,23.0,25.54,23.67,9.2,20.08,1.15,66.57,13.05,21-Jun-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
21-Jun-2019 - 00:00,34.35,977.77,63.94,209.4,50.41,97.44,235.84,0.91,4.96,31.38,29.62,42.74,13.99,34.12,1.67,42.41,13.22,22-Jun-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
22-Jun-2019 - 00:00,36.02,977.19,49.92,155.83,37.15,143.28,162.87,1.27,4.8,43.97,28.97,36.61,8.45,26.7,1.2,72.72,16.23,23-Jun-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
23-Jun-2019 - 00:00,34.66,977.48,27.04,122.4,51.54,142.16,254.45,1.29,2.58,17.82,30.19,11.84,2.17,8.07,1.04,45.2,10.34,24-Jun-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
24-Jun-2019 - 00:00,31.33,979.31,16.69,80.15,64.69,100.26,231.16,1.18,2.53,23.51,24.53,12.94,2.5,8.92,1.03,30.94,8.65,25-Jun-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
25-Jun-2019 - 00:00,33.78,978.33,40.35,117.96,56.31,121.23,210.08,0.63,3.96,32.27,23.19,22.21,3.33,14.53,1.29,66.03,11.09,26-Jun-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
26-Jun-2019 - 00:00,36.6,975.53,54.04,153.56,44.97,132.87,162.85,1.15,4.19,29.09,24.89,35.71,8.57,25.97,1.34,43.81,11.56,27-Jun-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
27-Jun-2019 - 00:00,35.77,973.67,54.69,225.83,41.23,130.37,148.93,1.52,4.44,28.5,25.53,40.06,24.68,41.37,1.52,33.94,12.11,28-Jun-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
28-Jun-2019 - 00:00,36.42,972.69,47.12,232.08,37.32,146.0,116.33,1.22,3.79,33.29,22.72,36.57,18.61,34.63,1.3,30.07,13.94,29-Jun-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
29-Jun-2019 - 00:00,38.31,971.94,46.98,257.14,32.6,133.35,142.62,0.88,3.06,22.91,21.2,35.85,15.16,31.43,1.19,25.66,12.04,30-Jun-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
30-Jun-2019 - 00:00,38.27,972.38,,264.98,34.29,134.35,169.82,1.15,3.88,29.01,23.21,25.45,21.4,30.96,0.94,37.88,12.24,01-Jul-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
01-Jul-2019 - 00:00,37.25,973.54,50.71,198.59,37.12,128.98,180.03,0.9,2.97,52.23,20.52,26.88,7.02,20.02,0.83,58.24,13.6,02-Jul-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
02-Jul-2019 - 00:00,35.85,974.61,67.9,236.65,46.27,114.0,203.69,1.31,5.48,45.74,26.41,22.26,3.41,14.63,0.91,66.52,15.34,03-Jul-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
03-Jul-2019 - 00:00,35.1,975.2,31.29,108.02,54.93,122.04,282.53,0.94,3.39,22.49,29.45,17.33,2.83,11.53,0.85,29.75,12.3,04-Jul-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
04-Jul-2019 - 00:00,32.07,974.08,35.13,110.22,71.01,47.1,264.81,1.49,4.52,26.04,21.61,29.43,11.48,25.01,1.19,18.37,10.48,05-Jul-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
05-Jul-2019 - 00:00,29.33,972.51,42.1,95.5,84.03,48.37,252.23,1.17,5.46,38.47,32.01,30.88,14.31,28.1,1.24,12.34,10.89,06-Jul-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
06-Jul-2019 - 00:00,31.34,971.31,31.19,82.29,73.23,93.23,312.8,0.92,3.14,24.31,30.1,21.08,10.57,19.84,0.94,31.15,9.93,07-Jul-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
07-Jul-2019 - 00:00,32.21,971.94,38.1,105.98,68.14,88.42,211.96,0.76,3.06,22.45,24.47,29.2,7.53,21.68,1.18,43.73,10.01,08-Jul-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
08-Jul-2019 - 00:00,33.27,972.21,49.42,160.29,65.46,101.89,227.85,0.8,3.48,24.15,26.2,29.85,6.39,21.1,1.08,38.76,10.34,09-Jul-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
09-Jul-2019 - 00:00,31.36,972.22,41.93,143.31,71.29,62.19,281.64,1.07,3.11,25.38,25.07,28.16,6.27,20.09,0.97,19.06,10.82,10-Jul-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
10-Jul-2019 - 00:00,33.57,971.31,66.23,295.5,64.14,98.34,200.14,0.95,3.5,22.42,24.66,27.91,13.73,26.07,1.17,13.92,9.85,11-Jul-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
11-Jul-2019 - 00:00,35.11,971.6,68.08,355.44,53.91,99.34,140.58,0.76,2.65,37.56,20.01,23.08,10.34,20.63,0.89,18.71,9.84,12-Jul-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
12-Jul-2019 - 00:00,34.67,974.08,66.4,362.31,57.32,104.29,197.55,0.79,3.36,28.28,24.64,24.85,13.65,24.35,0.99,9.66,10.6,13-Jul-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
13-Jul-2019 - 00:00,35.37,974.52,60.69,353.44,50.24,110.19,178.76,0.8,1.98,17.85,21.35,24.02,8.14,19.41,0.86,14.77,8.53,14-Jul-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
14-Jul-2019 - 00:00,34.05,973.58,58.32,298.88,53.34,87.3,197.51,0.97,1.75,14.64,20.18,19.53,4.57,14.11,0.76,22.76,9.83,15-Jul-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
15-Jul-2019 - 00:00,28.78,973.63,33.29,144.11,78.05,46.92,241.98,0.88,2.85,24.47,19.78,23.15,8.88,19.55,0.98,21.19,10.15,16-Jul-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
16-Jul-2019 - 00:00,28.21,976.25,28.56,82.89,77.7,89.41,240.83,0.71,2.99,33.13,23.08,20.5,4.54,14.61,0.84,28.46,10.3,17-Jul-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
17-Jul-2019 - 00:00,28.59,977.93,32.4,85.93,80.64,118.47,149.05,0.26,3.48,50.1,20.8,29.1,4.16,18.87,1.03,33.69,9.68,18-Jul-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
18-Jul-2019 - 00:00,26.93,977.72,36.06,101.12,90.37,64.86,271.1,0.27,3.48,29.61,19.79,32.5,17.18,31.24,1.34,20.44,9.99,19-Jul-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
19-Jul-2019 - 00:00,31.29,977.7,59.98,171.81,73.09,101.88,251.14,0.25,4.55,46.04,25.28,28.25,34.97,43.55,1.26,41.06,8.53,20-Jul-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
20-Jul-2019 - 00:00,30.99,978.4,45.23,131.23,77.32,47.74,218.87,0.27,4.23,41.51,31.66,32.74,11.69,26.95,1.22,20.26,9.73,21-Jul-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
21-Jul-2019 - 00:00,29.8,977.92,42.77,97.96,84.33,47.03,237.3,0.26,4.24,49.21,30.98,23.27,15.59,25.01,1.27,20.65,9.75,22-Jul-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
22-Jul-2019 - 00:00,31.26,976.85,54.52,119.04,81.33,76.89,242.2,0.25,5.38,56.28,36.17,27.53,19.86,30.74,1.39,23.15,9.58,23-Jul-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
23-Jul-2019 - 00:00,33.18,975.51,63.21,165.52,72.73,85.73,257.25,0.28,5.1,42.77,33.71,35.16,15.12,31.04,1.49,36.16,9.79,24-Jul-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
24-Jul-2019 - 00:00,31.99,974.11,58.35,159.23,76.87,81.95,257.92,0.25,4.35,31.64,31.34,32.33,16.87,30.93,1.19,34.94,9.73,25-Jul-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
25-Jul-2019 - 00:00,27.77,975.97,22.92,72.02,91.55,30.43,272.67,0.27,2.33,20.05,24.26,28.45,13.38,26.01,1.11,8.12,9.19,26-Jul-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
26-Jul-2019 - 00:00,27.83,974.1,25.09,52.22,92.34,58.58,204.21,0.24,3.57,29.86,22.26,21.88,5.95,16.49,1.01,20.28,8.83,27-Jul-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
27-Jul-2019 - 00:00,27.7,974.06,21.24,38.06,94.32,49.34,220.03,0.2,3.14,32.2,20.62,17.71,4.53,13.1,0.94,15.54,9.35,28-Jul-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
28-Jul-2019 - 00:00,29.7,975.96,17.17,42.67,84.03,83.15,201.51,0.2,1.87,22.7,18.79,11.99,2.84,8.7,0.78,17.95,9.01,29-Jul-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
29-Jul-2019 - 00:00,31.22,977.28,18.02,62.94,75.77,91.98,193.72,0.16,2.14,23.76,25.17,14.83,3.11,10.43,0.83,18.69,7.66,30-Jul-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
30-Jul-2019 - 00:00,30.86,976.96,25.06,71.52,77.1,74.58,162.68,0.18,2.49,58.26,26.41,18.67,3.33,12.72,0.9,17.34,9.43,31-Jul-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
31-Jul-2019 - 00:00,31.33,976.27,24.27,68.6,74.01,85.18,213.48,0.17,2.29,29.15,23.18,16.59,2.47,10.84,0.86,25.41,9.11,01-Aug-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
01-Aug-2019 - 00:00,32.18,975.77,28.94,78.15,70.62,109.76,253.86,0.21,2.35,24.06,23.57,17.85,3.09,12.02,0.88,24.66,8.01,02-Aug-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
02-Aug-2019 - 00:00,30.62,974.83,33.44,85.1,79.82,56.43,216.34,0.24,3.31,26.78,23.73,22.55,3.81,15.11,1.04,21.88,9.78,03-Aug-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
03-Aug-2019 - 00:00,29.03,974.81,35.08,69.88,88.94,55.04,204.92,0.24,3.44,31.35,22.75,20.73,4.73,14.89,1.03,13.83,8.9,04-Aug-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
04-Aug-2019 - 00:00,29.83,973.81,39.25,78.06,88.5,68.61,209.92,0.27,3.83,32.74,24.11,21.23,8.29,18.05,1.15,17.53,8.78,05-Aug-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
05-Aug-2019 - 00:00,31.11,972.23,49.98,103.69,84.73,83.23,272.84,0.28,3.9,26.67,30.44,23.15,15.0,24.54,1.25,18.82,8.6,06-Aug-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
06-Aug-2019 - 00:00,27.74,972.76,28.33,63.92,94.84,28.97,200.79,0.29,3.98,31.57,30.21,24.42,12.16,22.91,1.18,12.64,7.97,07-Aug-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
07-Aug-2019 - 00:00,30.18,972.66,28.11,77.18,82.14,102.53,233.04,0.37,5.25,60.82,23.67,22.77,22.53,30.47,1.24,29.01,9.14,08-Aug-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
08-Aug-2019 - 00:00,32.5,972.3,15.78,59.15,71.95,101.76,231.94,0.6,2.38,29.15,19.64,17.43,5.06,13.4,0.91,16.48,10.43,09-Aug-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
09-Aug-2019 - 00:00,31.23,974.2,10.41,54.96,70.3,81.59,231.95,1.24,1.78,54.09,17.31,12.31,2.69,8.75,0.74,19.87,9.83,10-Aug-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
10-Aug-2019 - 00:00,30.38,975.19,13.24,41.88,78.94,91.13,231.82,1.36,2.0,20.45,16.99,13.11,2.99,9.41,0.78,18.55,7.36,11-Aug-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
11-Aug-2019 - 00:00,31.48,976.47,19.78,56.22,75.7,89.4,231.97,1.29,1.83,23.02,22.66,15.77,4.53,12.09,0.86,17.03,8.59,12-Aug-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
12-Aug-2019 - 00:00,30.41,976.56,19.24,57.35,84.0,56.6,231.98,0.58,2.52,15.24,18.87,23.73,14.44,24.4,1.19,10.49,7.66,13-Aug-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
13-Aug-2019 - 00:00,29.67,976.86,15.88,52.25,86.23,59.01,231.99,1.08,2.53,21.11,18.32,20.64,11.59,20.43,1.03,12.98,7.72,14-Aug-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
14-Aug-2019 - 00:00,29.38,978.05,33.02,67.15,89.38,69.43,232.1,0.52,4.02,31.01,17.54,30.72,18.45,31.24,1.54,32.69,8.78,15-Aug-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
15-Aug-2019 - 00:00,30.61,977.73,27.02,56.6,82.03,105.61,232.2,0.83,3.32,22.61,19.55,17.32,17.36,23.36,1.15,16.83,7.35,16-Aug-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
16-Aug-2019 - 00:00,28.6,976.01,11.9,31.35,86.69,52.82,231.93,1.11,1.57,19.54,14.16,11.72,3.27,8.91,0.8,17.2,7.56,17-Aug-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
17-Aug-2019 - 00:00,26.64,975.58,8.15,15.52,97.27,31.21,232.11,1.54,1.58,18.88,14.39,11.02,5.89,10.66,0.77,7.5,7.35,18-Aug-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
18-Aug-2019 - 00:00,27.06,979.06,16.12,35.58,93.53,45.44,232.16,0.81,0.75,8.97,12.01,18.91,11.57,19.49,1.05,9.51,6.7,19-Aug-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
19-Aug-2019 - 00:00,29.86,980.99,38.27,90.42,82.06,81.14,232.04,0.59,7.03,43.08,17.74,27.1,25.95,35.8,1.35,26.91,8.41,20-Aug-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
20-Aug-2019 - 00:00,30.84,980.4,42.21,109.0,77.93,116.37,232.0,0.8,4.71,29.33,25.99,29.46,31.42,41.27,1.39,18.34,7.42,21-Aug-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
