from date,NH3,NO2,NO,NOx,CO,Ozone,SO2,Benzene,Eth-Benzene,Toluene,PM2.5,PM10,AT,RH,RF,SR,WD,WS,Temp,to date,station
18-Nov-2019 - 00:00,16.3,46.71,10.62,33.48,0.76,80.11,8.03,0.77,0.72,3.22,54.46,117.42,24.99,46.4,0.0,62.69,94.42,1.92,28.59,19-Nov-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
19-Nov-2019 - 00:00,16.8,30.06,5.01,20.06,0.45,103.14,9.56,0.66,0.53,3.3,53.55,104.91,25.35,43.98,0.0,63.26,160.4,1.74,28.8,20-Nov-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
20-Nov-2019 - 00:00,19.38,39.96,8.14,26.42,0.56,94.0,13.74,0.54,0.26,2.11,59.25,103.1,24.22,54.5,0.0,44.14,129.69,1.69,28.9,21-Nov-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
21-Nov-2019 - 00:00,14.02,54.18,19.79,44.91,0.92,92.6,9.0,0.81,0.88,3.5,65.78,125.53,24.87,48.89,0.0,55.09,134.65,1.49,28.79,22-Nov-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
22-Nov-2019 - 00:00,15.2,31.79,3.38,19.65,0.34,110.22,9.05,0.65,0.48,3.13,65.74,109.08,25.4,51.49,0.0,61.58,147.86,1.58,28.99,23-Nov-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
23-Nov-2019 - 00:00,15.93,43.59,6.59,28.55,0.62,75.45,13.04,0.75,0.67,3.61,74.57,136.85,25.3,52.8,0.0,59.52,95.14,1.55,29.08,24-Nov-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
24-Nov-2019 - 00:00,18.89,32.04,3.56,19.94,0.55,98.63,12.41,0.66,0.38,2.59,77.04,132.25,25.05,55.65,0.0,56.72,107.96,2.23,29.1,25-Nov-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
25-Nov-2019 - 00:00,18.0,24.84,3.1,15.74,0.3,104.14,11.92,0.61,0.28,2.15,76.83,120.5,25.18,56.02,0.0,57.86,126.08,2.17,28.95,26-Nov-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
26-Nov-2019 - 00:00,15.82,27.3,3.72,17.56,0.46,96.31,13.61,0.54,0.28,1.71,77.72,118.0,24.92,58.3,0.0,58.18,145.74,1.81,28.96,27-Nov-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
27-Nov-2019 - 00:00,12.93,23.75,3.67,15.61,,92.47,10.21,0.46,0.2,1.97,66.87,104.47,25.36,57.01,0.0,55.94,165.2,1.74,28.87,28-Nov-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
28-Nov-2019 - 00:00,12.43,25.52,4.89,17.55,0.41,86.34,10.64,0.53,0.34,2.22,63.3,103.48,25.55,51.86,0.0,59.46,176.78,1.86,29.37,29-Nov-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
29-Nov-2019 - 00:00,16.78,49.32,14.86,38.32,1.55,79.08,10.18,0.97,1.06,5.95,71.32,148.56,25.51,51.17,0.0,55.96,160.06,1.75,29.62,30-Nov-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
30-Nov-2019 - 00:00,22.06,36.19,10.07,27.44,0.83,73.63,9.1,0.8,0.53,2.51,82.8,157.22,24.61,62.86,0.0,56.91,101.75,2.2,29.25,01-Dec-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
01-Dec-2019 - 00:00,20.46,24.51,2.96,15.44,0.67,75.81,10.51,0.72,0.36,2.25,77.75,129.71,24.37,65.51,0.0,43.73,131.39,2.66,29.76,02-Dec-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
02-Dec-2019 - 00:00,25.94,23.96,4.02,16.0,0.66,73.27,11.93,0.76,0.32,2.08,91.54,146.31,23.93,75.47,0.0,49.59,70.29,3.01,29.42,03-Dec-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
03-Dec-2019 - 00:00,23.23,27.49,4.02,17.89,0.61,84.73,7.84,0.7,0.24,1.83,89.28,146.21,23.61,68.0,0.0,52.47,89.82,3.24,29.05,04-Dec-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
04-Dec-2019 - 00:00,16.29,32.59,4.3,20.83,0.59,80.69,10.07,0.58,0.32,1.84,45.11,107.23,23.67,54.92,0.0,57.82,94.08,2.81,29.31,05-Dec-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
05-Dec-2019 - 00:00,15.44,34.8,4.51,22.17,0.53,75.93,12.81,0.62,0.36,1.98,35.44,108.97,23.54,53.53,0.0,48.64,82.17,2.62,29.61,06-Dec-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
06-Dec-2019 - 00:00,17.24,31.15,3.89,19.73,0.5,86.79,10.79,0.59,0.25,1.59,41.32,110.12,22.59,48.14,0.0,49.18,83.41,2.96,29.52,07-Dec-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
07-Dec-2019 - 00:00,23.59,39.65,4.33,24.6,0.74,97.6,8.77,0.86,0.39,2.17,87.08,168.99,22.76,54.96,0.0,54.7,82.55,2.97,29.48,08-Dec-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
08-Dec-2019 - 00:00,23.78,37.93,2.63,22.31,0.74,110.07,19.24,0.85,0.36,1.96,101.23,168.61,22.67,60.12,0.0,56.66,78.67,2.51,29.56,09-Dec-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
09-Dec-2019 - 00:00,22.72,38.57,3.12,23.06,0.77,109.38,15.85,0.83,0.4,2.22,98.96,166.69,23.05,63.16,0.0,55.52,93.64,2.28,29.56,10-Dec-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
10-Dec-2019 - 00:00,20.17,39.46,4.14,24.36,0.76,102.55,15.46,0.77,0.44,2.29,83.65,143.8,23.56,61.71,0.0,55.65,105.73,1.73,29.42,11-Dec-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
11-Dec-2019 - 00:00,20.19,34.8,6.09,23.47,0.77,108.33,11.23,0.72,0.38,2.73,77.5,134.29,24.14,65.93,0.0,51.15,153.82,1.52,29.66,12-Dec-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
12-Dec-2019 - 00:00,22.52,36.16,3.01,21.69,0.95,94.34,16.29,1.04,1.38,5.53,84.83,165.24,24.11,67.33,0.0,36.48,243.11,2.09,29.4,13-Dec-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
13-Dec-2019 - 00:00,22.56,35.29,4.94,22.79,0.59,60.16,13.95,0.86,0.97,5.19,40.42,116.39,23.59,58.53,0.0,51.38,272.21,2.63,29.2,14-Dec-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
14-Dec-2019 - 00:00,22.04,22.54,3.58,14.91,0.54,54.16,13.06,0.62,0.34,1.9,39.28,80.19,22.24,73.76,0.0,54.81,89.26,3.27,29.5,15-Dec-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
15-Dec-2019 - 00:00,22.26,21.86,3.13,14.17,0.47,46.79,16.51,0.67,0.23,1.53,53.83,92.84,20.49,82.42,0.0,24.96,70.89,3.73,29.4,16-Dec-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
16-Dec-2019 - 00:00,20.74,28.04,4.89,18.89,0.58,43.63,8.86,0.74,0.31,1.69,60.28,109.24,19.92,82.07,0.0,35.6,78.93,3.58,29.49,17-Dec-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
17-Dec-2019 - 00:00,23.17,25.47,3.37,16.29,0.6,59.14,12.45,0.74,0.22,1.55,63.41,106.64,19.97,77.9,0.0,54.61,78.1,3.63,29.09,18-Dec-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
18-Dec-2019 - 00:00,23.21,29.13,5.55,20.01,0.72,45.3,8.68,0.77,0.29,1.76,68.58,115.72,20.57,78.5,0.0,42.38,99.38,2.46,28.45,19-Dec-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
19-Dec-2019 - 00:00,20.5,31.67,4.36,20.39,0.78,56.74,10.34,0.73,0.5,2.2,57.82,107.51,22.29,71.43,0.0,53.17,109.27,1.93,28.59,20-Dec-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
20-Dec-2019 - 00:00,22.44,33.37,5.01,21.81,0.92,58.83,12.42,0.75,0.42,2.39,60.43,112.39,23.34,74.58,0.0,52.08,123.8,1.58,28.8,21-Dec-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
21-Dec-2019 - 00:00,21.34,28.63,3.41,18.0,0.98,64.6,10.2,0.61,0.27,1.71,57.22,110.28,23.66,75.57,0.0,48.64,104.99,1.91,28.62,22-Dec-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
22-Dec-2019 - 00:00,18.49,27.01,3.59,17.28,0.49,61.4,9.75,0.6,0.21,1.42,50.5,98.81,22.45,68.15,0.0,52.51,84.35,3.06,28.29,23-Dec-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
23-Dec-2019 - 00:00,19.67,28.83,3.37,18.07,0.66,70.38,10.76,0.75,0.28,1.68,66.43,111.3,22.37,65.32,0.0,47.6,101.56,3.04,28.25,24-Dec-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
24-Dec-2019 - 00:00,20.5,22.29,2.55,13.94,0.62,58.76,8.31,0.82,0.9,4.56,55.02,94.96,22.94,74.06,0.0,35.21,129.26,2.66,28.53,25-Dec-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
25-Dec-2019 - 00:00,24.1,19.17,3.19,12.79,0.75,49.81,17.7,0.83,0.41,2.2,88.07,126.8,21.99,83.53,0.0,43.58,79.71,3.32,28.44,26-Dec-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
26-Dec-2019 - 00:00,16.96,25.31,3.84,16.59,0.57,54.14,11.25,0.71,0.26,1.65,55.22,96.58,20.99,68.81,0.0,54.86,71.31,3.1,28.28,27-Dec-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
27-Dec-2019 - 00:00,12.07,31.39,5.0,20.75,0.4,57.06,8.8,0.54,0.23,1.45,32.3,78.57,20.06,46.41,0.0,65.35,87.91,3.13,28.04,28-Dec-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
28-Dec-2019 - 00:00,11.78,31.25,5.01,20.69,0.46,55.07,18.9,0.55,0.24,1.41,38.98,78.7,19.89,49.8,0.0,64.64,95.31,2.97,28.13,29-Dec-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
29-Dec-2019 - 00:00,13.28,27.16,3.69,17.44,0.53,54.22,18.17,0.58,0.25,1.4,44.24,76.33,20.27,57.12,0.0,55.64,100.96,2.99,28.13,30-Dec-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
30-Dec-2019 - 00:00,28.37,19.66,2.16,12.2,0.63,24.64,11.32,0.67,0.4,7.06,57.47,94.47,20.82,63.67,0.0,48.2,111.71,2.75,28.22,31-Dec-2019 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
31-Dec-2019 - 00:00,36.8,22.3,1.65,13.2,0.7,5.3,12.8,0.75,0.35,10.2,74.0,100.0,19.95,78.0,0.0,2.0,89.5,3.0,28.15,01-Jan-2020 - 00:00,"Bhopal Chauraha, Dewas - MPPCB"
