from date,NO,NOx,NO2,NH3,PM10,PM2.5,SO2,CO,Ozone,Benzene,MP-Xylene,Eth-Benzene,AT,RH,BP,SR,WS,WD,to date,station
02-Dec-2019 - 00:00,19.85,42.57,22.72,13.22,108.01,60.97,48.2,0.88,0.95,3.2,9.26,3.42,28.93,68.9,,204.18,1.34,121.79,03-Dec-2019 - 00:00,"Vasai West, Mumbai - MPCB"
03-Dec-2019 - 00:00,21.21,43.57,22.36,13.63,80.84,35.06,40.35,0.69,0.97,5.15,8.94,2.71,28.45,69.09,,209.9,1.21,159.7,04-Dec-2019 - 00:00,"Vasai West, Mumbai - MPCB"
04-Dec-2019 - 00:00,39.4,72.61,33.36,14.77,125.93,65.71,16.61,1.0,0.94,3.8,11.86,2.89,28.91,66.8,,208.02,1.05,122.95,05-Dec-2019 - 00:00,"Vasai West, Mumbai - MPCB"
05-Dec-2019 - 00:00,25.05,56.25,31.19,73.91,131.05,72.61,17.37,1.03,0.96,3.92,10.71,3.47,28.22,72.42,,135.43,1.34,92.69,06-Dec-2019 - 00:00,"Vasai West, Mumbai - MPCB"
06-Dec-2019 - 00:00,33.49,61.9,28.45,16.13,149.4,86.09,27.32,0.93,0.79,5.23,9.66,2.16,27.75,61.63,,187.21,1.43,86.63,07-Dec-2019 - 00:00,"Vasai West, Mumbai - MPCB"
07-Dec-2019 - 00:00,24.26,57.74,33.48,15.35,132.55,72.64,19.04,0.86,0.79,32.59,67.61,41.14,27.24,57.43,,212.09,1.38,114.72,08-Dec-2019 - 00:00,"Vasai West, Mumbai - MPCB"
08-Dec-2019 - 00:00,23.65,54.78,31.13,15.7,140.33,85.76,17.44,0.95,0.87,17.74,14.12,22.64,26.8,64.09,,204.02,1.13,165.79,09-Dec-2019 - 00:00,"Vasai West, Mumbai - MPCB"
09-Dec-2019 - 00:00,25.91,58.38,32.47,15.42,147.04,91.99,18.49,1.0,0.87,17.65,10.36,18.97,27.45,68.43,,197.51,1.08,147.72,10-Dec-2019 - 00:00,"Vasai West, Mumbai - MPCB"
10-Dec-2019 - 00:00,27.56,58.82,31.25,16.23,150.12,95.72,17.45,1.07,,17.52,20.86,24.76,27.43,73.03,,202.5,1.17,170.23,11-Dec-2019 - 00:00,"Vasai West, Mumbai - MPCB"
11-Dec-2019 - 00:00,30.86,64.9,34.05,16.22,162.69,105.68,20.46,1.08,1.04,20.09,14.75,16.28,26.96,73.42,,206.43,1.11,179.21,12-Dec-2019 - 00:00,"Vasai West, Mumbai - MPCB"
12-Dec-2019 - 00:00,38.51,81.18,42.66,19.5,178.2,116.57,17.91,1.34,0.96,52.91,77.06,85.02,26.29,67.49,,207.32,1.03,170.81,13-Dec-2019 - 00:00,"Vasai West, Mumbai - MPCB"
13-Dec-2019 - 00:00,31.11,66.67,35.56,19.43,148.64,93.33,15.74,0.83,0.81,122.2,236.07,346.78,24.99,74.43,,216.2,1.53,144.59,14-Dec-2019 - 00:00,"Vasai West, Mumbai - MPCB"
14-Dec-2019 - 00:00,41.46,63.28,21.81,23.43,82.01,41.17,3.72,0.84,0.22,20.06,49.27,24.72,24.6,70.94,,221.69,2.02,114.77,15-Dec-2019 - 00:00,"Vasai West, Mumbai - MPCB"
15-Dec-2019 - 00:00,41.43,64.34,22.92,21.67,105.92,59.73,3.02,0.83,,14.58,52.12,36.79,24.62,68.12,,204.6,1.86,136.83,16-Dec-2019 - 00:00,"Vasai West, Mumbai - MPCB"
16-Dec-2019 - 00:00,47.1,67.34,20.24,18.93,129.34,80.17,3.17,0.9,35.27,16.62,28.0,34.48,24.7,74.88,,195.53,1.58,161.59,17-Dec-2019 - 00:00,"Vasai West, Mumbai - MPCB"
17-Dec-2019 - 00:00,50.46,70.57,20.11,21.81,123.07,74.17,3.47,1.06,39.19,19.57,43.75,36.91,25.94,73.16,,200.55,1.01,136.53,18-Dec-2019 - 00:00,"Vasai West, Mumbai - MPCB"
18-Dec-2019 - 00:00,55.68,77.04,21.36,20.74,127.5,75.5,4.06,1.02,,24.96,33.46,35.8,26.6,69.14,,204.78,1.37,145.75,19-Dec-2019 - 00:00,"Vasai West, Mumbai - MPCB"
19-Dec-2019 - 00:00,62.02,81.22,19.2,20.99,149.81,97.09,4.94,1.02,0.95,20.72,38.75,34.79,26.31,69.61,,203.34,1.18,146.68,20-Dec-2019 - 00:00,"Vasai West, Mumbai - MPCB"
20-Dec-2019 - 00:00,61.75,83.26,21.51,21.94,165.16,108.37,5.29,1.11,1.13,29.39,33.63,48.45,26.22,70.8,,195.03,1.04,144.6,21-Dec-2019 - 00:00,"Vasai West, Mumbai - MPCB"
21-Dec-2019 - 00:00,69.72,91.61,21.89,21.86,167.31,102.84,5.88,1.23,0.96,24.64,55.32,33.78,26.62,69.9,,216.97,1.1,152.03,22-Dec-2019 - 00:00,"Vasai West, Mumbai - MPCB"
22-Dec-2019 - 00:00,79.73,98.79,19.06,19.8,161.33,98.78,6.64,1.22,1.03,23.64,45.3,35.32,27.49,66.29,,178.61,1.0,138.29,23-Dec-2019 - 00:00,"Vasai West, Mumbai - MPCB"
23-Dec-2019 - 00:00,68.28,89.6,21.31,17.62,187.92,119.34,6.88,1.32,38.86,22.35,53.99,33.56,27.48,72.22,,196.51,1.09,144.91,24-Dec-2019 - 00:00,"Vasai West, Mumbai - MPCB"
24-Dec-2019 - 00:00,63.96,88.9,24.94,27.78,205.75,138.38,5.47,1.45,46.08,23.56,55.57,49.03,27.08,74.51,,200.99,1.15,153.9,25-Dec-2019 - 00:00,"Vasai West, Mumbai - MPCB"
25-Dec-2019 - 00:00,67.62,92.11,24.5,26.28,197.76,130.56,3.01,1.36,,25.34,42.89,34.19,26.93,75.68,,132.12,1.61,132.99,26-Dec-2019 - 00:00,"Vasai West, Mumbai - MPCB"
26-Dec-2019 - 00:00,58.29,78.92,20.63,26.57,117.9,68.87,4.23,0.91,29.68,25.51,42.14,34.45,25.61,63.47,,179.37,2.28,130.55,27-Dec-2019 - 00:00,"Vasai West, Mumbai - MPCB"
27-Dec-2019 - 00:00,56.77,76.45,19.68,24.97,139.03,89.85,5.13,0.96,30.85,21.38,35.47,31.1,24.48,70.67,,194.78,1.34,138.9,28-Dec-2019 - 00:00,"Vasai West, Mumbai - MPCB"
28-Dec-2019 - 00:00,61.55,80.15,18.59,23.52,123.97,68.0,5.51,0.9,12.88,18.08,42.57,33.01,25.74,65.66,,193.75,1.41,122.55,29-Dec-2019 - 00:00,"Vasai West, Mumbai - MPCB"
29-Dec-2019 - 00:00,76.14,95.71,19.57,22.76,127.43,69.63,6.48,0.95,,24.52,47.84,31.44,25.72,66.68,,183.95,1.36,158.94,30-Dec-2019 - 00:00,"Vasai West, Mumbai - MPCB"
30-Dec-2019 - 00:00,59.81,81.46,21.65,20.38,127.16,78.73,5.78,0.91,52.84,26.77,43.04,24.46,23.89,71.23,,186.71,1.48,179.23,31-Dec-2019 - 00:00,"Vasai West, Mumbai - MPCB"
31-Dec-2019 - 00:00,58.4,80.38,22.0,20.66,106.0,69.0,5.36,0.96,,14.5,20.03,16.58,21.48,78.77,,,1.17,121.43,01-Jan-2020 - 00:00,"Vasai West, Mumbai - MPCB"
