from date,NO,NO2,NOx,NH3,PM10,PM2.5,SO2,CO,Ozone,Benzene,Toluene,MP-Xylene,Eth-Benzene,Xylene,RH,WD,WS,SR,RF,to date,station
26-Apr-2019 - 00:00,3.03,23.6,13.1,24.8,214.03,64.94,13.62,0.44,41.18,4.02,0.21,1.73,0.8,0.67,31.78,264.66,1.04,392.32,0.0,27-Apr-2019 - 00:00,"Police Lines, Jind - HSPCB"
27-Apr-2019 - 00:00,2.9,22.11,12.12,25.1,270.77,60.18,14.9,0.31,42.1,2.03,0.12,1.11,0.57,0.44,23.72,288.32,1.77,379.74,0.0,28-Apr-2019 - 00:00,"Police Lines, Jind - HSPCB"
28-Apr-2019 - 00:00,2.87,21.09,11.72,25.0,278.68,69.19,14.46,0.39,41.59,1.88,0.11,0.83,0.4,0.33,19.15,323.2,1.7,411.11,0.0,29-Apr-2019 - 00:00,"Police Lines, Jind - HSPCB"
29-Apr-2019 - 00:00,3.24,25.88,14.53,28.63,248.5,69.77,13.41,0.43,38.96,2.72,0.11,1.44,0.58,0.61,17.0,244.03,1.14,410.36,0.0,30-Apr-2019 - 00:00,"Police Lines, Jind - HSPCB"
30-Apr-2019 - 00:00,3.09,24.97,13.93,28.19,253.88,68.62,23.3,0.38,38.68,2.73,0.1,1.04,0.43,0.6,14.81,142.33,1.26,354.36,0.0,01-May-2019 - 00:00,"Police Lines, Jind - HSPCB"
01-May-2019 - 00:00,2.81,18.75,10.45,22.95,187.71,61.18,11.64,0.29,43.16,2.03,0.1,0.85,0.42,0.34,21.25,145.94,1.43,376.53,0.0,02-May-2019 - 00:00,"Police Lines, Jind - HSPCB"
02-May-2019 - 00:00,2.75,15.71,8.81,20.13,206.82,57.79,12.48,0.3,39.38,1.75,0.11,0.46,0.28,0.2,33.67,76.77,1.83,323.1,0.0,03-May-2019 - 00:00,"Police Lines, Jind - HSPCB"
03-May-2019 - 00:00,2.94,18.09,10.21,21.35,100.2,36.92,10.66,0.41,42.32,1.68,0.1,0.79,0.37,0.3,35.26,106.1,1.05,384.55,0.0,04-May-2019 - 00:00,"Police Lines, Jind - HSPCB"
04-May-2019 - 00:00,3.53,25.24,13.96,28.64,167.48,49.93,18.32,0.54,44.38,2.48,0.1,1.28,0.61,0.47,18.98,310.45,1.49,419.11,0.0,05-May-2019 - 00:00,"Police Lines, Jind - HSPCB"
05-May-2019 - 00:00,4.07,35.79,19.56,38.28,231.46,94.23,24.3,0.75,37.71,4.53,0.12,1.85,0.71,0.68,16.22,284.87,1.32,375.4,0.0,06-May-2019 - 00:00,"Police Lines, Jind - HSPCB"
06-May-2019 - 00:00,4.98,48.4,26.89,50.52,316.61,150.2,27.42,1.04,30.68,9.05,18.05,3.38,1.25,1.35,11.02,258.11,1.0,443.54,0.0,07-May-2019 - 00:00,"Police Lines, Jind - HSPCB"
07-May-2019 - 00:00,8.27,48.85,29.78,55.23,293.24,123.87,26.23,1.03,27.58,7.43,25.69,4.29,1.45,1.52,15.96,201.94,0.72,377.18,0.0,08-May-2019 - 00:00,"Police Lines, Jind - HSPCB"
08-May-2019 - 00:00,4.62,45.02,24.76,47.5,314.68,135.61,29.86,1.04,30.26,6.73,0.19,3.0,1.06,1.0,17.3,255.14,1.1,380.06,0.0,09-May-2019 - 00:00,"Police Lines, Jind - HSPCB"
09-May-2019 - 00:00,5.23,41.25,23.07,45.37,375.98,167.61,31.15,1.11,37.04,7.4,0.16,2.37,1.18,0.9,17.89,265.91,1.26,358.27,0.0,10-May-2019 - 00:00,"Police Lines, Jind - HSPCB"
10-May-2019 - 00:00,4.89,20.26,11.3,25.51,265.3,87.0,10.26,0.43,28.24,2.87,0.13,0.7,0.41,0.28,26.38,243.31,1.65,320.47,0.0,11-May-2019 - 00:00,"Police Lines, Jind - HSPCB"
11-May-2019 - 00:00,5.04,26.67,14.78,28.97,199.47,73.08,14.88,0.68,40.19,3.74,0.16,1.32,0.54,0.46,35.47,249.69,1.23,333.17,0.0,12-May-2019 - 00:00,"Police Lines, Jind - HSPCB"
12-May-2019 - 00:00,4.81,27.51,15.02,29.18,348.13,199.96,18.99,0.75,41.48,4.17,0.15,1.79,0.58,0.54,31.4,274.83,1.52,361.9,0.0,13-May-2019 - 00:00,"Police Lines, Jind - HSPCB"
13-May-2019 - 00:00,5.05,26.75,14.83,29.15,238.33,134.41,19.58,0.79,40.34,4.48,0.15,1.46,0.55,0.47,38.39,167.58,0.93,259.7,0.11,14-May-2019 - 00:00,"Police Lines, Jind - HSPCB"
14-May-2019 - 00:00,5.03,23.9,13.15,25.43,105.94,57.93,7.51,0.52,43.86,2.04,0.14,0.87,0.31,0.29,45.51,146.93,0.68,412.53,0.0,15-May-2019 - 00:00,"Police Lines, Jind - HSPCB"
15-May-2019 - 00:00,5.0,26.19,14.49,27.22,103.69,53.22,5.26,0.47,36.72,2.41,0.13,0.96,0.38,0.29,56.94,135.4,1.36,334.43,0.06,16-May-2019 - 00:00,"Police Lines, Jind - HSPCB"
16-May-2019 - 00:00,5.08,26.13,14.52,26.79,195.76,80.11,4.69,0.62,40.86,3.36,0.14,1.75,0.59,0.52,55.35,227.83,1.05,324.43,0.01,17-May-2019 - 00:00,"Police Lines, Jind - HSPCB"
17-May-2019 - 00:00,3.95,21.19,11.97,22.48,184.18,79.96,5.23,0.6,41.9,2.37,0.12,1.08,0.4,0.33,47.45,228.36,1.43,431.76,0.07,18-May-2019 - 00:00,"Police Lines, Jind - HSPCB"
18-May-2019 - 00:00,4.18,14.5,8.63,16.5,69.06,39.36,4.04,0.42,43.84,1.48,0.09,0.67,0.28,0.21,66.13,253.72,1.42,352.61,0.02,19-May-2019 - 00:00,"Police Lines, Jind - HSPCB"
19-May-2019 - 00:00,5.74,22.3,12.25,21.52,128.56,62.33,6.27,0.57,54.19,2.97,0.1,1.18,0.37,0.35,44.14,278.66,1.2,431.84,0.0,20-May-2019 - 00:00,"Police Lines, Jind - HSPCB"
20-May-2019 - 00:00,5.44,25.65,14.25,25.54,192.93,68.56,7.22,0.57,46.19,2.9,0.25,2.13,0.62,0.55,27.3,268.48,1.16,491.17,0.0,21-May-2019 - 00:00,"Police Lines, Jind - HSPCB"
21-May-2019 - 00:00,4.0,28.75,15.83,29.21,156.65,67.37,16.64,0.62,47.97,3.95,0.57,2.65,0.8,0.68,29.41,285.12,1.04,419.46,0.0,22-May-2019 - 00:00,"Police Lines, Jind - HSPCB"
22-May-2019 - 00:00,4.0,28.26,15.58,28.92,176.02,74.48,19.03,0.63,50.64,3.28,0.28,1.65,0.49,0.48,29.79,278.09,1.02,316.7,0.0,23-May-2019 - 00:00,"Police Lines, Jind - HSPCB"
23-May-2019 - 00:00,4.18,27.26,15.2,30.21,216.41,83.32,17.95,0.58,44.58,2.31,0.39,0.7,0.27,0.32,38.12,187.47,0.95,331.18,0.0,24-May-2019 - 00:00,"Police Lines, Jind - HSPCB"
24-May-2019 - 00:00,3.77,14.94,8.43,16.25,66.9,30.14,4.98,0.32,34.97,1.51,0.52,0.73,0.33,0.2,57.69,194.57,1.29,335.57,0.01,25-May-2019 - 00:00,"Police Lines, Jind - HSPCB"
25-May-2019 - 00:00,3.85,14.68,8.36,15.41,87.14,32.5,9.86,0.33,47.27,1.61,0.6,0.96,0.35,0.25,40.94,301.74,1.54,349.41,0.0,26-May-2019 - 00:00,"Police Lines, Jind - HSPCB"
26-May-2019 - 00:00,3.75,18.18,10.1,18.21,96.24,38.21,15.06,0.4,50.86,2.24,0.46,1.21,0.4,0.3,32.94,274.23,1.17,326.71,0.0,27-May-2019 - 00:00,"Police Lines, Jind - HSPCB"
27-May-2019 - 00:00,3.85,21.59,11.97,21.96,114.56,48.98,16.27,0.46,50.12,2.73,0.37,1.74,0.48,0.41,23.78,297.08,1.28,331.29,0.0,28-May-2019 - 00:00,"Police Lines, Jind - HSPCB"
28-May-2019 - 00:00,3.91,22.91,12.7,24.91,118.78,41.5,13.62,0.41,50.81,2.61,0.3,1.9,0.52,0.46,17.99,306.5,1.32,287.6,0.0,29-May-2019 - 00:00,"Police Lines, Jind - HSPCB"
29-May-2019 - 00:00,3.99,31.82,17.43,31.8,152.93,59.3,20.81,0.61,46.59,4.18,0.54,3.88,0.97,0.88,21.67,284.17,0.85,400.37,0.0,30-May-2019 - 00:00,"Police Lines, Jind - HSPCB"
30-May-2019 - 00:00,4.55,40.01,22.16,38.79,178.44,74.9,22.84,0.7,38.25,6.39,0.58,7.04,1.63,1.68,18.86,264.98,0.88,407.21,0.0,31-May-2019 - 00:00,"Police Lines, Jind - HSPCB"
31-May-2019 - 00:00,4.02,27.89,15.4,28.73,301.0,83.36,17.47,0.45,31.15,3.7,0.44,4.43,0.91,0.95,16.98,269.17,1.22,392.06,0.0,01-Jun-2019 - 00:00,"Police Lines, Jind - HSPCB"
01-Jun-2019 - 00:00,3.92,26.16,14.4,27.14,226.65,81.1,18.07,0.58,36.03,4.88,0.23,2.24,0.61,0.52,23.85,156.82,0.96,387.96,0.0,02-Jun-2019 - 00:00,"Police Lines, Jind - HSPCB"
02-Jun-2019 - 00:00,3.74,15.56,8.73,16.05,206.89,79.98,2.69,0.65,55.18,3.75,0.27,0.67,0.33,0.19,43.35,125.91,1.17,359.41,0.0,03-Jun-2019 - 00:00,"Police Lines, Jind - HSPCB"
03-Jun-2019 - 00:00,3.78,15.78,8.88,15.83,321.68,80.77,1.39,0.66,51.85,3.77,0.31,0.57,0.35,0.19,47.25,131.77,1.75,351.92,0.0,04-Jun-2019 - 00:00,"Police Lines, Jind - HSPCB"
04-Jun-2019 - 00:00,3.63,14.52,8.1,14.2,198.75,56.07,5.14,0.56,59.47,2.64,0.34,0.68,0.33,0.19,43.24,111.96,1.68,324.62,0.0,05-Jun-2019 - 00:00,"Police Lines, Jind - HSPCB"
05-Jun-2019 - 00:00,3.76,19.39,10.74,17.74,189.2,70.88,4.92,0.64,50.77,4.23,0.27,2.02,0.58,0.45,37.49,135.94,0.85,371.81,0.0,06-Jun-2019 - 00:00,"Police Lines, Jind - HSPCB"
06-Jun-2019 - 00:00,3.31,15.74,8.85,15.39,204.69,59.6,15.35,0.46,53.74,2.7,0.23,0.93,0.37,0.24,27.28,172.14,1.4,385.16,0.0,07-Jun-2019 - 00:00,"Police Lines, Jind - HSPCB"
07-Jun-2019 - 00:00,2.67,18.38,10.15,17.1,134.84,53.12,11.5,0.51,51.83,2.86,0.27,1.68,0.45,0.34,37.35,132.84,0.78,390.42,0.0,08-Jun-2019 - 00:00,"Police Lines, Jind - HSPCB"
08-Jun-2019 - 00:00,2.66,24.99,13.59,22.25,170.08,63.47,12.94,0.57,55.52,3.84,0.22,2.62,0.72,0.57,28.82,222.85,0.76,398.29,0.0,09-Jun-2019 - 00:00,"Police Lines, Jind - HSPCB"
09-Jun-2019 - 00:00,5.15,27.31,16.8,27.1,174.5,60.36,20.6,0.56,52.95,4.01,0.2,2.88,0.71,0.6,21.35,230.5,0.66,385.62,0.0,10-Jun-2019 - 00:00,"Police Lines, Jind - HSPCB"
10-Jun-2019 - 00:00,3.41,28.57,15.65,27.4,204.8,69.58,29.16,0.6,56.51,5.28,0.21,3.33,0.76,0.69,19.21,255.8,0.85,683.35,0.0,11-Jun-2019 - 00:00,"Police Lines, Jind - HSPCB"
11-Jun-2019 - 00:00,3.87,18.53,10.39,20.84,284.34,90.86,13.41,0.37,42.48,2.55,0.28,1.8,0.47,0.48,16.31,236.57,1.13,668.87,0.0,12-Jun-2019 - 00:00,"Police Lines, Jind - HSPCB"
12-Jun-2019 - 00:00,3.67,10.8,6.18,20.59,207.08,50.7,8.28,0.32,51.5,1.51,0.33,0.37,0.23,0.12,44.37,124.88,1.96,299.28,0.29,13-Jun-2019 - 00:00,"Police Lines, Jind - HSPCB"
13-Jun-2019 - 00:00,4.06,25.78,14.33,40.84,207.57,53.69,12.37,0.4,41.63,3.09,0.36,2.49,0.69,0.67,48.9,218.73,1.18,396.81,0.0,14-Jun-2019 - 00:00,"Police Lines, Jind - HSPCB"
14-Jun-2019 - 00:00,3.84,32.0,17.67,24.61,183.27,50.94,19.07,0.46,68.73,3.2,0.27,2.48,0.59,0.56,17.53,288.07,1.31,467.36,0.0,15-Jun-2019 - 00:00,"Police Lines, Jind - HSPCB"
15-Jun-2019 - 00:00,2.99,25.35,14.03,25.76,244.11,61.64,15.32,0.36,63.97,2.93,0.25,1.55,0.51,0.41,23.46,285.56,1.59,396.35,0.0,16-Jun-2019 - 00:00,"Police Lines, Jind - HSPCB"
16-Jun-2019 - 00:00,2.79,11.07,6.42,24.19,130.57,46.1,4.94,0.26,51.35,1.15,0.33,0.49,0.24,0.15,60.38,249.03,1.83,397.4,0.03,17-Jun-2019 - 00:00,"Police Lines, Jind - HSPCB"
17-Jun-2019 - 00:00,3.17,15.59,9.09,28.5,149.78,42.31,5.59,0.26,61.67,1.62,0.27,0.52,0.25,0.16,54.61,219.8,2.24,363.88,0.0,18-Jun-2019 - 00:00,"Police Lines, Jind - HSPCB"
18-Jun-2019 - 00:00,3.97,20.96,12.34,19.8,76.64,33.35,16.77,0.69,50.85,2.96,0.35,5.27,1.07,1.43,86.33,210.63,1.04,224.25,0.36,19-Jun-2019 - 00:00,"Police Lines, Jind - HSPCB"
19-Jun-2019 - 00:00,3.26,22.33,12.68,34.1,191.93,69.54,37.04,0.62,50.05,4.06,0.35,5.55,1.34,1.4,66.95,176.17,0.53,412.89,0.0,20-Jun-2019 - 00:00,"Police Lines, Jind - HSPCB"
20-Jun-2019 - 00:00,2.87,15.66,8.89,24.87,141.49,43.37,36.15,0.38,80.1,1.7,0.23,0.83,0.43,0.23,67.96,151.72,0.98,392.3,0.0,21-Jun-2019 - 00:00,"Police Lines, Jind - HSPCB"
21-Jun-2019 - 00:00,2.8,21.44,11.85,30.03,140.92,52.8,36.77,0.59,85.74,2.78,0.25,1.64,0.51,0.58,55.54,169.9,1.11,415.77,0.0,22-Jun-2019 - 00:00,"Police Lines, Jind - HSPCB"
22-Jun-2019 - 00:00,2.72,22.03,12.09,31.27,155.41,63.87,39.17,0.55,101.62,4.49,0.3,1.99,0.64,0.89,43.16,280.04,0.87,404.12,0.0,23-Jun-2019 - 00:00,"Police Lines, Jind - HSPCB"
23-Jun-2019 - 00:00,2.81,15.25,8.62,27.08,152.93,54.83,32.18,1.05,78.06,3.79,0.28,0.6,0.39,0.51,59.11,107.63,1.04,394.73,0.0,24-Jun-2019 - 00:00,"Police Lines, Jind - HSPCB"
24-Jun-2019 - 00:00,2.96,9.36,5.68,20.15,86.04,25.46,31.8,0.51,52.03,2.15,0.2,0.38,0.26,0.34,69.01,112.07,1.37,324.39,0.0,25-Jun-2019 - 00:00,"Police Lines, Jind - HSPCB"
25-Jun-2019 - 00:00,2.81,13.98,7.96,19.85,102.47,36.1,33.79,0.49,68.98,2.85,0.29,1.0,0.45,0.6,61.66,163.37,0.73,377.11,0.0,26-Jun-2019 - 00:00,"Police Lines, Jind - HSPCB"
26-Jun-2019 - 00:00,2.68,14.91,8.19,25.11,140.51,51.46,26.13,0.51,84.52,2.74,0.31,1.63,0.5,0.84,58.01,243.67,0.95,388.18,0.0,27-Jun-2019 - 00:00,"Police Lines, Jind - HSPCB"
27-Jun-2019 - 00:00,2.84,17.74,10.24,43.14,220.41,56.71,11.64,0.36,90.16,2.87,0.36,1.71,0.46,0.94,48.73,269.17,1.16,276.92,0.0,28-Jun-2019 - 00:00,"Police Lines, Jind - HSPCB"
28-Jun-2019 - 00:00,2.8,17.61,9.84,29.73,251.74,60.11,10.07,0.34,68.57,2.63,0.32,1.68,0.56,0.85,46.75,250.0,1.66,409.14,0.0,29-Jun-2019 - 00:00,"Police Lines, Jind - HSPCB"
29-Jun-2019 - 00:00,2.96,15.24,8.74,18.94,366.95,87.47,11.29,0.33,70.15,1.85,0.31,1.3,0.43,0.74,39.41,228.93,1.42,380.71,0.0,30-Jun-2019 - 00:00,"Police Lines, Jind - HSPCB"
30-Jun-2019 - 00:00,2.83,13.24,7.59,27.04,214.83,63.16,8.76,0.31,76.39,1.79,0.31,0.93,0.39,0.7,38.75,227.35,1.29,400.7,0.0,01-Jul-2019 - 00:00,"Police Lines, Jind - HSPCB"
01-Jul-2019 - 00:00,3.01,15.48,8.91,20.36,196.33,58.8,11.03,0.33,75.57,1.78,0.35,1.24,0.42,0.73,39.51,231.59,0.93,378.9,0.0,02-Jul-2019 - 00:00,"Police Lines, Jind - HSPCB"
02-Jul-2019 - 00:00,2.84,13.78,7.88,22.24,166.43,53.65,9.91,0.27,110.19,1.52,0.26,1.02,0.33,0.52,38.02,213.97,1.04,393.16,0.0,03-Jul-2019 - 00:00,"Police Lines, Jind - HSPCB"
03-Jul-2019 - 00:00,2.79,14.38,7.78,47.35,304.89,47.49,4.57,0.46,66.31,3.08,0.26,0.64,0.44,0.46,59.54,130.0,0.95,411.05,0.0,04-Jul-2019 - 00:00,"Police Lines, Jind - HSPCB"
04-Jul-2019 - 00:00,2.85,12.04,6.65,20.09,126.1,28.75,2.05,0.5,37.14,2.07,0.25,0.74,0.51,0.45,56.49,147.05,0.94,208.47,0.0,05-Jul-2019 - 00:00,"Police Lines, Jind - HSPCB"
05-Jul-2019 - 00:00,3.13,14.51,8.35,15.57,76.48,44.56,3.65,0.34,43.65,2.86,0.17,1.26,0.83,0.56,78.25,128.62,1.12,477.85,0.0,06-Jul-2019 - 00:00,"Police Lines, Jind - HSPCB"
06-Jul-2019 - 00:00,3.13,16.14,9.36,19.75,91.99,37.77,3.37,0.53,47.42,2.87,0.22,1.51,1.16,0.62,89.81,136.79,0.94,237.48,0.03,07-Jul-2019 - 00:00,"Police Lines, Jind - HSPCB"
07-Jul-2019 - 00:00,2.79,14.3,8.11,44.1,68.25,35.6,3.01,0.41,58.67,2.03,0.27,0.73,0.41,0.41,76.83,133.1,0.73,383.6,0.0,08-Jul-2019 - 00:00,"Police Lines, Jind - HSPCB"
08-Jul-2019 - 00:00,3.17,16.55,9.6,44.13,125.82,43.41,4.26,0.34,51.74,2.25,0.25,0.68,0.32,0.45,74.34,171.92,0.88,304.91,0.0,09-Jul-2019 - 00:00,"Police Lines, Jind - HSPCB"
09-Jul-2019 - 00:00,3.65,11.54,7.34,28.42,136.42,54.87,5.36,0.31,35.97,1.35,0.2,0.66,0.33,0.35,93.12,170.35,1.03,175.44,0.0,10-Jul-2019 - 00:00,"Police Lines, Jind - HSPCB"
10-Jul-2019 - 00:00,3.02,18.85,10.67,33.79,236.95,74.52,3.61,0.45,49.04,2.77,0.2,2.04,0.87,0.85,73.97,155.52,1.01,308.18,0.0,11-Jul-2019 - 00:00,"Police Lines, Jind - HSPCB"
11-Jul-2019 - 00:00,3.43,13.95,8.44,48.37,303.5,126.94,4.05,0.36,37.23,1.85,0.19,0.82,0.34,0.41,66.85,169.56,1.24,263.84,0.0,12-Jul-2019 - 00:00,"Police Lines, Jind - HSPCB"
12-Jul-2019 - 00:00,3.12,12.95,7.67,49.37,312.1,181.73,4.1,0.35,31.86,1.9,0.18,1.05,0.4,0.48,66.34,182.14,1.35,300.37,0.0,13-Jul-2019 - 00:00,"Police Lines, Jind - HSPCB"
13-Jul-2019 - 00:00,3.01,11.22,6.68,47.56,351.77,121.65,6.46,0.26,35.97,1.5,0.17,0.74,0.32,0.39,69.03,189.44,1.64,292.24,0.0,14-Jul-2019 - 00:00,"Police Lines, Jind - HSPCB"
14-Jul-2019 - 00:00,2.86,12.68,7.32,55.23,227.84,75.55,11.7,0.29,49.28,1.53,0.17,0.76,0.34,0.34,81.42,131.27,1.41,251.33,0.0,15-Jul-2019 - 00:00,"Police Lines, Jind - HSPCB"
15-Jul-2019 - 00:00,3.66,12.75,8.11,36.88,72.68,33.9,6.14,0.31,44.1,1.12,0.15,0.65,0.24,0.26,98.01,119.48,1.18,153.27,0.1,16-Jul-2019 - 00:00,"Police Lines, Jind - HSPCB"
16-Jul-2019 - 00:00,2.83,10.13,5.96,32.81,54.49,33.26,3.74,0.24,61.28,1.18,0.14,0.68,0.25,0.24,99.32,115.32,1.08,145.76,0.12,17-Jul-2019 - 00:00,"Police Lines, Jind - HSPCB"
17-Jul-2019 - 00:00,2.74,8.01,4.78,23.33,29.43,20.26,5.17,0.3,71.68,3.9,3.75,3.48,2.37,1.39,96.14,129.48,0.74,231.75,0.14,18-Jul-2019 - 00:00,"Police Lines, Jind - HSPCB"
18-Jul-2019 - 00:00,2.81,7.6,4.61,23.09,34.4,18.12,7.05,0.23,71.63,6.09,5.36,5.75,3.78,2.33,85.96,141.82,0.76,498.37,0.06,19-Jul-2019 - 00:00,"Police Lines, Jind - HSPCB"
19-Jul-2019 - 00:00,2.92,14.8,8.48,20.51,72.18,40.96,5.74,0.51,93.82,6.48,3.72,5.49,4.06,2.12,78.96,142.18,0.69,344.38,0.03,20-Jul-2019 - 00:00,"Police Lines, Jind - HSPCB"
20-Jul-2019 - 00:00,2.77,11.69,6.73,43.62,77.56,43.42,5.57,0.39,63.94,2.83,0.28,1.28,0.64,0.53,91.11,116.01,0.93,371.11,0.0,21-Jul-2019 - 00:00,"Police Lines, Jind - HSPCB"
21-Jul-2019 - 00:00,2.89,13.39,7.71,51.43,73.72,46.47,5.88,0.51,72.38,2.92,0.29,1.31,0.94,0.66,80.44,121.11,0.87,379.07,0.0,22-Jul-2019 - 00:00,"Police Lines, Jind - HSPCB"
22-Jul-2019 - 00:00,2.86,12.35,7.15,57.3,65.56,39.21,6.41,0.38,64.37,2.18,0.25,1.1,0.57,0.55,83.0,111.79,0.71,374.43,0.0,23-Jul-2019 - 00:00,"Police Lines, Jind - HSPCB"
23-Jul-2019 - 00:00,3.04,16.96,9.7,59.23,89.01,57.09,8.35,0.58,75.77,3.28,0.27,2.26,1.07,1.0,77.83,129.41,0.56,296.55,0.0,24-Jul-2019 - 00:00,"Police Lines, Jind - HSPCB"
24-Jul-2019 - 00:00,2.79,9.72,5.72,61.55,61.54,37.06,7.29,0.34,65.94,1.49,0.26,0.78,0.36,0.38,84.31,148.34,0.9,271.71,0.11,25-Jul-2019 - 00:00,"Police Lines, Jind - HSPCB"
25-Jul-2019 - 00:00,2.8,9.02,5.36,38.86,34.27,16.84,7.78,0.36,51.72,1.04,0.18,0.64,0.39,0.3,97.74,168.6,1.09,211.2,0.0,26-Jul-2019 - 00:00,"Police Lines, Jind - HSPCB"
26-Jul-2019 - 00:00,3.01,14.35,8.32,44.38,64.49,38.2,6.01,0.4,43.94,2.2,0.16,1.85,0.84,0.71,99.22,142.94,0.8,181.55,0.01,27-Jul-2019 - 00:00,"Police Lines, Jind - HSPCB"
27-Jul-2019 - 00:00,2.83,9.03,5.39,57.6,31.69,17.97,5.73,0.3,40.93,1.38,0.14,0.5,0.23,0.23,88.38,170.76,6.41,161.09,0.05,28-Jul-2019 - 00:00,"Police Lines, Jind - HSPCB"
28-Jul-2019 - 00:00,2.81,8.26,4.96,37.62,29.88,19.32,7.39,0.39,37.21,1.61,0.16,0.27,0.14,0.24,93.57,278.44,14.98,208.3,0.04,29-Jul-2019 - 00:00,"Police Lines, Jind - HSPCB"
29-Jul-2019 - 00:00,3.05,9.27,5.65,46.66,31.52,19.22,5.66,0.39,39.25,1.39,0.14,0.36,0.15,0.27,90.72,287.16,15.24,248.84,0.0,30-Jul-2019 - 00:00,"Police Lines, Jind - HSPCB"
30-Jul-2019 - 00:00,2.81,9.26,5.49,60.79,41.65,23.5,7.09,0.38,44.28,1.58,0.16,0.74,0.32,0.31,85.14,287.09,15.16,321.04,0.0,31-Jul-2019 - 00:00,"Police Lines, Jind - HSPCB"
31-Jul-2019 - 00:00,2.72,9.51,5.55,49.18,48.46,28.62,7.86,0.4,48.36,1.47,0.16,0.54,0.26,0.25,86.02,287.21,15.14,297.59,0.0,01-Aug-2019 - 00:00,"Police Lines, Jind - HSPCB"
01-Aug-2019 - 00:00,2.93,12.85,7.46,96.38,58.43,37.63,7.15,0.46,57.35,1.35,0.34,0.09,0.06,0.27,77.22,304.83,15.52,308.36,0.0,02-Aug-2019 - 00:00,"Police Lines, Jind - HSPCB"
02-Aug-2019 - 00:00,2.96,12.37,7.24,60.72,55.55,28.64,6.97,0.4,43.28,,,0.0,0.0,,95.88,241.16,14.77,263.4,0.0,03-Aug-2019 - 00:00,"Police Lines, Jind - HSPCB"
03-Aug-2019 - 00:00,2.86,11.46,6.68,63.85,62.17,34.23,12.35,0.49,36.23,2.58,0.65,0.02,0.01,0.24,93.42,272.05,14.23,327.78,0.0,04-Aug-2019 - 00:00,"Police Lines, Jind - HSPCB"
04-Aug-2019 - 00:00,2.66,8.73,5.09,51.61,70.09,38.14,12.87,0.44,46.94,,,0.0,0.0,,84.68,279.59,13.31,323.73,0.0,05-Aug-2019 - 00:00,"Police Lines, Jind - HSPCB"
05-Aug-2019 - 00:00,2.95,12.88,7.5,70.08,124.43,49.26,4.64,0.57,39.26,,,0.0,0.0,,51.37,229.1,7.81,316.45,0.0,06-Aug-2019 - 00:00,"Police Lines, Jind - HSPCB"
06-Aug-2019 - 00:00,2.81,11.42,6.62,73.06,110.66,23.72,7.65,0.51,32.94,,,0.0,0.0,,34.06,128.01,0.79,334.53,0.0,07-Aug-2019 - 00:00,"Police Lines, Jind - HSPCB"
07-Aug-2019 - 00:00,2.87,12.37,7.16,60.05,50.42,27.51,10.08,0.45,35.81,0.86,1.73,0.44,0.12,1.74,32.48,105.74,0.72,378.61,0.0,08-Aug-2019 - 00:00,"Police Lines, Jind - HSPCB"
08-Aug-2019 - 00:00,2.8,10.05,5.9,59.27,50.56,33.33,8.45,0.41,41.81,1.48,1.15,0.01,0.0,0.35,31.95,104.04,0.65,353.06,0.0,09-Aug-2019 - 00:00,"Police Lines, Jind - HSPCB"
09-Aug-2019 - 00:00,2.96,10.06,6.0,57.29,49.24,19.51,7.51,0.25,27.69,1.26,0.07,0.01,0.01,0.4,30.16,101.09,1.37,163.25,0.0,10-Aug-2019 - 00:00,"Police Lines, Jind - HSPCB"
10-Aug-2019 - 00:00,2.77,5.38,3.43,31.09,37.59,19.09,11.23,0.32,45.22,,,0.0,0.0,,29.52,114.35,1.57,309.77,0.0,11-Aug-2019 - 00:00,"Police Lines, Jind - HSPCB"
11-Aug-2019 - 00:00,2.69,7.01,4.22,32.58,51.98,33.83,11.44,0.39,40.37,,,0.0,0.0,,31.21,124.64,0.78,331.97,0.0,12-Aug-2019 - 00:00,"Police Lines, Jind - HSPCB"
12-Aug-2019 - 00:00,2.85,7.14,4.42,39.33,57.76,28.54,7.83,0.39,23.02,3.57,0.34,0.0,0.0,0.15,31.16,229.55,1.02,270.63,0.0,13-Aug-2019 - 00:00,"Police Lines, Jind - HSPCB"
13-Aug-2019 - 00:00,3.29,7.66,5.04,31.94,66.52,24.52,3.3,0.49,25.99,1.1,0.13,0.01,0.0,0.2,30.99,263.74,1.34,429.88,0.05,14-Aug-2019 - 00:00,"Police Lines, Jind - HSPCB"
14-Aug-2019 - 00:00,3.15,11.08,6.73,41.19,55.16,29.96,4.09,0.73,22.93,2.13,0.13,0.02,0.01,0.63,26.54,210.3,0.57,27.3,0.02,15-Aug-2019 - 00:00,"Police Lines, Jind - HSPCB"
15-Aug-2019 - 00:00,3.63,10.17,6.63,36.54,64.46,40.23,2.73,0.81,23.19,,,0.0,0.0,,26.16,116.39,0.75,26.28,0.16,16-Aug-2019 - 00:00,"Police Lines, Jind - HSPCB"
16-Aug-2019 - 00:00,4.52,10.87,7.33,42.39,32.98,21.8,4.74,0.51,28.85,,,0.0,0.0,,28.46,100.06,1.16,250.46,0.02,17-Aug-2019 - 00:00,"Police Lines, Jind - HSPCB"
