from date,Temp,CO,Ozone,NO,NO2,NOx,NH3,SO2,PM2.5,PM10,Benzene,Toluene,Xylene,AT,RH,WS,WD,SR,BP,to date,station
01-Jan-2019 - 00:00,29.5,0.58,25.3,1.48,28.96,16.56,14.4,13.84,61.47,111.66,0.15,1.14,0.01,22.42,40.45,5.23,112.34,107.73,801.3,02-Jan-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
02-Jan-2019 - 00:00,29.37,0.72,19.81,1.62,33.66,19.19,16.3,6.85,70.2,144.34,0.23,2.96,0.09,21.99,42.98,3.86,136.12,104.44,786.1,03-Jan-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
03-Jan-2019 - 00:00,29.23,0.86,15.81,2.47,41.82,24.25,19.36,5.57,69.73,152.8,0.17,3.16,0.16,22.54,48.36,3.79,146.5,98.64,762.34,04-Jan-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
04-Jan-2019 - 00:00,29.31,0.65,19.95,1.49,30.94,17.67,21.59,5.25,76.55,149.39,0.19,4.17,0.09,22.29,52.89,4.78,134.99,100.31,761.73,05-Jan-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
05-Jan-2019 - 00:00,29.07,0.83,17.69,1.54,28.58,16.41,21.57,4.51,74.68,139.36,0.12,1.76,0.11,22.01,55.31,5.01,144.26,100.88,764.61,06-Jan-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
06-Jan-2019 - 00:00,28.9,0.69,19.75,1.38,22.93,13.28,23.36,3.78,77.67,150.73,0.16,1.8,0.08,21.59,60.48,4.91,144.1,96.45,765.08,07-Jan-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
07-Jan-2019 - 00:00,28.97,0.64,19.58,1.39,24.4,14.11,20.68,3.71,73.42,144.96,0.2,1.7,0.08,22.15,55.92,4.67,113.88,91.66,766.26,08-Jan-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
08-Jan-2019 - 00:00,29.32,0.82,18.56,2.02,29.91,17.55,21.35,6.06,70.01,157.03,0.19,1.88,0.05,21.34,51.33,4.67,124.33,99.43,764.8,09-Jan-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
09-Jan-2019 - 00:00,29.51,0.73,16.39,1.79,38.28,21.83,20.59,8.78,69.88,152.48,0.23,2.58,0.08,22.07,40.92,3.69,119.52,101.2,765.19,10-Jan-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
10-Jan-2019 - 00:00,29.44,0.67,20.53,1.66,33.72,19.29,23.03,6.05,72.5,146.69,0.17,3.03,0.08,21.84,45.78,4.38,130.88,98.39,763.93,11-Jan-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
11-Jan-2019 - 00:00,29.17,0.72,18.23,1.46,30.38,17.34,27.56,3.83,78.94,143.19,0.14,1.88,0.08,22.12,57.73,5.02,140.18,93.88,746.23,12-Jan-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
12-Jan-2019 - 00:00,29.05,0.67,17.22,1.49,20.81,12.28,27.34,3.3,79.42,135.14,0.13,1.81,0.37,21.94,64.81,5.77,139.06,93.74,704.18,13-Jan-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
13-Jan-2019 - 00:00,29.13,0.58,17.18,1.43,18.86,11.16,24.7,3.69,74.83,113.33,0.13,1.77,0.08,22.13,60.77,5.76,144.82,95.5,705.48,14-Jan-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
14-Jan-2019 - 00:00,29.04,0.65,18.35,1.38,19.03,11.24,23.22,3.58,73.05,125.66,0.14,1.33,0.05,22.42,57.15,4.85,135.48,96.52,704.56,15-Jan-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
15-Jan-2019 - 00:00,29.03,0.63,26.45,1.23,15.63,9.28,23.56,4.46,72.45,114.79,0.12,1.81,0.02,22.52,54.97,5.19,97.93,95.25,705.52,16-Jan-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
16-Jan-2019 - 00:00,29.32,0.66,20.39,1.21,17.34,10.21,22.57,4.92,73.11,126.97,0.14,1.69,0.03,22.63,52.31,4.54,103.53,96.12,701.63,17-Jan-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
17-Jan-2019 - 00:00,29.25,0.69,16.43,2.19,28.41,16.89,25.28,4.57,69.23,140.77,0.3,4.12,0.11,23.05,52.14,3.47,111.94,100.94,702.83,18-Jan-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
18-Jan-2019 - 00:00,29.06,0.65,17.35,1.65,27.62,16.04,25.83,4.22,74.91,143.16,0.14,2.05,0.13,22.88,54.36,4.53,124.82,90.63,705.62,19-Jan-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
19-Jan-2019 - 00:00,28.99,0.64,20.55,1.34,27.72,15.83,24.63,4.88,78.12,153.43,0.12,3.15,0.1,22.63,53.81,4.24,122.96,93.86,705.97,20-Jan-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
20-Jan-2019 - 00:00,29.25,0.59,20.17,1.46,26.35,15.21,20.85,4.73,69.39,131.83,0.15,3.17,0.06,23.33,47.65,3.99,122.87,104.35,707.9,21-Jan-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
21-Jan-2019 - 00:00,29.01,0.69,15.67,1.69,28.86,16.68,21.97,3.2,67.38,126.14,0.16,1.88,0.16,22.98,53.33,4.66,139.73,104.34,707.54,22-Jan-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
22-Jan-2019 - 00:00,29.17,0.49,12.7,1.39,23.51,13.64,20.2,3.32,49.61,96.74,0.09,0.94,0.03,22.79,46.39,7.06,163.8,106.15,705.13,23-Jan-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
23-Jan-2019 - 00:00,28.82,0.51,15.95,1.43,18.13,10.8,23.16,2.99,54.13,101.93,0.1,0.71,0.05,24.81,51.98,5.36,161.3,126.2,713.44,24-Jan-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
24-Jan-2019 - 00:00,29.01,0.62,13.7,1.5,20.17,11.94,21.89,3.05,59.24,104.61,0.1,1.14,0.06,23.1,61.6,5.36,149.15,87.42,715.15,25-Jan-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
25-Jan-2019 - 00:00,28.87,0.48,10.51,1.25,19.41,11.27,20.23,3.0,36.88,92.03,0.07,0.84,0.02,23.12,61.31,8.81,164.64,93.57,712.21,26-Jan-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
26-Jan-2019 - 00:00,29.04,0.53,11.85,1.16,14.36,8.5,19.65,3.18,34.92,60.55,0.1,0.83,0.0,22.35,72.07,6.45,122.6,78.44,729.62,27-Jan-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
27-Jan-2019 - 00:00,28.85,0.48,10.48,1.33,9.71,6.13,19.95,2.54,47.36,52.59,0.08,0.32,0.0,18.73,84.59,7.41,64.19,38.26,702.58,28-Jan-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
28-Jan-2019 - 00:00,28.75,0.5,15.04,1.14,18.95,10.9,17.5,3.86,65.6,84.38,0.09,0.64,0.0,19.15,74.22,7.01,81.71,68.36,727.6,29-Jan-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
29-Jan-2019 - 00:00,28.83,0.45,20.62,1.24,17.24,10.11,15.2,5.73,58.88,78.98,0.07,0.62,0.0,19.12,60.1,6.83,84.46,114.23,733.94,30-Jan-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
30-Jan-2019 - 00:00,29.3,0.55,21.1,1.31,29.1,16.45,12.63,6.58,50.96,96.87,0.09,0.87,0.03,19.56,45.79,5.21,98.6,102.77,725.24,31-Jan-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
31-Jan-2019 - 00:00,29.03,0.57,17.48,1.2,29.42,16.63,17.92,4.89,65.68,115.59,0.11,2.6,0.08,20.41,58.57,5.7,134.09,115.26,707.48,01-Feb-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
01-Feb-2019 - 00:00,29.56,0.64,15.64,1.38,24.25,13.95,19.48,3.09,70.6,109.82,0.11,1.59,0.08,22.09,62.32,5.21,141.14,108.84,708.72,02-Feb-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
02-Feb-2019 - 00:00,29.33,0.63,13.23,1.28,30.0,16.9,20.33,3.91,65.04,123.17,0.14,2.02,0.13,22.34,56.96,4.4,129.35,108.83,706.66,03-Feb-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
03-Feb-2019 - 00:00,29.47,0.51,17.8,1.37,19.39,11.33,23.25,2.96,60.46,97.83,0.11,2.21,0.03,22.61,58.61,5.34,136.09,112.66,,04-Feb-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
04-Feb-2019 - 00:00,29.4,0.51,18.32,1.99,18.32,11.15,22.64,3.12,65.04,103.62,0.1,1.18,0.03,22.91,60.22,5.06,137.55,110.46,711.55,05-Feb-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
05-Feb-2019 - 00:00,29.34,0.59,16.59,1.65,22.16,13.08,22.46,3.27,63.65,115.32,0.13,1.42,0.05,23.85,54.06,4.71,134.14,112.03,713.33,06-Feb-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
06-Feb-2019 - 00:00,29.61,0.71,16.93,2.58,26.23,16.05,23.74,3.41,68.33,131.04,0.12,1.85,0.05,24.34,54.08,4.88,142.27,108.53,711.48,07-Feb-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
07-Feb-2019 - 00:00,29.36,0.53,15.72,1.88,22.13,13.3,21.53,3.45,60.57,116.72,0.08,1.05,0.02,24.44,54.18,8.26,162.35,106.43,711.48,08-Feb-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
08-Feb-2019 - 00:00,29.6,0.61,12.09,6.65,24.79,18.6,20.97,4.96,57.53,129.73,0.11,2.25,0.02,23.56,51.43,5.52,266.32,101.34,711.22,09-Feb-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
09-Feb-2019 - 00:00,29.64,0.5,21.14,1.97,20.02,12.22,18.72,5.29,49.75,133.32,0.12,2.51,0.04,21.94,44.97,6.99,135.27,115.77,711.3,10-Feb-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
10-Feb-2019 - 00:00,29.64,0.5,24.19,1.83,27.36,16.05,16.51,11.05,51.96,139.08,0.09,0.97,0.04,22.9,45.0,6.25,101.61,113.95,711.2,11-Feb-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
11-Feb-2019 - 00:00,29.33,0.53,18.18,1.82,18.6,11.37,20.73,3.44,56.57,108.4,0.1,1.06,0.0,23.98,59.71,6.18,136.49,102.26,711.31,12-Feb-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
12-Feb-2019 - 00:00,29.57,0.57,14.98,1.92,19.15,11.75,18.69,3.16,59.98,108.83,0.1,1.26,0.02,24.26,61.67,5.24,137.76,111.57,711.31,13-Feb-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
13-Feb-2019 - 00:00,29.19,0.61,14.74,1.69,23.37,13.81,17.6,3.56,64.18,127.89,0.12,3.12,0.03,24.4,56.59,4.71,133.55,115.49,711.28,14-Feb-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
14-Feb-2019 - 00:00,29.39,0.67,17.5,1.96,23.39,14.04,18.74,3.12,62.46,122.51,0.11,1.28,0.06,25.41,55.01,5.52,148.78,113.4,711.28,15-Feb-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
15-Feb-2019 - 00:00,29.42,0.52,12.02,2.79,25.35,15.76,17.51,3.39,40.85,110.24,0.07,1.0,0.04,26.04,51.67,8.99,170.33,116.14,711.23,16-Feb-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
16-Feb-2019 - 00:00,29.36,0.64,12.36,4.21,24.04,16.22,26.17,6.03,49.92,106.94,0.14,2.73,0.04,26.26,53.39,5.05,217.22,117.21,711.02,17-Feb-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
17-Feb-2019 - 00:00,29.32,0.57,14.74,1.71,17.09,10.49,19.98,4.78,44.65,90.79,0.1,1.83,0.01,26.46,57.76,5.61,154.12,109.69,711.05,18-Feb-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
18-Feb-2019 - 00:00,29.33,0.56,18.44,1.67,24.68,14.49,17.97,3.83,60.32,122.0,0.11,1.7,0.02,26.38,58.04,4.12,116.97,105.3,711.02,19-Feb-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
19-Feb-2019 - 00:00,29.66,0.52,18.9,1.63,16.87,10.29,16.65,3.63,52.28,102.15,0.08,1.06,0.01,27.24,57.88,6.35,141.28,110.71,710.97,20-Feb-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
20-Feb-2019 - 00:00,29.6,0.44,10.55,1.92,13.74,8.87,17.5,3.14,34.34,78.15,0.06,1.14,0.02,25.91,60.47,6.77,140.21,114.21,711.0,21-Feb-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
21-Feb-2019 - 00:00,29.55,0.53,13.34,1.79,17.81,10.94,17.35,2.62,39.35,87.54,0.1,1.19,0.04,26.82,50.39,6.04,138.84,118.91,710.99,22-Feb-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
22-Feb-2019 - 00:00,29.69,0.65,13.44,4.3,25.23,16.92,16.71,3.43,46.79,119.16,0.11,1.25,0.04,28.31,43.6,4.84,152.9,116.24,710.92,23-Feb-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
23-Feb-2019 - 00:00,29.67,0.71,14.85,3.03,29.19,17.99,20.52,4.13,58.74,139.82,0.13,2.09,0.08,28.71,43.05,4.69,166.89,116.65,710.87,24-Feb-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
24-Feb-2019 - 00:00,29.68,0.45,13.68,1.89,24.57,14.61,17.03,4.16,46.94,118.26,0.08,1.26,0.06,29.37,38.59,6.27,180.06,130.64,710.81,25-Feb-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
25-Feb-2019 - 00:00,29.72,0.52,17.5,1.75,23.12,13.73,22.93,7.03,48.66,135.54,0.91,2.57,0.02,28.36,38.41,9.07,188.93,109.76,710.94,26-Feb-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
26-Feb-2019 - 00:00,29.85,0.49,13.36,2.96,24.72,15.56,20.67,5.05,45.36,112.05,0.13,2.43,0.03,26.86,45.19,5.36,171.95,120.15,710.77,27-Feb-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
27-Feb-2019 - 00:00,29.41,0.44,12.79,1.85,17.88,11.01,22.65,3.92,45.27,91.74,0.1,1.57,0.02,25.77,60.55,3.88,131.17,100.07,710.91,28-Feb-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
28-Feb-2019 - 00:00,29.57,0.47,15.23,1.66,18.81,11.36,20.92,4.49,43.72,109.04,0.09,1.72,0.0,25.69,50.8,6.12,129.76,121.25,710.86,01-Mar-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
01-Mar-2019 - 00:00,29.8,0.47,17.5,1.85,18.89,11.56,20.88,3.8,45.96,104.88,0.07,1.54,0.0,28.1,51.48,4.73,136.96,194.63,710.98,02-Mar-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
02-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,,03-Mar-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
03-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,,04-Mar-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
04-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,,05-Mar-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
05-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,,06-Mar-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
06-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,,,,07-Mar-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
07-Mar-2019 - 00:00,29.97,0.5,26.74,1.23,23.2,13.34,20.18,5.5,55.24,142.57,0.11,2.18,0.01,29.76,34.24,6.27,159.02,171.43,710.55,08-Mar-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
08-Mar-2019 - 00:00,29.56,0.63,18.98,1.51,21.7,12.78,21.83,5.27,60.45,135.47,0.09,2.06,0.0,27.92,45.79,5.54,128.32,120.38,710.67,09-Mar-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
09-Mar-2019 - 00:00,29.36,0.57,13.82,2.34,20.9,13.02,23.25,3.94,46.51,118.46,0.09,1.69,0.04,29.64,47.55,6.34,186.08,156.22,710.76,10-Mar-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
10-Mar-2019 - 00:00,29.52,0.45,13.66,2.71,16.66,11.06,20.45,3.99,45.73,112.24,0.09,1.83,0.02,28.5,54.32,4.48,164.84,117.98,710.6,11-Mar-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
11-Mar-2019 - 00:00,29.89,0.48,15.57,1.74,14.33,9.03,17.0,3.74,35.58,96.71,0.06,0.63,0.03,28.39,52.92,7.34,156.2,103.58,710.68,12-Mar-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
12-Mar-2019 - 00:00,29.77,0.66,14.04,3.23,16.38,11.34,20.39,4.81,45.68,115.03,0.11,3.1,0.23,28.89,49.01,6.48,191.44,117.68,710.75,13-Mar-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
13-Mar-2019 - 00:00,29.74,0.74,15.75,2.29,15.25,9.97,16.35,6.43,44.39,120.26,0.07,0.99,0.35,26.93,46.7,8.28,177.63,99.63,710.78,14-Mar-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
14-Mar-2019 - 00:00,29.67,0.54,15.82,2.6,21.53,12.99,16.97,4.06,39.15,128.6,0.04,0.78,0.04,31.65,34.08,8.52,174.44,134.4,711.31,15-Mar-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
15-Mar-2019 - 00:00,29.7,0.59,13.46,2.97,21.96,14.08,26.59,7.63,49.43,129.1,0.12,2.66,0.03,29.37,37.3,7.3,193.18,118.39,771.21,16-Mar-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
16-Mar-2019 - 00:00,29.84,0.68,15.96,1.61,17.12,10.41,19.76,4.15,40.73,110.77,0.08,0.89,0.01,29.14,36.55,7.36,148.09,124.79,740.46,17-Mar-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
17-Mar-2019 - 00:00,29.51,0.49,14.0,2.0,16.56,10.44,21.32,3.37,40.24,88.82,0.06,0.84,0.03,28.3,46.14,7.01,148.83,126.97,741.76,18-Mar-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
18-Mar-2019 - 00:00,29.62,0.51,15.0,2.57,22.03,13.78,22.13,4.7,40.68,101.99,0.09,1.73,0.01,28.06,42.22,6.25,170.59,126.91,881.04,19-Mar-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
19-Mar-2019 - 00:00,29.5,0.56,12.9,2.4,15.43,10.16,19.44,3.45,32.93,79.5,0.04,0.63,0.01,27.94,52.9,6.61,162.23,121.43,955.68,20-Mar-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
20-Mar-2019 - 00:00,29.48,0.49,13.74,1.82,14.75,9.33,17.83,3.63,44.43,99.81,0.06,0.9,0.02,27.93,57.43,8.3,149.68,107.86,963.86,21-Mar-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
21-Mar-2019 - 00:00,29.32,0.83,15.69,1.6,12.69,8.05,15.25,3.63,42.24,92.35,0.07,0.66,0.0,29.44,50.18,7.73,157.08,143.04,952.27,22-Mar-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
22-Mar-2019 - 00:00,29.56,0.57,15.19,1.73,12.05,7.82,16.11,3.71,36.34,79.76,0.06,0.87,0.02,28.79,51.45,5.66,166.24,122.26,960.05,23-Mar-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
23-Mar-2019 - 00:00,29.61,0.7,18.0,2.01,17.66,11.04,14.54,3.94,50.06,123.24,0.09,1.16,0.06,29.8,49.47,4.81,129.29,112.48,961.19,24-Mar-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
24-Mar-2019 - 00:00,29.65,0.68,17.6,1.78,15.67,9.78,14.47,3.8,52.81,112.99,0.09,1.99,0.07,30.53,46.72,4.07,131.72,116.07,961.4,25-Mar-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
25-Mar-2019 - 00:00,29.6,0.67,14.57,1.83,17.45,10.78,13.44,3.54,49.3,114.29,0.08,1.0,0.04,30.19,45.72,4.91,140.41,118.07,830.85,26-Mar-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
26-Mar-2019 - 00:00,29.78,0.8,14.83,3.65,22.34,14.85,18.53,5.1,59.18,135.21,0.13,1.94,0.05,30.62,44.82,4.63,167.04,104.28,707.98,27-Mar-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
27-Mar-2019 - 00:00,29.61,0.57,16.73,2.01,17.15,10.74,15.86,4.11,50.48,119.03,0.08,1.46,0.03,30.45,45.46,5.18,162.07,117.75,708.28,28-Mar-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
28-Mar-2019 - 00:00,29.85,0.88,16.68,2.61,21.19,13.39,14.62,4.11,58.19,137.93,0.09,1.54,0.06,31.22,42.1,4.55,148.11,122.92,708.74,29-Mar-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
29-Mar-2019 - 00:00,29.7,0.66,23.16,1.61,23.71,13.93,14.24,4.46,62.41,143.84,0.09,1.82,0.12,32.49,38.01,5.0,126.17,145.57,707.33,30-Mar-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
30-Mar-2019 - 00:00,29.69,0.73,18.26,2.11,25.42,15.19,14.85,3.66,65.12,161.04,0.09,1.22,0.08,31.57,41.24,5.24,153.32,115.27,706.3,31-Mar-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
31-Mar-2019 - 00:00,29.55,0.61,17.22,1.67,23.89,14.06,18.54,5.53,57.93,179.23,0.13,1.95,0.03,31.99,37.61,7.33,217.3,118.69,706.08,01-Apr-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
01-Apr-2019 - 00:00,29.65,0.65,24.04,2.86,29.21,17.87,26.56,7.37,53.32,155.63,0.15,2.79,0.06,31.17,37.32,7.48,216.43,132.53,703.95,02-Apr-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
02-Apr-2019 - 00:00,29.52,0.62,33.01,2.58,25.78,15.8,16.97,4.06,47.62,118.18,0.07,0.74,0.04,31.0,41.47,5.98,162.86,127.32,704.09,03-Apr-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
03-Apr-2019 - 00:00,29.64,0.59,26.57,2.41,26.44,16.02,16.77,4.13,48.28,114.68,0.08,0.86,0.02,29.43,51.75,5.82,139.22,105.23,705.27,04-Apr-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
04-Apr-2019 - 00:00,29.54,0.4,22.78,1.92,23.15,13.84,16.32,3.56,38.35,98.1,0.05,0.64,0.0,28.72,51.25,7.05,159.16,157.82,705.53,05-Apr-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
05-Apr-2019 - 00:00,29.88,0.44,40.26,1.32,22.7,13.16,19.44,8.34,34.85,92.12,0.08,1.73,0.01,31.09,38.35,7.87,224.18,154.64,707.45,06-Apr-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
06-Apr-2019 - 00:00,30.06,0.39,30.26,1.37,29.72,16.89,27.89,8.66,40.59,94.28,0.12,1.86,0.02,29.22,41.62,7.04,210.94,118.14,706.01,07-Apr-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
07-Apr-2019 - 00:00,30.11,0.39,33.23,1.18,15.63,9.27,17.65,4.78,30.89,74.68,0.04,0.57,0.01,29.33,47.72,7.65,189.31,123.32,706.59,08-Apr-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
08-Apr-2019 - 00:00,30.27,0.95,28.05,1.89,30.46,17.73,14.09,4.81,32.51,88.51,0.05,0.6,0.02,29.77,43.5,6.89,168.49,123.62,707.02,09-Apr-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
09-Apr-2019 - 00:00,29.98,0.89,21.34,5.41,35.53,23.3,24.23,5.43,43.09,115.95,0.1,1.03,0.09,29.49,48.66,6.03,176.58,145.5,,10-Apr-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
10-Apr-2019 - 00:00,28.88,1.08,19.52,11.23,38.07,29.23,13.78,5.07,47.47,128.01,0.1,0.73,0.31,33.47,38.24,5.6,175.79,151.17,709.72,11-Apr-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
11-Apr-2019 - 00:00,28.42,0.49,24.98,1.58,21.41,12.67,15.29,5.54,30.84,74.96,0.06,0.86,0.05,31.92,45.21,5.22,175.57,124.95,709.64,12-Apr-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
12-Apr-2019 - 00:00,28.63,0.43,36.39,1.33,23.28,13.47,15.24,4.9,33.09,91.96,0.06,0.91,0.01,31.15,42.72,7.61,145.02,130.53,709.72,13-Apr-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
13-Apr-2019 - 00:00,28.57,0.42,42.15,1.46,17.86,10.68,12.2,3.74,28.14,73.64,0.06,0.6,0.01,32.82,38.7,5.71,136.12,242.02,709.3,14-Apr-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
14-Apr-2019 - 00:00,28.71,0.52,42.15,1.23,18.63,10.91,11.66,4.36,35.98,86.6,0.05,0.82,0.1,33.9,34.94,4.88,137.69,146.12,709.35,15-Apr-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
15-Apr-2019 - 00:00,28.89,0.41,31.68,1.31,22.57,13.07,13.04,4.89,35.17,93.84,0.06,0.72,0.06,31.72,38.88,5.84,174.3,136.01,709.64,16-Apr-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
16-Apr-2019 - 00:00,28.98,0.42,37.38,1.34,19.95,11.7,17.65,6.54,44.56,114.14,0.08,2.11,0.03,30.04,38.85,6.68,169.44,141.35,709.66,17-Apr-2019 - 00:00,"Bollaram Industrial Area, Hyderabad - TSPCB"
