from date,SO2,CO,Ozone,PM2.5,Benzene,Toluene,O Xylene,MP-Xylene,RH,VWS,BP,SR,Eth-Benzene,RF,WS,WD,NO,NO2,NOx,to date,station
12-Aug-2019 - 00:00,8.19,0.29,31.55,34.98,2.0,5.99,,4.01,79.14,1.41,755.9,152.17,2.99,,0.5,63.02,7.46,4.9,11.64,13-Aug-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
13-Aug-2019 - 00:00,8.58,0.31,30.36,16.05,2.0,6.02,,4.01,85.03,1.59,755.85,185.7,3.0,,0.67,63.02,8.02,4.99,12.13,14-Aug-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
14-Aug-2019 - 00:00,9.12,0.31,34.05,17.25,1.98,5.98,,4.0,88.16,1.74,757.57,156.7,3.01,,0.49,63.02,8.14,4.88,11.81,15-Aug-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
15-Aug-2019 - 00:00,8.1,0.28,33.78,15.58,2.01,6.01,,4.0,80.18,1.74,756.68,200.19,3.01,,1.27,63.02,7.92,4.4,11.74,16-Aug-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
16-Aug-2019 - 00:00,,0.34,30.68,12.15,1.99,6.02,,3.99,79.7,1.14,754.57,151.63,3.0,,1.99,63.02,7.69,4.45,11.59,17-Aug-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
17-Aug-2019 - 00:00,82.57,0.35,24.65,35.14,2.0,6.01,,4.02,91.71,-0.01,754.51,92.66,2.99,,1.56,63.02,8.76,4.7,12.34,18-Aug-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
18-Aug-2019 - 00:00,80.7,0.39,25.39,21.35,1.99,5.99,,4.02,86.57,-0.01,759.58,149.09,3.0,,0.56,63.02,7.77,4.42,11.64,19-Aug-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
19-Aug-2019 - 00:00,70.58,0.38,27.43,41.16,1.99,6.0,,3.98,76.68,-0.01,761.64,234.66,3.0,,0.51,63.02,7.65,4.37,11.5,20-Aug-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
20-Aug-2019 - 00:00,84.43,0.34,29.2,47.82,2.01,6.01,,3.99,80.73,-0.01,762.14,303.92,3.01,,0.64,63.02,7.82,4.33,11.62,21-Aug-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
21-Aug-2019 - 00:00,95.75,0.35,52.86,56.57,2.0,5.97,,4.0,58.97,-0.01,757.03,299.11,2.98,,0.75,63.02,8.23,4.65,11.94,22-Aug-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
22-Aug-2019 - 00:00,43.43,0.33,22.78,46.43,2.01,6.0,,4.01,66.74,-0.01,759.16,240.3,3.0,,0.69,63.02,8.64,4.96,12.45,23-Aug-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
23-Aug-2019 - 00:00,7.2,0.28,14.22,62.64,2.01,6.01,,4.0,73.51,-0.01,760.24,146.98,2.99,,0.42,63.02,7.61,5.02,11.86,24-Aug-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
24-Aug-2019 - 00:00,60.8,0.3,36.79,63.24,2.0,6.01,,3.99,73.01,-0.01,758.83,163.35,3.01,,0.63,63.02,7.43,4.82,11.57,25-Aug-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
25-Aug-2019 - 00:00,44.33,0.31,28.24,35.27,2.0,6.02,,3.99,77.82,-0.01,760.17,133.99,3.0,,0.9,63.02,7.27,4.99,11.53,26-Aug-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
26-Aug-2019 - 00:00,28.62,0.33,27.34,26.13,2.0,6.0,,4.01,69.4,-0.01,759.07,210.31,3.0,,1.27,63.02,8.88,5.18,15.05,27-Aug-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
27-Aug-2019 - 00:00,14.16,0.32,34.45,29.3,2.01,5.99,,4.0,66.75,0.31,757.53,168.49,3.0,,0.87,63.02,7.61,4.68,11.64,28-Aug-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
28-Aug-2019 - 00:00,18.34,0.34,37.18,31.69,1.99,6.02,,3.99,63.83,1.74,758.63,190.64,3.0,,1.06,63.02,8.27,4.5,12.0,29-Aug-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
29-Aug-2019 - 00:00,18.79,0.31,35.16,27.49,2.0,5.98,,3.99,67.16,1.74,760.43,209.59,3.0,,0.9,63.02,7.54,4.61,11.51,30-Aug-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
30-Aug-2019 - 00:00,22.42,0.3,31.48,35.5,2.0,5.98,,4.0,68.82,1.74,756.87,185.06,3.01,,0.59,63.02,7.57,4.64,11.59,31-Aug-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
31-Aug-2019 - 00:00,18.49,0.32,39.26,42.34,2.0,5.98,,4.0,67.35,1.74,753.72,175.96,3.0,,0.5,63.02,7.47,4.89,11.63,01-Sep-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
01-Sep-2019 - 00:00,14.68,0.3,34.66,20.81,2.0,6.0,,4.03,75.41,1.74,757.7,118.32,2.99,,1.18,63.02,8.53,4.9,12.44,02-Sep-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
02-Sep-2019 - 00:00,15.34,0.38,40.99,39.77,2.0,6.02,,4.01,79.07,1.74,757.88,165.06,2.99,,0.61,63.02,7.22,5.13,11.56,03-Sep-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
03-Sep-2019 - 00:00,15.64,0.29,40.48,66.53,2.0,6.01,,4.0,80.13,1.69,756.18,167.53,3.0,,0.46,63.02,7.22,5.09,11.55,04-Sep-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
04-Sep-2019 - 00:00,16.09,0.31,40.69,73.97,2.0,5.99,,3.99,80.46,-0.01,755.55,129.33,3.01,,0.75,63.02,7.23,5.11,11.56,05-Sep-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
05-Sep-2019 - 00:00,16.17,0.31,31.15,29.07,2.01,6.02,,3.98,75.55,-0.01,755.57,157.3,3.0,,1.0,63.02,7.25,5.11,11.56,06-Sep-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
06-Sep-2019 - 00:00,16.99,0.33,28.24,31.21,2.0,6.02,,4.01,79.66,-0.01,754.44,152.77,3.01,,0.77,63.02,7.68,5.28,11.86,07-Sep-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
07-Sep-2019 - 00:00,13.17,0.31,25.02,24.94,2.0,6.0,,3.99,83.75,-0.01,755.36,173.85,2.99,,0.76,63.02,7.21,5.17,11.57,08-Sep-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
08-Sep-2019 - 00:00,15.31,0.31,38.04,26.28,2.0,6.0,,4.01,77.55,-0.01,757.41,174.46,3.01,,0.63,63.02,7.22,5.12,11.55,09-Sep-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
09-Sep-2019 - 00:00,13.68,0.32,27.65,48.59,2.0,5.98,,3.98,71.51,-0.01,755.17,175.46,3.01,,0.52,63.02,7.23,5.17,11.59,10-Sep-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
10-Sep-2019 - 00:00,14.39,0.32,40.19,67.98,2.0,5.97,,4.0,68.47,-0.01,754.39,163.8,3.0,,0.45,63.02,7.19,5.23,11.59,11-Sep-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
11-Sep-2019 - 00:00,13.85,0.34,41.82,68.0,2.0,5.98,,4.0,65.11,-0.01,755.53,227.79,2.98,,0.49,63.02,7.37,5.19,11.69,12-Sep-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
12-Sep-2019 - 00:00,15.45,0.28,36.8,47.04,1.99,5.97,,3.99,68.21,-0.01,758.4,231.8,3.0,,1.17,63.02,7.01,5.34,11.51,13-Sep-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
13-Sep-2019 - 00:00,13.15,0.29,23.91,29.52,2.0,6.01,,4.0,71.79,-0.01,760.08,162.79,3.0,,0.82,63.02,7.45,5.41,11.76,14-Sep-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
14-Sep-2019 - 00:00,14.38,0.29,30.87,21.2,2.01,5.98,,3.99,71.11,-0.01,761.38,160.82,3.0,,1.37,63.02,7.48,5.68,11.91,15-Sep-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
15-Sep-2019 - 00:00,13.34,0.34,32.83,26.91,1.99,6.01,,4.0,78.96,-0.01,761.99,138.43,3.0,,0.82,63.02,7.05,5.31,11.53,16-Sep-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
16-Sep-2019 - 00:00,12.0,0.3,27.22,45.73,2.0,6.0,,3.98,72.05,-0.01,759.22,176.89,2.99,,0.47,63.02,7.0,5.37,11.51,17-Sep-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
17-Sep-2019 - 00:00,10.17,0.29,29.09,51.86,2.01,6.03,,4.0,66.43,-0.01,760.62,168.85,3.0,,0.57,63.02,7.05,5.41,11.52,18-Sep-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
18-Sep-2019 - 00:00,9.93,0.4,30.83,35.78,2.01,6.0,,3.98,65.54,-0.01,766.54,182.53,2.99,,1.26,63.02,9.92,4.83,12.72,19-Sep-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
19-Sep-2019 - 00:00,10.51,0.38,18.85,21.71,1.99,5.98,,4.0,72.61,-0.01,770.42,140.3,3.0,,1.43,63.02,9.94,3.25,10.29,20-Sep-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
20-Sep-2019 - 00:00,10.16,0.41,12.4,30.23,2.0,6.0,,4.0,71.31,-0.01,767.77,155.63,3.0,,0.71,63.02,10.63,4.49,6.9,21-Sep-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
21-Sep-2019 - 00:00,10.39,0.41,18.72,29.84,2.01,5.99,,3.98,76.04,-0.01,766.03,163.68,3.0,,0.56,63.02,9.7,5.66,4.36,22-Sep-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
22-Sep-2019 - 00:00,9.74,0.38,11.57,15.59,2.01,6.0,,4.01,85.17,-0.01,769.92,114.11,3.0,,0.97,63.02,8.44,5.17,3.11,23-Sep-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
23-Sep-2019 - 00:00,10.15,0.42,15.55,22.23,2.0,6.0,,3.99,78.29,-0.01,771.26,148.24,3.0,,0.86,63.02,8.31,5.51,3.17,24-Sep-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
24-Sep-2019 - 00:00,9.65,0.43,15.98,30.03,2.0,6.02,,4.0,77.56,-0.01,771.58,149.5,3.0,,0.74,63.02,9.37,7.51,6.97,25-Sep-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
25-Sep-2019 - 00:00,10.51,0.35,18.46,25.73,1.99,6.0,,3.97,74.73,-0.01,772.98,170.43,3.0,,2.85,83.48,7.05,8.69,9.75,26-Sep-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
26-Sep-2019 - 00:00,9.28,0.37,7.68,23.43,1.99,6.0,,4.0,72.98,-0.01,773.27,131.52,3.0,,1.76,109.21,5.31,6.17,7.48,27-Sep-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
27-Sep-2019 - 00:00,9.62,0.4,5.79,14.59,2.0,6.0,,4.02,75.32,-0.01,772.02,117.39,3.0,,1.68,102.74,5.62,7.12,7.82,28-Sep-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
28-Sep-2019 - 00:00,10.29,0.37,9.82,12.69,2.0,6.01,,3.97,77.56,-0.01,768.85,164.44,3.0,,1.5,118.36,6.68,7.65,9.23,29-Sep-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
29-Sep-2019 - 00:00,18.12,0.31,12.18,14.2,2.01,6.01,,3.98,68.07,-0.01,769.32,420.48,3.0,,0.87,88.89,5.52,7.62,8.04,30-Sep-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
30-Sep-2019 - 00:00,10.19,0.29,14.29,19.41,2.0,5.99,,4.01,69.61,-0.01,765.94,142.51,3.0,,0.96,154.52,5.55,8.59,8.84,01-Oct-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
01-Oct-2019 - 00:00,9.92,0.54,15.74,22.62,2.01,6.02,,3.98,79.12,-0.07,767.12,148.52,2.99,,0.76,170.0,6.19,8.63,9.9,02-Oct-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
02-Oct-2019 - 00:00,10.19,1.22,49.78,37.85,1.99,6.0,,4.02,74.46,-0.21,768.72,182.8,3.01,,0.64,167.74,6.84,10.21,11.09,03-Oct-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
03-Oct-2019 - 00:00,9.15,0.98,31.42,54.98,1.99,6.01,,4.0,69.22,-0.21,768.76,161.28,3.0,,0.65,196.12,14.04,11.73,12.53,04-Oct-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
04-Oct-2019 - 00:00,3.39,0.66,44.5,37.61,0.81,2.42,,1.64,75.69,-0.19,770.83,177.12,1.22,,0.54,197.44,18.27,10.09,18.79,05-Oct-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
05-Oct-2019 - 00:00,4.61,0.64,49.67,35.43,0.0,2.93,,0.0,61.96,-0.21,770.73,200.37,0.0,,0.55,249.04,19.07,9.4,18.51,06-Oct-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
06-Oct-2019 - 00:00,3.47,0.67,60.56,52.24,0.0,0.0,,0.0,64.25,-0.21,771.51,178.58,0.0,,0.46,217.82,17.26,8.62,16.65,07-Oct-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
07-Oct-2019 - 00:00,3.86,0.61,58.52,55.51,0.0,0.0,,0.0,65.03,-0.2,773.11,147.54,0.0,,0.52,253.2,17.43,7.14,16.01,08-Oct-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
08-Oct-2019 - 00:00,3.9,0.64,54.21,39.12,0.0,0.0,,0.0,61.07,-0.21,772.4,193.42,0.0,,0.57,228.26,23.29,11.8,23.15,09-Oct-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
09-Oct-2019 - 00:00,2.44,1.18,36.55,70.6,0.0,0.0,,0.0,59.61,-0.23,771.96,180.86,0.0,,0.72,162.65,37.68,31.42,44.95,10-Oct-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
10-Oct-2019 - 00:00,3.37,1.3,48.05,85.43,0.0,0.0,,0.0,58.55,-0.22,771.12,178.28,0.0,,0.7,164.46,76.97,48.43,82.39,11-Oct-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
11-Oct-2019 - 00:00,2.14,0.9,55.19,82.66,0.0,0.0,,0.0,57.5,-0.23,770.57,180.45,0.0,,0.6,199.26,13.38,27.64,24.2,12-Oct-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
12-Oct-2019 - 00:00,2.15,1.02,60.19,82.8,0.0,0.0,,0.0,60.21,-0.22,771.73,169.79,0.0,,0.63,172.63,10.0,10.0,10.0,13-Oct-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
13-Oct-2019 - 00:00,2.04,1.21,52.16,95.86,0.83,2.49,,6.01,58.95,-0.24,772.54,155.42,1.25,,0.65,200.81,18.34,29.02,28.05,14-Oct-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
14-Oct-2019 - 00:00,4.74,1.53,42.83,92.11,1.98,6.01,,4.02,60.09,-0.24,773.76,153.71,3.0,,0.69,176.07,74.34,72.26,97.73,15-Oct-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
15-Oct-2019 - 00:00,3.09,1.55,46.49,104.05,2.0,5.99,,4.0,59.36,-0.23,774.54,154.88,3.0,,0.71,155.11,62.27,82.33,93.58,16-Oct-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
16-Oct-2019 - 00:00,2.2,1.16,50.79,116.52,2.0,5.98,,3.98,61.67,-0.22,774.87,142.28,3.0,,0.69,163.9,19.82,79.91,58.28,17-Oct-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
17-Oct-2019 - 00:00,2.68,0.81,54.47,103.48,2.0,5.97,,3.98,59.23,-0.19,775.05,171.54,2.99,,0.83,133.86,9.97,54.88,37.3,18-Oct-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
18-Oct-2019 - 00:00,3.57,0.53,66.42,77.0,2.0,5.97,,3.95,44.79,-0.11,773.76,168.77,3.01,,0.88,126.41,7.32,53.84,34.63,19-Oct-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
19-Oct-2019 - 00:00,2.37,0.71,78.11,61.88,2.01,6.0,,4.01,55.18,-0.22,777.08,136.78,3.02,,0.55,167.93,12.27,64.04,43.92,20-Oct-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
20-Oct-2019 - 00:00,2.79,0.76,50.42,79.62,2.0,6.01,,4.0,58.37,-0.23,777.37,147.13,3.0,,0.55,219.43,13.27,45.68,35.13,21-Oct-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
21-Oct-2019 - 00:00,2.46,0.72,54.3,94.49,2.0,6.01,,4.01,53.88,-0.23,775.08,146.08,3.01,,0.66,218.71,6.29,47.73,30.6,22-Oct-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
22-Oct-2019 - 00:00,1.73,0.93,53.84,84.6,2.01,6.0,,4.01,52.97,-0.22,771.27,145.35,3.0,,0.76,220.98,31.96,57.64,56.37,23-Oct-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
23-Oct-2019 - 00:00,4.01,1.04,66.96,86.5,2.0,6.02,,3.99,49.18,-0.23,769.46,165.51,3.01,,0.66,223.6,47.56,68.85,74.89,24-Oct-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
24-Oct-2019 - 00:00,36.38,2.74,46.16,142.61,2.01,6.01,,3.99,59.41,-0.24,771.22,131.64,3.01,,0.75,166.38,132.22,102.14,162.26,25-Oct-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
25-Oct-2019 - 00:00,33.8,1.37,55.27,103.59,2.0,5.99,,4.0,56.43,-0.2,773.22,134.96,3.01,,0.8,142.34,27.61,77.55,62.71,26-Oct-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
26-Oct-2019 - 00:00,10.9,1.24,48.1,105.19,1.46,4.3,,2.81,61.04,-0.24,775.44,132.64,2.18,,0.66,165.72,25.78,66.0,55.19,27-Oct-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
27-Oct-2019 - 00:00,10.56,1.11,52.57,218.0,0.19,0.57,,0.38,60.45,-0.24,774.99,126.11,0.28,,0.66,204.68,16.48,57.47,43.27,28-Oct-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
28-Oct-2019 - 00:00,48.85,1.93,46.84,217.95,2.01,6.01,,3.99,61.45,-0.25,775.92,125.38,3.0,,0.63,195.04,13.67,56.19,40.29,29-Oct-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
29-Oct-2019 - 00:00,11.52,1.92,26.56,188.87,1.99,5.97,,3.99,67.83,-0.26,776.65,84.81,3.0,,0.73,174.57,50.34,68.44,76.16,30-Oct-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
30-Oct-2019 - 00:00,14.5,1.66,31.81,173.36,1.99,6.01,,4.0,59.43,-0.25,774.61,104.07,2.99,,0.69,201.55,57.23,66.9,80.86,31-Oct-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
31-Oct-2019 - 00:00,22.29,2.15,35.39,201.67,1.99,6.0,,4.0,62.74,-0.25,773.73,112.43,3.0,,0.72,202.82,96.78,72.55,115.55,01-Nov-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
01-Nov-2019 - 00:00,27.81,1.93,39.11,320.03,2.0,6.0,,4.02,62.58,-0.24,773.42,105.32,3.0,,0.67,154.14,36.67,91.22,77.12,02-Nov-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
02-Nov-2019 - 00:00,17.54,1.41,14.82,245.48,2.0,5.98,,4.0,69.89,-0.23,776.48,89.94,3.0,,0.67,204.79,8.16,58.28,36.98,03-Nov-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
03-Nov-2019 - 00:00,15.37,1.65,7.92,343.64,2.01,6.0,,4.0,76.95,-0.24,778.16,80.89,3.01,,0.59,215.03,9.83,54.13,36.18,04-Nov-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
04-Nov-2019 - 00:00,18.59,0.8,10.64,181.98,1.99,5.99,,3.99,68.53,-0.24,777.57,105.83,2.99,,0.6,227.33,8.92,50.92,33.79,05-Nov-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
05-Nov-2019 - 00:00,14.87,0.84,8.52,111.81,2.0,5.99,,3.99,58.31,-0.23,773.77,124.95,3.0,,0.63,216.46,23.6,53.04,46.64,06-Nov-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
06-Nov-2019 - 00:00,16.78,0.81,25.09,84.43,2.0,5.99,,3.99,52.82,-0.22,770.17,115.91,3.0,,0.63,164.01,47.81,66.43,72.99,07-Nov-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
07-Nov-2019 - 00:00,8.36,0.66,8.19,117.84,2.0,6.0,,4.02,67.35,-0.19,772.72,62.23,3.0,,0.86,149.79,17.84,71.28,51.56,08-Nov-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
08-Nov-2019 - 00:00,0.17,1.36,11.85,130.59,2.0,6.01,,3.99,68.58,-0.25,776.16,91.72,3.0,,0.61,207.74,19.52,73.27,53.97,09-Nov-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
09-Nov-2019 - 00:00,4.9,0.82,12.97,105.28,2.0,6.0,,4.02,61.84,-0.22,777.59,113.87,3.0,,0.56,242.3,3.73,48.59,28.39,10-Nov-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
10-Nov-2019 - 00:00,11.0,0.8,18.3,114.13,2.0,5.99,,3.99,53.87,-0.24,777.83,109.28,3.0,,0.58,217.43,8.93,51.95,34.32,11-Nov-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
11-Nov-2019 - 00:00,8.71,1.37,21.51,155.69,2.0,6.01,,3.99,55.64,-0.24,776.39,107.83,3.01,,0.65,216.26,35.47,77.02,68.19,12-Nov-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
12-Nov-2019 - 00:00,2.02,2.01,31.54,304.24,2.0,6.02,,3.98,60.44,-0.25,778.04,105.42,3.0,,0.69,208.56,69.59,92.53,102.55,13-Nov-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
13-Nov-2019 - 00:00,3.29,2.38,23.44,343.62,1.99,5.98,,3.99,63.08,-0.26,780.47,101.45,3.0,,0.68,189.43,59.61,125.66,111.92,14-Nov-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
14-Nov-2019 - 00:00,13.18,2.27,15.69,269.69,2.01,5.99,,3.99,69.79,-0.26,781.28,89.69,3.0,,0.63,190.03,75.05,130.4,126.78,15-Nov-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
15-Nov-2019 - 00:00,35.71,1.75,31.83,277.96,2.0,5.98,,4.01,69.55,-0.24,780.09,95.94,3.0,,0.57,238.33,11.51,86.04,52.71,16-Nov-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
16-Nov-2019 - 00:00,37.9,1.19,24.55,130.11,2.0,6.0,,4.01,66.01,-0.2,779.76,99.98,2.99,,0.6,260.78,5.78,58.56,33.64,17-Nov-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
17-Nov-2019 - 00:00,31.28,0.54,24.01,61.41,2.01,6.01,,4.01,62.01,-0.18,779.91,97.11,3.0,,0.8,276.77,5.3,43.95,25.85,18-Nov-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
18-Nov-2019 - 00:00,22.22,0.81,34.28,54.28,2.01,6.04,,4.02,66.35,-0.22,779.48,97.71,2.99,,0.69,243.6,26.9,55.47,48.97,19-Nov-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
19-Nov-2019 - 00:00,25.79,1.11,25.15,71.42,2.0,6.02,,4.0,66.04,-0.25,778.63,83.86,3.01,,0.73,208.27,68.94,74.07,92.42,20-Nov-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
20-Nov-2019 - 00:00,42.22,2.01,38.32,107.8,2.0,5.99,,3.99,65.95,-0.25,779.24,99.3,2.99,,0.67,175.19,177.46,87.52,193.75,21-Nov-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
21-Nov-2019 - 00:00,42.01,2.49,32.95,124.75,2.0,6.0,,3.98,64.58,-0.25,781.83,98.12,3.01,,0.72,176.15,180.87,91.94,208.5,22-Nov-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
22-Nov-2019 - 00:00,35.2,1.97,27.85,132.64,2.01,5.99,,4.01,63.24,-0.25,781.81,96.26,3.0,,0.69,195.95,127.6,108.62,172.87,23-Nov-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
23-Nov-2019 - 00:00,19.87,0.78,29.54,91.7,1.99,6.02,,3.98,59.52,-0.24,781.12,90.1,3.0,,0.5,254.62,5.93,66.08,37.71,24-Nov-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
24-Nov-2019 - 00:00,21.56,0.64,41.16,84.37,2.0,6.02,,3.99,65.4,-0.24,780.05,96.7,3.0,,0.5,242.49,3.2,53.0,28.67,25-Nov-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
25-Nov-2019 - 00:00,21.54,1.76,27.83,83.88,2.0,5.99,,4.01,60.11,-0.24,780.29,114.5,3.0,,0.66,168.4,79.9,106.41,118.06,26-Nov-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
26-Nov-2019 - 00:00,11.61,1.01,14.96,77.97,1.99,6.01,,3.98,58.72,-0.21,779.46,84.91,2.99,,0.71,132.2,84.37,83.87,109.86,27-Nov-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
27-Nov-2019 - 00:00,8.39,0.86,20.16,48.62,2.0,6.0,,3.98,64.48,-0.17,779.59,84.94,3.0,,0.91,125.47,18.26,83.47,56.59,28-Nov-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
28-Nov-2019 - 00:00,3.94,0.48,28.68,28.92,1.99,5.98,,3.99,65.76,-0.04,781.06,87.73,3.0,,1.55,99.79,6.14,62.02,35.67,29-Nov-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
29-Nov-2019 - 00:00,7.32,0.76,21.91,33.01,2.0,6.0,,3.97,76.49,-0.2,782.53,92.02,2.99,,0.63,162.23,12.16,70.66,44.92,30-Nov-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
30-Nov-2019 - 00:00,8.54,0.75,23.81,51.47,2.0,6.0,,3.99,85.49,-0.23,783.74,85.36,3.0,,0.63,247.0,7.6,45.9,27.41,01-Dec-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
01-Dec-2019 - 00:00,8.41,0.73,35.37,66.15,2.0,5.98,,3.99,73.12,-0.24,783.6,92.17,3.0,,0.66,222.92,37.7,59.75,56.79,02-Dec-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
