from date,AT,BP,PM10,PM2.5,RH,SR,WS,WD,Benzene,Toluene,NH3,NO,NOx,NO2,CO,Ozone,SO2,to date,station
16-Dec-2019 - 00:00,11.5,994.57,197.33,149.83,87.84,31.42,0.9,267.01,8.62,33.32,50.74,7.39,20.33,27.84,1.15,12.91,9.82,17-Dec-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
17-Dec-2019 - 00:00,10.99,995.72,201.45,161.85,83.59,48.42,0.74,264.82,7.83,13.92,66.72,32.38,44.2,34.64,1.19,14.96,9.35,18-Dec-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
18-Dec-2019 - 00:00,11.93,994.47,299.12,238.21,77.76,95.52,0.58,255.45,6.97,17.72,73.06,33.9,53.94,49.48,1.59,28.94,8.27,19-Dec-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
19-Dec-2019 - 00:00,10.02,993.47,396.89,277.77,91.76,78.22,0.74,136.75,11.33,24.78,77.87,77.36,93.31,56.84,1.71,5.79,9.39,20-Dec-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
20-Dec-2019 - 00:00,12.01,990.84,513.94,383.96,87.59,66.31,0.43,252.44,14.03,31.65,84.47,63.61,92.73,73.78,2.6,14.55,8.38,21-Dec-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
21-Dec-2019 - 00:00,13.11,991.62,429.08,321.4,85.26,67.76,0.53,268.17,13.39,32.54,97.09,51.14,71.1,55.28,2.24,9.94,9.22,22-Dec-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
22-Dec-2019 - 00:00,11.38,992.9,249.3,192.02,87.91,89.53,0.8,270.11,9.63,17.79,87.3,12.1,30.53,38.9,1.51,11.18,8.29,23-Dec-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
23-Dec-2019 - 00:00,10.57,992.19,324.91,255.36,82.13,88.4,0.69,269.26,9.36,22.7,81.11,34.61,51.86,44.51,1.97,18.4,9.83,24-Dec-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
24-Dec-2019 - 00:00,10.62,994.14,492.47,343.88,83.25,73.34,0.49,182.56,10.3,29.94,90.04,50.45,75.97,65.49,2.18,11.54,9.56,25-Dec-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
25-Dec-2019 - 00:00,9.06,993.05,335.04,237.15,85.5,74.7,0.84,272.95,12.24,26.11,78.23,18.26,34.86,37.74,2.09,9.87,6.07,26-Dec-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
26-Dec-2019 - 00:00,8.85,992.39,375.69,264.71,79.79,75.54,0.67,270.39,9.55,16.5,82.94,22.39,40.16,42.82,1.5,14.14,7.02,27-Dec-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
27-Dec-2019 - 00:00,8.68,993.27,442.05,301.45,78.34,81.16,0.45,272.21,9.51,17.83,84.87,34.27,56.9,54.45,1.72,12.77,7.7,28-Dec-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
28-Dec-2019 - 00:00,7.46,994.05,555.46,370.77,87.14,64.78,0.41,248.17,14.18,26.59,89.37,83.73,96.25,52.6,2.18,28.16,9.04,29-Dec-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
29-Dec-2019 - 00:00,8.96,994.5,644.74,451.81,80.63,76.26,0.43,236.9,11.71,26.93,93.31,45.78,72.19,65.54,1.98,33.68,9.69,30-Dec-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
30-Dec-2019 - 00:00,6.44,994.18,562.15,378.19,96.93,27.74,0.88,148.81,13.12,26.31,85.92,85.42,94.81,47.31,2.08,8.48,9.39,31-Dec-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
31-Dec-2019 - 00:00,5.55,994.85,324.0,215.0,93.6,22.95,1.7,105.2,10.05,12.55,73.4,21.15,31.9,27.6,1.0,1.8,10.65,01-Jan-2020 - 00:00,"Nehru Nagar, Delhi - DPCC"
