from date,PM2.5,PM10,SO2,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Toluene,Xylene,Temp,RH,BP,SR,WD,VWS,WS,RF,AT,to date,station
17-Apr-2019 - 00:00,16.67,52.14,4.28,5.76,34.28,22.87,22.52,0.31,46.08,0.48,1.13,0.04,28.95,50.38,,78.62,193.2,0.03,1.11,0.0,25.3,18-Apr-2019 - 00:00,"Tirumala, Tirupati - APPCB"
18-Apr-2019 - 00:00,17.84,51.88,6.96,12.99,29.38,26.19,26.59,0.4,30.34,0.63,1.44,0.06,29.07,71.27,,48.17,178.41,0.0,0.99,0.0,23.68,19-Apr-2019 - 00:00,"Tirumala, Tirupati - APPCB"
19-Apr-2019 - 00:00,13.75,34.31,3.18,9.97,30.31,24.23,25.88,0.35,31.0,0.57,1.48,0.06,30.18,70.16,,87.7,176.25,0.01,1.13,0.0,23.87,20-Apr-2019 - 00:00,"Tirumala, Tirupati - APPCB"
20-Apr-2019 - 00:00,15.3,34.9,5.82,15.52,42.84,35.42,22.47,0.45,27.69,0.57,1.64,0.07,29.34,70.14,,78.53,160.09,0.02,1.04,0.0,23.51,21-Apr-2019 - 00:00,"Tirumala, Tirupati - APPCB"
21-Apr-2019 - 00:00,12.56,30.04,3.8,12.36,37.88,30.2,21.93,0.37,29.48,0.45,1.35,0.05,29.16,69.5,,73.61,180.89,0.03,1.13,0.0,23.96,22-Apr-2019 - 00:00,"Tirumala, Tirupati - APPCB"
22-Apr-2019 - 00:00,14.32,31.77,3.94,9.48,38.4,28.13,21.92,0.36,38.47,0.44,1.35,0.05,29.6,71.1,,45.56,161.65,0.0,1.41,0.0,23.0,23-Apr-2019 - 00:00,"Tirumala, Tirupati - APPCB"
23-Apr-2019 - 00:00,19.05,38.98,3.62,10.79,42.31,31.28,22.48,0.37,46.47,0.52,1.8,0.07,28.86,62.43,,251.79,157.2,0.01,1.0,0.0,24.07,24-Apr-2019 - 00:00,"Tirumala, Tirupati - APPCB"
24-Apr-2019 - 00:00,23.3,58.04,6.02,13.2,35.86,29.8,23.11,0.39,31.97,0.63,2.35,0.12,28.9,66.27,,262.91,125.75,-0.01,0.93,0.0,23.99,25-Apr-2019 - 00:00,"Tirumala, Tirupati - APPCB"
25-Apr-2019 - 00:00,26.17,63.6,3.01,6.86,47.27,30.71,23.08,0.33,50.29,0.65,2.16,0.09,29.11,50.1,,276.12,171.82,0.01,0.79,0.0,24.73,26-Apr-2019 - 00:00,"Tirumala, Tirupati - APPCB"
26-Apr-2019 - 00:00,31.49,77.64,5.73,8.16,48.03,32.16,25.58,0.4,55.51,0.67,1.95,0.07,29.19,54.32,,247.72,130.81,0.01,0.93,0.0,25.67,27-Apr-2019 - 00:00,"Tirumala, Tirupati - APPCB"
27-Apr-2019 - 00:00,27.22,63.9,5.39,6.92,38.69,26.19,26.38,0.37,50.9,0.68,1.88,0.08,29.39,53.64,,220.65,163.96,0.0,0.98,0.0,25.73,28-Apr-2019 - 00:00,"Tirumala, Tirupati - APPCB"
28-Apr-2019 - 00:00,22.46,51.48,7.96,6.1,35.95,24.06,24.95,0.35,43.11,0.53,1.34,0.04,30.46,58.03,,179.21,171.34,0.01,0.8,0.0,24.49,29-Apr-2019 - 00:00,"Tirumala, Tirupati - APPCB"
29-Apr-2019 - 00:00,20.32,47.21,6.33,10.88,39.04,29.61,23.3,0.37,35.62,0.67,1.62,0.07,29.97,63.09,,62.88,153.12,0.01,0.93,0.0,24.31,30-Apr-2019 - 00:00,"Tirumala, Tirupati - APPCB"
30-Apr-2019 - 00:00,31.61,76.51,4.03,12.58,54.89,39.4,25.36,0.49,48.3,0.98,2.42,0.13,29.2,61.25,,114.59,149.19,0.05,1.09,0.0,25.35,01-May-2019 - 00:00,"Tirumala, Tirupati - APPCB"
01-May-2019 - 00:00,20.93,79.78,3.17,10.08,51.16,35.39,23.73,0.4,55.44,0.8,2.08,0.09,29.09,58.45,,102.73,224.73,0.12,1.48,0.0,25.04,02-May-2019 - 00:00,"Tirumala, Tirupati - APPCB"
02-May-2019 - 00:00,20.48,103.78,2.89,13.63,50.4,37.89,22.98,0.37,45.93,0.72,1.86,0.1,29.33,49.12,,249.19,240.41,0.15,1.5,0.0,26.32,03-May-2019 - 00:00,"Tirumala, Tirupati - APPCB"
03-May-2019 - 00:00,22.05,92.8,3.23,17.36,52.78,42.17,24.17,0.46,44.42,0.77,2.01,0.12,29.16,48.59,,254.35,162.61,0.14,1.34,0.0,26.54,04-May-2019 - 00:00,"Tirumala, Tirupati - APPCB"
04-May-2019 - 00:00,23.48,101.51,4.84,13.64,53.04,39.18,24.62,0.37,48.17,0.71,1.84,0.09,29.21,50.68,,212.44,183.14,0.09,1.19,0.0,26.29,05-May-2019 - 00:00,"Tirumala, Tirupati - APPCB"
05-May-2019 - 00:00,23.94,85.03,3.81,11.53,49.88,35.88,24.56,0.44,68.61,0.76,1.56,0.07,28.93,54.59,,135.41,177.23,0.03,0.93,0.0,25.82,06-May-2019 - 00:00,"Tirumala, Tirupati - APPCB"
06-May-2019 - 00:00,26.7,99.27,4.12,17.41,58.92,45.49,26.45,0.54,60.72,0.94,2.18,0.14,28.88,51.93,,67.19,143.99,0.03,1.01,0.0,26.41,07-May-2019 - 00:00,"Tirumala, Tirupati - APPCB"
07-May-2019 - 00:00,21.96,85.51,5.09,7.09,40.14,27.07,26.8,0.43,60.63,0.72,1.62,0.07,29.22,56.23,,229.91,190.35,0.06,1.23,0.0,26.28,08-May-2019 - 00:00,"Tirumala, Tirupati - APPCB"
08-May-2019 - 00:00,16.15,67.24,2.45,10.1,45.32,32.31,24.03,0.34,55.05,0.62,1.53,0.08,29.18,51.94,,137.84,231.34,0.17,1.59,0.0,26.22,09-May-2019 - 00:00,"Tirumala, Tirupati - APPCB"
09-May-2019 - 00:00,19.09,72.78,2.84,12.02,41.25,31.7,23.32,0.39,52.15,0.61,1.52,0.06,29.24,52.26,,240.47,217.89,0.12,1.48,0.0,26.41,10-May-2019 - 00:00,"Tirumala, Tirupati - APPCB"
10-May-2019 - 00:00,21.01,74.59,3.39,12.12,61.65,42.55,23.8,0.45,60.34,0.78,1.88,0.09,29.28,50.4,,143.7,199.45,0.04,1.02,0.0,26.78,11-May-2019 - 00:00,"Tirumala, Tirupati - APPCB"
11-May-2019 - 00:00,19.93,83.57,3.86,5.34,42.73,27.04,25.23,0.44,74.9,0.82,1.58,0.06,28.91,57.35,,231.19,148.1,0.04,1.08,0.0,26.89,12-May-2019 - 00:00,"Tirumala, Tirupati - APPCB"
12-May-2019 - 00:00,31.06,106.95,6.06,14.03,63.91,45.38,25.49,0.52,60.94,0.92,1.9,0.07,28.43,56.8,,128.15,143.54,0.01,0.82,0.0,26.34,13-May-2019 - 00:00,"Tirumala, Tirupati - APPCB"
13-May-2019 - 00:00,18.6,83.41,7.02,3.9,34.6,21.45,25.42,0.48,72.14,0.63,0.93,0.03,28.79,67.02,,44.74,188.12,0.02,0.89,0.0,24.69,14-May-2019 - 00:00,"Tirumala, Tirupati - APPCB"
14-May-2019 - 00:00,25.41,66.58,2.65,15.48,59.6,44.23,25.43,0.55,58.55,0.79,1.65,0.1,28.74,62.17,,47.62,155.1,0.04,0.96,0.0,25.02,15-May-2019 - 00:00,"Tirumala, Tirupati - APPCB"
15-May-2019 - 00:00,21.34,69.32,4.85,4.58,36.1,22.93,24.99,0.47,73.94,0.6,1.19,0.04,27.77,65.6,,58.56,151.67,0.03,0.93,0.0,25.14,16-May-2019 - 00:00,"Tirumala, Tirupati - APPCB"
16-May-2019 - 00:00,27.86,80.44,5.29,13.76,46.64,36.0,26.28,0.57,54.26,0.79,1.68,0.1,28.61,68.68,,63.01,171.09,0.03,0.84,0.0,24.86,17-May-2019 - 00:00,"Tirumala, Tirupati - APPCB"
17-May-2019 - 00:00,18.82,77.18,3.89,5.22,36.17,23.48,24.99,0.44,56.04,0.61,1.39,0.07,29.84,67.08,,69.35,177.24,0.02,0.92,0.0,25.32,18-May-2019 - 00:00,"Tirumala, Tirupati - APPCB"
18-May-2019 - 00:00,9.09,83.82,5.85,9.41,47.1,32.5,25.04,0.49,48.49,0.78,1.71,0.09,29.89,64.02,,96.03,157.17,0.02,0.98,0.0,26.11,19-May-2019 - 00:00,"Tirumala, Tirupati - APPCB"
19-May-2019 - 00:00,20.46,81.35,9.22,5.24,40.66,25.79,24.01,0.42,63.54,0.57,1.12,0.03,29.06,56.3,,101.53,191.33,0.01,1.01,0.0,26.61,20-May-2019 - 00:00,"Tirumala, Tirupati - APPCB"
20-May-2019 - 00:00,20.93,71.0,9.62,5.08,36.38,23.47,23.56,0.35,59.21,0.59,1.32,0.04,30.1,55.61,,122.38,188.92,0.03,1.07,0.0,26.59,21-May-2019 - 00:00,"Tirumala, Tirupati - APPCB"
21-May-2019 - 00:00,20.09,69.23,7.83,3.72,32.04,19.99,23.05,0.33,55.35,0.48,1.17,0.04,29.89,54.97,,210.75,183.49,0.02,1.12,0.0,26.21,22-May-2019 - 00:00,"Tirumala, Tirupati - APPCB"
22-May-2019 - 00:00,25.88,74.64,8.08,4.55,32.83,21.14,27.01,0.43,57.13,0.66,1.48,0.06,29.06,59.41,,155.5,184.71,0.02,1.07,0.0,26.11,23-May-2019 - 00:00,"Tirumala, Tirupati - APPCB"
23-May-2019 - 00:00,27.27,79.5,8.81,4.8,30.35,20.05,26.31,0.42,44.82,0.53,1.06,0.03,28.75,64.56,,163.09,191.2,0.02,1.12,0.0,25.42,24-May-2019 - 00:00,"Tirumala, Tirupati - APPCB"
24-May-2019 - 00:00,30.79,82.88,4.43,6.8,34.93,24.08,27.02,0.61,47.15,0.61,1.39,0.06,28.99,68.99,,57.71,180.56,0.02,1.05,0.0,25.33,25-May-2019 - 00:00,"Tirumala, Tirupati - APPCB"
25-May-2019 - 00:00,27.28,69.15,4.77,11.69,48.71,35.39,27.99,0.51,51.17,0.71,1.79,0.07,28.97,62.97,,101.95,170.44,0.04,1.01,0.0,26.21,26-May-2019 - 00:00,"Tirumala, Tirupati - APPCB"
26-May-2019 - 00:00,25.92,66.31,3.74,17.86,60.15,46.49,26.57,0.54,57.37,0.84,1.91,0.1,29.11,58.22,,67.79,172.18,0.01,0.89,0.0,26.43,27-May-2019 - 00:00,"Tirumala, Tirupati - APPCB"
27-May-2019 - 00:00,23.35,65.62,5.81,11.69,61.85,42.4,25.76,0.49,62.43,0.84,1.79,0.1,29.38,57.61,,77.12,143.08,0.04,1.12,0.0,26.77,28-May-2019 - 00:00,"Tirumala, Tirupati - APPCB"
28-May-2019 - 00:00,26.76,71.89,4.64,7.86,41.2,28.02,26.49,0.44,63.28,0.65,1.4,0.07,29.57,63.51,,77.1,192.82,0.03,1.07,0.0,25.74,29-May-2019 - 00:00,"Tirumala, Tirupati - APPCB"
29-May-2019 - 00:00,19.12,60.46,2.7,5.3,39.11,24.92,24.75,0.38,78.62,0.53,1.18,0.06,28.51,57.09,,92.03,196.0,0.05,1.14,0.0,25.68,30-May-2019 - 00:00,"Tirumala, Tirupati - APPCB"
30-May-2019 - 00:00,26.69,74.16,2.74,15.14,58.02,43.16,26.83,0.55,54.22,0.83,1.79,3.46,28.5,64.81,,8.28,142.51,0.03,0.98,0.0,24.75,31-May-2019 - 00:00,"Tirumala, Tirupati - APPCB"
31-May-2019 - 00:00,22.57,61.46,4.07,4.86,41.61,25.99,26.06,0.38,72.72,0.61,1.37,0.05,28.06,61.51,,126.58,164.85,0.05,0.95,0.0,26.01,01-Jun-2019 - 00:00,"Tirumala, Tirupati - APPCB"
01-Jun-2019 - 00:00,21.55,62.06,4.15,13.08,57.89,41.18,24.59,0.4,57.04,0.68,1.74,0.09,28.58,57.55,,172.98,178.05,0.1,1.43,0.0,26.02,02-Jun-2019 - 00:00,"Tirumala, Tirupati - APPCB"
02-Jun-2019 - 00:00,19.45,57.02,3.19,6.41,41.68,27.25,23.1,0.42,73.57,0.55,1.24,0.06,28.17,60.41,,56.86,186.89,0.04,1.0,0.0,25.53,03-Jun-2019 - 00:00,"Tirumala, Tirupati - APPCB"
03-Jun-2019 - 00:00,18.95,43.55,2.74,10.91,60.21,40.9,23.68,0.51,60.38,0.62,1.56,0.1,28.08,59.48,,218.76,165.32,0.08,1.27,0.0,25.62,04-Jun-2019 - 00:00,"Tirumala, Tirupati - APPCB"
04-Jun-2019 - 00:00,19.5,58.7,3.42,9.38,40.78,29.3,23.14,0.46,58.1,0.64,1.59,0.08,28.18,63.39,,141.54,188.49,0.03,0.9,0.0,25.14,05-Jun-2019 - 00:00,"Tirumala, Tirupati - APPCB"
05-Jun-2019 - 00:00,22.09,57.9,3.05,8.12,45.85,30.99,23.89,0.45,68.62,0.63,1.47,0.1,27.98,62.8,,137.97,175.98,0.04,1.13,0.0,25.66,06-Jun-2019 - 00:00,"Tirumala, Tirupati - APPCB"
06-Jun-2019 - 00:00,23.58,72.73,5.17,8.31,49.4,33.01,24.74,0.48,66.08,0.69,1.62,1.78,28.42,62.5,,148.08,155.65,0.03,1.14,0.0,26.0,07-Jun-2019 - 00:00,"Tirumala, Tirupati - APPCB"
07-Jun-2019 - 00:00,22.39,61.78,4.45,4.88,37.31,23.81,26.01,0.42,57.96,0.56,1.3,0.06,28.37,68.69,,139.53,160.02,0.04,0.98,0.0,24.89,08-Jun-2019 - 00:00,"Tirumala, Tirupati - APPCB"
08-Jun-2019 - 00:00,18.27,58.08,3.76,11.71,52.93,37.66,25.13,0.42,63.17,0.72,1.67,0.1,28.33,60.76,,246.59,209.65,0.1,1.43,0.0,25.54,09-Jun-2019 - 00:00,"Tirumala, Tirupati - APPCB"
09-Jun-2019 - 00:00,19.11,56.72,1.99,5.13,28.97,19.46,25.33,0.39,68.67,0.61,1.39,0.06,29.14,62.09,,272.9,151.85,0.07,1.22,0.0,25.75,10-Jun-2019 - 00:00,"Tirumala, Tirupati - APPCB"
10-Jun-2019 - 00:00,7.03,27.43,3.13,11.73,38.07,29.78,22.09,0.28,42.94,0.41,1.05,0.03,28.96,57.24,,258.24,156.17,0.12,1.39,0.0,26.07,11-Jun-2019 - 00:00,"Tirumala, Tirupati - APPCB"
11-Jun-2019 - 00:00,6.98,35.87,2.17,13.1,42.56,33.3,20.85,0.35,36.5,0.44,1.21,0.04,28.06,57.93,,170.86,143.95,0.16,1.63,0.0,25.78,12-Jun-2019 - 00:00,"Tirumala, Tirupati - APPCB"
12-Jun-2019 - 00:00,4.48,35.01,1.26,12.16,34.79,28.38,19.84,0.35,37.03,0.32,0.92,0.04,28.03,60.28,,173.04,166.7,0.21,1.99,0.0,25.17,13-Jun-2019 - 00:00,"Tirumala, Tirupati - APPCB"
13-Jun-2019 - 00:00,6.14,29.8,4.02,18.34,31.47,31.65,19.44,0.26,26.77,0.32,0.88,0.04,27.6,62.41,,86.17,165.11,0.16,1.86,0.0,24.62,14-Jun-2019 - 00:00,"Tirumala, Tirupati - APPCB"
14-Jun-2019 - 00:00,11.32,32.57,2.47,19.02,35.13,34.15,19.64,0.35,24.53,0.41,1.15,0.06,27.98,61.02,,81.84,177.17,0.13,1.53,0.0,25.01,15-Jun-2019 - 00:00,"Tirumala, Tirupati - APPCB"
15-Jun-2019 - 00:00,13.44,51.67,3.19,21.49,41.21,39.39,20.13,0.26,26.87,0.46,1.38,0.07,27.72,55.76,,105.57,215.25,0.15,1.46,0.0,25.89,16-Jun-2019 - 00:00,"Tirumala, Tirupati - APPCB"
16-Jun-2019 - 00:00,13.86,56.11,2.77,22.99,42.04,41.05,20.7,0.31,25.21,0.45,1.69,0.08,28.18,52.64,,100.88,251.06,0.14,1.51,0.0,26.2,17-Jun-2019 - 00:00,"Tirumala, Tirupati - APPCB"
17-Jun-2019 - 00:00,14.66,55.9,3.24,22.96,40.47,40.18,19.65,0.33,26.54,0.43,1.29,0.06,27.84,53.98,,49.83,258.08,0.14,1.39,0.0,25.68,18-Jun-2019 - 00:00,"Tirumala, Tirupati - APPCB"
18-Jun-2019 - 00:00,16.55,51.74,2.96,16.4,34.15,31.5,20.72,0.29,29.31,0.42,1.35,0.06,28.08,52.93,,83.79,183.89,0.09,1.12,0.0,26.05,19-Jun-2019 - 00:00,"Tirumala, Tirupati - APPCB"
19-Jun-2019 - 00:00,15.32,55.78,3.5,16.59,40.1,34.81,20.75,0.33,27.49,0.5,1.45,0.08,28.38,54.94,,92.0,241.41,0.14,1.38,0.0,25.86,20-Jun-2019 - 00:00,"Tirumala, Tirupati - APPCB"
20-Jun-2019 - 00:00,15.39,44.07,2.0,14.17,34.06,29.63,20.47,0.39,28.98,0.49,1.41,0.08,28.19,62.39,,52.24,193.98,0.11,1.24,0.0,24.96,21-Jun-2019 - 00:00,"Tirumala, Tirupati - APPCB"
21-Jun-2019 - 00:00,16.33,52.1,2.25,18.56,38.21,35.41,20.66,0.29,27.49,0.45,1.32,0.08,28.12,62.54,,27.11,185.77,0.1,1.21,0.0,24.13,22-Jun-2019 - 00:00,"Tirumala, Tirupati - APPCB"
22-Jun-2019 - 00:00,13.95,33.69,3.09,20.4,39.2,37.44,21.33,0.39,28.35,0.53,1.53,0.08,28.36,63.7,,68.19,201.21,0.14,1.4,0.01,24.42,23-Jun-2019 - 00:00,"Tirumala, Tirupati - APPCB"
23-Jun-2019 - 00:00,8.48,17.17,2.53,11.61,36.98,29.1,20.74,0.35,33.81,0.32,1.1,0.05,27.64,68.64,733.0,77.92,155.45,0.07,1.07,0.49,23.57,24-Jun-2019 - 00:00,"Tirumala, Tirupati - APPCB"
24-Jun-2019 - 00:00,18.65,32.31,1.5,22.43,47.5,43.51,21.82,0.51,29.37,0.56,1.77,2.13,26.24,63.57,,63.2,147.91,0.06,0.77,0.09,25.27,25-Jun-2019 - 00:00,"Tirumala, Tirupati - APPCB"
25-Jun-2019 - 00:00,21.02,45.91,2.42,17.6,39.31,34.85,22.82,0.4,28.0,0.46,1.4,0.08,29.07,69.5,855.0,70.6,175.44,0.06,0.86,0.39,24.06,26-Jun-2019 - 00:00,"Tirumala, Tirupati - APPCB"
26-Jun-2019 - 00:00,15.66,34.34,2.29,17.83,33.67,32.39,20.42,0.3,29.29,0.42,1.16,0.06,28.81,72.15,,36.61,207.72,0.12,1.25,0.03,23.05,27-Jun-2019 - 00:00,"Tirumala, Tirupati - APPCB"
27-Jun-2019 - 00:00,15.37,35.95,2.98,18.03,31.82,31.59,20.09,0.28,25.43,0.36,1.1,0.06,29.1,65.98,,71.53,200.46,0.14,1.5,0.0,24.02,28-Jun-2019 - 00:00,"Tirumala, Tirupati - APPCB"
28-Jun-2019 - 00:00,16.81,50.21,2.37,16.94,28.74,29.06,19.39,0.28,24.46,0.26,0.86,0.04,29.22,61.09,,87.83,199.48,0.15,1.68,0.0,24.46,29-Jun-2019 - 00:00,"Tirumala, Tirupati - APPCB"
29-Jun-2019 - 00:00,16.15,47.71,2.2,20.42,30.47,32.79,20.17,0.31,23.48,0.34,1.05,0.06,29.09,60.43,,59.46,165.58,0.16,1.83,0.0,24.26,30-Jun-2019 - 00:00,"Tirumala, Tirupati - APPCB"
30-Jun-2019 - 00:00,14.47,40.42,2.16,19.11,27.27,30.04,19.77,0.32,22.34,0.32,0.83,0.04,28.46,65.94,,21.27,152.67,0.16,2.13,0.0,23.23,01-Jul-2019 - 00:00,"Tirumala, Tirupati - APPCB"
01-Jul-2019 - 00:00,19.06,47.6,3.23,24.45,39.22,40.73,19.56,0.42,20.31,0.41,1.29,0.08,30.21,56.73,,67.71,178.15,0.07,1.02,0.0,25.54,02-Jul-2019 - 00:00,"Tirumala, Tirupati - APPCB"
02-Jul-2019 - 00:00,15.78,40.93,1.89,13.42,28.8,26.23,19.02,0.24,26.28,0.28,0.78,0.03,29.12,62.23,,41.97,168.47,0.13,1.61,0.0,24.16,03-Jul-2019 - 00:00,"Tirumala, Tirupati - APPCB"
03-Jul-2019 - 00:00,13.08,29.99,2.06,10.74,27.25,23.23,18.26,0.26,28.44,0.25,0.76,0.04,28.59,63.42,,34.46,155.95,0.17,1.76,0.0,23.76,04-Jul-2019 - 00:00,"Tirumala, Tirupati - APPCB"
04-Jul-2019 - 00:00,12.44,31.28,2.35,14.94,30.67,28.46,18.16,0.28,26.68,0.32,0.9,0.04,28.44,62.29,,76.39,164.29,0.16,1.68,0.0,24.32,05-Jul-2019 - 00:00,"Tirumala, Tirupati - APPCB"
05-Jul-2019 - 00:00,14.39,48.06,2.07,15.89,29.39,28.55,18.12,0.24,25.13,0.33,0.89,0.06,28.26,65.51,,43.89,144.18,0.16,1.76,0.0,23.6,06-Jul-2019 - 00:00,"Tirumala, Tirupati - APPCB"
06-Jul-2019 - 00:00,12.89,39.83,3.06,16.79,28.87,29.01,18.06,0.3,23.41,0.39,1.0,0.06,28.1,65.15,,9.47,144.45,0.14,1.79,0.0,23.45,07-Jul-2019 - 00:00,"Tirumala, Tirupati - APPCB"
07-Jul-2019 - 00:00,14.49,45.86,1.93,16.11,31.79,30.01,17.62,0.31,26.01,0.36,0.93,0.04,27.48,59.92,,69.67,138.35,0.15,1.84,0.0,24.46,08-Jul-2019 - 00:00,"Tirumala, Tirupati - APPCB"
08-Jul-2019 - 00:00,12.53,31.61,2.2,14.64,27.95,26.76,18.06,0.24,25.81,0.27,0.69,0.04,28.93,60.0,,89.77,142.22,0.17,1.84,0.0,24.35,09-Jul-2019 - 00:00,"Tirumala, Tirupati - APPCB"
09-Jul-2019 - 00:00,11.39,30.26,2.05,15.55,26.22,26.59,17.98,0.34,23.52,0.28,0.89,0.04,29.19,62.31,,73.33,151.53,0.13,1.61,0.0,24.06,10-Jul-2019 - 00:00,"Tirumala, Tirupati - APPCB"
10-Jul-2019 - 00:00,10.7,23.86,3.12,13.16,27.01,25.06,18.34,0.21,26.78,0.26,0.73,0.03,29.11,66.9,,40.01,161.47,0.15,1.67,0.23,23.2,11-Jul-2019 - 00:00,"Tirumala, Tirupati - APPCB"
11-Jul-2019 - 00:00,11.48,21.44,0.74,14.72,27.63,26.67,19.09,0.28,25.34,0.3,1.0,0.05,29.27,70.11,,36.64,211.12,0.12,1.26,0.02,22.74,12-Jul-2019 - 00:00,"Tirumala, Tirupati - APPCB"
12-Jul-2019 - 00:00,14.07,27.69,2.6,20.92,31.62,33.83,19.87,0.35,26.55,0.36,3.79,0.5,29.65,63.68,,105.68,195.85,0.08,1.03,0.01,24.23,13-Jul-2019 - 00:00,"Tirumala, Tirupati - APPCB"
13-Jul-2019 - 00:00,16.66,34.67,2.17,22.95,26.82,32.92,20.83,0.36,28.62,0.44,2.98,0.05,29.26,76.21,,48.0,152.99,0.04,0.9,0.15,22.67,14-Jul-2019 - 00:00,"Tirumala, Tirupati - APPCB"
14-Jul-2019 - 00:00,11.35,23.79,1.83,11.75,24.35,22.5,19.6,0.31,27.0,0.28,0.87,0.03,28.49,75.02,,29.74,178.34,0.13,1.19,0.1,22.44,15-Jul-2019 - 00:00,"Tirumala, Tirupati - APPCB"
15-Jul-2019 - 00:00,16.23,32.42,1.73,21.74,33.03,35.23,19.26,0.38,24.86,0.4,6.41,0.14,28.91,69.32,,83.04,197.33,0.1,1.07,0.0,23.67,16-Jul-2019 - 00:00,"Tirumala, Tirupati - APPCB"
16-Jul-2019 - 00:00,14.5,37.44,1.83,17.8,28.37,29.57,19.55,0.36,23.09,0.31,1.28,0.05,28.41,66.51,,88.55,218.08,0.09,1.05,0.0,24.11,17-Jul-2019 - 00:00,"Tirumala, Tirupati - APPCB"
17-Jul-2019 - 00:00,16.37,37.84,2.19,17.43,31.88,31.11,19.24,0.36,24.33,0.36,1.33,0.07,27.99,71.29,,30.59,277.61,0.15,1.33,0.0,23.21,18-Jul-2019 - 00:00,"Tirumala, Tirupati - APPCB"
18-Jul-2019 - 00:00,18.82,46.4,2.16,15.47,34.01,30.66,19.48,0.4,26.29,0.41,1.32,0.07,28.75,67.32,,59.35,260.01,0.13,1.36,0.0,24.11,19-Jul-2019 - 00:00,"Tirumala, Tirupati - APPCB"
19-Jul-2019 - 00:00,21.03,40.06,2.56,17.63,30.36,30.49,20.72,0.41,22.79,0.41,1.25,0.06,28.37,78.56,,33.19,240.61,0.06,0.95,0.03,22.39,20-Jul-2019 - 00:00,"Tirumala, Tirupati - APPCB"
20-Jul-2019 - 00:00,14.61,22.5,2.15,19.0,28.78,30.76,19.85,0.48,23.34,0.4,1.35,0.06,27.97,73.03,,75.78,162.43,0.11,1.13,0.0,23.2,21-Jul-2019 - 00:00,"Tirumala, Tirupati - APPCB"
21-Jul-2019 - 00:00,14.55,26.73,1.72,13.97,29.96,27.29,19.87,0.4,25.39,0.42,1.25,0.04,28.28,74.1,,93.3,153.45,0.05,0.94,0.02,23.08,22-Jul-2019 - 00:00,"Tirumala, Tirupati - APPCB"
22-Jul-2019 - 00:00,12.14,22.1,1.66,13.37,24.22,23.75,19.07,0.38,24.74,0.41,1.19,0.04,28.1,80.07,,13.07,168.83,0.09,1.06,0.02,21.75,23-Jul-2019 - 00:00,"Tirumala, Tirupati - APPCB"
23-Jul-2019 - 00:00,12.0,25.7,1.47,12.46,26.05,23.99,18.62,0.31,25.33,0.33,1.15,0.05,27.83,74.45,,32.35,187.0,0.17,1.32,0.01,22.05,24-Jul-2019 - 00:00,"Tirumala, Tirupati - APPCB"
24-Jul-2019 - 00:00,15.96,33.02,1.58,19.58,30.15,31.96,18.22,0.38,22.41,0.41,1.37,0.08,28.32,71.08,,91.32,162.04,0.09,1.09,0.0,23.25,25-Jul-2019 - 00:00,"Tirumala, Tirupati - APPCB"
25-Jul-2019 - 00:00,12.7,25.37,2.04,10.95,21.42,20.28,18.63,0.36,22.5,0.29,1.04,0.04,28.53,79.33,,37.05,174.7,0.08,1.03,0.02,22.24,26-Jul-2019 - 00:00,"Tirumala, Tirupati - APPCB"
26-Jul-2019 - 00:00,12.14,31.38,1.47,12.05,20.16,20.51,18.64,0.28,21.23,0.32,1.07,0.05,28.85,73.38,,6.77,178.75,0.12,1.37,0.0,22.2,27-Jul-2019 - 00:00,"Tirumala, Tirupati - APPCB"
27-Jul-2019 - 00:00,13.45,36.51,1.82,13.82,20.35,22.06,18.11,0.24,22.09,0.32,1.16,0.05,28.08,67.3,,62.34,176.79,0.12,1.63,0.0,22.91,28-Jul-2019 - 00:00,"Tirumala, Tirupati - APPCB"
28-Jul-2019 - 00:00,15.17,41.58,2.38,12.71,23.3,22.73,17.54,0.29,24.12,0.3,0.8,0.04,28.65,68.89,,5.79,173.96,0.14,1.73,0.0,22.26,29-Jul-2019 - 00:00,"Tirumala, Tirupati - APPCB"
29-Jul-2019 - 00:00,15.17,37.98,2.48,13.81,22.76,23.34,17.41,0.26,23.14,0.29,0.7,0.75,29.11,69.5,,6.86,150.25,0.13,1.71,0.0,22.43,30-Jul-2019 - 00:00,"Tirumala, Tirupati - APPCB"
30-Jul-2019 - 00:00,13.98,34.84,1.91,12.67,21.76,21.88,17.4,0.29,22.16,0.34,0.78,0.03,29.26,68.67,,13.17,145.46,0.13,1.64,0.0,22.49,31-Jul-2019 - 00:00,"Tirumala, Tirupati - APPCB"
31-Jul-2019 - 00:00,13.01,30.08,2.74,10.26,22.0,20.04,17.05,0.3,23.8,0.25,0.81,0.04,29.47,62.38,,87.85,146.16,0.13,1.68,0.0,23.82,01-Aug-2019 - 00:00,"Tirumala, Tirupati - APPCB"
01-Aug-2019 - 00:00,12.96,31.66,2.97,9.37,20.43,18.49,16.98,0.32,22.76,0.21,0.65,0.01,29.4,69.84,,25.84,150.14,0.11,1.52,0.01,22.62,02-Aug-2019 - 00:00,"Tirumala, Tirupati - APPCB"
