from date,SR,Temp,VWS,NO,NO2,NOx,WS,CO,WD,Ozone,PM10,PM2.5,Benzene,Toluene,O Xylene,Eth-Benzene,MP-Xylene,BP,RH,SO2,to date,station
15-Nov-2019 - 00:00,156.91,25.83,0.32,41.55,35.57,48.16,0.61,1.98,109.47,32.45,143.09,60.22,0.02,0.27,0.0,0.0,0.02,728.48,71.18,8.48,16-Nov-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
16-Nov-2019 - 00:00,164.14,27.44,0.33,48.6,35.31,52.57,0.59,2.03,98.53,34.15,169.21,62.66,0.13,0.54,0.0,0.0,0.07,729.22,59.23,8.76,17-Nov-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
17-Nov-2019 - 00:00,169.93,27.9,0.28,42.24,32.39,50.99,0.7,1.86,77.37,26.3,108.98,57.07,0.0,0.02,0.0,0.0,0.0,727.95,51.99,7.33,18-Nov-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
18-Nov-2019 - 00:00,169.82,27.44,0.31,49.12,42.95,62.48,0.41,2.12,90.29,28.28,140.34,58.72,0.11,0.51,0.01,0.02,0.11,723.94,53.2,9.73,19-Nov-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
19-Nov-2019 - 00:00,185.1,27.44,0.3,83.75,42.46,120.96,0.32,2.19,155.53,39.29,129.85,56.67,0.51,2.87,0.2,0.26,0.65,723.97,49.21,9.91,20-Nov-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
20-Nov-2019 - 00:00,192.0,26.82,0.35,79.06,43.57,98.04,0.22,3.14,139.12,28.21,183.6,68.82,1.15,6.03,0.5,0.3,1.36,725.02,48.88,11.36,21-Nov-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
21-Nov-2019 - 00:00,181.5,28.53,0.29,45.58,43.59,58.43,0.33,2.29,112.24,35.26,167.43,66.95,0.42,2.82,0.21,0.06,0.61,728.68,47.47,10.28,22-Nov-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
22-Nov-2019 - 00:00,161.11,29.41,0.29,31.84,30.66,38.35,0.39,2.43,158.32,39.26,147.1,70.04,0.82,10.98,0.37,0.35,0.99,727.45,49.86,9.12,23-Nov-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
23-Nov-2019 - 00:00,123.58,29.3,0.36,26.53,16.91,27.72,0.74,1.58,67.71,37.86,231.05,89.6,0.25,1.09,0.03,0.02,0.06,723.73,49.02,6.28,24-Nov-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
24-Nov-2019 - 00:00,128.53,28.01,0.28,15.55,21.72,21.91,0.76,1.42,69.87,36.03,155.46,89.41,0.05,0.52,0.0,0.0,0.01,726.97,49.5,7.54,25-Nov-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
25-Nov-2019 - 00:00,135.43,28.93,0.26,23.74,16.4,29.32,0.82,1.22,69.2,39.41,130.28,72.1,0.01,0.49,0.0,0.0,0.02,724.41,45.18,7.54,26-Nov-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
26-Nov-2019 - 00:00,121.96,28.09,0.26,24.54,15.66,23.72,1.06,1.16,60.46,36.71,161.17,89.77,0.02,0.32,0.0,0.0,0.0,728.24,48.04,7.42,27-Nov-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
27-Nov-2019 - 00:00,132.19,27.1,0.33,25.62,13.14,24.08,0.88,0.69,83.06,35.02,172.34,93.88,0.02,0.25,0.0,0.0,0.0,727.9,53.44,6.96,28-Nov-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
28-Nov-2019 - 00:00,147.74,26.58,0.35,20.79,15.46,22.08,0.81,0.7,64.19,28.69,151.86,76.64,0.02,0.35,0.0,0.0,0.0,727.6,51.57,8.05,29-Nov-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
29-Nov-2019 - 00:00,133.95,25.57,0.31,16.41,14.67,18.55,0.87,0.91,70.4,26.7,125.59,54.14,0.02,0.38,0.0,0.0,0.01,725.6,55.19,7.89,30-Nov-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
30-Nov-2019 - 00:00,122.63,24.75,0.33,23.24,14.78,23.52,0.8,0.81,81.77,28.99,138.73,75.67,0.07,0.63,0.0,0.0,0.04,725.7,58.54,7.92,01-Dec-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
01-Dec-2019 - 00:00,132.82,25.95,0.31,27.03,16.85,27.03,0.66,0.91,74.91,25.02,130.43,62.74,0.03,0.55,0.0,0.0,0.02,726.07,47.81,8.32,02-Dec-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
02-Dec-2019 - 00:00,144.89,26.22,0.32,34.29,33.26,40.34,0.51,1.08,96.51,29.17,158.8,61.41,0.32,2.21,0.14,0.13,0.44,725.13,41.49,9.2,03-Dec-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
03-Dec-2019 - 00:00,147.38,25.55,0.28,35.3,15.68,34.41,0.42,1.01,104.71,26.61,169.47,88.64,0.45,2.28,0.15,0.1,0.47,725.3,38.22,8.3,04-Dec-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
04-Dec-2019 - 00:00,138.34,26.16,0.31,29.43,18.57,32.07,0.38,0.9,95.37,25.35,165.3,95.78,0.44,3.5,0.14,0.11,0.81,724.95,37.97,7.8,05-Dec-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
05-Dec-2019 - 00:00,129.79,27.04,0.26,18.13,18.52,22.75,0.5,0.88,105.28,24.85,143.39,84.31,0.08,0.87,0.01,0.01,0.14,723.81,39.36,6.95,06-Dec-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
06-Dec-2019 - 00:00,111.74,26.1,0.3,17.25,18.03,21.86,0.59,0.92,88.36,30.14,157.82,79.04,0.07,0.91,0.02,0.03,0.16,723.33,40.34,6.76,07-Dec-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
07-Dec-2019 - 00:00,148.18,25.2,0.35,18.82,15.14,21.59,0.52,0.9,82.46,31.03,197.53,104.03,0.2,1.25,0.04,0.03,0.25,723.94,42.36,7.39,08-Dec-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
08-Dec-2019 - 00:00,145.51,24.92,0.24,17.65,17.12,21.86,0.43,0.8,90.89,32.8,203.16,98.21,0.14,1.36,0.01,0.06,0.35,724.3,44.64,7.37,09-Dec-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
09-Dec-2019 - 00:00,142.73,25.19,0.27,25.61,17.15,28.24,0.35,0.83,95.6,22.5,222.0,109.66,0.56,3.16,0.22,0.12,0.8,725.14,46.11,8.87,10-Dec-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
10-Dec-2019 - 00:00,140.64,25.39,0.21,52.6,18.23,50.48,0.22,1.06,112.21,32.29,258.89,110.81,2.27,8.92,0.95,0.54,2.67,727.17,47.11,10.98,11-Dec-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
11-Dec-2019 - 00:00,135.3,26.23,0.27,55.37,25.49,55.55,0.21,0.79,114.71,27.2,259.2,118.58,1.67,7.58,0.67,0.4,2.46,729.11,46.18,7.61,12-Dec-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
12-Dec-2019 - 00:00,146.78,27.15,0.35,24.52,21.58,27.53,0.72,1.04,158.2,40.15,166.9,83.0,0.09,0.5,0.01,0.01,0.1,730.89,54.21,5.64,13-Dec-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
13-Dec-2019 - 00:00,146.0,24.29,0.33,22.48,13.63,21.71,0.82,0.97,60.19,32.75,143.22,75.34,0.02,0.17,0.0,0.0,0.01,727.99,56.48,6.34,14-Dec-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
14-Dec-2019 - 00:00,169.17,23.94,0.28,27.42,16.62,27.32,0.41,1.17,110.09,24.16,142.28,60.49,0.05,0.71,0.0,0.01,0.09,723.95,53.67,7.04,15-Dec-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
15-Dec-2019 - 00:00,162.89,23.75,0.25,25.3,15.37,24.92,0.59,1.03,89.81,24.13,132.62,60.58,0.04,0.48,0.0,0.0,0.04,723.26,51.35,6.68,16-Dec-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
16-Dec-2019 - 00:00,176.06,22.35,0.24,23.94,16.19,24.29,0.78,0.89,78.09,32.98,127.03,54.12,0.02,0.35,0.0,0.0,0.02,722.76,54.34,6.14,17-Dec-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
17-Dec-2019 - 00:00,174.85,22.67,0.3,27.02,15.25,25.5,0.57,1.01,85.06,30.34,123.7,64.49,0.0,0.39,0.0,0.0,0.05,722.17,52.41,6.48,18-Dec-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
18-Dec-2019 - 00:00,162.44,24.47,0.34,28.43,16.76,28.16,0.46,1.13,94.15,34.13,144.45,65.32,0.11,0.67,0.02,0.0,0.15,723.72,46.78,6.27,19-Dec-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
19-Dec-2019 - 00:00,149.69,27.43,0.26,29.53,20.03,30.74,0.34,0.87,92.58,36.35,139.46,75.76,0.14,1.23,0.06,0.01,0.27,725.61,43.49,6.58,20-Dec-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
20-Dec-2019 - 00:00,149.95,25.73,0.25,34.88,21.11,35.65,0.27,1.14,90.83,32.18,174.48,77.98,0.48,2.08,0.08,0.04,0.54,727.27,45.27,7.89,21-Dec-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
21-Dec-2019 - 00:00,153.86,23.84,0.29,29.02,18.22,29.27,0.66,0.89,76.3,40.04,143.7,74.76,0.23,1.24,0.03,0.01,0.22,726.31,41.52,6.2,22-Dec-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
22-Dec-2019 - 00:00,177.74,22.35,0.27,25.37,16.86,25.72,0.71,1.0,89.34,31.26,119.11,52.85,0.03,0.31,0.0,0.0,0.02,724.92,40.48,6.32,23-Dec-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
23-Dec-2019 - 00:00,164.4,21.05,0.27,33.26,19.81,35.25,0.6,0.87,98.3,35.12,127.25,66.96,0.15,1.05,0.04,0.01,0.18,726.13,42.07,7.58,24-Dec-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
24-Dec-2019 - 00:00,136.83,20.63,0.3,39.59,18.69,38.54,0.59,0.79,94.92,28.38,147.03,59.86,0.05,0.67,0.0,0.01,0.12,726.04,44.1,7.19,25-Dec-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
25-Dec-2019 - 00:00,134.89,18.87,0.25,32.6,9.86,30.41,0.76,1.09,75.24,27.06,173.24,91.39,0.06,0.6,0.0,0.0,0.04,725.01,45.8,7.11,26-Dec-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
26-Dec-2019 - 00:00,142.41,17.82,0.25,59.57,16.72,56.8,0.36,1.13,98.04,35.74,169.07,73.8,0.56,2.24,0.18,0.07,0.7,725.01,40.14,8.79,27-Dec-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
27-Dec-2019 - 00:00,182.54,17.92,0.3,84.53,24.3,104.62,0.21,0.87,110.78,31.3,206.16,117.36,0.68,2.9,0.16,0.12,1.08,725.11,37.99,8.75,28-Dec-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
28-Dec-2019 - 00:00,336.77,18.38,0.26,84.56,16.0,69.69,0.36,0.72,108.99,28.28,153.03,68.68,0.09,0.69,0.01,0.01,0.16,725.32,36.34,7.49,29-Dec-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
29-Dec-2019 - 00:00,302.97,17.8,0.23,53.86,25.91,55.79,0.51,0.73,99.88,27.99,143.65,71.2,0.07,0.38,0.01,0.01,0.18,725.29,42.7,7.3,30-Dec-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
30-Dec-2019 - 00:00,483.2,16.67,0.27,45.73,25.39,42.57,0.53,0.85,98.89,23.8,158.93,86.59,0.08,0.45,0.03,0.02,0.12,726.31,43.8,7.54,31-Dec-2019 - 00:00,"Collectorate, Jodhpur - RSPCB"
31-Dec-2019 - 00:00,306.95,15.48,0.55,22.75,35.64,38.56,0.44,0.51,83.83,10.5,176.15,89.54,0.44,1.83,0.0,0.0,0.7,726.3,48.51,7.53,01-Jan-2020 - 00:00,"Collectorate, Jodhpur - RSPCB"
