from date,Temp,CO,Ozone,NO,NO2,NOx,SO2,PM2.5,Benzene,Toluene,Xylene,AT,RH,WS,WD,SR,BP,RF,VWS,to date,station
20-Apr-2019 - 00:00,38.39,1.76,56.28,4.16,54.1,32.15,5.6,70.48,1.39,2.08,1.32,29.67,54.51,1.33,117.53,266.76,744.9,0.0,-0.03,21-Apr-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
21-Apr-2019 - 00:00,41.8,2.95,48.14,7.61,69.86,43.32,10.53,73.99,1.33,2.08,1.28,30.79,51.84,1.15,171.81,289.29,743.54,0.0,-0.0,22-Apr-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
22-Apr-2019 - 00:00,44.18,3.06,37.64,8.83,89.2,54.61,5.29,73.11,1.37,2.06,1.29,32.9,49.9,1.33,164.97,273.55,743.08,0.0,-0.01,23-Apr-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
23-Apr-2019 - 00:00,38.39,1.66,94.88,4.6,50.41,30.51,9.88,77.24,1.33,1.97,1.31,32.29,56.72,2.45,154.57,278.17,744.5,0.0,-0.06,24-Apr-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
24-Apr-2019 - 00:00,37.91,1.18,109.13,13.12,42.58,33.11,16.85,69.63,1.36,2.07,1.32,32.92,59.35,2.72,159.19,269.41,745.67,0.0,-0.08,25-Apr-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
25-Apr-2019 - 00:00,37.39,1.75,88.91,18.48,63.77,48.84,16.54,75.02,1.34,2.09,1.35,34.73,54.97,1.76,162.04,254.91,744.62,0.0,-0.03,26-Apr-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
26-Apr-2019 - 00:00,34.26,1.36,79.46,8.72,62.37,40.26,14.74,82.99,1.44,2.05,1.32,35.45,54.06,1.87,121.86,312.98,743.31,0.0,-0.03,27-Apr-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
27-Apr-2019 - 00:00,33.54,1.11,68.78,17.9,56.09,44.07,12.52,50.97,1.43,2.01,1.31,34.92,42.65,3.13,69.26,312.03,743.04,0.0,-0.02,28-Apr-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
28-Apr-2019 - 00:00,32.21,1.14,74.68,13.14,57.75,41.4,21.45,61.24,1.48,2.02,1.31,34.6,40.67,2.74,105.77,317.8,742.35,0.0,0.0,29-Apr-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
29-Apr-2019 - 00:00,32.69,1.69,74.08,35.23,61.9,61.57,17.44,59.56,1.51,2.07,1.36,35.43,40.13,1.95,125.5,304.65,741.97,0.0,-0.01,30-Apr-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
30-Apr-2019 - 00:00,33.65,1.62,81.08,15.78,76.35,53.39,16.85,78.59,1.49,2.1,1.35,36.2,43.05,1.44,182.93,291.62,740.21,0.0,-0.01,01-May-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
01-May-2019 - 00:00,34.43,1.58,79.58,26.02,70.38,58.59,18.36,87.44,1.49,2.1,1.36,35.76,45.63,1.63,172.69,275.93,738.8,0.0,-0.03,02-May-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
02-May-2019 - 00:00,34.34,1.45,71.32,20.74,56.12,46.01,12.7,84.32,1.48,2.13,1.39,34.81,49.88,2.97,165.93,279.67,739.79,0.0,-0.08,03-May-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
03-May-2019 - 00:00,35.92,1.06,71.11,15.13,52.53,40.25,12.35,57.37,1.47,2.12,1.35,31.86,54.18,4.05,135.22,260.36,742.16,0.0,-0.11,04-May-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
04-May-2019 - 00:00,33.01,1.24,69.18,8.8,64.94,41.7,14.0,58.48,1.47,2.05,1.33,32.32,54.72,2.01,116.23,256.36,743.99,0.0,-0.04,05-May-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
05-May-2019 - 00:00,32.88,1.52,74.09,14.49,86.29,57.68,20.12,63.16,1.47,2.04,1.32,33.18,40.76,2.46,139.69,298.38,744.81,0.0,-0.0,06-May-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
06-May-2019 - 00:00,32.62,1.54,64.56,15.36,85.63,58.02,28.73,66.06,1.48,2.01,1.3,34.25,36.7,2.69,149.45,309.88,742.4,0.0,-0.02,07-May-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
07-May-2019 - 00:00,33.34,1.64,55.22,79.21,99.9,117.33,63.65,97.95,1.56,2.23,1.42,34.95,39.73,2.41,161.91,291.0,741.34,0.0,-0.02,08-May-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
08-May-2019 - 00:00,34.4,1.74,41.96,25.34,93.48,70.33,35.05,96.32,1.6,2.31,1.49,35.68,39.7,2.78,135.29,282.3,740.73,0.0,-0.01,09-May-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
09-May-2019 - 00:00,37.34,1.25,44.01,26.21,69.76,58.41,16.55,67.54,1.37,2.19,1.4,36.1,40.21,3.38,133.8,269.61,740.16,0.0,-0.03,10-May-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
10-May-2019 - 00:00,34.28,1.31,46.83,25.18,69.62,57.5,20.69,61.74,1.52,2.22,1.44,35.73,40.37,3.33,137.63,266.38,741.37,0.0,-0.02,11-May-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
11-May-2019 - 00:00,33.78,1.39,59.28,17.24,78.96,60.08,26.13,67.29,1.45,2.19,1.43,35.35,42.72,2.17,189.44,275.07,742.86,0.0,-0.01,12-May-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
12-May-2019 - 00:00,34.33,0.94,105.32,4.63,39.96,25.01,12.27,80.41,,,,33.04,50.77,3.01,111.59,246.68,742.89,0.01,-0.04,13-May-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
13-May-2019 - 00:00,33.63,0.9,79.13,5.56,51.14,31.72,29.6,97.03,,,,32.23,53.51,2.57,190.24,264.22,742.65,0.0,-0.02,14-May-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
14-May-2019 - 00:00,32.79,1.05,75.33,7.05,55.7,35.36,8.27,42.32,,,,32.02,52.24,1.73,110.63,268.87,742.86,0.0,-0.01,15-May-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
15-May-2019 - 00:00,33.8,1.03,89.6,13.5,56.07,40.73,11.59,64.13,,,,33.39,52.05,2.08,90.69,301.18,743.78,0.0,-0.02,16-May-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
16-May-2019 - 00:00,34.16,0.75,72.73,5.94,51.86,32.41,9.52,40.65,,,,33.85,50.59,2.24,126.64,293.21,744.33,0.0,-0.02,17-May-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
17-May-2019 - 00:00,33.82,1.07,69.13,7.25,52.52,33.83,10.97,56.52,,,,33.45,50.0,2.0,94.99,279.57,743.8,0.0,-0.02,18-May-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
18-May-2019 - 00:00,33.86,0.7,78.72,5.65,34.51,22.95,10.4,37.51,,,,30.5,58.38,3.57,122.17,311.66,744.2,0.0,-0.04,19-May-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
19-May-2019 - 00:00,32.7,1.09,105.5,6.0,52.83,32.98,12.66,56.65,,,,32.2,55.6,2.57,88.22,293.0,744.59,0.0,-0.01,20-May-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
20-May-2019 - 00:00,33.83,1.94,81.37,35.49,79.5,71.01,26.49,69.9,,,,34.1,48.57,1.83,96.12,302.3,745.02,0.0,-0.03,21-May-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
21-May-2019 - 00:00,33.86,1.81,72.21,18.34,91.05,63.35,23.12,94.51,,,,35.56,45.89,1.69,141.52,291.26,743.53,0.0,-0.02,22-May-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
22-May-2019 - 00:00,34.0,1.56,73.32,11.86,67.66,45.64,23.66,62.66,,,,35.85,48.15,1.66,107.97,265.65,742.16,0.0,-0.02,23-May-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
23-May-2019 - 00:00,34.71,1.48,72.93,9.26,58.22,37.79,16.17,58.03,,,,36.38,49.55,1.47,154.39,258.52,741.11,0.0,-0.02,24-May-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
24-May-2019 - 00:00,36.57,0.78,76.55,5.96,43.44,27.89,18.56,46.22,,,,34.98,54.08,2.71,111.51,268.14,741.46,0.0,-0.06,25-May-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
25-May-2019 - 00:00,34.03,0.79,88.1,5.41,36.7,23.92,9.82,41.34,,,,33.19,53.73,3.68,68.34,296.99,741.56,0.0,-0.01,26-May-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
26-May-2019 - 00:00,32.94,1.55,78.44,30.57,69.8,61.98,26.3,49.07,,,,34.06,48.27,2.54,120.44,299.1,741.17,0.0,-0.01,27-May-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
27-May-2019 - 00:00,34.88,1.8,72.41,37.26,87.35,76.51,28.15,58.82,,,,35.61,46.49,1.86,138.56,270.88,740.73,0.0,-0.03,28-May-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
28-May-2019 - 00:00,34.41,1.56,77.54,14.8,83.57,65.06,24.22,67.78,,,,36.36,42.22,2.0,117.04,291.66,740.5,0.0,-0.01,29-May-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
29-May-2019 - 00:00,34.03,1.98,75.87,30.03,91.38,73.02,22.26,56.52,,,,36.27,42.45,1.82,148.21,291.61,739.43,0.0,-0.01,30-May-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
30-May-2019 - 00:00,33.64,2.19,67.29,55.32,96.77,97.76,26.62,82.67,,,,37.25,43.05,1.53,136.02,270.75,738.2,0.0,-0.03,31-May-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
31-May-2019 - 00:00,34.15,1.38,87.65,6.01,52.94,41.12,18.08,77.12,,,,35.56,54.69,2.41,166.7,272.46,738.67,0.0,-0.06,01-Jun-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
01-Jun-2019 - 00:00,33.96,1.53,79.63,5.29,46.83,29.21,14.5,57.62,,,,34.99,59.89,3.04,161.3,263.8,739.65,0.0,-0.09,02-Jun-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
02-Jun-2019 - 00:00,33.56,1.22,68.14,4.24,27.76,18.22,12.04,56.06,,,,35.44,62.75,3.47,162.66,256.52,739.12,0.0,-0.11,03-Jun-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
03-Jun-2019 - 00:00,33.02,1.14,93.02,4.5,27.98,18.55,9.07,39.66,,,,33.27,59.61,4.91,166.0,271.54,740.32,0.0,-0.16,04-Jun-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
04-Jun-2019 - 00:00,32.36,1.3,88.77,15.19,36.71,31.87,15.65,48.95,,,,33.81,60.87,3.09,149.36,274.82,739.39,0.0,-0.08,05-Jun-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
05-Jun-2019 - 00:00,33.31,1.37,93.5,4.02,36.67,22.77,15.22,61.9,,,,35.93,58.97,2.32,143.98,262.73,738.76,0.0,-0.07,06-Jun-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
06-Jun-2019 - 00:00,34.94,1.36,87.38,16.56,30.21,29.02,12.46,61.06,,,,36.14,60.89,3.39,169.47,252.32,739.39,0.0,-0.09,07-Jun-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
07-Jun-2019 - 00:00,33.57,1.06,85.62,4.59,33.8,21.71,8.86,33.6,,,,32.82,67.81,3.4,161.69,325.86,741.8,0.03,-0.09,08-Jun-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
08-Jun-2019 - 00:00,32.81,1.75,78.84,21.95,64.17,51.98,13.35,42.61,,,,35.33,57.62,2.05,120.49,308.26,740.48,0.0,-0.03,09-Jun-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
09-Jun-2019 - 00:00,32.71,1.59,95.76,26.48,69.23,58.35,15.54,53.19,,,,36.89,51.15,1.79,144.96,302.28,737.82,0.0,-0.04,10-Jun-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
10-Jun-2019 - 00:00,34.1,1.67,85.62,31.34,81.93,69.06,19.51,78.07,,,,37.33,51.19,1.83,149.91,284.9,735.47,0.0,-0.04,11-Jun-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
11-Jun-2019 - 00:00,35.05,1.35,97.95,4.82,45.47,28.11,12.62,52.28,,,,36.28,58.54,2.82,151.97,278.72,735.57,0.0,-0.08,12-Jun-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
12-Jun-2019 - 00:00,33.18,1.17,60.91,4.71,39.2,24.68,9.41,41.85,,,,32.11,68.18,3.48,163.19,100.93,738.08,0.0,-0.07,13-Jun-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
13-Jun-2019 - 00:00,31.14,2.08,35.98,5.91,63.5,38.58,12.27,69.32,,,,32.31,66.52,1.24,173.05,98.22,738.62,0.0,-0.01,14-Jun-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
14-Jun-2019 - 00:00,31.52,1.62,53.62,43.76,64.7,69.99,27.64,43.78,,,,35.68,55.34,2.55,141.51,276.93,737.2,0.0,-0.04,15-Jun-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
15-Jun-2019 - 00:00,31.48,1.65,73.55,11.24,75.03,49.05,24.11,62.76,,,,37.51,45.28,2.45,132.52,276.22,736.29,0.0,-0.03,16-Jun-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
16-Jun-2019 - 00:00,35.74,0.72,56.95,5.65,28.29,19.65,27.52,41.42,,,,34.66,58.75,4.37,150.25,294.67,737.65,0.01,-0.05,17-Jun-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
17-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,18-Jun-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
18-Jun-2019 - 00:00,32.65,1.29,70.09,7.95,57.72,36.36,8.58,36.4,,,,33.65,55.21,3.07,90.6,332.17,739.0,0.0,-0.01,19-Jun-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
19-Jun-2019 - 00:00,32.02,1.28,42.64,6.87,43.25,28.6,17.58,56.73,,,,28.09,74.67,1.88,119.24,123.76,739.94,0.01,-0.02,20-Jun-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
20-Jun-2019 - 00:00,32.94,1.01,75.04,26.95,43.48,44.83,12.51,39.74,,,,32.03,67.05,2.27,107.16,296.93,739.81,0.01,-0.05,21-Jun-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
21-Jun-2019 - 00:00,32.08,1.1,59.94,4.71,42.37,26.34,7.38,48.57,,,,32.53,68.12,1.73,104.72,230.68,739.92,0.0,-0.02,22-Jun-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
22-Jun-2019 - 00:00,32.14,1.07,43.49,14.19,34.89,31.21,5.88,40.32,,,,32.06,69.71,3.03,152.99,209.79,739.88,0.0,-0.09,23-Jun-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
23-Jun-2019 - 00:00,32.12,0.89,26.36,4.9,20.13,14.69,5.81,24.89,,,,29.76,77.92,3.38,137.39,223.05,740.19,0.0,-0.08,24-Jun-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
24-Jun-2019 - 00:00,33.58,1.15,28.5,13.68,28.85,26.33,7.09,37.91,,,,30.46,80.49,2.74,155.77,277.16,740.86,0.08,-0.07,25-Jun-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
25-Jun-2019 - 00:00,33.94,1.44,28.62,20.58,44.67,40.22,6.66,37.56,,,,29.65,86.32,1.85,142.16,307.41,740.5,1.14,-0.03,26-Jun-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
26-Jun-2019 - 00:00,32.94,1.56,33.02,15.76,58.24,43.5,6.61,35.93,,,,30.93,77.41,1.64,189.58,275.85,738.51,0.0,-0.03,27-Jun-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
27-Jun-2019 - 00:00,34.56,1.88,46.54,24.69,67.85,56.07,16.82,50.22,,,,34.51,65.43,1.56,178.81,261.3,735.73,0.0,-0.04,28-Jun-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
28-Jun-2019 - 00:00,34.76,1.74,66.97,21.3,69.69,54.39,11.25,46.15,,,,35.42,59.57,2.11,136.04,272.59,734.95,0.0,-0.04,29-Jun-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
29-Jun-2019 - 00:00,34.5,1.69,56.14,13.3,65.69,45.75,19.49,51.29,,,,35.93,58.29,2.16,143.27,252.11,734.55,0.0,-0.04,30-Jun-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
30-Jun-2019 - 00:00,34.49,1.14,61.68,4.53,43.39,26.76,10.06,47.21,,,,33.44,68.76,2.4,163.96,200.16,735.31,0.0,-0.08,01-Jul-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
01-Jul-2019 - 00:00,34.0,1.48,45.24,4.96,42.6,26.68,5.67,55.63,,,,33.33,73.18,1.9,130.12,229.49,736.12,0.0,-0.04,02-Jul-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
02-Jul-2019 - 00:00,33.16,1.31,22.44,10.17,38.7,28.85,5.83,38.92,,,,29.94,82.98,1.81,124.86,178.71,736.86,0.06,-0.03,03-Jul-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
03-Jul-2019 - 00:00,31.81,1.18,19.13,6.07,28.42,20.06,4.73,22.04,,,,30.48,80.59,3.24,118.57,252.49,736.77,0.0,-0.08,04-Jul-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
04-Jul-2019 - 00:00,32.21,0.78,18.99,4.83,22.9,16.11,3.98,31.91,,,,30.24,81.13,2.86,141.35,228.43,736.89,0.0,-0.09,05-Jul-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
05-Jul-2019 - 00:00,39.48,1.38,52.72,5.72,37.73,24.73,6.46,28.13,,,,32.51,75.7,3.8,150.72,385.47,733.2,0.33,-0.11,06-Jul-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
06-Jul-2019 - 00:00,43.11,0.92,36.5,9.7,40.34,29.34,4.54,42.39,,,,27.29,94.36,1.66,93.95,146.39,733.94,0.79,-0.02,07-Jul-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
07-Jul-2019 - 00:00,43.71,1.19,34.38,7.89,44.59,30.14,4.97,26.07,,,,27.94,93.5,1.25,160.43,137.73,734.69,0.79,-0.01,08-Jul-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
08-Jul-2019 - 00:00,36.89,2.18,22.35,12.12,55.71,38.1,6.11,19.15,,,,28.44,89.0,1.46,150.69,246.17,735.57,0.01,-0.03,09-Jul-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
09-Jul-2019 - 00:00,34.41,1.21,19.92,9.53,42.64,30.42,4.84,19.89,,,,26.92,95.39,1.21,147.8,260.09,735.52,0.21,-0.01,10-Jul-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
10-Jul-2019 - 00:00,33.59,1.3,14.35,14.42,31.93,28.38,5.98,23.8,,,,26.39,96.57,1.5,218.66,175.12,735.3,0.41,-0.0,11-Jul-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
11-Jul-2019 - 00:00,34.9,1.42,26.48,7.89,29.65,22.0,5.02,20.53,,,,26.84,94.96,1.82,223.81,107.75,736.31,0.13,-0.01,12-Jul-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
12-Jul-2019 - 00:00,32.09,1.66,10.35,19.31,45.52,39.91,5.27,43.77,,,,30.0,83.77,2.14,184.61,180.1,738.0,0.0,-0.04,13-Jul-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
13-Jul-2019 - 00:00,34.01,1.11,15.33,7.93,37.37,26.33,11.95,42.77,,,,31.28,75.35,3.13,192.49,176.39,738.17,0.0,-0.11,14-Jul-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
14-Jul-2019 - 00:00,35.45,1.02,24.66,7.24,34.7,24.34,17.76,37.95,,,,32.18,70.76,3.33,173.59,220.22,736.86,0.0,-0.11,15-Jul-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
15-Jul-2019 - 00:00,38.05,0.79,32.52,7.05,36.07,24.93,15.03,35.69,,,,30.97,74.39,2.74,158.15,210.72,736.54,0.0,-0.05,16-Jul-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
16-Jul-2019 - 00:00,33.61,0.72,41.51,18.9,37.1,34.42,6.05,28.9,,,,28.39,81.47,1.82,150.56,195.29,739.6,0.1,-0.05,17-Jul-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
17-Jul-2019 - 00:00,33.03,0.89,35.74,6.12,36.97,24.6,6.32,28.13,,,,30.38,77.87,1.68,125.73,240.66,740.0,0.0,-0.05,18-Jul-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
18-Jul-2019 - 00:00,34.23,1.09,39.53,6.64,38.53,25.89,7.11,31.79,,,,31.54,75.97,1.66,108.19,247.02,739.64,0.0,-0.05,19-Jul-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
19-Jul-2019 - 00:00,34.21,1.52,19.99,30.31,51.39,51.3,6.97,42.23,,,,29.89,85.72,1.64,151.0,179.31,739.89,0.03,-0.02,20-Jul-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
20-Jul-2019 - 00:00,34.01,1.22,21.35,7.68,34.57,32.91,5.26,36.75,,,,31.65,79.48,1.73,137.91,250.8,740.33,0.0,-0.04,21-Jul-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
21-Jul-2019 - 00:00,34.33,1.3,21.18,5.03,24.38,17.06,5.01,32.68,,,,30.8,81.13,2.16,159.48,177.93,740.02,0.0,-0.06,22-Jul-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
22-Jul-2019 - 00:00,41.38,1.12,44.56,5.91,37.68,24.84,6.11,28.73,,,,31.59,78.54,1.83,170.51,210.52,739.26,0.0,-0.04,23-Jul-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
23-Jul-2019 - 00:00,36.11,0.94,41.15,7.57,36.8,34.73,6.39,38.71,,,,32.11,79.31,1.43,182.28,140.02,738.01,0.0,-0.02,24-Jul-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
24-Jul-2019 - 00:00,34.93,0.86,25.01,5.9,25.4,18.3,5.69,33.6,,,,28.16,87.95,2.69,227.05,86.65,737.85,0.14,-0.01,25-Jul-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
25-Jul-2019 - 00:00,33.93,1.3,29.74,6.02,28.19,19.89,5.43,14.77,,,,27.18,90.8,1.67,190.81,167.23,739.07,0.22,-0.03,26-Jul-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
26-Jul-2019 - 00:00,35.46,1.32,34.63,5.95,27.27,19.35,5.15,20.54,,,,27.29,93.31,1.08,180.32,110.17,736.4,0.46,-0.01,27-Jul-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
27-Jul-2019 - 00:00,35.33,1.26,30.13,7.37,25.72,19.67,5.94,21.41,,,,27.26,93.74,1.69,185.92,67.51,736.82,0.29,-0.03,28-Jul-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
28-Jul-2019 - 00:00,35.43,0.92,30.94,5.75,16.83,13.63,4.27,13.88,,,,28.14,90.49,3.2,157.95,9.89,737.78,0.0,-0.11,29-Jul-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
29-Jul-2019 - 00:00,36.54,0.96,34.73,21.58,24.08,29.86,6.56,14.48,,,,29.18,84.06,3.62,150.99,9.96,738.6,0.0,-0.11,30-Jul-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
30-Jul-2019 - 00:00,39.0,1.19,36.57,6.81,23.04,17.78,4.96,12.1,,,,29.29,84.09,3.47,145.46,9.96,738.02,0.0,-0.13,31-Jul-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
31-Jul-2019 - 00:00,37.4,1.27,38.69,6.85,26.81,19.83,5.67,36.24,,,,29.53,83.98,2.68,145.93,69.15,737.76,0.0,-0.1,01-Aug-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
01-Aug-2019 - 00:00,36.7,1.17,36.84,6.52,26.68,19.49,5.3,30.09,,,,30.34,82.97,2.76,141.9,174.02,737.59,0.0,-0.1,02-Aug-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
02-Aug-2019 - 00:00,41.69,1.03,44.59,6.18,25.88,18.79,5.23,29.74,,,,30.81,82.91,2.84,156.37,195.35,736.68,0.0,-0.1,03-Aug-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
03-Aug-2019 - 00:00,43.34,1.25,41.9,7.58,30.39,22.34,5.19,33.98,,,,30.51,85.66,2.53,152.68,173.82,736.32,0.01,-0.09,04-Aug-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
04-Aug-2019 - 00:00,44.92,1.01,44.4,7.11,32.62,23.13,5.6,33.14,,,,30.42,87.36,1.8,162.09,160.19,735.93,0.36,-0.04,05-Aug-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
05-Aug-2019 - 00:00,42.73,1.48,30.51,8.11,36.88,26.21,6.41,35.51,,,,29.34,92.1,1.29,163.15,110.34,735.01,0.01,-0.03,06-Aug-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
06-Aug-2019 - 00:00,39.33,1.12,33.1,8.37,28.42,21.91,6.07,31.52,,,,28.45,90.88,1.39,185.54,113.7,734.91,0.03,0.0,07-Aug-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
07-Aug-2019 - 00:00,41.44,0.97,35.23,7.51,23.01,18.34,4.5,6.47,,,,27.68,90.91,2.31,118.62,157.15,734.28,0.11,-0.06,08-Aug-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
08-Aug-2019 - 00:00,40.83,0.67,31.78,6.93,19.17,15.84,4.27,15.32,,,,29.31,85.49,4.07,134.36,153.32,733.21,0.0,-0.14,09-Aug-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
09-Aug-2019 - 00:00,33.96,0.99,35.05,6.52,16.22,13.89,5.78,13.03,,,,28.8,85.38,5.26,173.15,112.51,735.61,0.02,-0.14,10-Aug-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
10-Aug-2019 - 00:00,35.13,1.34,31.98,6.67,23.86,18.11,5.62,14.85,,,,30.24,81.79,1.81,227.78,183.0,738.31,0.0,-0.03,11-Aug-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
11-Aug-2019 - 00:00,36.26,1.31,29.21,7.23,33.17,23.52,7.84,25.11,,,,30.27,82.63,1.34,165.85,116.47,739.32,0.0,-0.05,12-Aug-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
