from date,BP,PM2.5,RH,SR,Temp,VWS,WD,WS,Benzene,Eth-Benzene,MP-Xylene,O Xylene,Toluene,CO,NO,NOx,NO2,SO2,Ozone,to date,station
26-Nov-2019 - 00:00,737.72,30.65,67.55,209.62,20.41,2.55,126.22,1.9,0.98,0.52,0.68,0.38,1.27,0.5,9.8,18.6,19.85,14.06,25.26,27-Nov-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
27-Nov-2019 - 00:00,736.85,23.52,74.4,126.33,20.84,2.07,147.13,1.78,0.98,0.52,0.68,0.38,1.27,0.52,9.85,18.64,19.85,8.46,19.37,28-Nov-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
28-Nov-2019 - 00:00,737.69,28.85,81.17,157.96,20.08,2.18,128.89,1.51,0.98,0.52,0.68,0.38,1.29,0.37,9.92,18.64,19.74,9.0,18.89,29-Nov-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
29-Nov-2019 - 00:00,736.96,32.79,78.77,118.73,19.76,2.05,117.32,1.49,0.98,0.52,0.68,0.38,1.29,0.2,9.71,18.67,20.12,6.97,16.8,30-Nov-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
30-Nov-2019 - 00:00,737.02,42.35,78.03,127.44,19.23,2.17,166.16,1.54,0.99,0.52,0.68,0.38,1.27,0.07,9.38,17.5,18.43,15.32,23.01,01-Dec-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
01-Dec-2019 - 00:00,736.95,53.31,76.25,125.59,18.43,2.31,171.87,1.26,0.98,0.52,0.69,0.38,1.28,0.01,9.32,17.53,18.55,9.18,30.34,02-Dec-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
02-Dec-2019 - 00:00,737.02,49.94,75.76,124.29,18.06,2.41,125.86,1.46,0.98,0.52,0.68,0.38,1.28,0.42,9.38,17.53,18.48,9.88,32.1,03-Dec-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
03-Dec-2019 - 00:00,737.49,48.74,73.14,174.82,17.79,2.49,144.66,1.57,0.98,0.52,0.68,0.38,1.28,0.43,9.05,17.2,18.37,10.37,57.97,04-Dec-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
04-Dec-2019 - 00:00,737.5,57.09,73.03,182.08,17.85,2.57,116.0,1.95,0.98,0.52,0.68,0.38,1.28,0.24,10.57,19.82,20.94,20.06,84.82,05-Dec-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
05-Dec-2019 - 00:00,736.95,60.13,76.0,122.36,18.95,2.51,122.11,2.05,0.98,0.52,0.68,0.38,1.3,0.78,13.24,24.85,26.33,13.13,82.6,06-Dec-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
06-Dec-2019 - 00:00,735.84,39.73,57.73,108.59,19.99,2.82,125.97,1.99,0.98,0.52,0.68,0.38,1.28,1.13,12.63,24.09,25.83,28.08,34.1,07-Dec-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
07-Dec-2019 - 00:00,736.19,42.68,64.39,113.29,19.48,2.84,117.28,1.9,0.98,0.52,0.68,0.38,1.29,0.63,11.76,22.26,23.71,25.68,37.22,08-Dec-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
08-Dec-2019 - 00:00,736.48,47.56,68.13,129.73,18.68,2.76,109.12,1.55,0.98,0.52,0.68,0.38,1.28,0.27,11.49,21.48,22.66,20.5,36.56,09-Dec-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
09-Dec-2019 - 00:00,736.54,69.38,73.99,108.34,17.99,2.72,139.93,1.48,0.98,0.52,0.68,0.38,1.28,0.93,11.44,21.68,23.11,35.94,25.03,10-Dec-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
10-Dec-2019 - 00:00,737.57,60.49,74.68,176.48,17.47,2.58,162.09,1.63,0.98,0.52,0.68,0.38,1.28,1.7,11.05,20.8,22.05,23.78,26.85,11-Dec-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
11-Dec-2019 - 00:00,738.38,87.56,78.52,222.69,18.04,2.51,129.67,1.84,0.98,0.52,0.68,0.38,1.27,0.58,11.08,21.1,22.59,17.52,30.04,12-Dec-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
12-Dec-2019 - 00:00,736.82,36.31,78.85,108.07,18.2,2.17,131.66,1.69,0.98,0.52,0.68,0.38,1.27,0.13,11.37,21.51,22.91,6.94,33.37,13-Dec-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
13-Dec-2019 - 00:00,736.59,13.15,77.51,102.73,17.53,1.8,160.4,2.26,1.42,0.62,0.73,0.51,1.99,0.72,11.64,21.86,23.14,8.99,40.64,14-Dec-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
14-Dec-2019 - 00:00,737.17,23.84,83.45,119.96,16.71,1.78,136.5,1.57,2.67,0.92,0.86,0.91,3.99,1.1,10.75,20.24,21.47,11.4,27.4,15-Dec-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
15-Dec-2019 - 00:00,736.9,40.02,80.82,109.41,16.7,1.87,158.42,1.05,2.68,0.92,0.86,0.91,3.98,0.76,10.94,20.84,22.3,9.34,17.61,16-Dec-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
16-Dec-2019 - 00:00,737.18,63.13,88.0,100.42,13.73,1.83,134.02,1.01,2.68,0.92,0.86,0.91,3.97,0.67,10.44,19.97,21.41,10.77,11.57,17-Dec-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
17-Dec-2019 - 00:00,737.11,58.2,86.19,104.91,14.98,1.92,135.3,0.98,2.69,0.92,0.86,0.91,3.95,0.46,10.78,20.43,21.77,10.43,18.15,18-Dec-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
18-Dec-2019 - 00:00,737.21,77.6,91.97,101.71,16.2,1.91,177.7,1.37,2.67,0.92,0.86,0.9,3.98,0.54,10.43,19.65,20.84,8.34,14.6,19-Dec-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
19-Dec-2019 - 00:00,737.1,69.2,94.21,96.72,13.3,1.94,182.05,1.15,2.69,0.92,0.86,0.9,3.98,0.7,10.12,19.19,20.44,11.44,8.67,20-Dec-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
20-Dec-2019 - 00:00,737.06,90.19,90.57,111.07,10.91,1.93,137.51,1.05,2.68,0.92,0.86,0.91,3.97,0.11,10.39,19.7,20.99,11.37,11.97,21-Dec-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
21-Dec-2019 - 00:00,737.25,73.76,94.6,108.48,9.35,1.95,110.04,1.25,2.67,0.92,0.87,0.91,3.98,0.0,9.89,18.96,20.36,8.93,10.34,22-Dec-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
22-Dec-2019 - 00:00,737.28,73.19,93.54,115.23,9.99,2.07,108.08,1.32,2.68,0.92,0.86,0.91,3.97,0.0,10.2,19.48,20.87,9.98,15.45,23-Dec-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
23-Dec-2019 - 00:00,737.15,78.59,94.89,101.23,9.16,2.14,145.9,1.26,1.37,0.47,0.44,0.47,2.05,0.27,10.57,20.16,21.58,10.82,8.87,24-Dec-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
24-Dec-2019 - 00:00,737.16,74.57,95.0,101.42,8.86,2.05,117.4,1.29,1.08,0.37,0.34,0.36,1.59,0.3,10.78,20.19,21.32,7.64,6.89,25-Dec-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
25-Dec-2019 - 00:00,737.34,59.81,95.0,111.21,7.28,2.11,110.0,1.23,2.68,0.92,0.86,0.91,3.97,0.31,10.39,19.9,21.37,4.72,9.39,26-Dec-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
26-Dec-2019 - 00:00,737.1,49.92,95.0,96.81,6.93,2.12,200.96,1.11,2.67,0.92,0.86,0.91,3.97,0.32,10.28,19.76,21.28,5.51,8.04,27-Dec-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
27-Dec-2019 - 00:00,737.11,96.97,93.86,104.17,6.92,2.14,138.16,1.31,2.68,0.92,0.86,0.9,3.98,0.38,10.43,19.93,21.36,5.85,9.81,28-Dec-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
28-Dec-2019 - 00:00,737.36,79.03,95.0,113.01,5.79,2.2,103.39,1.7,2.68,0.93,0.86,0.92,3.97,0.65,10.16,19.38,20.74,11.31,6.51,29-Dec-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
29-Dec-2019 - 00:00,738.06,88.34,94.61,167.25,5.43,2.09,139.39,1.32,2.68,0.91,0.86,0.92,3.98,,9.77,18.51,19.69,7.68,5.03,30-Dec-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
30-Dec-2019 - 00:00,738.93,91.19,94.35,227.73,6.06,2.08,129.54,1.63,2.7,0.92,0.85,0.91,3.97,1.72,10.1,18.95,20.03,14.99,5.32,31-Dec-2019 - 00:00,"Sector-6, Panchkula - HSPCB "
31-Dec-2019 - 00:00,737.0,91.87,95.0,107.4,5.28,2.1,59.22,1.83,2.67,0.93,0.9,0.91,3.96,1.35,10.15,18.12,18.39,3.7,0.64,01-Jan-2020 - 00:00,"Sector-6, Panchkula - HSPCB "
