from date,Benzene,Toluene,Xylene,BP,PM2.5,RH,SR,Temp,VWS,WD,WS,RF,CO,NO,NO2,NOx,Ozone,SO2,to date,station
22-Apr-2019 - 00:00,7.62,12.63,2.01,747.32,76.74,35.9,282.46,27.05,-0.22,360.0,2.02,0.0,0.66,16.03,52.61,40.78,13.57,12.6,23-Apr-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
23-Apr-2019 - 00:00,10.52,15.02,2.22,747.42,77.98,35.36,276.81,27.69,-0.2,350.85,2.02,0.0,0.6,16.23,44.39,36.45,13.56,9.7,24-Apr-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
24-Apr-2019 - 00:00,13.17,24.33,2.92,747.56,81.19,36.88,272.42,27.76,-0.21,358.15,2.04,0.0,0.72,33.87,41.92,49.59,13.57,7.83,25-Apr-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
25-Apr-2019 - 00:00,12.51,17.13,1.72,747.54,72.98,38.3,271.48,28.76,-0.2,355.15,2.65,0.0,0.58,16.34,32.37,30.31,13.62,11.21,26-Apr-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
26-Apr-2019 - 00:00,7.81,11.82,1.15,747.43,68.32,36.45,306.66,29.1,-0.2,358.68,2.42,0.0,0.51,16.77,36.75,33.0,13.68,17.11,27-Apr-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
27-Apr-2019 - 00:00,7.93,10.61,1.41,747.4,78.49,30.59,291.52,29.03,-0.25,359.03,3.32,0.0,0.51,19.81,42.67,38.6,13.73,19.03,28-Apr-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
28-Apr-2019 - 00:00,5.16,7.23,0.98,747.34,67.37,28.24,296.31,29.72,-0.23,358.76,3.35,0.0,0.47,20.82,46.37,41.39,13.79,20.33,29-Apr-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
29-Apr-2019 - 00:00,10.67,24.61,3.77,747.52,110.02,28.27,281.93,27.15,-0.2,358.98,1.38,0.0,0.95,31.15,56.49,54.96,13.61,13.82,30-Apr-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
30-Apr-2019 - 00:00,16.0,30.3,7.84,747.69,84.16,27.79,294.95,28.11,-0.19,358.62,2.06,0.0,0.98,33.77,48.45,53.0,13.71,8.98,01-May-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
01-May-2019 - 00:00,17.15,25.97,4.32,747.68,68.69,27.68,298.69,27.57,-0.2,358.51,1.86,0.0,0.69,23.53,43.71,42.72,13.72,13.92,02-May-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
02-May-2019 - 00:00,5.64,4.73,0.9,747.57,81.91,33.6,261.88,27.36,-0.21,359.3,2.61,0.0,0.42,10.93,23.41,21.04,13.69,13.99,03-May-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
03-May-2019 - 00:00,3.71,3.3,0.47,747.35,55.65,35.45,251.14,27.21,-0.23,358.62,4.45,0.0,0.32,10.36,17.1,17.31,13.63,11.62,04-May-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
04-May-2019 - 00:00,21.11,9.14,1.28,747.36,70.94,31.44,280.51,29.69,-0.21,358.29,2.56,0.0,0.72,24.45,41.8,41.47,35.73,43.74,05-May-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
05-May-2019 - 00:00,8.74,17.26,2.81,747.39,59.6,25.46,323.62,28.85,-0.24,358.73,3.11,0.0,0.91,33.25,58.03,57.87,73.8,40.46,06-May-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
06-May-2019 - 00:00,5.71,10.13,1.41,747.4,45.74,24.6,306.18,27.99,-0.23,359.55,3.04,0.0,0.72,20.4,44.23,40.08,86.4,62.45,07-May-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
07-May-2019 - 00:00,11.67,17.46,2.12,747.46,95.19,25.59,287.39,27.83,-0.23,359.24,3.26,0.0,0.8,19.95,41.06,37.5,61.22,37.21,08-May-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
08-May-2019 - 00:00,10.53,17.83,1.22,747.51,77.81,26.19,277.33,28.06,-0.23,359.57,3.61,0.0,0.56,18.98,34.24,33.6,58.31,50.85,09-May-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
09-May-2019 - 00:00,10.04,14.37,1.27,747.48,68.76,27.98,270.47,27.94,-0.22,359.51,3.61,0.0,0.6,18.29,34.85,32.98,65.56,37.65,10-May-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
10-May-2019 - 00:00,3.6,3.14,0.59,747.33,47.79,27.83,389.89,28.5,-0.21,359.94,4.13,0.0,0.4,17.36,22.35,25.93,101.31,52.41,11-May-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
11-May-2019 - 00:00,9.48,12.87,0.9,747.5,77.17,30.69,379.18,28.1,-0.23,360.0,3.61,0.0,0.56,10.78,45.6,32.13,71.56,17.15,12-May-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
12-May-2019 - 00:00,8.14,10.33,1.92,747.0,105.91,39.09,129.94,28.25,-0.24,359.98,3.09,0.0,0.81,18.53,43.89,38.32,48.19,10.46,13-May-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
13-May-2019 - 00:00,4.6,4.91,1.08,747.26,57.97,38.35,237.65,28.23,-0.21,359.57,2.71,0.0,0.54,18.95,25.05,28.41,77.46,10.27,14-May-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
14-May-2019 - 00:00,4.19,15.64,0.53,747.1,143.88,40.81,299.61,28.06,-0.21,359.86,2.83,0.0,0.41,15.81,24.1,25.35,53.34,5.05,15-May-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
15-May-2019 - 00:00,6.39,15.6,0.68,747.4,103.61,38.24,268.89,27.84,-0.22,359.92,2.44,0.0,0.52,13.07,25.31,24.03,69.97,9.54,16-May-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
16-May-2019 - 00:00,8.03,20.97,1.16,747.36,66.17,40.9,253.91,28.27,-0.2,359.57,2.45,0.0,0.52,16.16,25.54,26.65,58.57,11.12,17-May-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
17-May-2019 - 00:00,7.01,20.94,0.76,747.34,46.15,39.17,281.81,28.38,-0.21,359.65,2.67,0.0,0.46,18.09,24.39,27.36,67.19,15.6,18-May-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
18-May-2019 - 00:00,3.71,1.88,0.56,746.68,35.95,47.94,295.24,28.59,-0.23,359.91,3.74,0.0,0.42,18.57,27.69,29.76,32.65,14.46,19-May-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
19-May-2019 - 00:00,5.06,4.78,0.62,747.18,54.65,38.96,304.5,28.08,-0.22,359.95,3.07,0.0,0.57,19.85,35.3,34.87,32.1,14.77,20-May-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
20-May-2019 - 00:00,9.63,11.45,2.29,747.45,69.23,32.73,293.81,28.56,-0.2,360.0,2.01,0.0,0.83,19.54,41.21,37.76,30.66,10.05,21-May-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
21-May-2019 - 00:00,5.78,6.01,0.73,747.48,52.0,32.83,278.65,28.15,-0.2,359.98,2.03,0.0,0.54,13.77,26.7,25.37,11.86,11.05,22-May-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
22-May-2019 - 00:00,10.16,17.96,2.15,746.71,47.64,48.22,94.11,37.18,-0.21,360.0,1.65,0.33,0.98,57.97,90.02,92.09,13.06,42.5,23-May-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
23-May-2019 - 00:00,7.02,11.63,1.16,747.44,38.07,45.49,267.66,28.3,-0.22,359.82,2.51,0.02,0.49,17.34,27.94,28.93,14.17,3.48,24-May-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
24-May-2019 - 00:00,5.88,5.02,0.72,747.08,42.46,51.85,272.78,29.02,-0.21,359.99,3.04,0.02,0.44,19.3,28.61,30.86,14.47,8.46,25-May-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
25-May-2019 - 00:00,6.37,5.42,0.76,747.15,48.83,44.19,312.9,28.63,-0.24,359.74,4.35,0.0,0.53,15.43,33.67,30.39,13.87,5.58,26-May-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
26-May-2019 - 00:00,5.22,5.51,0.67,747.43,50.12,36.05,314.8,27.56,-0.22,359.73,2.51,0.0,0.61,13.75,32.32,28.3,11.26,11.66,27-May-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
27-May-2019 - 00:00,8.09,13.64,1.47,747.55,56.18,32.77,297.94,28.47,-0.21,359.96,1.77,0.0,0.74,14.1,42.74,34.16,8.8,6.28,28-May-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
28-May-2019 - 00:00,8.31,12.62,0.58,747.62,52.07,29.07,317.39,25.82,-0.22,359.83,2.28,0.0,0.67,13.34,39.47,31.76,5.58,6.54,29-May-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
29-May-2019 - 00:00,5.9,14.68,0.81,747.89,64.97,28.23,315.65,25.56,-0.2,359.76,1.77,0.0,0.94,25.56,45.42,44.89,6.67,7.52,30-May-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
30-May-2019 - 00:00,13.32,44.2,4.06,747.92,77.28,28.5,286.28,25.61,-0.21,358.06,1.96,0.0,1.5,58.88,51.01,74.99,9.69,7.68,31-May-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
31-May-2019 - 00:00,6.15,12.95,1.91,747.77,64.7,28.72,286.78,28.58,-0.21,356.89,2.29,0.0,0.72,10.58,33.0,25.7,8.27,7.1,01-Jun-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
01-Jun-2019 - 00:00,9.61,19.24,1.89,747.91,61.99,30.09,276.12,27.19,-0.21,359.98,2.01,0.0,0.76,15.03,34.98,30.78,14.03,7.44,02-Jun-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
02-Jun-2019 - 00:00,4.31,4.04,0.83,747.88,65.46,37.31,297.09,26.96,-0.2,359.92,2.66,0.0,0.59,13.01,14.45,18.21,19.57,5.68,03-Jun-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
03-Jun-2019 - 00:00,1.1,0.26,0.36,747.75,82.74,43.89,346.74,26.83,-0.19,359.92,4.28,0.0,0.57,16.24,7.29,16.91,17.61,5.18,04-Jun-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
04-Jun-2019 - 00:00,3.99,7.22,1.62,748.38,90.0,35.19,392.17,28.17,-0.2,359.93,2.09,0.0,0.78,14.25,30.41,27.75,81.23,19.27,05-Jun-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
05-Jun-2019 - 00:00,4.41,6.68,1.25,747.85,76.07,38.81,256.08,27.04,-0.2,359.97,1.76,0.0,0.83,14.93,23.86,24.78,71.13,11.6,06-Jun-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
06-Jun-2019 - 00:00,5.92,8.96,1.26,747.74,74.39,38.08,273.71,27.39,-0.21,359.97,2.85,0.0,0.67,15.05,24.26,25.09,66.14,7.73,07-Jun-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
07-Jun-2019 - 00:00,1.78,1.62,0.5,747.67,50.75,44.75,289.11,26.9,-0.2,359.82,3.34,0.0,0.48,13.96,12.39,17.89,60.31,11.28,08-Jun-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
08-Jun-2019 - 00:00,5.54,8.16,2.03,747.95,55.5,39.02,315.57,27.11,-0.2,359.99,2.11,0.0,0.8,15.92,28.08,27.51,53.96,12.58,09-Jun-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
09-Jun-2019 - 00:00,6.22,7.68,1.24,747.94,92.8,30.0,307.26,27.18,-0.22,359.8,2.31,0.0,0.7,12.59,29.77,26.02,87.68,8.34,10-Jun-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
10-Jun-2019 - 00:00,8.82,11.49,2.14,748.03,69.74,28.39,304.97,27.57,-0.21,359.66,1.89,0.0,0.92,13.88,37.37,31.1,97.41,11.44,11-Jun-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
11-Jun-2019 - 00:00,8.07,9.18,1.53,747.92,100.38,31.54,252.8,27.51,-0.21,359.9,1.82,0.0,0.83,14.92,35.98,30.57,93.3,16.06,12-Jun-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
12-Jun-2019 - 00:00,4.42,5.19,0.9,747.7,84.7,42.14,256.36,27.18,-0.22,359.78,3.75,0.0,0.54,13.65,22.63,23.07,70.4,9.45,13-Jun-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
13-Jun-2019 - 00:00,3.2,4.78,0.99,747.44,80.89,41.23,198.29,26.62,-0.2,358.66,2.68,0.0,0.62,14.57,18.35,21.56,88.58,11.3,14-Jun-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
14-Jun-2019 - 00:00,25.49,9.57,1.75,747.6,48.28,35.32,300.93,28.23,-0.2,352.27,3.54,0.0,0.67,23.59,31.91,35.67,47.7,58.47,15-Jun-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
15-Jun-2019 - 00:00,4.56,4.3,0.81,747.5,52.52,35.59,270.49,27.1,-0.2,355.21,4.04,0.0,0.57,13.55,32.08,28.08,42.89,6.7,16-Jun-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
16-Jun-2019 - 00:00,0.5,0.84,0.42,747.03,39.27,55.29,182.99,26.78,-0.22,355.04,5.39,0.0,0.39,14.1,21.54,22.92,15.19,4.94,17-Jun-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
17-Jun-2019 - 00:00,2.1,3.17,0.9,747.04,43.01,64.15,197.31,27.12,-0.22,355.12,4.14,0.16,0.63,28.49,24.09,35.99,7.18,5.81,18-Jun-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
18-Jun-2019 - 00:00,6.58,8.28,1.4,746.74,43.49,62.25,175.73,27.4,-0.2,355.07,2.74,0.0,0.64,19.95,30.66,32.52,9.26,8.58,19-Jun-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
19-Jun-2019 - 00:00,3.18,4.2,0.92,746.54,37.09,75.41,95.66,27.35,-0.2,354.98,1.98,0.0,0.56,28.36,22.74,35.14,3.37,8.37,20-Jun-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
20-Jun-2019 - 00:00,2.31,4.27,0.75,747.11,35.99,62.65,302.82,26.98,-0.2,355.11,1.49,0.0,0.56,22.91,22.0,30.32,3.16,8.35,21-Jun-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
21-Jun-2019 - 00:00,2.92,4.41,0.75,747.44,49.23,50.11,257.34,26.97,-0.2,355.22,1.86,0.0,0.61,13.49,30.1,26.97,2.76,7.12,22-Jun-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
22-Jun-2019 - 00:00,3.08,3.02,0.48,747.5,61.6,45.93,213.22,27.07,-0.2,355.26,1.79,0.0,0.47,13.5,23.68,23.57,2.34,8.2,23-Jun-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
23-Jun-2019 - 00:00,0.12,0.02,0.3,747.55,34.23,51.98,297.59,26.57,-0.2,355.15,3.73,0.0,0.4,13.8,17.51,20.53,2.27,7.33,24-Jun-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
24-Jun-2019 - 00:00,0.68,0.53,0.32,747.36,36.67,60.91,281.48,26.83,-0.21,350.5,3.33,0.0,0.41,13.7,17.83,20.63,2.42,8.99,25-Jun-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
25-Jun-2019 - 00:00,1.16,2.2,0.48,747.51,41.62,54.22,292.32,27.24,-0.2,350.05,2.03,0.0,0.56,13.44,21.5,22.36,3.4,8.45,26-Jun-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
26-Jun-2019 - 00:00,1.58,5.66,1.14,747.17,43.81,58.77,186.12,27.09,-0.2,355.3,2.31,0.38,0.8,19.5,26.12,29.76,4.29,10.12,27-Jun-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
27-Jun-2019 - 00:00,4.02,14.8,2.59,747.4,61.95,52.2,257.4,27.01,-0.2,355.44,2.22,0.0,0.99,17.78,35.27,33.21,3.87,6.44,28-Jun-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
28-Jun-2019 - 00:00,9.83,22.74,3.11,747.56,66.41,42.11,304.45,27.61,-0.21,355.65,2.52,0.0,1.04,20.44,49.79,43.1,3.88,10.03,29-Jun-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
29-Jun-2019 - 00:00,3.47,6.17,1.23,747.52,48.85,42.86,278.83,27.16,-0.2,355.53,3.8,0.19,0.54,11.19,24.69,22.24,3.05,7.84,30-Jun-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
30-Jun-2019 - 00:00,1.2,1.87,0.52,747.45,47.44,45.98,256.62,27.22,-0.2,355.59,3.94,0.02,0.45,8.84,20.93,18.31,2.94,9.72,01-Jul-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
01-Jul-2019 - 00:00,1.78,2.54,0.7,747.49,46.89,47.43,280.94,27.66,-0.2,355.68,3.12,0.0,0.48,8.62,21.53,18.46,3.15,6.05,02-Jul-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
02-Jul-2019 - 00:00,0.69,0.66,0.36,747.43,51.35,47.97,234.53,27.22,-0.21,355.49,3.27,0.0,0.53,8.53,19.99,17.57,2.88,10.73,03-Jul-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
03-Jul-2019 - 00:00,0.61,1.09,0.44,747.38,27.36,54.93,230.57,27.23,-0.24,355.49,3.14,0.0,0.43,10.37,17.42,17.69,2.56,11.35,04-Jul-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
04-Jul-2019 - 00:00,1.12,2.21,0.63,747.34,32.14,61.56,289.32,26.81,-0.21,355.3,2.8,1.55,0.49,15.45,18.53,22.41,2.41,12.18,05-Jul-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
05-Jul-2019 - 00:00,2.61,1.94,0.53,746.31,23.22,92.6,78.17,28.66,-0.21,339.17,2.49,1.17,0.73,29.97,17.14,33.32,7.35,53.19,06-Jul-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
06-Jul-2019 - 00:00,2.37,3.59,0.68,747.34,27.98,70.66,338.6,29.25,-0.2,346.14,2.63,0.0,0.61,39.36,22.49,42.77,12.7,29.94,07-Jul-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
07-Jul-2019 - 00:00,1.17,3.39,1.66,747.23,36.0,76.08,262.66,27.52,-0.2,334.6,1.94,0.23,0.71,26.47,21.93,33.18,14.01,13.11,08-Jul-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
08-Jul-2019 - 00:00,0.78,3.02,1.2,746.98,31.84,83.57,172.71,27.19,-0.2,353.84,2.57,0.43,0.65,25.6,24.28,33.73,13.92,12.98,09-Jul-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
09-Jul-2019 - 00:00,3.46,9.63,2.12,746.6,44.08,91.61,93.89,27.58,-0.2,355.34,1.88,1.17,0.79,26.8,17.63,31.17,13.75,16.11,10-Jul-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
10-Jul-2019 - 00:00,1.43,4.84,1.36,746.81,48.78,81.59,236.26,28.07,-0.2,355.4,2.85,0.3,0.64,27.27,22.65,34.21,13.94,11.2,11-Jul-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
11-Jul-2019 - 00:00,1.18,4.17,1.06,747.07,48.75,71.9,190.91,27.18,-0.2,353.19,4.67,0.0,0.53,25.35,15.61,28.92,14.13,14.17,12-Jul-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
12-Jul-2019 - 00:00,1.11,3.56,0.91,747.11,40.85,65.21,228.24,26.83,-0.2,355.45,4.47,0.0,0.55,21.53,18.02,27.08,14.3,15.76,13-Jul-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
13-Jul-2019 - 00:00,1.06,2.72,0.64,747.33,41.29,59.26,281.93,26.8,-0.2,355.34,5.73,0.0,0.43,18.31,17.33,24.11,13.48,17.36,14-Jul-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
14-Jul-2019 - 00:00,0.37,0.8,0.58,747.31,38.38,56.22,288.04,26.66,-0.2,355.35,5.72,0.0,0.37,17.08,16.29,22.56,13.36,13.92,15-Jul-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
15-Jul-2019 - 00:00,0.76,1.86,0.74,747.28,47.72,58.74,233.04,26.8,-0.2,355.31,4.48,0.0,0.44,17.74,16.96,23.44,13.18,10.83,16-Jul-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
16-Jul-2019 - 00:00,1.19,2.35,0.48,747.26,40.86,65.03,197.77,26.88,-0.2,354.66,3.09,0.0,0.47,12.25,17.58,19.32,13.03,15.63,17-Jul-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
17-Jul-2019 - 00:00,2.19,5.53,0.99,746.85,35.86,74.49,252.93,26.6,-0.2,353.44,2.9,1.25,0.57,17.24,17.07,23.1,13.08,14.55,18-Jul-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
18-Jul-2019 - 00:00,2.05,5.27,0.98,746.84,43.14,75.29,270.37,26.9,-0.2,354.83,0.97,0.06,0.59,18.58,19.46,25.45,13.04,11.85,19-Jul-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
19-Jul-2019 - 00:00,1.71,2.75,0.57,747.3,49.74,68.81,276.01,27.75,-0.2,355.4,1.69,0.0,0.54,19.18,22.55,27.58,13.02,11.78,20-Jul-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
20-Jul-2019 - 00:00,0.21,1.11,0.59,747.43,38.72,62.29,291.01,26.67,-0.2,354.86,1.93,0.0,0.56,11.7,17.73,18.94,13.16,12.83,21-Jul-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
21-Jul-2019 - 00:00,0.13,0.55,0.52,747.32,45.3,66.27,252.7,26.85,-0.2,355.03,1.71,0.0,0.58,14.22,18.85,21.6,13.7,15.59,22-Jul-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
22-Jul-2019 - 00:00,0.26,1.86,0.67,747.41,43.16,63.44,267.74,27.02,-0.2,355.31,1.26,0.0,0.64,13.48,17.67,20.34,13.83,12.04,23-Jul-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
23-Jul-2019 - 00:00,1.09,5.59,1.74,747.39,42.31,63.35,271.28,26.99,-0.2,355.44,1.72,0.06,0.91,18.28,25.78,28.57,13.81,14.84,24-Jul-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
24-Jul-2019 - 00:00,1.25,4.91,1.24,747.21,29.96,69.32,198.31,26.81,-0.2,355.19,2.57,0.27,0.69,20.12,23.37,28.79,13.81,14.44,25-Jul-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
25-Jul-2019 - 00:00,0.93,1.76,0.56,746.92,18.19,79.19,192.27,27.37,-0.2,355.42,3.02,0.0,0.47,18.66,18.55,25.05,13.78,14.57,26-Jul-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
26-Jul-2019 - 00:00,3.32,4.72,0.9,746.72,26.23,84.26,139.57,27.38,-0.2,355.43,1.38,0.69,0.58,23.37,18.78,28.99,13.8,14.16,27-Jul-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
27-Jul-2019 - 00:00,0.73,4.8,1.6,746.62,27.3,85.62,192.57,27.21,-0.2,355.09,2.07,1.65,0.69,27.81,18.4,32.38,13.76,7.74,28-Jul-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
28-Jul-2019 - 00:00,0.28,1.58,0.79,746.75,29.08,84.96,208.83,26.78,-0.2,355.44,2.87,0.71,0.5,23.25,16.71,27.8,13.73,13.86,29-Jul-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
29-Jul-2019 - 00:00,0.36,1.01,0.49,747.18,27.08,75.74,208.28,26.69,-0.2,355.43,3.19,0.0,0.51,19.66,16.64,24.83,13.76,15.49,30-Jul-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
30-Jul-2019 - 00:00,0.88,1.03,0.54,747.27,27.52,70.68,235.14,26.75,-0.2,355.38,3.25,0.0,0.47,18.63,17.44,24.43,13.72,16.45,31-Jul-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
31-Jul-2019 - 00:00,1.0,2.11,0.45,747.09,33.18,73.69,156.56,26.68,-0.2,355.38,2.27,0.0,0.52,16.86,17.18,22.84,13.75,16.42,01-Aug-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
01-Aug-2019 - 00:00,0.23,0.91,0.36,747.32,40.62,67.9,219.38,26.84,-0.2,355.38,2.23,0.0,0.54,16.87,21.76,25.31,13.77,14.47,02-Aug-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
02-Aug-2019 - 00:00,1.53,5.23,1.24,747.0,46.14,82.44,130.86,27.26,-0.2,355.43,1.13,0.86,0.75,20.65,18.98,26.87,13.87,13.63,03-Aug-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
03-Aug-2019 - 00:00,1.59,6.01,1.56,747.07,49.28,87.01,151.43,27.34,-0.2,355.43,1.08,0.41,0.77,24.71,20.81,31.17,13.74,20.63,04-Aug-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
04-Aug-2019 - 00:00,1.87,3.71,1.2,747.0,103.93,85.26,179.47,27.11,-0.2,355.42,0.77,0.79,0.63,22.01,19.93,28.49,13.66,16.69,05-Aug-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
05-Aug-2019 - 00:00,1.47,1.5,0.49,747.05,112.34,84.59,118.99,27.09,-0.2,355.42,0.77,0.0,0.8,27.3,26.77,36.44,13.76,14.17,06-Aug-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
06-Aug-2019 - 00:00,,,,746.56,31.2,89.92,96.28,27.59,-0.2,355.49,1.4,0.72,0.56,29.74,28.05,39.09,12.89,30.14,07-Aug-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
07-Aug-2019 - 00:00,,,,746.73,27.81,83.55,186.39,27.19,-0.2,355.41,1.46,0.0,0.49,25.91,19.77,31.58,18.13,23.09,08-Aug-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
08-Aug-2019 - 00:00,,,,747.12,23.2,71.73,290.88,26.99,-0.2,355.48,3.64,0.0,0.35,22.86,19.27,28.85,16.49,17.92,09-Aug-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
09-Aug-2019 - 00:00,,,,747.01,34.25,75.92,190.68,26.68,-0.2,355.39,5.92,0.48,0.3,19.02,18.35,25.22,13.76,23.5,10-Aug-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
10-Aug-2019 - 00:00,,,,746.84,29.1,80.33,183.9,26.86,-0.2,355.47,2.91,0.0,0.33,26.07,16.72,30.09,12.55,21.53,11-Aug-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
11-Aug-2019 - 00:00,,,,747.26,27.61,70.41,288.26,27.05,-0.2,355.35,2.51,0.0,0.41,30.11,17.01,33.53,17.66,29.4,12-Aug-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
12-Aug-2019 - 00:00,4.54,6.0,0.53,747.24,31.69,70.75,302.17,27.82,-0.2,355.48,2.74,0.0,0.44,22.15,18.81,28.01,17.74,28.83,13-Aug-2019 - 00:00,"Sanjay Palace, Agra - UPPCB"
