from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,BP,PM10,PM2.5,RF,RH,SR,Temp,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
14-Apr-2019 - 00:00,1.11,2.5,0.61,2.02,757.07,63.04,27.76,0.0,18.4,179.04,32.68,261.85,1.03,0.88,12.82,10.53,20.34,30.87,50.64,10.6,15-Apr-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
15-Apr-2019 - 00:00,1.73,3.41,0.99,3.02,756.85,114.83,43.03,0.0,23.25,155.25,31.52,237.33,1.0,0.74,15.18,12.33,22.12,34.43,46.4,14.5,16-Apr-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
16-Apr-2019 - 00:00,0.83,1.97,0.5,1.65,756.74,210.76,55.57,0.03,45.91,150.11,25.09,230.64,0.94,0.7,16.99,11.81,17.51,27.2,36.74,13.41,17-Apr-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
17-Apr-2019 - 00:00,0.84,2.31,0.64,1.88,757.23,40.56,14.27,0.0,54.3,198.66,23.22,200.09,1.01,0.64,20.17,11.11,18.18,28.41,49.89,10.48,18-Apr-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
18-Apr-2019 - 00:00,0.97,2.19,0.5,1.78,757.23,43.71,19.44,0.0,36.63,202.09,26.36,310.63,1.04,0.6,17.84,9.81,19.37,29.18,64.14,9.72,19-Apr-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
19-Apr-2019 - 00:00,0.62,1.58,0.29,1.16,757.19,34.65,20.27,0.0,30.68,197.87,27.31,259.58,0.92,0.49,13.91,8.48,15.84,24.3,85.77,10.66,20-Apr-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
20-Apr-2019 - 00:00,1.59,3.5,0.96,2.89,757.19,50.24,18.75,0.0,27.57,197.83,28.61,249.29,0.99,0.91,15.4,13.62,25.19,38.78,65.11,13.0,21-Apr-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
21-Apr-2019 - 00:00,1.63,3.5,1.07,3.13,757.19,64.65,20.83,0.0,21.53,197.4,30.6,241.88,1.0,1.01,15.63,13.85,26.98,40.85,65.13,11.54,22-Apr-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
22-Apr-2019 - 00:00,1.9,4.18,1.28,3.84,757.18,65.5,24.29,0.0,19.79,194.05,32.38,258.51,0.95,1.13,15.8,15.2,25.86,41.06,67.56,12.96,23-Apr-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
23-Apr-2019 - 00:00,1.49,3.59,1.02,3.21,757.07,63.73,23.67,0.0,17.7,180.28,33.59,251.51,0.96,0.95,15.04,12.09,25.66,37.28,68.7,11.0,24-Apr-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
24-Apr-2019 - 00:00,1.38,3.15,0.99,2.78,757.12,51.61,21.42,0.0,15.62,186.73,34.26,283.14,1.03,0.81,12.57,9.93,20.64,30.56,81.2,10.31,25-Apr-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
25-Apr-2019 - 00:00,1.13,2.84,0.77,2.49,757.12,54.01,19.22,0.0,17.53,185.97,33.71,265.64,1.09,0.58,12.14,9.34,19.73,29.08,64.03,13.41,26-Apr-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
26-Apr-2019 - 00:00,1.24,2.8,0.69,2.21,757.36,57.91,21.76,0.0,22.81,214.0,34.09,301.55,1.0,0.89,18.34,9.76,20.64,30.4,37.44,8.72,27-Apr-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
27-Apr-2019 - 00:00,1.1,2.96,0.69,2.34,757.15,62.29,32.49,0.0,15.1,188.31,34.35,292.84,1.0,0.53,11.32,11.31,20.83,32.07,39.41,12.41,28-Apr-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
28-Apr-2019 - 00:00,0.9,2.32,0.5,1.84,757.18,75.73,48.22,0.0,11.24,191.88,34.02,294.7,1.0,0.68,11.09,11.14,19.81,31.12,48.52,9.14,29-Apr-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
29-Apr-2019 - 00:00,1.24,2.99,0.75,2.43,757.17,69.04,38.52,0.0,13.27,190.57,34.06,252.32,0.98,0.7,11.43,15.31,17.54,32.83,32.74,10.85,30-Apr-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
30-Apr-2019 - 00:00,1.57,4.09,1.19,3.7,757.17,87.62,34.22,0.0,17.86,191.24,33.06,253.51,1.02,0.74,12.11,13.87,19.83,33.71,38.33,11.96,01-May-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
01-May-2019 - 00:00,1.06,2.7,0.64,2.22,757.05,182.27,55.23,0.0,21.42,174.77,32.81,273.27,1.02,0.81,10.92,9.57,18.71,28.27,62.67,9.93,02-May-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
02-May-2019 - 00:00,1.12,3.66,0.72,2.07,757.08,101.04,33.75,0.0,13.77,181.15,33.76,290.32,1.0,0.48,10.43,9.51,19.62,29.13,70.96,14.11,03-May-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
03-May-2019 - 00:00,1.36,3.21,0.83,2.62,756.82,101.52,41.76,0.0,17.7,148.46,32.5,250.04,0.92,0.97,13.1,10.93,24.68,35.11,61.06,11.33,04-May-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
04-May-2019 - 00:00,1.93,4.1,1.2,3.39,756.66,95.68,40.59,0.01,33.03,135.27,29.18,173.72,0.98,0.85,18.41,13.38,30.25,43.41,41.02,15.34,05-May-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
05-May-2019 - 00:00,1.43,3.12,0.76,2.27,757.01,86.63,32.27,0.0,33.25,171.49,29.78,178.72,0.96,0.71,18.42,11.16,25.59,36.76,47.56,11.72,06-May-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
06-May-2019 - 00:00,1.17,2.96,0.65,2.23,757.15,64.47,24.11,0.0,16.0,186.31,33.06,254.38,0.93,0.97,12.19,11.93,22.38,33.82,52.85,10.49,07-May-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
07-May-2019 - 00:00,0.97,2.57,0.51,1.86,752.17,67.14,25.76,0.0,13.96,193.1,33.17,280.02,1.08,0.71,11.55,10.32,19.33,29.65,56.42,14.1,08-May-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
08-May-2019 - 00:00,0.94,2.51,0.52,1.82,752.16,74.96,30.29,0.0,13.42,191.89,32.6,275.61,1.11,1.12,10.23,10.63,16.73,27.35,58.06,9.9,09-May-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
09-May-2019 - 00:00,1.07,3.05,0.67,2.18,752.09,73.6,30.36,0.0,19.91,183.11,31.08,265.66,1.06,0.82,11.56,11.57,17.73,29.31,47.56,13.5,10-May-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
10-May-2019 - 00:00,1.07,2.96,0.71,2.18,752.25,68.27,25.78,0.0,30.38,203.03,30.02,255.34,0.98,1.1,12.87,11.6,16.85,28.49,43.21,12.59,11-May-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
11-May-2019 - 00:00,0.93,2.47,0.52,1.8,752.38,92.1,30.65,0.03,42.28,219.06,29.85,247.2,0.94,1.0,15.74,9.88,19.65,28.62,27.53,11.26,12-May-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
12-May-2019 - 00:00,0.74,1.88,0.35,1.31,752.31,94.11,27.92,0.01,39.7,210.69,30.08,247.03,0.97,0.96,18.31,9.92,17.14,25.19,41.18,11.4,13-May-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
13-May-2019 - 00:00,1.49,3.53,0.87,2.66,752.32,64.52,27.86,0.0,36.24,211.0,30.58,261.91,1.05,1.15,19.48,13.48,22.25,35.73,32.38,11.7,14-May-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
14-May-2019 - 00:00,1.21,3.18,0.79,2.44,752.23,94.69,55.05,0.0,28.16,200.34,31.5,249.42,0.95,1.22,17.35,12.59,18.2,30.65,39.11,12.26,15-May-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
15-May-2019 - 00:00,1.18,3.17,0.72,2.38,752.22,154.88,59.96,0.0,26.8,200.08,31.86,243.64,0.91,0.91,15.67,12.4,20.02,31.59,28.83,10.45,16-May-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
16-May-2019 - 00:00,0.98,2.66,0.6,1.99,752.14,105.95,45.18,0.0,33.08,192.13,31.35,242.88,1.02,0.67,16.18,11.46,18.26,29.72,33.34,11.93,17-May-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
17-May-2019 - 00:00,0.86,2.35,0.47,1.72,752.07,174.99,36.0,0.0,42.35,187.88,29.07,264.35,1.06,0.56,15.49,10.49,15.99,26.48,37.78,12.42,18-May-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
18-May-2019 - 00:00,0.74,1.97,0.33,1.34,752.08,61.88,32.37,0.0,38.43,186.28,30.01,275.98,0.99,0.57,12.96,8.77,16.31,25.02,48.41,9.03,19-May-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
19-May-2019 - 00:00,0.7,1.73,0.28,1.11,752.14,41.03,24.97,0.0,31.41,195.31,31.81,276.28,0.96,0.55,11.77,8.96,17.1,26.04,44.68,11.68,20-May-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
20-May-2019 - 00:00,1.14,2.84,0.66,2.08,752.07,51.56,40.1,0.0,28.11,186.92,32.96,242.37,1.01,0.71,12.09,13.93,18.49,32.45,28.05,11.39,21-May-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
21-May-2019 - 00:00,1.14,3.02,0.69,2.14,752.22,63.49,40.64,0.0,26.96,204.38,33.56,258.24,0.99,0.69,11.57,12.43,17.12,29.57,31.91,11.15,22-May-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
22-May-2019 - 00:00,1.02,2.71,0.63,1.95,752.26,88.23,31.03,0.0,25.94,208.19,33.81,273.31,1.04,0.67,11.34,11.54,15.46,27.0,33.47,12.48,23-May-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
23-May-2019 - 00:00,0.91,2.39,0.46,1.73,752.25,133.21,34.24,0.0,30.69,206.6,33.84,268.77,1.02,0.7,13.6,11.71,15.87,27.57,34.4,8.25,24-May-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
24-May-2019 - 00:00,0.91,2.54,0.49,1.76,752.22,202.66,69.07,0.0,29.78,204.26,33.15,286.06,1.13,0.57,13.26,10.58,17.84,28.41,42.2,13.58,25-May-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
25-May-2019 - 00:00,0.81,2.22,0.47,1.46,752.15,116.53,56.89,0.0,25.78,192.48,33.93,299.9,0.99,0.57,12.33,9.92,22.59,32.51,54.71,11.35,26-May-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
26-May-2019 - 00:00,0.94,2.23,0.39,1.54,752.16,83.83,59.16,0.0,22.73,191.67,34.26,255.44,0.93,0.72,13.63,11.43,24.25,35.68,47.34,10.42,27-May-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
27-May-2019 - 00:00,1.11,2.85,1.2,1.47,752.22,106.79,49.3,0.0,20.25,199.96,34.72,267.6,0.99,0.88,10.42,15.76,19.27,28.69,34.42,11.33,28-May-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
28-May-2019 - 00:00,1.15,3.05,1.02,1.76,751.95,120.75,65.92,0.0,24.53,164.21,33.59,251.88,0.99,0.79,10.22,18.09,23.59,36.87,45.09,14.98,29-May-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
29-May-2019 - 00:00,1.61,3.95,1.64,2.18,751.86,113.03,56.41,0.0,27.66,153.59,33.91,273.76,1.02,0.93,20.32,19.25,24.78,43.95,35.38,12.68,30-May-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
30-May-2019 - 00:00,1.69,4.16,1.98,2.04,752.2,107.05,58.32,0.0,21.81,196.45,35.37,230.16,0.87,1.18,17.94,14.51,31.46,45.95,34.46,14.5,31-May-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
31-May-2019 - 00:00,1.18,3.18,1.84,1.04,761.36,166.17,43.33,0.0,24.55,203.1,35.17,258.09,0.89,1.11,17.19,7.11,36.66,40.87,41.13,17.1,01-Jun-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
01-Jun-2019 - 00:00,1.26,3.14,1.95,0.95,765.06,140.15,44.8,0.04,42.04,180.18,32.51,256.78,0.97,1.12,16.94,18.13,24.32,36.59,33.74,12.11,02-Jun-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
02-Jun-2019 - 00:00,1.17,2.97,1.33,1.09,765.29,158.04,57.81,0.0,31.82,209.59,35.65,276.6,0.97,1.11,18.2,20.22,21.27,41.49,37.56,13.6,03-Jun-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
03-Jun-2019 - 00:00,1.16,3.21,1.18,1.55,757.21,154.33,71.73,0.0,18.56,201.76,37.17,299.09,1.03,1.14,17.05,22.99,15.62,38.37,37.1,15.74,04-Jun-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
04-Jun-2019 - 00:00,0.86,2.5,1.45,0.62,747.88,170.51,59.63,0.0,22.17,158.19,34.94,285.22,1.1,0.81,17.88,30.9,16.98,43.81,36.89,15.48,05-Jun-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
05-Jun-2019 - 00:00,0.92,2.56,1.47,0.72,748.23,108.17,59.01,0.0,22.97,197.56,35.8,273.29,1.06,1.0,17.87,29.84,13.25,43.02,46.09,13.36,06-Jun-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
06-Jun-2019 - 00:00,1.0,2.65,1.4,0.72,748.16,116.63,48.68,0.0,31.82,188.93,36.02,284.46,0.98,1.11,18.35,25.23,12.55,37.02,41.73,13.15,07-Jun-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
07-Jun-2019 - 00:00,1.15,2.9,1.93,0.54,748.2,105.97,73.96,0.0,23.51,193.63,36.93,254.43,0.87,1.05,19.64,20.43,7.43,26.78,49.82,13.32,08-Jun-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
08-Jun-2019 - 00:00,1.04,2.7,1.65,0.67,748.18,89.55,43.53,0.0,16.92,192.48,36.89,273.5,0.94,1.07,19.09,21.64,10.77,32.14,57.17,13.29,09-Jun-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
09-Jun-2019 - 00:00,0.73,1.98,1.03,0.55,748.05,82.45,45.81,0.0,17.81,174.27,37.0,273.29,1.04,0.98,18.91,18.79,27.54,46.33,59.51,13.75,10-Jun-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
10-Jun-2019 - 00:00,1.27,11.54,1.59,0.35,748.22,98.46,47.65,0.0,23.41,196.19,36.14,260.62,0.96,1.18,20.45,22.59,18.62,41.23,48.43,13.67,11-Jun-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
11-Jun-2019 - 00:00,1.38,4.34,3.03,0.03,748.14,79.24,25.34,0.0,30.68,185.85,35.02,255.47,0.97,1.03,18.48,18.99,16.22,34.86,52.1,15.03,12-Jun-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
12-Jun-2019 - 00:00,1.64,4.64,3.54,0.04,747.89,106.74,44.49,0.05,40.08,158.49,33.65,200.95,1.03,1.34,21.44,22.97,16.24,38.76,51.64,14.37,13-Jun-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
13-Jun-2019 - 00:00,3.11,3.33,5.64,2.97,748.01,61.95,24.83,0.0,64.02,172.12,28.59,204.49,1.03,1.34,21.82,23.72,15.61,38.93,49.25,12.76,14-Jun-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
14-Jun-2019 - 00:00,1.89,0.7,1.89,0.98,748.35,65.41,30.43,0.0,48.26,215.44,31.24,207.54,1.07,1.11,20.41,19.92,19.06,38.98,55.75,13.06,15-Jun-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
15-Jun-2019 - 00:00,1.9,0.69,1.9,0.97,748.24,83.29,40.11,0.0,52.42,202.08,30.58,208.74,1.09,0.99,18.03,23.93,16.96,32.72,49.0,11.58,16-Jun-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
16-Jun-2019 - 00:00,1.88,0.69,1.86,0.96,748.14,109.41,46.4,0.0,56.0,191.02,29.92,232.45,0.97,0.83,21.51,18.62,15.92,34.18,47.81,12.73,17-Jun-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
17-Jun-2019 - 00:00,1.88,1.26,1.96,2.09,748.09,77.85,26.51,0.02,63.12,185.97,28.78,232.29,1.06,1.05,18.49,16.13,21.07,37.08,41.17,12.62,18-Jun-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
18-Jun-2019 - 00:00,1.9,1.7,1.99,2.95,747.52,61.65,26.14,0.23,83.8,113.3,25.32,163.05,1.18,1.38,15.11,8.74,22.29,30.51,33.45,10.66,19-Jun-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
19-Jun-2019 - 00:00,1.89,1.7,1.98,2.96,747.92,73.42,23.78,0.08,83.52,163.79,25.94,210.63,0.94,1.31,12.83,9.9,12.12,22.0,35.29,12.04,20-Jun-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
20-Jun-2019 - 00:00,1.89,1.7,2.01,3.0,748.14,112.24,37.46,0.0,69.4,190.56,28.14,253.78,0.92,1.32,8.92,6.41,11.67,17.49,42.1,5.82,21-Jun-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
21-Jun-2019 - 00:00,1.88,1.65,1.96,2.91,748.18,126.98,48.94,0.0,62.77,195.06,29.2,265.24,0.96,0.8,9.01,5.67,10.66,15.64,45.78,8.39,22-Jun-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
22-Jun-2019 - 00:00,1.86,1.66,1.95,2.94,747.97,98.86,44.48,0.0,57.69,168.86,30.1,264.24,0.97,1.02,6.28,4.29,5.38,8.48,47.16,7.08,23-Jun-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
23-Jun-2019 - 00:00,1.88,1.67,1.99,2.96,748.12,117.32,47.67,0.0,54.39,187.69,30.36,273.17,0.94,0.71,5.24,3.04,4.46,6.89,58.45,8.58,24-Jun-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
24-Jun-2019 - 00:00,1.77,1.93,2.2,3.22,748.18,77.0,30.73,0.03,61.95,195.38,29.65,294.87,1.01,0.8,6.77,11.28,17.79,27.88,45.99,6.21,25-Jun-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
25-Jun-2019 - 00:00,1.46,2.6,2.95,3.86,747.76,104.37,44.05,0.78,78.45,139.23,27.18,244.12,0.99,1.03,9.53,18.56,12.85,29.53,34.73,5.51,26-Jun-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
26-Jun-2019 - 00:00,1.49,2.72,3.02,3.99,747.86,104.16,40.13,0.27,77.63,160.31,27.06,232.1,0.91,1.21,9.49,12.07,13.05,24.4,28.88,6.14,27-Jun-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
27-Jun-2019 - 00:00,1.46,2.59,2.92,3.84,748.36,98.31,41.22,0.0,67.15,223.49,29.15,242.24,0.91,1.18,9.44,5.17,13.27,17.85,29.98,5.8,28-Jun-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
28-Jun-2019 - 00:00,1.09,2.61,2.52,3.4,747.85,82.2,32.26,0.0,65.53,158.87,29.68,256.43,0.93,0.82,9.26,6.16,15.92,20.2,29.89,6.42,29-Jun-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
29-Jun-2019 - 00:00,0.59,3.02,2.18,3.08,748.29,82.38,40.8,0.0,65.24,207.36,29.68,267.14,0.99,0.86,10.69,5.24,16.02,21.24,32.56,5.55,30-Jun-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
30-Jun-2019 - 00:00,0.59,2.99,2.16,3.06,748.36,82.64,39.32,0.0,65.12,218.37,29.48,243.33,1.0,0.6,11.45,4.46,15.92,20.34,36.28,5.16,01-Jul-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
01-Jul-2019 - 00:00,0.59,3.0,2.2,3.04,748.24,60.02,35.99,0.0,60.13,202.99,29.37,263.03,0.99,0.84,11.39,4.29,16.27,20.53,41.11,5.28,02-Jul-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
02-Jul-2019 - 00:00,0.59,2.96,2.17,3.08,748.02,66.8,40.23,0.11,70.35,175.96,28.11,280.52,0.95,0.98,12.67,5.2,16.22,21.41,31.87,5.01,03-Jul-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
03-Jul-2019 - 00:00,0.47,2.5,2.2,3.06,748.19,68.07,33.1,0.34,66.2,196.58,28.49,279.54,1.04,0.74,12.38,6.83,14.07,20.97,40.39,6.36,04-Jul-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
04-Jul-2019 - 00:00,0.39,1.7,2.18,3.1,747.63,68.54,29.86,0.11,84.68,126.64,25.91,247.2,0.97,1.3,8.47,7.57,11.85,19.39,24.45,4.8,05-Jul-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
05-Jul-2019 - 00:00,0.56,1.8,2.64,2.5,747.64,89.92,38.55,0.34,87.86,129.56,25.07,219.78,0.89,1.29,8.72,8.16,11.48,19.63,21.77,5.87,06-Jul-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
06-Jul-2019 - 00:00,0.69,1.87,2.97,2.07,747.84,122.97,41.27,0.14,80.7,154.05,26.64,232.85,0.91,1.01,8.54,8.48,11.45,19.91,24.54,5.3,07-Jul-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
07-Jul-2019 - 00:00,0.68,1.89,2.95,2.04,748.24,102.36,36.72,0.0,75.23,203.65,27.38,253.43,0.98,0.9,8.62,8.47,11.29,19.43,31.74,5.48,08-Jul-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
08-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,09-Jul-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
09-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,10-Jul-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
10-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,11-Jul-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
11-Jul-2019 - 00:00,1.04,0.63,1.32,0.59,753.07,118.67,37.67,0.0,53.63,482.4,32.19,213.35,2.53,0.98,7.79,7.35,13.88,10.1,25.47,5.27,12-Jul-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
12-Jul-2019 - 00:00,0.58,,,1.52,749.46,105.9,30.78,,57.81,302.46,,225.28,2.36,0.91,8.91,7.5,13.3,14.36,27.46,6.27,13-Jul-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
13-Jul-2019 - 00:00,0.53,,,2.0,749.03,103.24,34.29,,61.75,236.45,,222.92,1.92,1.16,8.95,7.75,10.17,17.91,28.19,5.16,14-Jul-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
14-Jul-2019 - 00:00,0.53,,,1.99,748.97,130.01,37.41,,59.6,197.73,,241.38,1.92,0.76,8.91,7.82,10.13,17.95,29.48,5.06,15-Jul-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
15-Jul-2019 - 00:00,0.47,,,1.6,748.97,129.01,40.57,,60.15,203.08,,242.46,1.92,0.95,8.96,7.73,10.06,17.79,23.3,4.69,16-Jul-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
16-Jul-2019 - 00:00,0.35,,,1.38,748.95,98.01,33.02,,61.48,188.2,,219.7,1.74,0.87,8.34,7.84,10.3,18.14,22.93,5.57,17-Jul-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
17-Jul-2019 - 00:00,0.34,,,1.4,749.02,76.23,32.08,,60.89,228.76,,237.66,1.91,1.04,7.99,8.1,8.71,16.81,27.45,5.31,18-Jul-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
18-Jul-2019 - 00:00,0.4,,,1.34,749.06,75.04,35.21,,59.44,255.84,,236.01,1.84,0.78,7.93,8.84,5.47,14.26,30.69,5.02,19-Jul-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
19-Jul-2019 - 00:00,0.4,,,1.35,749.06,73.95,36.29,,58.32,254.41,,207.86,1.49,1.08,8.01,8.9,4.91,13.8,31.77,5.09,20-Jul-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
20-Jul-2019 - 00:00,0.4,,,1.36,748.96,63.74,37.95,,68.42,200.8,,243.92,1.33,0.89,8.35,8.75,4.86,13.6,26.15,5.13,21-Jul-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
21-Jul-2019 - 00:00,0.4,,,1.34,749.09,69.25,39.47,,69.53,279.46,,190.4,1.32,0.87,8.96,8.77,4.09,12.86,33.17,6.59,22-Jul-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
22-Jul-2019 - 00:00,0.34,,,1.63,749.13,69.1,37.71,,73.15,293.73,,192.51,1.81,1.36,9.47,8.95,4.78,13.49,28.73,5.46,23-Jul-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
23-Jul-2019 - 00:00,0.3,,,1.79,749.13,63.66,33.18,,65.9,289.56,,184.96,1.74,1.04,9.94,8.68,8.98,17.66,25.12,5.5,24-Jul-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
24-Jul-2019 - 00:00,0.3,,,1.8,749.1,50.48,32.5,,61.95,270.19,,232.97,1.63,0.91,9.87,7.32,12.85,20.16,31.52,5.53,25-Jul-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
25-Jul-2019 - 00:00,0.27,,,1.56,749.02,54.74,28.46,,63.79,226.96,,252.73,1.95,0.89,9.91,6.72,13.37,20.09,22.94,5.55,26-Jul-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
26-Jul-2019 - 00:00,0.25,,,1.41,748.87,65.1,25.4,,71.18,141.24,,274.04,2.32,0.69,9.87,6.77,13.56,20.34,23.33,3.84,27-Jul-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
27-Jul-2019 - 00:00,0.3,,,1.42,748.89,72.79,34.73,,72.02,151.98,,281.32,2.21,0.7,7.91,6.74,14.34,21.07,20.72,5.64,28-Jul-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
28-Jul-2019 - 00:00,0.4,,,1.45,748.85,48.29,23.15,,81.55,128.94,,271.1,1.91,0.85,5.9,6.76,15.34,22.09,26.96,5.42,29-Jul-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
29-Jul-2019 - 00:00,0.41,,,1.44,,50.85,26.47,,,,,244.49,1.32,0.73,5.95,6.64,13.51,20.15,20.69,3.87,30-Jul-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
30-Jul-2019 - 00:00,0.37,,,1.06,,43.16,19.44,,,,,187.53,1.81,0.78,7.12,6.72,12.9,19.63,39.85,5.36,31-Jul-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
