from date,NO2,NOx,NO,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,Eth-Benzene,MP-Xylene,to date,station
19-May-2019 - 00:00,7.19,2.22,3.05,2.87,24.74,1.4,93.41,63.97,105.98,4.56,2.12,1.67,2.33,20-May-2019 - 00:00,"Murthal, Sonipat - HSPCB"
20-May-2019 - 00:00,10.36,2.56,4.96,6.73,33.41,1.13,83.9,76.08,155.8,6.22,2.65,2.21,3.25,21-May-2019 - 00:00,"Murthal, Sonipat - HSPCB"
21-May-2019 - 00:00,16.05,6.38,6.23,13.4,39.16,0.84,85.54,73.1,154.95,5.04,4.21,3.47,3.24,22-May-2019 - 00:00,"Murthal, Sonipat - HSPCB"
22-May-2019 - 00:00,16.69,6.78,6.27,14.39,40.29,0.87,78.8,69.94,193.71,7.16,4.65,3.89,6.17,23-May-2019 - 00:00,"Murthal, Sonipat - HSPCB"
23-May-2019 - 00:00,18.7,7.67,6.15,17.05,50.76,1.22,83.09,105.0,245.4,10.28,5.47,5.2,7.75,24-May-2019 - 00:00,"Murthal, Sonipat - HSPCB"
24-May-2019 - 00:00,11.42,3.97,6.29,7.98,30.99,1.28,48.09,38.37,103.43,5.74,3.29,4.87,6.2,25-May-2019 - 00:00,"Murthal, Sonipat - HSPCB"
25-May-2019 - 00:00,8.03,1.91,6.12,3.98,25.46,0.97,84.34,35.44,88.22,3.96,3.59,2.62,3.61,26-May-2019 - 00:00,"Murthal, Sonipat - HSPCB"
26-May-2019 - 00:00,7.73,1.67,5.87,3.03,36.34,1.1,100.17,52.89,100.54,5.46,2.87,2.39,3.47,27-May-2019 - 00:00,"Murthal, Sonipat - HSPCB"
27-May-2019 - 00:00,8.99,3.96,6.06,5.12,35.42,1.01,92.96,42.08,118.14,5.92,2.55,2.43,3.89,28-May-2019 - 00:00,"Murthal, Sonipat - HSPCB"
28-May-2019 - 00:00,10.69,7.35,5.97,7.38,31.18,0.79,112.15,41.89,136.56,3.49,1.16,0.96,1.55,29-May-2019 - 00:00,"Murthal, Sonipat - HSPCB"
29-May-2019 - 00:00,11.96,7.98,5.94,8.72,38.63,0.87,112.35,50.24,136.7,2.5,1.68,1.33,1.9,30-May-2019 - 00:00,"Murthal, Sonipat - HSPCB"
30-May-2019 - 00:00,15.82,10.07,6.02,11.92,43.95,0.95,98.76,58.02,127.71,3.09,1.87,1.67,2.52,31-May-2019 - 00:00,"Murthal, Sonipat - HSPCB"
31-May-2019 - 00:00,16.33,10.52,6.26,13.45,42.58,1.02,91.98,88.5,334.92,3.12,1.67,2.69,3.62,01-Jun-2019 - 00:00,"Murthal, Sonipat - HSPCB"
01-Jun-2019 - 00:00,19.56,12.42,6.52,17.37,50.26,1.74,80.62,91.97,245.32,5.38,1.68,2.13,3.39,02-Jun-2019 - 00:00,"Murthal, Sonipat - HSPCB"
02-Jun-2019 - 00:00,10.99,7.39,5.84,7.16,45.58,2.08,93.71,79.87,208.25,4.75,1.53,1.42,2.21,03-Jun-2019 - 00:00,"Murthal, Sonipat - HSPCB"
03-Jun-2019 - 00:00,9.62,6.69,5.85,6.68,41.85,1.55,89.1,63.97,266.16,4.25,1.23,1.09,1.78,04-Jun-2019 - 00:00,"Murthal, Sonipat - HSPCB"
04-Jun-2019 - 00:00,9.63,6.92,6.13,6.28,40.19,1.89,98.57,48.48,147.84,3.69,1.14,1.06,1.74,05-Jun-2019 - 00:00,"Murthal, Sonipat - HSPCB"
05-Jun-2019 - 00:00,14.44,8.57,6.23,6.15,47.49,2.35,80.68,83.63,188.26,6.89,1.72,1.66,2.95,06-Jun-2019 - 00:00,"Murthal, Sonipat - HSPCB"
06-Jun-2019 - 00:00,11.18,7.81,6.23,7.39,36.92,1.97,82.7,82.11,238.25,5.47,1.47,3.12,3.9,07-Jun-2019 - 00:00,"Murthal, Sonipat - HSPCB"
07-Jun-2019 - 00:00,11.95,8.44,6.52,8.82,44.53,1.55,90.64,58.11,117.72,4.41,1.66,1.47,2.44,08-Jun-2019 - 00:00,"Murthal, Sonipat - HSPCB"
08-Jun-2019 - 00:00,19.19,12.44,7.88,16.59,52.85,1.48,95.52,86.8,170.7,5.35,2.51,3.96,6.25,09-Jun-2019 - 00:00,"Murthal, Sonipat - HSPCB"
09-Jun-2019 - 00:00,17.4,11.44,6.89,13.89,35.23,2.32,81.94,87.62,201.97,5.81,1.79,2.38,4.26,10-Jun-2019 - 00:00,"Murthal, Sonipat - HSPCB"
10-Jun-2019 - 00:00,13.88,7.6,6.23,7.16,40.76,1.6,86.99,98.99,223.37,6.17,1.39,2.08,4.75,11-Jun-2019 - 00:00,"Murthal, Sonipat - HSPCB"
11-Jun-2019 - 00:00,13.36,7.87,6.74,5.75,29.0,1.16,54.48,113.92,294.37,3.18,1.22,1.62,3.35,12-Jun-2019 - 00:00,"Murthal, Sonipat - HSPCB"
12-Jun-2019 - 00:00,14.64,6.91,6.1,6.21,7.18,1.82,74.1,61.56,152.43,2.51,0.85,1.21,1.96,13-Jun-2019 - 00:00,"Murthal, Sonipat - HSPCB"
13-Jun-2019 - 00:00,18.26,9.57,7.07,6.3,9.51,1.47,66.43,116.5,183.97,3.42,1.48,2.88,3.14,14-Jun-2019 - 00:00,"Murthal, Sonipat - HSPCB"
14-Jun-2019 - 00:00,12.84,7.62,5.08,7.71,20.43,1.12,98.86,154.27,166.27,3.29,1.66,2.15,2.9,15-Jun-2019 - 00:00,"Murthal, Sonipat - HSPCB"
15-Jun-2019 - 00:00,9.21,6.56,2.99,48.01,38.86,0.84,101.04,152.12,238.53,2.73,1.52,1.26,2.06,16-Jun-2019 - 00:00,"Murthal, Sonipat - HSPCB"
16-Jun-2019 - 00:00,7.12,4.1,3.04,29.77,25.74,1.01,59.9,74.3,169.18,1.21,1.31,0.94,1.32,17-Jun-2019 - 00:00,"Murthal, Sonipat - HSPCB"
17-Jun-2019 - 00:00,7.66,3.87,3.05,24.12,27.02,1.09,58.01,49.95,139.39,1.56,1.29,0.98,1.45,18-Jun-2019 - 00:00,"Murthal, Sonipat - HSPCB"
18-Jun-2019 - 00:00,11.1,5.07,3.07,22.26,28.0,0.67,46.66,31.01,48.89,1.62,1.4,1.26,2.0,19-Jun-2019 - 00:00,"Murthal, Sonipat - HSPCB"
19-Jun-2019 - 00:00,23.32,16.76,9.68,24.45,37.81,0.5,50.57,70.56,163.59,4.16,1.6,3.82,4.04,20-Jun-2019 - 00:00,"Murthal, Sonipat - HSPCB"
20-Jun-2019 - 00:00,19.75,11.79,5.81,37.91,32.17,0.38,75.6,46.41,119.79,2.83,1.78,2.23,3.28,21-Jun-2019 - 00:00,"Murthal, Sonipat - HSPCB"
21-Jun-2019 - 00:00,27.24,17.04,7.52,36.68,53.0,0.56,81.32,67.85,176.52,3.25,1.64,2.22,5.05,22-Jun-2019 - 00:00,"Murthal, Sonipat - HSPCB"
22-Jun-2019 - 00:00,14.98,7.06,3.02,25.7,41.86,0.54,111.81,56.25,158.29,2.97,1.87,1.73,2.92,23-Jun-2019 - 00:00,"Murthal, Sonipat - HSPCB"
23-Jun-2019 - 00:00,10.46,4.5,2.78,9.82,24.05,0.52,85.96,51.65,165.67,3.25,0.93,0.75,1.36,24-Jun-2019 - 00:00,"Murthal, Sonipat - HSPCB"
24-Jun-2019 - 00:00,11.11,5.56,3.05,12.87,26.64,0.45,53.69,26.71,105.82,2.82,25.56,1.72,2.33,25-Jun-2019 - 00:00,"Murthal, Sonipat - HSPCB"
25-Jun-2019 - 00:00,14.5,8.93,3.71,15.54,37.92,0.57,70.68,70.59,163.48,3.91,41.16,1.07,2.09,26-Jun-2019 - 00:00,"Murthal, Sonipat - HSPCB"
26-Jun-2019 - 00:00,14.12,8.39,3.27,10.84,27.86,0.58,80.37,80.92,213.23,3.98,1.06,2.09,2.41,27-Jun-2019 - 00:00,"Murthal, Sonipat - HSPCB"
27-Jun-2019 - 00:00,8.44,5.24,3.1,26.92,31.67,0.42,80.61,51.94,260.7,1.76,1.02,0.98,1.74,28-Jun-2019 - 00:00,"Murthal, Sonipat - HSPCB"
28-Jun-2019 - 00:00,12.22,7.46,3.47,44.17,41.39,0.39,52.76,63.92,258.85,1.98,1.29,1.32,2.24,29-Jun-2019 - 00:00,"Murthal, Sonipat - HSPCB"
29-Jun-2019 - 00:00,9.82,6.48,3.88,46.92,38.06,0.36,48.91,81.81,330.61,1.62,1.24,1.0,1.83,30-Jun-2019 - 00:00,"Murthal, Sonipat - HSPCB"
30-Jun-2019 - 00:00,20.96,21.03,14.66,59.43,42.91,0.48,51.54,84.26,251.35,2.91,1.58,2.35,3.98,01-Jul-2019 - 00:00,"Murthal, Sonipat - HSPCB"
01-Jul-2019 - 00:00,21.88,15.88,7.57,45.93,38.43,0.52,70.9,73.99,277.07,3.07,1.55,1.9,2.84,02-Jul-2019 - 00:00,"Murthal, Sonipat - HSPCB"
02-Jul-2019 - 00:00,12.5,7.66,3.44,46.7,33.67,0.48,93.35,78.11,253.65,2.53,1.17,1.06,1.82,03-Jul-2019 - 00:00,"Murthal, Sonipat - HSPCB"
03-Jul-2019 - 00:00,11.69,7.27,3.47,27.29,31.63,0.73,69.45,48.93,56.38,3.59,0.88,1.03,1.83,04-Jul-2019 - 00:00,"Murthal, Sonipat - HSPCB"
04-Jul-2019 - 00:00,13.79,8.59,3.74,22.93,32.88,0.61,20.9,33.65,204.72,3.52,1.39,1.89,2.84,05-Jul-2019 - 00:00,"Murthal, Sonipat - HSPCB"
05-Jul-2019 - 00:00,13.93,9.18,4.39,16.72,33.11,0.65,42.54,40.17,322.06,4.27,1.51,3.79,4.61,06-Jul-2019 - 00:00,"Murthal, Sonipat - HSPCB"
06-Jul-2019 - 00:00,16.66,12.45,6.79,13.99,26.19,0.66,71.97,43.07,146.69,3.7,1.15,1.88,3.08,07-Jul-2019 - 00:00,"Murthal, Sonipat - HSPCB"
07-Jul-2019 - 00:00,11.39,6.83,3.13,10.66,19.2,0.91,88.55,39.61,137.71,3.2,1.19,1.09,2.04,08-Jul-2019 - 00:00,"Murthal, Sonipat - HSPCB"
08-Jul-2019 - 00:00,13.36,8.43,3.84,12.21,19.58,0.69,93.08,55.52,98.41,2.61,1.14,1.58,2.65,09-Jul-2019 - 00:00,"Murthal, Sonipat - HSPCB"
09-Jul-2019 - 00:00,9.41,6.13,3.54,12.34,21.81,0.42,66.62,49.61,139.92,1.94,1.34,1.51,2.64,10-Jul-2019 - 00:00,"Murthal, Sonipat - HSPCB"
10-Jul-2019 - 00:00,11.41,7.67,4.2,21.23,22.47,0.5,53.37,77.45,270.83,2.76,1.36,1.8,2.89,11-Jul-2019 - 00:00,"Murthal, Sonipat - HSPCB"
11-Jul-2019 - 00:00,9.18,6.03,3.69,19.73,21.55,0.45,54.78,107.32,247.94,2.12,4.9,3.29,4.22,12-Jul-2019 - 00:00,"Murthal, Sonipat - HSPCB"
12-Jul-2019 - 00:00,10.82,6.94,3.63,22.8,24.04,0.56,54.11,79.88,259.99,3.1,2.55,1.52,2.46,13-Jul-2019 - 00:00,"Murthal, Sonipat - HSPCB"
13-Jul-2019 - 00:00,11.52,6.9,4.0,20.06,22.61,0.41,58.9,108.41,365.01,1.97,2.91,1.12,1.88,14-Jul-2019 - 00:00,"Murthal, Sonipat - HSPCB"
14-Jul-2019 - 00:00,15.31,8.3,3.7,19.74,22.53,0.4,56.18,65.93,216.24,1.94,3.05,1.27,2.18,15-Jul-2019 - 00:00,"Murthal, Sonipat - HSPCB"
15-Jul-2019 - 00:00,13.87,7.61,3.77,11.54,21.74,0.31,73.57,30.25,75.16,1.27,2.28,1.05,1.65,16-Jul-2019 - 00:00,"Murthal, Sonipat - HSPCB"
16-Jul-2019 - 00:00,12.8,6.65,3.27,13.89,8.82,0.23,40.55,19.5,44.58,0.94,1.19,0.57,1.26,17-Jul-2019 - 00:00,"Murthal, Sonipat - HSPCB"
17-Jul-2019 - 00:00,9.62,4.72,3.91,12.05,19.62,0.31,73.94,25.18,44.47,0.83,29.95,3.21,1.7,18-Jul-2019 - 00:00,"Murthal, Sonipat - HSPCB"
18-Jul-2019 - 00:00,15.91,8.31,4.69,9.57,27.21,0.39,75.49,30.71,67.03,2.02,26.95,4.65,3.63,19-Jul-2019 - 00:00,"Murthal, Sonipat - HSPCB"
19-Jul-2019 - 00:00,21.62,11.7,4.99,16.98,31.96,0.56,80.31,57.86,124.19,3.8,15.08,5.62,4.92,20-Jul-2019 - 00:00,"Murthal, Sonipat - HSPCB"
20-Jul-2019 - 00:00,20.39,11.5,5.68,48.44,32.81,0.54,48.45,49.08,114.58,2.03,7.56,1.97,2.1,21-Jul-2019 - 00:00,"Murthal, Sonipat - HSPCB"
21-Jul-2019 - 00:00,9.78,5.38,5.14,61.35,40.4,0.62,17.99,51.36,102.67,0.0,0.0,0.0,0.0,22-Jul-2019 - 00:00,"Murthal, Sonipat - HSPCB"
22-Jul-2019 - 00:00,6.07,3.08,5.41,52.2,38.34,0.6,25.23,50.71,94.7,0.85,1.64,0.56,0.85,23-Jul-2019 - 00:00,"Murthal, Sonipat - HSPCB"
23-Jul-2019 - 00:00,6.34,1.4,3.66,47.27,34.45,0.54,26.97,64.35,105.97,3.41,6.36,2.3,2.84,24-Jul-2019 - 00:00,"Murthal, Sonipat - HSPCB"
24-Jul-2019 - 00:00,6.37,1.87,4.15,59.88,31.49,0.6,24.94,63.47,117.65,2.5,6.08,2.91,3.14,25-Jul-2019 - 00:00,"Murthal, Sonipat - HSPCB"
25-Jul-2019 - 00:00,6.23,1.72,4.16,48.94,24.43,0.31,29.8,32.58,57.81,1.31,4.9,1.68,2.35,26-Jul-2019 - 00:00,"Murthal, Sonipat - HSPCB"
26-Jul-2019 - 00:00,5.85,1.09,3.57,27.9,26.17,0.36,29.3,21.75,44.02,1.59,4.19,1.4,2.26,27-Jul-2019 - 00:00,"Murthal, Sonipat - HSPCB"
27-Jul-2019 - 00:00,6.94,0.92,3.6,20.26,25.82,0.33,30.25,16.72,34.12,1.35,3.09,1.0,1.79,28-Jul-2019 - 00:00,"Murthal, Sonipat - HSPCB"
28-Jul-2019 - 00:00,9.25,0.76,3.4,16.18,26.97,0.38,30.81,19.08,41.25,1.62,2.71,1.06,1.8,29-Jul-2019 - 00:00,"Murthal, Sonipat - HSPCB"
29-Jul-2019 - 00:00,9.19,0.67,3.29,24.86,29.89,0.35,31.01,21.15,47.88,1.55,3.09,0.99,1.82,30-Jul-2019 - 00:00,"Murthal, Sonipat - HSPCB"
30-Jul-2019 - 00:00,9.21,0.9,3.55,24.8,32.56,0.4,30.33,38.43,57.41,2.09,2.78,1.07,2.11,31-Jul-2019 - 00:00,"Murthal, Sonipat - HSPCB"
31-Jul-2019 - 00:00,9.07,0.68,3.39,18.78,30.56,0.4,31.54,41.84,56.5,1.67,2.73,0.79,1.48,01-Aug-2019 - 00:00,"Murthal, Sonipat - HSPCB"
01-Aug-2019 - 00:00,9.37,3.91,7.22,35.05,33.9,0.56,28.29,46.74,75.36,2.88,4.74,2.07,3.31,02-Aug-2019 - 00:00,"Murthal, Sonipat - HSPCB"
02-Aug-2019 - 00:00,9.04,1.07,3.95,22.47,33.7,0.49,29.92,45.96,66.43,2.71,3.8,1.85,2.91,03-Aug-2019 - 00:00,"Murthal, Sonipat - HSPCB"
03-Aug-2019 - 00:00,9.22,4.23,7.78,37.47,39.68,0.46,28.24,39.63,54.57,2.76,5.34,2.87,4.43,04-Aug-2019 - 00:00,"Murthal, Sonipat - HSPCB"
04-Aug-2019 - 00:00,9.1,0.79,3.52,18.21,39.26,0.48,30.98,46.48,61.71,2.31,3.86,2.34,3.52,05-Aug-2019 - 00:00,"Murthal, Sonipat - HSPCB"
05-Aug-2019 - 00:00,9.08,1.65,4.47,16.85,34.15,0.84,31.09,69.85,136.56,4.42,4.37,4.02,5.73,06-Aug-2019 - 00:00,"Murthal, Sonipat - HSPCB"
06-Aug-2019 - 00:00,9.15,1.13,3.98,15.32,29.0,0.46,28.94,47.26,78.35,2.58,2.81,2.48,3.76,07-Aug-2019 - 00:00,"Murthal, Sonipat - HSPCB"
07-Aug-2019 - 00:00,9.22,1.34,4.16,15.27,28.82,0.47,30.04,40.83,68.05,2.54,3.04,2.35,3.45,08-Aug-2019 - 00:00,"Murthal, Sonipat - HSPCB"
08-Aug-2019 - 00:00,8.97,2.65,5.85,12.26,5.99,0.52,30.37,44.19,86.49,2.42,3.46,1.72,2.96,09-Aug-2019 - 00:00,"Murthal, Sonipat - HSPCB"
09-Aug-2019 - 00:00,8.82,1.1,3.87,15.77,12.02,0.59,68.77,41.92,113.97,0.32,0.58,0.32,0.65,10-Aug-2019 - 00:00,"Murthal, Sonipat - HSPCB"
10-Aug-2019 - 00:00,8.91,2.05,5.19,22.16,15.78,0.37,87.99,27.22,59.7,0.15,0.23,0.17,0.27,11-Aug-2019 - 00:00,"Murthal, Sonipat - HSPCB"
11-Aug-2019 - 00:00,8.86,1.41,4.41,10.55,18.03,0.7,85.4,42.43,85.68,0.0,0.0,0.0,0.0,12-Aug-2019 - 00:00,"Murthal, Sonipat - HSPCB"
12-Aug-2019 - 00:00,8.78,2.93,6.43,13.22,18.23,0.44,86.86,31.96,62.87,0.0,0.0,0.0,0.0,13-Aug-2019 - 00:00,"Murthal, Sonipat - HSPCB"
13-Aug-2019 - 00:00,9.01,1.18,3.91,6.52,17.89,0.62,74.64,32.59,79.58,1.27,1.73,1.78,2.44,14-Aug-2019 - 00:00,"Murthal, Sonipat - HSPCB"
14-Aug-2019 - 00:00,8.96,0.8,3.52,12.29,18.97,0.43,61.9,45.24,69.54,1.99,2.88,2.49,3.73,15-Aug-2019 - 00:00,"Murthal, Sonipat - HSPCB"
15-Aug-2019 - 00:00,9.05,2.74,5.88,11.13,19.63,0.43,77.65,40.8,74.54,1.74,1.79,2.49,2.94,16-Aug-2019 - 00:00,"Murthal, Sonipat - HSPCB"
16-Aug-2019 - 00:00,8.93,0.31,2.96,4.55,20.55,0.31,68.83,31.83,65.36,1.0,1.21,0.7,1.39,17-Aug-2019 - 00:00,"Murthal, Sonipat - HSPCB"
17-Aug-2019 - 00:00,9.03,0.63,3.33,4.92,21.99,0.33,77.45,24.3,49.82,0.82,1.1,0.68,1.34,18-Aug-2019 - 00:00,"Murthal, Sonipat - HSPCB"
18-Aug-2019 - 00:00,,,,,,,,,,,,,,19-Aug-2019 - 00:00,"Murthal, Sonipat - HSPCB"
19-Aug-2019 - 00:00,8.98,0.68,3.48,11.91,18.44,1.44,47.69,27.45,68.08,1.15,1.03,0.93,1.66,20-Aug-2019 - 00:00,"Murthal, Sonipat - HSPCB"
20-Aug-2019 - 00:00,8.81,0.67,3.43,18.08,13.52,1.71,35.46,45.79,80.61,1.86,1.77,1.45,2.78,21-Aug-2019 - 00:00,"Murthal, Sonipat - HSPCB"
21-Aug-2019 - 00:00,8.88,0.61,3.32,17.96,15.53,1.75,39.22,58.0,122.1,1.89,1.74,1.5,2.36,22-Aug-2019 - 00:00,"Murthal, Sonipat - HSPCB"
22-Aug-2019 - 00:00,8.92,0.59,3.3,18.8,17.64,1.8,52.43,55.4,129.57,2.12,2.01,2.7,2.99,23-Aug-2019 - 00:00,"Murthal, Sonipat - HSPCB"
23-Aug-2019 - 00:00,9.07,3.7,6.97,18.26,19.76,2.64,50.23,96.59,187.07,8.48,3.79,8.16,10.96,24-Aug-2019 - 00:00,"Murthal, Sonipat - HSPCB"
24-Aug-2019 - 00:00,8.24,1.18,3.9,16.96,,4.3,51.92,50.51,124.21,2.48,6.49,2.94,3.94,25-Aug-2019 - 00:00,"Murthal, Sonipat - HSPCB"
25-Aug-2019 - 00:00,9.01,1.33,4.31,18.29,,1.82,47.33,61.28,110.13,3.84,4.0,2.61,4.13,26-Aug-2019 - 00:00,"Murthal, Sonipat - HSPCB"
26-Aug-2019 - 00:00,22.6,7.6,3.44,13.36,14.07,1.62,69.3,28.71,90.0,1.28,1.47,1.14,2.02,27-Aug-2019 - 00:00,"Murthal, Sonipat - HSPCB"
27-Aug-2019 - 00:00,24.08,12.52,8.47,16.3,14.02,1.75,98.35,45.24,123.52,2.6,2.25,3.56,3.94,28-Aug-2019 - 00:00,"Murthal, Sonipat - HSPCB"
28-Aug-2019 - 00:00,23.03,8.56,4.21,15.61,18.08,1.76,99.11,45.4,93.82,2.34,1.89,1.84,2.91,29-Aug-2019 - 00:00,"Murthal, Sonipat - HSPCB"
29-Aug-2019 - 00:00,23.78,8.66,3.84,15.17,19.2,1.76,110.7,52.82,100.46,2.06,2.21,1.58,2.53,30-Aug-2019 - 00:00,"Murthal, Sonipat - HSPCB"
30-Aug-2019 - 00:00,21.6,7.16,3.39,15.11,22.15,1.81,94.47,53.06,121.71,2.28,1.91,1.8,2.7,31-Aug-2019 - 00:00,"Murthal, Sonipat - HSPCB"
31-Aug-2019 - 00:00,28.86,11.81,4.47,14.08,24.3,2.12,4.38,71.97,168.62,3.72,2.91,4.23,4.62,01-Sep-2019 - 00:00,"Murthal, Sonipat - HSPCB"
01-Sep-2019 - 00:00,30.8,11.84,3.23,14.53,22.63,2.08,,80.94,154.2,3.98,2.13,3.54,4.28,02-Sep-2019 - 00:00,"Murthal, Sonipat - HSPCB"
02-Sep-2019 - 00:00,19.7,6.02,3.15,15.71,8.18,1.73,22.23,37.82,83.46,1.22,1.18,1.02,1.75,03-Sep-2019 - 00:00,"Murthal, Sonipat - HSPCB"
03-Sep-2019 - 00:00,17.95,4.89,2.94,16.43,8.39,1.77,18.75,66.35,125.02,2.13,2.05,1.7,2.81,04-Sep-2019 - 00:00,"Murthal, Sonipat - HSPCB"
04-Sep-2019 - 00:00,20.71,6.38,2.98,15.03,11.44,2.1,19.32,71.66,123.32,1.88,1.21,1.02,1.88,05-Sep-2019 - 00:00,"Murthal, Sonipat - HSPCB"
05-Sep-2019 - 00:00,22.76,7.5,3.07,15.73,15.14,1.73,18.06,46.05,91.01,2.55,1.85,1.63,2.69,06-Sep-2019 - 00:00,"Murthal, Sonipat - HSPCB"
06-Sep-2019 - 00:00,24.9,8.46,2.86,15.59,16.81,1.92,18.77,45.03,138.67,3.01,1.84,2.34,3.43,07-Sep-2019 - 00:00,"Murthal, Sonipat - HSPCB"
07-Sep-2019 - 00:00,26.37,9.48,3.18,15.97,17.41,1.8,17.94,52.14,101.81,3.38,2.12,4.23,4.77,08-Sep-2019 - 00:00,"Murthal, Sonipat - HSPCB"
08-Sep-2019 - 00:00,18.69,5.35,3.04,10.99,18.16,1.67,18.45,44.45,129.47,1.94,1.19,1.19,1.76,09-Sep-2019 - 00:00,"Murthal, Sonipat - HSPCB"
09-Sep-2019 - 00:00,15.09,3.65,3.26,14.21,19.33,1.89,18.14,68.45,174.92,3.52,1.62,1.56,2.49,10-Sep-2019 - 00:00,"Murthal, Sonipat - HSPCB"
10-Sep-2019 - 00:00,10.1,2.9,5.42,15.04,20.28,2.03,18.16,76.06,147.76,3.42,2.11,7.09,5.02,11-Sep-2019 - 00:00,"Murthal, Sonipat - HSPCB"
11-Sep-2019 - 00:00,55.67,27.14,4.11,41.32,15.78,1.96,20.11,78.08,165.71,5.28,1.68,6.0,5.06,12-Sep-2019 - 00:00,"Murthal, Sonipat - HSPCB"
12-Sep-2019 - 00:00,79.51,38.98,5.34,49.95,7.65,1.3,17.71,70.05,132.54,4.44,2.72,2.54,3.83,13-Sep-2019 - 00:00,"Murthal, Sonipat - HSPCB"
13-Sep-2019 - 00:00,45.37,20.14,4.09,27.64,6.68,0.96,5.26,33.2,60.22,2.63,1.93,1.39,2.54,14-Sep-2019 - 00:00,"Murthal, Sonipat - HSPCB"
14-Sep-2019 - 00:00,48.35,22.4,4.97,27.13,8.96,1.06,3.39,35.25,77.67,3.48,2.49,1.97,3.4,15-Sep-2019 - 00:00,"Murthal, Sonipat - HSPCB"
15-Sep-2019 - 00:00,41.53,16.99,3.35,25.9,5.87,0.55,19.54,36.34,59.87,1.82,1.21,1.02,2.0,16-Sep-2019 - 00:00,"Murthal, Sonipat - HSPCB"
16-Sep-2019 - 00:00,17.12,7.1,6.24,11.41,6.75,0.84,17.77,56.49,105.43,3.73,2.42,2.14,3.7,17-Sep-2019 - 00:00,"Murthal, Sonipat - HSPCB"
17-Sep-2019 - 00:00,20.02,6.85,3.68,9.72,10.62,0.95,19.61,63.7,120.77,4.19,2.86,2.6,3.96,18-Sep-2019 - 00:00,"Murthal, Sonipat - HSPCB"
18-Sep-2019 - 00:00,30.99,10.16,3.24,11.6,7.71,0.84,17.1,43.03,85.47,1.89,1.75,0.91,1.64,19-Sep-2019 - 00:00,"Murthal, Sonipat - HSPCB"
19-Sep-2019 - 00:00,22.87,8.4,3.09,10.79,7.27,0.67,13.13,20.66,41.44,1.71,1.51,1.03,2.1,20-Sep-2019 - 00:00,"Murthal, Sonipat - HSPCB"
20-Sep-2019 - 00:00,24.37,10.62,4.9,9.71,10.49,0.79,12.72,31.33,73.94,2.86,1.67,2.24,3.47,21-Sep-2019 - 00:00,"Murthal, Sonipat - HSPCB"
21-Sep-2019 - 00:00,26.72,14.85,8.65,10.38,10.46,0.97,15.49,45.19,98.26,3.97,2.47,3.92,4.9,22-Sep-2019 - 00:00,"Murthal, Sonipat - HSPCB"
22-Sep-2019 - 00:00,25.06,13.18,7.64,9.31,10.64,0.95,12.94,30.19,68.3,4.4,2.35,3.56,5.55,23-Sep-2019 - 00:00,"Murthal, Sonipat - HSPCB"
23-Sep-2019 - 00:00,24.76,9.62,3.41,10.38,11.91,0.73,12.21,15.25,36.1,2.42,1.62,1.36,2.93,24-Sep-2019 - 00:00,"Murthal, Sonipat - HSPCB"
24-Sep-2019 - 00:00,20.7,7.15,5.29,9.41,19.09,0.53,22.85,28.08,111.98,2.08,1.53,1.81,2.84,25-Sep-2019 - 00:00,"Murthal, Sonipat - HSPCB"
25-Sep-2019 - 00:00,13.65,4.08,5.73,7.36,21.1,0.8,17.77,31.59,117.21,3.3,2.14,2.21,3.84,26-Sep-2019 - 00:00,"Murthal, Sonipat - HSPCB"
26-Sep-2019 - 00:00,10.51,2.16,5.39,5.69,22.84,0.71,15.78,19.78,73.53,2.5,1.67,1.54,2.76,27-Sep-2019 - 00:00,"Murthal, Sonipat - HSPCB"
27-Sep-2019 - 00:00,9.45,1.46,5.21,5.3,24.74,0.66,16.99,13.42,71.37,2.15,1.68,1.16,2.2,28-Sep-2019 - 00:00,"Murthal, Sonipat - HSPCB"
28-Sep-2019 - 00:00,8.38,1.35,5.77,4.11,26.43,0.62,16.28,20.21,91.72,2.44,1.43,1.47,2.35,29-Sep-2019 - 00:00,"Murthal, Sonipat - HSPCB"
29-Sep-2019 - 00:00,8.3,0.71,5.02,10.8,26.26,0.6,17.0,11.75,37.2,1.9,1.47,0.91,1.78,30-Sep-2019 - 00:00,"Murthal, Sonipat - HSPCB"
30-Sep-2019 - 00:00,14.2,2.49,6.1,11.49,16.9,0.75,35.28,20.75,85.11,4.1,2.88,2.71,3.82,01-Oct-2019 - 00:00,"Murthal, Sonipat - HSPCB"
01-Oct-2019 - 00:00,8.02,0.65,5.13,10.72,22.11,0.95,16.99,33.7,133.88,3.27,1.57,1.26,2.7,02-Oct-2019 - 00:00,"Murthal, Sonipat - HSPCB"
02-Oct-2019 - 00:00,7.78,0.73,5.38,10.76,24.33,0.95,15.08,35.82,127.66,3.44,1.71,1.96,3.72,03-Oct-2019 - 00:00,"Murthal, Sonipat - HSPCB"
03-Oct-2019 - 00:00,8.55,4.59,10.21,9.73,24.55,1.06,15.72,38.17,151.88,3.83,1.63,1.69,3.21,04-Oct-2019 - 00:00,"Murthal, Sonipat - HSPCB"
