from date,NO2,NH3,NO,NOx,SO2,CO,Ozone,PM2.5,PM10,Benzene,Temp,WD,RH,BP,Toluene,to date,station
01-May-2019 - 00:00,21.97,23.84,7.04,17.43,6.18,0.7,21.93,34.11,81.28,0.16,28.24,279.49,57.01,705.07,0.79,02-May-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
02-May-2019 - 00:00,27.21,19.09,7.51,20.58,8.31,0.7,16.99,39.88,122.44,0.27,26.17,267.34,41.29,704.97,0.98,03-May-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
03-May-2019 - 00:00,25.1,19.55,7.25,19.25,8.76,0.74,18.45,37.58,109.31,0.22,24.13,257.81,45.32,706.4,0.95,04-May-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
04-May-2019 - 00:00,24.75,18.94,7.25,19.05,12.22,0.67,17.08,42.21,123.29,0.16,21.93,244.29,47.96,708.65,0.79,05-May-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
05-May-2019 - 00:00,22.02,19.51,6.63,17.1,14.46,0.66,20.4,33.92,99.05,0.15,17.94,204.66,35.73,709.26,0.65,06-May-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
06-May-2019 - 00:00,23.58,20.38,6.96,18.19,8.66,0.7,23.86,36.56,91.15,0.17,22.09,223.79,39.91,707.89,0.88,07-May-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
07-May-2019 - 00:00,21.66,21.63,6.75,17.01,9.33,0.85,23.15,31.75,78.77,0.13,24.59,255.42,45.72,707.36,0.71,08-May-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
08-May-2019 - 00:00,22.0,20.49,7.96,18.18,9.71,0.83,14.7,31.48,177.09,0.15,23.72,263.66,54.38,707.84,0.88,09-May-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
09-May-2019 - 00:00,22.59,18.11,7.49,18.11,12.29,0.61,13.73,29.91,117.47,0.18,23.12,259.91,46.31,706.75,0.97,10-May-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
10-May-2019 - 00:00,29.75,17.31,8.74,22.93,11.08,0.75,16.67,36.54,178.21,0.2,21.63,198.81,33.93,706.81,1.33,11-May-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
11-May-2019 - 00:00,30.04,20.64,13.0,26.55,10.61,0.76,18.33,37.4,171.17,0.13,22.26,231.03,41.92,707.77,1.04,12-May-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
12-May-2019 - 00:00,37.87,21.17,8.38,26.95,12.66,2.02,16.73,42.86,186.37,0.26,22.0,227.69,46.79,707.28,1.4,13-May-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
13-May-2019 - 00:00,26.17,21.54,7.86,20.31,10.48,0.76,22.27,35.79,134.97,0.13,23.84,227.56,47.33,707.0,0.97,14-May-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
14-May-2019 - 00:00,24.12,21.69,9.69,20.7,11.45,0.78,17.45,31.08,103.25,0.13,20.26,219.2,50.22,706.51,0.78,15-May-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
15-May-2019 - 00:00,20.94,20.87,6.74,16.62,11.33,0.82,18.7,31.5,82.74,0.11,21.32,222.7,57.47,707.54,0.62,16-May-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
16-May-2019 - 00:00,29.14,18.88,10.61,24.15,12.28,0.73,20.33,35.48,196.77,0.15,19.96,199.18,47.51,708.1,0.99,17-May-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
17-May-2019 - 00:00,30.26,19.7,7.71,22.36,10.96,0.78,19.75,36.77,163.11,0.14,21.1,208.66,50.86,708.0,0.91,18-May-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
18-May-2019 - 00:00,28.52,19.75,8.07,21.74,13.12,0.74,22.28,39.31,122.93,0.13,25.3,211.84,39.69,707.22,0.86,19-May-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
19-May-2019 - 00:00,30.42,22.37,6.61,21.54,9.13,0.73,20.87,44.92,118.89,0.14,21.31,232.16,41.49,707.2,1.18,20-May-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
20-May-2019 - 00:00,28.76,23.44,6.66,20.71,9.49,0.81,20.11,42.8,119.12,0.15,24.11,224.45,44.83,707.77,1.02,21-May-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
21-May-2019 - 00:00,30.03,21.93,7.09,21.72,10.03,0.74,24.61,47.02,143.71,0.15,22.54,228.32,39.0,707.61,1.16,22-May-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
22-May-2019 - 00:00,23.18,21.38,6.75,17.82,9.7,0.63,24.0,37.2,111.81,0.14,23.42,221.9,46.21,707.03,0.77,23-May-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
23-May-2019 - 00:00,37.28,27.39,7.05,25.57,8.27,0.64,17.77,40.91,75.0,0.2,26.65,208.64,63.5,707.01,1.79,24-May-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
24-May-2019 - 00:00,25.86,28.42,6.69,19.2,9.09,0.72,19.41,29.48,55.66,0.12,23.8,201.43,63.38,707.51,0.66,25-May-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
25-May-2019 - 00:00,27.02,22.31,6.81,19.9,10.53,0.66,18.9,22.35,56.53,0.1,21.79,210.21,56.03,706.73,0.77,26-May-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
26-May-2019 - 00:00,33.37,20.99,7.0,23.45,9.93,0.73,21.74,18.39,56.53,0.13,21.5,224.41,51.94,705.71,0.78,27-May-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
27-May-2019 - 00:00,47.08,21.73,8.63,32.08,7.28,0.77,20.21,35.73,95.13,0.43,25.21,196.54,49.16,705.15,3.09,28-May-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
28-May-2019 - 00:00,36.49,28.95,8.29,26.18,9.22,0.57,14.39,32.59,99.97,0.18,23.54,139.14,52.82,705.35,1.18,29-May-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
29-May-2019 - 00:00,24.41,18.43,7.17,18.82,14.28,0.69,24.5,25.65,72.34,0.14,24.39,150.54,45.67,704.96,1.45,30-May-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
30-May-2019 - 00:00,24.94,19.68,6.98,18.94,13.19,0.8,19.98,30.36,90.12,0.25,24.58,150.42,49.07,704.45,1.43,31-May-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
31-May-2019 - 00:00,24.02,19.53,7.44,18.83,13.0,0.73,22.32,23.35,54.72,0.12,23.69,156.01,56.96,705.1,0.9,01-Jun-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
01-Jun-2019 - 00:00,27.55,20.56,8.05,21.19,13.92,0.82,17.07,35.38,96.62,0.33,24.93,152.15,57.71,706.09,1.78,02-Jun-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
02-Jun-2019 - 00:00,21.49,23.01,6.85,17.0,12.75,0.82,16.78,27.39,74.46,0.12,22.59,124.08,60.81,705.65,0.61,03-Jun-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
03-Jun-2019 - 00:00,27.93,17.54,7.78,21.18,9.08,0.74,18.99,17.92,54.48,0.2,24.24,132.04,61.15,705.94,1.55,04-Jun-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
04-Jun-2019 - 00:00,22.02,19.05,7.21,17.57,7.58,0.7,14.03,23.66,72.31,0.14,23.75,128.14,60.71,705.68,1.0,05-Jun-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
05-Jun-2019 - 00:00,20.74,18.66,7.0,16.73,10.08,0.76,14.63,22.59,64.84,0.12,24.43,137.24,64.06,705.29,0.66,06-Jun-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
06-Jun-2019 - 00:00,22.78,17.28,6.64,17.52,11.3,0.8,18.76,24.11,45.99,0.15,24.31,167.95,66.96,704.98,1.29,07-Jun-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
07-Jun-2019 - 00:00,21.36,19.2,6.63,16.74,14.0,0.73,19.68,20.48,39.58,0.11,23.2,146.71,66.18,705.7,0.74,08-Jun-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
08-Jun-2019 - 00:00,25.72,19.72,7.07,19.43,13.82,0.79,14.14,26.99,75.72,0.12,23.01,132.67,64.46,705.71,1.15,09-Jun-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
09-Jun-2019 - 00:00,21.08,18.42,6.62,16.59,11.01,0.76,18.91,19.26,61.89,0.1,24.12,121.39,55.61,704.52,0.56,10-Jun-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
10-Jun-2019 - 00:00,18.86,16.72,7.01,15.73,10.24,0.77,13.11,7.63,33.51,0.1,24.27,105.68,59.03,704.45,0.61,11-Jun-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
11-Jun-2019 - 00:00,17.86,14.54,7.12,15.3,8.95,0.66,12.0,5.54,29.0,0.1,24.14,99.07,61.3,704.31,0.59,12-Jun-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
12-Jun-2019 - 00:00,17.52,14.19,7.1,15.11,8.11,0.74,10.74,7.22,44.31,0.1,22.78,99.94,63.4,705.04,0.44,13-Jun-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
13-Jun-2019 - 00:00,19.21,13.67,7.74,16.51,7.55,0.8,7.63,9.39,45.68,0.12,23.47,108.08,64.08,705.86,1.02,14-Jun-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
14-Jun-2019 - 00:00,18.38,14.24,7.54,15.91,7.65,0.72,9.0,11.57,66.04,0.11,23.49,109.57,56.88,705.97,0.73,15-Jun-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
15-Jun-2019 - 00:00,19.32,13.95,7.69,16.54,7.92,0.73,9.64,13.04,79.35,0.12,24.27,115.27,56.76,706.35,0.77,16-Jun-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
16-Jun-2019 - 00:00,20.37,13.59,7.46,16.91,8.28,0.76,12.97,19.6,112.66,0.11,22.2,117.03,42.19,706.66,0.79,17-Jun-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
17-Jun-2019 - 00:00,19.89,14.96,7.28,16.49,9.56,0.71,10.41,16.77,69.21,0.12,23.77,115.17,52.57,707.36,0.84,18-Jun-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
18-Jun-2019 - 00:00,19.63,15.1,7.69,16.68,10.09,0.77,8.19,18.6,96.63,0.16,25.32,110.6,57.71,706.25,0.87,19-Jun-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
19-Jun-2019 - 00:00,17.8,15.37,7.33,15.43,11.27,0.66,9.3,20.05,81.47,0.24,22.59,115.86,55.5,704.86,0.92,20-Jun-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
20-Jun-2019 - 00:00,17.23,14.8,7.52,15.27,11.14,0.6,10.32,12.72,61.3,0.13,23.21,116.54,59.34,705.43,0.84,21-Jun-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
21-Jun-2019 - 00:00,17.24,14.64,7.21,15.03,10.66,0.68,10.43,17.97,70.85,0.17,23.41,114.45,56.97,704.91,0.86,22-Jun-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
22-Jun-2019 - 00:00,18.14,14.45,7.14,15.46,14.48,0.8,11.14,9.1,39.65,0.14,23.26,132.71,64.06,704.32,0.92,23-Jun-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
23-Jun-2019 - 00:00,17.0,15.22,7.13,14.84,10.33,0.66,11.31,6.05,16.15,0.1,21.32,111.03,64.92,703.47,0.48,24-Jun-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
24-Jun-2019 - 00:00,17.51,16.32,7.14,15.1,9.4,0.88,11.43,12.22,36.26,0.12,23.51,124.12,67.44,704.6,0.82,25-Jun-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
25-Jun-2019 - 00:00,19.85,14.81,8.31,17.31,13.68,0.73,10.44,20.76,68.75,0.12,21.26,117.61,59.6,705.81,0.9,26-Jun-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
26-Jun-2019 - 00:00,17.86,15.23,7.87,15.9,12.81,0.73,8.86,13.77,45.91,0.1,20.9,118.95,64.73,706.21,0.83,27-Jun-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
27-Jun-2019 - 00:00,17.98,16.91,8.74,16.67,8.84,0.77,7.93,17.24,88.5,0.12,25.46,120.88,62.96,705.56,0.72,28-Jun-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
28-Jun-2019 - 00:00,,,,,,,,,,,,,,,,29-Jun-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
29-Jun-2019 - 00:00,,,,,,,,,,,,,,,,30-Jun-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
30-Jun-2019 - 00:00,15.04,14.73,7.7,14.24,22.57,0.57,7.86,11.06,59.59,0.1,25.35,123.35,65.74,705.09,0.63,01-Jul-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
01-Jul-2019 - 00:00,15.94,15.47,7.75,14.78,17.46,0.81,7.85,12.25,57.58,0.12,26.82,117.25,63.56,704.1,0.85,02-Jul-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
02-Jul-2019 - 00:00,15.46,14.48,7.49,14.31,11.99,0.82,9.48,12.25,54.15,0.12,28.53,120.09,57.41,704.22,0.88,03-Jul-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
03-Jul-2019 - 00:00,14.42,14.46,7.65,13.89,8.42,0.68,9.11,11.37,54.33,0.11,27.92,116.04,55.29,704.83,0.92,04-Jul-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
04-Jul-2019 - 00:00,14.76,13.81,7.41,13.87,10.67,0.68,8.41,11.24,61.88,0.1,27.32,105.05,58.35,705.12,0.75,05-Jul-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
05-Jul-2019 - 00:00,14.1,13.58,7.49,13.59,13.18,0.77,7.24,12.38,78.26,0.1,24.66,107.62,64.03,704.25,0.64,06-Jul-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
06-Jul-2019 - 00:00,13.93,13.78,7.39,13.43,11.64,0.88,7.33,10.03,71.14,0.1,24.41,108.04,65.7,704.59,0.68,07-Jul-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
07-Jul-2019 - 00:00,13.41,13.31,7.0,12.82,12.89,0.7,8.35,12.21,64.89,0.1,24.75,106.76,58.34,705.29,0.35,08-Jul-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
08-Jul-2019 - 00:00,14.28,13.59,7.68,13.84,11.75,0.67,7.44,9.4,58.35,0.11,22.51,108.98,62.26,706.52,0.74,09-Jul-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
09-Jul-2019 - 00:00,13.87,13.48,7.8,13.73,11.56,0.83,6.03,8.55,40.23,0.1,22.01,113.72,61.95,705.83,0.63,10-Jul-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
10-Jul-2019 - 00:00,15.92,14.04,7.68,14.71,13.0,0.68,6.59,9.07,60.48,0.1,23.67,109.68,58.62,706.09,0.9,11-Jul-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
11-Jul-2019 - 00:00,13.17,11.17,6.35,12.16,13.59,0.79,7.4,9.04,32.4,0.1,22.81,122.59,60.13,707.83,0.68,12-Jul-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
12-Jul-2019 - 00:00,7.25,4.01,1.92,5.21,13.57,0.78,6.8,10.65,42.32,0.15,24.92,126.39,58.88,708.16,0.9,13-Jul-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
13-Jul-2019 - 00:00,7.43,4.97,1.66,5.19,13.5,0.62,6.25,13.12,43.58,0.13,25.96,126.68,60.89,708.31,0.81,14-Jul-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
14-Jul-2019 - 00:00,6.99,3.99,1.3,4.73,14.51,0.75,5.65,11.3,31.36,0.12,23.11,127.42,63.74,707.8,0.67,15-Jul-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
15-Jul-2019 - 00:00,8.36,5.79,1.93,5.96,11.14,0.76,5.85,12.15,36.06,0.15,23.97,123.33,65.2,706.44,0.95,16-Jul-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
16-Jul-2019 - 00:00,7.04,5.08,1.78,5.19,18.09,0.68,6.69,14.98,47.96,0.13,27.05,125.09,57.47,706.36,0.82,17-Jul-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
17-Jul-2019 - 00:00,7.79,4.01,1.79,5.5,14.36,0.63,6.11,16.01,46.18,0.15,26.48,143.41,62.0,705.9,0.8,18-Jul-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
18-Jul-2019 - 00:00,9.51,5.73,2.75,6.72,21.1,0.67,5.46,17.26,55.54,0.15,26.39,136.17,63.79,703.91,0.92,19-Jul-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
19-Jul-2019 - 00:00,8.26,5.31,2.04,5.93,17.15,0.69,7.42,12.19,32.2,0.15,26.49,123.97,67.39,702.93,0.8,20-Jul-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
20-Jul-2019 - 00:00,6.68,4.43,1.85,4.82,12.59,0.75,8.77,6.87,37.86,0.1,26.29,108.4,63.35,703.16,0.67,21-Jul-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
21-Jul-2019 - 00:00,5.82,3.22,1.27,3.87,9.77,0.72,8.73,7.03,25.29,0.1,23.76,104.42,62.36,703.32,0.29,22-Jul-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
22-Jul-2019 - 00:00,8.21,4.77,1.44,5.42,11.14,0.73,9.48,7.16,27.08,0.13,24.52,109.48,71.62,703.66,0.85,23-Jul-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
23-Jul-2019 - 00:00,8.05,3.83,1.73,5.58,12.52,0.77,8.68,11.75,34.6,0.13,26.28,117.33,70.19,704.31,1.05,24-Jul-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
24-Jul-2019 - 00:00,7.96,4.73,1.57,5.45,12.25,0.76,8.18,12.4,38.73,0.12,26.07,118.24,65.14,705.53,0.67,25-Jul-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
25-Jul-2019 - 00:00,6.32,4.09,1.27,4.37,11.57,0.72,7.79,11.74,28.74,0.12,27.33,121.57,68.66,706.73,0.8,26-Jul-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
26-Jul-2019 - 00:00,6.3,4.31,1.42,4.38,11.44,0.73,7.24,11.42,34.07,0.12,27.52,122.04,67.36,706.73,0.5,27-Jul-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
27-Jul-2019 - 00:00,6.19,3.57,1.45,4.48,11.28,0.64,7.96,13.15,47.12,0.11,26.89,122.59,65.08,706.04,0.54,28-Jul-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
28-Jul-2019 - 00:00,4.8,2.62,1.23,3.38,10.43,0.67,8.45,15.81,50.72,0.1,20.38,115.05,64.58,705.84,0.33,29-Jul-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
29-Jul-2019 - 00:00,8.73,5.69,2.3,6.51,13.02,0.71,7.73,12.89,43.0,0.12,25.19,117.4,63.08,706.31,0.92,30-Jul-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
30-Jul-2019 - 00:00,6.94,3.92,1.7,4.95,13.63,0.72,7.16,11.93,41.75,0.1,24.12,116.55,62.59,707.19,0.58,31-Jul-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
31-Jul-2019 - 00:00,6.68,3.6,1.86,5.0,13.32,0.62,5.08,11.62,47.79,0.1,25.0,116.6,58.43,707.54,0.57,01-Aug-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
01-Aug-2019 - 00:00,5.76,3.92,2.05,4.52,15.45,0.62,5.56,12.0,54.55,0.12,26.14,118.31,55.83,707.01,0.62,02-Aug-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
02-Aug-2019 - 00:00,4.67,3.47,1.77,3.77,10.53,0.6,6.78,9.54,50.33,0.1,25.45,115.57,63.7,706.38,0.48,03-Aug-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
03-Aug-2019 - 00:00,4.72,3.32,1.7,3.66,11.33,0.59,6.92,10.35,50.43,0.1,26.39,114.88,60.44,706.44,0.48,04-Aug-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
04-Aug-2019 - 00:00,4.97,3.33,1.63,3.73,14.04,0.58,6.62,10.5,45.83,0.11,26.08,110.27,63.77,706.08,0.32,05-Aug-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
05-Aug-2019 - 00:00,5.02,3.54,1.93,4.12,11.62,0.61,6.49,7.56,29.68,0.11,26.21,118.62,70.1,705.13,0.59,06-Aug-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
06-Aug-2019 - 00:00,4.52,3.1,1.8,3.77,14.06,0.6,6.82,4.87,11.0,0.1,26.02,123.61,73.17,704.53,0.55,07-Aug-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
07-Aug-2019 - 00:00,4.61,3.18,2.03,3.89,14.73,0.62,6.35,6.87,15.73,0.1,25.77,122.25,74.28,703.65,0.54,08-Aug-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
08-Aug-2019 - 00:00,4.71,2.58,2.14,4.16,13.22,0.62,5.94,8.85,27.29,0.11,24.61,118.31,76.85,702.77,0.65,09-Aug-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
09-Aug-2019 - 00:00,3.42,2.97,1.4,2.78,10.14,0.57,7.42,8.09,30.23,0.1,24.53,111.99,75.03,704.17,0.34,10-Aug-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
10-Aug-2019 - 00:00,5.19,2.83,1.78,4.0,9.29,0.6,7.49,7.86,25.5,0.12,23.42,119.54,66.8,705.36,0.73,11-Aug-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
11-Aug-2019 - 00:00,4.31,2.02,1.23,3.2,10.07,0.56,7.03,10.08,37.46,0.1,21.06,125.61,63.52,705.73,0.45,12-Aug-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
12-Aug-2019 - 00:00,4.56,3.72,1.89,3.63,10.64,0.6,6.97,10.72,36.5,0.1,22.19,129.78,66.2,705.93,0.49,13-Aug-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
13-Aug-2019 - 00:00,6.55,3.57,3.27,5.25,11.68,0.66,6.92,10.71,37.62,0.12,22.37,123.76,69.82,705.81,0.71,14-Aug-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
14-Aug-2019 - 00:00,6.48,4.65,2.3,5.05,12.79,0.64,7.2,10.38,30.27,0.13,24.94,119.89,75.1,706.8,0.73,15-Aug-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
15-Aug-2019 - 00:00,5.18,3.14,2.47,4.69,12.34,0.68,8.03,9.88,30.88,0.11,26.42,125.69,69.43,707.73,0.64,16-Aug-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
16-Aug-2019 - 00:00,5.89,3.22,2.8,5.41,11.25,0.72,7.74,10.36,29.91,0.17,25.33,134.35,70.79,706.97,0.85,17-Aug-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
17-Aug-2019 - 00:00,7.37,3.45,3.32,6.62,11.63,0.77,6.84,13.76,46.1,0.16,22.75,126.82,73.88,706.49,1.19,18-Aug-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
18-Aug-2019 - 00:00,,,,,,,,,,,,,,,,19-Aug-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
19-Aug-2019 - 00:00,,,,,,,,,,,,,,,,20-Aug-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
20-Aug-2019 - 00:00,,,,,,,,,,,,,,,,21-Aug-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
21-Aug-2019 - 00:00,,,,,,,,,,,,,,,,22-Aug-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
22-Aug-2019 - 00:00,,,,,,,,,,,,,,,,23-Aug-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
23-Aug-2019 - 00:00,,,,,,,,,,,,,,,,24-Aug-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
24-Aug-2019 - 00:00,,,,,,,,,,,,,,,,25-Aug-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
25-Aug-2019 - 00:00,,,,,,,,,,,,,,,,26-Aug-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
26-Aug-2019 - 00:00,,,,,,,,,,,,,,,,27-Aug-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
27-Aug-2019 - 00:00,,,,,,,,,,,,,,,,28-Aug-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
28-Aug-2019 - 00:00,,,,,,,,,,,,,,,,29-Aug-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
29-Aug-2019 - 00:00,19.75,2.81,3.28,13.17,12.36,0.76,10.29,14.33,69.46,0.13,25.88,126.46,56.88,705.4,1.05,30-Aug-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
30-Aug-2019 - 00:00,19.14,2.72,3.17,12.74,12.87,0.75,9.11,12.8,44.73,0.12,25.02,125.39,64.14,704.71,0.63,31-Aug-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
31-Aug-2019 - 00:00,20.0,0.69,3.14,13.15,13.32,0.75,8.45,6.5,17.75,,23.44,132.25,74.62,704.38,0.19,01-Sep-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
