from date,Temp,CO,Ozone,NO,NO2,NOx,NH3,SO2,PM2.5,PM10,Benzene,Toluene,Xylene,AT,RH,WS,WD,SR,BP,RF,to date,station
18-Apr-2019 - 00:00,27.21,0.39,4.39,14.12,43.87,34.81,28.58,9.74,39.21,85.54,0.36,3.22,0.32,24.46,58.57,1.19,165.18,123.07,744.43,0.01,19-Apr-2019 - 00:00,"Sector - 125, Noida - UPPCB"
19-Apr-2019 - 00:00,27.12,0.6,4.29,33.26,68.62,63.51,31.08,15.56,75.64,170.59,0.7,6.18,0.9,26.59,50.51,1.21,102.67,122.46,741.95,0.0,20-Apr-2019 - 00:00,"Sector - 125, Noida - UPPCB"
20-Apr-2019 - 00:00,26.64,0.71,3.96,24.16,75.35,59.71,32.53,16.18,98.9,210.17,0.65,3.89,0.86,28.54,44.88,0.97,111.39,127.18,739.35,0.0,21-Apr-2019 - 00:00,"Sector - 125, Noida - UPPCB"
21-Apr-2019 - 00:00,27.12,0.49,3.96,57.28,77.57,82.81,37.49,19.76,138.84,289.74,1.02,7.51,1.85,29.09,44.93,1.0,142.45,157.76,738.26,0.0,22-Apr-2019 - 00:00,"Sector - 125, Noida - UPPCB"
22-Apr-2019 - 00:00,26.21,1.1,3.62,50.12,73.24,71.37,32.21,22.19,62.53,197.83,0.71,4.81,1.04,34.69,34.93,1.17,143.23,161.63,738.2,0.0,23-Apr-2019 - 00:00,"Sector - 125, Noida - UPPCB"
23-Apr-2019 - 00:00,26.52,1.2,3.7,92.68,74.07,114.75,40.74,24.43,109.03,299.94,1.19,10.51,2.85,33.43,41.83,1.0,145.41,122.2,739.17,0.0,24-Apr-2019 - 00:00,"Sector - 125, Noida - UPPCB"
24-Apr-2019 - 00:00,26.21,0.45,3.58,8.46,37.28,26.71,44.01,15.89,78.43,272.82,0.52,3.19,0.24,34.01,44.38,1.1,195.16,114.78,740.15,0.0,25-Apr-2019 - 00:00,"Sector - 125, Noida - UPPCB"
25-Apr-2019 - 00:00,26.45,0.37,3.39,8.26,32.07,23.79,49.25,15.48,80.43,301.92,0.43,2.2,0.1,33.46,46.52,1.18,207.33,106.55,740.04,0.0,26-Apr-2019 - 00:00,"Sector - 125, Noida - UPPCB"
26-Apr-2019 - 00:00,26.7,0.27,3.59,20.56,60.06,48.67,32.65,19.4,76.93,236.56,0.7,4.14,0.42,33.27,38.73,1.21,111.98,133.67,739.69,0.0,27-Apr-2019 - 00:00,"Sector - 125, Noida - UPPCB"
27-Apr-2019 - 00:00,26.8,0.18,3.77,9.79,53.59,36.47,26.21,18.27,58.66,281.76,0.45,3.55,0.41,34.15,29.89,1.87,117.55,131.55,738.92,0.0,28-Apr-2019 - 00:00,"Sector - 125, Noida - UPPCB"
28-Apr-2019 - 00:00,26.85,0.02,4.08,14.49,52.25,39.31,23.28,20.24,60.39,264.45,0.33,3.05,0.27,34.37,24.53,1.68,121.75,132.58,737.81,0.0,29-Apr-2019 - 00:00,"Sector - 125, Noida - UPPCB"
29-Apr-2019 - 00:00,26.51,0.74,3.96,45.55,83.56,79.9,27.36,24.58,77.64,301.01,0.63,6.0,0.87,34.59,25.47,1.15,131.15,127.02,736.95,0.0,30-Apr-2019 - 00:00,"Sector - 125, Noida - UPPCB"
30-Apr-2019 - 00:00,26.28,0.62,4.79,25.2,62.83,52.29,31.52,29.6,93.29,325.4,0.78,5.43,0.61,35.8,25.19,1.1,223.49,118.15,734.08,0.0,01-May-2019 - 00:00,"Sector - 125, Noida - UPPCB"
01-May-2019 - 00:00,27.76,0.6,3.58,11.93,68.87,46.32,43.69,31.25,116.95,371.04,0.87,5.04,0.43,33.86,34.61,0.96,138.68,106.75,733.39,0.0,02-May-2019 - 00:00,"Sector - 125, Noida - UPPCB"
02-May-2019 - 00:00,28.17,0.45,3.73,8.9,41.26,29.17,39.3,17.39,77.04,298.74,0.46,2.81,0.19,32.22,38.08,2.18,224.42,104.18,735.48,0.0,03-May-2019 - 00:00,"Sector - 125, Noida - UPPCB"
03-May-2019 - 00:00,27.4,0.42,3.61,14.23,46.12,35.85,32.51,14.09,39.46,132.63,0.29,2.73,0.22,31.01,39.59,1.74,190.61,118.53,737.74,0.01,04-May-2019 - 00:00,"Sector - 125, Noida - UPPCB"
04-May-2019 - 00:00,27.46,0.47,3.75,33.43,75.22,66.03,32.67,18.09,67.01,197.93,0.81,6.55,1.07,31.8,33.5,1.45,17.14,133.01,739.45,0.0,05-May-2019 - 00:00,"Sector - 125, Noida - UPPCB"
05-May-2019 - 00:00,27.47,0.44,3.85,35.31,78.69,66.27,33.98,23.8,100.84,265.36,0.74,4.59,0.82,32.26,26.8,1.48,,134.01,739.67,0.0,06-May-2019 - 00:00,"Sector - 125, Noida - UPPCB"
06-May-2019 - 00:00,28.72,0.62,3.88,63.99,89.8,97.57,34.12,19.76,92.93,295.77,0.9,6.45,1.59,33.36,25.68,1.18,,135.02,737.24,0.0,07-May-2019 - 00:00,"Sector - 125, Noida - UPPCB"
07-May-2019 - 00:00,28.88,1.57,3.63,87.31,79.94,113.51,41.38,20.28,113.1,412.44,1.13,8.82,2.55,33.48,28.76,1.41,,126.45,735.79,0.0,08-May-2019 - 00:00,"Sector - 125, Noida - UPPCB"
08-May-2019 - 00:00,26.4,1.87,3.63,60.65,74.24,88.8,41.69,22.98,115.4,437.72,0.9,8.1,2.04,34.4,28.78,1.73,,128.48,735.76,0.0,09-May-2019 - 00:00,"Sector - 125, Noida - UPPCB"
09-May-2019 - 00:00,26.22,0.0,3.61,39.62,75.88,71.9,38.07,19.88,112.35,452.96,0.65,5.35,1.29,35.04,27.15,1.88,,122.49,734.96,0.0,10-May-2019 - 00:00,"Sector - 125, Noida - UPPCB"
10-May-2019 - 00:00,26.47,0.0,3.52,9.29,46.21,32.14,30.95,14.26,73.77,317.59,0.32,2.22,0.26,34.96,26.4,1.89,,124.45,735.94,0.0,11-May-2019 - 00:00,"Sector - 125, Noida - UPPCB"
11-May-2019 - 00:00,26.42,1.36,3.56,15.95,49.9,39.51,41.85,27.98,117.03,395.82,0.52,4.11,0.33,32.87,36.15,1.27,,117.66,738.25,0.0,12-May-2019 - 00:00,"Sector - 125, Noida - UPPCB"
12-May-2019 - 00:00,26.06,0.18,3.29,11.2,54.13,37.89,39.59,20.38,161.1,424.85,0.43,2.78,0.3,32.49,37.58,1.57,,115.93,738.03,0.0,13-May-2019 - 00:00,"Sector - 125, Noida - UPPCB"
13-May-2019 - 00:00,26.53,0.58,3.54,24.35,60.58,51.17,46.16,37.58,172.77,357.62,0.7,3.82,0.56,31.96,41.41,1.26,54.0,99.65,736.65,0.01,14-May-2019 - 00:00,"Sector - 125, Noida - UPPCB"
14-May-2019 - 00:00,26.35,0.12,3.53,19.57,51.67,43.39,44.11,16.4,65.0,135.91,0.41,3.76,0.3,29.63,50.54,1.08,39.17,117.29,737.67,0.01,15-May-2019 - 00:00,"Sector - 125, Noida - UPPCB"
15-May-2019 - 00:00,26.61,0.0,3.43,24.67,58.47,51.15,50.74,19.37,91.62,188.24,0.68,6.83,0.98,28.6,56.53,1.22,56.58,100.09,739.02,0.05,16-May-2019 - 00:00,"Sector - 125, Noida - UPPCB"
16-May-2019 - 00:00,26.87,0.14,3.62,35.07,57.3,59.0,50.19,22.33,93.17,250.79,0.56,6.61,0.73,30.17,50.8,1.21,23.0,102.64,739.73,0.0,17-May-2019 - 00:00,"Sector - 125, Noida - UPPCB"
17-May-2019 - 00:00,27.23,1.03,3.64,21.1,42.68,39.85,48.56,20.94,95.88,308.71,0.4,4.91,0.55,28.4,56.74,1.58,82.0,98.4,739.52,0.01,18-May-2019 - 00:00,"Sector - 125, Noida - UPPCB"
18-May-2019 - 00:00,27.44,0.44,6.99,11.35,44.6,32.92,60.04,9.4,53.35,101.6,0.3,3.0,0.22,27.04,64.74,1.36,38.1,134.9,739.54,0.01,19-May-2019 - 00:00,"Sector - 125, Noida - UPPCB"
19-May-2019 - 00:00,28.53,0.95,29.4,15.97,65.78,47.98,45.41,18.07,83.62,178.22,0.45,2.99,0.38,31.18,46.66,1.22,16.99,136.27,739.7,0.0,20-May-2019 - 00:00,"Sector - 125, Noida - UPPCB"
20-May-2019 - 00:00,29.46,2.15,5.26,51.53,78.44,83.61,51.88,22.07,91.43,224.32,1.0,8.75,2.35,33.21,40.29,1.19,8.32,135.67,740.03,0.0,21-May-2019 - 00:00,"Sector - 125, Noida - UPPCB"
21-May-2019 - 00:00,30.05,1.24,7.08,19.35,62.21,48.82,40.47,20.91,81.4,204.93,,,,34.23,37.06,1.1,,130.09,738.57,0.0,22-May-2019 - 00:00,"Sector - 125, Noida - UPPCB"
22-May-2019 - 00:00,29.59,1.79,7.53,23.7,77.29,60.38,43.18,15.16,66.71,226.52,,,,32.8,43.78,0.81,,70.98,737.14,0.0,23-May-2019 - 00:00,"Sector - 125, Noida - UPPCB"
23-May-2019 - 00:00,29.9,1.08,7.11,38.45,67.9,67.37,53.88,24.17,96.04,222.94,0.42,2.54,0.17,32.92,46.07,1.06,,112.7,736.14,0.01,24-May-2019 - 00:00,"Sector - 125, Noida - UPPCB"
24-May-2019 - 00:00,29.67,1.38,3.75,19.49,52.32,43.67,56.36,19.02,,128.63,0.4,4.1,0.3,29.68,58.36,1.64,32.38,123.47,737.83,0.0,25-May-2019 - 00:00,"Sector - 125, Noida - UPPCB"
25-May-2019 - 00:00,28.7,2.51,3.95,7.48,38.71,26.67,34.75,11.13,,115.07,,,,31.67,47.1,1.77,,145.14,737.39,0.0,26-May-2019 - 00:00,"Sector - 125, Noida - UPPCB"
26-May-2019 - 00:00,26.54,0.55,4.02,9.78,53.14,36.21,28.14,17.56,,131.49,,,,33.01,38.28,1.36,,146.5,735.99,0.0,27-May-2019 - 00:00,"Sector - 125, Noida - UPPCB"
27-May-2019 - 00:00,28.22,0.64,3.72,24.78,85.52,64.98,32.15,8.9,11.5,164.41,,,,35.21,31.62,1.24,,141.34,735.43,0.0,28-May-2019 - 00:00,"Sector - 125, Noida - UPPCB"
28-May-2019 - 00:00,29.43,0.08,3.28,24.5,82.62,63.85,35.85,21.67,36.71,187.42,,,,35.53,25.84,1.33,,146.64,735.02,0.0,29-May-2019 - 00:00,"Sector - 125, Noida - UPPCB"
29-May-2019 - 00:00,30.03,0.1,31.61,40.14,83.18,75.71,39.48,24.95,62.84,,0.57,4.99,0.68,36.27,29.13,1.05,,125.39,733.59,0.0,30-May-2019 - 00:00,"Sector - 125, Noida - UPPCB"
30-May-2019 - 00:00,29.91,0.21,31.83,97.82,97.82,131.57,48.42,17.9,79.24,213.97,,,,37.81,28.74,0.96,,120.9,732.16,0.0,31-May-2019 - 00:00,"Sector - 125, Noida - UPPCB"
31-May-2019 - 00:00,30.53,0.09,53.63,16.94,55.83,43.47,43.46,22.42,83.72,368.12,,,,37.53,28.95,1.14,,116.41,732.45,0.0,01-Jun-2019 - 00:00,"Sector - 125, Noida - UPPCB"
01-Jun-2019 - 00:00,29.63,,43.12,17.44,47.1,34.01,51.17,29.0,91.78,297.34,,,,36.2,41.85,1.23,,112.96,732.56,0.0,02-Jun-2019 - 00:00,"Sector - 125, Noida - UPPCB"
02-Jun-2019 - 00:00,30.42,,28.62,14.5,15.83,20.2,62.17,13.16,73.25,220.23,,,,33.52,58.04,1.84,,99.31,733.44,0.0,03-Jun-2019 - 00:00,"Sector - 125, Noida - UPPCB"
03-Jun-2019 - 00:00,31.05,0.06,52.31,1.88,24.43,12.96,44.88,13.02,46.18,315.84,,,,36.03,45.16,2.05,,144.84,733.54,0.0,04-Jun-2019 - 00:00,"Sector - 125, Noida - UPPCB"
04-Jun-2019 - 00:00,30.83,0.89,50.22,8.73,29.27,22.67,35.69,15.13,49.33,169.75,0.5,5.83,0.36,34.49,50.03,1.57,,112.35,734.08,0.0,05-Jun-2019 - 00:00,"Sector - 125, Noida - UPPCB"
05-Jun-2019 - 00:00,29.67,1.58,29.72,9.08,34.48,24.01,45.18,21.04,80.8,245.62,0.73,6.35,0.29,35.84,47.14,0.91,1.0,107.66,733.42,0.0,06-Jun-2019 - 00:00,"Sector - 125, Noida - UPPCB"
06-Jun-2019 - 00:00,28.79,3.39,41.93,1.7,27.53,7.85,29.87,24.21,64.8,237.92,,,,36.29,41.05,1.34,,102.67,733.69,0.0,07-Jun-2019 - 00:00,"Sector - 125, Noida - UPPCB"
07-Jun-2019 - 00:00,28.4,1.53,52.57,1.56,24.39,7.16,34.36,17.58,58.28,158.6,,,,32.79,53.75,1.14,,111.77,736.64,0.0,08-Jun-2019 - 00:00,"Sector - 125, Noida - UPPCB"
08-Jun-2019 - 00:00,28.3,1.94,54.07,1.45,29.54,5.2,21.28,19.53,93.01,210.1,,,,35.97,46.47,0.88,1.0,117.01,734.89,0.0,09-Jun-2019 - 00:00,"Sector - 125, Noida - UPPCB"
09-Jun-2019 - 00:00,27.92,0.75,46.7,1.42,23.88,6.44,24.5,22.61,103.67,332.27,,,,37.79,34.63,1.07,,116.29,731.54,0.0,10-Jun-2019 - 00:00,"Sector - 125, Noida - UPPCB"
10-Jun-2019 - 00:00,28.44,1.55,47.78,2.61,56.4,17.38,27.74,19.63,79.18,266.85,,,,38.9,29.98,1.03,,131.39,729.82,0.0,11-Jun-2019 - 00:00,"Sector - 125, Noida - UPPCB"
11-Jun-2019 - 00:00,29.66,1.66,29.44,3.32,41.44,15.68,20.39,15.55,99.02,453.46,,,,40.14,27.54,1.46,,129.62,729.64,0.0,12-Jun-2019 - 00:00,"Sector - 125, Noida - UPPCB"
12-Jun-2019 - 00:00,30.94,0.69,44.4,1.84,23.08,4.55,19.31,16.14,60.01,293.57,,,,34.58,44.84,2.21,,112.24,732.43,0.0,13-Jun-2019 - 00:00,"Sector - 125, Noida - UPPCB"
13-Jun-2019 - 00:00,28.79,3.26,49.73,1.27,,0.11,0.13,15.04,60.68,235.12,,,,35.32,45.82,1.16,,112.49,732.7,0.0,14-Jun-2019 - 00:00,"Sector - 125, Noida - UPPCB"
14-Jun-2019 - 00:00,27.02,0.15,41.64,1.24,,0.09,0.11,10.99,57.58,218.18,,,,36.78,33.86,1.79,,120.7,731.5,0.0,15-Jun-2019 - 00:00,"Sector - 125, Noida - UPPCB"
15-Jun-2019 - 00:00,26.89,0.33,38.95,1.19,,0.04,0.11,,79.4,309.31,,,,37.28,29.82,1.54,,112.55,730.85,0.0,16-Jun-2019 - 00:00,"Sector - 125, Noida - UPPCB"
16-Jun-2019 - 00:00,28.5,0.23,32.47,1.29,,0.1,0.11,,44.82,191.56,,,,31.72,53.71,2.81,,86.24,733.14,0.0,17-Jun-2019 - 00:00,"Sector - 125, Noida - UPPCB"
17-Jun-2019 - 00:00,28.27,4.32,27.73,1.23,,0.06,0.11,,41.63,165.02,,,,30.54,53.67,2.35,,61.19,732.76,0.0,18-Jun-2019 - 00:00,"Sector - 125, Noida - UPPCB"
18-Jun-2019 - 00:00,26.94,4.44,33.15,1.33,,0.12,0.11,,34.31,97.39,,,,27.63,63.91,1.68,116.79,94.56,734.51,0.06,19-Jun-2019 - 00:00,"Sector - 125, Noida - UPPCB"
19-Jun-2019 - 00:00,27.52,0.27,45.35,1.31,,0.1,0.11,,,231.93,,,,30.31,62.02,1.06,215.7,102.87,733.53,0.0,20-Jun-2019 - 00:00,"Sector - 125, Noida - UPPCB"
20-Jun-2019 - 00:00,27.81,0.58,47.97,1.45,44.81,9.52,29.64,15.15,,157.95,,,,31.5,58.36,1.06,192.73,120.06,734.62,0.0,21-Jun-2019 - 00:00,"Sector - 125, Noida - UPPCB"
21-Jun-2019 - 00:00,28.42,0.2,35.53,1.22,,0.07,0.11,15.62,,209.59,,,,33.34,56.45,0.79,197.77,99.97,734.57,0.0,22-Jun-2019 - 00:00,"Sector - 125, Noida - UPPCB"
22-Jun-2019 - 00:00,28.65,0.0,53.79,1.28,,0.07,0.12,18.97,,190.72,,,,35.01,45.08,1.42,76.31,117.6,733.97,0.0,23-Jun-2019 - 00:00,"Sector - 125, Noida - UPPCB"
23-Jun-2019 - 00:00,28.81,0.01,34.81,1.22,,0.08,0.11,8.68,,130.22,,,,33.65,57.66,1.79,8.08,117.98,734.29,0.0,24-Jun-2019 - 00:00,"Sector - 125, Noida - UPPCB"
24-Jun-2019 - 00:00,28.25,0.23,24.44,1.19,,0.06,0.11,6.45,,78.82,,,,30.21,69.51,1.83,,90.94,736.16,0.0,25-Jun-2019 - 00:00,"Sector - 125, Noida - UPPCB"
25-Jun-2019 - 00:00,28.63,0.27,43.08,1.53,42.34,8.09,27.21,11.91,63.44,121.34,,,,32.94,61.89,0.87,,97.21,735.27,0.0,26-Jun-2019 - 00:00,"Sector - 125, Noida - UPPCB"
26-Jun-2019 - 00:00,29.61,0.18,36.59,10.51,33.31,16.6,28.91,17.28,76.8,170.36,,,,33.43,53.7,0.97,,110.59,732.41,0.0,27-Jun-2019 - 00:00,"Sector - 125, Noida - UPPCB"
27-Jun-2019 - 00:00,29.27,,28.82,2.27,39.77,11.46,25.86,16.33,93.97,268.83,,,,36.17,50.55,1.17,,106.88,730.78,0.0,28-Jun-2019 - 00:00,"Sector - 125, Noida - UPPCB"
28-Jun-2019 - 00:00,28.91,,19.67,17.69,29.91,21.21,24.22,12.55,70.82,254.19,,,,35.21,46.82,1.34,,111.0,729.65,0.0,29-Jun-2019 - 00:00,"Sector - 125, Noida - UPPCB"
29-Jun-2019 - 00:00,29.44,,20.91,2.69,37.63,11.36,27.16,9.03,60.62,299.89,,,,37.21,40.38,1.36,,113.57,728.96,0.0,30-Jun-2019 - 00:00,"Sector - 125, Noida - UPPCB"
30-Jun-2019 - 00:00,31.71,,26.43,1.27,,0.09,0.11,12.62,73.54,337.61,,,,37.12,43.64,1.33,,111.23,729.38,0.0,01-Jul-2019 - 00:00,"Sector - 125, Noida - UPPCB"
01-Jul-2019 - 00:00,37.85,,39.81,1.86,31.64,9.1,17.97,12.17,62.8,225.97,,,,35.4,46.6,1.16,,105.13,730.49,0.0,02-Jul-2019 - 00:00,"Sector - 125, Noida - UPPCB"
02-Jul-2019 - 00:00,28.68,0.31,27.63,1.64,28.15,7.46,40.83,13.37,86.47,252.29,,,,34.07,54.41,1.39,,89.44,731.48,0.0,03-Jul-2019 - 00:00,"Sector - 125, Noida - UPPCB"
03-Jul-2019 - 00:00,28.3,0.51,16.07,1.96,23.55,7.1,43.99,5.92,47.68,111.18,,,,35.4,61.45,0.92,,92.53,732.28,0.0,04-Jul-2019 - 00:00,"Sector - 125, Noida - UPPCB"
04-Jul-2019 - 00:00,28.34,0.53,11.56,13.77,37.85,18.44,44.15,6.25,66.43,121.24,0.34,6.94,1.15,30.24,74.45,0.91,63.45,57.1,731.08,0.0,05-Jul-2019 - 00:00,"Sector - 125, Noida - UPPCB"
05-Jul-2019 - 00:00,27.44,0.67,12.24,7.39,66.59,22.7,51.22,4.08,81.56,108.4,0.14,1.49,0.08,28.45,84.19,0.69,85.9,49.99,729.32,0.13,06-Jul-2019 - 00:00,"Sector - 125, Noida - UPPCB"
06-Jul-2019 - 00:00,29.33,0.57,16.03,2.14,35.83,10.55,48.28,3.85,28.83,75.03,0.14,1.64,0.05,30.39,76.11,0.93,75.69,121.66,727.98,0.0,07-Jul-2019 - 00:00,"Sector - 125, Noida - UPPCB"
07-Jul-2019 - 00:00,29.73,1.08,25.53,1.55,38.14,3.59,16.1,3.21,51.89,109.95,0.26,3.04,0.8,31.12,73.45,0.82,54.29,104.86,728.46,0.0,08-Jul-2019 - 00:00,"Sector - 125, Noida - UPPCB"
08-Jul-2019 - 00:00,31.92,0.86,25.92,2.18,46.91,12.91,41.83,2.82,65.1,170.11,0.3,3.05,0.56,32.17,70.94,1.0,60.86,112.86,728.77,0.0,09-Jul-2019 - 00:00,"Sector - 125, Noida - UPPCB"
09-Jul-2019 - 00:00,32.02,0.84,17.26,2.33,42.62,8.45,35.19,2.95,44.99,127.22,0.28,3.27,0.31,29.67,78.7,0.91,75.73,71.77,728.67,0.06,10-Jul-2019 - 00:00,"Sector - 125, Noida - UPPCB"
10-Jul-2019 - 00:00,34.08,0.9,17.42,3.15,51.45,15.36,41.96,3.71,69.05,341.62,0.36,3.02,0.28,32.3,71.31,1.13,53.98,100.4,727.65,0.0,11-Jul-2019 - 00:00,"Sector - 125, Noida - UPPCB"
11-Jul-2019 - 00:00,35.67,0.47,18.15,2.54,42.37,12.99,53.64,1.85,61.21,406.99,0.24,2.55,0.19,33.86,62.0,1.81,10.2,102.23,727.85,0.0,12-Jul-2019 - 00:00,"Sector - 125, Noida - UPPCB"
12-Jul-2019 - 00:00,36.41,0.66,10.82,2.68,45.04,13.29,58.38,5.48,62.1,402.82,0.26,3.33,0.13,33.14,67.25,1.52,27.45,94.17,730.34,0.0,13-Jul-2019 - 00:00,"Sector - 125, Noida - UPPCB"
13-Jul-2019 - 00:00,37.6,0.45,16.52,2.44,43.22,13.87,72.6,1.9,49.9,381.82,,,,34.31,57.6,2.7,1.55,123.63,730.75,0.0,14-Jul-2019 - 00:00,"Sector - 125, Noida - UPPCB"
14-Jul-2019 - 00:00,38.49,1.41,25.08,2.18,39.18,20.16,98.72,4.83,56.77,351.15,,,,33.48,58.94,1.74,,113.74,729.63,0.0,15-Jul-2019 - 00:00,"Sector - 125, Noida - UPPCB"
15-Jul-2019 - 00:00,33.64,0.86,17.87,5.15,59.3,19.46,34.24,2.77,30.2,140.25,,,,28.02,78.32,1.37,80.17,71.65,729.86,0.13,16-Jul-2019 - 00:00,"Sector - 125, Noida - UPPCB"
16-Jul-2019 - 00:00,27.46,0.58,19.34,2.86,48.08,14.29,21.62,6.56,27.5,75.74,,,,27.62,80.02,1.55,72.44,97.0,732.98,0.0,17-Jul-2019 - 00:00,"Sector - 125, Noida - UPPCB"
17-Jul-2019 - 00:00,27.66,0.82,25.93,3.72,70.63,20.55,14.84,2.37,43.33,93.44,,,,27.3,83.14,1.18,47.94,83.7,734.02,0.01,18-Jul-2019 - 00:00,"Sector - 125, Noida - UPPCB"
18-Jul-2019 - 00:00,28.14,0.86,19.5,5.42,74.86,22.39,17.29,2.37,39.15,87.14,,,,26.71,86.46,0.63,166.44,63.93,733.81,0.04,19-Jul-2019 - 00:00,"Sector - 125, Noida - UPPCB"
19-Jul-2019 - 00:00,28.29,1.04,22.97,2.02,54.25,14.63,22.47,8.08,65.99,140.31,,,,30.8,74.79,0.61,237.97,123.94,733.7,0.0,20-Jul-2019 - 00:00,"Sector - 125, Noida - UPPCB"
20-Jul-2019 - 00:00,28.12,1.12,15.66,2.99,72.92,21.53,24.41,2.67,54.69,120.21,,,,30.58,77.16,0.88,213.32,90.03,734.47,0.0,21-Jul-2019 - 00:00,"Sector - 125, Noida - UPPCB"
21-Jul-2019 - 00:00,27.86,0.77,11.43,1.22,,0.05,0.12,2.07,54.93,110.34,,,,29.79,81.1,0.89,234.22,103.31,733.99,0.01,22-Jul-2019 - 00:00,"Sector - 125, Noida - UPPCB"
22-Jul-2019 - 00:00,27.45,0.86,16.71,56.14,50.79,69.71,33.57,8.22,68.94,132.44,,,,31.03,78.91,0.88,213.43,110.6,733.02,0.0,23-Jul-2019 - 00:00,"Sector - 125, Noida - UPPCB"
23-Jul-2019 - 00:00,27.14,1.18,23.61,3.01,56.94,18.51,25.48,4.94,76.79,153.02,,,,32.79,72.1,0.83,203.16,113.31,731.7,0.0,24-Jul-2019 - 00:00,"Sector - 125, Noida - UPPCB"
24-Jul-2019 - 00:00,26.84,0.7,20.31,1.94,45.86,7.61,14.51,4.38,97.1,213.96,,,,31.59,75.72,1.1,225.65,90.35,730.36,0.0,25-Jul-2019 - 00:00,"Sector - 125, Noida - UPPCB"
25-Jul-2019 - 00:00,28.09,0.87,13.26,4.41,61.24,18.8,15.65,5.17,21.71,52.91,,,,27.18,88.1,0.79,231.09,37.99,732.26,0.01,26-Jul-2019 - 00:00,"Sector - 125, Noida - UPPCB"
26-Jul-2019 - 00:00,28.44,0.7,16.97,2.95,51.17,15.07,16.57,4.42,30.12,54.95,,,,27.31,89.16,1.16,215.29,59.65,730.46,0.05,27-Jul-2019 - 00:00,"Sector - 125, Noida - UPPCB"
27-Jul-2019 - 00:00,28.47,0.7,13.27,2.53,39.51,11.11,15.28,3.9,21.45,37.23,,,,27.31,90.17,1.37,214.61,61.4,730.48,0.04,28-Jul-2019 - 00:00,"Sector - 125, Noida - UPPCB"
28-Jul-2019 - 00:00,27.12,0.64,10.98,1.22,,0.05,0.11,2.37,22.86,48.64,,,,29.1,83.11,1.94,219.21,101.48,732.43,0.0,29-Jul-2019 - 00:00,"Sector - 125, Noida - UPPCB"
29-Jul-2019 - 00:00,27.63,0.74,16.44,3.78,42.22,16.01,18.68,3.51,19.88,58.09,,,,30.55,76.62,1.96,187.15,95.06,733.75,0.0,30-Jul-2019 - 00:00,"Sector - 125, Noida - UPPCB"
30-Jul-2019 - 00:00,27.86,0.74,17.15,2.55,41.75,11.98,18.72,5.2,29.28,72.0,,,,30.05,78.57,1.73,22.35,79.53,733.53,0.0,31-Jul-2019 - 00:00,"Sector - 125, Noida - UPPCB"
31-Jul-2019 - 00:00,27.56,0.75,20.76,2.26,38.54,11.77,15.4,5.66,29.71,76.78,,,,30.52,76.14,1.69,1.0,91.54,732.91,0.0,01-Aug-2019 - 00:00,"Sector - 125, Noida - UPPCB"
01-Aug-2019 - 00:00,27.08,0.73,14.48,2.66,43.79,12.43,20.44,4.55,39.65,91.7,,,,31.29,73.81,1.21,1.0,117.91,732.38,0.0,02-Aug-2019 - 00:00,"Sector - 125, Noida - UPPCB"
02-Aug-2019 - 00:00,26.28,0.81,11.46,2.59,52.67,15.09,17.91,5.09,47.26,93.7,,,,29.78,81.48,1.03,,71.92,731.39,0.0,03-Aug-2019 - 00:00,"Sector - 125, Noida - UPPCB"
03-Aug-2019 - 00:00,27.27,0.76,13.21,2.46,43.03,13.18,19.09,5.51,48.98,76.34,,,,28.09,88.51,0.97,67.47,59.7,731.45,0.38,04-Aug-2019 - 00:00,"Sector - 125, Noida - UPPCB"
04-Aug-2019 - 00:00,26.12,0.82,8.69,1.25,,0.06,0.1,5.42,62.0,85.69,,,,29.47,84.69,0.83,46.03,101.97,730.84,0.0,05-Aug-2019 - 00:00,"Sector - 125, Noida - UPPCB"
05-Aug-2019 - 00:00,31.66,0.84,15.73,3.22,43.88,18.99,80.08,3.57,44.91,80.19,,,,32.22,77.4,0.75,123.37,144.66,728.58,0.0,06-Aug-2019 - 00:00,"Sector - 125, Noida - UPPCB"
06-Aug-2019 - 00:00,27.29,1.17,9.03,6.6,76.57,23.0,18.22,6.27,43.88,66.01,,,,27.25,91.91,0.84,94.96,37.19,729.39,0.07,07-Aug-2019 - 00:00,"Sector - 125, Noida - UPPCB"
07-Aug-2019 - 00:00,27.45,1.07,28.56,3.07,43.29,11.89,23.3,9.8,38.45,82.7,,,,29.29,82.79,1.23,84.54,106.01,729.24,0.0,08-Aug-2019 - 00:00,"Sector - 125, Noida - UPPCB"
08-Aug-2019 - 00:00,29.69,0.75,15.27,2.66,40.47,14.57,29.18,6.43,16.48,56.52,,,,31.82,73.86,1.21,99.85,125.12,728.89,0.0,09-Aug-2019 - 00:00,"Sector - 125, Noida - UPPCB"
09-Aug-2019 - 00:00,29.44,0.55,16.32,2.74,34.24,12.65,25.91,4.22,8.56,52.88,,,,30.31,74.3,2.61,111.92,88.58,730.79,0.0,10-Aug-2019 - 00:00,"Sector - 125, Noida - UPPCB"
10-Aug-2019 - 00:00,27.81,0.93,14.98,1.97,24.9,7.44,19.79,4.75,13.97,36.77,,,,29.51,80.6,1.71,129.43,94.68,731.81,0.0,11-Aug-2019 - 00:00,"Sector - 125, Noida - UPPCB"
