from date,NO,NOx,NO2,SO2,CO,Ozone,PM2.5,WS,WD,AT,Benzene,Toluene,MP-Xylene,O Xylene,Eth-Benzene,RH,VWS,SR,to date,BP,station
10-Aug-2019 - 00:00,3.01,16.19,13.23,4.82,0.97,,20.82,0.96,247.33,26.22,0.16,0.3,0.03,0.02,0.0,77.8,0.09,204.47,11-Aug-2019 - 00:00,999.71,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
11-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,12-Aug-2019 - 00:00,,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
12-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,13-Aug-2019 - 00:00,,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
13-Aug-2019 - 00:00,8.55,43.77,35.22,0.57,2.81,,0.44,0.85,259.01,27.19,0.42,1.48,0.37,0.13,0.21,69.46,-0.02,125.48,14-Aug-2019 - 00:00,998.8,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
14-Aug-2019 - 00:00,4.39,22.61,19.53,2.39,1.02,,61.15,0.9,249.79,26.47,0.28,0.54,0.09,0.01,0.02,77.78,0.03,211.4,15-Aug-2019 - 00:00,999.23,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
15-Aug-2019 - 00:00,2.88,21.78,18.92,3.14,0.81,,8.88,0.85,256.91,26.62,0.24,0.57,0.11,0.02,0.03,75.29,-0.0,186.31,16-Aug-2019 - 00:00,998.96,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
16-Aug-2019 - 00:00,4.31,24.91,21.1,2.45,1.13,,43.22,0.85,255.84,26.42,0.32,0.44,0.09,0.01,0.03,79.35,-0.0,161.58,17-Aug-2019 - 00:00,998.95,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
17-Aug-2019 - 00:00,5.86,32.21,26.37,5.35,1.02,,25.5,0.85,254.15,26.15,0.47,0.72,0.14,0.02,0.07,81.18,-0.02,90.56,18-Aug-2019 - 00:00,998.85,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
18-Aug-2019 - 00:00,6.59,35.54,28.95,5.58,0.93,,23.34,0.78,251.76,26.14,0.48,0.72,0.15,0.0,0.06,83.57,-0.06,69.88,19-Aug-2019 - 00:00,998.48,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
19-Aug-2019 - 00:00,11.92,41.3,30.01,6.72,0.91,,23.36,0.75,253.78,26.82,0.35,0.86,0.14,0.04,0.09,73.33,-0.07,224.16,20-Aug-2019 - 00:00,998.38,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
20-Aug-2019 - 00:00,9.3,33.96,24.68,5.09,0.79,,6.7,0.77,265.11,26.52,0.27,0.6,0.1,0.02,0.05,79.0,-0.06,119.03,21-Aug-2019 - 00:00,998.48,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
21-Aug-2019 - 00:00,5.96,33.24,36.05,2.73,4.85,,0.0,0.88,249.72,26.08,0.31,0.68,0.17,0.04,0.06,84.7,0.01,8.37,22-Aug-2019 - 00:00,999.03,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
22-Aug-2019 - 00:00,13.31,60.38,60.63,,6.31,,0.0,0.89,257.13,27.49,0.0,0.0,0.0,0.0,0.0,64.8,0.03,354.2,23-Aug-2019 - 00:00,999.2,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
23-Aug-2019 - 00:00,3.65,20.88,27.46,2.45,7.94,,0.0,0.89,251.81,27.79,0.14,0.24,0.04,0.0,0.0,60.51,0.04,587.92,24-Aug-2019 - 00:00,999.29,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
24-Aug-2019 - 00:00,7.6,48.17,51.61,2.53,1.82,,0.0,0.78,269.41,27.44,0.21,0.53,0.1,0.0,0.0,67.45,-0.07,156.0,25-Aug-2019 - 00:00,998.45,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
25-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,26-Aug-2019 - 00:00,,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
26-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,27-Aug-2019 - 00:00,,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
27-Aug-2019 - 00:00,8.97,46.37,38.08,3.66,1.85,,24.27,0.87,246.48,27.29,0.37,0.65,0.12,0.0,0.03,63.69,0.0,135.21,28-Aug-2019 - 00:00,998.97,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
28-Aug-2019 - 00:00,7.46,28.48,21.3,6.02,1.42,,14.42,0.88,248.75,26.54,0.41,0.43,0.07,0.0,0.01,74.95,0.01,280.21,29-Aug-2019 - 00:00,999.06,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
29-Aug-2019 - 00:00,7.06,24.34,17.3,5.49,0.81,,16.55,0.87,246.23,26.83,0.36,0.43,0.06,0.01,0.02,73.14,0.01,202.51,30-Aug-2019 - 00:00,999.0,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
30-Aug-2019 - 00:00,4.15,22.76,18.65,6.03,1.15,,14.82,0.92,249.68,26.87,0.34,0.36,0.04,0.0,0.0,69.86,0.06,255.13,31-Aug-2019 - 00:00,999.45,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
31-Aug-2019 - 00:00,4.33,22.49,18.18,5.74,0.84,,15.82,0.9,246.56,26.4,0.31,0.35,0.04,0.0,0.01,76.27,0.03,125.94,01-Sep-2019 - 00:00,999.24,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
01-Sep-2019 - 00:00,5.56,22.26,16.73,5.69,0.8,,22.16,0.89,246.44,26.4,0.26,0.25,0.02,0.0,0.0,76.28,0.03,123.95,02-Sep-2019 - 00:00,999.18,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
02-Sep-2019 - 00:00,3.5,17.35,13.95,5.56,0.74,,8.39,0.89,247.94,26.2,0.24,0.27,0.03,0.0,0.0,80.18,0.02,114.06,03-Sep-2019 - 00:00,999.11,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
03-Sep-2019 - 00:00,7.56,25.91,18.6,5.47,0.87,,9.93,0.9,249.1,26.15,0.21,0.32,0.04,0.0,0.0,80.34,0.03,124.02,04-Sep-2019 - 00:00,999.23,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
04-Sep-2019 - 00:00,6.42,23.35,18.22,4.29,0.8,,2.74,0.89,247.28,26.15,0.2,0.29,0.03,0.0,0.0,81.25,0.03,133.18,05-Sep-2019 - 00:00,999.19,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
05-Sep-2019 - 00:00,5.09,24.14,20.51,5.49,1.05,,17.73,0.91,248.96,26.32,0.22,0.3,0.04,0.0,0.01,80.33,0.05,157.48,06-Sep-2019 - 00:00,999.33,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
06-Sep-2019 - 00:00,6.61,25.46,18.86,6.36,0.81,,12.95,0.92,249.76,26.39,0.21,0.36,0.04,0.0,0.02,80.44,0.05,168.66,07-Sep-2019 - 00:00,999.36,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
07-Sep-2019 - 00:00,3.2,17.23,14.77,5.72,1.01,,54.79,0.94,246.74,26.45,0.17,0.2,0.01,0.0,0.0,77.84,0.07,208.87,08-Sep-2019 - 00:00,999.57,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
08-Sep-2019 - 00:00,2.57,14.3,11.74,5.86,0.83,,7.88,0.91,249.27,26.69,0.14,0.16,0.01,0.0,0.0,74.49,0.05,155.21,09-Sep-2019 - 00:00,999.36,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
09-Sep-2019 - 00:00,5.5,19.33,13.85,6.13,0.99,,26.16,0.91,248.26,26.87,0.13,0.2,0.01,0.0,0.0,73.04,0.04,169.64,10-Sep-2019 - 00:00,999.29,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
10-Sep-2019 - 00:00,5.37,20.47,15.1,5.14,1.13,,35.89,0.92,249.14,26.78,0.17,0.25,0.02,0.0,0.01,76.07,0.05,187.86,11-Sep-2019 - 00:00,999.37,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
11-Sep-2019 - 00:00,5.29,20.63,15.37,4.84,0.9,,28.9,1.16,249.5,26.76,0.18,0.29,0.03,0.0,0.01,75.82,0.3,133.04,12-Sep-2019 - 00:00,999.75,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
12-Sep-2019 - 00:00,7.07,44.08,37.03,6.24,0.99,,35.55,0.97,250.93,26.69,0.17,0.35,0.04,0.01,0.01,76.83,0.11,200.95,13-Sep-2019 - 00:00,999.66,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
13-Sep-2019 - 00:00,6.37,31.89,25.53,6.38,0.91,,32.96,0.89,256.72,27.09,0.19,0.41,0.04,0.0,0.02,70.55,0.04,226.57,14-Sep-2019 - 00:00,999.26,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
14-Sep-2019 - 00:00,3.83,22.79,19.01,7.54,1.1,,41.55,0.91,251.98,27.2,0.15,0.3,0.03,0.0,0.0,68.26,0.05,220.46,15-Sep-2019 - 00:00,999.4,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
15-Sep-2019 - 00:00,2.87,10.02,7.43,6.69,0.92,,37.38,0.88,257.47,27.18,0.14,0.21,0.02,0.0,0.0,67.23,0.03,200.45,16-Sep-2019 - 00:00,999.22,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
16-Sep-2019 - 00:00,1.27,1.55,0.96,3.85,1.21,,457.13,0.92,259.62,26.74,0.17,0.36,0.04,0.0,0.01,74.27,0.08,107.49,17-Sep-2019 - 00:00,999.4,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
17-Sep-2019 - 00:00,0.95,1.64,2.79,4.92,1.59,,541.35,0.88,259.13,26.05,0.16,0.31,0.03,0.0,0.0,87.48,0.03,111.44,18-Sep-2019 - 00:00,999.16,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
18-Sep-2019 - 00:00,7.05,28.49,24.1,4.24,0.96,,29.01,0.81,257.42,26.8,0.24,0.49,0.06,0.01,0.03,77.7,-0.04,124.53,19-Sep-2019 - 00:00,998.61,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
19-Sep-2019 - 00:00,8.75,38.21,29.72,4.73,0.95,,38.68,0.83,245.75,26.77,0.19,0.31,0.03,0.0,0.01,77.69,-0.02,184.29,20-Sep-2019 - 00:00,998.81,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
20-Sep-2019 - 00:00,7.71,37.32,29.64,6.1,0.83,,35.5,0.86,246.8,26.82,0.2,0.35,0.06,0.0,0.03,73.89,-0.01,206.41,21-Sep-2019 - 00:00,998.9,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
21-Sep-2019 - 00:00,7.06,36.4,29.46,6.19,0.79,,39.3,0.87,213.32,27.15,0.21,0.37,0.03,0.0,0.01,70.26,0.05,238.78,22-Sep-2019 - 00:00,999.35,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
22-Sep-2019 - 00:00,5.93,33.02,27.2,5.34,1.09,,31.41,0.67,242.77,26.99,0.19,0.47,0.04,0.0,0.02,77.23,-0.03,140.13,23-Sep-2019 - 00:00,998.75,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
23-Sep-2019 - 00:00,15.07,68.38,53.48,5.59,1.29,,37.87,0.7,207.82,26.57,0.27,0.74,0.11,0.01,0.05,83.48,-0.01,116.25,24-Sep-2019 - 00:00,998.9,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
24-Sep-2019 - 00:00,8.8,45.27,41.09,5.41,1.5,,15.0,0.73,228.23,26.21,0.22,0.56,0.07,0.0,0.03,85.54,-0.07,180.28,25-Sep-2019 - 00:00,998.43,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
25-Sep-2019 - 00:00,12.56,51.81,39.26,5.62,0.98,,,0.8,183.1,26.68,0.33,0.55,0.03,0.0,0.02,81.24,0.01,155.43,26-Sep-2019 - 00:00,998.85,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
26-Sep-2019 - 00:00,31.39,55.63,24.25,5.89,0.91,,50.67,0.73,159.4,26.75,0.3,0.74,0.04,0.0,0.06,74.74,0.05,242.09,27-Sep-2019 - 00:00,999.34,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
27-Sep-2019 - 00:00,17.87,40.0,22.21,6.69,1.3,,59.02,0.71,107.16,26.94,0.33,1.5,0.12,0.01,0.19,72.44,-0.03,185.35,28-Sep-2019 - 00:00,998.7,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
28-Sep-2019 - 00:00,16.08,37.38,25.37,3.9,1.58,,49.67,0.86,107.32,27.17,0.29,0.75,0.03,0.0,0.04,69.18,0.12,195.79,29-Sep-2019 - 00:00,999.59,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
29-Sep-2019 - 00:00,4.92,20.72,15.9,8.6,0.79,,65.4,0.95,86.55,27.05,0.3,0.38,0.02,0.0,0.01,68.41,0.15,252.36,30-Sep-2019 - 00:00,999.79,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
30-Sep-2019 - 00:00,10.49,26.86,16.38,5.88,1.17,,44.2,0.93,93.85,26.98,0.3,0.53,0.03,0.0,0.02,70.62,0.14,245.41,01-Oct-2019 - 00:00,999.66,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
01-Oct-2019 - 00:00,12.84,43.39,30.88,5.79,1.02,6.31,56.06,0.78,189.32,26.66,0.34,1.25,0.08,0.01,0.1,76.42,-0.0,155.44,02-Oct-2019 - 00:00,998.96,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
02-Oct-2019 - 00:00,8.74,49.3,43.91,5.43,1.52,0.73,20.23,0.72,162.31,27.03,0.25,0.82,0.04,0.0,0.02,68.76,-0.04,213.26,03-Oct-2019 - 00:00,998.66,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
03-Oct-2019 - 00:00,13.17,56.45,43.34,4.36,0.95,1.19,42.05,0.67,178.33,26.93,0.28,1.03,0.06,0.01,0.04,72.99,-0.05,200.19,04-Oct-2019 - 00:00,998.54,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
04-Oct-2019 - 00:00,17.36,66.82,52.05,5.62,1.42,0.49,107.84,0.66,212.37,26.41,0.29,1.38,0.09,0.01,0.05,78.45,-0.07,183.47,05-Oct-2019 - 00:00,998.42,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
05-Oct-2019 - 00:00,6.77,59.14,52.4,5.33,0.83,1.34,33.81,0.65,136.33,26.73,0.26,1.34,0.07,0.02,0.06,73.2,-0.05,180.32,06-Oct-2019 - 00:00,998.52,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
06-Oct-2019 - 00:00,38.06,107.35,70.84,5.81,2.35,0.68,36.69,0.68,140.29,25.86,0.29,2.31,0.14,0.02,0.09,87.46,-0.09,9.97,07-Oct-2019 - 00:00,998.26,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
07-Oct-2019 - 00:00,33.49,81.92,49.96,4.85,1.25,1.06,54.98,0.68,159.68,26.35,0.31,1.55,0.12,0.04,0.09,85.2,-0.06,118.47,08-Oct-2019 - 00:00,998.51,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
08-Oct-2019 - 00:00,4.92,39.87,34.97,5.31,0.89,0.91,41.2,0.63,187.3,26.69,0.24,0.89,0.03,0.0,0.01,77.05,-0.06,198.36,09-Oct-2019 - 00:00,998.48,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
09-Oct-2019 - 00:00,17.97,68.85,50.92,6.35,1.23,3.66,46.62,0.64,154.54,26.88,0.27,1.38,0.07,0.02,0.04,73.58,-0.06,132.65,10-Oct-2019 - 00:00,998.49,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
10-Oct-2019 - 00:00,12.86,58.48,45.59,7.16,0.79,0.67,57.37,0.7,117.36,27.07,0.22,1.0,0.06,0.0,0.03,75.4,-0.04,196.75,11-Oct-2019 - 00:00,998.62,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
11-Oct-2019 - 00:00,16.36,62.19,45.87,7.13,1.11,0.83,63.88,0.71,148.41,27.34,0.23,1.13,0.07,0.0,0.05,71.5,-0.05,159.75,12-Oct-2019 - 00:00,998.53,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
12-Oct-2019 - 00:00,11.28,43.05,31.78,9.75,0.9,1.05,54.1,0.77,76.5,27.16,0.18,0.42,0.03,0.0,0.02,72.07,-0.01,188.69,13-Oct-2019 - 00:00,998.87,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
13-Oct-2019 - 00:00,9.97,32.3,24.53,8.39,1.03,0.09,37.13,0.83,80.74,27.07,0.17,0.3,0.01,0.0,0.0,75.3,0.01,175.74,14-Oct-2019 - 00:00,999.04,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
14-Oct-2019 - 00:00,22.59,54.19,33.15,8.15,0.94,1.28,42.5,0.82,68.21,27.48,0.18,0.51,0.03,0.0,0.01,68.17,0.0,207.72,15-Oct-2019 - 00:00,998.97,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
15-Oct-2019 - 00:00,13.75,49.65,36.2,8.56,0.91,0.44,42.3,0.85,58.36,26.98,0.15,0.41,0.02,0.0,0.01,76.14,0.03,155.88,16-Oct-2019 - 00:00,999.19,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
16-Oct-2019 - 00:00,12.9,46.5,34.7,7.1,1.14,1.23,37.72,0.85,53.85,26.81,0.15,0.48,0.02,0.0,0.0,76.92,0.05,149.61,17-Oct-2019 - 00:00,999.28,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
17-Oct-2019 - 00:00,30.04,69.49,39.81,3.57,1.62,0.74,40.25,0.86,67.47,26.38,0.17,0.65,0.04,0.0,0.0,82.99,0.03,120.09,18-Oct-2019 - 00:00,999.23,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
18-Oct-2019 - 00:00,18.2,51.6,33.41,8.27,0.66,0.44,41.62,0.86,78.49,26.37,0.15,0.43,0.02,0.0,0.0,80.9,0.02,115.75,19-Oct-2019 - 00:00,999.12,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
19-Oct-2019 - 00:00,12.87,42.21,29.35,5.45,1.09,0.48,35.99,0.84,81.64,26.55,0.14,0.36,0.01,0.0,0.01,80.93,0.01,135.17,20-Oct-2019 - 00:00,999.06,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
20-Oct-2019 - 00:00,7.4,34.07,26.7,6.92,0.83,0.62,34.9,0.85,71.78,26.43,0.13,0.31,0.01,0.0,0.0,83.01,0.01,152.51,21-Oct-2019 - 00:00,999.04,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
21-Oct-2019 - 00:00,16.33,55.58,39.28,7.55,1.14,0.55,37.25,0.78,102.11,26.24,0.14,0.65,0.02,0.0,0.0,86.9,-0.02,98.57,22-Oct-2019 - 00:00,998.8,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
22-Oct-2019 - 00:00,6.13,40.55,34.45,7.25,0.71,0.58,33.88,0.76,227.51,26.03,0.15,0.76,0.03,0.0,0.01,88.31,-0.06,103.9,23-Oct-2019 - 00:00,998.48,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
23-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,24-Oct-2019 - 00:00,,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
24-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,,25-Oct-2019 - 00:00,,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
25-Oct-2019 - 00:00,20.49,57.22,37.64,4.81,1.88,6.0,18.41,1.27,236.16,26.32,0.22,0.52,0.02,0.0,0.01,76.99,0.67,175.68,26-Oct-2019 - 00:00,,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
26-Oct-2019 - 00:00,13.33,44.78,31.46,7.4,0.79,6.27,26.9,1.27,216.97,26.22,0.31,0.32,0.02,0.0,0.0,77.13,0.67,146.59,27-Oct-2019 - 00:00,,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
27-Oct-2019 - 00:00,6.07,33.21,27.18,9.47,1.04,8.13,42.47,1.14,244.21,26.36,0.34,0.32,0.02,0.0,0.0,78.23,0.41,177.11,28-Oct-2019 - 00:00,998.1,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
28-Oct-2019 - 00:00,15.18,44.76,30.26,4.12,1.53,10.7,40.9,0.85,73.15,26.88,0.31,0.24,0.01,0.0,0.0,78.61,-0.0,101.6,29-Oct-2019 - 00:00,998.95,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
29-Oct-2019 - 00:00,12.35,41.42,29.06,9.01,0.66,5.37,46.16,0.81,58.95,26.03,0.31,0.28,0.02,0.0,0.0,84.7,-0.01,85.58,30-Oct-2019 - 00:00,998.85,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
30-Oct-2019 - 00:00,11.06,33.51,22.47,8.4,0.7,5.42,21.89,0.86,70.52,25.91,0.23,0.11,0.01,0.0,0.0,87.82,0.03,100.04,31-Oct-2019 - 00:00,999.17,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
31-Oct-2019 - 00:00,8.31,33.91,25.61,6.8,0.65,13.05,24.47,0.8,105.69,26.09,0.2,0.11,0.01,0.0,0.0,85.21,-0.01,108.8,01-Nov-2019 - 00:00,998.9,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
01-Nov-2019 - 00:00,16.07,48.96,32.84,7.54,0.67,21.39,41.67,0.68,116.63,26.63,0.26,0.31,0.02,0.0,0.02,71.16,-0.08,182.53,02-Nov-2019 - 00:00,998.33,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
02-Nov-2019 - 00:00,17.04,47.42,30.48,7.66,0.63,17.61,36.29,0.77,82.55,26.81,0.24,0.19,0.02,0.0,0.01,75.17,-0.06,147.45,03-Nov-2019 - 00:00,998.51,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
03-Nov-2019 - 00:00,9.11,39.36,35.49,7.7,1.45,17.45,49.79,0.78,71.18,26.91,0.23,0.17,0.01,0.0,0.0,73.39,-0.05,177.77,04-Nov-2019 - 00:00,998.59,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
04-Nov-2019 - 00:00,41.87,94.53,53.28,7.3,1.15,27.1,82.64,0.8,76.3,26.56,0.36,0.48,0.1,0.03,0.03,62.21,-0.06,157.07,05-Nov-2019 - 00:00,998.5,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
05-Nov-2019 - 00:00,54.84,114.98,60.89,10.46,1.63,31.66,110.06,0.69,76.23,27.01,0.41,0.7,0.09,0.01,0.04,54.62,-0.08,191.93,06-Nov-2019 - 00:00,998.28,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
06-Nov-2019 - 00:00,46.27,100.41,54.73,11.46,1.13,44.48,130.7,0.63,116.04,26.69,0.47,0.66,0.07,0.0,0.03,63.33,-0.1,215.01,07-Nov-2019 - 00:00,998.16,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
07-Nov-2019 - 00:00,33.11,91.71,58.6,9.72,1.07,54.72,107.65,0.6,165.06,27.03,0.39,0.56,0.06,0.01,0.05,59.25,-0.11,153.27,08-Nov-2019 - 00:00,998.1,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
08-Nov-2019 - 00:00,14.95,63.29,48.41,8.08,0.66,46.27,84.31,0.61,220.17,26.93,0.34,0.42,0.05,0.01,0.03,74.12,-0.11,138.84,09-Nov-2019 - 00:00,998.07,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
09-Nov-2019 - 00:00,9.84,51.45,42.22,7.35,0.91,21.62,44.66,0.61,164.88,27.12,0.26,0.31,0.03,0.0,0.01,73.01,-0.1,102.91,10-Nov-2019 - 00:00,998.15,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
10-Nov-2019 - 00:00,6.97,42.94,36.32,8.11,0.51,27.61,49.28,0.73,71.76,27.08,0.23,0.16,0.01,0.0,0.0,72.35,-0.06,163.77,11-Nov-2019 - 00:00,998.45,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
11-Nov-2019 - 00:00,10.53,53.58,43.08,7.83,0.33,45.85,55.16,0.76,80.9,26.73,0.22,0.17,0.02,0.0,0.0,71.79,-0.04,128.18,12-Nov-2019 - 00:00,998.65,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
12-Nov-2019 - 00:00,10.99,45.92,36.31,6.47,1.31,43.5,24.51,0.86,73.4,26.21,0.19,0.12,0.02,0.0,0.0,71.71,0.01,97.83,13-Nov-2019 - 00:00,999.08,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
13-Nov-2019 - 00:00,13.26,49.63,36.38,9.18,0.47,49.74,28.12,0.86,68.77,26.24,0.2,0.14,0.01,0.0,0.0,71.13,0.02,179.86,14-Nov-2019 - 00:00,999.09,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
14-Nov-2019 - 00:00,14.36,48.34,34.0,8.05,0.53,29.46,21.57,0.82,67.93,25.94,0.17,0.12,0.0,0.0,0.0,80.2,-0.01,108.95,15-Nov-2019 - 00:00,998.86,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
15-Nov-2019 - 00:00,22.73,55.76,33.03,8.72,0.96,9.68,19.07,0.79,74.82,26.2,0.16,0.18,0.02,0.0,0.0,85.13,-0.05,123.87,16-Nov-2019 - 00:00,998.59,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
16-Nov-2019 - 00:00,14.71,43.91,29.48,7.76,0.48,13.31,16.68,0.83,78.54,26.52,0.14,0.1,0.01,0.0,0.0,79.79,-0.02,115.13,17-Nov-2019 - 00:00,998.83,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
17-Nov-2019 - 00:00,9.64,44.87,35.38,7.98,0.61,35.03,39.1,0.74,56.61,26.84,0.14,0.14,0.0,0.0,0.0,67.15,-0.04,164.82,18-Nov-2019 - 00:00,998.64,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
18-Nov-2019 - 00:00,11.47,44.04,32.64,6.62,0.57,41.81,21.28,0.84,58.46,26.74,0.13,0.14,0.0,0.0,0.0,73.71,0.01,122.77,19-Nov-2019 - 00:00,999.05,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
19-Nov-2019 - 00:00,17.76,48.94,31.54,7.8,1.04,23.93,14.47,0.76,72.88,26.78,0.11,0.1,0.0,0.0,0.0,72.64,-0.04,155.44,20-Nov-2019 - 00:00,998.68,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
20-Nov-2019 - 00:00,12.95,44.18,31.86,7.0,1.43,17.48,20.63,0.85,64.51,26.08,0.15,0.14,0.0,0.0,0.0,83.27,0.01,125.38,21-Nov-2019 - 00:00,999.01,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
21-Nov-2019 - 00:00,13.44,57.27,48.11,3.92,1.7,,49.08,0.84,65.62,26.29,0.16,0.25,0.01,0.0,0.01,75.72,-0.0,133.14,22-Nov-2019 - 00:00,998.95,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
22-Nov-2019 - 00:00,12.67,54.72,42.07,5.03,1.91,,60.94,0.83,68.19,26.14,0.15,0.19,0.01,0.0,0.0,77.66,-0.01,123.88,23-Nov-2019 - 00:00,998.9,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
23-Nov-2019 - 00:00,6.14,44.98,39.02,6.14,1.19,,50.79,0.75,59.12,26.16,0.14,0.3,0.0,0.0,0.0,66.67,-0.03,174.41,24-Nov-2019 - 00:00,998.76,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
