from date,PM2.5,PM10,RF,AT,SR,SO2,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Toluene,Xylene,Temp,RH,BP,WD,WS,to date,station
22-Apr-2019 - 00:00,124.46,329.82,0.0,33.91,105.98,37.22,2.68,86.07,47.21,51.06,1.97,54.59,,,,30.58,44.92,736.42,153.06,0.87,23-Apr-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
23-Apr-2019 - 00:00,121.78,360.12,0.0,35.69,107.48,39.31,2.25,89.93,49.03,56.12,2.31,73.28,,,,30.46,43.96,737.32,179.86,0.98,24-Apr-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
24-Apr-2019 - 00:00,82.49,301.95,0.0,36.12,101.16,20.91,1.54,53.74,29.79,49.32,1.14,70.16,138.58,10.78,4.55,30.63,46.9,738.39,153.6,1.35,25-Apr-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
25-Apr-2019 - 00:00,74.51,310.62,0.0,34.98,110.65,18.96,1.44,42.97,24.03,48.65,0.83,61.4,1.95,0.27,0.04,31.05,50.17,738.38,126.05,1.46,26-Apr-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
26-Apr-2019 - 00:00,103.99,307.29,0.0,35.57,120.63,44.08,1.56,65.77,36.18,43.34,1.11,48.87,0.5,0.3,0.1,31.03,39.52,737.83,188.95,1.31,27-Apr-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
27-Apr-2019 - 00:00,71.86,387.16,0.0,36.46,114.53,35.48,1.52,60.17,33.16,43.82,0.81,52.34,0.5,0.3,0.1,31.68,31.01,737.1,253.79,2.41,28-Apr-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
28-Apr-2019 - 00:00,77.76,360.72,0.0,36.31,117.43,45.17,1.49,61.49,33.84,39.71,0.81,64.26,0.5,0.3,0.1,32.39,27.42,735.9,254.31,2.16,29-Apr-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
29-Apr-2019 - 00:00,95.54,349.09,0.0,36.96,126.24,51.3,2.23,76.89,41.91,38.58,1.21,58.11,0.72,0.81,0.28,31.39,26.71,735.0,230.27,1.13,30-Apr-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
30-Apr-2019 - 00:00,94.11,326.01,0.0,37.6,108.18,29.59,1.81,63.99,35.29,37.79,1.19,60.92,1.1,1.98,0.46,29.97,28.16,732.5,139.01,1.45,01-May-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
01-May-2019 - 00:00,119.15,387.51,0.0,36.15,95.7,42.56,1.96,78.28,42.84,44.71,1.2,63.26,1.37,12.21,2.08,28.86,36.75,731.91,142.62,0.87,02-May-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
02-May-2019 - 00:00,70.09,310.8,0.0,33.47,95.08,27.4,1.36,50.71,28.01,42.99,1.34,56.28,1.69,10.87,3.07,29.02,44.49,734.21,103.49,2.01,03-May-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
03-May-2019 - 00:00,49.14,198.15,0.0,32.78,110.64,29.64,1.5,61.44,33.72,39.04,2.01,58.56,1.12,11.53,3.09,29.51,44.05,736.31,141.39,1.5,04-May-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
04-May-2019 - 00:00,72.12,261.16,0.0,34.59,121.89,42.99,1.57,74.65,40.87,47.85,1.01,66.72,1.98,36.7,5.75,30.14,30.97,737.9,234.16,1.77,05-May-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
05-May-2019 - 00:00,88.24,298.38,0.0,35.11,122.21,36.47,1.94,79.01,43.52,36.11,1.37,62.98,1.96,23.79,5.8,30.2,27.41,738.06,250.4,1.59,06-May-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
06-May-2019 - 00:00,117.15,369.15,0.0,36.12,118.83,37.14,2.62,100.45,54.16,42.29,2.33,58.75,3.11,47.18,12.39,30.18,26.65,735.65,236.21,1.26,07-May-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
07-May-2019 - 00:00,129.74,455.51,0.0,36.41,132.82,24.87,3.68,100.35,55.19,43.85,2.54,39.71,3.04,49.69,13.55,30.13,29.08,734.29,257.05,1.14,08-May-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
08-May-2019 - 00:00,131.32,464.59,0.0,37.18,118.9,25.98,3.23,85.61,46.5,49.57,2.49,46.69,3.71,66.02,16.84,30.05,30.6,734.2,243.02,1.33,09-May-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
09-May-2019 - 00:00,119.39,438.91,0.0,37.51,112.45,17.52,1.66,68.03,37.14,42.19,1.67,39.86,2.52,35.17,4.67,30.03,29.12,733.46,252.64,1.34,10-May-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
10-May-2019 - 00:00,81.27,359.71,0.0,37.01,110.78,11.64,1.91,35.14,17.89,35.96,1.5,47.79,1.59,19.59,4.16,29.87,30.06,734.41,234.8,1.61,11-May-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
11-May-2019 - 00:00,108.23,384.02,0.0,35.35,113.36,31.25,1.37,50.88,28.1,48.93,2.42,72.28,1.55,21.8,4.27,29.57,37.0,736.97,225.72,1.55,12-May-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
12-May-2019 - 00:00,164.34,463.85,0.0,34.58,110.24,24.69,1.85,60.92,33.71,47.87,1.61,52.26,0.8,17.6,3.9,29.5,40.34,736.62,214.72,1.61,13-May-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
13-May-2019 - 00:00,225.27,497.39,0.01,33.96,100.2,48.72,1.95,63.5,32.71,59.17,1.89,62.86,0.89,15.98,3.43,29.61,44.0,735.74,190.33,1.23,14-May-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
14-May-2019 - 00:00,70.0,168.5,0.0,35.1,289.06,17.13,1.16,42.12,17.93,57.24,1.0,95.92,1.74,12.44,1.68,30.32,43.94,737.17,214.33,1.57,15-May-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
15-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,16-May-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
16-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,17-May-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
17-May-2019 - 00:00,53.75,274.67,0.33,30.13,18.26,16.63,4.39,47.94,27.11,97.8,0.65,40.12,1.01,14.38,1.58,29.96,60.05,737.21,139.45,1.96,18-May-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
18-May-2019 - 00:00,50.62,136.58,0.0,30.38,31.92,14.68,6.8,57.88,36.32,62.36,0.66,48.26,1.05,13.58,2.49,29.24,61.61,738.21,253.05,1.56,19-May-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
19-May-2019 - 00:00,79.91,203.86,0.0,33.28,25.96,26.34,20.63,71.7,54.92,50.6,1.25,58.52,1.48,15.71,3.37,29.12,48.52,737.86,271.52,1.4,20-May-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
20-May-2019 - 00:00,121.49,299.8,0.0,35.63,73.36,36.08,34.3,86.66,73.98,48.58,1.48,57.18,2.11,25.73,5.6,28.98,40.3,738.21,266.29,1.27,21-May-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
21-May-2019 - 00:00,85.39,272.1,0.0,36.77,120.3,31.31,20.81,68.32,53.25,46.94,1.12,56.39,1.75,19.86,0.92,29.9,37.85,736.9,244.58,1.26,22-May-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
22-May-2019 - 00:00,79.92,306.04,0.0,35.75,74.07,16.08,58.21,90.99,95.72,49.48,2.05,35.56,2.41,25.03,1.11,29.91,43.97,735.36,251.02,0.87,23-May-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
23-May-2019 - 00:00,113.71,316.45,0.06,35.16,93.09,34.45,50.07,83.68,85.22,58.31,1.54,59.33,2.46,32.72,1.56,29.79,48.12,734.52,235.46,1.27,24-May-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
24-May-2019 - 00:00,67.37,176.51,0.06,30.64,119.54,36.21,16.12,57.34,43.61,64.66,0.93,38.33,1.59,20.93,1.17,29.96,65.09,736.3,198.46,1.9,25-May-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
25-May-2019 - 00:00,66.48,212.74,0.0,31.65,55.74,55.27,7.6,60.43,38.32,47.26,0.83,66.06,1.43,16.22,1.59,29.92,56.06,735.76,266.36,1.8,26-May-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
26-May-2019 - 00:00,76.07,218.39,0.0,34.77,125.64,38.78,4.74,54.83,33.02,42.44,0.75,73.1,1.21,16.83,1.71,29.7,41.57,734.24,241.98,1.71,27-May-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
27-May-2019 - 00:00,120.04,282.35,0.0,34.16,113.54,58.77,14.93,86.52,58.15,47.79,1.24,60.58,1.87,17.97,2.18,29.71,43.96,734.2,248.26,0.97,28-May-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
28-May-2019 - 00:00,49.43,223.13,0.0,40.45,170.52,21.56,11.92,68.9,46.36,36.88,1.01,75.5,1.52,22.11,2.32,30.02,24.4,733.38,269.1,1.92,29-May-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
29-May-2019 - 00:00,96.24,294.32,0.0,38.95,123.44,56.82,16.29,70.74,50.87,41.07,1.28,76.12,1.92,28.95,1.94,29.86,30.26,732.03,262.3,1.26,30-May-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
30-May-2019 - 00:00,97.92,314.11,0.0,40.34,119.36,28.46,48.46,76.09,72.61,37.53,1.91,55.79,2.77,44.32,3.78,29.53,30.23,730.84,254.29,1.21,31-May-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
31-May-2019 - 00:00,86.24,418.81,0.0,39.83,109.49,20.73,17.24,73.61,51.02,43.98,1.16,53.14,1.89,21.12,2.58,29.51,32.6,731.14,190.02,1.38,01-Jun-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
01-Jun-2019 - 00:00,104.63,362.67,0.0,37.9,109.28,24.95,1.56,69.02,37.82,61.94,1.39,40.49,1.89,20.24,0.79,29.55,48.62,731.48,126.25,1.47,02-Jun-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
02-Jun-2019 - 00:00,69.57,269.08,0.0,37.15,110.58,17.23,1.47,36.11,20.41,60.8,0.98,33.36,1.09,8.36,0.33,29.09,57.34,731.59,126.94,2.09,03-Jun-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
03-Jun-2019 - 00:00,50.74,386.82,0.0,35.28,109.96,12.15,1.39,33.83,19.12,48.41,0.78,38.93,0.8,5.71,0.37,29.13,56.11,732.39,132.52,2.47,04-Jun-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
04-Jun-2019 - 00:00,47.45,217.66,0.0,35.73,112.75,17.94,1.31,39.7,22.16,38.68,0.96,50.31,0.84,7.04,0.32,29.29,55.0,732.76,131.01,2.07,05-Jun-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
05-Jun-2019 - 00:00,65.36,266.12,0.0,38.01,108.65,20.13,1.76,54.88,30.5,41.29,1.4,54.14,1.48,12.27,0.2,29.25,49.46,731.93,137.48,1.33,06-Jun-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
06-Jun-2019 - 00:00,69.06,310.1,0.0,38.21,100.7,25.13,1.44,53.84,29.75,44.58,1.16,63.71,1.46,14.51,0.56,29.44,45.25,732.44,134.42,1.48,07-Jun-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
07-Jun-2019 - 00:00,49.75,186.45,0.0,34.86,115.7,23.47,1.47,36.83,20.79,37.92,0.88,75.12,0.85,8.01,0.71,29.52,55.4,735.36,122.01,1.67,08-Jun-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
08-Jun-2019 - 00:00,73.69,267.29,0.0,38.28,116.36,20.29,2.4,62.31,34.31,43.89,1.75,76.12,1.58,15.05,0.82,29.37,49.03,733.71,164.66,1.12,09-Jun-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
09-Jun-2019 - 00:00,147.81,417.69,0.0,37.06,118.64,37.85,2.35,104.29,56.81,54.96,2.52,81.69,3.32,41.09,0.83,29.32,47.38,732.24,162.0,0.85,10-Jun-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
10-Jun-2019 - 00:00,62.64,262.71,0.0,42.42,244.86,17.39,1.32,90.06,48.48,65.82,1.21,91.66,1.79,14.81,0.3,28.79,30.93,730.5,230.71,1.08,11-Jun-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
11-Jun-2019 - 00:00,130.67,522.67,0.0,39.17,57.17,22.8,2.52,105.36,57.8,44.54,2.35,15.7,2.4,26.83,0.68,30.03,37.27,729.07,136.03,1.0,12-Jun-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
12-Jun-2019 - 00:00,47.14,328.56,0.0,35.44,133.01,15.23,1.36,33.36,18.85,44.46,0.69,53.92,0.82,7.73,0.19,29.61,49.87,731.7,114.6,2.67,13-Jun-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
13-Jun-2019 - 00:00,48.71,231.63,0.0,37.39,114.83,14.83,1.35,45.74,25.43,37.01,0.75,61.4,0.95,10.07,0.21,29.48,47.77,731.49,188.86,1.44,14-Jun-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
14-Jun-2019 - 00:00,50.68,244.81,0.0,39.12,135.19,25.47,1.49,58.43,31.82,33.18,0.98,59.18,0.88,14.74,0.31,29.38,36.98,730.35,254.59,1.79,15-Jun-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
15-Jun-2019 - 00:00,68.31,362.74,0.0,41.2,153.31,30.33,1.58,62.87,34.39,35.7,1.0,81.8,1.18,14.17,0.87,30.25,30.21,729.83,255.16,2.07,16-Jun-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
16-Jun-2019 - 00:00,35.33,206.6,0.0,34.05,76.45,10.69,1.48,42.03,23.56,37.42,0.79,38.67,0.46,10.3,0.4,29.37,54.64,731.93,256.9,2.22,17-Jun-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
17-Jun-2019 - 00:00,35.47,145.05,0.0,33.24,63.18,13.06,1.58,42.27,23.69,36.88,0.6,18.78,0.47,8.44,0.05,29.46,55.16,731.5,254.87,1.53,18-Jun-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
18-Jun-2019 - 00:00,46.38,194.85,0.0,30.42,18.31,14.18,2.27,98.63,54.15,40.78,1.89,21.78,1.68,31.61,0.7,29.83,63.88,732.35,211.69,0.72,19-Jun-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
19-Jun-2019 - 00:00,65.09,292.2,0.0,34.38,152.95,19.93,1.49,43.29,24.18,43.98,1.02,88.25,0.99,10.73,0.37,29.95,55.97,732.36,151.89,1.8,20-Jun-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
20-Jun-2019 - 00:00,43.1,174.46,0.0,33.46,119.85,14.11,1.44,39.75,22.32,38.27,0.78,71.51,0.7,8.84,0.2,29.87,60.04,733.46,150.8,1.32,21-Jun-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
21-Jun-2019 - 00:00,69.02,226.15,0.0,35.65,107.3,17.83,1.59,50.81,26.95,43.87,0.99,58.22,1.12,12.95,0.46,29.45,57.48,733.36,119.02,1.08,22-Jun-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
22-Jun-2019 - 00:00,107.47,280.21,0.0,35.73,155.78,44.93,1.49,59.07,32.63,44.89,1.1,71.39,1.42,24.47,0.3,29.21,50.57,733.48,184.6,1.34,23-Jun-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
23-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,24-Jun-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
24-Jun-2019 - 00:00,19.85,123.71,0.0,32.72,119.13,11.17,1.44,30.62,17.45,34.25,0.71,30.66,0.45,5.37,0.48,29.02,70.23,734.77,119.85,2.06,25-Jun-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
25-Jun-2019 - 00:00,40.84,139.51,0.0,34.51,91.81,17.22,2.76,39.12,22.0,31.62,0.87,42.83,0.77,8.37,0.52,29.56,65.52,733.64,121.68,1.04,26-Jun-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
26-Jun-2019 - 00:00,73.2,217.02,0.0,37.04,97.13,27.13,2.66,47.48,26.7,33.31,1.05,52.3,1.14,12.39,0.61,28.79,58.99,730.98,177.42,1.29,27-Jun-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
27-Jun-2019 - 00:00,73.94,323.59,0.0,36.85,110.01,32.45,2.75,56.12,30.82,36.61,1.14,68.36,1.04,14.31,0.13,28.91,52.66,728.92,247.17,1.58,28-Jun-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
28-Jun-2019 - 00:00,64.3,307.98,0.0,37.55,114.76,23.29,3.08,60.5,33.11,35.85,0.92,38.58,1.16,12.72,0.06,29.07,48.55,727.88,262.94,1.72,29-Jun-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
29-Jun-2019 - 00:00,58.68,362.15,0.0,39.13,116.9,17.61,2.92,50.22,27.79,32.49,0.86,32.59,0.83,11.53,0.15,29.97,44.32,727.16,239.34,1.51,30-Jun-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
30-Jun-2019 - 00:00,63.34,340.71,0.0,39.03,112.86,15.08,2.63,45.81,25.34,37.66,0.91,37.07,1.02,12.46,0.32,29.16,46.78,727.6,183.97,1.69,01-Jul-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
01-Jul-2019 - 00:00,64.64,255.58,0.0,37.58,111.29,15.88,1.4,39.45,21.65,40.77,0.87,41.21,0.91,9.43,0.28,29.01,53.73,728.88,130.26,1.23,02-Jul-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
02-Jul-2019 - 00:00,61.27,275.41,0.0,36.43,92.08,14.54,2.53,34.51,19.47,43.45,0.86,36.04,0.67,8.93,0.54,29.24,58.98,729.97,154.59,1.7,03-Jul-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
03-Jul-2019 - 00:00,30.07,133.72,0.0,35.59,97.36,9.17,3.28,31.07,27.19,44.12,0.85,24.31,0.48,5.86,0.78,29.29,63.82,730.61,143.81,1.73,04-Jul-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
04-Jul-2019 - 00:00,37.3,109.26,0.01,32.44,43.44,7.55,9.35,39.65,30.9,46.94,0.83,29.33,0.77,12.04,1.22,29.33,77.22,729.51,156.95,1.82,05-Jul-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
05-Jul-2019 - 00:00,52.2,117.48,0.02,30.81,55.56,15.45,14.31,50.5,37.92,50.54,1.08,57.41,1.14,10.87,0.0,29.49,82.5,727.86,159.73,1.56,06-Jul-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
06-Jul-2019 - 00:00,24.98,87.31,0.0,32.79,115.26,7.69,10.08,37.63,30.72,42.33,0.79,25.36,0.54,7.47,0.05,29.42,74.36,726.49,147.7,1.68,07-Jul-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
07-Jul-2019 - 00:00,36.98,117.1,0.0,33.36,80.18,8.47,7.97,43.89,31.87,38.56,0.94,39.13,0.71,8.65,0.03,29.36,73.81,727.11,155.22,1.07,08-Jul-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
08-Jul-2019 - 00:00,49.09,182.25,0.0,34.23,99.54,7.22,9.45,48.45,36.03,43.27,0.95,42.4,0.76,8.55,0.08,29.29,71.33,727.32,170.43,1.45,09-Jul-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
09-Jul-2019 - 00:00,35.56,127.54,0.0,31.79,56.75,4.41,24.25,42.28,49.84,42.24,0.86,23.57,2.47,20.48,2.72,29.21,78.02,727.45,177.72,1.39,10-Jul-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
10-Jul-2019 - 00:00,77.22,339.3,0.0,34.19,90.9,5.19,14.54,37.06,31.04,45.01,0.82,21.53,2.73,34.28,3.24,30.35,73.51,726.47,178.79,1.4,11-Jul-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
11-Jul-2019 - 00:00,73.89,417.19,0.0,35.69,90.18,4.05,14.27,33.89,29.1,38.67,0.79,26.42,2.09,31.69,2.83,30.29,64.75,726.77,198.65,1.67,12-Jul-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
12-Jul-2019 - 00:00,76.41,481.28,0.0,34.54,81.55,4.82,27.68,27.66,36.84,44.37,0.8,25.64,2.43,29.8,2.55,30.33,73.31,729.28,170.08,1.57,13-Jul-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
13-Jul-2019 - 00:00,54.51,364.68,0.0,35.69,89.27,4.28,11.07,26.16,22.54,34.41,0.7,28.41,1.78,27.28,2.06,30.42,62.52,729.71,206.05,1.83,14-Jul-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
14-Jul-2019 - 00:00,47.49,295.5,0.0,34.01,85.75,5.67,10.21,23.68,20.59,30.98,0.62,42.08,1.58,20.84,1.87,30.4,65.69,728.86,147.75,1.77,15-Jul-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
15-Jul-2019 - 00:00,31.47,143.04,0.29,29.35,65.56,5.56,14.88,30.12,27.74,29.72,0.74,33.72,1.96,22.78,2.53,30.43,81.86,729.02,122.2,1.57,16-Jul-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
16-Jul-2019 - 00:00,20.74,73.96,0.0,29.03,85.95,3.94,9.83,24.52,20.71,28.12,0.71,40.38,1.62,21.72,2.25,30.45,82.4,732.14,104.71,1.6,17-Jul-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
17-Jul-2019 - 00:00,42.72,87.81,0.24,28.24,55.11,7.42,10.93,36.79,27.96,28.05,0.91,53.27,3.37,37.92,3.8,30.4,89.07,733.2,160.17,0.91,18-Jul-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
18-Jul-2019 - 00:00,39.16,113.23,0.05,28.91,63.39,6.28,19.15,46.97,39.9,26.81,1.29,36.49,3.46,35.23,5.16,30.39,86.26,732.85,197.21,0.76,19-Jul-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
19-Jul-2019 - 00:00,68.95,199.7,0.0,32.54,100.68,4.68,11.87,43.25,32.14,31.66,1.17,62.92,4.09,47.95,5.99,30.29,76.42,732.92,126.3,0.56,20-Jul-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
20-Jul-2019 - 00:00,46.09,120.1,0.46,31.46,58.22,4.3,14.09,40.84,32.69,37.75,1.18,39.44,3.52,46.32,5.22,30.23,84.05,733.67,152.23,0.72,21-Jul-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
21-Jul-2019 - 00:00,51.41,116.5,0.19,31.53,92.31,3.8,19.37,32.8,32.76,42.44,1.33,42.49,3.49,34.13,4.93,30.07,84.64,733.07,136.97,0.8,22-Jul-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
22-Jul-2019 - 00:00,69.31,151.66,0.2,32.23,93.6,3.81,22.45,36.65,37.31,47.23,1.41,34.49,4.42,39.44,5.83,29.98,84.08,732.04,117.06,0.66,23-Jul-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
23-Jul-2019 - 00:00,77.6,215.0,0.0,34.53,90.75,3.27,18.94,49.98,41.34,45.36,1.67,52.65,5.32,50.85,6.88,29.98,77.05,730.65,143.39,0.64,24-Jul-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
24-Jul-2019 - 00:00,64.51,174.47,0.1,33.25,75.57,4.37,13.81,42.08,33.11,43.04,1.24,43.08,4.15,43.31,5.79,30.29,78.47,729.14,177.43,1.13,25-Jul-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
25-Jul-2019 - 00:00,24.32,69.11,0.04,29.37,35.67,3.78,11.02,29.12,24.06,33.82,0.94,31.42,2.24,35.21,3.48,30.49,88.07,731.14,180.45,0.66,26-Jul-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
26-Jul-2019 - 00:00,26.5,54.1,0.11,28.67,56.21,1.42,9.19,20.06,17.88,28.39,0.89,27.75,1.9,23.66,2.81,30.42,91.99,729.32,107.68,0.79,27-Jul-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
27-Jul-2019 - 00:00,23.09,41.62,0.37,28.57,46.67,2.75,12.0,24.05,22.14,25.26,0.98,19.92,2.05,26.54,3.12,30.41,94.36,729.27,120.39,0.85,28-Jul-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
28-Jul-2019 - 00:00,16.65,54.19,0.01,30.69,89.48,5.06,9.3,17.98,16.87,25.15,0.81,21.92,1.3,18.3,2.01,30.45,85.79,731.04,127.08,1.68,29-Jul-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
29-Jul-2019 - 00:00,22.88,69.99,0.0,32.12,89.58,8.71,10.03,19.44,18.22,27.8,0.91,22.84,1.47,18.81,1.88,30.48,79.91,732.44,122.0,1.43,30-Jul-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
30-Jul-2019 - 00:00,26.86,78.14,0.0,31.56,64.2,6.77,9.72,19.67,18.09,29.61,0.87,20.56,1.83,22.14,2.22,30.45,82.07,732.2,106.42,0.97,31-Jul-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
31-Jul-2019 - 00:00,29.69,88.93,0.0,32.1,78.84,6.87,9.7,21.38,18.95,28.35,0.91,24.27,1.68,21.37,2.03,30.35,79.3,731.43,117.6,1.01,01-Aug-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
01-Aug-2019 - 00:00,29.57,90.19,0.04,32.57,98.25,4.74,12.08,22.25,21.32,29.25,0.9,26.34,1.61,21.11,2.17,30.33,78.06,730.91,130.36,1.08,02-Aug-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
02-Aug-2019 - 00:00,32.02,88.04,0.0,31.32,62.79,9.82,9.81,23.68,20.26,29.71,0.85,23.87,2.08,24.18,2.66,30.38,84.61,730.03,124.59,0.8,03-Aug-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
03-Aug-2019 - 00:00,35.93,78.96,0.23,29.73,49.75,7.24,11.81,25.51,22.81,28.36,0.94,15.98,2.36,29.99,2.94,30.38,90.72,729.92,106.22,0.74,04-Aug-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
04-Aug-2019 - 00:00,41.72,97.68,0.0,31.13,72.69,7.51,12.53,27.47,24.46,27.57,0.99,19.04,2.85,30.27,3.48,30.46,86.62,728.85,106.39,0.64,05-Aug-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
05-Aug-2019 - 00:00,50.78,109.07,0.15,31.83,64.93,4.96,15.83,32.62,29.82,31.91,1.27,28.28,3.67,32.77,5.41,30.59,86.95,727.23,158.11,0.39,06-Aug-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
06-Aug-2019 - 00:00,33.89,69.77,1.15,28.74,31.4,3.04,15.99,32.25,29.7,36.14,1.18,16.17,2.83,30.48,5.12,30.68,94.8,727.66,126.57,0.55,07-Aug-2019 - 00:00,"Vasundhara, Ghaziabad - UPPCB"
