from date,AT,Benzene,BP,CO,NH3,NO,NO2,NOx,Ozone,PM10,PM2.5,RH,SO2,SR,VWS,WD,WS,Toluene,to date,station
04-Dec-2019 - 00:00,22.48,6.78,734.23,2.24,67.25,26.36,46.82,45.77,16.98,266.3,162.91,69.11,8.53,87.97,0.0,135.68,0.3,109.58,05-Dec-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
05-Dec-2019 - 00:00,22.24,9.33,747.29,4.13,91.73,72.35,63.89,86.33,17.69,429.94,291.49,76.61,8.97,78.48,0.0,160.92,0.31,247.64,06-Dec-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
06-Dec-2019 - 00:00,22.97,8.17,741.72,1.96,88.64,50.44,48.72,66.12,14.28,335.49,235.94,80.32,11.9,72.28,0.01,149.0,0.38,123.54,07-Dec-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
07-Dec-2019 - 00:00,23.39,7.01,751.92,3.27,80.62,30.87,49.84,51.6,14.07,325.55,224.3,80.3,16.19,83.28,0.0,164.73,0.32,124.22,08-Dec-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
08-Dec-2019 - 00:00,23.12,8.01,760.57,2.93,92.47,44.23,42.07,54.65,13.8,357.52,249.45,79.39,5.65,80.97,0.0,155.26,0.33,143.32,09-Dec-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
09-Dec-2019 - 00:00,22.66,7.83,748.1,2.58,92.37,84.72,43.65,92.26,14.66,236.74,187.65,75.71,14.48,87.74,0.0,159.32,0.34,126.73,10-Dec-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
10-Dec-2019 - 00:00,22.01,8.65,741.51,2.61,79.01,108.31,53.51,108.81,17.49,366.04,243.8,76.86,9.81,81.46,0.0,149.93,0.36,162.36,11-Dec-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
11-Dec-2019 - 00:00,22.44,6.54,753.71,3.7,90.39,125.95,68.55,139.12,13.1,464.99,305.47,78.53,19.59,55.43,0.0,161.14,0.32,249.75,12-Dec-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
12-Dec-2019 - 00:00,22.89,7.75,748.56,1.64,54.85,47.42,49.24,64.83,13.6,423.43,289.32,77.22,6.75,36.37,0.02,125.65,0.6,86.51,13-Dec-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
13-Dec-2019 - 00:00,20.97,3.5,770.81,1.85,39.66,6.28,35.88,24.19,10.76,115.92,87.57,91.35,12.15,31.32,0.02,104.51,0.69,33.39,14-Dec-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
14-Dec-2019 - 00:00,18.38,4.16,738.59,1.72,36.41,18.39,32.34,32.19,9.7,141.5,84.62,87.3,11.75,55.63,0.0,100.5,0.36,40.78,15-Dec-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
15-Dec-2019 - 00:00,16.01,4.41,739.06,1.6,32.06,9.82,26.03,21.85,11.03,145.03,97.29,87.35,4.92,78.85,0.0,75.41,0.54,25.08,16-Dec-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
16-Dec-2019 - 00:00,12.79,3.74,737.88,1.83,28.0,4.62,22.27,15.62,10.31,119.85,77.65,92.36,10.72,19.24,0.0,83.56,0.96,17.7,17-Dec-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
17-Dec-2019 - 00:00,12.4,5.16,736.57,1.69,30.7,12.07,19.3,20.07,10.97,133.61,91.05,89.17,12.75,23.57,0.0,89.27,0.75,26.28,18-Dec-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
18-Dec-2019 - 00:00,13.53,5.6,736.04,1.74,32.65,14.6,36.85,31.52,16.86,207.48,147.24,84.79,10.19,86.33,0.0,92.95,0.66,36.07,19-Dec-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
19-Dec-2019 - 00:00,12.69,8.97,744.14,1.58,36.14,47.64,63.08,72.39,7.87,397.77,289.04,90.72,12.67,52.08,0.01,123.57,0.48,69.19,20-Dec-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
20-Dec-2019 - 00:00,13.36,10.22,752.88,1.79,,,,,8.05,443.16,330.16,91.31,11.19,50.0,0.0,81.94,0.47,97.64,21-Dec-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
21-Dec-2019 - 00:00,14.44,8.14,748.77,0.7,78.71,40.75,88.89,80.5,7.68,315.74,227.98,91.48,8.64,60.07,0.0,80.47,0.55,71.42,22-Dec-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
22-Dec-2019 - 00:00,12.16,4.1,758.13,0.96,72.74,13.77,68.2,47.5,8.0,177.98,133.28,83.71,6.3,31.41,0.0,79.49,0.68,18.77,23-Dec-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
23-Dec-2019 - 00:00,11.0,5.17,745.47,1.44,64.17,31.34,65.46,60.36,8.43,209.49,154.83,81.52,5.58,46.62,0.01,95.45,0.66,39.13,24-Dec-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
24-Dec-2019 - 00:00,12.07,7.03,749.53,1.57,69.21,45.78,98.61,89.76,8.42,373.65,254.36,79.32,5.73,64.23,0.01,116.49,0.45,72.56,25-Dec-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
25-Dec-2019 - 00:00,9.78,4.54,748.71,1.16,58.5,18.72,64.51,49.56,7.61,217.41,144.39,82.39,9.76,48.18,0.01,81.91,0.77,22.04,26-Dec-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
26-Dec-2019 - 00:00,9.82,5.72,737.59,0.84,62.3,16.74,74.4,53.22,9.42,267.1,179.73,78.47,7.35,55.09,0.01,83.85,0.62,38.28,27-Dec-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
27-Dec-2019 - 00:00,10.18,7.02,737.51,1.34,63.66,28.68,95.04,73.93,9.29,348.26,235.19,75.6,2.3,63.02,0.0,93.17,0.51,39.21,28-Dec-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
28-Dec-2019 - 00:00,8.86,9.96,756.95,1.71,67.14,99.0,90.4,128.83,9.44,393.32,264.68,81.96,3.48,56.08,0.0,116.32,0.43,72.6,29-Dec-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
29-Dec-2019 - 00:00,10.43,8.43,747.17,1.23,,,,,11.8,425.69,288.6,77.93,3.07,67.12,0.0,122.27,0.38,49.42,30-Dec-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
30-Dec-2019 - 00:00,8.23,11.36,764.85,1.73,65.09,38.65,88.86,78.77,7.59,464.34,336.35,86.44,8.34,17.15,0.01,125.79,0.48,69.8,31-Dec-2019 - 00:00,"Punjabi Bagh, Delhi - DPCC"
31-Dec-2019 - 00:00,7.3,5.55,744.08,1.2,53.25,13.6,57.65,41.75,6.75,283.0,197.0,83.8,6.2,8.05,0.05,116.5,0.7,17.95,01-Jan-2020 - 00:00,"Punjabi Bagh, Delhi - DPCC"
