from date,NO,CO,NO2,NOx,Ozone,PM10,PM2.5,RH,SR,Temp,WD,WS,VWS,SO2,to date,station
19-May-2019 - 00:00,12.83,1.06,33.87,46.71,63.4,119.95,33.57,21.27,241.13,37.35,191.85,0.56,0.45,9.28,20-May-2019 - 00:00,"Solapur, Solapur - MPCB"
20-May-2019 - 00:00,15.65,1.26,40.85,56.49,66.05,126.62,34.04,21.77,240.77,37.95,192.3,0.52,0.45,9.33,21-May-2019 - 00:00,"Solapur, Solapur - MPCB"
21-May-2019 - 00:00,12.87,1.27,37.86,50.72,78.16,132.22,34.19,27.71,211.91,37.47,178.44,0.52,0.43,9.2,22-May-2019 - 00:00,"Solapur, Solapur - MPCB"
22-May-2019 - 00:00,18.42,1.24,34.79,53.22,73.86,96.23,30.17,42.67,221.62,34.98,160.27,0.6,0.35,8.77,23-May-2019 - 00:00,"Solapur, Solapur - MPCB"
23-May-2019 - 00:00,42.24,0.89,48.36,90.59,49.86,110.28,32.17,38.56,234.14,36.45,146.73,0.45,0.35,8.81,24-May-2019 - 00:00,"Solapur, Solapur - MPCB"
24-May-2019 - 00:00,15.58,1.09,30.64,46.21,50.46,88.11,24.12,43.1,235.5,35.74,151.97,0.64,0.35,8.64,25-May-2019 - 00:00,"Solapur, Solapur - MPCB"
25-May-2019 - 00:00,10.39,0.99,22.4,32.79,64.73,101.76,26.32,34.4,254.49,36.51,144.25,0.73,0.35,8.7,26-May-2019 - 00:00,"Solapur, Solapur - MPCB"
26-May-2019 - 00:00,9.98,0.93,19.37,29.35,83.37,93.63,26.99,32.01,257.71,36.41,136.1,0.81,0.34,8.84,27-May-2019 - 00:00,"Solapur, Solapur - MPCB"
27-May-2019 - 00:00,10.37,1.03,22.89,33.26,66.49,102.65,31.56,39.19,244.99,35.8,130.57,0.6,0.35,8.64,28-May-2019 - 00:00,"Solapur, Solapur - MPCB"
28-May-2019 - 00:00,9.59,0.99,17.06,26.65,75.67,105.69,29.28,35.05,255.48,37.2,140.06,0.81,0.34,8.77,29-May-2019 - 00:00,"Solapur, Solapur - MPCB"
29-May-2019 - 00:00,9.92,0.96,16.45,26.36,71.65,98.42,25.97,30.15,261.3,37.26,148.14,0.91,0.34,8.74,30-May-2019 - 00:00,"Solapur, Solapur - MPCB"
30-May-2019 - 00:00,10.38,1.0,19.07,29.44,77.32,104.89,24.68,32.36,231.82,36.81,148.55,0.78,0.33,9.0,31-May-2019 - 00:00,"Solapur, Solapur - MPCB"
31-May-2019 - 00:00,13.34,1.25,31.61,44.97,67.79,111.46,30.55,33.96,235.44,37.43,148.87,0.63,0.34,9.1,01-Jun-2019 - 00:00,"Solapur, Solapur - MPCB"
01-Jun-2019 - 00:00,13.81,1.17,25.79,39.6,52.88,83.85,24.22,45.04,241.85,35.3,151.06,1.11,0.37,9.34,02-Jun-2019 - 00:00,"Solapur, Solapur - MPCB"
02-Jun-2019 - 00:00,9.83,1.03,16.67,26.51,75.65,92.68,25.32,37.96,232.67,36.89,144.85,0.84,0.36,10.2,03-Jun-2019 - 00:00,"Solapur, Solapur - MPCB"
03-Jun-2019 - 00:00,14.03,0.98,15.83,29.87,50.49,96.71,27.66,56.87,241.21,33.06,128.65,0.96,0.39,11.06,04-Jun-2019 - 00:00,"Solapur, Solapur - MPCB"
04-Jun-2019 - 00:00,14.73,1.07,25.42,41.78,43.47,57.3,18.45,65.69,175.77,31.14,126.03,0.6,0.47,11.82,05-Jun-2019 - 00:00,"Solapur, Solapur - MPCB"
05-Jun-2019 - 00:00,32.68,1.8,51.89,72.09,40.53,90.4,30.44,50.12,231.24,34.66,147.56,0.41,0.45,11.41,06-Jun-2019 - 00:00,"Solapur, Solapur - MPCB"
06-Jun-2019 - 00:00,11.83,1.04,20.51,32.34,65.95,91.17,30.66,49.38,220.28,34.84,156.32,0.88,0.36,11.16,07-Jun-2019 - 00:00,"Solapur, Solapur - MPCB"
07-Jun-2019 - 00:00,24.92,1.51,49.42,73.46,48.15,97.17,27.8,54.12,100.59,33.37,123.6,0.52,0.34,11.3,08-Jun-2019 - 00:00,"Solapur, Solapur - MPCB"
08-Jun-2019 - 00:00,18.64,1.57,42.4,61.04,39.11,84.12,23.48,58.67,187.78,32.53,183.11,0.48,0.36,11.78,09-Jun-2019 - 00:00,"Solapur, Solapur - MPCB"
09-Jun-2019 - 00:00,12.26,1.03,24.0,35.75,54.42,53.96,21.98,58.81,200.38,32.31,156.95,0.63,0.43,11.73,10-Jun-2019 - 00:00,"Solapur, Solapur - MPCB"
10-Jun-2019 - 00:00,10.41,1.01,32.84,25.68,50.94,34.33,13.41,69.38,322.46,30.22,123.09,0.38,0.36,11.74,11-Jun-2019 - 00:00,"Solapur, Solapur - MPCB"
11-Jun-2019 - 00:00,14.23,1.12,18.92,37.17,48.73,78.69,10.05,47.28,216.7,35.22,152.19,0.42,0.35,10.9,12-Jun-2019 - 00:00,"Solapur, Solapur - MPCB"
12-Jun-2019 - 00:00,14.55,0.95,16.94,31.48,46.38,47.7,13.43,63.32,174.01,30.62,107.57,0.36,0.37,11.4,13-Jun-2019 - 00:00,"Solapur, Solapur - MPCB"
13-Jun-2019 - 00:00,13.56,1.03,14.88,28.44,29.49,49.99,10.52,68.69,158.36,30.05,126.26,0.32,0.36,11.87,14-Jun-2019 - 00:00,"Solapur, Solapur - MPCB"
14-Jun-2019 - 00:00,10.74,0.88,9.69,20.41,34.55,56.62,12.87,61.22,232.04,31.55,123.47,0.55,0.38,11.71,15-Jun-2019 - 00:00,"Solapur, Solapur - MPCB"
15-Jun-2019 - 00:00,10.78,0.87,8.43,19.21,34.57,63.58,14.49,58.81,225.1,32.03,122.13,0.66,0.36,11.81,16-Jun-2019 - 00:00,"Solapur, Solapur - MPCB"
16-Jun-2019 - 00:00,9.61,0.85,7.01,16.62,35.4,58.71,14.18,57.18,228.24,32.1,118.19,0.71,0.36,11.33,17-Jun-2019 - 00:00,"Solapur, Solapur - MPCB"
17-Jun-2019 - 00:00,9.74,0.83,8.21,17.94,36.13,64.18,16.29,55.76,220.49,32.04,125.51,0.77,0.36,11.18,18-Jun-2019 - 00:00,"Solapur, Solapur - MPCB"
18-Jun-2019 - 00:00,10.01,0.8,7.92,17.93,37.38,61.37,14.64,55.87,244.26,32.06,118.13,0.59,0.39,11.6,19-Jun-2019 - 00:00,"Solapur, Solapur - MPCB"
19-Jun-2019 - 00:00,10.44,0.78,8.83,19.2,37.1,50.91,11.59,63.85,207.2,31.07,122.29,0.67,0.42,11.52,20-Jun-2019 - 00:00,"Solapur, Solapur - MPCB"
20-Jun-2019 - 00:00,9.87,0.74,9.77,19.72,42.31,77.45,18.15,62.34,203.09,31.3,125.93,0.61,0.35,11.07,21-Jun-2019 - 00:00,"Solapur, Solapur - MPCB"
21-Jun-2019 - 00:00,9.43,0.75,10.3,19.54,50.8,90.59,22.46,54.44,212.08,32.69,135.42,0.88,0.37,11.36,22-Jun-2019 - 00:00,"Solapur, Solapur - MPCB"
22-Jun-2019 - 00:00,14.16,1.07,20.09,34.24,37.84,62.84,18.15,76.42,127.6,28.83,152.56,0.38,0.38,11.41,23-Jun-2019 - 00:00,"Solapur, Solapur - MPCB"
23-Jun-2019 - 00:00,11.92,0.97,18.65,30.76,47.1,48.22,15.79,73.18,182.69,29.72,167.61,0.54,0.36,11.37,24-Jun-2019 - 00:00,"Solapur, Solapur - MPCB"
24-Jun-2019 - 00:00,11.33,0.81,17.0,27.45,47.41,37.24,15.48,86.75,181.73,28.23,142.08,0.41,0.46,10.82,25-Jun-2019 - 00:00,"Solapur, Solapur - MPCB"
25-Jun-2019 - 00:00,10.98,0.74,14.55,25.8,34.08,36.73,12.55,76.78,231.56,30.14,130.0,0.28,0.38,8.92,26-Jun-2019 - 00:00,"Solapur, Solapur - MPCB"
26-Jun-2019 - 00:00,12.35,0.65,12.98,25.36,23.22,38.05,10.54,71.84,217.23,30.43,115.04,0.3,0.37,8.78,27-Jun-2019 - 00:00,"Solapur, Solapur - MPCB"
27-Jun-2019 - 00:00,10.95,0.61,11.2,22.21,28.68,30.44,6.45,71.79,182.17,29.82,115.41,0.43,0.36,8.63,28-Jun-2019 - 00:00,"Solapur, Solapur - MPCB"
28-Jun-2019 - 00:00,10.08,0.58,8.42,18.5,31.84,40.0,6.46,72.13,146.22,29.21,121.18,0.53,0.36,8.82,29-Jun-2019 - 00:00,"Solapur, Solapur - MPCB"
29-Jun-2019 - 00:00,11.04,0.55,8.97,20.26,39.33,81.13,18.36,76.99,169.32,27.87,118.39,0.74,0.36,8.82,30-Jun-2019 - 00:00,"Solapur, Solapur - MPCB"
30-Jun-2019 - 00:00,9.3,0.56,9.06,18.27,34.44,46.44,10.11,82.92,119.58,26.86,136.78,0.7,0.39,8.84,01-Jul-2019 - 00:00,"Solapur, Solapur - MPCB"
01-Jul-2019 - 00:00,13.59,0.8,14.39,27.96,20.74,40.28,13.3,92.06,106.98,26.34,116.8,0.29,0.38,8.87,02-Jul-2019 - 00:00,"Solapur, Solapur - MPCB"
02-Jul-2019 - 00:00,13.6,0.72,15.55,29.26,21.32,104.67,11.72,82.43,118.69,27.75,128.87,0.47,0.44,8.97,03-Jul-2019 - 00:00,"Solapur, Solapur - MPCB"
03-Jul-2019 - 00:00,12.13,0.61,10.42,22.54,19.58,116.52,11.82,84.36,109.1,26.63,121.96,0.36,0.34,10.09,04-Jul-2019 - 00:00,"Solapur, Solapur - MPCB"
04-Jul-2019 - 00:00,,,,,,,,,,,,,,,05-Jul-2019 - 00:00,"Solapur, Solapur - MPCB"
05-Jul-2019 - 00:00,,,,,,,,,,,,,,,06-Jul-2019 - 00:00,"Solapur, Solapur - MPCB"
06-Jul-2019 - 00:00,,,,,,,,,,,,,,,07-Jul-2019 - 00:00,"Solapur, Solapur - MPCB"
07-Jul-2019 - 00:00,,,,,,,,,,,,,,,08-Jul-2019 - 00:00,"Solapur, Solapur - MPCB"
08-Jul-2019 - 00:00,17.38,0.87,17.9,35.28,22.58,37.17,12.05,89.82,65.64,27.09,148.27,0.53,0.42,8.8,09-Jul-2019 - 00:00,"Solapur, Solapur - MPCB"
09-Jul-2019 - 00:00,12.7,0.59,9.56,22.22,21.31,53.76,8.72,76.68,75.53,28.82,128.5,0.34,0.36,9.56,10-Jul-2019 - 00:00,"Solapur, Solapur - MPCB"
10-Jul-2019 - 00:00,13.17,0.53,8.5,21.6,22.62,56.94,11.04,74.58,255.07,28.88,116.95,0.4,0.34,12.02,11-Jul-2019 - 00:00,"Solapur, Solapur - MPCB"
11-Jul-2019 - 00:00,16.09,0.72,14.76,30.86,25.96,64.04,11.46,66.04,198.28,30.51,122.92,0.57,0.35,11.0,12-Jul-2019 - 00:00,"Solapur, Solapur - MPCB"
12-Jul-2019 - 00:00,15.41,0.69,13.82,29.22,21.69,65.03,11.98,72.41,155.24,29.28,170.72,0.33,0.36,10.86,13-Jul-2019 - 00:00,"Solapur, Solapur - MPCB"
13-Jul-2019 - 00:00,12.99,0.51,9.92,24.7,23.43,43.4,10.45,70.55,187.03,29.82,136.99,0.45,0.36,11.47,14-Jul-2019 - 00:00,"Solapur, Solapur - MPCB"
14-Jul-2019 - 00:00,10.3,0.38,7.06,,26.72,,10.88,69.27,193.86,29.91,129.14,0.69,0.36,11.43,15-Jul-2019 - 00:00,"Solapur, Solapur - MPCB"
15-Jul-2019 - 00:00,11.14,0.42,9.07,18.69,26.44,69.16,10.84,67.16,226.56,30.15,134.95,0.72,0.34,11.35,16-Jul-2019 - 00:00,"Solapur, Solapur - MPCB"
16-Jul-2019 - 00:00,10.1,0.38,7.79,17.89,27.74,53.22,12.34,64.26,230.09,30.53,137.7,0.77,0.35,10.92,17-Jul-2019 - 00:00,"Solapur, Solapur - MPCB"
17-Jul-2019 - 00:00,10.13,0.4,8.81,18.92,30.49,50.57,13.33,67.95,230.65,29.92,136.51,0.76,0.33,10.8,18-Jul-2019 - 00:00,"Solapur, Solapur - MPCB"
18-Jul-2019 - 00:00,10.78,0.51,11.21,21.99,27.3,70.05,16.65,63.24,264.2,31.15,154.95,0.63,0.35,11.5,19-Jul-2019 - 00:00,"Solapur, Solapur - MPCB"
19-Jul-2019 - 00:00,16.8,0.99,22.14,38.95,28.12,77.65,18.85,74.49,179.95,29.27,184.25,0.55,0.36,11.81,20-Jul-2019 - 00:00,"Solapur, Solapur - MPCB"
20-Jul-2019 - 00:00,14.51,1.08,22.05,37.84,34.55,27.42,17.19,74.86,157.47,29.24,184.11,0.34,0.35,11.57,21-Jul-2019 - 00:00,"Solapur, Solapur - MPCB"
21-Jul-2019 - 00:00,21.59,1.28,26.07,47.66,20.36,,10.76,85.36,170.68,28.45,238.65,0.39,0.4,11.73,22-Jul-2019 - 00:00,"Solapur, Solapur - MPCB"
22-Jul-2019 - 00:00,24.51,1.44,26.11,50.62,17.09,105.19,10.53,81.82,137.27,28.68,200.46,0.28,0.38,12.04,23-Jul-2019 - 00:00,"Solapur, Solapur - MPCB"
23-Jul-2019 - 00:00,18.88,1.02,21.13,39.33,18.79,67.17,11.16,77.19,162.95,29.08,183.97,0.35,0.31,11.75,24-Jul-2019 - 00:00,"Solapur, Solapur - MPCB"
24-Jul-2019 - 00:00,14.02,0.66,12.41,26.42,22.73,57.96,8.9,75.4,170.8,29.02,192.01,0.72,0.45,11.71,25-Jul-2019 - 00:00,"Solapur, Solapur - MPCB"
25-Jul-2019 - 00:00,9.66,0.43,8.08,17.8,26.33,37.33,8.99,69.93,153.51,29.7,131.76,1.11,0.34,11.19,26-Jul-2019 - 00:00,"Solapur, Solapur - MPCB"
26-Jul-2019 - 00:00,16.33,0.87,16.04,32.35,19.67,45.89,10.25,85.96,92.92,27.02,141.07,0.54,0.42,10.87,27-Jul-2019 - 00:00,"Solapur, Solapur - MPCB"
27-Jul-2019 - 00:00,12.15,0.57,9.19,21.43,26.52,39.71,10.55,78.72,138.75,27.46,150.02,1.48,0.3,11.29,28-Jul-2019 - 00:00,"Solapur, Solapur - MPCB"
28-Jul-2019 - 00:00,13.59,0.74,10.38,23.96,21.14,50.2,12.59,84.13,101.46,26.88,169.12,0.63,0.33,11.63,29-Jul-2019 - 00:00,"Solapur, Solapur - MPCB"
29-Jul-2019 - 00:00,14.77,0.75,11.26,26.02,22.29,33.04,8.11,85.68,91.92,26.5,137.54,0.77,0.38,11.5,30-Jul-2019 - 00:00,"Solapur, Solapur - MPCB"
30-Jul-2019 - 00:00,18.13,0.98,16.18,34.46,22.51,27.38,7.51,96.79,84.71,25.24,141.1,0.78,0.4,11.64,31-Jul-2019 - 00:00,"Solapur, Solapur - MPCB"
31-Jul-2019 - 00:00,24.68,0.77,18.62,33.63,17.04,38.02,12.72,88.29,78.59,26.45,121.58,0.91,0.39,11.39,01-Aug-2019 - 00:00,"Solapur, Solapur - MPCB"
01-Aug-2019 - 00:00,18.96,0.42,15.41,34.85,19.18,47.15,12.59,89.96,125.08,26.55,135.99,0.83,0.4,11.57,02-Aug-2019 - 00:00,"Solapur, Solapur - MPCB"
02-Aug-2019 - 00:00,21.01,0.17,16.33,37.64,19.2,34.72,8.53,90.2,106.75,26.41,155.17,1.0,0.4,11.45,03-Aug-2019 - 00:00,"Solapur, Solapur - MPCB"
03-Aug-2019 - 00:00,32.43,0.22,23.58,54.53,19.66,32.77,13.24,93.33,99.41,25.93,170.48,0.54,0.42,12.19,04-Aug-2019 - 00:00,"Solapur, Solapur - MPCB"
04-Aug-2019 - 00:00,14.86,0.12,10.77,25.66,24.77,34.29,6.2,86.72,163.92,27.13,178.99,0.95,0.4,11.9,05-Aug-2019 - 00:00,"Solapur, Solapur - MPCB"
05-Aug-2019 - 00:00,15.85,0.19,10.71,26.55,22.44,46.97,6.09,89.35,103.7,26.69,151.32,1.09,0.37,11.99,06-Aug-2019 - 00:00,"Solapur, Solapur - MPCB"
06-Aug-2019 - 00:00,25.7,0.18,16.59,39.78,18.47,26.91,10.88,88.69,91.48,26.84,131.68,0.81,0.35,12.55,07-Aug-2019 - 00:00,"Solapur, Solapur - MPCB"
07-Aug-2019 - 00:00,23.58,0.23,16.1,39.98,18.68,28.15,7.11,89.96,99.65,26.73,114.55,0.38,0.38,11.66,08-Aug-2019 - 00:00,"Solapur, Solapur - MPCB"
08-Aug-2019 - 00:00,86.74,0.23,62.0,126.17,20.05,63.03,22.24,84.98,101.35,27.54,123.13,0.61,0.31,11.85,09-Aug-2019 - 00:00,"Solapur, Solapur - MPCB"
09-Aug-2019 - 00:00,,,,,,,,,,,,,,,10-Aug-2019 - 00:00,"Solapur, Solapur - MPCB"
10-Aug-2019 - 00:00,,,,,,,,,,,,,,,11-Aug-2019 - 00:00,"Solapur, Solapur - MPCB"
11-Aug-2019 - 00:00,,,,,,,,,,,,,,,12-Aug-2019 - 00:00,"Solapur, Solapur - MPCB"
12-Aug-2019 - 00:00,,,,,,,,,,,,,,,13-Aug-2019 - 00:00,"Solapur, Solapur - MPCB"
13-Aug-2019 - 00:00,,,,,,,,,,,,,,,14-Aug-2019 - 00:00,"Solapur, Solapur - MPCB"
14-Aug-2019 - 00:00,,,,,,,,,,,,,,,15-Aug-2019 - 00:00,"Solapur, Solapur - MPCB"
15-Aug-2019 - 00:00,,,,,,,,,,,,,,,16-Aug-2019 - 00:00,"Solapur, Solapur - MPCB"
16-Aug-2019 - 00:00,,,,,,,,,,,,,,,17-Aug-2019 - 00:00,"Solapur, Solapur - MPCB"
17-Aug-2019 - 00:00,,,,,,,,,,,,,,,18-Aug-2019 - 00:00,"Solapur, Solapur - MPCB"
18-Aug-2019 - 00:00,,,,,,,,,,,,,,,19-Aug-2019 - 00:00,"Solapur, Solapur - MPCB"
19-Aug-2019 - 00:00,245.06,0.06,157.71,402.78,30.3,84.02,25.26,55.44,63.59,32.56,140.97,0.72,0.36,14.4,20-Aug-2019 - 00:00,"Solapur, Solapur - MPCB"
20-Aug-2019 - 00:00,186.46,0.58,117.26,303.73,35.93,59.82,18.13,65.36,228.91,30.75,147.94,0.98,0.36,15.19,21-Aug-2019 - 00:00,"Solapur, Solapur - MPCB"
21-Aug-2019 - 00:00,178.04,0.97,113.34,294.57,30.65,45.87,15.2,72.79,185.01,29.53,142.11,0.85,0.38,16.56,22-Aug-2019 - 00:00,"Solapur, Solapur - MPCB"
22-Aug-2019 - 00:00,157.64,0.42,104.34,265.76,23.61,45.19,16.83,75.26,201.55,29.07,149.01,0.67,0.39,16.34,23-Aug-2019 - 00:00,"Solapur, Solapur - MPCB"
23-Aug-2019 - 00:00,153.78,0.0,103.78,251.32,21.91,36.6,14.91,76.16,172.75,28.49,145.67,0.58,0.37,16.25,24-Aug-2019 - 00:00,"Solapur, Solapur - MPCB"
24-Aug-2019 - 00:00,171.37,2.68,110.24,249.36,22.91,44.28,18.63,73.81,193.76,29.03,133.2,0.58,0.37,15.38,25-Aug-2019 - 00:00,"Solapur, Solapur - MPCB"
25-Aug-2019 - 00:00,170.37,4.82,112.44,282.82,26.32,52.93,17.01,67.48,212.67,29.3,122.79,0.48,0.36,15.26,26-Aug-2019 - 00:00,"Solapur, Solapur - MPCB"
26-Aug-2019 - 00:00,179.36,4.82,117.03,270.39,28.16,64.11,20.51,66.33,223.07,29.23,126.64,0.54,0.35,13.71,27-Aug-2019 - 00:00,"Solapur, Solapur - MPCB"
27-Aug-2019 - 00:00,162.43,4.82,106.67,269.09,26.78,103.03,20.21,65.38,230.28,29.38,122.0,0.44,0.35,13.53,28-Aug-2019 - 00:00,"Solapur, Solapur - MPCB"
28-Aug-2019 - 00:00,158.49,4.82,109.03,267.53,22.38,362.52,28.02,67.4,192.42,29.52,118.74,0.31,0.37,13.88,29-Aug-2019 - 00:00,"Solapur, Solapur - MPCB"
29-Aug-2019 - 00:00,197.06,4.82,129.1,290.0,22.03,130.37,20.67,69.61,226.36,30.19,141.64,0.34,0.38,13.3,30-Aug-2019 - 00:00,"Solapur, Solapur - MPCB"
30-Aug-2019 - 00:00,183.01,4.82,116.2,308.28,24.38,65.96,12.49,73.96,200.1,29.89,128.57,0.49,0.37,13.52,31-Aug-2019 - 00:00,"Solapur, Solapur - MPCB"
31-Aug-2019 - 00:00,113.79,4.82,78.47,192.14,19.49,55.86,7.83,43.96,101.12,25.92,132.74,0.32,0.37,13.05,01-Sep-2019 - 00:00,"Solapur, Solapur - MPCB"
01-Sep-2019 - 00:00,72.16,4.82,52.66,137.1,18.4,50.15,10.05,33.95,120.0,24.99,167.98,0.22,0.38,12.46,02-Sep-2019 - 00:00,"Solapur, Solapur - MPCB"
02-Sep-2019 - 00:00,19.56,4.82,16.58,36.83,14.47,36.34,8.19,92.58,134.47,26.48,139.87,0.22,0.4,12.49,03-Sep-2019 - 00:00,"Solapur, Solapur - MPCB"
03-Sep-2019 - 00:00,18.98,4.82,18.12,37.04,14.54,28.61,9.53,90.02,98.25,26.51,118.82,0.28,0.33,12.62,04-Sep-2019 - 00:00,"Solapur, Solapur - MPCB"
04-Sep-2019 - 00:00,20.74,4.82,19.02,39.71,15.92,40.36,8.3,83.97,102.11,27.43,115.83,0.34,0.35,11.71,05-Sep-2019 - 00:00,"Solapur, Solapur - MPCB"
05-Sep-2019 - 00:00,19.09,3.13,15.6,34.64,18.81,49.16,8.47,78.63,166.89,28.27,115.9,0.42,0.35,11.33,06-Sep-2019 - 00:00,"Solapur, Solapur - MPCB"
06-Sep-2019 - 00:00,23.49,0.88,13.56,37.05,17.29,52.71,8.18,80.07,118.27,27.9,127.11,0.43,0.34,11.72,07-Sep-2019 - 00:00,"Solapur, Solapur - MPCB"
07-Sep-2019 - 00:00,36.41,0.66,23.01,59.23,16.24,53.0,14.32,80.33,115.44,28.04,112.16,0.38,0.37,12.41,08-Sep-2019 - 00:00,"Solapur, Solapur - MPCB"
08-Sep-2019 - 00:00,38.57,0.64,26.13,72.73,20.96,67.28,10.43,85.87,53.41,26.62,170.36,0.56,0.52,11.67,09-Sep-2019 - 00:00,"Solapur, Solapur - MPCB"
09-Sep-2019 - 00:00,18.25,0.85,11.07,29.32,19.8,48.31,9.59,69.52,174.16,30.45,132.94,0.68,0.36,12.59,10-Sep-2019 - 00:00,"Solapur, Solapur - MPCB"
10-Sep-2019 - 00:00,26.45,0.8,14.59,41.04,16.28,54.31,11.17,80.77,151.31,28.18,138.38,0.32,0.36,12.74,11-Sep-2019 - 00:00,"Solapur, Solapur - MPCB"
11-Sep-2019 - 00:00,25.37,0.9,14.38,39.59,17.0,61.04,13.65,78.03,129.12,28.06,119.97,0.42,0.36,12.3,12-Sep-2019 - 00:00,"Solapur, Solapur - MPCB"
12-Sep-2019 - 00:00,19.74,0.75,9.05,28.78,18.47,51.11,11.44,72.07,170.89,29.0,127.71,0.6,0.36,11.91,13-Sep-2019 - 00:00,"Solapur, Solapur - MPCB"
13-Sep-2019 - 00:00,21.28,0.62,10.82,32.09,16.62,41.29,10.58,76.32,146.56,28.6,126.01,0.44,0.35,12.28,14-Sep-2019 - 00:00,"Solapur, Solapur - MPCB"
14-Sep-2019 - 00:00,22.47,0.68,14.64,32.97,17.26,43.87,12.09,77.17,160.36,28.66,146.17,0.5,0.35,12.43,15-Sep-2019 - 00:00,"Solapur, Solapur - MPCB"
15-Sep-2019 - 00:00,16.47,0.57,6.99,23.46,20.9,33.5,9.93,71.99,183.08,29.38,135.04,0.7,0.35,12.26,16-Sep-2019 - 00:00,"Solapur, Solapur - MPCB"
16-Sep-2019 - 00:00,13.22,0.68,12.12,28.53,22.15,60.46,12.21,76.97,122.05,28.7,146.94,0.68,0.36,12.21,17-Sep-2019 - 00:00,"Solapur, Solapur - MPCB"
17-Sep-2019 - 00:00,11.02,0.65,16.67,27.69,22.95,36.18,10.73,79.47,167.5,28.56,146.29,0.65,0.36,12.16,18-Sep-2019 - 00:00,"Solapur, Solapur - MPCB"
18-Sep-2019 - 00:00,16.38,0.9,20.7,37.08,16.36,33.24,14.05,97.1,76.93,26.19,154.73,0.37,0.43,12.14,19-Sep-2019 - 00:00,"Solapur, Solapur - MPCB"
19-Sep-2019 - 00:00,21.29,1.35,26.97,48.26,17.25,39.23,13.85,91.83,174.29,27.36,157.51,0.19,0.41,11.98,20-Sep-2019 - 00:00,"Solapur, Solapur - MPCB"
20-Sep-2019 - 00:00,22.4,1.34,25.88,48.28,14.53,58.98,14.33,83.11,182.33,28.34,126.31,0.17,0.38,11.3,21-Sep-2019 - 00:00,"Solapur, Solapur - MPCB"
21-Sep-2019 - 00:00,32.25,1.31,31.78,64.03,13.88,77.29,19.58,75.18,232.86,28.99,139.35,0.18,0.37,11.42,22-Sep-2019 - 00:00,"Solapur, Solapur - MPCB"
22-Sep-2019 - 00:00,21.45,1.25,24.18,45.64,15.6,53.97,12.84,74.09,238.48,30.04,185.76,0.3,0.35,11.29,23-Sep-2019 - 00:00,"Solapur, Solapur - MPCB"
23-Sep-2019 - 00:00,25.1,0.98,28.2,53.3,17.5,47.66,16.65,85.17,241.23,28.62,193.12,0.62,0.39,12.7,24-Sep-2019 - 00:00,"Solapur, Solapur - MPCB"
24-Sep-2019 - 00:00,16.33,0.96,23.25,39.57,19.5,32.82,10.71,92.58,154.83,27.12,203.1,0.51,0.38,12.7,25-Sep-2019 - 00:00,"Solapur, Solapur - MPCB"
25-Sep-2019 - 00:00,26.83,1.08,36.52,63.24,19.01,37.88,11.32,93.29,130.64,26.45,247.68,0.35,0.42,12.59,26-Sep-2019 - 00:00,"Solapur, Solapur - MPCB"
26-Sep-2019 - 00:00,30.09,1.42,36.28,66.38,18.59,32.5,11.4,92.19,191.54,27.29,173.52,0.44,0.39,12.61,27-Sep-2019 - 00:00,"Solapur, Solapur - MPCB"
27-Sep-2019 - 00:00,26.56,1.17,27.72,54.28,14.41,40.59,8.64,82.82,206.19,28.21,159.95,0.18,0.36,12.55,28-Sep-2019 - 00:00,"Solapur, Solapur - MPCB"
28-Sep-2019 - 00:00,33.72,1.05,28.43,62.15,15.07,61.99,13.7,82.05,188.21,27.93,143.82,0.27,0.36,12.62,29-Sep-2019 - 00:00,"Solapur, Solapur - MPCB"
29-Sep-2019 - 00:00,24.61,1.44,27.97,52.58,15.77,40.13,12.45,78.6,215.97,28.97,180.09,0.23,0.37,12.49,30-Sep-2019 - 00:00,"Solapur, Solapur - MPCB"
30-Sep-2019 - 00:00,28.8,1.49,39.52,68.32,15.45,61.57,18.91,83.81,194.46,28.08,210.84,0.33,0.37,12.88,01-Oct-2019 - 00:00,"Solapur, Solapur - MPCB"
01-Oct-2019 - 00:00,16.29,0.92,19.4,35.69,17.62,34.32,10.25,76.51,232.45,28.8,141.13,0.33,0.37,13.29,02-Oct-2019 - 00:00,"Solapur, Solapur - MPCB"
02-Oct-2019 - 00:00,21.02,0.83,25.22,46.24,17.59,58.05,16.31,74.43,215.38,29.23,168.2,0.38,0.33,13.25,03-Oct-2019 - 00:00,"Solapur, Solapur - MPCB"
03-Oct-2019 - 00:00,26.33,1.5,39.62,65.96,17.99,64.82,20.42,82.44,195.71,28.2,236.34,0.31,0.38,13.09,04-Oct-2019 - 00:00,"Solapur, Solapur - MPCB"
04-Oct-2019 - 00:00,15.7,0.85,21.55,37.25,21.47,34.73,12.14,89.06,206.37,26.42,176.85,0.43,0.38,13.06,05-Oct-2019 - 00:00,"Solapur, Solapur - MPCB"
05-Oct-2019 - 00:00,21.12,1.12,31.22,52.34,18.23,59.39,16.66,80.78,220.34,27.73,226.88,0.52,0.34,13.26,06-Oct-2019 - 00:00,"Solapur, Solapur - MPCB"
06-Oct-2019 - 00:00,30.76,1.14,38.84,69.6,16.2,43.85,18.45,96.07,94.66,25.19,166.24,0.27,0.38,13.55,07-Oct-2019 - 00:00,"Solapur, Solapur - MPCB"
