from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Xylene,Toluene,MP-Xylene,Eth-Benzene,AT,WS,WD,RH,BP,SR,RF,to date,station
30-Nov-2019 - 00:00,84.0,133.34,34.66,7.39,24.54,69.29,8.74,0.87,11.45,0.91,0.38,5.68,1.09,0.18,18.34,0.53,140.86,78.35,742.3,87.71,0.0,01-Dec-2019 - 00:00,"Ganga Nagar, Meerut - UPPCB"
01-Dec-2019 - 00:00,99.35,153.38,34.62,4.74,22.37,82.95,10.58,0.86,17.13,0.78,0.3,4.96,0.89,0.16,17.83,0.52,139.55,70.61,742.57,89.19,0.0,02-Dec-2019 - 00:00,"Ganga Nagar, Meerut - UPPCB"
02-Dec-2019 - 00:00,127.75,198.53,29.2,4.69,19.46,51.83,12.39,1.01,19.19,1.01,0.44,4.68,1.15,0.15,17.15,0.44,141.9,66.78,742.61,85.42,0.0,03-Dec-2019 - 00:00,"Ganga Nagar, Meerut - UPPCB"
03-Dec-2019 - 00:00,110.69,236.08,15.95,5.54,12.99,20.7,12.99,0.84,18.63,1.56,0.96,7.5,2.16,0.6,17.33,0.49,136.23,62.91,742.67,87.99,0.0,04-Dec-2019 - 00:00,"Ganga Nagar, Meerut - UPPCB"
04-Dec-2019 - 00:00,179.98,331.28,55.92,27.52,52.12,92.73,14.07,2.0,16.12,1.04,0.24,4.78,1.08,0.74,17.0,0.37,148.83,66.92,742.55,79.0,0.0,05-Dec-2019 - 00:00,"Ganga Nagar, Meerut - UPPCB"
05-Dec-2019 - 00:00,187.76,321.86,87.29,16.07,59.62,166.66,9.9,1.78,17.18,0.0,0.0,0.0,0.0,0.0,17.34,0.39,183.0,74.96,742.45,74.99,0.0,06-Dec-2019 - 00:00,"Ganga Nagar, Meerut - UPPCB"
06-Dec-2019 - 00:00,166.39,248.31,68.17,6.9,41.99,120.86,8.83,1.3,17.67,0.0,0.0,0.0,0.0,0.0,18.76,0.43,143.88,74.21,742.33,84.93,0.0,07-Dec-2019 - 00:00,"Ganga Nagar, Meerut - UPPCB"
07-Dec-2019 - 00:00,156.73,247.73,73.27,33.06,65.96,118.95,8.2,1.51,14.76,0.0,0.0,0.0,0.0,0.0,18.96,0.38,193.4,71.35,742.34,82.86,0.0,08-Dec-2019 - 00:00,"Ganga Nagar, Meerut - UPPCB"
08-Dec-2019 - 00:00,172.35,268.77,83.92,18.26,59.58,119.88,15.9,1.52,20.37,0.0,0.0,0.0,0.0,0.0,18.34,0.41,146.25,68.27,742.29,78.55,0.0,09-Dec-2019 - 00:00,"Ganga Nagar, Meerut - UPPCB"
09-Dec-2019 - 00:00,166.34,270.93,88.79,6.73,52.82,115.09,16.22,1.27,19.29,0.68,0.27,2.34,0.48,0.89,17.78,0.42,137.31,63.19,742.3,80.8,0.0,10-Dec-2019 - 00:00,"Ganga Nagar, Meerut - UPPCB"
10-Dec-2019 - 00:00,184.64,338.3,80.21,3.37,45.52,133.89,13.55,1.35,26.41,1.52,0.36,4.52,0.59,1.39,17.09,0.4,138.68,66.6,742.41,77.11,0.0,11-Dec-2019 - 00:00,"Ganga Nagar, Meerut - UPPCB"
11-Dec-2019 - 00:00,210.99,449.98,94.7,20.05,66.77,157.94,14.84,1.94,18.87,2.6,1.31,10.63,2.27,3.42,16.8,0.38,186.92,71.23,742.56,68.15,0.0,12-Dec-2019 - 00:00,"Ganga Nagar, Meerut - UPPCB"
12-Dec-2019 - 00:00,171.6,339.68,50.09,3.06,29.24,121.23,7.82,1.35,21.16,1.84,0.42,5.09,0.86,1.08,17.13,0.52,237.03,77.12,742.22,42.16,0.0,13-Dec-2019 - 00:00,"Ganga Nagar, Meerut - UPPCB"
13-Dec-2019 - 00:00,35.77,51.3,19.85,1.31,11.73,56.58,7.05,1.06,21.09,0.34,0.06,1.29,0.19,0.07,15.18,0.6,239.06,93.73,742.0,34.2,0.0,14-Dec-2019 - 00:00,"Ganga Nagar, Meerut - UPPCB"
14-Dec-2019 - 00:00,36.59,57.68,32.48,5.93,22.1,49.09,8.12,0.88,13.07,0.61,0.49,2.84,1.16,0.42,15.86,0.45,213.21,84.7,742.0,83.15,0.0,15-Dec-2019 - 00:00,"Ganga Nagar, Meerut - UPPCB"
15-Dec-2019 - 00:00,68.17,103.41,33.18,2.2,19.54,58.46,8.57,0.92,15.86,0.62,0.27,2.96,0.72,0.35,15.91,0.53,135.08,82.12,742.03,80.5,0.0,16-Dec-2019 - 00:00,"Ganga Nagar, Meerut - UPPCB"
16-Dec-2019 - 00:00,70.54,153.2,48.64,3.08,28.48,75.11,8.16,0.75,6.26,0.85,0.16,4.62,0.62,0.32,12.75,0.64,134.3,90.38,743.0,29.86,0.0,17-Dec-2019 - 00:00,"Ganga Nagar, Meerut - UPPCB"
17-Dec-2019 - 00:00,83.83,174.27,47.78,2.65,27.68,88.34,7.65,0.76,6.64,0.79,0.21,5.38,0.68,0.42,12.46,0.6,137.61,86.74,743.0,34.21,0.0,18-Dec-2019 - 00:00,"Ganga Nagar, Meerut - UPPCB"
18-Dec-2019 - 00:00,105.89,210.66,45.42,2.77,26.53,101.85,4.55,0.87,9.96,0.99,0.19,5.85,0.66,0.28,11.89,0.49,182.68,84.81,743.0,55.92,0.0,19-Dec-2019 - 00:00,"Ganga Nagar, Meerut - UPPCB"
19-Dec-2019 - 00:00,131.84,265.47,41.73,6.46,27.55,113.86,6.47,1.15,11.49,1.57,0.31,8.01,1.1,0.19,11.89,0.37,207.65,87.28,743.0,54.14,0.0,20-Dec-2019 - 00:00,"Ganga Nagar, Meerut - UPPCB"
20-Dec-2019 - 00:00,168.18,355.09,59.13,8.67,38.61,126.41,5.68,1.82,2.93,2.37,0.66,11.8,1.92,0.69,12.57,0.39,157.79,84.13,743.0,63.1,0.0,21-Dec-2019 - 00:00,"Ganga Nagar, Meerut - UPPCB"
21-Dec-2019 - 00:00,190.27,390.23,55.86,9.14,37.23,139.17,6.21,1.37,4.96,1.84,0.5,8.06,1.35,1.04,13.61,0.51,137.1,90.45,743.0,49.79,0.0,22-Dec-2019 - 00:00,"Ganga Nagar, Meerut - UPPCB"
22-Dec-2019 - 00:00,96.68,202.36,51.56,2.69,29.71,105.74,3.51,1.43,9.95,1.14,0.2,5.54,0.69,0.53,12.29,0.66,136.8,88.57,743.0,50.1,0.0,23-Dec-2019 - 00:00,"Ganga Nagar, Meerut - UPPCB"
23-Dec-2019 - 00:00,115.23,235.6,44.59,3.08,26.33,110.59,3.52,1.06,10.01,1.16,0.23,4.86,0.7,0.35,11.39,0.51,174.68,89.61,743.0,49.9,0.0,24-Dec-2019 - 00:00,"Ganga Nagar, Meerut - UPPCB"
24-Dec-2019 - 00:00,126.81,283.93,49.71,3.33,29.25,98.74,5.09,1.17,12.48,1.23,0.27,4.93,0.75,0.42,12.46,0.46,179.81,83.76,743.0,68.24,0.0,25-Dec-2019 - 00:00,"Ganga Nagar, Meerut - UPPCB"
25-Dec-2019 - 00:00,96.15,220.01,61.75,4.99,37.0,86.58,2.7,1.33,2.29,1.18,0.25,6.35,0.81,0.34,9.41,0.62,138.16,88.27,743.0,47.9,0.0,26-Dec-2019 - 00:00,"Ganga Nagar, Meerut - UPPCB"
26-Dec-2019 - 00:00,113.95,248.59,56.67,3.74,33.29,98.61,2.28,1.05,6.59,1.04,0.2,6.87,0.65,0.29,9.53,0.54,144.12,85.04,743.0,51.52,0.0,27-Dec-2019 - 00:00,"Ganga Nagar, Meerut - UPPCB"
27-Dec-2019 - 00:00,134.27,296.74,50.29,4.46,30.48,92.32,3.63,1.32,8.03,1.23,0.27,6.36,0.81,0.37,9.26,0.49,156.73,83.1,743.0,50.52,0.0,28-Dec-2019 - 00:00,"Ganga Nagar, Meerut - UPPCB"
28-Dec-2019 - 00:00,126.75,299.24,49.09,6.16,31.21,87.57,5.59,1.13,5.25,1.37,0.2,5.58,0.67,0.37,7.95,0.45,179.09,93.18,743.0,49.42,0.0,29-Dec-2019 - 00:00,"Ganga Nagar, Meerut - UPPCB"
29-Dec-2019 - 00:00,165.86,391.21,60.45,11.0,41.19,91.95,8.79,1.73,10.01,1.79,0.42,7.06,1.4,0.48,8.99,0.42,167.1,87.77,743.0,58.46,0.0,30-Dec-2019 - 00:00,"Ganga Nagar, Meerut - UPPCB"
30-Dec-2019 - 00:00,137.2,282.21,46.46,13.35,35.66,80.54,3.9,2.12,2.08,2.54,0.28,7.84,1.12,0.52,6.7,0.43,239.93,94.5,743.0,28.3,0.0,31-Dec-2019 - 00:00,"Ganga Nagar, Meerut - UPPCB"
31-Dec-2019 - 00:00,111.0,207.0,30.55,0.9,16.95,84.3,2.1,1.29,5.7,1.8,0.1,5.85,0.45,0.1,7.05,0.5,288.5,91.5,743.0,17.0,0.0,01-Jan-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
