from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,MP-Xylene,Eth-Benzene,AT,SR,RH,RF,WS,WD,to date,station
25-Jun-2019 - 00:00,45.15,58.63,8.73,16.14,7.41,16.9,12.15,1.07,23.64,0.0,0.0,0.0,0.0,27.15,275.37,71.01,0.0,16.22,77.72,26-Jun-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
26-Jun-2019 - 00:00,47.07,60.42,9.05,16.7,7.65,17.16,11.7,1.08,22.32,0.0,0.0,0.0,0.0,26.97,210.91,70.81,0.0,16.45,75.57,27-Jun-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
27-Jun-2019 - 00:00,40.26,58.49,8.09,15.85,7.76,17.04,12.9,1.1,20.05,0.0,0.0,0.0,0.0,27.67,268.33,70.17,0.0,17.69,79.08,28-Jun-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
28-Jun-2019 - 00:00,40.5,55.54,7.6,14.67,7.07,16.89,11.21,1.09,22.75,0.0,0.0,0.0,0.0,27.29,254.19,71.58,0.0,17.84,79.34,29-Jun-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
29-Jun-2019 - 00:00,38.37,53.57,7.54,14.45,6.91,16.29,11.06,1.04,24.5,0.0,0.0,0.0,0.0,27.39,268.53,71.34,0.0,18.02,77.39,30-Jun-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
30-Jun-2019 - 00:00,23.41,32.95,5.42,11.42,6.01,12.97,9.86,0.91,23.43,0.0,0.0,0.0,0.0,27.05,224.3,74.91,0.0,15.88,78.47,01-Jul-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
01-Jul-2019 - 00:00,26.16,41.44,7.39,14.71,7.32,14.23,9.72,0.9,21.46,0.02,0.14,0.07,0.0,26.86,219.56,75.96,0.0,16.86,77.28,02-Jul-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
02-Jul-2019 - 00:00,32.53,46.46,8.64,18.33,9.69,23.26,11.9,1.14,21.16,0.06,0.19,0.07,0.0,26.48,208.74,76.91,0.0,15.64,75.66,03-Jul-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
03-Jul-2019 - 00:00,32.79,45.16,8.81,18.29,9.48,18.44,10.78,1.13,16.57,0.05,0.29,0.09,0.0,26.6,233.16,75.04,0.0,14.28,76.96,04-Jul-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
04-Jul-2019 - 00:00,41.34,49.54,9.7,18.99,9.3,,10.43,1.11,16.15,0.05,0.25,0.09,0.0,25.74,174.71,81.38,0.0,14.82,77.24,05-Jul-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
05-Jul-2019 - 00:00,31.43,39.75,7.89,17.36,9.47,,10.69,1.19,17.67,0.06,0.29,0.09,0.0,26.02,218.32,79.49,0.0,15.2,81.1,06-Jul-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
06-Jul-2019 - 00:00,35.5,44.24,7.07,16.67,9.59,,12.39,1.29,18.13,0.09,0.31,0.07,0.0,25.9,189.78,79.1,0.0,15.88,79.03,07-Jul-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
07-Jul-2019 - 00:00,14.7,20.95,4.9,13.07,8.17,,8.96,1.01,17.78,0.03,0.06,0.02,0.0,25.79,228.76,80.5,0.0,13.63,77.16,08-Jul-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
08-Jul-2019 - 00:00,20.75,31.15,9.6,17.03,21.55,29.9,9.99,1.09,18.65,0.04,0.23,0.08,0.0,25.75,245.28,78.7,0.0,15.53,78.49,09-Jul-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
09-Jul-2019 - 00:00,22.69,31.38,16.54,28.75,12.21,33.49,9.19,1.1,15.81,0.03,0.27,0.09,0.0,25.08,234.26,80.01,0.0,15.48,71.93,10-Jul-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
10-Jul-2019 - 00:00,31.8,41.95,16.07,26.74,10.66,32.57,10.12,1.12,21.02,0.04,0.21,0.08,0.0,24.02,197.62,77.29,0.0,14.9,74.5,11-Jul-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
11-Jul-2019 - 00:00,39.38,51.75,18.02,29.76,11.75,30.98,9.82,1.17,21.14,0.04,0.38,0.14,0.0,24.94,187.44,75.19,0.0,12.35,78.06,12-Jul-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
12-Jul-2019 - 00:00,43.48,57.26,16.37,30.13,13.76,30.65,9.94,1.2,15.19,0.04,0.4,0.14,0.0,26.57,237.73,66.07,0.0,11.03,86.14,13-Jul-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
13-Jul-2019 - 00:00,32.98,43.4,16.45,28.22,11.77,28.73,9.34,1.2,17.23,0.03,0.32,0.14,0.0,26.51,221.82,73.61,0.0,13.21,74.77,14-Jul-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
14-Jul-2019 - 00:00,18.91,27.29,15.27,26.23,10.96,26.11,8.74,1.08,16.74,0.02,0.12,0.07,0.0,26.42,255.45,74.26,0.0,14.68,75.35,15-Jul-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
15-Jul-2019 - 00:00,26.64,40.08,15.86,25.78,9.92,26.66,10.06,1.18,23.08,0.04,0.27,0.09,0.0,26.05,266.42,69.49,0.0,15.42,78.62,16-Jul-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
16-Jul-2019 - 00:00,33.45,60.38,16.24,26.99,10.75,28.0,9.87,1.1,20.48,0.04,0.35,0.12,0.0,25.75,223.98,73.92,0.0,14.66,77.66,17-Jul-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
17-Jul-2019 - 00:00,26.45,35.02,16.0,27.86,11.86,28.33,9.68,1.03,20.45,0.03,0.38,0.14,0.0,25.73,191.22,76.56,0.0,13.4,74.64,18-Jul-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
18-Jul-2019 - 00:00,,34.95,18.32,31.9,14.73,28.53,9.4,1.05,16.28,0.02,0.19,0.11,0.0,25.05,167.73,80.32,0.0,12.7,76.64,19-Jul-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
19-Jul-2019 - 00:00,34.25,30.38,17.46,28.45,11.0,29.42,9.53,1.35,22.88,0.03,0.09,0.09,0.0,22.65,113.32,81.63,0.0,13.15,75.91,20-Jul-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
20-Jul-2019 - 00:00,41.1,46.83,15.98,25.85,9.87,29.93,10.58,1.44,25.1,0.05,0.15,0.07,0.0,,,,0.0,,,21-Jul-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
21-Jul-2019 - 00:00,22.24,24.75,14.09,23.52,9.43,28.06,9.33,1.33,22.96,0.03,0.04,0.01,0.0,,,,0.0,,,22-Jul-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
22-Jul-2019 - 00:00,18.92,24.45,14.19,23.95,9.76,26.87,9.09,1.28,21.3,0.03,0.1,0.07,0.0,23.84,177.89,80.96,0.0,16.28,72.87,23-Jul-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
23-Jul-2019 - 00:00,25.44,31.68,14.4,25.0,10.6,28.31,9.93,1.33,21.49,0.03,0.08,0.07,0.0,23.46,204.33,79.38,0.0,15.73,75.84,24-Jul-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
24-Jul-2019 - 00:00,28.63,45.72,14.86,26.33,11.46,31.37,9.11,1.33,21.23,0.03,0.02,0.06,0.0,24.87,246.52,79.59,0.0,14.91,76.19,25-Jul-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
25-Jul-2019 - 00:00,29.73,39.52,15.28,26.08,10.8,32.5,9.26,1.34,22.33,0.03,0.03,0.09,0.0,25.58,218.91,76.89,0.0,14.95,76.67,26-Jul-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
26-Jul-2019 - 00:00,22.51,30.91,14.85,24.07,9.22,32.26,9.31,1.36,22.86,0.04,0.05,0.09,0.0,24.55,151.2,78.99,0.0,15.41,77.24,27-Jul-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
27-Jul-2019 - 00:00,41.61,49.07,14.56,24.73,10.17,32.69,9.81,1.42,23.68,0.03,0.0,0.06,0.0,25.33,192.0,75.98,0.0,14.81,78.99,28-Jul-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
28-Jul-2019 - 00:00,31.85,46.01,13.05,21.5,8.45,29.46,8.51,1.29,25.23,0.02,0.01,0.0,0.0,26.12,258.92,73.71,0.0,19.35,81.36,29-Jul-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
29-Jul-2019 - 00:00,38.57,52.07,17.2,27.27,10.07,28.07,9.73,1.45,20.09,0.04,0.0,0.06,0.0,26.25,252.1,74.62,0.0,17.87,79.94,30-Jul-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
30-Jul-2019 - 00:00,35.81,47.35,14.25,25.28,11.03,29.85,9.51,1.4,18.85,0.04,0.02,0.12,0.0,26.01,220.37,74.51,0.0,14.34,72.9,31-Jul-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
31-Jul-2019 - 00:00,46.07,61.25,15.31,26.15,10.83,32.67,9.92,1.46,19.75,0.04,0.01,0.08,0.0,26.59,242.97,72.28,0.0,16.13,80.64,01-Aug-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
01-Aug-2019 - 00:00,30.73,46.64,14.57,25.1,10.54,32.91,9.48,1.4,19.44,0.03,0.02,0.06,0.0,26.77,273.32,72.58,0.0,16.77,74.85,02-Aug-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
02-Aug-2019 - 00:00,31.59,42.97,12.96,22.97,10.01,30.32,9.58,1.48,17.81,0.04,0.03,0.06,0.0,26.09,201.63,75.16,0.0,16.61,75.61,03-Aug-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
03-Aug-2019 - 00:00,17.51,24.34,11.38,20.81,9.43,28.18,8.79,1.41,18.89,0.02,0.07,0.02,0.0,25.85,192.3,75.47,0.0,16.66,81.87,04-Aug-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
04-Aug-2019 - 00:00,8.8,13.41,9.98,18.75,8.77,25.15,8.39,1.3,18.23,0.01,0.04,0.0,0.0,25.86,196.38,78.33,0.0,17.33,83.43,05-Aug-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
05-Aug-2019 - 00:00,17.3,23.88,10.16,19.57,9.41,26.14,9.03,1.41,17.96,0.02,0.14,0.06,0.0,24.41,163.17,83.68,0.0,15.68,82.38,06-Aug-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
06-Aug-2019 - 00:00,25.95,30.86,10.63,20.85,10.23,27.51,9.01,1.52,15.19,0.02,0.12,0.06,0.0,24.01,102.49,83.68,0.0,15.01,77.66,07-Aug-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
07-Aug-2019 - 00:00,27.11,34.84,10.55,21.77,11.22,26.65,10.21,1.57,11.46,0.05,0.04,0.14,0.0,24.6,105.89,82.29,0.0,16.47,80.74,08-Aug-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
08-Aug-2019 - 00:00,27.94,34.2,9.69,21.16,11.47,26.71,9.81,1.48,12.14,0.04,0.03,0.07,0.0,23.39,52.6,84.08,0.0,13.31,79.24,09-Aug-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
09-Aug-2019 - 00:00,13.41,22.59,7.28,16.65,9.37,26.82,9.49,1.29,21.35,0.02,0.01,0.06,0.0,22.4,77.17,84.76,0.0,13.98,81.32,10-Aug-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
10-Aug-2019 - 00:00,14.36,19.14,6.16,14.88,8.72,32.44,9.54,1.38,20.93,0.03,0.0,0.05,0.0,22.46,129.02,84.06,0.0,17.14,73.71,11-Aug-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
11-Aug-2019 - 00:00,18.06,22.9,6.02,15.01,8.99,30.98,8.38,1.32,17.68,0.01,0.0,0.0,0.0,24.01,266.82,77.3,0.0,16.33,76.33,12-Aug-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
12-Aug-2019 - 00:00,23.57,28.7,7.43,17.64,10.21,28.36,8.72,1.34,13.91,0.02,0.0,0.09,0.0,24.95,250.96,79.87,0.0,13.69,74.45,13-Aug-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
13-Aug-2019 - 00:00,30.63,37.95,8.26,17.94,9.68,26.22,8.88,1.37,17.41,0.02,0.0,0.11,0.0,24.51,191.58,81.69,0.0,14.04,76.08,14-Aug-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
14-Aug-2019 - 00:00,27.04,32.08,8.63,17.76,9.13,26.75,9.11,1.47,21.75,0.03,0.01,0.07,0.0,23.82,172.76,81.56,0.0,16.53,76.6,15-Aug-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
15-Aug-2019 - 00:00,17.93,21.0,6.86,15.43,8.57,26.55,8.21,1.31,23.54,0.02,0.0,0.0,0.0,25.12,263.7,77.98,0.0,13.19,76.08,16-Aug-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
16-Aug-2019 - 00:00,22.86,29.12,7.88,17.01,9.13,25.29,8.49,1.37,18.21,0.02,0.0,0.05,0.0,24.93,217.39,79.91,0.0,13.42,76.47,17-Aug-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
17-Aug-2019 - 00:00,34.13,39.93,8.38,19.35,10.97,23.92,8.94,1.47,15.71,0.01,0.0,0.09,0.0,25.05,171.27,78.8,0.0,8.99,93.43,18-Aug-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
18-Aug-2019 - 00:00,20.09,24.71,7.05,16.32,9.27,22.47,8.4,1.37,16.8,0.01,0.0,0.02,0.0,25.01,111.0,79.52,0.0,9.41,75.26,19-Aug-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
19-Aug-2019 - 00:00,26.62,31.7,8.18,18.38,10.2,22.27,9.0,1.46,17.31,0.02,0.0,0.07,0.0,26.08,260.65,75.29,0.0,9.85,85.38,20-Aug-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
20-Aug-2019 - 00:00,35.22,44.52,8.85,18.51,9.66,22.17,8.73,1.48,16.82,0.02,0.03,0.07,0.0,25.81,219.98,78.77,0.0,12.72,73.58,21-Aug-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
21-Aug-2019 - 00:00,25.58,37.68,7.92,17.09,9.17,21.82,8.92,1.48,15.22,0.02,0.0,0.05,0.0,25.22,233.27,80.6,0.0,15.5,78.48,22-Aug-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
22-Aug-2019 - 00:00,23.99,36.75,7.72,17.29,9.57,20.73,9.49,1.44,13.43,0.02,0.0,0.06,0.0,24.4,164.19,81.34,0.0,14.75,83.13,23-Aug-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
23-Aug-2019 - 00:00,24.7,36.34,7.17,16.08,8.91,21.6,9.79,1.45,14.65,0.01,0.0,0.07,0.0,23.99,229.57,81.85,0.0,17.44,76.03,24-Aug-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
24-Aug-2019 - 00:00,26.61,38.01,7.44,16.18,8.74,21.67,10.31,1.5,18.81,0.02,0.0,0.06,0.0,24.78,261.62,79.19,0.0,17.73,74.97,25-Aug-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
25-Aug-2019 - 00:00,11.42,16.39,6.62,14.95,8.32,19.31,8.81,1.37,17.42,0.01,0.0,0.02,0.0,24.04,206.73,81.82,0.0,16.66,76.93,26-Aug-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
26-Aug-2019 - 00:00,18.56,29.65,6.6,14.92,8.32,,9.42,1.46,20.5,0.02,0.0,0.03,0.0,23.53,153.78,81.63,0.0,14.95,77.48,27-Aug-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
27-Aug-2019 - 00:00,17.52,26.27,7.84,16.32,8.48,,9.69,1.57,25.26,0.02,0.0,0.05,0.0,24.18,178.11,81.28,0.0,16.4,77.56,28-Aug-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
28-Aug-2019 - 00:00,31.03,26.27,8.65,17.93,9.29,,9.98,1.51,19.17,0.01,0.0,0.08,0.0,24.77,196.82,81.92,0.0,15.43,77.5,29-Aug-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
29-Aug-2019 - 00:00,,,9.02,17.04,9.19,6.45,9.66,1.48,19.68,0.02,0.0,0.05,0.0,25.06,232.95,79.82,0.0,14.65,78.0,30-Aug-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
30-Aug-2019 - 00:00,,,8.42,15.49,8.99,,9.18,1.49,22.78,0.02,0.0,0.05,0.0,25.1,248.99,76.84,0.0,17.88,78.04,31-Aug-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
31-Aug-2019 - 00:00,19.0,32.21,9.98,18.2,8.23,1.54,8.93,1.54,19.25,0.02,0.0,0.05,0.0,25.07,237.37,79.24,0.0,15.54,77.43,01-Sep-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
01-Sep-2019 - 00:00,13.44,18.6,7.26,15.34,8.07,2.78,8.47,1.5,18.52,0.01,0.0,0.0,0.0,24.39,126.81,77.82,0.0,13.99,83.5,02-Sep-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
02-Sep-2019 - 00:00,11.1,17.19,10.26,18.39,8.12,2.03,8.29,1.63,17.42,0.01,0.0,0.0,0.0,23.83,157.08,79.51,0.0,13.65,79.69,03-Sep-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
03-Sep-2019 - 00:00,19.89,25.38,10.86,19.27,8.42,2.06,8.73,1.66,15.74,0.01,0.0,0.03,0.0,24.51,190.34,78.36,0.0,15.53,76.2,04-Sep-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
04-Sep-2019 - 00:00,20.01,34.46,10.43,19.72,9.29,2.1,9.43,1.65,13.73,0.02,0.13,0.04,0.0,24.55,204.72,79.45,0.0,14.22,78.45,05-Sep-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
05-Sep-2019 - 00:00,22.61,32.55,8.38,16.83,8.46,2.73,8.96,1.88,14.74,0.01,0.12,0.06,0.0,23.79,129.76,80.35,0.0,15.05,79.45,06-Sep-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
06-Sep-2019 - 00:00,16.49,26.4,5.05,12.51,7.72,3.77,8.28,1.7,15.8,0.01,0.2,0.06,0.0,25.7,255.44,74.77,0.0,16.77,80.53,07-Sep-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
07-Sep-2019 - 00:00,15.87,22.22,5.95,13.87,7.92,3.42,8.26,1.67,15.91,0.01,0.12,0.03,0.0,25.56,240.54,75.7,0.0,17.5,80.12,08-Sep-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
08-Sep-2019 - 00:00,9.83,14.39,3.23,10.03,7.26,4.36,7.53,1.52,16.0,0.0,0.02,0.01,0.0,25.82,238.96,76.14,0.0,16.43,79.44,09-Sep-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
09-Sep-2019 - 00:00,16.07,28.04,5.32,13.15,7.85,3.82,9.05,1.5,17.43,0.01,0.06,0.05,0.0,25.85,265.8,76.18,0.0,15.84,77.72,10-Sep-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
10-Sep-2019 - 00:00,18.72,25.99,5.67,13.75,8.08,3.6,8.36,1.48,13.85,0.01,0.06,0.01,0.0,23.78,114.54,82.07,0.0,12.96,74.53,11-Sep-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
11-Sep-2019 - 00:00,17.78,24.53,3.5,10.7,7.19,4.14,8.1,1.57,16.8,0.02,0.15,0.06,0.0,25.37,101.8,79.58,0.0,13.22,80.47,12-Sep-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
12-Sep-2019 - 00:00,18.61,24.68,4.44,12.09,7.65,4.0,8.41,1.56,18.48,0.01,0.17,0.07,0.0,25.43,190.14,78.14,0.0,13.52,81.99,13-Sep-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
13-Sep-2019 - 00:00,25.19,30.82,7.18,15.87,8.69,3.32,8.91,1.63,17.94,0.02,0.13,0.06,0.0,26.31,235.22,75.83,0.0,11.6,81.76,14-Sep-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
14-Sep-2019 - 00:00,30.26,38.1,6.11,15.19,9.08,3.77,8.94,1.61,17.33,0.01,0.08,0.04,0.0,26.66,225.2,74.52,0.0,11.04,80.16,15-Sep-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
15-Sep-2019 - 00:00,16.73,20.63,4.58,13.07,8.82,4.41,8.71,1.51,15.6,0.01,0.03,0.01,0.0,25.95,199.55,77.73,0.0,12.09,79.32,16-Sep-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
16-Sep-2019 - 00:00,23.94,29.57,3.2,10.91,7.8,4.63,8.92,1.59,17.22,0.01,0.17,0.06,0.0,25.47,198.29,76.63,0.0,11.63,79.54,17-Sep-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
17-Sep-2019 - 00:00,24.67,30.93,3.2,10.98,7.78,4.6,8.61,1.62,18.91,0.02,0.16,0.04,0.0,25.67,227.29,76.87,0.0,12.45,80.02,18-Sep-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
18-Sep-2019 - 00:00,21.21,30.58,3.73,11.83,8.11,4.51,9.02,1.64,19.79,0.01,0.17,0.08,0.0,25.87,222.88,73.25,0.0,12.56,83.94,19-Sep-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
19-Sep-2019 - 00:00,13.46,18.2,8.08,15.44,9.54,3.77,8.58,1.61,19.71,0.02,0.13,0.04,0.0,25.07,158.54,74.04,0.0,13.4,80.75,20-Sep-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
20-Sep-2019 - 00:00,28.76,96.85,12.45,19.92,7.47,1.87,9.12,1.62,20.26,0.02,0.14,0.05,0.0,26.08,240.82,69.75,0.0,13.18,83.3,21-Sep-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
21-Sep-2019 - 00:00,29.88,30.57,12.7,21.37,8.67,1.86,9.51,1.39,19.87,0.02,0.11,0.05,0.0,26.69,264.98,67.26,0.0,10.76,78.91,22-Sep-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
22-Sep-2019 - 00:00,22.89,27.89,9.84,17.13,7.28,2.61,9.55,1.41,22.25,0.02,0.05,0.02,0.0,26.78,193.34,68.31,0.0,8.04,100.0,23-Sep-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
23-Sep-2019 - 00:00,25.09,36.52,12.83,22.41,9.6,2.81,10.45,1.43,18.79,0.01,0.2,0.08,0.0,26.67,253.92,69.97,0.0,8.85,90.88,24-Sep-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
24-Sep-2019 - 00:00,29.24,34.12,16.1,28.26,12.16,1.74,10.74,1.47,17.88,0.01,0.18,0.08,0.0,26.19,209.46,67.28,0.0,7.45,110.07,25-Sep-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
25-Sep-2019 - 00:00,32.76,40.01,10.08,18.83,8.76,2.78,10.22,1.49,17.09,0.02,0.32,0.12,0.0,25.5,127.72,66.16,0.0,8.58,96.3,26-Sep-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
26-Sep-2019 - 00:00,22.96,33.6,9.44,17.94,8.49,3.02,9.83,1.5,15.4,0.01,0.37,0.1,0.0,26.55,188.94,60.75,0.0,8.39,118.29,27-Sep-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
27-Sep-2019 - 00:00,31.99,39.98,13.21,23.84,10.64,2.27,10.56,1.69,18.77,0.02,0.25,0.08,0.0,26.81,266.07,63.95,0.0,6.15,164.35,28-Sep-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
28-Sep-2019 - 00:00,30.06,37.91,15.4,25.34,9.93,2.12,10.22,1.74,25.74,0.01,0.16,0.08,0.0,27.26,215.36,62.21,0.0,5.39,224.6,29-Sep-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
29-Sep-2019 - 00:00,25.87,31.64,8.12,15.86,7.75,3.31,10.07,1.69,25.46,0.01,0.08,0.04,0.0,27.79,213.0,58.26,0.0,6.8,260.78,30-Sep-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
30-Sep-2019 - 00:00,23.99,32.23,8.22,15.47,7.25,2.97,10.3,1.72,28.99,0.01,0.1,0.04,0.0,26.35,181.64,64.65,0.0,7.29,233.68,01-Oct-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
01-Oct-2019 - 00:00,33.84,38.5,9.01,16.65,7.65,3.23,9.79,1.71,21.94,0.02,0.18,0.07,0.0,26.26,265.62,66.41,0.0,8.0,110.68,02-Oct-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
02-Oct-2019 - 00:00,30.12,33.33,5.76,12.74,6.98,3.66,9.54,1.7,39.37,0.01,0.11,0.04,0.0,28.03,248.48,61.3,0.0,5.9,197.3,03-Oct-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
03-Oct-2019 - 00:00,39.11,47.76,7.81,14.69,6.87,2.88,9.8,1.74,37.82,0.01,0.17,0.07,0.0,28.07,228.99,64.17,0.0,5.62,147.51,04-Oct-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
04-Oct-2019 - 00:00,38.71,53.18,6.85,14.09,7.23,3.19,10.26,1.75,34.98,0.01,0.17,0.07,0.0,27.26,237.76,60.57,0.0,7.59,126.64,05-Oct-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
05-Oct-2019 - 00:00,29.6,40.2,7.89,14.8,6.91,3.12,10.45,1.76,46.5,0.01,0.15,0.05,0.0,27.69,215.25,54.02,0.0,6.35,206.1,06-Oct-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
06-Oct-2019 - 00:00,29.3,37.6,4.91,11.53,6.64,3.71,9.88,1.64,40.41,0.01,0.08,0.03,0.0,27.44,203.98,63.35,0.0,5.74,163.0,07-Oct-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
07-Oct-2019 - 00:00,20.42,25.2,2.58,8.89,6.38,4.45,10.08,1.57,42.0,0.02,0.08,0.03,0.0,27.01,213.25,65.38,0.0,7.87,127.67,08-Oct-2019 - 00:00,"SIDCO Kurichi, Coimbatore - TNPCB"
