from date,NO,NO2,NOx,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,AT,Temp,WD,WS,BP,SR,RF,to date,station
04-Dec-2019 - 00:00,44.35,56.88,66.31,65.94,13.05,2.18,47.67,234.7,387.44,0.88,1.8,15.13,32.83,67.32,0.41,741.26,64.65,0.0,05-Dec-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
05-Dec-2019 - 00:00,29.94,48.46,49.05,63.66,10.92,1.92,39.07,242.25,362.6,0.86,0.54,14.94,32.56,65.64,0.44,741.69,63.09,0.0,06-Dec-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
06-Dec-2019 - 00:00,8.86,46.75,31.9,71.39,14.2,1.78,34.67,197.85,296.01,0.7,0.56,16.84,32.0,62.35,0.65,741.41,60.51,0.0,07-Dec-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
07-Dec-2019 - 00:00,28.09,40.38,43.32,56.95,9.26,1.75,36.62,172.84,280.8,0.65,0.48,17.05,31.73,61.33,0.44,741.3,63.24,0.0,08-Dec-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
08-Dec-2019 - 00:00,36.28,42.06,50.56,48.01,12.25,1.71,39.56,174.28,273.56,0.62,0.83,16.35,31.09,60.4,0.67,741.26,67.04,0.0,09-Dec-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
09-Dec-2019 - 00:00,17.03,41.22,35.44,36.08,12.97,1.74,50.7,174.08,281.43,0.58,0.73,15.33,30.94,58.42,0.56,741.21,62.91,0.0,10-Dec-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
10-Dec-2019 - 00:00,40.05,46.16,55.7,40.43,12.22,2.05,65.01,224.75,344.54,0.72,1.06,14.5,30.57,56.31,0.64,741.0,61.21,0.0,11-Dec-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
11-Dec-2019 - 00:00,28.82,53.77,52.01,49.32,11.28,2.17,45.77,294.18,455.88,0.9,0.57,14.85,30.11,51.85,0.54,741.0,47.76,0.0,12-Dec-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
12-Dec-2019 - 00:00,1.54,38.53,21.58,50.47,8.77,1.85,46.06,260.71,359.23,0.71,0.34,16.33,30.06,46.03,2.73,741.0,25.42,0.24,13-Dec-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
13-Dec-2019 - 00:00,8.41,23.98,18.18,39.13,7.06,1.13,42.54,68.48,82.1,0.27,0.18,15.14,30.25,48.07,3.38,740.91,30.2,0.1,14-Dec-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
14-Dec-2019 - 00:00,2.0,25.59,14.96,35.13,4.66,1.05,26.7,48.79,74.79,0.25,0.25,14.81,30.51,56.23,0.56,741.38,53.95,0.0,15-Dec-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
15-Dec-2019 - 00:00,3.95,27.1,17.06,45.0,8.25,1.13,30.91,76.44,118.59,0.32,0.35,14.11,30.93,57.24,1.3,741.23,56.77,0.0,16-Dec-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
16-Dec-2019 - 00:00,1.11,17.04,9.62,56.0,2.33,1.11,27.43,76.03,114.97,0.3,0.22,10.78,30.81,46.57,2.78,741.32,19.21,0.0,17-Dec-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
17-Dec-2019 - 00:00,4.18,21.53,13.84,62.18,5.26,1.24,24.21,99.85,154.0,0.34,0.28,10.02,30.71,47.3,1.58,741.58,23.59,0.03,18-Dec-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
18-Dec-2019 - 00:00,6.43,28.7,20.03,68.44,4.48,1.4,28.38,147.68,223.83,0.53,0.34,10.1,30.79,56.62,1.31,741.26,55.58,0.0,19-Dec-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
19-Dec-2019 - 00:00,16.05,38.2,33.37,55.13,7.41,1.87,22.96,205.57,312.16,0.74,0.61,8.73,30.5,51.84,0.37,741.15,46.08,0.0,20-Dec-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
20-Dec-2019 - 00:00,11.72,46.09,34.05,59.73,5.12,2.11,22.72,225.02,344.56,0.98,1.2,10.03,30.61,51.26,0.7,741.0,41.67,0.0,21-Dec-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
21-Dec-2019 - 00:00,4.09,34.68,21.64,55.4,4.23,1.71,16.78,205.46,329.72,0.67,0.5,11.85,30.65,50.43,1.25,741.0,36.22,0.0,22-Dec-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
22-Dec-2019 - 00:00,1.73,25.41,14.52,46.26,3.8,1.51,26.58,129.73,188.57,0.53,0.28,9.67,30.68,46.05,2.01,741.11,20.02,0.0,23-Dec-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
23-Dec-2019 - 00:00,5.59,23.79,16.02,44.82,4.21,1.55,24.0,136.25,204.69,0.56,0.29,7.81,30.72,49.46,1.23,741.0,32.78,0.0,24-Dec-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
24-Dec-2019 - 00:00,5.06,32.49,21.38,37.24,4.69,1.56,24.22,184.15,289.07,0.64,0.34,8.97,30.7,53.72,0.64,741.25,49.69,0.0,25-Dec-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
25-Dec-2019 - 00:00,2.17,24.12,14.42,34.22,6.8,1.34,18.1,116.84,193.62,0.4,0.24,6.31,30.62,48.97,2.16,741.0,31.17,0.0,26-Dec-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
26-Dec-2019 - 00:00,1.38,25.42,14.38,44.0,1.87,1.41,27.08,169.25,271.52,0.43,0.24,6.53,30.57,49.81,0.89,741.0,36.62,0.0,27-Dec-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
27-Dec-2019 - 00:00,9.21,27.03,19.93,36.22,0.87,0.79,13.44,207.8,322.5,0.56,0.26,6.73,30.46,51.38,0.49,741.08,44.33,0.0,28-Dec-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
28-Dec-2019 - 00:00,14.09,30.78,27.55,28.14,3.35,1.33,9.72,196.06,320.43,0.72,0.53,4.95,30.19,47.89,0.54,741.09,34.09,0.0,29-Dec-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
29-Dec-2019 - 00:00,3.21,26.8,15.5,23.49,1.3,1.77,29.21,220.92,341.23,0.68,0.29,6.74,30.32,53.26,0.5,741.23,53.28,0.0,30-Dec-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
30-Dec-2019 - 00:00,2.73,27.26,16.36,18.53,1.33,2.21,7.79,182.24,247.85,0.89,0.41,4.43,30.15,43.75,1.19,741.0,18.35,0.0,31-Dec-2019 - 00:00,"New Collectorate, Baghpat - UPPCB"
31-Dec-2019 - 00:00,,18.9,9.1,12.15,2.2,1.86,17.3,147.0,229.0,0.65,0.2,6.9,30.55,43.5,2.55,741.0,8.0,0.0,01-Jan-2020 - 00:00,"New Collectorate, Baghpat - UPPCB"
