from date,PM2.5,PM10,RH,SR,Temp,BP,WD,VWS,WS,RF,CO,Ozone,NO2,NO,NOx,NH3,SO2,Benzene,Toluene,Xylene,to date,station
19-Apr-2019 - 00:00,25.12,64.85,57.35,168.28,26.21,704.0,110.86,-0.01,1.53,0.41,0.59,64.75,25.94,2.59,15.91,13.59,0.54,1.74,5.33,1.73,20-Apr-2019 - 00:00,"Central University, Hyderabad - TSPCB"
20-Apr-2019 - 00:00,19.56,52.99,57.55,161.79,26.24,703.2,129.98,0.0,2.13,0.02,0.51,57.92,20.55,2.73,13.15,14.28,0.46,1.62,6.37,1.06,21-Apr-2019 - 00:00,"Central University, Hyderabad - TSPCB"
21-Apr-2019 - 00:00,19.44,52.52,53.02,171.45,25.91,702.85,146.59,0.0,1.86,0.0,0.47,62.51,18.4,2.69,11.97,12.89,0.35,1.28,3.37,0.64,22-Apr-2019 - 00:00,"Central University, Hyderabad - TSPCB"
22-Apr-2019 - 00:00,24.77,57.31,56.67,182.55,27.13,703.35,116.34,0.0,1.63,0.1,0.61,57.9,28.07,4.19,18.33,13.89,2.25,1.69,4.0,1.03,23-Apr-2019 - 00:00,"Central University, Hyderabad - TSPCB"
23-Apr-2019 - 00:00,25.52,75.35,47.52,195.41,25.79,702.95,129.62,0.0,1.53,0.0,0.73,73.36,39.09,3.53,23.67,10.8,3.55,2.83,7.92,3.7,24-Apr-2019 - 00:00,"Central University, Hyderabad - TSPCB"
24-Apr-2019 - 00:00,22.38,77.49,44.95,204.57,26.07,702.76,118.85,0.0,1.57,0.0,0.6,71.54,32.14,2.79,19.36,10.06,3.72,2.34,6.49,1.66,25-Apr-2019 - 00:00,"Central University, Hyderabad - TSPCB"
25-Apr-2019 - 00:00,28.96,91.55,40.7,188.09,26.07,702.14,121.62,-0.01,1.7,0.0,0.6,82.9,31.53,2.64,18.91,10.12,4.63,2.25,6.58,1.67,26-Apr-2019 - 00:00,"Central University, Hyderabad - TSPCB"
26-Apr-2019 - 00:00,37.66,110.48,40.03,201.01,26.26,701.98,142.29,-0.04,1.54,0.0,0.63,85.41,27.93,2.63,16.99,11.16,5.69,2.02,5.25,1.23,27-Apr-2019 - 00:00,"Central University, Hyderabad - TSPCB"
27-Apr-2019 - 00:00,41.58,129.92,39.48,192.91,26.6,701.57,140.89,-0.06,1.4,0.0,0.67,80.69,35.8,2.95,21.44,11.59,6.57,2.89,9.63,1.96,28-Apr-2019 - 00:00,"Central University, Hyderabad - TSPCB"
28-Apr-2019 - 00:00,37.79,109.3,41.49,150.01,26.49,701.64,160.89,-0.06,1.61,0.0,0.62,70.02,23.16,2.74,14.55,11.42,6.32,2.35,7.72,1.18,29-Apr-2019 - 00:00,"Central University, Hyderabad - TSPCB"
29-Apr-2019 - 00:00,32.27,96.33,43.81,187.35,26.6,701.96,142.8,-0.07,1.49,0.0,0.64,67.64,19.01,2.54,12.19,11.63,4.68,1.72,3.23,0.57,30-Apr-2019 - 00:00,"Central University, Hyderabad - TSPCB"
30-Apr-2019 - 00:00,36.4,102.47,47.18,164.33,26.56,702.77,201.25,-0.07,1.44,0.0,0.51,,19.62,2.74,12.67,11.52,4.38,1.65,2.86,0.51,01-May-2019 - 00:00,"Central University, Hyderabad - TSPCB"
01-May-2019 - 00:00,35.6,107.66,44.58,187.6,26.49,702.43,198.95,-0.1,2.05,0.0,0.52,76.44,20.74,2.58,13.12,10.19,4.36,1.66,2.99,0.52,02-May-2019 - 00:00,"Central University, Hyderabad - TSPCB"
02-May-2019 - 00:00,32.8,134.45,37.81,191.48,26.34,702.07,245.06,-0.1,2.42,0.0,0.48,64.22,18.1,2.7,11.83,8.43,5.69,2.52,4.76,0.41,03-May-2019 - 00:00,"Central University, Hyderabad - TSPCB"
03-May-2019 - 00:00,28.82,143.67,34.36,199.56,26.49,702.3,245.04,-0.1,2.41,0.0,0.38,76.94,13.74,2.62,9.44,6.93,4.73,1.94,1.81,0.1,04-May-2019 - 00:00,"Central University, Hyderabad - TSPCB"
04-May-2019 - 00:00,25.35,109.88,36.31,207.36,26.54,702.77,242.29,-0.1,2.17,0.0,0.41,68.38,14.27,2.55,9.65,6.96,5.02,1.16,2.38,0.15,05-May-2019 - 00:00,"Central University, Hyderabad - TSPCB"
05-May-2019 - 00:00,29.64,115.93,35.57,205.89,26.48,702.7,269.61,-0.1,1.63,0.0,0.55,52.75,30.55,3.88,19.4,7.47,6.39,3.28,4.82,1.19,06-May-2019 - 00:00,"Central University, Hyderabad - TSPCB"
06-May-2019 - 00:00,36.25,125.56,33.8,185.24,26.51,702.33,212.11,-0.1,1.47,0.0,0.88,46.66,50.27,11.85,36.36,9.52,9.58,5.34,13.6,3.54,07-May-2019 - 00:00,"Central University, Hyderabad - TSPCB"
07-May-2019 - 00:00,47.49,151.46,33.34,187.77,26.1,701.94,109.26,-0.1,1.09,0.0,1.32,43.51,80.81,24.4,62.82,10.22,9.98,6.92,18.4,7.96,08-May-2019 - 00:00,"Central University, Hyderabad - TSPCB"
08-May-2019 - 00:00,40.77,147.85,33.72,190.52,26.09,701.71,148.49,-0.1,2.11,0.0,0.83,57.97,49.7,8.13,33.05,10.93,10.27,4.12,12.86,3.95,09-May-2019 - 00:00,"Central University, Hyderabad - TSPCB"
09-May-2019 - 00:00,38.04,126.93,34.74,196.55,26.56,701.85,167.01,-0.1,1.92,0.0,0.83,48.72,50.24,7.28,32.63,12.04,11.45,5.01,13.74,4.44,10-May-2019 - 00:00,"Central University, Hyderabad - TSPCB"
10-May-2019 - 00:00,39.99,130.15,36.15,197.8,26.48,701.75,147.74,-0.1,1.71,0.0,0.89,49.51,54.13,10.32,37.2,12.52,13.38,5.18,15.73,5.67,11-May-2019 - 00:00,"Central University, Hyderabad - TSPCB"
11-May-2019 - 00:00,40.8,125.75,46.09,184.32,26.46,702.5,137.54,-0.09,2.0,0.02,0.64,70.78,28.63,2.96,17.64,14.55,5.27,2.36,7.18,1.05,12-May-2019 - 00:00,"Central University, Hyderabad - TSPCB"
12-May-2019 - 00:00,30.79,79.24,48.55,184.74,26.24,702.5,158.41,0.0,1.36,0.0,0.61,78.05,25.78,3.06,16.2,14.5,3.57,1.72,5.09,0.89,13-May-2019 - 00:00,"Central University, Hyderabad - TSPCB"
13-May-2019 - 00:00,34.31,105.22,41.84,203.23,26.55,702.19,159.53,0.0,1.34,0.0,0.58,80.61,25.73,2.92,16.06,13.16,4.84,2.08,4.22,0.54,14-May-2019 - 00:00,"Central University, Hyderabad - TSPCB"
14-May-2019 - 00:00,33.08,102.43,42.21,181.64,26.54,701.3,140.12,0.0,1.95,0.0,0.63,75.52,29.56,2.71,17.93,11.76,4.33,1.96,5.73,1.43,15-May-2019 - 00:00,"Central University, Hyderabad - TSPCB"
15-May-2019 - 00:00,33.77,102.76,44.09,209.43,26.45,701.59,156.93,0.0,1.64,0.0,0.64,69.42,30.2,2.74,18.3,11.88,4.11,2.44,7.07,1.17,16-May-2019 - 00:00,"Central University, Hyderabad - TSPCB"
16-May-2019 - 00:00,30.02,92.99,40.79,201.26,26.09,701.77,186.91,0.0,1.67,0.0,0.72,57.33,35.75,6.39,24.21,10.35,6.24,2.82,8.84,2.31,17-May-2019 - 00:00,"Central University, Hyderabad - TSPCB"
17-May-2019 - 00:00,36.33,118.68,43.33,195.44,26.16,701.83,138.59,0.0,1.59,0.0,0.57,68.66,23.19,2.86,14.66,10.85,5.07,2.45,9.02,0.89,18-May-2019 - 00:00,"Central University, Hyderabad - TSPCB"
18-May-2019 - 00:00,40.02,140.91,40.27,196.85,26.34,701.98,134.31,0.0,1.35,0.0,0.71,52.08,32.98,4.66,21.34,10.02,8.42,2.61,9.09,1.92,19-May-2019 - 00:00,"Central University, Hyderabad - TSPCB"
19-May-2019 - 00:00,50.01,152.24,36.09,197.64,26.33,701.33,127.48,0.0,1.32,0.0,0.84,57.95,48.95,6.58,31.39,9.58,10.29,4.65,15.65,4.23,20-May-2019 - 00:00,"Central University, Hyderabad - TSPCB"
20-May-2019 - 00:00,42.39,123.08,44.21,177.93,26.48,701.27,142.4,0.0,1.5,0.0,0.64,76.33,21.87,2.71,13.84,12.07,4.64,1.67,4.01,0.61,21-May-2019 - 00:00,"Central University, Hyderabad - TSPCB"
21-May-2019 - 00:00,35.16,106.35,43.93,167.29,27.07,701.15,160.33,0.0,1.52,0.0,0.57,76.28,16.32,2.49,10.7,11.77,4.22,1.37,4.21,0.51,22-May-2019 - 00:00,"Central University, Hyderabad - TSPCB"
22-May-2019 - 00:00,29.07,86.31,43.83,190.07,27.57,701.44,176.0,0.0,1.37,0.0,0.53,78.18,23.74,2.64,14.76,10.31,4.86,1.79,5.69,1.24,23-May-2019 - 00:00,"Central University, Hyderabad - TSPCB"
23-May-2019 - 00:00,36.68,110.16,46.22,155.12,26.34,701.2,168.12,0.0,1.46,0.0,0.57,76.85,18.96,2.79,12.35,9.91,4.85,1.4,4.58,0.23,24-May-2019 - 00:00,"Central University, Hyderabad - TSPCB"
24-May-2019 - 00:00,33.13,92.17,47.27,194.84,27.1,701.6,165.12,0.0,1.17,0.0,0.78,77.66,39.85,5.66,25.8,9.75,4.26,2.74,7.91,2.79,25-May-2019 - 00:00,"Central University, Hyderabad - TSPCB"
25-May-2019 - 00:00,42.43,119.16,42.71,195.66,27.55,701.24,206.62,0.0,1.71,0.02,0.87,51.18,40.45,9.2,28.75,9.87,7.01,3.33,9.53,3.28,26-May-2019 - 00:00,"Central University, Hyderabad - TSPCB"
26-May-2019 - 00:00,42.42,139.77,38.4,201.61,27.64,701.12,193.2,-0.03,1.44,0.0,0.82,51.67,43.83,5.86,28.07,9.5,6.68,4.03,12.07,4.35,27-May-2019 - 00:00,"Central University, Hyderabad - TSPCB"
27-May-2019 - 00:00,34.4,111.02,41.77,197.99,27.66,701.08,232.91,0.0,1.71,0.0,0.57,53.89,27.86,4.71,18.65,9.68,5.3,2.79,6.54,1.44,28-May-2019 - 00:00,"Central University, Hyderabad - TSPCB"
28-May-2019 - 00:00,34.02,125.02,38.35,199.08,27.81,700.55,157.56,0.0,1.55,0.0,0.7,57.87,36.55,5.13,23.61,8.77,5.69,2.42,5.64,2.52,29-May-2019 - 00:00,"Central University, Hyderabad - TSPCB"
29-May-2019 - 00:00,44.27,142.22,41.73,184.55,27.34,700.97,133.78,0.0,1.21,0.0,0.79,76.46,41.91,3.63,25.24,10.45,7.28,4.52,15.7,3.89,30-May-2019 - 00:00,"Central University, Hyderabad - TSPCB"
30-May-2019 - 00:00,36.54,117.19,51.96,174.32,27.45,701.63,139.62,0.0,2.06,0.02,0.62,77.09,19.49,2.7,12.57,12.16,3.01,1.58,4.22,0.6,31-May-2019 - 00:00,"Central University, Hyderabad - TSPCB"
31-May-2019 - 00:00,30.74,100.8,46.24,175.06,27.69,701.16,161.07,0.0,1.54,0.0,0.75,65.17,18.04,2.5,11.4,11.1,3.32,1.35,4.67,0.28,01-Jun-2019 - 00:00,"Central University, Hyderabad - TSPCB"
01-Jun-2019 - 00:00,27.7,84.83,50.95,82.85,26.92,701.11,189.58,0.0,1.06,0.0,0.54,62.06,20.8,3.18,13.65,9.64,2.56,1.47,3.64,0.39,02-Jun-2019 - 00:00,"Central University, Hyderabad - TSPCB"
02-Jun-2019 - 00:00,33.05,114.76,44.33,183.0,26.45,701.48,174.17,0.0,1.26,0.0,0.64,66.06,22.12,2.9,14.13,8.28,4.42,1.41,3.51,0.37,03-Jun-2019 - 00:00,"Central University, Hyderabad - TSPCB"
03-Jun-2019 - 00:00,21.45,60.19,60.85,178.82,26.75,703.34,205.71,0.0,2.74,0.53,0.5,51.38,12.59,2.79,8.96,8.99,2.77,0.75,1.53,0.11,04-Jun-2019 - 00:00,"Central University, Hyderabad - TSPCB"
04-Jun-2019 - 00:00,19.7,51.32,60.97,193.26,26.26,702.97,227.93,0.0,1.1,0.0,0.43,58.69,22.45,3.59,14.86,10.56,1.38,1.18,3.82,0.64,05-Jun-2019 - 00:00,"Central University, Hyderabad - TSPCB"
05-Jun-2019 - 00:00,27.46,85.65,52.53,168.92,26.58,701.54,209.74,0.0,1.07,0.0,0.51,58.25,26.84,3.55,17.17,12.04,1.75,1.42,2.95,0.41,06-Jun-2019 - 00:00,"Central University, Hyderabad - TSPCB"
06-Jun-2019 - 00:00,31.03,94.9,50.73,175.73,26.71,701.95,200.41,0.0,2.27,0.02,0.47,63.99,22.3,2.98,14.29,11.05,2.27,1.46,3.43,0.55,07-Jun-2019 - 00:00,"Central University, Hyderabad - TSPCB"
07-Jun-2019 - 00:00,24.28,65.88,50.76,185.01,26.65,701.98,184.75,0.0,1.4,0.0,0.45,72.0,23.12,3.09,14.8,8.9,2.68,1.26,2.49,0.22,08-Jun-2019 - 00:00,"Central University, Hyderabad - TSPCB"
08-Jun-2019 - 00:00,25.79,64.0,66.27,91.2,26.93,703.24,159.49,0.0,1.44,0.45,0.55,68.38,21.16,2.95,13.65,11.39,2.02,2.03,8.65,1.0,09-Jun-2019 - 00:00,"Central University, Hyderabad - TSPCB"
09-Jun-2019 - 00:00,23.5,55.31,56.24,185.61,26.96,702.1,226.88,0.0,0.95,0.0,0.51,66.41,20.73,3.27,13.68,11.09,1.93,1.61,3.34,0.51,10-Jun-2019 - 00:00,"Central University, Hyderabad - TSPCB"
10-Jun-2019 - 00:00,17.15,43.15,53.26,190.21,26.82,701.9,210.83,0.0,1.96,0.0,0.43,71.87,13.94,2.93,9.79,11.92,1.84,0.87,1.43,0.24,11-Jun-2019 - 00:00,"Central University, Hyderabad - TSPCB"
11-Jun-2019 - 00:00,7.43,36.81,51.59,204.4,26.9,701.4,197.18,0.0,2.07,0.0,0.38,47.06,14.47,3.2,10.29,8.87,2.8,0.66,1.06,0.25,12-Jun-2019 - 00:00,"Central University, Hyderabad - TSPCB"
12-Jun-2019 - 00:00,6.31,27.25,52.95,198.52,26.93,701.85,203.9,0.0,2.96,0.0,0.39,44.86,9.06,2.88,7.16,7.36,2.15,0.36,0.45,0.02,13-Jun-2019 - 00:00,"Central University, Hyderabad - TSPCB"
13-Jun-2019 - 00:00,5.41,23.84,57.7,165.51,27.02,702.48,225.79,0.0,2.82,0.0,0.36,34.75,9.67,2.85,7.38,6.97,1.93,0.28,0.49,0.01,14-Jun-2019 - 00:00,"Central University, Hyderabad - TSPCB"
14-Jun-2019 - 00:00,10.88,39.06,56.25,194.39,27.63,703.36,219.9,0.0,2.97,0.0,0.34,36.22,8.46,2.6,6.57,6.15,1.71,0.33,0.7,0.05,15-Jun-2019 - 00:00,"Central University, Hyderabad - TSPCB"
15-Jun-2019 - 00:00,15.15,55.02,51.4,200.34,27.17,701.98,237.42,0.0,3.29,0.0,0.31,34.81,8.7,2.82,6.83,5.86,2.0,0.33,0.42,0.02,16-Jun-2019 - 00:00,"Central University, Hyderabad - TSPCB"
16-Jun-2019 - 00:00,15.23,55.65,49.71,182.07,26.85,701.55,239.43,0.0,3.03,0.0,0.32,32.7,5.65,2.85,5.23,5.36,2.25,0.19,0.22,0.01,17-Jun-2019 - 00:00,"Central University, Hyderabad - TSPCB"
17-Jun-2019 - 00:00,14.0,63.21,49.43,142.58,27.49,701.44,232.95,0.0,2.91,0.0,0.34,31.73,5.94,2.96,5.51,5.4,2.68,0.44,0.92,0.14,18-Jun-2019 - 00:00,"Central University, Hyderabad - TSPCB"
18-Jun-2019 - 00:00,13.83,58.48,48.25,191.88,26.56,701.45,224.48,0.0,2.64,0.0,0.32,33.45,9.24,3.05,7.32,4.6,2.05,0.41,0.5,0.0,19-Jun-2019 - 00:00,"Central University, Hyderabad - TSPCB"
19-Jun-2019 - 00:00,13.17,63.83,49.14,225.89,28.06,701.12,234.31,0.0,2.96,0.0,0.44,38.15,8.31,2.85,6.38,5.6,1.69,0.45,0.87,0.05,20-Jun-2019 - 00:00,"Central University, Hyderabad - TSPCB"
20-Jun-2019 - 00:00,9.89,51.58,56.96,161.02,26.87,702.27,223.34,0.0,2.84,0.0,0.42,38.05,8.61,2.71,6.71,5.31,2.51,0.62,1.62,0.12,21-Jun-2019 - 00:00,"Central University, Hyderabad - TSPCB"
21-Jun-2019 - 00:00,17.55,62.01,66.64,156.5,26.82,703.88,182.33,0.0,1.95,0.54,0.39,41.06,15.39,2.94,10.42,5.85,1.7,1.25,3.24,0.58,22-Jun-2019 - 00:00,"Central University, Hyderabad - TSPCB"
22-Jun-2019 - 00:00,13.7,36.22,72.2,106.65,26.88,703.15,262.61,0.0,1.73,0.0,0.37,45.27,12.54,3.01,9.0,6.75,1.59,1.22,3.34,0.56,23-Jun-2019 - 00:00,"Central University, Hyderabad - TSPCB"
23-Jun-2019 - 00:00,15.66,45.07,74.06,108.17,26.66,703.33,194.83,0.0,1.02,0.02,0.41,30.6,18.66,2.8,12.14,7.89,1.6,1.78,4.3,0.7,24-Jun-2019 - 00:00,"Central University, Hyderabad - TSPCB"
24-Jun-2019 - 00:00,12.83,37.14,69.21,147.04,26.51,702.93,213.84,0.0,0.86,0.0,0.33,40.9,15.16,2.66,10.13,10.43,1.91,1.28,4.47,1.06,25-Jun-2019 - 00:00,"Central University, Hyderabad - TSPCB"
25-Jun-2019 - 00:00,15.84,48.52,73.04,151.41,27.24,703.31,186.61,0.0,0.82,0.02,0.55,30.8,24.95,2.91,15.26,43.77,1.81,2.55,8.91,3.17,26-Jun-2019 - 00:00,"Central University, Hyderabad - TSPCB"
26-Jun-2019 - 00:00,8.58,31.91,62.74,176.02,26.7,702.14,232.45,0.0,2.03,0.0,0.31,30.63,11.45,2.93,8.38,23.08,2.18,0.61,1.56,0.23,27-Jun-2019 - 00:00,"Central University, Hyderabad - TSPCB"
27-Jun-2019 - 00:00,4.59,22.12,62.48,162.99,27.52,702.65,239.92,0.0,2.68,0.0,0.32,29.9,9.21,2.88,7.16,14.7,2.07,0.42,0.78,0.12,28-Jun-2019 - 00:00,"Central University, Hyderabad - TSPCB"
28-Jun-2019 - 00:00,7.4,20.85,66.31,126.39,27.62,702.54,237.14,0.0,3.35,0.15,0.44,27.51,8.66,2.84,6.55,10.53,1.6,0.37,0.56,0.08,29-Jun-2019 - 00:00,"Central University, Hyderabad - TSPCB"
29-Jun-2019 - 00:00,6.1,18.38,73.78,119.02,27.18,703.7,245.49,0.0,3.26,0.06,0.41,26.22,10.57,2.88,7.9,8.13,1.98,0.41,0.94,0.12,30-Jun-2019 - 00:00,"Central University, Hyderabad - TSPCB"
30-Jun-2019 - 00:00,8.34,24.17,74.54,78.79,26.77,704.4,260.69,0.0,2.77,0.0,0.4,32.47,8.92,2.89,7.01,7.16,1.49,0.48,1.21,0.07,01-Jul-2019 - 00:00,"Central University, Hyderabad - TSPCB"
01-Jul-2019 - 00:00,9.52,29.95,73.86,73.78,26.64,704.09,253.97,0.0,2.67,0.03,0.4,25.54,9.12,2.65,5.7,6.12,1.59,0.43,0.69,0.08,02-Jul-2019 - 00:00,"Central University, Hyderabad - TSPCB"
02-Jul-2019 - 00:00,9.31,24.46,74.38,88.79,27.04,703.62,253.51,0.0,2.73,0.02,0.39,22.31,9.47,0.55,4.87,8.05,2.15,0.36,0.56,0.06,03-Jul-2019 - 00:00,"Central University, Hyderabad - TSPCB"
03-Jul-2019 - 00:00,11.91,38.08,68.64,116.71,27.32,702.93,248.29,0.0,3.31,0.02,0.33,25.71,8.48,0.45,4.48,7.97,1.38,0.41,0.66,0.09,04-Jul-2019 - 00:00,"Central University, Hyderabad - TSPCB"
04-Jul-2019 - 00:00,9.33,35.25,70.2,105.14,27.22,703.23,237.26,0.0,3.09,0.04,0.35,25.06,7.15,0.42,3.75,8.47,1.86,0.36,0.6,0.09,05-Jul-2019 - 00:00,"Central University, Hyderabad - TSPCB"
05-Jul-2019 - 00:00,8.69,31.7,72.81,87.51,27.36,703.34,241.31,0.0,3.39,0.02,0.33,22.32,7.36,0.42,3.88,8.27,1.68,0.31,0.55,0.06,06-Jul-2019 - 00:00,"Central University, Hyderabad - TSPCB"
06-Jul-2019 - 00:00,10.18,41.51,67.38,75.88,27.12,702.79,247.86,0.0,3.59,0.02,0.32,25.58,6.22,0.46,3.35,7.39,2.07,0.26,0.28,0.0,07-Jul-2019 - 00:00,"Central University, Hyderabad - TSPCB"
07-Jul-2019 - 00:00,9.64,40.36,66.03,124.4,27.22,702.65,243.42,0.0,3.89,0.0,0.35,26.07,5.74,0.44,3.03,6.85,1.64,0.14,0.24,0.0,08-Jul-2019 - 00:00,"Central University, Hyderabad - TSPCB"
08-Jul-2019 - 00:00,11.12,42.84,67.03,115.27,27.26,702.96,245.35,0.0,3.21,0.02,0.38,24.5,7.02,0.38,3.75,6.58,1.59,0.33,0.51,0.06,09-Jul-2019 - 00:00,"Central University, Hyderabad - TSPCB"
09-Jul-2019 - 00:00,9.26,33.6,67.18,118.75,28.06,702.61,236.38,0.0,2.86,0.02,0.36,23.5,6.93,0.43,3.7,6.48,1.45,0.31,0.48,0.02,10-Jul-2019 - 00:00,"Central University, Hyderabad - TSPCB"
10-Jul-2019 - 00:00,6.85,29.44,67.35,138.14,27.05,702.76,240.42,0.0,3.15,0.04,0.33,23.44,7.25,0.4,3.8,5.79,1.95,0.2,0.38,0.04,11-Jul-2019 - 00:00,"Central University, Hyderabad - TSPCB"
11-Jul-2019 - 00:00,7.11,39.84,72.09,153.18,27.26,703.92,256.29,0.0,2.97,0.02,0.39,21.97,8.8,0.45,4.62,5.9,2.07,0.56,1.16,0.19,12-Jul-2019 - 00:00,"Central University, Hyderabad - TSPCB"
12-Jul-2019 - 00:00,6.38,31.74,73.11,143.01,27.31,703.33,235.44,0.0,1.79,0.0,0.37,20.77,10.16,0.42,5.35,6.23,1.37,0.36,0.67,0.1,13-Jul-2019 - 00:00,"Central University, Hyderabad - TSPCB"
13-Jul-2019 - 00:00,3.66,29.15,70.14,153.03,27.57,703.19,244.34,0.0,2.14,0.0,0.34,20.04,9.19,0.43,4.9,5.92,2.58,0.03,0.1,0.0,14-Jul-2019 - 00:00,"Central University, Hyderabad - TSPCB"
14-Jul-2019 - 00:00,9.84,43.38,66.36,164.18,27.55,702.52,224.2,0.0,1.98,0.01,0.44,19.0,13.81,0.42,7.35,6.07,1.83,0.66,2.92,0.35,15-Jul-2019 - 00:00,"Central University, Hyderabad - TSPCB"
15-Jul-2019 - 00:00,7.22,32.67,66.22,150.75,27.84,702.41,224.46,0.0,2.06,0.0,0.35,23.59,10.19,0.37,5.29,5.64,1.8,0.55,2.28,0.23,16-Jul-2019 - 00:00,"Central University, Hyderabad - TSPCB"
16-Jul-2019 - 00:00,13.95,58.16,68.41,139.19,27.88,702.86,222.6,0.0,1.86,0.02,0.51,19.16,14.78,16.27,18.9,6.91,2.34,1.54,4.38,1.77,17-Jul-2019 - 00:00,"Central University, Hyderabad - TSPCB"
17-Jul-2019 - 00:00,12.45,51.15,67.22,185.51,27.03,702.65,236.77,0.0,1.96,0.02,0.38,26.57,14.45,13.05,17.99,8.43,1.78,0.76,2.38,0.24,18-Jul-2019 - 00:00,"Central University, Hyderabad - TSPCB"
18-Jul-2019 - 00:00,17.85,67.52,63.12,174.73,27.36,702.51,244.58,0.0,1.86,0.0,0.49,29.39,19.64,4.31,13.95,8.54,2.36,1.32,3.73,0.85,19-Jul-2019 - 00:00,"Central University, Hyderabad - TSPCB"
19-Jul-2019 - 00:00,19.32,51.07,70.74,116.53,27.16,702.96,224.64,0.0,1.18,0.02,0.49,33.76,21.26,3.97,14.53,10.43,1.64,2.07,9.74,1.5,20-Jul-2019 - 00:00,"Central University, Hyderabad - TSPCB"
20-Jul-2019 - 00:00,9.66,25.94,77.4,108.17,27.04,703.25,208.58,0.0,1.25,0.17,0.43,35.01,14.05,3.93,10.67,8.61,2.07,1.23,3.03,0.44,21-Jul-2019 - 00:00,"Central University, Hyderabad - TSPCB"
21-Jul-2019 - 00:00,7.19,27.61,70.55,162.57,26.98,702.55,187.11,0.0,1.57,0.0,0.44,25.79,14.17,3.64,10.51,11.74,1.75,0.53,1.77,0.14,22-Jul-2019 - 00:00,"Central University, Hyderabad - TSPCB"
22-Jul-2019 - 00:00,3.75,26.23,66.47,193.23,27.33,702.13,187.09,0.0,1.72,0.0,0.37,26.91,14.89,3.98,11.16,11.02,1.61,0.57,1.97,0.2,23-Jul-2019 - 00:00,"Central University, Hyderabad - TSPCB"
23-Jul-2019 - 00:00,1.84,25.78,67.01,153.76,27.54,702.79,208.62,0.0,1.81,0.0,0.34,26.5,12.07,3.74,9.46,9.43,1.83,0.4,0.79,0.05,24-Jul-2019 - 00:00,"Central University, Hyderabad - TSPCB"
24-Jul-2019 - 00:00,5.55,35.59,66.53,138.43,27.56,702.75,230.03,0.0,2.42,0.0,0.36,24.05,13.45,3.82,10.27,9.17,1.61,0.47,0.8,0.06,25-Jul-2019 - 00:00,"Central University, Hyderabad - TSPCB"
25-Jul-2019 - 00:00,4.78,26.24,71.48,120.42,26.71,703.19,248.24,0.0,2.37,0.33,0.46,20.46,14.93,4.66,11.74,9.61,1.76,0.58,1.9,0.39,26-Jul-2019 - 00:00,"Central University, Hyderabad - TSPCB"
26-Jul-2019 - 00:00,7.7,28.03,74.36,86.6,26.87,704.02,247.47,0.0,2.74,0.06,0.35,17.3,12.12,4.31,9.95,9.79,1.63,0.41,0.72,0.11,27-Jul-2019 - 00:00,"Central University, Hyderabad - TSPCB"
27-Jul-2019 - 00:00,8.5,29.34,75.22,71.02,26.79,704.39,253.44,0.0,3.54,0.02,0.42,20.54,12.31,3.97,9.29,8.59,1.94,0.23,0.26,0.0,28-Jul-2019 - 00:00,"Central University, Hyderabad - TSPCB"
28-Jul-2019 - 00:00,9.48,33.78,80.51,49.48,26.18,705.16,254.18,0.0,2.76,0.06,0.42,17.4,11.98,4.04,9.49,8.55,2.11,0.28,0.28,0.0,29-Jul-2019 - 00:00,"Central University, Hyderabad - TSPCB"
29-Jul-2019 - 00:00,6.79,25.95,81.65,44.46,26.67,705.3,250.31,0.0,3.09,0.15,0.42,16.1,12.32,4.07,9.86,8.29,2.47,0.32,0.41,0.02,30-Jul-2019 - 00:00,"Central University, Hyderabad - TSPCB"
30-Jul-2019 - 00:00,2.59,15.17,80.74,76.26,26.87,704.9,246.94,0.0,2.99,0.05,0.4,18.18,11.16,3.94,9.14,7.78,1.87,0.3,0.46,0.02,31-Jul-2019 - 00:00,"Central University, Hyderabad - TSPCB"
31-Jul-2019 - 00:00,4.81,19.54,77.88,104.38,26.13,704.51,251.38,0.0,2.05,0.02,0.37,15.75,12.13,4.21,9.87,7.89,1.48,0.49,1.27,0.21,01-Aug-2019 - 00:00,"Central University, Hyderabad - TSPCB"
01-Aug-2019 - 00:00,3.78,18.65,79.1,93.92,26.18,704.59,244.17,0.0,2.88,0.0,0.35,15.01,11.68,4.35,9.74,7.78,1.79,0.3,0.46,0.03,02-Aug-2019 - 00:00,"Central University, Hyderabad - TSPCB"
02-Aug-2019 - 00:00,0.7,10.74,86.92,25.8,26.32,706.0,237.41,0.0,2.91,0.08,0.36,12.99,11.32,4.42,9.41,7.75,1.41,0.24,0.39,0.01,03-Aug-2019 - 00:00,"Central University, Hyderabad - TSPCB"
03-Aug-2019 - 00:00,1.16,9.13,84.53,56.96,26.64,705.96,245.54,0.0,2.95,0.19,0.17,5.85,8.9,3.68,7.37,7.69,1.88,0.19,0.26,0.0,04-Aug-2019 - 00:00,"Central University, Hyderabad - TSPCB"
04-Aug-2019 - 00:00,1.04,9.29,80.96,97.88,26.52,705.08,249.26,0.0,3.15,0.06,0.0,,8.76,3.81,7.77,7.21,2.49,0.11,0.13,0.0,05-Aug-2019 - 00:00,"Central University, Hyderabad - TSPCB"
