from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene,RH,SR,WS,WD,to date,station
03-Dec-2019 - 00:00,100.37,323.16,5.41,63.33,46.64,36.04,18.46,1.99,9.42,12.11,1.04,9.45,21.84,22.39,48.8,378.05,3.02,266.08,04-Dec-2019 - 00:00,"Nathu Colony, Ballabgarh - HSPCB"
04-Dec-2019 - 00:00,123.91,330.75,9.98,93.29,77.75,64.36,12.51,1.87,9.26,12.72,1.23,11.69,26.61,27.91,50.92,290.44,3.11,152.3,05-Dec-2019 - 00:00,"Nathu Colony, Ballabgarh - HSPCB"
05-Dec-2019 - 00:00,261.12,489.35,14.28,140.03,140.33,171.47,14.53,2.72,16.33,19.13,7.5,26.75,51.41,52.36,59.39,276.18,2.6,151.43,06-Dec-2019 - 00:00,"Nathu Colony, Ballabgarh - HSPCB"
06-Dec-2019 - 00:00,203.1,450.76,6.8,72.35,76.53,51.21,10.01,1.98,12.76,4.47,1.96,11.93,23.49,20.72,60.58,308.39,2.48,167.82,07-Dec-2019 - 00:00,"Nathu Colony, Ballabgarh - HSPCB"
07-Dec-2019 - 00:00,151.75,465.41,67.83,38.05,72.67,53.46,8.35,1.93,11.99,2.47,1.42,10.81,21.75,18.45,49.82,315.24,3.38,151.01,08-Dec-2019 - 00:00,"Nathu Colony, Ballabgarh - HSPCB"
08-Dec-2019 - 00:00,152.88,515.23,243.47,104.26,229.32,194.01,7.25,2.92,10.87,5.36,2.53,24.51,41.19,34.72,63.33,281.64,6.89,159.38,09-Dec-2019 - 00:00,"Nathu Colony, Ballabgarh - HSPCB"
09-Dec-2019 - 00:00,158.16,473.22,185.0,57.14,152.63,127.43,8.47,2.45,10.68,3.61,2.28,15.26,32.55,29.98,59.6,266.53,6.4,169.0,10-Dec-2019 - 00:00,"Nathu Colony, Ballabgarh - HSPCB"
10-Dec-2019 - 00:00,179.93,422.42,162.48,56.68,140.4,116.75,8.67,2.74,10.24,4.34,2.48,16.37,35.48,33.68,61.37,292.31,3.35,196.87,11-Dec-2019 - 00:00,"Nathu Colony, Ballabgarh - HSPCB"
11-Dec-2019 - 00:00,185.93,457.26,175.83,70.87,161.28,134.7,2.74,2.8,10.72,4.38,2.43,19.6,42.24,34.88,67.32,238.99,2.52,139.34,12-Dec-2019 - 00:00,"Nathu Colony, Ballabgarh - HSPCB"
12-Dec-2019 - 00:00,125.51,292.09,72.65,9.31,47.04,36.22,2.24,1.22,16.94,0.92,0.36,3.22,7.84,4.38,69.95,92.91,3.45,96.2,13-Dec-2019 - 00:00,"Nathu Colony, Ballabgarh - HSPCB"
13-Dec-2019 - 00:00,78.74,150.16,59.71,8.75,39.76,29.76,4.11,0.9,8.02,0.72,0.37,2.44,5.47,3.15,85.91,122.58,8.65,168.39,14-Dec-2019 - 00:00,"Nathu Colony, Ballabgarh - HSPCB"
14-Dec-2019 - 00:00,67.37,173.0,56.36,12.23,41.45,31.46,3.92,1.12,5.91,1.25,0.74,6.35,12.16,9.09,80.75,293.88,6.24,148.27,15-Dec-2019 - 00:00,"Nathu Colony, Ballabgarh - HSPCB"
15-Dec-2019 - 00:00,118.45,264.69,68.21,14.65,49.99,38.78,5.63,1.21,5.54,1.01,0.63,4.83,11.16,7.78,80.93,280.13,9.3,275.83,16-Dec-2019 - 00:00,"Nathu Colony, Ballabgarh - HSPCB"
16-Dec-2019 - 00:00,93.73,218.83,69.15,11.55,47.45,36.46,2.94,1.21,3.82,2.66,7.72,3.07,6.18,3.54,87.03,70.0,13.82,302.46,17-Dec-2019 - 00:00,"Nathu Colony, Ballabgarh - HSPCB"
17-Dec-2019 - 00:00,89.37,204.08,65.23,12.36,46.18,35.49,3.39,1.2,4.31,5.95,19.93,3.32,7.73,5.14,81.24,112.69,10.35,292.92,18-Dec-2019 - 00:00,"Nathu Colony, Ballabgarh - HSPCB"
18-Dec-2019 - 00:00,120.96,280.71,69.27,12.21,48.15,37.33,4.58,1.51,7.32,7.92,25.84,4.55,10.72,8.74,78.65,283.74,6.02,219.96,19-Dec-2019 - 00:00,"Nathu Colony, Ballabgarh - HSPCB"
19-Dec-2019 - 00:00,138.42,351.13,67.93,13.53,48.74,37.86,1.94,2.05,2.44,11.96,31.61,5.28,12.05,10.56,97.33,94.82,6.0,125.32,20-Dec-2019 - 00:00,"Nathu Colony, Ballabgarh - HSPCB"
20-Dec-2019 - 00:00,230.58,563.89,96.13,24.22,73.96,59.81,4.04,3.11,3.01,8.96,28.6,10.7,23.38,25.92,94.67,143.92,4.53,179.02,21-Dec-2019 - 00:00,"Nathu Colony, Ballabgarh - HSPCB"
21-Dec-2019 - 00:00,219.82,509.7,99.77,25.28,76.89,61.32,5.55,3.51,2.31,0.34,1.25,9.37,20.5,20.95,85.5,188.07,1.71,264.64,22-Dec-2019 - 00:00,"Nathu Colony, Ballabgarh - HSPCB"
22-Dec-2019 - 00:00,108.4,260.96,63.68,9.75,42.82,32.33,1.56,2.82,4.28,0.12,0.28,3.44,7.66,4.53,88.09,272.98,1.95,293.15,23-Dec-2019 - 00:00,"Nathu Colony, Ballabgarh - HSPCB"
23-Dec-2019 - 00:00,132.24,286.69,68.09,10.8,46.16,32.39,2.63,1.12,6.48,0.19,0.57,4.9,10.38,8.32,83.34,262.79,1.83,235.85,24-Dec-2019 - 00:00,"Nathu Colony, Ballabgarh - HSPCB"
24-Dec-2019 - 00:00,248.46,393.15,59.73,10.66,41.65,30.72,1.61,1.12,4.04,0.18,0.64,4.47,9.6,7.53,86.06,243.21,1.96,131.64,25-Dec-2019 - 00:00,"Nathu Colony, Ballabgarh - HSPCB"
25-Dec-2019 - 00:00,200.99,318.08,58.0,10.85,40.93,28.4,2.08,1.27,4.0,0.16,0.59,4.36,10.0,8.02,85.86,298.68,3.94,289.54,26-Dec-2019 - 00:00,"Nathu Colony, Ballabgarh - HSPCB"
26-Dec-2019 - 00:00,184.57,370.55,58.93,9.73,40.31,29.8,2.7,1.31,4.39,0.14,0.38,3.82,8.61,6.71,80.59,231.03,5.43,242.26,27-Dec-2019 - 00:00,"Nathu Colony, Ballabgarh - HSPCB"
27-Dec-2019 - 00:00,189.66,416.04,65.63,13.98,47.97,38.7,2.38,1.66,4.02,0.24,0.61,5.83,12.69,10.35,82.54,208.0,11.03,148.37,28-Dec-2019 - 00:00,"Nathu Colony, Ballabgarh - HSPCB"
28-Dec-2019 - 00:00,229.39,475.86,75.15,16.35,55.27,47.04,4.74,1.66,2.77,0.24,0.93,5.84,12.9,14.19,86.44,185.21,11.85,172.8,29-Dec-2019 - 00:00,"Nathu Colony, Ballabgarh - HSPCB"
29-Dec-2019 - 00:00,221.49,472.14,58.47,9.68,40.03,28.86,2.43,1.87,5.67,0.22,0.52,4.63,9.03,6.87,81.0,244.65,11.04,121.78,30-Dec-2019 - 00:00,"Nathu Colony, Ballabgarh - HSPCB"
30-Dec-2019 - 00:00,230.06,472.98,63.23,18.3,50.96,41.04,2.26,2.35,1.69,0.33,0.92,6.06,12.27,9.59,99.12,42.0,10.8,137.5,31-Dec-2019 - 00:00,"Nathu Colony, Ballabgarh - HSPCB"
31-Dec-2019 - 00:00,107.71,230.78,23.0,6.3,18.19,21.87,1.29,1.15,4.28,0.07,0.06,0.5,1.19,0.61,97.96,,9.22,92.28,01-Jan-2020 - 00:00,"Nathu Colony, Ballabgarh - HSPCB"
