from date,Temp,RH,SR,BP,WS,WD,NO,NO2,NOx,SO2,CO,Ozone,PM2.5,Benzene,Toluene,O Xylene,MP-Xylene,Eth-Benzene,VWS,to date,station
17-Aug-2019 - 00:00,26.99,63.06,62.0,973.72,1.35,191.46,1.59,4.57,2.6,8.14,0.71,,18.12,3.1,0.62,0.96,0.63,0.49,0.13,18-Aug-2019 - 00:00,"MD University, Rohtak - HSPCB"
18-Aug-2019 - 00:00,26.91,63.58,14.02,975.2,1.8,54.76,1.75,4.49,2.67,7.77,0.69,,16.8,0.65,0.16,0.34,0.27,0.25,-0.41,19-Aug-2019 - 00:00,"MD University, Rohtak - HSPCB"
19-Aug-2019 - 00:00,33.32,58.74,268.62,979.27,0.83,113.51,2.37,5.1,3.44,7.95,0.67,,32.36,2.98,1.03,1.75,1.5,1.38,-0.01,20-Aug-2019 - 00:00,"MD University, Rohtak - HSPCB"
20-Aug-2019 - 00:00,25.27,58.93,379.87,972.37,0.45,92.12,1.16,2.85,0.57,10.66,0.61,,28.96,1.94,0.47,0.83,0.63,0.55,-0.15,21-Aug-2019 - 00:00,"MD University, Rohtak - HSPCB"
21-Aug-2019 - 00:00,27.24,57.21,651.62,970.65,0.26,73.52,1.26,4.49,1.28,7.42,0.66,,38.86,3.6,0.32,1.53,1.1,0.91,0.25,22-Aug-2019 - 00:00,"MD University, Rohtak - HSPCB"
22-Aug-2019 - 00:00,32.84,56.48,228.85,970.74,0.19,116.73,1.55,4.22,2.51,15.54,0.71,,26.98,3.41,0.38,1.47,1.07,0.9,0.17,23-Aug-2019 - 00:00,"MD University, Rohtak - HSPCB"
23-Aug-2019 - 00:00,30.96,57.82,227.01,971.19,0.28,79.68,1.57,4.66,2.75,8.9,0.7,,40.46,3.75,0.4,1.64,1.2,1.01,0.25,24-Aug-2019 - 00:00,"MD University, Rohtak - HSPCB"
24-Aug-2019 - 00:00,26.55,59.52,107.34,971.26,0.28,138.08,1.87,4.28,2.84,10.04,0.84,20.26,46.01,3.42,0.41,1.51,1.11,0.94,0.18,25-Aug-2019 - 00:00,"MD University, Rohtak - HSPCB"
25-Aug-2019 - 00:00,20.61,61.88,230.08,972.08,0.31,178.32,1.62,4.38,2.58,12.26,0.66,22.52,37.57,3.19,0.47,1.48,1.12,0.97,0.12,26-Aug-2019 - 00:00,"MD University, Rohtak - HSPCB"
26-Aug-2019 - 00:00,,,,,,,1.53,4.85,2.71,9.51,0.71,23.43,26.53,0.0,0.0,0.0,0.0,0.0,-0.54,27-Aug-2019 - 00:00,"MD University, Rohtak - HSPCB"
27-Aug-2019 - 00:00,,,,,,,2.08,5.08,3.24,11.27,0.63,24.21,33.68,0.0,0.0,0.0,0.0,0.0,-0.53,28-Aug-2019 - 00:00,"MD University, Rohtak - HSPCB"
28-Aug-2019 - 00:00,,,,,,,1.77,4.86,2.29,6.9,0.52,17.67,30.6,0.0,0.0,0.0,0.0,0.0,-0.42,29-Aug-2019 - 00:00,"MD University, Rohtak - HSPCB"
29-Aug-2019 - 00:00,31.05,47.96,303.06,970.05,0.4,144.98,1.69,4.89,2.83,8.33,0.68,14.59,33.32,1.66,0.23,0.62,0.44,0.35,-0.18,30-Aug-2019 - 00:00,"MD University, Rohtak - HSPCB"
30-Aug-2019 - 00:00,29.57,59.61,294.76,970.65,0.22,137.79,1.69,5.14,3.04,8.61,0.69,14.63,36.57,3.68,0.45,1.57,1.13,0.94,0.25,31-Aug-2019 - 00:00,"MD University, Rohtak - HSPCB"
31-Aug-2019 - 00:00,30.76,60.48,312.16,968.33,0.27,118.62,1.88,5.27,3.24,9.24,0.67,14.8,55.33,3.29,0.1,1.18,0.74,0.55,0.26,01-Sep-2019 - 00:00,"MD University, Rohtak - HSPCB"
01-Sep-2019 - 00:00,28.21,62.1,184.27,970.54,0.37,175.9,1.49,4.72,2.61,7.5,0.69,12.86,27.13,3.66,0.32,1.55,1.11,0.92,0.28,02-Sep-2019 - 00:00,"MD University, Rohtak - HSPCB"
02-Sep-2019 - 00:00,31.86,60.41,372.85,970.78,0.2,172.43,1.48,4.01,2.22,9.83,0.67,15.34,35.75,3.7,0.4,1.59,1.15,0.96,0.26,03-Sep-2019 - 00:00,"MD University, Rohtak - HSPCB"
03-Sep-2019 - 00:00,32.58,61.06,203.87,969.77,0.2,97.27,1.41,3.45,1.97,8.14,0.71,13.35,47.04,3.53,0.28,1.42,0.98,0.79,0.25,04-Sep-2019 - 00:00,"MD University, Rohtak - HSPCB"
04-Sep-2019 - 00:00,32.84,61.62,229.74,969.22,0.22,176.31,2.24,4.33,3.05,25.06,0.71,16.2,56.6,3.44,0.2,1.33,0.89,0.7,0.25,05-Sep-2019 - 00:00,"MD University, Rohtak - HSPCB"
05-Sep-2019 - 00:00,32.59,61.13,320.75,969.39,0.26,187.71,1.41,3.66,2.1,18.27,0.71,15.92,237.52,3.47,0.26,1.36,0.92,0.73,0.27,06-Sep-2019 - 00:00,"MD University, Rohtak - HSPCB"
06-Sep-2019 - 00:00,32.28,61.12,201.64,968.44,0.21,186.05,1.48,4.52,2.55,18.98,0.69,22.68,368.75,3.31,0.11,1.2,0.76,0.57,0.27,07-Sep-2019 - 00:00,"MD University, Rohtak - HSPCB"
07-Sep-2019 - 00:00,31.71,60.26,181.57,967.12,0.3,197.51,1.69,4.24,2.32,11.35,0.62,17.28,26.97,2.8,0.07,0.87,0.47,0.3,0.25,08-Sep-2019 - 00:00,"MD University, Rohtak - HSPCB"
08-Sep-2019 - 00:00,34.28,61.02,162.19,969.35,0.25,160.97,1.5,3.2,1.91,7.58,0.7,16.5,24.97,3.37,0.22,1.32,0.89,0.64,0.25,09-Sep-2019 - 00:00,"MD University, Rohtak - HSPCB"
09-Sep-2019 - 00:00,33.23,61.76,160.23,969.38,0.22,106.13,1.48,3.23,1.93,7.03,0.71,15.77,35.17,3.46,0.25,1.35,0.91,0.72,0.25,10-Sep-2019 - 00:00,"MD University, Rohtak - HSPCB"
10-Sep-2019 - 00:00,33.46,61.48,189.49,968.78,0.18,147.39,1.51,4.08,2.33,10.52,0.68,16.03,34.92,3.36,0.14,1.25,0.81,0.62,0.25,11-Sep-2019 - 00:00,"MD University, Rohtak - HSPCB"
11-Sep-2019 - 00:00,33.93,61.1,198.14,969.98,0.2,145.21,4.01,6.01,4.98,9.82,0.67,20.87,54.1,3.49,0.26,1.42,0.99,0.8,0.25,12-Sep-2019 - 00:00,"MD University, Rohtak - HSPCB"
12-Sep-2019 - 00:00,33.15,61.87,201.48,970.94,0.34,168.11,1.96,7.34,2.64,26.45,0.56,18.07,59.42,3.68,0.44,1.59,1.16,0.97,0.28,13-Sep-2019 - 00:00,"MD University, Rohtak - HSPCB"
13-Sep-2019 - 00:00,32.48,62.46,179.18,972.25,0.28,180.88,2.65,6.84,3.01,13.78,0.83,21.05,43.52,3.91,0.61,1.82,1.38,1.19,0.28,14-Sep-2019 - 00:00,"MD University, Rohtak - HSPCB"
14-Sep-2019 - 00:00,32.14,62.46,179.87,973.11,0.31,185.61,1.35,6.79,2.07,9.71,0.65,14.88,30.3,4.09,0.73,1.98,1.53,1.35,0.28,15-Sep-2019 - 00:00,"MD University, Rohtak - HSPCB"
15-Sep-2019 - 00:00,31.43,62.48,165.96,973.33,0.28,179.06,1.68,5.75,1.84,12.58,0.67,13.47,23.65,4.21,0.86,2.1,1.66,1.47,0.27,16-Sep-2019 - 00:00,"MD University, Rohtak - HSPCB"
16-Sep-2019 - 00:00,32.33,61.37,175.55,971.8,0.26,128.91,1.74,6.54,2.22,7.89,0.68,16.05,30.54,3.87,0.52,1.76,1.32,1.13,0.26,17-Sep-2019 - 00:00,"MD University, Rohtak - HSPCB"
17-Sep-2019 - 00:00,31.85,61.61,197.13,972.55,0.38,142.65,1.66,7.15,2.46,8.34,0.68,17.05,34.25,3.95,0.63,1.86,1.42,1.24,0.27,18-Sep-2019 - 00:00,"MD University, Rohtak - HSPCB"
18-Sep-2019 - 00:00,31.2,61.13,199.56,976.2,0.45,204.33,1.71,6.51,2.16,7.75,0.7,17.9,31.57,4.6,1.25,2.49,2.05,1.86,0.3,19-Sep-2019 - 00:00,"MD University, Rohtak - HSPCB"
19-Sep-2019 - 00:00,29.45,61.85,132.9,973.52,0.47,197.05,1.92,6.2,2.26,7.92,0.67,15.03,19.99,4.28,0.94,2.17,1.73,1.54,0.29,20-Sep-2019 - 00:00,"MD University, Rohtak - HSPCB"
20-Sep-2019 - 00:00,29.51,62.19,144.13,897.59,0.24,167.77,1.97,7.27,2.71,8.64,0.68,21.0,27.62,2.44,0.32,-12.5,-12.92,-13.11,0.26,21-Sep-2019 - 00:00,"MD University, Rohtak - HSPCB"
21-Sep-2019 - 00:00,29.35,62.15,103.33,941.17,0.19,166.39,1.59,5.92,1.78,12.72,0.66,15.98,28.86,3.44,1.01,-4.09,-4.51,-4.69,0.24,22-Sep-2019 - 00:00,"MD University, Rohtak - HSPCB"
22-Sep-2019 - 00:00,27.86,62.47,148.44,976.97,0.45,196.87,1.91,6.53,2.42,10.55,0.71,14.43,20.6,4.73,1.38,2.62,2.18,1.99,0.28,23-Sep-2019 - 00:00,"MD University, Rohtak - HSPCB"
23-Sep-2019 - 00:00,28.88,60.02,170.22,937.87,0.3,179.79,1.73,5.99,2.07,7.94,0.69,14.26,28.28,3.88,1.37,-5.2,-5.64,-5.83,0.27,24-Sep-2019 - 00:00,"MD University, Rohtak - HSPCB"
24-Sep-2019 - 00:00,29.69,59.82,179.58,866.43,0.24,186.76,1.68,5.95,1.92,10.68,0.69,15.27,25.74,,,-19.26,-19.7,-19.89,0.22,25-Sep-2019 - 00:00,"MD University, Rohtak - HSPCB"
25-Sep-2019 - 00:00,29.77,59.97,181.16,953.41,0.34,162.55,1.56,6.37,2.08,7.88,0.69,13.8,28.13,4.54,1.54,-1.66,-2.1,-2.29,0.28,26-Sep-2019 - 00:00,"MD University, Rohtak - HSPCB"
26-Sep-2019 - 00:00,29.68,60.7,134.99,964.96,0.37,189.23,2.27,6.51,2.78,8.4,0.67,14.73,24.95,4.0,1.14,0.43,-0.01,-0.2,0.28,27-Sep-2019 - 00:00,"MD University, Rohtak - HSPCB"
27-Sep-2019 - 00:00,29.29,61.42,151.77,941.36,0.43,188.43,1.78,5.51,2.58,7.94,0.67,13.09,15.81,4.14,1.17,-3.97,-4.41,-4.6,0.29,28-Sep-2019 - 00:00,"MD University, Rohtak - HSPCB"
28-Sep-2019 - 00:00,28.94,60.66,154.3,874.83,0.48,186.98,1.84,5.38,2.62,8.73,0.69,12.62,21.37,3.95,1.11,-17.63,-18.07,-18.26,0.29,29-Sep-2019 - 00:00,"MD University, Rohtak - HSPCB"
29-Sep-2019 - 00:00,27.86,61.45,98.95,888.45,0.36,186.74,1.77,5.1,2.43,8.45,0.67,12.4,17.75,3.54,0.76,-14.63,-15.07,-15.26,0.28,30-Sep-2019 - 00:00,"MD University, Rohtak - HSPCB"
30-Sep-2019 - 00:00,27.65,61.92,132.1,911.07,0.24,170.32,2.02,7.11,3.02,9.66,0.61,14.92,25.23,3.74,0.92,-9.98,-10.39,-10.57,0.26,01-Oct-2019 - 00:00,"MD University, Rohtak - HSPCB"
01-Oct-2019 - 00:00,28.06,61.36,151.49,944.07,0.29,187.36,1.94,5.97,3.18,8.53,0.66,20.66,36.3,2.88,0.83,-3.27,-3.71,-3.9,0.27,02-Oct-2019 - 00:00,"MD University, Rohtak - HSPCB"
02-Oct-2019 - 00:00,26.74,61.58,193.8,970.13,0.23,192.19,1.75,5.42,2.09,16.29,0.74,25.94,31.35,2.02,0.4,0.88,0.64,0.53,-0.02,03-Oct-2019 - 00:00,"MD University, Rohtak - HSPCB"
03-Oct-2019 - 00:00,27.06,55.7,163.86,978.01,0.49,133.78,1.6,3.44,1.68,8.0,0.68,29.26,44.77,2.7,0.85,1.54,1.3,1.19,-0.09,04-Oct-2019 - 00:00,"MD University, Rohtak - HSPCB"
04-Oct-2019 - 00:00,23.55,59.06,196.76,979.53,0.28,102.05,2.69,1.39,1.58,36.31,0.68,5.11,27.84,5.1,1.79,3.01,2.58,2.39,0.26,05-Oct-2019 - 00:00,"MD University, Rohtak - HSPCB"
05-Oct-2019 - 00:00,22.23,55.45,281.98,979.34,0.21,96.17,4.22,1.26,3.02,26.23,0.67,16.82,26.18,5.07,1.76,2.98,2.55,2.36,0.25,06-Oct-2019 - 00:00,"MD University, Rohtak - HSPCB"
06-Oct-2019 - 00:00,23.25,55.42,174.7,979.88,0.19,104.8,4.23,1.1,2.98,7.67,0.68,25.74,39.95,5.21,1.86,3.1,2.66,2.47,0.25,07-Oct-2019 - 00:00,"MD University, Rohtak - HSPCB"
07-Oct-2019 - 00:00,24.11,58.36,101.29,981.16,0.25,86.98,4.08,1.18,2.89,4.67,0.74,23.11,50.26,5.43,2.08,3.32,2.88,2.69,0.27,08-Oct-2019 - 00:00,"MD University, Rohtak - HSPCB"
08-Oct-2019 - 00:00,24.1,55.26,198.03,980.33,0.28,97.82,4.05,1.24,2.89,4.22,0.7,20.56,33.24,5.29,1.94,3.18,2.74,2.55,0.26,09-Oct-2019 - 00:00,"MD University, Rohtak - HSPCB"
09-Oct-2019 - 00:00,25.18,49.97,191.55,980.24,0.54,110.75,4.21,2.13,2.96,4.66,0.72,23.82,46.55,5.28,1.93,3.17,2.73,2.54,0.25,10-Oct-2019 - 00:00,"MD University, Rohtak - HSPCB"
10-Oct-2019 - 00:00,25.55,47.62,168.68,979.37,0.57,125.36,4.26,3.18,3.06,3.86,0.71,36.78,70.12,4.06,1.83,3.03,2.59,2.4,0.24,11-Oct-2019 - 00:00,"MD University, Rohtak - HSPCB"
11-Oct-2019 - 00:00,24.87,51.33,169.81,978.86,0.72,91.73,4.05,3.13,2.85,3.52,0.7,37.59,67.34,3.07,1.76,2.92,2.48,2.29,0.25,12-Oct-2019 - 00:00,"MD University, Rohtak - HSPCB"
12-Oct-2019 - 00:00,23.54,56.97,163.59,956.22,0.69,107.62,4.24,3.09,3.48,7.85,0.83,29.72,71.88,3.05,1.83,-1.18,-1.62,-1.81,0.25,13-Oct-2019 - 00:00,"MD University, Rohtak - HSPCB"
13-Oct-2019 - 00:00,19.01,55.11,151.46,916.39,0.6,114.36,4.56,3.47,6.6,37.55,0.66,8.64,84.77,2.56,1.8,-7.57,-8.01,-8.2,0.24,14-Oct-2019 - 00:00,"MD University, Rohtak - HSPCB"
14-Oct-2019 - 00:00,20.64,56.39,161.95,887.44,0.71,97.39,4.27,3.6,3.58,54.08,1.24,10.94,86.5,3.56,2.21,-14.67,-15.11,-15.3,0.25,15-Oct-2019 - 00:00,"MD University, Rohtak - HSPCB"
15-Oct-2019 - 00:00,21.16,55.28,165.73,981.89,0.66,124.38,,,0.0,10.74,1.25,20.03,83.81,3.55,2.2,3.44,3.0,2.81,0.25,16-Oct-2019 - 00:00,"MD University, Rohtak - HSPCB"
16-Oct-2019 - 00:00,21.39,55.24,149.31,982.04,0.73,164.74,,,0.0,8.44,1.37,25.06,117.95,3.58,2.23,3.47,3.03,2.83,0.26,17-Oct-2019 - 00:00,"MD University, Rohtak - HSPCB"
17-Oct-2019 - 00:00,22.26,52.23,151.43,969.86,1.09,174.81,6.65,30.65,5.29,9.53,1.1,25.86,106.07,3.5,2.15,1.48,1.04,0.85,0.28,18-Oct-2019 - 00:00,"MD University, Rohtak - HSPCB"
18-Oct-2019 - 00:00,20.06,49.95,148.35,935.19,1.31,176.86,11.27,34.0,24.09,12.48,0.99,23.96,75.14,3.07,1.91,-5.15,-5.64,-5.83,0.31,19-Oct-2019 - 00:00,"MD University, Rohtak - HSPCB"
19-Oct-2019 - 00:00,14.3,57.4,11.46,922.9,0.55,103.27,10.11,31.62,20.2,8.86,0.72,17.21,17.5,2.92,1.87,-6.2,-6.61,-6.78,0.22,20-Oct-2019 - 00:00,"MD University, Rohtak - HSPCB"
20-Oct-2019 - 00:00,15.98,54.58,181.14,977.39,0.59,91.06,6.69,27.85,17.83,13.67,0.95,25.59,62.63,3.71,2.39,2.14,1.71,1.52,0.23,21-Oct-2019 - 00:00,"MD University, Rohtak - HSPCB"
21-Oct-2019 - 00:00,15.88,54.13,172.91,981.91,0.72,71.65,8.78,29.21,21.07,15.28,0.82,27.8,81.11,3.55,2.2,3.44,3.0,2.81,0.25,22-Oct-2019 - 00:00,"MD University, Rohtak - HSPCB"
22-Oct-2019 - 00:00,14.45,53.97,182.72,979.1,0.75,60.72,12.96,40.47,29.76,19.21,0.88,24.2,81.72,1.71,1.01,1.62,1.38,1.28,0.24,23-Oct-2019 - 00:00,"MD University, Rohtak - HSPCB"
23-Oct-2019 - 00:00,17.8,50.86,164.06,978.33,0.64,73.4,31.73,65.84,56.24,29.75,1.27,23.61,101.52,0.0,0.0,0.0,0.0,0.0,0.22,24-Oct-2019 - 00:00,"MD University, Rohtak - HSPCB"
24-Oct-2019 - 00:00,17.88,51.88,144.64,979.26,0.6,128.76,22.47,61.03,49.03,30.59,1.74,36.28,129.14,0.0,0.0,0.0,0.0,0.0,0.24,25-Oct-2019 - 00:00,"MD University, Rohtak - HSPCB"
25-Oct-2019 - 00:00,16.8,56.51,146.42,980.62,0.85,158.34,12.04,58.35,36.19,14.5,1.25,47.59,132.73,0.0,0.0,0.0,0.0,0.0,0.23,26-Oct-2019 - 00:00,"MD University, Rohtak - HSPCB"
26-Oct-2019 - 00:00,16.07,56.86,131.43,982.03,0.56,117.08,16.66,43.72,35.75,11.18,1.53,45.74,140.17,0.0,0.0,0.0,0.0,0.0,0.24,27-Oct-2019 - 00:00,"MD University, Rohtak - HSPCB"
27-Oct-2019 - 00:00,16.69,56.79,146.12,981.56,0.65,71.05,9.89,30.96,23.53,24.8,1.18,48.39,143.69,0.0,0.0,0.0,0.0,0.0,0.24,28-Oct-2019 - 00:00,"MD University, Rohtak - HSPCB"
28-Oct-2019 - 00:00,16.44,57.21,132.39,982.15,0.59,65.86,10.94,33.47,24.04,81.63,1.41,41.63,183.5,0.0,0.0,0.0,0.0,0.0,0.21,29-Oct-2019 - 00:00,"MD University, Rohtak - HSPCB"
29-Oct-2019 - 00:00,20.32,58.06,86.81,982.7,0.57,67.59,14.82,62.63,43.18,8.51,1.76,44.6,179.12,0.0,0.0,0.0,0.0,0.0,0.23,30-Oct-2019 - 00:00,"MD University, Rohtak - HSPCB"
30-Oct-2019 - 00:00,25.09,56.62,100.75,981.41,0.58,73.2,24.96,67.11,54.28,10.59,1.75,41.46,158.74,0.0,0.0,0.0,0.0,0.0,0.24,31-Oct-2019 - 00:00,"MD University, Rohtak - HSPCB"
31-Oct-2019 - 00:00,24.12,57.02,98.87,980.87,0.5,86.87,39.09,75.94,70.49,10.43,2.77,42.81,262.04,0.0,0.0,0.0,0.0,0.0,0.23,01-Nov-2019 - 00:00,"MD University, Rohtak - HSPCB"
01-Nov-2019 - 00:00,24.08,57.27,102.87,980.9,0.6,106.53,13.64,55.71,39.24,8.97,2.11,46.36,300.46,0.0,0.0,0.0,0.0,0.0,0.24,02-Nov-2019 - 00:00,"MD University, Rohtak - HSPCB"
02-Nov-2019 - 00:00,22.24,58.81,56.08,982.8,0.6,68.19,12.99,49.47,34.89,8.51,2.56,48.78,338.98,0.0,0.0,0.0,0.0,0.0,0.24,03-Nov-2019 - 00:00,"MD University, Rohtak - HSPCB"
03-Nov-2019 - 00:00,18.71,59.47,74.18,983.59,0.65,63.65,10.53,30.78,24.13,9.0,2.56,47.92,444.06,0.0,0.0,0.0,0.0,0.0,0.24,04-Nov-2019 - 00:00,"MD University, Rohtak - HSPCB"
04-Nov-2019 - 00:00,16.28,57.23,116.07,983.27,0.72,66.97,10.99,35.36,24.53,8.98,1.68,52.92,228.76,0.0,0.0,0.0,0.0,0.0,0.25,05-Nov-2019 - 00:00,"MD University, Rohtak - HSPCB"
05-Nov-2019 - 00:00,20.15,56.25,145.07,980.43,0.79,69.43,15.75,43.34,33.2,10.55,1.27,52.36,119.45,0.0,0.0,0.0,0.0,0.0,0.26,06-Nov-2019 - 00:00,"MD University, Rohtak - HSPCB"
06-Nov-2019 - 00:00,21.99,54.63,147.14,978.0,0.6,149.39,16.18,43.66,34.34,8.75,0.83,46.79,59.28,0.0,0.0,0.0,0.0,0.0,0.26,07-Nov-2019 - 00:00,"MD University, Rohtak - HSPCB"
07-Nov-2019 - 00:00,19.38,56.57,57.94,979.85,0.96,146.03,13.32,44.96,32.54,8.65,1.11,43.21,108.69,0.0,0.0,0.0,0.0,0.0,0.27,08-Nov-2019 - 00:00,"MD University, Rohtak - HSPCB"
08-Nov-2019 - 00:00,20.55,56.05,118.62,982.49,0.59,116.31,14.65,42.27,32.37,8.92,1.12,43.64,85.88,0.0,0.0,0.0,0.0,0.0,0.24,09-Nov-2019 - 00:00,"MD University, Rohtak - HSPCB"
09-Nov-2019 - 00:00,20.63,54.83,146.49,983.14,0.65,88.28,12.88,32.96,25.79,11.64,0.97,50.38,93.51,0.0,0.0,0.0,0.0,0.0,0.25,10-Nov-2019 - 00:00,"MD University, Rohtak - HSPCB"
10-Nov-2019 - 00:00,19.26,53.13,126.89,983.17,0.57,93.25,13.64,35.38,27.94,8.39,1.14,55.75,103.66,0.0,0.0,0.0,0.0,0.0,0.24,11-Nov-2019 - 00:00,"MD University, Rohtak - HSPCB"
11-Nov-2019 - 00:00,18.59,52.91,128.05,982.11,0.55,104.0,13.94,39.12,29.51,8.95,1.43,58.14,160.4,0.0,0.0,0.0,0.0,0.0,0.24,12-Nov-2019 - 00:00,"MD University, Rohtak - HSPCB"
12-Nov-2019 - 00:00,17.34,54.13,111.8,983.14,0.59,87.98,16.52,48.68,37.62,9.21,2.37,63.88,297.63,0.0,0.0,0.0,0.0,0.0,0.24,13-Nov-2019 - 00:00,"MD University, Rohtak - HSPCB"
13-Nov-2019 - 00:00,18.02,54.88,101.01,984.9,0.49,104.45,13.62,39.15,30.37,9.19,2.19,45.85,263.54,0.0,0.0,0.0,0.0,0.0,0.23,14-Nov-2019 - 00:00,"MD University, Rohtak - HSPCB"
14-Nov-2019 - 00:00,18.67,55.14,100.64,985.5,0.54,100.79,13.37,31.29,26.0,8.81,1.98,30.98,213.84,0.0,0.0,0.0,0.0,0.0,0.24,15-Nov-2019 - 00:00,"MD University, Rohtak - HSPCB"
15-Nov-2019 - 00:00,18.89,54.88,89.19,984.71,0.57,86.06,11.19,25.21,21.2,8.92,2.55,21.73,354.63,0.0,0.0,0.0,0.0,0.0,0.24,16-Nov-2019 - 00:00,"MD University, Rohtak - HSPCB"
16-Nov-2019 - 00:00,20.77,55.44,121.81,984.57,0.75,82.22,11.22,16.83,16.7,8.74,1.19,21.13,158.44,0.0,0.0,0.0,0.0,0.0,0.25,17-Nov-2019 - 00:00,"MD University, Rohtak - HSPCB"
17-Nov-2019 - 00:00,25.21,55.42,160.74,984.53,1.04,75.11,9.36,15.33,14.71,8.28,0.76,23.43,77.18,0.0,0.0,0.0,0.0,0.0,0.29,18-Nov-2019 - 00:00,"MD University, Rohtak - HSPCB"
18-Nov-2019 - 00:00,19.76,57.75,105.82,984.28,0.88,61.19,11.7,16.51,17.59,9.12,0.98,27.61,80.67,0.7,1.41,1.06,1.05,1.06,-0.3,19-Nov-2019 - 00:00,"MD University, Rohtak - HSPCB"
19-Nov-2019 - 00:00,23.06,57.64,146.81,983.31,0.7,69.43,15.9,29.82,38.78,8.43,0.93,33.02,80.77,2.0,4.0,2.99,3.01,3.01,-0.64,20-Nov-2019 - 00:00,"MD University, Rohtak - HSPCB"
20-Nov-2019 - 00:00,22.99,57.49,126.77,983.82,0.54,111.1,35.3,56.7,60.43,7.46,1.58,33.89,129.23,2.01,4.0,2.99,3.01,2.98,-0.64,21-Nov-2019 - 00:00,"MD University, Rohtak - HSPCB"
21-Nov-2019 - 00:00,21.21,56.78,116.5,985.71,0.6,125.22,20.86,48.61,66.7,8.04,1.65,37.96,160.01,1.97,3.95,2.97,2.97,2.97,-0.63,22-Nov-2019 - 00:00,"MD University, Rohtak - HSPCB"
22-Nov-2019 - 00:00,19.01,57.03,118.06,985.73,0.59,95.13,14.47,37.88,56.32,9.34,1.48,43.55,151.05,2.0,4.0,3.0,3.01,2.99,-0.64,23-Nov-2019 - 00:00,"MD University, Rohtak - HSPCB"
23-Nov-2019 - 00:00,19.49,56.77,104.63,985.31,0.78,72.77,9.89,28.69,46.08,8.66,0.9,33.78,82.33,1.99,3.99,3.01,3.01,2.99,-0.64,24-Nov-2019 - 00:00,"MD University, Rohtak - HSPCB"
24-Nov-2019 - 00:00,19.41,57.02,111.83,984.65,0.72,74.21,7.22,24.85,43.16,7.3,0.84,36.9,86.0,2.01,4.0,3.0,3.0,3.01,-0.64,25-Nov-2019 - 00:00,"MD University, Rohtak - HSPCB"
25-Nov-2019 - 00:00,19.2,56.43,113.96,985.0,0.6,116.42,21.51,36.99,43.68,8.77,1.19,32.43,83.77,2.0,4.0,3.0,2.99,2.99,-0.64,26-Nov-2019 - 00:00,"MD University, Rohtak - HSPCB"
26-Nov-2019 - 00:00,20.02,55.61,91.51,983.02,0.98,157.9,8.8,25.77,41.65,8.82,0.86,36.5,79.91,1.99,4.0,2.99,3.0,3.0,-0.64,27-Nov-2019 - 00:00,"MD University, Rohtak - HSPCB"
27-Nov-2019 - 00:00,16.55,60.03,37.45,982.02,0.86,142.84,11.34,24.29,33.72,8.07,0.49,24.9,26.55,1.93,3.89,2.91,2.9,2.9,-0.45,28-Nov-2019 - 00:00,"MD University, Rohtak - HSPCB"
28-Nov-2019 - 00:00,15.97,60.75,93.35,976.02,1.29,101.83,6.64,18.31,30.76,7.85,0.44,26.26,23.63,1.99,4.01,3.0,3.0,3.02,-0.15,29-Nov-2019 - 00:00,"MD University, Rohtak - HSPCB"
29-Nov-2019 - 00:00,16.49,60.74,6.55,986.21,0.83,43.58,15.42,25.93,31.64,8.11,0.81,24.76,38.5,2.01,4.0,3.01,3.0,2.99,-0.64,30-Nov-2019 - 00:00,"MD University, Rohtak - HSPCB"
30-Nov-2019 - 00:00,14.21,62.39,88.42,986.69,0.75,58.97,10.33,20.56,28.86,9.53,0.96,27.37,66.83,1.98,3.96,2.97,2.97,2.97,-0.62,01-Dec-2019 - 00:00,"MD University, Rohtak - HSPCB"
01-Dec-2019 - 00:00,13.54,60.06,112.58,986.41,0.71,62.26,8.3,19.67,30.61,8.72,0.88,31.12,83.03,2.0,4.0,2.98,3.01,3.0,-0.64,02-Dec-2019 - 00:00,"MD University, Rohtak - HSPCB"
02-Dec-2019 - 00:00,12.8,59.47,114.8,987.05,0.74,59.04,10.36,22.22,32.28,8.09,0.98,32.16,98.58,2.0,4.0,3.0,3.02,3.01,-0.64,03-Dec-2019 - 00:00,"MD University, Rohtak - HSPCB"
03-Dec-2019 - 00:00,11.64,59.1,122.96,986.68,0.77,66.99,10.36,22.96,30.56,12.49,1.14,31.99,116.68,1.82,3.63,2.72,2.72,2.72,-0.57,04-Dec-2019 - 00:00,"MD University, Rohtak - HSPCB"
04-Dec-2019 - 00:00,11.84,58.57,104.43,988.29,0.64,85.34,18.4,30.27,35.36,9.51,1.59,31.7,121.94,1.98,4.0,3.0,3.0,3.0,-0.64,05-Dec-2019 - 00:00,"MD University, Rohtak - HSPCB"
05-Dec-2019 - 00:00,11.08,60.04,105.33,989.08,0.6,91.16,36.93,46.78,38.57,9.53,2.39,37.18,148.87,2.0,4.0,3.01,3.0,2.99,-0.64,06-Dec-2019 - 00:00,"MD University, Rohtak - HSPCB"
06-Dec-2019 - 00:00,11.76,60.35,89.95,987.16,0.62,87.79,9.34,19.86,29.33,12.8,1.5,33.1,169.27,2.01,4.0,3.0,3.0,3.01,-0.64,07-Dec-2019 - 00:00,"MD University, Rohtak - HSPCB"
