from date,PM2.5,PM10,NOx,NO2,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,RH,BP,AT,WS,WD,to date,station
06-Jul-2019 - 00:00,18.67,51.65,13.69,20.64,3.36,51.56,5.38,0.96,61.15,0.59,76.36,75.6,740.54,31.89,0.73,277.43,07-Jul-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
07-Jul-2019 - 00:00,15.32,45.57,7.59,12.44,1.07,47.24,3.68,0.91,66.93,0.4,58.41,72.79,740.94,33.03,0.56,289.12,08-Jul-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
08-Jul-2019 - 00:00,26.09,56.68,12.7,21.34,1.54,68.89,4.88,0.97,59.37,0.53,49.04,79.2,740.98,32.37,0.62,243.97,09-Jul-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
09-Jul-2019 - 00:00,27.55,62.36,14.0,23.6,1.64,66.79,2.89,0.98,53.63,0.52,59.06,88.25,740.79,30.3,0.67,213.42,10-Jul-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
10-Jul-2019 - 00:00,39.61,152.46,12.6,20.51,1.96,60.56,6.62,1.3,75.48,0.5,82.42,80.98,740.57,32.21,0.55,206.59,11-Jul-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
11-Jul-2019 - 00:00,53.04,189.2,15.08,23.2,3.25,94.82,4.1,1.16,49.57,0.51,68.69,82.53,740.74,32.64,0.65,244.95,12-Jul-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
12-Jul-2019 - 00:00,40.38,148.61,11.24,16.0,3.23,81.8,3.6,1.17,54.97,0.4,64.9,82.12,741.0,31.58,0.64,277.85,13-Jul-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
13-Jul-2019 - 00:00,53.87,288.14,17.16,22.94,5.96,111.1,4.53,0.98,45.22,0.46,64.39,73.08,741.0,33.51,0.7,186.11,14-Jul-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
14-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,15-Jul-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
15-Jul-2019 - 00:00,42.08,109.42,17.44,20.29,8.21,81.11,2.35,1.0,61.3,0.38,48.57,78.4,741.0,30.42,0.67,188.5,16-Jul-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
16-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,17-Jul-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
17-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,18-Jul-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
18-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,19-Jul-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
19-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,20-Jul-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
20-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,21-Jul-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
21-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,22-Jul-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
22-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,23-Jul-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
23-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,24-Jul-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
24-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,25-Jul-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
25-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,26-Jul-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
26-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,27-Jul-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
27-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,28-Jul-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
28-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,29-Jul-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
29-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,30-Jul-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
30-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,31-Jul-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
31-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,01-Aug-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
01-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,02-Aug-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
02-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,03-Aug-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
03-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,04-Aug-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
04-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,05-Aug-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
05-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,06-Aug-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
06-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,07-Aug-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
07-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,08-Aug-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
08-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,09-Aug-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
09-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,10-Aug-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
10-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,11-Aug-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
11-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,12-Aug-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
12-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,13-Aug-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
13-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,14-Aug-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
14-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,15-Aug-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
15-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,16-Aug-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
16-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,17-Aug-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
17-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,18-Aug-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
18-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,19-Aug-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
19-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,20-Aug-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
20-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,21-Aug-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
21-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,22-Aug-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
22-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,23-Aug-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
23-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,24-Aug-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
24-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,25-Aug-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
25-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,26-Aug-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
26-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,27-Aug-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
27-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,28-Aug-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
28-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,29-Aug-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
29-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,30-Aug-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
30-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,31-Aug-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
31-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,01-Sep-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
01-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,02-Sep-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
02-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,03-Sep-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
03-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,04-Sep-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
04-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,05-Sep-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
05-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,06-Sep-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
06-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,07-Sep-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
07-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,08-Sep-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
08-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,09-Sep-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
09-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,10-Sep-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
10-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,11-Sep-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
11-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,12-Sep-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
12-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,13-Sep-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
13-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,14-Sep-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
14-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,15-Sep-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
15-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,16-Sep-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
16-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,17-Sep-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
17-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,18-Sep-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
18-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,19-Sep-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
19-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,20-Sep-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
20-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,21-Sep-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
21-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,22-Sep-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
22-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,23-Sep-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
23-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,24-Sep-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
24-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,25-Sep-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
25-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,26-Sep-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
26-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,27-Sep-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
27-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,28-Sep-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
28-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,29-Sep-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
29-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,30-Sep-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
30-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,01-Oct-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
01-Oct-2019 - 00:00,,60.07,,,,,1.38,0.62,26.01,,,78.11,742.0,29.5,0.57,173.98,02-Oct-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
02-Oct-2019 - 00:00,33.79,66.33,,,,,4.68,1.16,21.74,0.51,16.33,77.96,742.0,29.09,0.42,234.43,03-Oct-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
03-Oct-2019 - 00:00,68.73,128.4,,,,,6.06,1.92,,0.76,26.39,73.1,742.0,30.06,0.46,215.74,04-Oct-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
04-Oct-2019 - 00:00,39.93,82.42,,,,,5.45,1.01,,0.44,27.26,71.89,742.0,28.28,0.84,170.19,05-Oct-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
05-Oct-2019 - 00:00,41.39,119.89,,,,,6.73,,,0.4,22.42,65.1,742.0,28.37,0.89,171.46,06-Oct-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
06-Oct-2019 - 00:00,51.01,130.0,41.53,28.28,32.72,,6.79,,71.73,0.68,28.57,64.66,742.0,28.94,0.83,172.61,07-Oct-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
07-Oct-2019 - 00:00,60.51,150.79,42.13,27.76,33.66,,7.9,,60.81,0.49,37.48,68.51,742.06,28.51,0.96,168.25,08-Oct-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
08-Oct-2019 - 00:00,35.4,107.6,37.19,24.3,29.84,,5.65,,64.72,0.37,34.82,61.43,742.0,28.48,0.83,163.91,09-Oct-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
09-Oct-2019 - 00:00,94.34,181.62,56.17,36.11,45.47,,4.69,,56.9,1.06,46.4,61.41,742.11,28.58,0.51,207.86,10-Oct-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
10-Oct-2019 - 00:00,118.01,223.55,56.33,52.11,35.2,50.92,10.6,0.83,54.25,1.28,43.65,61.44,742.01,28.79,0.46,215.16,11-Oct-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
11-Oct-2019 - 00:00,128.66,227.29,50.81,58.18,24.17,73.91,9.08,1.06,59.04,1.15,36.63,60.41,742.0,28.92,0.42,175.49,12-Oct-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
12-Oct-2019 - 00:00,121.5,200.44,40.19,41.46,22.3,60.31,9.23,1.08,57.15,1.14,37.26,65.18,742.06,28.91,0.46,180.26,13-Oct-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
13-Oct-2019 - 00:00,81.47,156.75,38.27,42.2,19.48,52.96,5.99,1.18,57.55,1.19,44.33,62.93,742.06,29.04,0.52,188.9,14-Oct-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
14-Oct-2019 - 00:00,113.2,204.98,27.68,37.79,9.32,54.68,12.01,0.93,70.07,1.18,43.45,65.45,742.15,29.34,0.54,176.67,15-Oct-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
15-Oct-2019 - 00:00,197.33,299.17,24.89,31.51,10.01,69.81,11.78,1.23,63.31,1.5,43.06,77.19,742.4,27.88,0.38,236.4,16-Oct-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
16-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,17-Oct-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
17-Oct-2019 - 00:00,109.09,191.47,10.94,16.11,2.91,37.88,5.5,1.8,77.09,0.8,21.48,63.41,742.0,29.08,0.5,307.41,18-Oct-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
18-Oct-2019 - 00:00,89.95,166.92,12.56,18.21,3.54,36.71,9.8,0.97,64.52,0.96,21.44,67.9,742.31,28.1,0.59,271.66,19-Oct-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
19-Oct-2019 - 00:00,93.53,188.17,24.23,38.15,4.85,32.81,16.33,1.19,66.91,0.9,20.7,62.8,742.56,28.31,0.54,178.76,20-Oct-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
20-Oct-2019 - 00:00,108.67,206.29,21.57,34.57,3.91,31.91,10.92,1.25,74.82,0.72,24.8,54.1,742.42,28.35,0.74,171.75,21-Oct-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
21-Oct-2019 - 00:00,120.58,220.21,20.91,31.09,5.25,28.76,16.63,1.36,89.92,0.62,24.91,52.89,742.2,27.31,0.82,167.55,22-Oct-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
22-Oct-2019 - 00:00,112.01,239.48,24.09,38.05,4.62,28.54,15.19,1.89,67.46,0.74,17.62,51.6,742.0,27.43,0.89,154.3,23-Oct-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
23-Oct-2019 - 00:00,138.42,268.38,26.81,37.25,8.49,38.25,17.8,1.59,67.54,0.95,24.17,54.07,742.0,27.17,0.59,189.71,24-Oct-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
24-Oct-2019 - 00:00,139.09,213.41,15.33,20.0,5.64,40.91,11.25,1.65,66.1,1.18,24.18,66.51,742.0,26.34,0.46,275.22,25-Oct-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
25-Oct-2019 - 00:00,131.46,208.25,15.01,18.64,6.11,41.98,11.82,1.47,71.31,1.01,25.3,62.34,742.05,26.42,0.51,263.27,26-Oct-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
26-Oct-2019 - 00:00,139.64,265.09,29.97,36.46,12.99,46.66,23.3,1.48,76.61,1.04,20.95,58.38,742.1,28.6,0.47,162.73,27-Oct-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
27-Oct-2019 - 00:00,172.09,291.62,39.39,46.65,17.81,59.16,29.7,1.59,66.87,1.37,31.43,62.11,742.08,26.84,0.64,145.98,28-Oct-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
28-Oct-2019 - 00:00,225.46,340.69,44.58,52.32,20.48,64.76,35.13,1.94,,1.49,41.51,63.33,742.17,26.45,0.5,164.2,29-Oct-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
29-Oct-2019 - 00:00,211.24,323.57,38.91,49.5,15.47,74.5,24.67,2.14,0.87,2.31,38.83,74.15,742.2,26.31,0.41,159.94,30-Oct-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
30-Oct-2019 - 00:00,387.42,591.67,54.7,62.69,26.13,85.33,20.63,2.53,13.12,2.55,29.36,71.91,742.12,26.7,0.46,166.8,31-Oct-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
31-Oct-2019 - 00:00,275.19,454.56,44.65,59.21,16.07,74.7,18.51,1.97,49.23,1.97,30.06,66.47,742.07,26.58,0.58,152.14,01-Nov-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
01-Nov-2019 - 00:00,264.28,410.06,42.61,60.82,12.49,73.66,17.24,1.63,66.77,1.88,32.16,63.67,742.09,26.94,0.47,178.49,02-Nov-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
02-Nov-2019 - 00:00,225.19,375.46,39.28,48.1,16.73,69.51,13.57,,51.13,1.71,28.89,65.01,742.29,27.1,0.6,163.47,03-Nov-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
03-Nov-2019 - 00:00,563.97,736.08,36.23,56.74,7.31,76.94,13.63,,40.69,1.79,25.57,67.91,742.39,26.26,0.72,157.42,04-Nov-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
04-Nov-2019 - 00:00,326.94,463.21,29.05,44.98,6.19,47.66,13.7,,47.45,1.37,23.33,57.32,742.24,26.89,0.97,164.14,05-Nov-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
05-Nov-2019 - 00:00,238.71,384.46,25.88,40.49,5.23,36.08,18.58,,56.98,0.89,17.95,51.36,742.0,26.84,1.05,158.06,06-Nov-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
06-Nov-2019 - 00:00,215.19,361.11,41.01,55.81,13.81,50.19,20.34,,45.52,1.32,32.04,59.57,742.0,25.54,0.46,150.75,07-Nov-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
07-Nov-2019 - 00:00,93.03,220.28,33.7,39.13,15.73,54.19,4.51,,25.49,1.17,42.15,79.05,742.0,22.6,0.52,258.25,08-Nov-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
08-Nov-2019 - 00:00,83.68,161.58,33.22,38.83,15.35,51.11,10.86,,39.22,1.11,37.14,62.21,742.19,25.02,0.54,201.05,09-Nov-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
09-Nov-2019 - 00:00,87.1,187.71,29.08,40.47,9.17,42.18,14.37,,44.86,0.65,29.02,55.31,742.16,25.39,0.86,177.47,10-Nov-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
10-Nov-2019 - 00:00,227.59,398.74,34.24,52.29,7.78,48.18,18.7,,46.81,0.87,30.04,45.33,742.21,24.55,0.77,177.06,11-Nov-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
11-Nov-2019 - 00:00,156.97,308.57,32.86,50.96,6.96,49.44,23.73,,62.58,0.85,31.18,45.7,742.08,23.68,0.73,180.72,12-Nov-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
12-Nov-2019 - 00:00,134.12,328.3,43.29,61.14,13.13,45.87,18.76,2.89,56.84,0.94,31.82,50.2,742.24,23.38,0.71,163.8,13-Nov-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
13-Nov-2019 - 00:00,207.79,367.53,52.28,71.96,17.12,57.09,17.1,2.5,39.24,1.38,36.02,59.26,742.74,23.64,0.55,163.96,14-Nov-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
14-Nov-2019 - 00:00,188.52,338.48,59.58,61.73,32.81,70.63,17.74,1.93,27.83,1.81,36.18,70.06,743.0,23.24,0.4,211.14,15-Nov-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
15-Nov-2019 - 00:00,143.01,264.66,47.95,54.88,22.97,60.06,12.91,1.64,38.17,1.42,34.57,67.18,742.53,24.64,0.56,183.04,16-Nov-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
16-Nov-2019 - 00:00,75.48,189.99,25.35,35.42,7.91,38.62,10.25,1.11,36.25,0.61,24.68,59.26,742.3,24.74,1.04,180.33,17-Nov-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
17-Nov-2019 - 00:00,72.73,164.05,22.02,32.24,5.88,30.71,12.45,1.1,35.4,0.43,19.27,52.56,742.24,24.29,1.29,168.06,18-Nov-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
18-Nov-2019 - 00:00,133.82,247.11,32.58,47.26,9.05,37.01,17.34,1.53,39.16,0.72,23.46,60.98,742.22,22.83,0.97,148.0,19-Nov-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
19-Nov-2019 - 00:00,149.99,303.91,42.92,57.49,15.08,45.49,18.91,1.72,41.05,0.95,30.3,59.65,742.19,22.79,0.7,146.66,20-Nov-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
20-Nov-2019 - 00:00,162.12,346.29,68.85,67.57,40.38,65.67,14.55,2.14,38.47,1.85,34.65,59.95,742.43,22.54,0.41,187.16,21-Nov-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
21-Nov-2019 - 00:00,215.76,350.75,46.73,57.99,19.44,61.1,16.3,1.96,38.62,1.45,29.46,59.69,742.98,22.44,0.5,208.99,22-Nov-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
22-Nov-2019 - 00:00,138.82,294.33,42.72,55.86,15.92,44.9,21.15,1.55,63.67,0.95,22.91,53.72,742.98,22.8,0.66,167.67,23-Nov-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
23-Nov-2019 - 00:00,113.01,233.67,34.49,50.66,8.7,39.86,18.74,1.5,38.32,0.72,19.34,61.68,742.77,22.69,0.82,160.04,24-Nov-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
24-Nov-2019 - 00:00,86.14,167.96,25.23,38.23,5.93,33.19,12.5,1.23,55.98,0.53,16.43,54.79,742.54,24.18,0.96,170.28,25-Nov-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
25-Nov-2019 - 00:00,114.23,217.33,34.75,49.19,10.46,44.73,17.24,1.45,40.1,0.75,20.97,52.89,742.88,23.74,0.54,205.64,26-Nov-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
26-Nov-2019 - 00:00,102.71,178.55,21.37,33.06,4.58,47.35,21.26,1.14,46.26,0.87,21.67,56.2,742.65,23.74,0.62,214.77,27-Nov-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
27-Nov-2019 - 00:00,72.61,132.01,19.32,29.24,4.56,41.81,8.04,1.15,50.95,0.53,20.52,69.71,742.68,22.49,0.62,224.44,28-Nov-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
28-Nov-2019 - 00:00,16.77,26.65,12.18,16.24,4.28,31.48,2.08,1.01,44.92,0.27,17.89,83.88,743.0,18.88,0.9,251.48,29-Nov-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
29-Nov-2019 - 00:00,48.16,101.62,25.69,37.18,7.2,31.8,18.91,1.16,36.93,0.49,20.44,77.1,743.0,20.09,0.61,203.73,30-Nov-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
30-Nov-2019 - 00:00,91.2,177.29,28.55,45.91,5.0,40.51,15.48,1.22,43.92,0.55,17.83,74.89,743.0,20.31,0.77,172.01,01-Dec-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
01-Dec-2019 - 00:00,69.18,218.62,29.17,49.63,3.34,45.92,9.6,1.17,66.86,0.48,15.77,64.14,742.95,19.82,0.86,159.4,02-Dec-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
02-Dec-2019 - 00:00,132.39,266.54,37.15,62.58,4.54,58.73,9.8,1.36,64.79,0.59,17.45,61.23,743.0,19.1,0.73,151.28,03-Dec-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
