from date,NO2,NOx,NO,NH3,SO2,Ozone,CO,PM10,PM2.5,Benzene,Toluene,AT,Temp,BP,RH,RF,WS,WD,SR,to date,station
18-Apr-2019 - 00:00,19.82,26.89,19.98,31.99,34.22,71.61,0.81,68.41,36.16,1.36,3.59,24.11,27.95,740.0,51.04,0.0,1.95,148.46,110.95,19-Apr-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
19-Apr-2019 - 00:00,44.89,38.13,17.32,35.62,44.64,69.19,1.38,151.54,94.45,3.37,10.36,26.58,27.82,740.0,43.11,0.0,2.22,269.52,116.25,20-Apr-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
20-Apr-2019 - 00:00,62.2,47.28,17.33,35.93,45.46,67.59,1.22,171.69,85.68,2.48,14.66,28.94,28.57,740.0,39.43,0.0,1.28,271.49,114.65,21-Apr-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
21-Apr-2019 - 00:00,55.24,43.22,16.9,37.86,40.18,80.36,1.06,202.05,86.68,2.79,10.86,31.68,30.1,740.0,35.79,0.0,2.08,247.61,121.25,22-Apr-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
22-Apr-2019 - 00:00,44.58,44.69,25.69,43.35,53.03,89.56,1.3,240.58,84.58,3.84,10.62,32.77,30.44,740.0,36.33,0.0,2.02,179.26,118.08,23-Apr-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
23-Apr-2019 - 00:00,43.13,38.88,22.19,55.12,53.03,86.24,1.38,286.94,102.86,4.52,13.26,33.96,31.74,717.24,37.25,0.0,2.35,196.69,110.25,24-Apr-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
24-Apr-2019 - 00:00,16.93,9.85,,54.04,,84.98,0.94,280.22,98.83,3.77,5.57,29.77,33.84,740.0,45.11,0.0,2.98,194.5,7.89,25-Apr-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
25-Apr-2019 - 00:00,15.56,9.38,1.35,44.57,29.03,106.06,0.83,275.23,65.75,1.72,6.48,34.24,31.71,740.0,39.31,0.0,3.84,197.75,86.08,26-Apr-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
26-Apr-2019 - 00:00,61.81,62.03,35.86,35.15,49.78,5.12,1.14,239.56,83.0,3.42,7.81,26.52,29.46,740.0,45.61,0.0,2.28,141.94,7.28,27-Apr-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
27-Apr-2019 - 00:00,43.09,28.41,6.62,30.87,48.37,69.2,0.66,408.13,68.0,1.94,7.05,35.23,31.2,740.0,28.83,0.0,5.8,298.83,141.27,28-Apr-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
28-Apr-2019 - 00:00,42.65,27.57,5.78,26.5,66.47,69.84,0.62,374.88,73.67,2.23,9.98,31.84,29.25,740.0,29.79,0.0,4.96,313.23,156.88,29-Apr-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
29-Apr-2019 - 00:00,48.83,33.0,8.5,30.76,45.87,73.64,0.93,328.81,81.57,4.37,13.86,36.36,31.59,740.0,26.29,0.0,3.09,242.07,141.11,30-Apr-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
30-Apr-2019 - 00:00,32.95,24.56,8.45,42.28,42.21,87.72,0.99,310.22,92.85,4.26,9.18,34.76,31.26,740.0,29.13,0.0,3.09,221.25,159.65,01-May-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
01-May-2019 - 00:00,22.36,13.54,1.9,46.01,33.17,117.07,1.04,381.33,97.48,3.13,6.9,35.21,30.58,740.0,33.07,0.0,2.77,200.36,125.79,02-May-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
02-May-2019 - 00:00,15.79,10.1,1.97,41.12,24.22,106.96,0.88,274.26,61.94,1.58,4.24,32.83,29.32,740.0,35.61,0.0,5.24,197.83,107.86,03-May-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
03-May-2019 - 00:00,13.32,9.26,2.4,33.48,16.27,88.8,0.71,107.24,32.78,0.95,2.58,28.47,27.79,740.0,41.2,0.0,4.53,91.37,99.11,04-May-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
04-May-2019 - 00:00,36.52,23.49,4.69,27.92,34.56,103.46,0.93,226.33,60.54,1.64,7.74,33.93,30.0,740.0,29.39,0.0,4.1,114.36,168.9,05-May-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
05-May-2019 - 00:00,46.31,37.01,14.89,27.43,53.69,101.88,1.03,261.83,83.35,2.86,32.8,33.18,30.8,740.0,27.35,0.0,5.22,116.54,214.58,06-May-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
06-May-2019 - 00:00,51.21,35.6,10.15,27.66,37.72,89.1,1.32,298.45,94.06,3.01,10.29,35.72,31.33,740.0,25.43,0.0,4.11,123.9,147.64,07-May-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
07-May-2019 - 00:00,53.27,49.67,26.13,34.82,47.1,68.48,1.91,407.2,117.88,4.3,20.39,35.4,31.72,740.0,28.52,0.0,3.43,125.89,129.51,08-May-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
08-May-2019 - 00:00,49.35,35.75,11.58,35.02,37.82,70.7,1.47,433.43,110.82,3.66,13.64,35.86,31.48,740.0,28.18,0.0,4.41,125.72,122.82,09-May-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
09-May-2019 - 00:00,46.9,32.24,8.86,29.39,46.82,64.77,1.37,410.46,105.54,2.97,17.77,35.94,31.41,740.0,27.49,0.0,3.99,131.07,117.23,10-May-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
10-May-2019 - 00:00,27.32,18.15,4.29,27.33,39.73,79.53,0.91,344.26,77.24,1.89,12.6,36.18,31.25,740.0,27.21,0.0,4.54,132.39,155.27,11-May-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
11-May-2019 - 00:00,33.72,21.5,4.26,31.81,43.32,110.19,1.17,328.58,92.44,2.34,9.15,34.35,31.57,740.0,32.25,0.0,4.1,140.32,135.11,12-May-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
12-May-2019 - 00:00,45.3,27.95,4.49,35.9,56.78,49.52,1.78,672.71,173.6,3.85,11.7,29.6,30.84,740.0,38.71,0.0,4.32,147.98,68.17,13-May-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
13-May-2019 - 00:00,28.5,17.74,3.05,35.55,44.24,93.02,1.24,270.14,95.54,2.98,7.77,32.08,31.07,740.0,36.69,0.0,3.38,100.11,94.32,14-May-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
14-May-2019 - 00:00,27.35,16.91,2.81,36.83,32.9,84.44,1.21,144.2,56.29,1.85,5.55,30.12,30.51,740.0,41.86,0.0,2.36,79.99,101.35,15-May-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
15-May-2019 - 00:00,33.94,24.07,7.28,45.17,39.55,63.58,1.48,166.6,77.72,3.46,9.41,29.29,30.4,740.0,45.32,0.1,2.7,120.96,85.35,16-May-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
16-May-2019 - 00:00,23.99,21.0,10.03,43.38,24.88,66.17,1.0,192.53,57.75,1.85,5.77,31.18,30.05,740.0,41.34,0.0,2.97,166.95,107.54,17-May-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
17-May-2019 - 00:00,33.43,50.07,39.57,48.22,30.22,65.64,1.42,346.24,87.58,2.33,10.23,31.25,29.0,740.0,42.54,0.0,2.48,243.56,136.25,18-May-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
18-May-2019 - 00:00,41.73,27.18,5.95,42.21,31.39,57.8,1.29,116.77,53.63,1.64,11.65,26.72,29.86,740.0,53.43,0.0,2.5,298.17,71.35,19-May-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
19-May-2019 - 00:00,53.98,37.04,9.97,40.33,34.51,20.83,1.38,161.08,89.34,2.93,24.34,26.45,29.48,740.0,52.61,0.0,2.56,308.68,58.47,20-May-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
20-May-2019 - 00:00,89.21,69.24,26.3,37.02,106.25,9.58,2.58,266.05,156.82,5.57,33.86,28.19,26.75,740.0,41.23,0.0,1.72,292.86,55.23,21-May-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
21-May-2019 - 00:00,72.45,64.12,30.92,40.33,58.43,7.28,2.15,281.86,106.27,4.45,46.92,29.6,30.45,740.0,41.41,0.0,2.15,312.09,80.45,22-May-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
22-May-2019 - 00:00,47.86,34.02,10.4,35.39,34.22,68.67,1.41,195.77,62.87,2.27,12.44,34.55,30.61,740.0,35.85,0.0,2.18,219.3,87.08,23-May-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
23-May-2019 - 00:00,48.29,35.34,11.75,38.97,60.08,53.25,1.85,286.89,92.26,3.13,24.29,33.02,31.09,740.0,40.59,0.01,2.94,159.99,64.19,24-May-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
24-May-2019 - 00:00,33.97,22.33,5.12,39.41,31.41,51.07,1.2,123.85,52.35,1.82,7.77,29.7,30.18,740.0,48.06,0.0,4.2,171.0,110.17,25-May-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
25-May-2019 - 00:00,50.48,34.98,9.99,36.14,47.75,67.77,1.38,170.81,51.94,2.2,20.35,32.37,31.21,740.0,39.39,0.0,4.74,260.93,46.04,26-May-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
26-May-2019 - 00:00,42.07,26.18,4.68,29.51,46.03,89.74,1.35,156.6,57.96,2.52,11.72,33.92,29.61,740.0,35.35,0.0,3.53,214.12,93.66,27-May-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
27-May-2019 - 00:00,37.49,23.64,4.29,29.14,50.84,94.52,1.2,160.82,66.4,2.43,9.46,35.67,28.82,740.0,32.4,0.0,4.36,254.73,147.33,28-May-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
28-May-2019 - 00:00,55.63,38.9,11.55,30.22,43.47,73.58,1.24,187.31,59.49,3.27,16.54,36.31,31.46,740.0,27.52,0.0,3.99,144.9,148.93,29-May-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
29-May-2019 - 00:00,80.47,59.42,20.29,42.07,61.96,58.48,1.55,225.88,73.01,3.42,27.61,36.54,31.49,740.0,29.41,0.0,3.21,171.12,134.65,30-May-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
30-May-2019 - 00:00,56.78,39.28,10.97,44.22,54.53,65.92,1.36,230.93,84.32,3.25,26.54,38.69,32.18,740.0,29.18,0.0,3.47,146.97,184.87,31-May-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
31-May-2019 - 00:00,85.25,56.67,15.32,56.97,47.01,49.02,2.41,329.0,98.3,4.71,32.22,34.58,33.11,721.38,34.25,0.0,2.13,166.21,7.54,01-Jun-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
01-Jun-2019 - 00:00,15.6,9.91,1.82,68.46,12.26,106.05,2.01,240.92,69.51,2.46,6.69,35.81,32.08,628.52,41.75,0.0,4.34,124.61,115.97,02-Jun-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
02-Jun-2019 - 00:00,5.24,4.79,2.22,63.62,7.38,77.42,1.33,188.57,59.16,3.3,18.9,34.06,31.11,628.86,47.05,0.0,6.04,150.57,144.07,03-Jun-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
03-Jun-2019 - 00:00,7.31,5.45,1.76,54.01,12.5,111.22,0.98,312.68,42.94,1.26,3.13,34.0,32.47,628.79,41.64,0.0,6.37,283.23,130.81,04-Jun-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
04-Jun-2019 - 00:00,7.99,6.64,2.65,50.32,18.12,115.68,1.09,132.8,41.46,1.33,2.35,33.69,32.62,629.0,43.85,0.0,5.65,253.59,212.13,05-Jun-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
05-Jun-2019 - 00:00,25.27,16.05,3.03,57.58,23.83,95.53,1.59,189.44,63.55,2.55,5.47,37.41,31.75,628.54,39.82,0.0,2.93,230.61,133.43,06-Jun-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
06-Jun-2019 - 00:00,31.37,20.01,3.87,52.36,36.71,72.2,1.5,209.47,72.0,2.87,5.58,35.2,32.05,628.63,41.02,0.0,2.5,244.9,108.45,07-Jun-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
07-Jun-2019 - 00:00,13.24,9.24,2.56,51.79,17.87,99.59,1.24,102.01,49.38,1.59,3.34,31.8,29.58,629.0,48.28,0.0,3.08,152.06,121.77,08-Jun-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
08-Jun-2019 - 00:00,31.65,23.22,7.7,65.49,24.47,96.81,1.7,162.48,69.89,2.9,6.57,36.46,30.58,628.78,41.53,0.0,1.83,180.34,131.3,09-Jun-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
09-Jun-2019 - 00:00,24.87,17.26,4.58,64.48,45.17,89.0,1.84,222.5,103.05,5.1,8.15,34.45,30.03,740.84,41.87,0.0,1.94,161.84,169.05,10-Jun-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
10-Jun-2019 - 00:00,34.47,22.12,4.28,58.76,51.32,88.35,1.51,212.88,91.03,3.79,6.47,37.23,31.18,740.0,33.75,0.0,1.55,240.8,142.8,11-Jun-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
11-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,12-Jun-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
12-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,13-Jun-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
13-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,14-Jun-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
14-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,15-Jun-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
15-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,16-Jun-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
16-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,17-Jun-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
17-Jun-2019 - 00:00,31.95,17.5,1.3,37.42,28.01,62.5,1.25,160.0,37.94,1.32,9.58,30.43,27.88,741.0,44.47,0.11,3.53,250.5,29.11,18-Jun-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
18-Jun-2019 - 00:00,29.39,18.96,3.96,38.47,23.11,65.99,0.84,80.49,33.68,0.96,4.02,27.15,28.99,741.0,53.82,0.04,3.62,164.36,85.62,19-Jun-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
19-Jun-2019 - 00:00,24.89,19.3,7.32,46.86,34.13,67.82,0.87,155.35,68.4,2.32,6.27,29.9,29.66,741.0,51.58,0.0,2.75,199.51,115.15,20-Jun-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
20-Jun-2019 - 00:00,17.01,11.72,3.18,45.16,26.42,76.43,0.86,103.21,40.55,1.41,3.07,31.56,28.29,741.0,48.92,0.0,1.9,192.68,127.0,21-Jun-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
21-Jun-2019 - 00:00,28.6,20.83,6.79,46.77,36.41,90.34,1.09,180.0,72.66,2.2,6.37,34.32,28.99,741.0,45.01,0.0,1.59,166.58,110.54,22-Jun-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
22-Jun-2019 - 00:00,28.44,21.09,7.22,48.11,40.37,99.85,1.01,185.45,72.98,2.0,7.95,35.42,29.76,741.0,41.28,0.0,3.13,149.92,126.5,23-Jun-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
23-Jun-2019 - 00:00,5.66,4.76,2.03,46.48,23.22,66.05,1.02,99.45,27.74,0.99,1.72,32.97,30.25,741.0,49.3,0.0,4.84,203.7,123.57,24-Jun-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
24-Jun-2019 - 00:00,4.89,4.42,2.11,38.56,22.03,53.99,0.72,80.51,19.29,0.75,1.82,30.17,30.21,741.0,55.41,0.0,4.9,218.27,118.57,25-Jun-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
25-Jun-2019 - 00:00,8.72,6.56,2.24,36.79,37.74,75.25,0.71,91.89,38.15,1.09,3.32,34.01,30.15,741.0,48.8,0.0,2.26,182.44,115.56,26-Jun-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
26-Jun-2019 - 00:00,17.14,11.37,2.66,46.18,42.94,93.43,1.04,145.42,60.11,1.9,7.19,35.96,30.75,741.0,46.71,0.0,2.72,186.73,111.57,27-Jun-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
27-Jun-2019 - 00:00,38.49,26.89,7.76,39.2,42.84,79.02,0.98,241.62,59.69,2.19,7.83,35.27,31.01,741.0,43.34,0.0,3.33,219.65,109.16,28-Jun-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
28-Jun-2019 - 00:00,49.86,38.43,14.53,41.93,39.24,66.95,0.89,254.53,60.24,2.03,14.19,36.07,32.44,741.0,40.44,0.0,2.77,248.64,118.55,29-Jun-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
29-Jun-2019 - 00:00,33.11,31.37,16.81,38.99,39.51,75.36,0.89,289.7,57.66,1.76,10.6,37.8,31.47,741.0,38.49,0.0,2.58,231.07,118.65,30-Jun-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
30-Jun-2019 - 00:00,20.48,13.27,2.81,37.63,35.16,87.63,0.75,242.38,47.46,1.42,5.41,37.49,32.36,741.0,40.24,0.0,3.69,201.1,116.86,01-Jul-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
01-Jul-2019 - 00:00,11.68,8.08,2.18,43.57,32.61,91.89,0.82,167.25,50.6,1.41,3.11,35.75,32.02,741.0,46.48,0.0,2.83,185.56,115.55,02-Jul-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
02-Jul-2019 - 00:00,13.21,8.93,2.21,48.22,28.27,91.27,0.93,166.08,59.43,1.58,4.58,35.38,34.17,741.0,48.45,0.0,3.68,195.66,103.34,03-Jul-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
03-Jul-2019 - 00:00,11.07,7.87,2.32,39.54,23.14,56.29,0.75,94.79,28.88,1.15,3.08,34.11,32.93,741.0,49.75,0.0,3.37,231.68,106.05,04-Jul-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
04-Jul-2019 - 00:00,12.54,8.73,2.4,40.49,25.1,41.15,0.94,110.8,33.46,1.53,3.85,32.82,31.47,741.0,54.85,0.0,3.82,202.15,91.96,05-Jul-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
05-Jul-2019 - 00:00,23.11,16.3,4.81,55.48,20.66,16.56,0.99,60.79,35.07,1.6,8.33,28.41,29.74,741.0,64.48,0.2,2.59,199.8,37.2,06-Jul-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
06-Jul-2019 - 00:00,12.01,9.66,3.91,65.24,22.39,26.37,0.82,45.51,25.26,1.02,2.95,30.61,29.76,741.0,59.56,0.0,3.35,226.35,118.73,07-Jul-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
07-Jul-2019 - 00:00,8.23,6.35,2.3,44.72,17.7,56.9,0.81,56.31,28.82,0.9,2.91,32.26,32.49,741.0,55.49,0.0,2.02,184.07,101.95,08-Jul-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
08-Jul-2019 - 00:00,12.48,8.98,2.72,44.63,19.2,44.77,0.89,69.34,38.58,0.95,4.71,31.11,30.44,741.0,59.87,0.72,2.69,228.88,105.81,09-Jul-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
09-Jul-2019 - 00:00,11.72,8.89,3.02,55.75,16.81,32.03,0.83,54.49,32.63,0.83,4.41,29.59,28.56,741.0,62.89,0.01,2.46,229.3,77.5,10-Jul-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
10-Jul-2019 - 00:00,18.63,12.92,3.59,59.63,19.16,20.06,0.87,207.6,71.99,1.1,7.7,32.59,28.62,741.0,58.08,0.0,2.17,235.55,76.04,11-Jul-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
11-Jul-2019 - 00:00,13.91,10.18,3.34,60.93,20.15,27.38,0.75,164.97,62.41,0.97,5.38,33.1,29.09,741.0,56.85,0.0,2.93,233.26,92.69,12-Jul-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
12-Jul-2019 - 00:00,15.97,10.23,2.16,57.92,28.09,36.44,1.17,288.79,74.98,3.16,54.58,33.98,32.58,630.72,55.52,0.0,2.56,197.14,104.88,13-Jul-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
13-Jul-2019 - 00:00,25.27,21.83,10.03,54.1,24.09,14.71,0.93,221.64,60.05,0.99,5.94,31.58,32.42,618.0,56.3,0.0,3.26,300.89,70.5,14-Jul-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
14-Jul-2019 - 00:00,12.21,9.17,3.14,48.83,18.11,39.5,0.68,221.55,68.15,0.77,3.45,32.65,30.14,618.0,52.55,0.0,3.71,204.43,119.18,15-Jul-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
15-Jul-2019 - 00:00,5.19,4.03,1.56,48.78,19.86,44.64,0.66,60.64,37.14,0.59,2.41,27.2,30.31,618.0,61.5,0.0,3.89,140.5,6.86,16-Jul-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
16-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,17-Jul-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
17-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,18-Jul-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
18-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,19-Jul-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
19-Jul-2019 - 00:00,8.64,5.94,1.66,47.93,17.85,67.88,0.63,85.92,34.29,0.79,8.02,34.24,32.56,618.4,51.88,0.0,2.0,229.04,135.92,20-Jul-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
20-Jul-2019 - 00:00,13.75,9.54,2.59,62.77,18.23,41.96,0.75,86.27,41.09,0.94,4.01,31.94,32.48,618.78,57.82,0.0,1.84,213.99,103.76,21-Jul-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
21-Jul-2019 - 00:00,13.09,8.99,2.36,59.69,16.23,42.84,0.81,81.79,41.62,0.88,4.24,30.67,33.39,618.6,59.89,0.01,2.16,224.03,78.42,22-Jul-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
22-Jul-2019 - 00:00,8.22,6.35,2.31,59.4,16.2,46.3,0.8,79.97,41.03,1.11,6.85,32.95,32.22,618.26,56.79,0.0,1.94,241.25,116.27,23-Jul-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
23-Jul-2019 - 00:00,21.8,14.35,3.24,58.75,15.16,46.12,0.95,97.43,49.47,1.39,6.49,33.86,32.35,655.75,55.54,0.0,1.16,157.38,101.14,24-Jul-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
24-Jul-2019 - 00:00,16.88,11.25,2.66,63.54,21.15,45.89,0.76,82.81,41.77,1.26,8.21,30.86,31.24,767.36,59.69,0.0,2.29,227.25,64.15,25-Jul-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
25-Jul-2019 - 00:00,11.16,8.01,2.4,57.23,14.06,38.15,0.48,33.51,18.65,0.62,4.0,28.1,32.2,891.0,66.73,0.02,1.68,210.32,56.82,26-Jul-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
26-Jul-2019 - 00:00,4.97,4.58,2.25,48.6,12.7,37.55,0.56,22.96,14.5,0.56,3.74,28.0,31.74,891.0,67.44,0.07,2.69,249.21,68.33,27-Jul-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
27-Jul-2019 - 00:00,5.09,4.05,1.64,44.1,12.92,39.15,0.43,33.41,16.42,0.43,3.14,28.8,32.21,891.0,65.54,0.0,4.6,272.08,53.49,28-Jul-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
28-Jul-2019 - 00:00,5.32,4.66,2.11,39.74,11.63,35.12,0.53,35.18,15.34,0.56,3.14,29.5,32.19,891.0,63.88,0.02,4.31,281.5,77.4,29-Jul-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
29-Jul-2019 - 00:00,3.77,4.14,2.4,51.62,13.63,34.23,0.48,42.14,15.93,0.51,4.57,31.37,31.43,891.0,57.96,0.0,4.32,310.32,107.62,30-Jul-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
30-Jul-2019 - 00:00,4.85,4.91,2.65,62.87,14.78,33.14,0.58,44.25,22.24,0.67,3.07,30.53,32.29,891.0,61.05,0.0,2.91,266.54,80.71,31-Jul-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
31-Jul-2019 - 00:00,5.69,5.27,2.64,57.58,13.47,40.27,0.53,56.8,24.49,0.69,3.86,31.07,32.39,891.0,59.01,0.0,2.89,301.0,85.84,01-Aug-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
01-Aug-2019 - 00:00,5.2,4.55,2.07,57.09,11.49,43.47,0.98,57.97,29.22,0.73,3.43,31.73,32.66,891.0,57.83,0.0,2.97,324.12,107.52,02-Aug-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
02-Aug-2019 - 00:00,5.1,4.68,2.3,52.43,12.44,39.95,0.95,48.98,26.53,0.74,4.72,30.5,32.48,891.0,61.62,0.0,1.73,295.2,65.47,03-Aug-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
03-Aug-2019 - 00:00,6.37,5.32,2.27,47.51,11.9,31.78,0.91,40.22,26.52,0.92,6.16,28.75,32.38,891.0,67.14,0.1,0.73,288.17,46.95,04-Aug-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
04-Aug-2019 - 00:00,11.64,9.19,3.67,45.44,12.17,21.29,1.19,45.12,26.35,1.14,11.06,28.81,33.11,891.0,68.69,0.01,0.65,271.9,49.69,05-Aug-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
05-Aug-2019 - 00:00,10.25,6.99,1.92,66.53,8.44,32.03,1.0,64.9,39.39,1.2,7.63,31.44,32.63,891.0,62.87,0.02,0.83,313.04,94.55,06-Aug-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
06-Aug-2019 - 00:00,14.05,11.07,4.28,56.72,7.01,24.64,1.14,36.07,23.58,0.9,6.72,27.32,32.11,891.0,71.91,0.44,1.0,261.97,20.38,07-Aug-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
07-Aug-2019 - 00:00,7.93,6.81,3.2,43.29,10.66,27.52,0.86,37.48,17.56,1.05,7.91,29.09,33.24,891.0,65.41,0.01,1.16,289.21,79.32,08-Aug-2019 - 00:00,"Yamunapuram, Bulandshahr - UPPCB"
