from date,PM10,PM2.5,WD,WS,RH,SO2,NOx,NH3,CO,Ozone,NO,NO2,to date,station
04-Jun-2019 - 00:00,62.37,22.41,223.85,0.97,66.75,21.54,25.28,6.87,0.32,11.92,7.97,17.31,05-Jun-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
05-Jun-2019 - 00:00,,,,,,,,,,,,,06-Jun-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
06-Jun-2019 - 00:00,74.89,28.37,228.77,1.06,45.3,23.37,31.91,6.36,0.46,32.04,6.87,25.04,07-Jun-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
07-Jun-2019 - 00:00,,,,,,,,,,,,,08-Jun-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
08-Jun-2019 - 00:00,72.63,30.56,211.71,0.87,48.56,31.87,35.17,3.38,0.57,41.69,4.4,30.77,09-Jun-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
09-Jun-2019 - 00:00,41.64,15.42,233.34,1.07,63.16,27.74,19.35,2.08,0.27,28.56,3.78,15.56,10-Jun-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
10-Jun-2019 - 00:00,35.14,10.41,210.97,1.18,62.1,20.88,20.99,1.3,0.32,25.38,4.87,16.12,11-Jun-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
11-Jun-2019 - 00:00,46.08,10.41,213.83,2.27,58.89,22.22,24.48,2.36,0.44,33.06,5.96,18.53,12-Jun-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
12-Jun-2019 - 00:00,28.96,9.25,215.06,1.69,81.01,23.63,25.48,4.82,0.39,17.6,6.7,18.78,13-Jun-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
13-Jun-2019 - 00:00,47.81,14.45,223.63,2.12,82.11,23.92,21.4,5.06,0.33,8.8,7.66,13.75,14-Jun-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
14-Jun-2019 - 00:00,55.75,15.98,227.89,3.87,81.54,20.37,20.88,3.23,0.34,9.77,6.76,14.12,15-Jun-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
15-Jun-2019 - 00:00,67.67,17.38,229.08,1.26,74.41,20.52,23.64,2.86,0.31,7.0,9.2,14.44,16-Jun-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
16-Jun-2019 - 00:00,74.99,21.23,228.08,1.26,56.14,18.39,24.86,3.87,0.29,10.03,8.09,16.77,17-Jun-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
17-Jun-2019 - 00:00,65.87,17.8,230.92,1.16,65.81,18.39,19.28,3.53,0.26,8.94,6.44,12.85,18-Jun-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
18-Jun-2019 - 00:00,,,,,,,,,,,,,19-Jun-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
19-Jun-2019 - 00:00,74.67,25.47,,1.23,61.02,21.98,27.6,5.36,0.32,13.55,9.09,18.51,20-Jun-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
20-Jun-2019 - 00:00,,,,,,,,,,,,,21-Jun-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
21-Jun-2019 - 00:00,,,,,,,,,,,,,22-Jun-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
22-Jun-2019 - 00:00,,,,,,,,,,,,,23-Jun-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
23-Jun-2019 - 00:00,,,,,,,,,,,,,24-Jun-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
24-Jun-2019 - 00:00,,,,,,,,,,,,,25-Jun-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
25-Jun-2019 - 00:00,,,,,,,,,,,,,26-Jun-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
26-Jun-2019 - 00:00,,,,,,,,,,,,,27-Jun-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
27-Jun-2019 - 00:00,,,,,,,,,,,,,28-Jun-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
28-Jun-2019 - 00:00,,,,,,,,,,,,,29-Jun-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
29-Jun-2019 - 00:00,,,,,,,,,,,,,30-Jun-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
30-Jun-2019 - 00:00,,,,,,,,,,,,,01-Jul-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
01-Jul-2019 - 00:00,,,,,,,,,,,,,02-Jul-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
02-Jul-2019 - 00:00,,,,,,,,,,,,,03-Jul-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
03-Jul-2019 - 00:00,,,,,,,,,,,,,04-Jul-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
04-Jul-2019 - 00:00,66.5,25.0,238.91,1.68,80.93,50.72,48.27,167.21,1.61,4.23,33.7,15.44,05-Jul-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
05-Jul-2019 - 00:00,,,,,,,,,,,,,06-Jul-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
06-Jul-2019 - 00:00,,,,,,,,,,,,,07-Jul-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
07-Jul-2019 - 00:00,,,,,,,,,,,,,08-Jul-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
08-Jul-2019 - 00:00,32.25,12.02,,12.58,79.21,18.8,42.08,0.59,0.53,6.12,26.53,15.55,09-Jul-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
09-Jul-2019 - 00:00,50.8,11.46,,45.43,,38.76,30.4,5.92,0.35,5.25,16.54,13.85,10-Jul-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
10-Jul-2019 - 00:00,34.66,16.04,,16.38,84.4,24.73,25.82,4.7,0.31,8.21,9.32,16.5,11-Jul-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
11-Jul-2019 - 00:00,25.2,14.17,,15.95,91.03,20.24,25.29,3.04,0.34,10.46,7.88,17.41,12-Jul-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
12-Jul-2019 - 00:00,79.7,17.0,12.16,,,19.8,24.9,1.13,0.35,6.36,8.77,16.13,13-Jul-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
13-Jul-2019 - 00:00,75.97,23.43,,5.08,,19.92,31.14,2.94,0.47,3.31,16.26,14.87,14-Jul-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
14-Jul-2019 - 00:00,63.68,16.76,,16.71,90.0,19.53,17.81,2.16,0.19,8.96,7.31,10.5,15-Jul-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
15-Jul-2019 - 00:00,107.53,21.64,4.5,45.47,,20.7,24.09,2.85,0.31,13.46,9.54,14.54,16-Jul-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
16-Jul-2019 - 00:00,106.55,26.28,,1.24,65.32,21.22,23.22,3.73,0.35,12.81,8.81,14.41,17-Jul-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
17-Jul-2019 - 00:00,66.94,23.47,1.0,10.59,,22.91,27.48,3.47,0.37,11.84,10.62,16.87,18-Jul-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
18-Jul-2019 - 00:00,68.41,23.59,200.0,22.14,,21.83,24.51,3.14,0.34,10.33,9.26,15.25,19-Jul-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
19-Jul-2019 - 00:00,65.65,19.03,132.96,13.27,,21.21,16.9,3.09,0.22,14.53,5.44,11.46,20-Jul-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
20-Jul-2019 - 00:00,55.0,12.65,,17.06,77.19,21.46,21.17,2.46,0.32,15.73,6.93,14.24,21-Jul-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
21-Jul-2019 - 00:00,28.65,9.17,213.0,19.1,89.98,20.5,18.05,3.92,0.19,15.73,6.1,11.96,22-Jul-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
22-Jul-2019 - 00:00,29.24,11.67,263.78,15.19,87.61,21.06,19.59,3.34,0.29,16.59,5.9,13.69,23-Jul-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
23-Jul-2019 - 00:00,53.91,22.87,,1.31,81.87,22.48,28.77,4.53,0.5,11.37,12.4,16.35,24-Jul-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
24-Jul-2019 - 00:00,,,,,,,,,,,,,25-Jul-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
25-Jul-2019 - 00:00,,,,,,,,,,,,,26-Jul-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
26-Jul-2019 - 00:00,,,,,,,,,,,,,27-Jul-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
27-Jul-2019 - 00:00,,,,,,,,,,,,,28-Jul-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
28-Jul-2019 - 00:00,,,,,,,,,,,,,29-Jul-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
29-Jul-2019 - 00:00,,,,,,,,,,,,,30-Jul-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
30-Jul-2019 - 00:00,,,,,,,,,,,,,31-Jul-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
31-Jul-2019 - 00:00,,,,,,,,,,,,,01-Aug-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
01-Aug-2019 - 00:00,,,,,,,,,,,,,02-Aug-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
02-Aug-2019 - 00:00,,,,,,,,,,,,,03-Aug-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
03-Aug-2019 - 00:00,,,,,,,,,,,,,04-Aug-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
04-Aug-2019 - 00:00,,,,,,,,,,,,,05-Aug-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
05-Aug-2019 - 00:00,,,,,,,,,,,,,06-Aug-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
06-Aug-2019 - 00:00,,,,,,,,,,,,,07-Aug-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
07-Aug-2019 - 00:00,,,,,,,,,,,,,08-Aug-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
08-Aug-2019 - 00:00,,,,,,,,,,,,,09-Aug-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
09-Aug-2019 - 00:00,,,,,,,,,,,,,10-Aug-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
10-Aug-2019 - 00:00,,,,,,,,,,,,,11-Aug-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
11-Aug-2019 - 00:00,,,,,,,,,,,,,12-Aug-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
12-Aug-2019 - 00:00,,,,,,,,,,,,,13-Aug-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
13-Aug-2019 - 00:00,,,,,,,,,,,,,14-Aug-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
14-Aug-2019 - 00:00,,,,,,,,,,,,,15-Aug-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
15-Aug-2019 - 00:00,,,,,,,,,,,,,16-Aug-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
16-Aug-2019 - 00:00,,,,,,,,,,,,,17-Aug-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
17-Aug-2019 - 00:00,,,,,,,,,,,,,18-Aug-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
18-Aug-2019 - 00:00,,,,,,,,,,,,,19-Aug-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
19-Aug-2019 - 00:00,,,,,,,,,,,,,20-Aug-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
20-Aug-2019 - 00:00,,,,,,,,,,,,,21-Aug-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
21-Aug-2019 - 00:00,,,,,,,,,,,,,22-Aug-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
22-Aug-2019 - 00:00,16.11,75.83,228.47,0.67,84.27,29.51,47.11,3.46,0.23,6.8,24.93,22.18,23-Aug-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
23-Aug-2019 - 00:00,20.95,107.86,230.73,0.73,80.51,,33.16,2.29,0.05,9.66,16.79,16.37,24-Aug-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
24-Aug-2019 - 00:00,17.72,111.84,227.55,0.84,81.06,,32.37,2.56,0.09,10.58,15.87,16.5,25-Aug-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
25-Aug-2019 - 00:00,21.0,98.02,227.06,0.78,79.39,,29.2,1.51,0.09,14.16,12.51,16.69,26-Aug-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
26-Aug-2019 - 00:00,15.0,120.79,227.29,0.87,72.93,,28.29,1.36,0.51,16.92,11.16,17.13,27-Aug-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
27-Aug-2019 - 00:00,17.84,108.48,224.57,0.95,76.94,,28.67,1.41,0.42,15.05,12.08,16.6,28-Aug-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
28-Aug-2019 - 00:00,96.83,37.96,221.57,1.07,80.48,23.85,28.59,1.32,0.45,14.65,12.05,16.54,29-Aug-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
29-Aug-2019 - 00:00,94.91,19.04,227.61,0.78,78.78,24.41,33.57,1.47,0.48,11.79,15.57,18.0,30-Aug-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
30-Aug-2019 - 00:00,91.6,18.57,230.41,0.84,81.79,25.08,24.39,4.74,0.53,11.72,11.42,12.96,31-Aug-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
31-Aug-2019 - 00:00,65.66,15.97,229.85,0.89,84.79,25.96,18.58,14.19,0.54,11.03,10.45,8.71,01-Sep-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
01-Sep-2019 - 00:00,32.68,11.88,223.68,1.06,87.12,26.26,12.97,14.92,0.38,12.27,8.17,4.8,02-Sep-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
02-Sep-2019 - 00:00,65.76,14.31,229.02,1.2,78.58,25.58,30.68,1.68,0.39,11.66,13.54,16.69,03-Sep-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
03-Sep-2019 - 00:00,51.64,13.95,233.09,0.99,84.07,25.95,27.55,4.34,0.41,12.28,12.84,14.71,04-Sep-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
04-Sep-2019 - 00:00,26.82,12.99,232.28,1.1,86.89,26.05,26.7,10.49,0.45,12.5,10.47,14.51,05-Sep-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
05-Sep-2019 - 00:00,24.14,11.94,230.88,1.06,87.79,26.1,19.48,10.36,0.39,11.89,10.2,11.46,06-Sep-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
06-Sep-2019 - 00:00,30.35,14.57,227.87,1.08,86.61,26.82,20.92,11.08,0.32,10.33,10.97,9.87,07-Sep-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
07-Sep-2019 - 00:00,24.15,11.39,231.27,1.05,90.21,25.58,28.83,9.75,0.32,8.54,15.64,12.49,08-Sep-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
08-Sep-2019 - 00:00,75.51,14.37,222.91,1.06,87.7,27.91,12.83,11.21,0.25,8.41,5.26,8.01,09-Sep-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
09-Sep-2019 - 00:00,61.6,13.42,228.52,1.15,82.42,25.51,15.38,10.85,0.26,12.75,6.06,8.41,10-Sep-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
10-Sep-2019 - 00:00,80.83,15.87,227.99,1.01,83.47,25.97,15.69,11.14,0.24,11.17,6.16,9.06,11-Sep-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
11-Sep-2019 - 00:00,114.25,19.98,227.95,0.98,77.45,25.98,14.49,10.28,0.24,13.01,6.89,9.6,12-Sep-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
12-Sep-2019 - 00:00,139.37,22.29,225.8,0.91,80.04,25.42,19.15,10.44,0.3,8.71,8.92,10.53,13-Sep-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
13-Sep-2019 - 00:00,140.65,19.55,228.68,0.88,78.62,25.87,16.97,11.6,0.3,9.35,8.21,10.43,14-Sep-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
14-Sep-2019 - 00:00,147.47,22.91,230.71,0.93,76.76,25.37,16.53,11.58,0.24,10.14,7.2,9.46,15-Sep-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
15-Sep-2019 - 00:00,110.7,18.03,228.72,0.91,78.02,25.48,12.88,11.51,0.19,10.72,5.53,8.04,16-Sep-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
16-Sep-2019 - 00:00,91.91,16.59,231.03,1.06,78.96,25.63,18.54,11.01,0.29,9.77,8.34,9.72,17-Sep-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
17-Sep-2019 - 00:00,118.68,17.37,224.02,0.94,71.48,25.56,15.66,11.76,0.27,12.34,5.35,10.85,18-Sep-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
18-Sep-2019 - 00:00,71.31,18.02,229.91,0.73,83.0,25.92,19.52,11.84,0.34,8.66,9.1,10.83,19-Sep-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
19-Sep-2019 - 00:00,74.88,15.92,228.69,0.85,84.97,28.23,21.68,12.46,0.33,9.87,8.41,13.94,20-Sep-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
20-Sep-2019 - 00:00,108.71,17.81,224.14,1.21,78.0,26.39,18.43,11.3,0.24,10.8,9.61,9.97,21-Sep-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
21-Sep-2019 - 00:00,105.82,12.05,223.31,1.06,76.76,25.35,13.35,11.73,0.21,10.42,6.64,8.07,22-Sep-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
22-Sep-2019 - 00:00,93.93,9.37,222.21,2.29,71.93,25.68,13.97,11.76,0.2,14.22,4.99,9.55,23-Sep-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
23-Sep-2019 - 00:00,102.84,12.95,219.34,1.1,71.67,27.05,26.55,8.54,0.23,18.13,12.92,15.58,24-Sep-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
24-Sep-2019 - 00:00,60.59,12.4,171.71,0.58,74.05,27.44,33.01,4.15,0.32,20.16,11.88,21.13,25-Sep-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
25-Sep-2019 - 00:00,74.92,8.48,228.62,0.83,76.83,27.46,46.1,4.95,0.46,14.33,16.26,29.85,26-Sep-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
26-Sep-2019 - 00:00,40.52,3.58,209.4,1.16,85.76,25.71,25.51,5.05,0.3,15.63,10.44,15.07,27-Sep-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
27-Sep-2019 - 00:00,67.0,4.81,214.25,1.02,84.05,25.7,18.98,5.05,0.18,11.39,9.35,9.63,28-Sep-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
28-Sep-2019 - 00:00,,,,,,,,,,,,,29-Sep-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
29-Sep-2019 - 00:00,,,,,,,,,,,,,30-Sep-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
30-Sep-2019 - 00:00,102.77,11.74,184.68,0.62,70.11,26.57,41.95,3.72,0.41,16.35,16.51,25.44,01-Oct-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
01-Oct-2019 - 00:00,121.14,10.65,214.93,0.76,73.06,26.21,33.47,5.39,0.36,4.76,12.76,20.71,02-Oct-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
02-Oct-2019 - 00:00,71.24,-14.45,207.77,0.61,77.39,27.05,37.12,5.67,0.41,0.88,17.01,20.12,03-Oct-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
03-Oct-2019 - 00:00,48.1,-14.52,191.65,0.55,83.75,26.14,23.08,4.72,0.34,0.83,7.94,15.14,04-Oct-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
04-Oct-2019 - 00:00,70.8,-10.04,173.81,0.5,74.76,25.9,25.68,2.83,0.44,0.9,7.86,17.83,05-Oct-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
05-Oct-2019 - 00:00,53.36,13.8,157.07,0.51,76.32,26.72,31.26,6.54,0.35,0.89,9.14,22.12,06-Oct-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
06-Oct-2019 - 00:00,45.9,9.93,173.69,0.41,87.21,26.15,33.44,5.84,0.58,0.89,12.01,21.42,07-Oct-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
07-Oct-2019 - 00:00,104.33,19.94,149.16,0.41,81.26,26.32,24.76,5.96,0.51,0.91,8.84,15.92,08-Oct-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
08-Oct-2019 - 00:00,75.34,22.33,135.64,0.65,72.57,27.01,20.45,1.03,0.29,0.91,2.13,18.41,09-Oct-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
09-Oct-2019 - 00:00,59.95,23.7,171.67,0.59,81.6,26.62,52.63,6.86,0.63,0.85,14.48,38.17,10-Oct-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
10-Oct-2019 - 00:00,42.38,13.06,159.49,0.49,79.28,28.3,32.86,7.02,0.3,0.87,7.92,24.94,11-Oct-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
11-Oct-2019 - 00:00,71.52,11.99,148.24,0.59,73.27,30.12,24.55,6.65,0.3,7.49,4.37,20.17,12-Oct-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
12-Oct-2019 - 00:00,98.65,17.74,166.13,0.54,75.42,33.78,28.66,4.05,0.36,23.93,5.91,22.75,13-Oct-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
13-Oct-2019 - 00:00,76.66,20.49,168.28,1.28,78.39,28.48,21.32,,0.27,31.19,2.87,18.45,14-Oct-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
14-Oct-2019 - 00:00,37.0,13.77,105.54,0.76,77.52,28.25,20.85,8.03,0.23,21.08,4.26,16.58,15-Oct-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
15-Oct-2019 - 00:00,89.61,22.01,88.13,1.87,72.04,27.57,24.24,6.92,0.3,1.06,7.08,17.17,16-Oct-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
16-Oct-2019 - 00:00,79.04,25.5,76.2,0.66,73.39,27.88,27.61,10.23,0.29,0.88,7.18,20.44,17-Oct-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
17-Oct-2019 - 00:00,63.87,18.82,77.38,0.84,73.64,28.49,27.64,13.5,0.27,0.88,6.91,20.73,18-Oct-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
18-Oct-2019 - 00:00,52.7,8.46,95.21,0.61,81.46,32.7,30.31,16.61,0.17,0.86,10.23,20.08,19-Oct-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
19-Oct-2019 - 00:00,94.26,15.99,150.71,0.52,71.97,29.45,43.99,8.57,0.44,0.88,12.92,31.08,20-Oct-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
20-Oct-2019 - 00:00,49.96,6.75,167.75,0.52,82.69,28.93,30.32,8.34,0.24,0.9,8.76,21.56,21-Oct-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
21-Oct-2019 - 00:00,20.68,3.92,169.0,0.48,78.75,30.42,43.52,7.01,0.46,0.89,10.5,33.04,22-Oct-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
22-Oct-2019 - 00:00,32.48,5.65,205.15,0.63,85.44,25.59,35.53,4.14,0.29,0.86,12.88,22.76,23-Oct-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
23-Oct-2019 - 00:00,57.17,4.19,222.29,0.93,82.18,27.0,31.6,3.79,0.33,0.89,12.4,19.21,24-Oct-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
24-Oct-2019 - 00:00,30.92,5.13,213.43,1.08,86.27,31.47,36.53,3.83,0.45,0.85,13.51,23.02,25-Oct-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
25-Oct-2019 - 00:00,32.24,6.38,192.09,0.99,86.94,29.05,28.65,4.86,0.24,0.94,11.85,16.8,26-Oct-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
26-Oct-2019 - 00:00,93.23,22.53,212.68,1.23,74.84,24.95,55.07,3.63,0.63,0.83,20.3,34.78,27-Oct-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
27-Oct-2019 - 00:00,,,,,,,,,,,,,28-Oct-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
28-Oct-2019 - 00:00,,,,,,,,,,,,,29-Oct-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
29-Oct-2019 - 00:00,125.85,20.59,87.32,0.5,56.87,27.5,36.68,14.51,0.25,0.91,8.98,27.7,30-Oct-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
30-Oct-2019 - 00:00,87.0,11.97,85.67,0.66,72.69,26.28,26.53,7.93,0.21,0.89,7.67,18.86,31-Oct-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
31-Oct-2019 - 00:00,99.0,14.66,105.51,0.55,72.87,26.48,38.43,7.08,0.31,0.97,12.12,26.31,01-Nov-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
01-Nov-2019 - 00:00,92.87,10.86,179.88,0.67,78.49,27.68,38.07,7.75,0.38,1.0,16.49,21.58,02-Nov-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
02-Nov-2019 - 00:00,135.41,23.05,177.73,0.58,69.04,28.96,46.42,7.81,0.41,1.0,22.67,23.76,03-Nov-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
03-Nov-2019 - 00:00,,,,,,,,,,,,,04-Nov-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
04-Nov-2019 - 00:00,57.32,21.72,121.66,0.52,46.77,23.63,15.69,9.73,0.12,0.93,4.45,11.23,05-Nov-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
05-Nov-2019 - 00:00,110.84,32.26,162.2,0.49,60.37,25.07,43.36,10.01,0.47,0.99,9.32,34.05,06-Nov-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
06-Nov-2019 - 00:00,153.85,46.32,177.45,0.41,72.94,25.06,38.46,12.27,0.43,0.95,12.78,25.67,07-Nov-2019 - 00:00,"Deshpande Nagar, Hubballi - KSPCB"
