from date,NO2,NO,NOx,SO2,CO,PM2.5,AT,RH,WS,VWS,WD,BP,SR,RF,Benzene,Toluene,Ozone,to date,station
25-Apr-2019 - 00:00,47.43,12.6,35.27,14.92,2.75,127.69,35.2,42.48,0.52,-0.28,111.25,745.95,150.19,0.0,0.6,1.93,52.0,26-Apr-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
26-Apr-2019 - 00:00,39.27,6.81,25.27,12.65,1.21,162.92,35.53,39.19,1.1,-0.19,133.59,744.98,174.8,0.0,0.44,2.28,53.6,27-Apr-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
27-Apr-2019 - 00:00,21.12,2.12,12.82,11.3,0.9,41.9,34.92,31.62,2.07,0.05,165.3,744.74,177.77,0.0,0.32,0.88,50.5,28-Apr-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
28-Apr-2019 - 00:00,23.38,2.16,13.34,11.4,1.06,73.98,34.44,28.69,2.37,0.16,199.0,744.17,189.25,0.0,0.43,1.04,46.53,29-Apr-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
29-Apr-2019 - 00:00,27.46,4.75,17.6,11.79,1.42,70.66,34.73,29.12,1.33,-0.07,199.0,744.24,171.43,0.0,0.34,1.23,49.46,30-Apr-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
30-Apr-2019 - 00:00,68.43,23.2,53.56,19.83,2.58,157.76,35.18,33.32,0.45,-0.31,196.36,743.52,160.47,0.0,0.51,2.31,43.82,01-May-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
01-May-2019 - 00:00,42.04,3.57,25.26,15.41,1.88,215.92,34.54,41.35,0.64,-0.32,178.17,742.97,149.9,0.0,0.41,1.42,45.42,02-May-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
02-May-2019 - 00:00,37.95,4.39,23.52,11.48,1.4,92.7,35.29,37.51,0.98,-0.21,155.16,743.42,170.72,0.0,0.35,1.2,44.82,03-May-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
03-May-2019 - 00:00,28.46,5.98,18.29,9.89,1.37,45.04,34.97,39.57,0.94,-0.37,141.76,744.73,163.26,0.0,0.3,1.06,42.5,04-May-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
04-May-2019 - 00:00,25.91,3.12,16.07,10.68,1.74,44.36,34.46,42.71,1.08,-0.1,149.22,745.54,167.5,0.0,0.27,0.87,43.31,05-May-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
05-May-2019 - 00:00,21.61,2.09,12.67,12.01,1.01,47.3,34.48,32.11,1.85,0.06,159.0,745.97,271.97,0.0,0.26,0.93,48.89,06-May-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
06-May-2019 - 00:00,19.19,1.98,11.31,8.12,1.31,42.17,37.21,25.42,2.11,0.18,147.92,743.7,162.22,0.0,0.68,58.63,55.63,07-May-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
07-May-2019 - 00:00,31.14,8.98,22.73,10.13,1.72,39.54,36.13,28.03,1.61,0.01,84.15,743.6,182.94,0.0,0.31,0.92,47.97,08-May-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
08-May-2019 - 00:00,31.06,3.58,18.11,10.34,1.54,52.84,36.75,30.03,1.65,-0.01,89.11,743.23,168.61,0.0,0.3,1.17,46.07,09-May-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
09-May-2019 - 00:00,21.3,2.11,12.63,11.31,1.21,86.48,36.32,30.44,2.16,0.17,159.0,743.12,236.97,0.0,0.27,0.71,50.07,10-May-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
10-May-2019 - 00:00,34.76,4.0,21.58,10.34,1.66,59.55,38.0,30.52,1.7,0.04,172.6,743.69,102.95,0.0,0.39,0.96,37.95,11-May-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
11-May-2019 - 00:00,35.5,3.07,20.98,11.14,1.78,55.1,38.59,31.35,1.02,-0.24,181.0,744.54,173.28,0.0,0.44,1.31,39.07,12-May-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
12-May-2019 - 00:00,18.57,2.37,11.55,10.68,1.45,51.93,38.0,34.34,1.96,-0.19,141.0,744.47,206.88,0.0,0.39,0.77,61.6,13-May-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
13-May-2019 - 00:00,22.72,2.34,13.01,9.86,1.72,34.0,38.46,34.34,1.17,-0.27,141.0,744.53,211.99,0.0,0.37,0.72,64.23,14-May-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
14-May-2019 - 00:00,16.35,1.96,9.56,10.7,0.86,33.12,37.1,36.14,0.7,-0.28,140.96,744.67,148.24,0.0,0.35,0.79,60.35,15-May-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
15-May-2019 - 00:00,24.73,2.12,14.77,13.2,1.77,63.45,37.69,36.84,0.1,-0.28,140.71,745.02,182.8,0.0,0.37,1.1,61.79,16-May-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
16-May-2019 - 00:00,17.53,7.77,15.18,10.44,1.02,41.58,35.59,35.46,0.2,-0.21,190.85,745.32,164.94,0.0,0.44,0.83,54.74,17-May-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
17-May-2019 - 00:00,19.59,2.0,11.53,10.23,1.37,59.84,35.38,34.93,0.44,-0.23,190.83,744.86,134.57,0.0,0.49,0.95,41.87,18-May-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
18-May-2019 - 00:00,15.97,1.99,9.68,8.17,1.33,47.23,32.51,46.8,1.04,0.13,187.94,745.2,8.61,0.0,0.42,0.99,41.43,19-May-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
19-May-2019 - 00:00,13.38,2.07,8.37,8.97,1.59,139.88,34.64,40.69,0.9,0.1,194.11,745.32,102.6,0.0,0.44,0.74,53.5,20-May-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
20-May-2019 - 00:00,19.05,5.57,13.59,10.06,2.06,75.41,38.09,35.14,0.61,-0.19,170.41,745.41,146.11,0.0,0.38,0.98,59.78,21-May-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
21-May-2019 - 00:00,22.47,2.76,13.66,9.29,2.05,84.98,37.2,32.76,0.76,-0.12,153.01,744.92,123.46,0.0,0.38,1.18,55.88,22-May-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
22-May-2019 - 00:00,22.03,2.26,13.43,10.49,2.25,54.61,37.34,33.81,0.54,-0.12,156.48,744.19,101.53,0.0,0.38,1.02,52.3,23-May-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
23-May-2019 - 00:00,22.34,2.38,13.42,10.5,1.66,51.14,37.87,34.73,0.45,-0.16,156.01,743.79,122.93,0.0,0.37,1.26,50.45,24-May-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
24-May-2019 - 00:00,15.68,1.92,9.21,9.56,1.65,48.46,37.19,38.98,1.06,0.14,155.09,743.86,99.39,0.0,0.34,0.82,52.42,25-May-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
25-May-2019 - 00:00,12.83,2.1,8.05,8.71,1.91,38.15,36.04,37.8,1.05,0.48,168.84,743.79,169.18,0.0,0.32,0.61,52.46,26-May-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
26-May-2019 - 00:00,13.54,1.94,7.89,8.74,1.19,35.98,36.23,34.82,0.2,0.25,168.16,743.52,175.4,0.0,0.3,0.61,54.45,27-May-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
27-May-2019 - 00:00,19.31,1.87,11.2,10.43,1.87,84.52,38.19,32.9,0.15,-0.16,159.62,743.26,178.92,0.0,0.53,0.98,52.73,28-May-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
28-May-2019 - 00:00,23.06,2.05,13.25,10.74,1.87,81.98,39.99,29.76,0.16,0.02,171.27,743.11,134.75,0.01,0.39,1.3,51.2,29-May-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
29-May-2019 - 00:00,43.61,7.34,27.42,12.11,2.77,84.76,39.62,32.44,0.31,-0.08,178.1,742.8,190.31,0.0,0.37,1.39,48.8,30-May-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
30-May-2019 - 00:00,32.94,3.09,19.16,11.84,2.68,98.58,38.35,37.24,0.49,-0.16,113.14,742.18,179.31,0.0,0.39,1.29,48.53,31-May-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
31-May-2019 - 00:00,29.79,2.58,17.76,9.78,2.01,57.27,34.72,42.78,0.57,-0.37,109.0,742.74,180.91,0.0,0.34,0.94,60.19,01-Jun-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
01-Jun-2019 - 00:00,23.29,2.15,13.82,9.2,1.35,46.49,36.48,47.01,0.71,-0.36,149.82,743.1,172.16,0.0,0.32,0.74,43.66,02-Jun-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
02-Jun-2019 - 00:00,19.08,2.22,11.33,9.44,1.58,67.16,39.41,48.4,0.79,-0.41,250.73,742.96,152.8,0.0,0.3,0.67,48.12,03-Jun-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
03-Jun-2019 - 00:00,18.23,2.2,10.94,8.02,1.5,43.15,37.35,44.26,0.93,-0.4,250.45,743.61,165.34,0.0,0.27,0.48,51.89,04-Jun-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
04-Jun-2019 - 00:00,25.02,2.3,13.11,10.33,1.92,153.21,36.97,44.74,0.33,-0.32,264.48,743.07,157.69,0.0,0.26,0.59,50.53,05-Jun-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
05-Jun-2019 - 00:00,19.31,2.25,11.94,9.74,2.02,115.94,38.37,44.32,0.29,-0.35,187.53,742.67,161.49,0.0,0.32,0.63,49.38,06-Jun-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
06-Jun-2019 - 00:00,17.65,2.19,10.76,9.44,1.76,172.21,39.06,46.27,0.36,-0.36,221.88,743.08,153.61,0.04,0.3,0.52,45.24,07-Jun-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
07-Jun-2019 - 00:00,21.59,2.25,13.15,7.94,1.83,49.58,38.25,49.42,0.22,-0.35,212.16,744.41,134.33,0.0,0.25,0.48,46.0,08-Jun-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
08-Jun-2019 - 00:00,26.07,2.81,15.32,9.3,2.15,70.03,39.15,43.57,0.13,-0.16,229.71,743.64,197.27,0.0,0.24,0.38,53.16,09-Jun-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
09-Jun-2019 - 00:00,24.75,2.22,14.59,10.2,2.08,78.79,39.83,42.32,0.14,-0.21,260.29,742.51,162.57,0.0,0.2,0.32,58.64,10-Jun-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
10-Jun-2019 - 00:00,21.61,10.14,19.06,10.75,2.13,51.67,38.84,42.83,0.38,-0.21,283.03,741.4,160.69,0.0,0.25,0.36,53.56,11-Jun-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
11-Jun-2019 - 00:00,21.25,12.54,21.35,11.58,1.2,33.89,36.78,46.44,0.59,-0.33,112.8,741.51,160.45,0.0,0.3,0.39,45.01,12-Jun-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
12-Jun-2019 - 00:00,24.46,3.97,16.24,7.65,2.03,43.2,34.27,47.74,0.68,-0.31,106.7,742.57,77.39,0.0,0.12,0.22,37.19,13-Jun-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
13-Jun-2019 - 00:00,29.58,3.42,16.27,9.31,2.37,132.06,34.28,46.85,0.17,-0.19,96.61,742.8,58.25,0.0,0.13,0.28,34.51,14-Jun-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
14-Jun-2019 - 00:00,17.37,2.69,11.24,7.71,1.71,94.5,36.85,39.45,0.28,-0.23,112.11,741.43,164.64,0.0,0.1,0.2,44.58,15-Jun-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
15-Jun-2019 - 00:00,17.71,3.11,11.71,8.57,1.34,98.22,38.28,31.18,0.61,-0.17,118.9,741.02,179.1,0.0,0.19,0.22,53.82,16-Jun-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
16-Jun-2019 - 00:00,9.55,13.32,7.49,7.26,1.02,35.1,36.17,39.12,1.46,-0.01,107.0,741.91,169.95,0.0,0.3,0.21,40.77,17-Jun-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
17-Jun-2019 - 00:00,9.07,2.59,4.78,6.49,1.13,58.9,36.5,49.09,1.1,-0.11,114.06,742.14,168.98,0.0,0.46,0.29,24.01,18-Jun-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
18-Jun-2019 - 00:00,11.27,2.47,7.94,6.82,1.33,64.21,38.18,44.68,1.3,0.08,127.92,742.64,135.75,0.0,0.44,0.39,40.61,19-Jun-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
19-Jun-2019 - 00:00,14.68,2.87,9.81,8.1,1.65,42.68,34.07,55.21,0.43,-0.11,109.03,743.34,45.2,0.0,0.49,0.58,35.72,20-Jun-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
20-Jun-2019 - 00:00,15.48,2.84,10.05,7.95,2.07,61.53,35.76,54.9,0.21,-0.12,152.59,743.32,179.48,0.0,0.47,0.49,41.45,21-Jun-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
21-Jun-2019 - 00:00,24.25,4.48,16.17,8.56,2.22,104.73,39.45,48.6,0.23,-0.23,273.35,743.09,92.57,0.0,0.59,0.6,46.95,22-Jun-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
22-Jun-2019 - 00:00,19.03,3.18,12.71,7.78,1.33,91.4,36.97,51.46,0.28,-0.33,155.34,743.35,98.89,0.0,0.62,0.61,37.56,23-Jun-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
23-Jun-2019 - 00:00,11.91,2.9,8.64,7.2,1.47,60.2,35.18,60.1,0.2,-0.24,130.97,743.56,96.94,0.0,0.73,0.68,28.59,24-Jun-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
24-Jun-2019 - 00:00,21.19,3.3,13.71,6.61,1.69,65.88,37.3,55.81,0.2,-0.2,188.81,743.69,134.79,0.03,0.98,0.9,60.94,25-Jun-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
25-Jun-2019 - 00:00,14.01,2.9,9.12,7.93,2.06,55.31,36.57,54.93,0.2,-0.22,210.31,743.3,125.03,0.0,0.73,0.64,23.87,26-Jun-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
26-Jun-2019 - 00:00,18.45,3.66,12.48,7.62,1.68,75.07,36.41,53.7,0.32,-0.25,222.73,742.11,136.61,0.0,0.65,0.65,22.93,27-Jun-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
27-Jun-2019 - 00:00,23.92,3.68,15.34,8.14,1.84,108.41,38.16,45.73,0.23,-0.24,202.98,740.72,162.01,0.0,0.81,1.22,36.88,28-Jun-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
28-Jun-2019 - 00:00,30.25,6.93,21.3,8.61,2.85,61.29,39.07,42.45,0.3,-0.13,196.52,740.24,186.91,0.0,0.89,1.03,68.46,29-Jun-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
29-Jun-2019 - 00:00,25.52,3.51,15.53,9.36,2.5,116.24,39.34,43.0,0.27,-0.18,159.86,740.23,180.78,0.0,0.75,0.75,35.68,30-Jun-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
30-Jun-2019 - 00:00,21.96,3.33,13.69,7.48,2.36,103.99,37.32,55.56,0.2,-0.26,154.94,740.99,96.86,0.02,0.71,0.87,39.22,01-Jul-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
01-Jul-2019 - 00:00,20.93,6.31,16.05,7.57,1.76,92.17,38.66,51.07,0.25,-0.24,144.45,741.19,163.74,0.0,0.73,0.86,35.39,02-Jul-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
02-Jul-2019 - 00:00,17.28,4.34,12.36,7.51,2.27,124.38,37.05,58.91,0.28,-0.24,189.57,741.44,127.73,0.26,0.91,0.93,24.52,03-Jul-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
03-Jul-2019 - 00:00,10.78,26.3,26.39,10.61,1.93,32.74,37.75,56.25,0.28,-0.31,241.89,741.55,173.46,0.0,0.99,0.91,22.96,04-Jul-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
04-Jul-2019 - 00:00,19.07,9.41,17.69,11.14,2.02,52.8,38.0,51.74,0.29,-0.28,189.83,741.09,183.1,0.0,1.04,1.0,29.49,05-Jul-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
05-Jul-2019 - 00:00,21.42,9.99,19.41,11.08,2.57,62.42,38.59,54.54,0.39,-0.29,174.56,739.76,172.25,0.1,1.13,1.14,27.72,06-Jul-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
06-Jul-2019 - 00:00,17.1,10.57,17.51,10.14,1.89,32.07,34.49,70.23,0.43,-0.18,178.56,739.74,88.43,0.0,1.11,1.08,74.79,07-Jul-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
07-Jul-2019 - 00:00,22.56,8.3,18.63,7.6,2.36,26.85,33.29,68.37,0.1,-0.19,181.98,740.24,92.29,0.05,0.9,0.9,8.03,08-Jul-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
08-Jul-2019 - 00:00,25.02,10.5,21.84,7.61,2.66,42.77,33.78,65.33,0.13,-0.23,154.24,740.62,113.45,0.3,1.31,1.09,69.02,09-Jul-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
09-Jul-2019 - 00:00,19.07,5.79,14.23,6.32,3.21,27.68,31.29,73.96,0.16,-0.17,217.28,740.52,81.87,0.0,1.21,0.93,3.01,10-Jul-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
10-Jul-2019 - 00:00,16.05,6.29,13.66,7.37,2.8,56.8,30.85,72.48,0.1,-0.05,212.0,740.21,89.1,0.0,0.63,0.62,29.09,11-Jul-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
11-Jul-2019 - 00:00,26.26,7.63,19.84,6.86,1.66,63.94,29.88,73.97,0.1,-0.11,200.12,740.97,100.06,1.36,0.6,0.6,169.46,12-Jul-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
12-Jul-2019 - 00:00,23.97,7.49,18.84,6.77,4.02,154.06,33.01,64.72,0.22,-0.14,216.17,742.0,99.83,0.0,0.69,0.81,137.73,13-Jul-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
13-Jul-2019 - 00:00,11.65,4.32,9.72,6.92,3.2,56.35,32.69,58.96,0.29,-0.16,225.66,741.84,126.48,0.0,1.79,1.49,200.56,14-Jul-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
14-Jul-2019 - 00:00,9.25,3.99,8.17,6.69,2.57,33.5,32.11,56.0,0.2,-0.02,184.52,741.45,228.5,0.0,1.6,1.2,19.46,15-Jul-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
15-Jul-2019 - 00:00,16.52,5.69,14.71,6.54,3.03,50.57,33.94,59.67,0.22,-0.08,175.2,741.14,171.76,0.11,1.73,1.42,92.63,16-Jul-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
16-Jul-2019 - 00:00,21.69,5.88,16.31,6.71,1.72,147.86,36.54,58.57,0.2,-0.23,102.64,742.93,205.43,0.0,1.91,1.73,33.37,17-Jul-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
17-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,18-Jul-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
18-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,19-Jul-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
19-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,20-Jul-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
20-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,21-Jul-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
21-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,22-Jul-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
22-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,23-Jul-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
23-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,24-Jul-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
24-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,25-Jul-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
25-Jul-2019 - 00:00,1.3,0.8,0.6,,,28.33,15.3,,0.2,1.2,31.0,,,0.0,,,0.0,26-Jul-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
26-Jul-2019 - 00:00,11.33,5.42,10.46,12.91,0.55,15.37,34.96,71.18,0.2,0.88,168.95,,36.5,0.0,2.36,1.93,17.41,27-Jul-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
27-Jul-2019 - 00:00,12.96,6.64,11.57,6.54,0.9,24.12,35.46,67.93,0.2,0.22,168.9,,120.29,0.0,1.96,1.74,24.69,28-Jul-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
28-Jul-2019 - 00:00,12.03,6.04,10.03,6.8,1.2,20.27,35.39,67.75,0.2,0.43,168.99,,116.66,0.0,2.09,1.73,27.48,29-Jul-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
29-Jul-2019 - 00:00,12.08,5.82,10.96,9.51,0.86,19.34,36.0,61.86,0.2,0.89,215.83,,147.81,0.0,2.05,1.78,25.81,30-Jul-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
30-Jul-2019 - 00:00,9.6,5.56,9.54,7.82,1.48,18.32,35.79,62.22,0.2,1.1,257.0,,145.82,0.0,1.97,1.73,55.38,31-Jul-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
31-Jul-2019 - 00:00,4.92,10.81,11.44,6.32,3.81,22.98,35.74,62.71,0.2,1.05,257.0,,240.03,0.0,1.99,1.76,70.8,01-Aug-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
01-Aug-2019 - 00:00,7.25,6.52,9.36,9.0,1.53,40.39,37.01,57.25,0.2,0.69,257.0,,419.04,0.0,2.24,1.77,33.52,02-Aug-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
02-Aug-2019 - 00:00,8.28,34.82,34.73,7.63,1.75,32.52,36.73,59.64,0.2,0.46,257.0,,247.79,0.0,2.15,1.87,65.82,03-Aug-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
03-Aug-2019 - 00:00,9.59,4.64,8.59,6.91,1.53,37.17,36.3,64.3,0.2,0.47,257.0,,150.47,0.0,2.54,2.08,50.87,04-Aug-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
04-Aug-2019 - 00:00,14.81,5.03,11.97,7.57,1.23,35.53,36.77,63.28,0.2,0.69,257.0,,176.22,0.0,1.4,2.0,86.39,05-Aug-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
05-Aug-2019 - 00:00,17.29,6.27,14.29,8.16,1.73,30.32,35.88,67.23,0.2,0.74,257.0,,96.39,0.0,1.41,2.22,68.8,06-Aug-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
06-Aug-2019 - 00:00,12.14,5.3,10.7,8.19,1.09,20.77,36.05,65.46,0.2,0.83,257.0,,164.61,0.0,1.42,2.05,30.28,07-Aug-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
07-Aug-2019 - 00:00,13.11,13.06,16.77,8.41,2.18,12.17,34.67,69.78,0.43,0.47,235.99,,136.53,0.34,1.64,2.33,31.92,08-Aug-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
08-Aug-2019 - 00:00,10.04,3.01,7.76,4.93,2.05,11.35,35.23,60.09,0.7,-3.42,242.09,,176.47,0.55,1.3,1.93,29.86,09-Aug-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
09-Aug-2019 - 00:00,7.95,2.75,6.24,4.32,1.39,17.75,34.28,66.12,0.4,-4.44,259.66,,101.98,0.3,2.75,1.89,33.41,10-Aug-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
10-Aug-2019 - 00:00,8.82,4.3,7.98,5.52,1.05,25.6,34.57,66.92,0.4,-2.1,268.94,,213.13,0.0,1.23,1.84,31.18,11-Aug-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
11-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,12-Aug-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
12-Aug-2019 - 00:00,29.21,15.18,27.88,7.3,4.86,20.97,36.99,56.28,0.21,-0.19,286.41,,239.47,0.0,1.47,29.8,28.12,13-Aug-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
13-Aug-2019 - 00:00,13.16,3.88,10.16,5.64,3.14,18.18,35.36,63.89,0.1,-1.76,312.01,,169.44,0.04,1.39,2.06,33.51,14-Aug-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
14-Aug-2019 - 00:00,7.48,2.93,6.36,5.11,2.39,18.53,35.0,65.59,0.1,-2.4,320.22,,152.42,0.01,1.35,1.98,30.95,15-Aug-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
15-Aug-2019 - 00:00,5.16,2.79,4.95,6.2,1.99,22.3,34.59,66.74,0.1,-3.52,315.49,,134.22,0.02,1.2,1.81,36.38,16-Aug-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
16-Aug-2019 - 00:00,8.74,3.68,7.62,5.78,3.76,13.44,34.59,64.98,0.16,-2.23,298.79,,163.56,0.04,1.19,1.79,25.85,17-Aug-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
17-Aug-2019 - 00:00,5.17,2.99,5.17,4.62,,12.14,34.36,66.57,0.3,-1.39,257.59,,241.88,0.0,1.09,1.6,26.29,18-Aug-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
18-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,19-Aug-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
19-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,20-Aug-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
20-Aug-2019 - 00:00,33.37,13.91,29.04,10.63,,23.79,34.37,66.79,0.3,-0.44,257.03,,43.66,0.0,1.16,1.86,18.43,21-Aug-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
21-Aug-2019 - 00:00,13.64,7.37,13.24,6.08,,30.83,33.26,72.37,0.3,-0.82,257.22,,61.98,0.29,1.11,1.81,23.9,22-Aug-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
22-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,23-Aug-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
23-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,24-Aug-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
24-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,25-Aug-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
