from date,AT,BP,RH,SR,WD,WS,PM10,PM2.5,Benzene,Toluene,NH3,NO,NOx,NO2,SO2,Ozone,CO,to date,station
20-Apr-2019 - 00:00,28.68,978.45,35.32,206.43,237.97,1.18,160.9,72.61,2.93,12.75,26.64,8.49,29.72,42.84,27.25,24.75,0.96,21-Apr-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
21-Apr-2019 - 00:00,30.9,976.69,31.01,215.6,252.72,1.4,166.8,62.0,3.83,24.28,22.65,25.99,46.58,47.72,21.87,21.86,1.82,22-Apr-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
22-Apr-2019 - 00:00,31.68,976.76,34.61,201.91,187.17,0.9,234.62,84.07,6.53,43.68,27.37,35.62,56.45,51.62,29.74,23.46,1.84,23-Apr-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
23-Apr-2019 - 00:00,33.57,977.76,31.72,213.35,206.03,1.18,236.77,80.74,5.3,42.22,18.85,28.2,45.74,42.77,26.16,22.42,1.31,24-Apr-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
24-Apr-2019 - 00:00,34.75,978.86,33.56,191.67,143.89,1.42,257.81,74.38,3.32,14.04,17.79,7.51,22.31,30.36,27.11,29.62,1.57,25-Apr-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
25-Apr-2019 - 00:00,33.84,978.79,38.29,169.4,106.13,1.28,275.42,75.46,2.55,11.77,20.39,7.08,21.77,29.98,22.57,30.32,0.64,26-Apr-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
26-Apr-2019 - 00:00,33.79,978.32,27.36,198.88,270.63,1.44,237.15,64.7,4.61,33.73,15.48,37.09,67.99,71.07,28.78,18.3,1.08,27-Apr-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
27-Apr-2019 - 00:00,34.64,977.63,20.57,218.84,275.85,2.3,281.0,59.43,2.95,20.12,14.03,11.75,33.73,45.36,22.81,20.47,1.12,28-Apr-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
28-Apr-2019 - 00:00,34.51,976.48,17.03,223.74,275.92,2.02,267.42,56.99,2.79,22.07,12.73,23.97,42.25,42.65,20.04,21.36,1.54,29-Apr-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
29-Apr-2019 - 00:00,34.48,975.65,17.17,216.15,267.36,1.32,231.59,61.12,3.66,29.96,14.21,36.29,59.02,55.33,24.99,23.36,1.34,30-Apr-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
30-Apr-2019 - 00:00,35.65,972.98,17.23,202.94,142.14,1.26,239.84,68.98,4.21,32.11,14.57,14.7,32.44,38.36,30.91,27.78,1.29,01-May-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
01-May-2019 - 00:00,33.84,972.29,26.33,174.96,208.88,0.86,321.82,99.21,4.69,22.41,18.64,10.36,32.48,45.17,33.89,35.33,0.83,02-May-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
02-May-2019 - 00:00,32.44,974.36,30.07,165.18,131.34,1.71,266.24,62.26,2.3,11.66,16.66,4.0,11.7,15.86,23.48,30.89,0.61,03-May-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
03-May-2019 - 00:00,30.77,976.68,35.65,202.35,138.29,1.45,117.58,36.88,1.8,13.43,16.35,15.16,28.92,31.13,17.42,19.77,1.92,04-May-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
04-May-2019 - 00:00,30.16,978.69,35.86,283.88,260.27,1.51,174.64,68.86,4.34,27.66,24.51,17.23,40.38,49.52,19.69,8.95,1.13,05-May-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
05-May-2019 - 00:00,35.6,978.1,14.45,270.3,184.25,0.47,181.48,45.0,2.66,15.45,13.7,16.49,46.4,62.06,12.86,28.61,1.31,06-May-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
06-May-2019 - 00:00,33.59,976.01,15.17,212.51,254.07,2.11,244.55,73.52,5.53,31.8,14.95,29.85,51.23,50.23,19.9,32.9,1.21,07-May-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
07-May-2019 - 00:00,33.94,974.62,16.89,204.99,224.49,1.89,318.14,83.65,4.69,38.29,15.77,26.03,53.06,59.96,17.81,21.89,0.71,08-May-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
08-May-2019 - 00:00,34.91,974.61,17.73,205.81,232.83,2.4,364.06,85.55,5.17,43.45,15.23,38.6,60.49,54.55,16.78,21.14,0.97,09-May-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
09-May-2019 - 00:00,35.81,973.86,17.39,198.11,235.57,2.77,382.52,84.98,3.08,17.92,14.83,10.31,29.78,40.14,14.28,25.3,0.7,10-May-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
10-May-2019 - 00:00,35.7,974.79,17.37,205.41,249.59,2.57,285.52,53.38,1.46,6.92,12.53,5.83,18.88,26.62,13.75,30.29,0.28,11-May-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
11-May-2019 - 00:00,33.12,977.09,27.31,196.77,253.18,1.62,324.38,101.14,3.09,20.34,16.13,7.61,30.66,46.01,24.75,30.28,1.13,12-May-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
12-May-2019 - 00:00,32.86,976.81,28.58,178.75,263.02,2.16,535.69,188.08,2.93,14.18,15.09,6.97,26.52,39.15,19.57,31.69,0.62,13-May-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
13-May-2019 - 00:00,32.69,975.5,30.01,159.01,229.9,1.76,286.02,139.8,3.3,10.66,17.04,3.95,19.13,29.91,30.23,44.95,0.49,14-May-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
14-May-2019 - 00:00,30.65,976.52,38.26,197.77,217.87,1.16,101.67,48.01,2.09,16.01,14.81,12.36,29.95,37.36,14.03,31.86,0.62,15-May-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
15-May-2019 - 00:00,28.9,977.78,48.81,154.23,128.27,1.25,156.26,63.85,3.51,28.68,20.27,11.6,29.72,38.1,19.91,20.44,1.29,16-May-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
16-May-2019 - 00:00,30.53,978.39,41.53,164.17,205.83,1.48,228.1,53.48,3.06,27.39,26.61,16.72,40.2,49.99,15.77,33.53,1.53,17-May-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
17-May-2019 - 00:00,29.2,978.08,49.16,171.91,197.93,1.63,244.19,59.75,2.0,16.5,28.16,3.06,18.32,29.73,13.42,22.76,0.86,18-May-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
18-May-2019 - 00:00,27.45,978.06,61.42,225.91,255.56,1.8,93.49,32.95,1.66,10.92,31.33,4.72,22.2,34.49,10.26,23.09,1.2,19-May-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
19-May-2019 - 00:00,31.77,978.23,37.29,233.81,263.41,1.94,172.02,70.57,2.75,13.06,31.09,9.66,34.01,49.1,17.0,31.43,0.75,20-May-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
20-May-2019 - 00:00,33.69,978.55,29.85,217.61,252.7,1.76,201.12,73.17,3.44,18.74,30.24,8.01,36.88,57.05,20.92,26.17,0.84,21-May-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
21-May-2019 - 00:00,35.01,977.22,26.84,219.22,250.14,1.9,176.24,65.75,2.41,10.07,25.83,4.55,24.31,38.67,21.99,31.03,0.53,22-May-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
22-May-2019 - 00:00,32.98,975.7,34.64,95.91,234.8,1.4,172.41,45.49,2.49,12.48,25.04,5.68,29.61,47.05,13.72,20.18,0.67,23-May-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
23-May-2019 - 00:00,33.31,974.74,37.44,180.09,240.15,1.52,220.79,70.42,3.29,21.24,29.02,7.34,32.62,50.08,21.96,34.16,0.78,24-May-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
24-May-2019 - 00:00,30.01,976.39,51.54,197.44,272.93,1.71,120.04,41.71,3.25,25.25,35.45,11.22,32.18,43.34,14.86,16.25,0.75,25-May-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
25-May-2019 - 00:00,32.38,975.95,38.43,235.52,274.01,2.36,115.69,35.36,1.98,13.71,28.02,3.57,21.67,35.22,13.13,32.48,0.5,26-May-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
26-May-2019 - 00:00,33.52,974.41,28.63,236.47,282.87,1.86,129.28,45.54,2.46,16.49,23.23,11.15,35.68,49.98,18.18,31.25,0.72,27-May-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
27-May-2019 - 00:00,35.55,974.07,22.43,227.22,271.16,1.88,138.8,42.72,3.3,25.3,22.05,14.69,45.57,63.19,17.64,26.86,0.75,28-May-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
28-May-2019 - 00:00,35.93,973.77,16.47,238.05,267.17,2.09,165.66,45.88,4.06,27.38,20.86,13.35,44.27,62.78,21.91,29.49,0.78,29-May-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
29-May-2019 - 00:00,36.52,972.32,19.67,226.08,258.98,1.56,166.35,49.56,4.25,27.55,23.74,19.55,51.62,67.06,21.71,29.74,0.95,30-May-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
30-May-2019 - 00:00,38.21,971.04,18.03,221.79,248.03,1.59,204.08,59.62,5.2,41.31,25.15,24.11,57.64,71.42,20.61,24.58,0.98,31-May-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
31-May-2019 - 00:00,38.45,971.37,17.11,213.2,239.57,1.83,290.21,56.33,2.54,15.86,23.91,9.02,32.69,47.68,16.29,29.81,0.7,01-Jun-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
01-Jun-2019 - 00:00,37.05,971.62,30.96,199.68,95.88,1.34,249.75,73.29,3.23,18.16,33.5,5.56,21.34,31.57,17.58,34.17,0.78,02-Jun-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
02-Jun-2019 - 00:00,36.53,971.77,43.48,196.53,72.34,1.68,208.25,64.62,1.99,5.3,44.86,0.77,6.88,11.75,10.54,31.35,0.6,03-Jun-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
03-Jun-2019 - 00:00,34.74,972.45,44.9,190.82,87.6,2.28,305.54,72.62,1.61,3.03,37.87,0.67,5.07,8.54,11.12,28.87,1.15,04-Jun-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
04-Jun-2019 - 00:00,34.96,972.82,42.18,195.97,87.11,1.74,149.5,48.08,2.43,8.69,28.89,0.78,8.3,14.52,13.25,35.0,0.87,05-Jun-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
05-Jun-2019 - 00:00,36.54,972.11,37.53,192.3,111.17,1.28,198.79,66.71,2.82,16.86,30.59,0.81,9.77,17.16,16.99,34.77,1.84,06-Jun-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
06-Jun-2019 - 00:00,37.03,972.39,30.47,186.48,159.47,1.51,205.21,65.08,2.31,18.52,25.56,2.16,15.61,26.06,20.8,31.7,0.52,07-Jun-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
07-Jun-2019 - 00:00,33.62,975.25,44.15,200.45,94.32,1.32,144.34,50.3,2.08,15.71,27.24,0.93,10.87,18.98,18.07,39.65,0.55,08-Jun-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
08-Jun-2019 - 00:00,36.53,973.64,36.65,205.49,189.68,1.05,150.09,48.36,3.1,27.32,31.65,6.35,27.42,41.86,16.04,35.12,1.58,09-Jun-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
09-Jun-2019 - 00:00,37.58,970.99,24.13,194.14,216.8,1.03,199.51,57.64,4.88,35.08,26.1,5.77,31.89,51.12,23.39,41.15,1.99,10-Jun-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
10-Jun-2019 - 00:00,39.25,968.28,18.57,178.33,224.3,1.33,165.07,40.0,3.26,23.24,19.36,14.06,38.75,51.1,18.72,38.57,1.95,11-Jun-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
11-Jun-2019 - 00:00,39.48,968.42,17.58,169.57,233.12,1.99,607.94,99.44,3.15,23.64,20.17,8.68,29.33,41.82,12.65,21.09,1.06,12-Jun-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
12-Jun-2019 - 00:00,35.11,971.22,36.77,194.44,129.58,2.21,276.66,60.19,1.58,11.78,28.56,1.19,7.7,12.71,10.03,36.99,1.19,13-Jun-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
13-Jun-2019 - 00:00,36.14,971.49,35.91,191.75,208.48,1.53,156.07,34.22,1.68,12.53,24.0,1.91,13.61,22.67,12.34,29.82,0.54,14-Jun-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
14-Jun-2019 - 00:00,37.41,970.29,24.5,215.01,254.26,2.51,177.86,36.55,2.64,18.4,20.12,9.35,29.78,41.69,14.3,30.69,0.73,15-Jun-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
15-Jun-2019 - 00:00,38.03,969.8,20.31,198.46,252.36,2.46,254.22,54.69,3.51,26.15,21.66,5.57,25.72,39.22,18.9,29.0,0.53,16-Jun-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
16-Jun-2019 - 00:00,31.88,971.89,48.43,108.58,248.24,3.59,137.6,28.54,0.92,7.92,24.58,2.61,8.75,12.46,10.05,24.76,0.47,17-Jun-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
17-Jun-2019 - 00:00,30.7,971.45,46.76,81.94,241.59,3.11,122.14,29.01,1.51,10.38,28.57,4.08,15.57,22.98,11.0,21.96,0.62,18-Jun-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
18-Jun-2019 - 00:00,28.04,973.18,59.23,182.85,251.96,2.05,76.9,22.76,1.65,19.5,22.12,10.83,30.31,40.36,9.8,21.3,1.37,19-Jun-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
19-Jun-2019 - 00:00,30.8,972.31,55.4,157.9,156.99,1.03,190.12,67.8,2.26,25.53,43.97,7.21,23.74,33.56,9.84,37.28,0.7,20-Jun-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
20-Jun-2019 - 00:00,32.13,973.39,50.96,210.23,116.65,1.0,116.54,39.28,1.14,9.4,32.18,1.65,12.36,20.77,7.43,36.24,0.48,21-Jun-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
21-Jun-2019 - 00:00,33.45,973.33,52.67,185.63,163.88,1.05,156.74,56.68,1.46,15.91,29.78,3.75,26.08,43.28,5.35,30.21,0.73,22-Jun-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
22-Jun-2019 - 00:00,35.12,972.62,38.82,214.96,241.7,1.29,145.64,49.81,2.34,23.3,40.25,4.83,27.67,44.67,10.22,41.55,0.62,23-Jun-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
23-Jun-2019 - 00:00,35.54,972.73,44.98,249.24,80.64,1.94,108.4,28.54,0.58,4.28,31.48,0.91,5.3,8.57,9.01,36.12,0.43,24-Jun-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
24-Jun-2019 - 00:00,30.72,974.82,66.07,138.23,71.85,1.67,62.17,18.12,0.64,6.51,10.49,0.91,5.8,9.5,5.48,21.03,0.43,25-Jun-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
25-Jun-2019 - 00:00,33.18,973.76,57.1,169.08,180.05,0.88,99.67,37.62,2.04,17.72,8.97,1.2,14.52,25.47,9.15,44.0,0.67,26-Jun-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
26-Jun-2019 - 00:00,36.1,970.91,43.68,197.78,248.0,1.23,127.74,46.71,1.93,16.65,19.46,4.96,25.81,40.94,8.84,34.7,0.86,27-Jun-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
27-Jun-2019 - 00:00,35.13,969.06,40.95,183.61,250.66,1.67,198.95,49.3,2.33,18.7,20.56,5.11,26.65,42.31,9.73,30.9,2.15,28-Jun-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
28-Jun-2019 - 00:00,35.87,968.07,36.51,178.68,262.17,2.22,232.65,45.71,2.18,14.43,19.26,5.07,24.46,38.13,14.16,23.46,0.56,29-Jun-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
29-Jun-2019 - 00:00,37.94,967.36,30.2,206.41,259.73,2.18,254.91,47.51,1.92,13.45,16.09,11.72,29.22,37.02,10.06,21.0,0.81,30-Jun-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
30-Jun-2019 - 00:00,37.75,967.79,32.4,192.9,243.29,1.8,263.57,60.41,1.89,15.41,17.21,6.52,21.83,31.04,11.64,22.93,0.6,01-Jul-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
01-Jul-2019 - 00:00,36.58,968.99,35.66,201.26,255.68,1.42,182.25,51.1,1.36,10.03,10.71,3.04,24.04,31.36,10.74,37.71,0.55,02-Jul-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
02-Jul-2019 - 00:00,35.37,970.05,44.72,171.03,236.46,1.67,229.61,63.8,1.34,9.52,18.32,1.48,13.94,23.94,10.05,44.44,0.63,03-Jul-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
03-Jul-2019 - 00:00,34.37,970.8,54.77,147.45,84.79,1.44,90.09,29.23,0.77,5.09,29.94,1.03,7.47,12.46,7.22,24.48,0.42,04-Jul-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
04-Jul-2019 - 00:00,31.37,969.58,74.11,101.7,169.87,1.35,76.5,28.12,0.77,14.87,17.74,14.11,26.68,28.5,7.48,16.53,0.9,05-Jul-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
05-Jul-2019 - 00:00,28.61,967.95,87.77,73.24,201.95,1.0,67.69,32.38,0.85,17.69,31.51,10.86,26.14,32.74,4.66,10.06,0.63,06-Jul-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
06-Jul-2019 - 00:00,30.71,966.78,75.37,206.47,104.26,1.32,49.41,23.54,0.67,9.34,40.32,2.12,9.58,14.73,5.18,16.46,0.53,07-Jul-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
07-Jul-2019 - 00:00,31.47,967.32,70.32,137.54,187.47,0.9,71.92,30.79,1.12,12.38,26.9,3.32,19.82,32.2,7.67,21.07,0.75,08-Jul-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
08-Jul-2019 - 00:00,32.64,967.67,66.42,163.14,175.47,1.3,123.88,43.78,0.67,9.79,22.52,2.92,17.12,27.75,7.63,21.44,0.63,09-Jul-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
09-Jul-2019 - 00:00,30.69,967.66,72.44,103.13,159.89,1.39,99.95,34.49,0.46,12.59,24.76,2.06,14.12,23.38,6.67,13.93,0.51,10-Jul-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
10-Jul-2019 - 00:00,33.05,966.74,64.01,158.9,184.98,1.5,271.74,61.07,2.25,11.68,24.75,4.99,16.89,24.13,7.05,13.29,0.68,11-Jul-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
11-Jul-2019 - 00:00,34.6,966.97,53.28,160.37,191.33,2.2,321.3,60.57,0.65,6.0,22.62,3.42,13.52,20.17,7.54,14.85,0.57,12-Jul-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
12-Jul-2019 - 00:00,34.0,969.47,57.03,137.17,193.95,1.81,294.98,57.44,0.61,6.6,27.11,4.34,13.28,18.28,6.24,10.32,0.4,13-Jul-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
13-Jul-2019 - 00:00,34.82,969.93,50.09,170.3,193.92,2.79,271.52,51.83,0.63,5.35,22.01,3.83,11.47,15.7,7.31,13.74,0.33,14-Jul-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
14-Jul-2019 - 00:00,33.45,969.0,53.55,145.55,169.74,2.03,267.41,59.38,0.74,5.35,19.16,3.13,11.58,17.04,9.79,14.8,1.35,15-Jul-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
15-Jul-2019 - 00:00,28.41,969.03,77.74,98.76,111.59,1.39,131.66,42.15,1.31,12.39,16.24,4.91,18.5,27.29,9.66,11.91,0.84,16-Jul-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
16-Jul-2019 - 00:00,28.11,972.17,80.29,140.97,85.86,1.33,62.58,29.5,0.86,9.16,20.23,1.96,13.49,22.34,6.65,17.8,0.95,17-Jul-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
17-Jul-2019 - 00:00,27.61,973.2,83.83,101.29,188.2,1.14,66.29,27.92,1.45,19.5,25.13,4.95,21.88,33.61,8.71,14.21,0.68,18-Jul-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
18-Jul-2019 - 00:00,26.59,973.09,90.93,90.74,191.79,0.93,51.99,23.73,0.94,14.15,19.12,6.75,20.29,27.83,7.23,13.75,0.6,19-Jul-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
19-Jul-2019 - 00:00,30.93,973.12,74.19,168.84,127.19,0.71,108.91,44.75,0.93,18.83,20.91,4.23,16.48,24.51,9.03,20.27,0.69,20-Jul-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
20-Jul-2019 - 00:00,30.61,973.82,77.54,151.78,152.77,0.85,97.65,35.7,0.57,14.66,23.66,9.7,27.76,37.41,7.26,12.08,0.81,21-Jul-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
21-Jul-2019 - 00:00,29.7,973.36,83.99,153.87,121.72,1.01,82.5,38.03,0.35,12.76,29.24,8.31,20.28,25.39,8.23,12.25,0.73,22-Jul-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
22-Jul-2019 - 00:00,30.99,972.28,80.73,168.25,128.57,0.75,92.75,42.99,0.45,19.01,26.86,8.85,24.21,31.92,8.96,12.86,0.86,23-Jul-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
23-Jul-2019 - 00:00,32.62,970.95,74.15,178.15,138.91,0.75,121.72,49.85,0.45,22.58,31.68,6.51,28.45,43.52,8.73,28.49,0.8,24-Jul-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
24-Jul-2019 - 00:00,31.56,969.48,77.05,154.21,177.29,1.15,106.69,42.08,0.27,9.32,30.48,2.48,13.48,21.6,8.54,22.14,0.5,25-Jul-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
25-Jul-2019 - 00:00,26.98,971.39,94.59,47.71,158.54,0.99,34.81,15.14,0.24,8.18,30.81,5.54,16.43,22.39,7.15,8.92,0.65,26-Jul-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
26-Jul-2019 - 00:00,27.26,969.49,95.6,93.08,137.09,1.04,34.42,17.71,0.6,13.56,21.87,3.61,15.04,22.71,6.97,12.36,0.53,27-Jul-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
27-Jul-2019 - 00:00,27.29,969.47,96.0,94.61,79.11,1.25,23.07,14.61,0.36,8.62,18.12,4.48,13.05,17.67,7.73,9.6,0.84,28-Jul-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
28-Jul-2019 - 00:00,28.97,971.38,88.0,134.38,77.26,1.54,27.69,12.0,0.29,4.17,19.5,2.27,7.62,10.91,6.88,10.34,1.77,29-Jul-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
29-Jul-2019 - 00:00,30.66,972.72,76.88,144.65,73.44,1.47,37.67,12.76,0.44,5.33,27.25,1.43,6.7,10.51,7.46,11.6,0.84,30-Jul-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
30-Jul-2019 - 00:00,30.15,972.39,79.04,119.09,55.57,1.18,56.64,20.8,0.79,8.97,34.74,1.45,10.48,17.56,6.09,11.81,0.47,31-Jul-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
31-Jul-2019 - 00:00,30.67,971.7,75.47,134.58,76.04,1.27,50.14,19.16,1.06,7.69,31.48,1.28,7.36,12.02,6.01,13.59,0.52,01-Aug-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
01-Aug-2019 - 00:00,31.28,971.2,73.84,174.12,93.55,1.15,55.5,25.37,1.0,7.1,27.8,1.53,7.76,12.41,7.81,15.74,0.57,02-Aug-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
02-Aug-2019 - 00:00,29.91,970.22,82.29,128.74,126.13,0.94,74.76,30.22,1.37,18.11,29.65,3.84,18.04,28.09,7.59,11.52,0.77,03-Aug-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
03-Aug-2019 - 00:00,28.39,970.16,91.44,90.64,110.55,0.84,55.41,25.15,1.02,17.59,27.63,4.94,16.88,24.12,7.07,8.69,0.77,04-Aug-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
04-Aug-2019 - 00:00,29.13,969.17,90.68,124.83,154.34,0.54,57.67,25.07,0.6,14.8,24.11,10.42,20.76,23.03,7.82,8.4,1.16,05-Aug-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
05-Aug-2019 - 00:00,30.48,967.69,87.7,178.04,125.67,0.69,68.98,32.23,0.4,9.6,25.08,5.32,14.48,19.1,7.21,10.95,0.94,06-Aug-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
06-Aug-2019 - 00:00,27.05,968.1,98.49,42.13,132.28,0.79,36.05,16.41,1.05,12.88,31.87,5.0,15.42,21.33,6.75,7.56,0.62,07-Aug-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
07-Aug-2019 - 00:00,29.37,967.98,84.1,158.86,119.03,0.91,44.45,17.28,1.64,21.4,19.27,9.2,18.28,20.24,4.88,9.88,0.73,08-Aug-2019 - 00:00,"Dr. Karni Singh Shooting Range, Delhi - DPCC"
