from date,PM2.5,PM10,NO,NOx,NO2,NH3,SO2,CO,Ozone,Benzene,Eth-Benzene,MP-Xylene,AT,BP,RH,WD,RF,WS,to date,station
08-Sep-2019 - 00:00,25.82,48.93,10.39,26.42,8.73,1.84,12.05,0.53,15.12,0.0,0.0,0.0,28.38,988.9,83.09,191.29,0.05,0.99,09-Sep-2019 - 00:00,"Railway Colony, Guwahati - APCB"
09-Sep-2019 - 00:00,22.91,43.27,8.76,23.63,8.66,2.03,12.11,0.56,15.56,0.0,0.0,0.01,27.83,986.6,85.17,207.99,0.07,1.02,10-Sep-2019 - 00:00,"Railway Colony, Guwahati - APCB"
10-Sep-2019 - 00:00,22.02,44.23,9.73,28.36,11.54,2.33,12.41,0.55,16.14,0.0,0.0,0.0,28.89,986.31,78.59,198.85,0.09,1.06,11-Sep-2019 - 00:00,"Railway Colony, Guwahati - APCB"
11-Sep-2019 - 00:00,34.03,59.42,8.09,24.9,10.83,2.51,12.45,0.57,16.45,0.0,0.0,0.0,28.57,991.54,84.02,206.82,0.03,1.06,12-Sep-2019 - 00:00,"Railway Colony, Guwahati - APCB"
12-Sep-2019 - 00:00,23.25,61.03,5.91,18.59,8.3,2.78,12.73,0.51,16.05,0.0,0.0,0.0,27.45,983.31,87.67,154.45,0.05,1.05,13-Sep-2019 - 00:00,"Railway Colony, Guwahati - APCB"
13-Sep-2019 - 00:00,18.38,29.5,4.7,15.26,7.06,2.33,12.86,0.47,16.16,12.35,46.88,46.88,25.6,983.85,91.78,195.41,0.05,0.77,14-Sep-2019 - 00:00,"Railway Colony, Guwahati - APCB"
14-Sep-2019 - 00:00,24.41,45.94,5.95,18.54,8.19,2.26,12.65,0.5,16.46,0.04,0.01,0.02,27.05,981.82,84.94,198.68,0.09,1.04,15-Sep-2019 - 00:00,"Railway Colony, Guwahati - APCB"
15-Sep-2019 - 00:00,19.09,40.77,5.09,14.2,5.43,2.08,12.72,0.47,17.41,11.48,60.66,60.66,28.13,992.05,81.12,221.69,0.16,1.56,16-Sep-2019 - 00:00,"Railway Colony, Guwahati - APCB"
16-Sep-2019 - 00:00,22.78,43.28,1.8,10.97,7.48,2.34,12.54,0.45,17.19,0.01,0.01,0.01,27.59,991.5,82.55,194.26,0.06,0.96,17-Sep-2019 - 00:00,"Railway Colony, Guwahati - APCB"
17-Sep-2019 - 00:00,26.26,49.43,9.45,26.31,10.06,2.39,12.45,0.62,16.91,0.01,5.26,5.25,27.15,983.79,84.5,175.87,0.06,0.9,18-Sep-2019 - 00:00,"Railway Colony, Guwahati - APCB"
18-Sep-2019 - 00:00,22.52,40.11,10.32,24.51,7.05,2.68,12.88,0.7,17.3,0.07,0.04,0.4,28.46,932.51,78.43,138.29,0.05,1.01,19-Sep-2019 - 00:00,"Railway Colony, Guwahati - APCB"
19-Sep-2019 - 00:00,34.9,72.97,12.67,36.24,14.4,1.9,14.02,0.58,17.27,0.3,0.28,0.14,29.4,975.76,73.47,155.31,0.06,0.82,20-Sep-2019 - 00:00,"Railway Colony, Guwahati - APCB"
20-Sep-2019 - 00:00,35.44,71.4,14.93,40.2,14.64,1.86,13.9,0.68,17.88,9.34,30.04,29.49,29.3,969.01,72.99,175.96,0.04,1.03,21-Sep-2019 - 00:00,"Railway Colony, Guwahati - APCB"
21-Sep-2019 - 00:00,32.67,64.32,8.18,27.66,13.29,2.16,13.49,0.51,17.47,0.34,0.13,0.1,28.96,990.46,73.27,138.19,0.02,0.93,22-Sep-2019 - 00:00,"Railway Colony, Guwahati - APCB"
22-Sep-2019 - 00:00,31.71,56.44,12.31,32.22,11.23,2.17,15.69,0.51,17.21,0.62,0.8,0.87,28.14,963.79,75.46,146.69,0.06,1.21,23-Sep-2019 - 00:00,"Railway Colony, Guwahati - APCB"
23-Sep-2019 - 00:00,11.74,21.53,2.59,10.02,5.36,1.8,13.25,0.35,17.16,0.29,0.19,0.17,26.16,928.14,85.67,179.34,0.05,1.12,24-Sep-2019 - 00:00,"Railway Colony, Guwahati - APCB"
24-Sep-2019 - 00:00,11.53,18.9,4.23,14.85,7.39,1.93,13.16,0.44,17.12,1.34,0.91,0.6,23.49,925.25,93.57,144.17,0.11,1.07,25-Sep-2019 - 00:00,"Railway Colony, Guwahati - APCB"
25-Sep-2019 - 00:00,15.35,26.21,8.06,19.86,6.17,1.63,13.24,0.52,17.36,0.47,0.51,0.18,23.45,927.66,92.6,142.82,0.06,1.03,26-Sep-2019 - 00:00,"Railway Colony, Guwahati - APCB"
26-Sep-2019 - 00:00,26.87,48.49,12.23,27.53,6.97,1.74,13.66,0.76,17.38,0.0,0.0,0.01,26.04,938.12,83.28,160.27,0.05,0.89,27-Sep-2019 - 00:00,"Railway Colony, Guwahati - APCB"
27-Sep-2019 - 00:00,21.89,42.96,12.68,32.05,10.46,1.35,13.71,0.6,17.24,0.0,0.01,0.01,26.31,914.07,81.91,149.43,0.05,1.02,28-Sep-2019 - 00:00,"Railway Colony, Guwahati - APCB"
28-Sep-2019 - 00:00,23.48,48.16,14.38,33.05,8.82,1.3,13.96,0.63,17.43,0.0,0.03,0.01,25.25,924.25,84.55,124.29,0.03,0.96,29-Sep-2019 - 00:00,"Railway Colony, Guwahati - APCB"
29-Sep-2019 - 00:00,22.25,38.3,11.16,28.37,9.39,1.31,13.75,0.54,17.4,0.0,0.0,0.0,25.33,927.05,84.93,163.46,0.09,0.78,30-Sep-2019 - 00:00,"Railway Colony, Guwahati - APCB"
30-Sep-2019 - 00:00,20.06,32.32,10.2,25.35,8.03,1.57,13.79,0.56,17.27,10.19,27.31,27.31,24.07,927.3,91.31,115.74,0.02,0.75,01-Oct-2019 - 00:00,"Railway Colony, Guwahati - APCB"
01-Oct-2019 - 00:00,10.84,20.97,5.75,16.77,6.86,2.38,13.67,0.53,17.4,0.0,0.0,0.0,23.32,919.03,93.12,92.3,0.1,1.27,02-Oct-2019 - 00:00,"Railway Colony, Guwahati - APCB"
02-Oct-2019 - 00:00,21.56,44.95,12.14,27.4,6.97,1.99,13.76,0.51,17.54,0.0,0.0,0.01,25.98,949.28,85.25,124.95,0.05,0.9,03-Oct-2019 - 00:00,"Railway Colony, Guwahati - APCB"
03-Oct-2019 - 00:00,29.06,60.16,16.43,36.37,8.79,1.44,14.48,0.77,17.8,0.0,0.0,0.01,26.81,960.11,80.89,174.22,0.11,0.87,04-Oct-2019 - 00:00,"Railway Colony, Guwahati - APCB"
04-Oct-2019 - 00:00,30.82,63.67,15.12,36.95,11.31,1.57,14.48,0.66,18.22,0.0,0.0,0.0,27.25,969.34,79.4,197.77,0.03,1.01,05-Oct-2019 - 00:00,"Railway Colony, Guwahati - APCB"
05-Oct-2019 - 00:00,40.57,75.24,20.75,48.72,13.72,1.85,14.91,0.65,18.5,0.0,0.0,0.0,27.26,992.13,81.85,173.15,0.01,1.08,06-Oct-2019 - 00:00,"Railway Colony, Guwahati - APCB"
06-Oct-2019 - 00:00,57.54,95.99,16.17,39.9,12.47,2.41,18.93,0.89,18.27,0.0,0.0,0.0,27.78,946.66,77.96,167.05,0.09,0.99,07-Oct-2019 - 00:00,"Railway Colony, Guwahati - APCB"
07-Oct-2019 - 00:00,28.67,51.89,4.95,20.6,11.66,2.02,14.75,0.65,17.92,0.0,0.0,0.0,26.88,903.55,81.09,116.37,0.08,1.0,08-Oct-2019 - 00:00,"Railway Colony, Guwahati - APCB"
08-Oct-2019 - 00:00,12.55,25.82,3.43,13.32,7.19,1.52,14.13,0.44,17.86,0.0,0.0,0.0,24.66,878.8,86.82,174.69,0.09,1.13,09-Oct-2019 - 00:00,"Railway Colony, Guwahati - APCB"
09-Oct-2019 - 00:00,18.31,32.21,5.79,17.48,7.44,1.28,14.02,0.45,17.9,0.0,0.0,0.0,25.29,892.87,83.03,176.02,0.11,0.93,10-Oct-2019 - 00:00,"Railway Colony, Guwahati - APCB"
10-Oct-2019 - 00:00,22.69,44.72,19.6,44.65,11.65,1.47,14.38,0.5,18.31,0.0,0.0,0.0,26.22,893.06,78.36,183.35,0.04,1.11,11-Oct-2019 - 00:00,"Railway Colony, Guwahati - APCB"
11-Oct-2019 - 00:00,31.57,62.03,29.27,63.4,14.34,2.02,15.28,0.72,18.48,0.0,0.0,0.0,26.39,882.71,78.14,192.02,0.13,1.0,12-Oct-2019 - 00:00,"Railway Colony, Guwahati - APCB"
12-Oct-2019 - 00:00,42.72,86.0,37.53,80.43,17.55,2.22,15.7,0.69,18.29,0.0,0.0,0.0,25.66,873.02,80.42,150.69,0.05,0.97,13-Oct-2019 - 00:00,"Railway Colony, Guwahati - APCB"
13-Oct-2019 - 00:00,61.17,107.31,43.99,94.19,20.53,2.61,16.46,0.76,18.37,0.0,0.0,0.0,26.34,901.9,75.23,133.24,0.07,0.95,14-Oct-2019 - 00:00,"Railway Colony, Guwahati - APCB"
14-Oct-2019 - 00:00,49.69,101.09,34.76,78.07,19.6,2.64,16.37,0.76,18.22,0.0,0.01,0.0,26.82,933.4,76.93,111.26,0.05,1.09,15-Oct-2019 - 00:00,"Railway Colony, Guwahati - APCB"
15-Oct-2019 - 00:00,43.06,69.32,16.09,44.65,17.02,2.27,15.62,0.76,17.92,0.0,0.0,0.0,27.19,918.7,78.45,109.24,0.04,1.1,16-Oct-2019 - 00:00,"Railway Colony, Guwahati - APCB"
16-Oct-2019 - 00:00,46.12,99.5,25.87,62.25,18.48,2.29,15.67,0.78,17.6,0.0,0.02,0.01,27.04,926.8,73.59,134.74,0.11,0.94,17-Oct-2019 - 00:00,"Railway Colony, Guwahati - APCB"
17-Oct-2019 - 00:00,47.72,93.56,32.05,74.84,20.73,2.37,15.17,0.82,17.8,16.54,26.08,26.04,27.38,930.72,76.49,126.46,0.01,0.94,18-Oct-2019 - 00:00,"Railway Colony, Guwahati - APCB"
18-Oct-2019 - 00:00,52.61,113.77,36.18,80.61,19.85,2.55,13.86,0.79,17.93,0.0,0.0,0.0,27.31,917.36,76.59,122.26,0.02,0.95,19-Oct-2019 - 00:00,"Railway Colony, Guwahati - APCB"
19-Oct-2019 - 00:00,49.84,103.8,34.78,78.39,19.88,3.6,14.08,0.8,18.18,0.0,0.0,0.0,27.49,937.12,76.51,123.83,0.08,0.94,20-Oct-2019 - 00:00,"Railway Colony, Guwahati - APCB"
20-Oct-2019 - 00:00,45.95,86.21,16.93,44.49,15.59,4.19,13.43,0.72,18.33,0.0,0.0,0.0,27.44,929.97,76.96,141.73,0.02,0.97,21-Oct-2019 - 00:00,"Railway Colony, Guwahati - APCB"
21-Oct-2019 - 00:00,58.49,96.32,10.94,28.6,9.95,3.35,14.17,0.71,18.97,0.0,0.0,0.0,26.14,977.32,79.6,212.38,0.02,1.68,22-Oct-2019 - 00:00,"Railway Colony, Guwahati - APCB"
22-Oct-2019 - 00:00,87.25,136.86,17.28,44.29,14.85,4.64,15.49,0.77,22.28,0.0,0.03,0.0,26.07,978.26,72.4,211.96,0.01,1.77,23-Oct-2019 - 00:00,"Railway Colony, Guwahati - APCB"
23-Oct-2019 - 00:00,89.41,149.44,28.91,71.47,22.41,6.47,15.86,0.98,20.88,0.0,0.04,0.01,25.25,919.31,72.65,141.57,0.03,0.83,24-Oct-2019 - 00:00,"Railway Colony, Guwahati - APCB"
24-Oct-2019 - 00:00,52.07,76.83,11.43,32.95,13.25,7.42,11.77,0.7,17.81,0.0,0.0,0.0,22.12,910.82,81.51,103.74,0.03,1.08,25-Oct-2019 - 00:00,"Railway Colony, Guwahati - APCB"
25-Oct-2019 - 00:00,10.23,16.5,7.91,22.34,8.73,6.61,9.64,0.36,17.76,0.0,0.0,0.0,19.73,922.24,92.14,93.25,0.04,1.4,26-Oct-2019 - 00:00,"Railway Colony, Guwahati - APCB"
26-Oct-2019 - 00:00,4.83,12.27,7.44,19.81,7.11,4.77,9.77,0.32,17.84,0.0,0.01,0.0,20.06,924.61,90.52,91.46,0.15,1.65,27-Oct-2019 - 00:00,"Railway Colony, Guwahati - APCB"
27-Oct-2019 - 00:00,129.68,165.73,24.25,47.77,7.41,4.3,9.84,0.49,17.89,0.0,0.01,0.01,22.11,925.66,86.27,113.14,0.07,0.79,28-Oct-2019 - 00:00,"Railway Colony, Guwahati - APCB"
28-Oct-2019 - 00:00,195.49,251.72,41.89,81.25,11.65,5.61,10.06,0.82,18.04,0.0,0.01,0.01,23.88,926.97,84.83,104.45,0.02,1.0,29-Oct-2019 - 00:00,"Railway Colony, Guwahati - APCB"
29-Oct-2019 - 00:00,63.78,104.46,30.21,64.15,13.6,4.55,9.93,0.76,18.33,0.0,0.0,0.0,24.69,903.51,81.84,98.8,0.04,1.05,30-Oct-2019 - 00:00,"Railway Colony, Guwahati - APCB"
30-Oct-2019 - 00:00,45.77,82.02,29.08,62.84,14.1,3.82,9.8,0.88,17.85,0.0,0.01,0.01,24.95,923.63,82.97,111.87,0.05,0.87,31-Oct-2019 - 00:00,"Railway Colony, Guwahati - APCB"
31-Oct-2019 - 00:00,50.79,143.85,21.64,50.87,14.33,4.52,9.67,0.9,18.11,0.0,0.07,0.12,25.27,915.54,80.5,111.27,0.07,0.96,01-Nov-2019 - 00:00,"Railway Colony, Guwahati - APCB"
01-Nov-2019 - 00:00,40.48,127.27,31.06,66.59,14.56,3.87,9.66,0.72,17.79,0.02,2.0,1.67,24.93,947.96,78.86,104.65,0.03,0.97,02-Nov-2019 - 00:00,"Railway Colony, Guwahati - APCB"
02-Nov-2019 - 00:00,47.52,106.39,40.41,84.27,16.75,3.54,9.83,0.79,17.83,0.03,5.88,3.85,24.78,918.64,78.89,98.71,0.01,1.04,03-Nov-2019 - 00:00,"Railway Colony, Guwahati - APCB"
03-Nov-2019 - 00:00,50.24,96.77,42.82,85.22,13.94,3.26,9.92,0.79,17.74,0.03,6.12,3.96,24.71,926.38,81.76,109.28,0.03,1.05,04-Nov-2019 - 00:00,"Railway Colony, Guwahati - APCB"
04-Nov-2019 - 00:00,49.29,131.69,41.04,84.87,16.36,3.31,9.88,0.82,17.89,4.05,5.99,5.18,25.03,907.53,80.18,114.19,0.12,0.89,05-Nov-2019 - 00:00,"Railway Colony, Guwahati - APCB"
05-Nov-2019 - 00:00,50.3,126.09,52.41,106.02,18.65,3.82,10.19,0.88,18.25,22.39,13.25,19.56,24.94,976.15,76.6,135.69,0.02,0.86,06-Nov-2019 - 00:00,"Railway Colony, Guwahati - APCB"
06-Nov-2019 - 00:00,41.37,75.08,29.17,61.83,13.0,3.97,10.04,0.71,18.19,12.53,6.93,9.48,23.46,974.97,83.74,134.74,0.04,0.91,07-Nov-2019 - 00:00,"Railway Colony, Guwahati - APCB"
07-Nov-2019 - 00:00,53.38,112.58,45.96,93.18,16.54,4.52,10.34,0.9,18.07,2.32,0.67,1.81,23.89,929.78,81.95,111.96,0.03,0.97,08-Nov-2019 - 00:00,"Railway Colony, Guwahati - APCB"
08-Nov-2019 - 00:00,47.49,101.22,27.52,58.42,12.34,4.3,10.15,0.86,18.05,3.12,0.79,2.12,24.17,910.5,82.29,111.03,0.04,0.98,09-Nov-2019 - 00:00,"Railway Colony, Guwahati - APCB"
09-Nov-2019 - 00:00,43.1,68.49,12.76,32.53,10.83,2.98,10.0,0.75,17.91,2.63,0.5,1.35,23.77,916.65,83.76,114.26,0.01,0.83,10-Nov-2019 - 00:00,"Railway Colony, Guwahati - APCB"
10-Nov-2019 - 00:00,15.88,27.39,11.01,27.6,8.88,2.96,10.11,0.53,18.07,1.97,0.4,0.96,22.41,918.4,86.48,94.1,0.07,1.23,11-Nov-2019 - 00:00,"Railway Colony, Guwahati - APCB"
11-Nov-2019 - 00:00,26.94,53.85,21.3,48.06,12.22,2.34,10.03,0.55,18.12,2.07,0.42,1.06,23.26,920.47,81.26,101.86,0.08,1.25,12-Nov-2019 - 00:00,"Railway Colony, Guwahati - APCB"
12-Nov-2019 - 00:00,67.13,115.92,49.63,96.04,13.6,5.71,10.43,0.97,18.18,4.15,1.22,2.07,23.3,921.84,82.44,128.56,0.0,0.82,13-Nov-2019 - 00:00,"Railway Colony, Guwahati - APCB"
13-Nov-2019 - 00:00,50.0,93.02,50.09,99.9,16.5,5.73,10.42,0.93,17.92,4.0,1.1,2.26,24.27,914.0,79.03,112.93,0.03,0.87,14-Nov-2019 - 00:00,"Railway Colony, Guwahati - APCB"
14-Nov-2019 - 00:00,52.04,98.97,41.26,83.67,14.88,5.23,10.35,0.98,18.18,4.62,1.13,2.04,24.28,926.53,81.44,93.75,0.02,1.06,15-Nov-2019 - 00:00,"Railway Colony, Guwahati - APCB"
15-Nov-2019 - 00:00,65.71,198.24,48.9,97.71,16.29,5.28,10.4,0.97,18.22,3.76,0.93,1.79,24.55,952.0,79.56,143.68,0.03,0.86,16-Nov-2019 - 00:00,"Railway Colony, Guwahati - APCB"
16-Nov-2019 - 00:00,62.57,138.62,67.13,130.94,19.35,5.0,10.3,0.91,18.18,2.5,0.71,1.74,24.36,926.98,76.25,157.47,0.02,0.96,17-Nov-2019 - 00:00,"Railway Colony, Guwahati - APCB"
17-Nov-2019 - 00:00,86.41,153.0,63.99,126.65,20.15,5.97,10.67,1.0,18.51,2.41,0.69,1.65,23.59,901.87,77.27,166.02,0.04,1.1,18-Nov-2019 - 00:00,"Railway Colony, Guwahati - APCB"
18-Nov-2019 - 00:00,108.33,175.21,35.73,79.86,19.81,7.78,10.49,1.18,21.97,2.48,0.66,1.59,23.19,924.99,78.42,153.78,0.04,0.77,19-Nov-2019 - 00:00,"Railway Colony, Guwahati - APCB"
19-Nov-2019 - 00:00,96.54,147.58,34.14,71.75,14.63,10.08,10.55,1.07,19.53,2.34,0.69,1.73,22.62,926.67,81.69,128.39,0.01,0.81,20-Nov-2019 - 00:00,"Railway Colony, Guwahati - APCB"
20-Nov-2019 - 00:00,53.09,99.4,19.13,46.64,14.22,6.38,10.01,0.65,18.16,1.65,0.3,0.84,22.2,923.45,79.68,103.31,0.03,1.05,21-Nov-2019 - 00:00,"Railway Colony, Guwahati - APCB"
21-Nov-2019 - 00:00,69.59,127.82,53.53,107.8,18.54,4.47,10.05,0.87,17.48,2.81,0.74,1.89,21.76,928.06,79.41,111.53,0.03,0.95,22-Nov-2019 - 00:00,"Railway Colony, Guwahati - APCB"
22-Nov-2019 - 00:00,69.62,126.63,55.14,108.3,16.56,5.92,10.48,0.93,17.72,2.48,0.74,1.88,22.08,932.82,77.98,124.05,0.02,0.77,23-Nov-2019 - 00:00,"Railway Colony, Guwahati - APCB"
23-Nov-2019 - 00:00,84.5,143.22,55.33,105.42,13.61,11.03,10.94,1.0,18.15,2.31,0.67,1.73,21.39,916.44,78.74,134.25,0.11,0.83,24-Nov-2019 - 00:00,"Railway Colony, Guwahati - APCB"
24-Nov-2019 - 00:00,83.27,138.63,63.23,119.03,14.22,11.67,11.03,0.93,18.05,2.01,0.47,1.25,21.75,925.82,77.18,125.48,0.09,0.76,25-Nov-2019 - 00:00,"Railway Colony, Guwahati - APCB"
25-Nov-2019 - 00:00,85.44,144.75,58.62,111.07,13.84,11.43,11.03,0.95,17.95,2.41,0.64,1.77,21.14,923.51,81.1,115.73,0.01,0.79,26-Nov-2019 - 00:00,"Railway Colony, Guwahati - APCB"
26-Nov-2019 - 00:00,93.31,166.8,54.59,104.33,13.72,11.74,10.91,1.1,18.15,2.5,0.77,2.08,21.75,930.35,79.98,112.64,0.01,0.77,27-Nov-2019 - 00:00,"Railway Colony, Guwahati - APCB"
27-Nov-2019 - 00:00,74.36,126.29,40.75,81.77,13.87,10.67,10.75,0.99,18.18,2.28,0.6,1.59,22.12,929.98,80.26,100.86,0.01,0.9,28-Nov-2019 - 00:00,"Railway Colony, Guwahati - APCB"
28-Nov-2019 - 00:00,50.5,136.76,46.64,91.35,13.78,10.39,10.8,1.05,18.28,2.16,0.6,1.62,21.82,894.98,80.62,101.96,0.08,0.99,29-Nov-2019 - 00:00,"Railway Colony, Guwahati - APCB"
29-Nov-2019 - 00:00,97.51,166.45,61.09,115.79,14.45,10.98,11.11,1.08,18.16,10.82,9.27,10.83,21.76,923.71,82.99,109.12,0.01,0.75,30-Nov-2019 - 00:00,"Railway Colony, Guwahati - APCB"
30-Nov-2019 - 00:00,98.2,166.22,54.54,103.94,13.45,11.88,11.05,1.13,18.22,1.97,0.65,1.73,22.08,927.85,77.99,169.28,0.05,0.84,01-Dec-2019 - 00:00,"Railway Colony, Guwahati - APCB"
01-Dec-2019 - 00:00,72.5,117.81,25.9,53.88,10.6,11.72,10.73,0.8,18.21,1.52,0.34,1.03,21.07,926.99,77.22,116.05,0.0,0.93,02-Dec-2019 - 00:00,"Railway Colony, Guwahati - APCB"
02-Dec-2019 - 00:00,70.31,114.84,21.66,44.7,8.51,10.38,10.81,0.69,17.99,1.36,0.32,0.84,19.41,930.06,82.74,118.17,0.01,0.76,03-Dec-2019 - 00:00,"Railway Colony, Guwahati - APCB"
03-Dec-2019 - 00:00,86.21,140.14,54.0,99.41,10.05,11.73,11.39,1.02,18.04,1.99,0.51,1.41,18.79,929.46,82.16,125.44,0.04,0.81,04-Dec-2019 - 00:00,"Railway Colony, Guwahati - APCB"
04-Dec-2019 - 00:00,92.12,162.4,71.75,130.21,11.6,11.62,11.58,1.15,17.97,2.62,0.93,2.74,19.45,932.28,78.24,122.99,0.0,0.84,05-Dec-2019 - 00:00,"Railway Colony, Guwahati - APCB"
05-Dec-2019 - 00:00,79.91,139.62,55.53,103.56,11.57,11.48,11.33,1.02,17.89,1.74,0.51,1.54,19.3,932.65,79.55,110.42,0.03,1.0,06-Dec-2019 - 00:00,"Railway Colony, Guwahati - APCB"
06-Dec-2019 - 00:00,89.75,165.62,48.29,91.28,11.21,12.63,11.3,1.05,17.95,1.97,0.52,1.52,18.7,915.32,79.14,115.98,0.05,1.01,07-Dec-2019 - 00:00,"Railway Colony, Guwahati - APCB"
07-Dec-2019 - 00:00,85.1,156.35,43.3,83.22,11.35,13.2,11.32,0.98,18.03,1.73,0.36,1.14,18.72,926.37,76.74,119.03,0.02,1.0,08-Dec-2019 - 00:00,"Railway Colony, Guwahati - APCB"
08-Dec-2019 - 00:00,101.8,168.24,45.47,86.88,11.43,12.78,11.39,1.07,18.02,2.12,0.44,1.36,18.55,912.22,74.66,119.28,0.02,0.87,09-Dec-2019 - 00:00,"Railway Colony, Guwahati - APCB"
09-Dec-2019 - 00:00,112.19,189.92,65.17,122.32,14.32,15.05,12.02,1.32,18.19,2.18,0.57,1.65,18.68,933.3,76.52,115.61,0.0,0.75,10-Dec-2019 - 00:00,"Railway Colony, Guwahati - APCB"
10-Dec-2019 - 00:00,151.17,214.71,44.3,85.31,11.74,19.95,12.22,1.35,18.42,2.4,0.53,1.16,19.26,929.87,76.99,135.97,0.02,0.64,11-Dec-2019 - 00:00,"Railway Colony, Guwahati - APCB"
11-Dec-2019 - 00:00,112.52,166.04,28.32,57.86,10.58,22.44,12.34,1.29,18.46,2.95,0.61,1.06,19.31,920.11,76.35,156.08,0.04,0.7,12-Dec-2019 - 00:00,"Railway Colony, Guwahati - APCB"
12-Dec-2019 - 00:00,131.91,170.65,27.23,55.15,9.74,19.32,12.27,1.25,18.35,2.42,0.33,0.65,18.13,919.4,80.29,131.74,0.02,0.76,13-Dec-2019 - 00:00,"Railway Colony, Guwahati - APCB"
13-Dec-2019 - 00:00,102.38,156.84,36.1,68.93,9.03,16.09,12.17,1.15,18.19,1.83,0.23,0.69,18.25,929.32,79.54,132.49,0.02,0.93,14-Dec-2019 - 00:00,"Railway Colony, Guwahati - APCB"
14-Dec-2019 - 00:00,115.44,166.19,47.63,90.61,11.59,17.84,12.44,1.13,18.35,1.93,0.29,0.94,19.24,911.06,76.72,171.61,0.07,0.79,15-Dec-2019 - 00:00,"Railway Colony, Guwahati - APCB"
15-Dec-2019 - 00:00,120.69,171.64,65.86,122.23,13.15,18.45,12.72,1.23,18.27,2.1,0.39,1.22,19.55,931.26,77.94,136.98,0.01,0.69,16-Dec-2019 - 00:00,"Railway Colony, Guwahati - APCB"
16-Dec-2019 - 00:00,134.54,201.77,40.41,78.74,11.57,17.61,12.05,1.13,19.58,4.14,9.55,10.1,19.83,884.33,79.79,160.85,0.04,0.66,17-Dec-2019 - 00:00,"Railway Colony, Guwahati - APCB"
17-Dec-2019 - 00:00,103.85,156.12,28.76,59.15,11.16,18.27,11.55,0.91,18.96,1.54,0.24,0.75,18.72,928.39,79.13,184.68,0.02,0.9,18-Dec-2019 - 00:00,"Railway Colony, Guwahati - APCB"
18-Dec-2019 - 00:00,125.63,187.28,38.73,77.18,12.7,18.08,12.01,1.15,18.21,1.63,0.28,0.82,17.53,927.66,80.69,157.17,0.03,0.83,19-Dec-2019 - 00:00,"Railway Colony, Guwahati - APCB"
19-Dec-2019 - 00:00,157.65,217.0,26.45,54.79,10.6,16.93,11.63,1.19,19.05,1.27,0.2,0.61,17.3,918.48,84.43,164.6,0.06,1.08,20-Dec-2019 - 00:00,"Railway Colony, Guwahati - APCB"
20-Dec-2019 - 00:00,127.69,186.59,27.54,54.89,9.04,18.18,11.47,1.3,18.2,1.3,0.23,0.68,16.42,924.79,88.25,217.21,0.03,0.85,21-Dec-2019 - 00:00,"Railway Colony, Guwahati - APCB"
21-Dec-2019 - 00:00,107.8,156.0,8.48,23.61,9.04,16.18,11.22,0.92,18.54,0.78,0.11,0.31,15.54,915.47,86.45,212.0,0.0,0.97,22-Dec-2019 - 00:00,"Railway Colony, Guwahati - APCB"
22-Dec-2019 - 00:00,117.8,172.54,12.32,30.06,9.18,16.17,11.49,1.02,18.21,0.83,0.1,0.27,16.0,909.43,87.63,167.68,0.03,0.77,23-Dec-2019 - 00:00,"Railway Colony, Guwahati - APCB"
23-Dec-2019 - 00:00,166.42,235.56,26.41,52.97,8.95,15.82,11.47,1.53,18.12,2.09,0.18,0.55,15.15,928.7,89.8,151.42,0.03,0.6,24-Dec-2019 - 00:00,"Railway Colony, Guwahati - APCB"
24-Dec-2019 - 00:00,178.43,257.26,47.24,87.58,9.37,15.99,11.87,1.89,18.03,3.61,0.31,0.91,16.28,931.65,85.07,153.88,0.01,0.59,25-Dec-2019 - 00:00,"Railway Colony, Guwahati - APCB"
25-Dec-2019 - 00:00,193.7,304.38,71.09,128.59,11.1,16.62,11.95,2.08,17.86,3.56,0.48,1.31,16.24,933.59,83.25,140.6,0.01,0.68,26-Dec-2019 - 00:00,"Railway Colony, Guwahati - APCB"
26-Dec-2019 - 00:00,186.87,267.99,72.16,132.12,12.72,15.5,12.22,1.97,18.01,2.45,0.49,1.35,16.17,927.86,83.37,139.18,0.03,0.73,27-Dec-2019 - 00:00,"Railway Colony, Guwahati - APCB"
27-Dec-2019 - 00:00,107.14,167.72,32.28,65.36,11.55,14.63,11.99,1.35,19.07,1.36,0.29,0.83,16.03,935.28,83.36,143.01,0.02,0.96,28-Dec-2019 - 00:00,"Railway Colony, Guwahati - APCB"
28-Dec-2019 - 00:00,131.4,186.58,35.33,70.45,11.61,15.12,11.99,1.31,19.71,1.12,0.23,0.64,15.68,913.34,81.98,153.72,0.03,0.91,29-Dec-2019 - 00:00,"Railway Colony, Guwahati - APCB"
29-Dec-2019 - 00:00,157.45,228.06,69.65,127.0,11.8,14.29,12.39,1.68,17.94,1.75,0.4,1.15,15.44,932.39,79.61,119.06,0.05,0.95,30-Dec-2019 - 00:00,"Railway Colony, Guwahati - APCB"
30-Dec-2019 - 00:00,164.6,259.05,77.73,142.02,13.46,13.84,12.52,1.85,19.55,1.9,0.5,1.55,15.94,931.51,78.61,138.36,0.02,1.02,31-Dec-2019 - 00:00,"Railway Colony, Guwahati - APCB"
31-Dec-2019 - 00:00,433.0,539.0,158.27,274.82,13.99,17.93,13.59,4.99,18.06,4.69,1.21,3.22,12.69,,86.32,128.81,0.0,0.48,01-Jan-2020 - 00:00,"Railway Colony, Guwahati - APCB"
