from date,Benzene,Eth-Benzene,MP-Xylene,Toluene,PM10,PM2.5,RH,SR,WD,WS,Temp,CO,NH3,NO,NO2,NOx,O Xylene,SO2,Ozone,to date,station
22-Nov-2019 - 00:00,12.64,20.13,4.68,19.76,126.96,87.58,67.68,88.3,221.28,0.39,24.04,1.35,23.87,36.48,64.54,63.48,8.75,13.88,25.24,23-Nov-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
23-Nov-2019 - 00:00,3.26,0.89,0.16,3.91,111.2,65.29,69.46,82.34,196.6,0.42,24.28,1.05,26.25,28.08,61.58,54.28,0.59,5.91,28.66,24-Nov-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
24-Nov-2019 - 00:00,8.18,10.46,2.09,12.62,104.56,63.92,66.54,85.55,198.88,0.35,23.9,0.91,19.66,21.65,52.04,44.37,4.43,4.83,30.32,25-Nov-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
25-Nov-2019 - 00:00,8.67,8.0,1.79,14.84,111.54,66.05,68.89,90.45,202.84,0.4,24.49,1.23,21.81,20.86,65.42,51.27,3.72,6.13,25.96,26-Nov-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
26-Nov-2019 - 00:00,9.48,9.7,1.74,7.0,136.3,80.68,68.86,86.42,205.21,0.44,24.26,1.35,30.06,34.04,62.44,59.76,3.53,7.25,26.85,27-Nov-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
27-Nov-2019 - 00:00,9.23,13.46,2.73,6.16,106.18,60.55,65.68,79.73,196.02,0.4,23.62,1.26,23.92,42.65,53.81,61.93,3.99,4.8,19.94,28-Nov-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
28-Nov-2019 - 00:00,10.17,11.95,2.85,15.43,122.21,54.96,66.97,84.85,206.47,0.42,23.93,1.37,34.49,51.11,59.35,72.97,5.26,5.2,22.21,29-Nov-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
29-Nov-2019 - 00:00,11.38,13.37,3.05,11.69,137.44,61.43,68.56,87.17,216.39,0.35,24.23,1.46,24.27,44.61,63.62,69.04,5.92,19.67,16.73,30-Nov-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
30-Nov-2019 - 00:00,10.13,9.96,2.23,14.55,120.88,58.12,70.25,90.32,183.28,0.4,24.54,1.21,26.31,63.83,73.38,89.51,4.41,6.53,22.12,01-Dec-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
01-Dec-2019 - 00:00,9.91,5.99,1.08,10.29,117.34,57.64,69.39,92.76,199.87,0.4,24.25,0.94,20.45,25.74,48.64,46.39,2.5,3.03,17.89,02-Dec-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
02-Dec-2019 - 00:00,14.53,22.01,5.4,16.48,105.89,51.44,69.52,79.32,228.03,0.44,24.7,1.08,19.61,73.41,51.11,93.41,10.24,7.77,17.04,03-Dec-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
03-Dec-2019 - 00:00,11.41,15.36,3.63,15.56,90.45,52.18,66.71,89.39,185.42,0.39,24.45,0.67,5.01,136.33,78.18,168.3,6.99,6.46,19.73,04-Dec-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
04-Dec-2019 - 00:00,6.81,9.31,2.26,8.21,84.43,46.87,64.76,83.25,159.49,0.43,24.01,0.49,20.64,32.2,31.46,49.42,4.12,4.28,32.04,05-Dec-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
05-Dec-2019 - 00:00,4.91,5.61,1.13,6.92,65.13,30.27,61.2,61.77,180.97,0.42,23.08,0.73,22.74,31.75,38.21,52.6,2.48,15.72,35.98,06-Dec-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
06-Dec-2019 - 00:00,2.71,0.22,0.04,2.19,77.2,34.89,58.12,72.2,174.76,0.49,22.26,0.35,18.94,3.53,40.99,24.1,0.21,13.82,53.39,07-Dec-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
07-Dec-2019 - 00:00,11.64,11.49,2.62,6.35,78.9,43.19,65.38,87.96,167.05,0.5,22.37,1.35,29.54,52.69,35.34,82.58,4.3,18.83,38.89,08-Dec-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
08-Dec-2019 - 00:00,9.09,6.19,1.24,7.67,89.79,51.54,61.76,85.97,189.21,0.38,20.98,0.88,20.48,25.3,41.66,55.69,2.57,10.97,32.6,09-Dec-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
09-Dec-2019 - 00:00,16.1,24.13,5.54,14.39,92.84,51.28,60.54,84.08,188.06,0.37,20.75,0.71,17.06,34.86,41.51,73.27,9.6,9.32,21.78,10-Dec-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
10-Dec-2019 - 00:00,12.46,14.98,3.72,13.27,92.16,54.46,63.01,86.65,178.97,0.35,20.96,1.05,30.61,31.33,50.02,76.12,6.44,9.24,23.53,11-Dec-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
11-Dec-2019 - 00:00,12.25,17.86,4.1,16.27,89.5,48.91,64.7,80.67,187.37,0.3,21.28,0.81,22.75,34.76,54.48,84.2,7.34,7.82,11.69,12-Dec-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
12-Dec-2019 - 00:00,8.99,10.91,1.81,16.89,83.89,43.84,69.01,87.72,195.65,0.43,22.32,0.78,28.21,19.79,56.77,62.23,4.39,7.29,10.1,13-Dec-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
13-Dec-2019 - 00:00,5.32,8.08,2.07,7.4,58.7,30.96,70.97,92.85,182.82,0.43,23.05,0.68,15.79,20.39,44.7,46.8,3.56,3.53,11.67,14-Dec-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
14-Dec-2019 - 00:00,3.49,0.72,0.11,8.35,64.06,40.45,71.71,86.29,185.61,0.33,23.06,0.95,25.32,20.61,59.49,60.7,0.59,4.31,6.11,15-Dec-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
15-Dec-2019 - 00:00,,,,,56.31,31.87,69.55,83.49,116.89,0.54,22.59,0.35,19.44,6.22,28.25,23.33,,3.63,12.96,16-Dec-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
16-Dec-2019 - 00:00,3.19,1.02,0.08,4.87,57.76,32.22,66.83,99.04,117.85,0.42,21.62,0.39,21.61,5.09,37.87,23.65,0.39,5.08,13.99,17-Dec-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
17-Dec-2019 - 00:00,2.5,0.56,0.05,2.69,73.84,37.9,66.38,90.55,142.05,0.47,21.53,0.39,14.56,4.47,33.23,20.57,0.22,15.62,15.38,18-Dec-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
18-Dec-2019 - 00:00,4.49,2.38,0.31,3.86,72.07,39.57,65.87,,143.6,0.4,21.29,0.65,20.59,10.46,41.42,37.51,0.85,10.0,24.23,19-Dec-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
19-Dec-2019 - 00:00,8.46,9.8,2.13,6.94,75.97,39.32,67.8,,172.79,0.36,21.76,0.67,24.52,57.51,47.6,78.36,3.92,6.42,31.26,20-Dec-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
20-Dec-2019 - 00:00,8.26,9.47,2.1,10.24,76.9,41.98,60.01,,185.83,0.35,21.72,0.92,23.93,47.84,44.97,65.82,4.17,4.54,29.31,21-Dec-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
21-Dec-2019 - 00:00,8.98,8.85,2.05,8.02,73.89,37.89,48.47,,182.43,0.37,21.95,0.45,23.57,47.57,50.52,70.79,3.69,7.87,28.13,22-Dec-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
22-Dec-2019 - 00:00,5.06,1.79,0.26,4.5,81.35,36.41,50.55,,160.55,0.36,22.63,0.39,26.39,5.24,45.05,30.39,0.75,11.78,31.45,23-Dec-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
23-Dec-2019 - 00:00,3.57,0.23,0.01,3.06,82.54,33.94,51.46,,178.78,0.43,23.02,0.7,19.68,7.14,44.8,33.56,0.11,11.31,38.51,24-Dec-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
24-Dec-2019 - 00:00,11.38,13.71,2.86,9.28,80.22,41.87,52.83,,183.09,0.46,23.47,1.16,19.47,63.96,62.5,87.08,5.43,9.57,23.66,25-Dec-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
25-Dec-2019 - 00:00,10.12,10.36,3.54,13.11,79.42,43.01,51.36,,191.75,0.38,22.91,0.69,19.58,37.71,53.49,58.36,6.38,5.2,17.59,26-Dec-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
26-Dec-2019 - 00:00,8.81,6.48,1.12,7.51,72.34,39.83,61.76,,130.34,0.37,21.49,0.77,23.36,16.2,42.89,34.97,2.6,3.65,9.07,27-Dec-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
27-Dec-2019 - 00:00,1.4,0.72,0.05,1.27,54.64,21.06,62.55,,127.81,0.5,19.88,0.41,18.65,9.95,44.27,31.57,0.32,22.24,31.89,28-Dec-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
28-Dec-2019 - 00:00,5.02,3.49,0.65,4.24,52.44,21.05,45.89,,181.99,0.53,18.35,0.99,15.86,38.72,32.5,54.96,1.5,7.59,38.76,29-Dec-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
29-Dec-2019 - 00:00,5.7,2.3,0.21,3.68,67.8,37.92,45.58,,184.6,0.48,18.13,0.91,15.89,35.74,42.21,56.07,0.88,10.74,33.68,30-Dec-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
30-Dec-2019 - 00:00,7.88,6.52,1.24,4.72,74.86,35.0,49.45,,166.93,0.44,19.29,1.09,21.66,35.48,45.98,64.17,2.34,7.31,29.81,31-Dec-2019 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
31-Dec-2019 - 00:00,4.79,2.62,0.1,7.53,,,53.25,,109.88,0.6,20.43,0.01,23.62,1.88,49.05,25.48,0.99,26.64,29.27,01-Jan-2020 - 00:00,"Opp GPO Civil Lines, Nagpur - MPCB"
