from date,NO2,NOx,NO,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,Xylene,Eth-Benzene,MP-Xylene,RH,WS,WD,SR,RF,to date,station
26-Apr-2019 - 00:00,14.36,16.44,9.37,19.82,7.43,0.92,41.71,57.0,148.55,1.05,30.8,0.21,0.14,0.15,27.24,1.77,246.43,400.41,0.0,27-Apr-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
27-Apr-2019 - 00:00,8.74,12.63,8.5,15.39,4.39,0.97,40.29,61.21,192.74,1.95,37.58,0.52,1.16,1.18,19.63,2.96,286.48,398.13,0.0,28-Apr-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
28-Apr-2019 - 00:00,7.22,12.01,8.47,13.51,4.16,0.97,42.59,65.11,196.04,1.74,45.2,0.44,0.85,0.94,15.71,3.01,297.52,434.74,0.0,29-Apr-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
29-Apr-2019 - 00:00,15.14,16.52,8.82,15.56,4.79,0.95,40.92,78.23,190.5,3.34,32.52,0.65,0.83,1.35,17.67,1.35,228.43,401.74,0.0,30-Apr-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
30-Apr-2019 - 00:00,19.8,21.75,12.24,20.29,4.55,1.2,32.95,79.04,223.49,5.44,42.45,0.91,1.37,1.93,17.41,1.34,169.62,391.65,0.0,01-May-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
01-May-2019 - 00:00,18.56,20.78,11.87,18.21,3.67,1.0,31.11,60.95,179.26,3.39,49.98,0.71,1.17,1.48,15.6,1.43,230.38,337.29,0.0,02-May-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
02-May-2019 - 00:00,14.0,16.29,8.91,20.38,4.89,1.0,44.23,86.5,201.82,3.79,39.34,0.64,0.95,1.3,32.43,1.33,209.58,274.44,0.0,03-May-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
03-May-2019 - 00:00,13.8,16.3,9.05,23.43,3.7,1.01,46.41,46.93,105.99,2.14,25.8,0.4,0.66,0.8,36.87,1.82,202.61,331.51,0.0,04-May-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
04-May-2019 - 00:00,8.58,12.59,8.58,16.38,3.55,1.01,52.43,40.77,103.04,2.16,29.57,0.42,0.89,0.92,20.42,2.16,270.25,374.43,0.0,05-May-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
05-May-2019 - 00:00,21.15,18.87,9.6,14.25,3.72,1.06,42.19,71.03,136.56,3.13,27.96,0.51,0.44,0.53,12.5,2.35,242.23,380.97,0.0,06-May-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
06-May-2019 - 00:00,19.06,20.82,10.33,21.62,3.85,1.05,34.25,119.77,147.22,2.27,27.86,0.54,0.45,0.77,11.5,2.33,219.38,382.13,0.0,07-May-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
07-May-2019 - 00:00,14.98,17.53,9.55,26.09,4.79,1.21,28.24,84.6,178.59,2.11,31.95,0.53,0.61,1.08,10.47,2.05,212.48,414.03,0.0,08-May-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
08-May-2019 - 00:00,9.56,10.55,7.99,22.97,4.2,0.99,43.35,83.94,256.84,1.26,34.12,0.29,0.38,0.59,12.22,2.42,249.07,350.26,0.0,09-May-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
09-May-2019 - 00:00,7.57,7.82,7.25,22.01,4.87,1.03,72.13,96.52,298.5,1.02,31.12,0.2,0.26,0.37,14.59,2.71,269.09,402.97,0.0,10-May-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
10-May-2019 - 00:00,7.26,7.44,7.18,26.03,5.69,1.09,72.45,61.72,195.89,0.99,32.15,0.26,0.29,0.33,17.25,3.04,271.05,363.8,0.0,11-May-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
11-May-2019 - 00:00,9.12,9.37,7.26,29.94,8.47,1.01,86.82,71.24,186.27,1.65,30.81,0.45,1.08,1.1,25.7,2.01,248.1,370.43,0.0,12-May-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
12-May-2019 - 00:00,10.15,10.4,7.24,30.66,8.43,0.96,83.03,128.46,282.3,2.24,41.13,0.45,0.79,0.99,28.06,2.32,249.01,175.98,0.0,13-May-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
13-May-2019 - 00:00,9.29,9.67,7.38,28.67,5.57,1.05,95.87,58.24,157.61,1.69,25.55,0.29,0.37,0.55,26.77,1.87,219.27,263.77,0.0,14-May-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
14-May-2019 - 00:00,9.77,10.11,7.34,39.19,6.11,1.04,97.47,34.7,86.08,1.34,36.53,0.34,0.67,0.73,37.51,1.84,260.98,332.88,0.0,15-May-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
15-May-2019 - 00:00,14.89,15.87,7.99,37.04,10.02,1.0,93.17,68.73,152.97,3.13,35.4,0.61,0.89,1.29,39.08,1.58,173.33,333.8,0.0,16-May-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
16-May-2019 - 00:00,9.8,10.2,7.4,30.68,6.38,1.02,85.69,61.13,170.37,1.21,26.53,0.3,0.44,0.58,35.59,2.06,208.48,352.52,0.0,17-May-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
17-May-2019 - 00:00,8.92,9.31,7.39,32.85,5.06,1.08,83.09,55.89,150.53,1.33,25.33,0.32,0.53,0.66,39.1,2.2,220.17,272.24,0.0,18-May-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
18-May-2019 - 00:00,13.39,14.56,8.17,38.3,5.65,1.06,89.19,34.62,62.54,1.59,24.27,0.32,0.76,0.79,46.33,2.94,271.92,458.9,0.0,19-May-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
19-May-2019 - 00:00,15.41,17.05,8.64,30.59,7.27,1.02,113.88,41.53,81.12,2.41,44.67,0.43,0.86,0.98,34.6,2.54,283.51,339.22,0.0,20-May-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
20-May-2019 - 00:00,17.5,19.4,8.89,33.5,7.08,0.94,91.93,52.43,111.13,2.71,48.04,0.53,0.68,1.13,29.15,2.12,239.97,360.07,0.0,21-May-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
21-May-2019 - 00:00,10.62,10.84,7.22,26.36,7.72,0.95,108.9,49.44,115.91,2.27,33.69,0.48,1.09,1.19,25.05,1.86,248.02,333.54,0.0,22-May-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
22-May-2019 - 00:00,11.22,11.68,7.46,35.12,4.94,1.11,80.82,44.96,87.51,2.17,29.46,0.4,0.64,0.83,37.52,1.87,224.68,237.96,0.0,23-May-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
23-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,,24-May-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
24-May-2019 - 00:00,11.5,11.6,6.97,29.82,8.04,1.62,127.7,60.29,98.34,1.61,0.63,0.55,1.41,1.16,38.48,2.13,252.45,163.39,0.0,25-May-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
25-May-2019 - 00:00,10.99,11.25,7.27,26.85,9.74,1.11,102.86,37.35,77.46,1.6,0.64,0.5,1.04,1.25,36.99,3.25,259.25,329.7,0.0,26-May-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
26-May-2019 - 00:00,12.14,12.39,7.25,23.58,11.18,0.99,112.36,41.01,86.23,1.96,0.84,0.66,1.74,1.75,28.27,2.46,275.72,381.12,0.0,27-May-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
27-May-2019 - 00:00,14.21,15.31,8.1,24.7,8.07,1.04,99.19,43.38,105.08,2.17,0.61,0.48,0.67,1.22,21.04,2.19,259.39,362.68,0.0,28-May-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
28-May-2019 - 00:00,10.43,9.72,6.92,18.95,7.88,0.98,101.76,39.61,94.0,2.12,12.77,0.49,0.98,1.35,15.14,2.61,274.39,360.41,0.0,29-May-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
29-May-2019 - 00:00,17.91,11.28,6.96,14.04,5.64,1.17,99.43,49.23,114.04,2.72,15.92,0.54,0.92,1.48,16.0,1.86,245.06,358.1,0.0,30-May-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
30-May-2019 - 00:00,19.36,12.52,7.56,15.92,4.35,1.04,69.57,59.41,143.9,2.91,0.68,0.66,0.94,1.82,14.25,2.55,230.82,335.78,0.0,31-May-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
31-May-2019 - 00:00,11.49,11.73,7.61,23.44,4.3,1.04,62.24,60.58,176.75,1.13,0.45,0.24,0.34,0.59,13.91,2.78,272.33,371.49,0.0,01-Jun-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
01-Jun-2019 - 00:00,16.64,18.04,8.34,34.99,3.6,0.99,30.86,52.93,115.22,1.17,0.53,0.29,0.37,0.68,19.89,1.49,232.06,120.09,0.0,02-Jun-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
02-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,03-Jun-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
03-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,04-Jun-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
04-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,05-Jun-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
05-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,06-Jun-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
06-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,07-Jun-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
07-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,08-Jun-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
08-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,09-Jun-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
09-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,10-Jun-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
10-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,11-Jun-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
11-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,12-Jun-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
12-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,13-Jun-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
13-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,14-Jun-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
14-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,15-Jun-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
15-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,16-Jun-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
16-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,17-Jun-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
17-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,18-Jun-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
18-Jun-2019 - 00:00,38.27,36.16,15.21,60.42,4.01,1.78,55.21,69.14,104.86,1.25,0.35,0.41,0.33,0.6,56.33,1.56,209.34,195.81,0.0,19-Jun-2019 - 00:00,"General Hospital, Mandikhera - HSPCB"
