from date,PM2.5,PM10,SO2,NO2,NO,NOx,NH3,CO,Ozone,Benzene,Eth-Benzene,Xylene,WS,WD,RH,SR,RF,Temp,to date,station
10-May-2019 - 00:00,38.17,68.7,39.55,20.46,16.08,36.58,30.11,0.49,14.83,2.07,3.31,0.02,0.64,150.74,58.45,246.39,0.24,29.29,11-May-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
11-May-2019 - 00:00,37.94,80.69,19.57,21.45,20.25,41.75,20.7,0.48,16.09,1.77,1.41,0.22,0.62,175.39,59.81,259.65,0.3,28.88,12-May-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
12-May-2019 - 00:00,41.04,87.33,12.64,11.81,12.24,24.1,15.64,0.43,15.59,1.34,3.41,0.08,0.66,160.81,64.74,250.17,0.22,29.03,13-May-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
13-May-2019 - 00:00,42.06,86.16,20.14,16.92,11.77,28.73,31.07,0.61,16.23,2.52,5.89,0.0,0.71,123.63,62.34,253.02,0.29,29.72,14-May-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
14-May-2019 - 00:00,37.05,68.58,30.64,21.47,15.28,36.41,43.18,0.55,15.14,2.69,6.81,0.0,0.58,183.93,65.99,177.12,0.21,28.7,15-May-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
15-May-2019 - 00:00,34.37,72.91,32.36,19.09,15.19,34.34,37.1,0.77,10.43,0.96,2.2,0.0,0.61,194.14,62.8,255.67,0.01,29.29,16-May-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
16-May-2019 - 00:00,37.97,80.05,19.07,15.77,13.96,29.78,32.16,0.89,14.63,1.36,3.91,0.02,0.57,157.18,62.32,243.61,0.0,29.17,17-May-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
17-May-2019 - 00:00,54.81,99.88,20.57,22.76,16.32,39.13,32.66,0.87,16.08,1.57,4.66,0.02,0.61,169.96,65.2,220.4,0.02,29.37,18-May-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
18-May-2019 - 00:00,47.02,98.23,21.78,23.09,14.63,37.78,23.81,0.97,16.68,1.09,1.56,0.14,0.52,181.28,62.58,230.48,0.01,30.17,19-May-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
19-May-2019 - 00:00,41.64,113.3,17.19,25.55,9.83,35.43,22.96,0.91,21.53,1.41,1.24,0.31,0.56,187.68,58.9,246.86,0.01,30.91,20-May-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
20-May-2019 - 00:00,42.94,92.99,18.9,21.04,11.13,32.22,14.92,1.02,18.75,1.4,0.83,0.26,0.64,197.19,62.05,243.53,0.02,30.66,21-May-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
21-May-2019 - 00:00,42.1,79.82,27.02,21.02,12.13,33.2,16.51,0.8,20.33,1.82,1.42,0.23,0.59,197.94,61.72,234.21,0.01,31.15,22-May-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
22-May-2019 - 00:00,21.94,48.04,32.44,15.48,10.62,26.15,18.98,0.82,13.76,2.54,3.85,0.02,0.69,156.97,63.66,221.21,0.01,30.62,23-May-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
23-May-2019 - 00:00,24.43,72.37,27.16,20.19,14.21,34.44,28.27,1.02,15.78,3.29,4.51,0.02,0.67,138.84,62.33,244.93,0.03,31.1,24-May-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
24-May-2019 - 00:00,33.65,87.16,25.56,22.51,13.21,35.78,30.82,0.95,15.53,2.82,,9.92,0.68,151.46,59.15,244.18,0.01,31.09,25-May-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
25-May-2019 - 00:00,35.45,72.29,30.73,26.59,14.55,41.19,42.53,1.07,11.26,3.36,8.93,0.02,0.71,70.57,59.43,241.66,0.01,30.8,26-May-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
26-May-2019 - 00:00,32.97,74.93,18.16,21.12,9.75,30.91,32.22,0.96,8.58,2.55,5.16,0.0,0.66,159.26,61.87,233.39,0.01,30.18,27-May-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
27-May-2019 - 00:00,31.48,77.61,18.23,21.06,14.49,35.59,30.94,0.88,9.12,2.31,1.56,0.57,0.66,149.97,61.23,241.18,0.02,30.6,28-May-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
28-May-2019 - 00:00,35.21,77.95,22.88,21.44,12.65,34.14,30.47,0.53,13.69,2.82,2.21,0.59,0.63,165.11,60.22,246.68,0.01,30.96,29-May-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
29-May-2019 - 00:00,25.99,56.71,23.87,19.25,10.46,29.76,26.65,0.86,16.66,1.87,2.63,0.08,0.72,150.19,61.63,243.43,0.02,31.04,30-May-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
30-May-2019 - 00:00,25.04,57.13,30.16,18.89,13.63,32.57,21.92,1.17,15.3,2.59,4.49,0.1,0.71,137.78,61.86,242.45,0.01,30.78,31-May-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
31-May-2019 - 00:00,27.7,53.12,19.58,18.8,9.89,28.74,26.85,1.07,16.72,2.44,5.88,0.07,0.71,154.47,61.78,230.84,0.01,30.6,01-Jun-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
01-Jun-2019 - 00:00,25.89,59.06,21.49,19.43,10.32,29.8,25.85,1.02,16.07,3.47,6.87,0.01,0.84,94.23,60.37,233.85,0.01,30.87,02-Jun-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
02-Jun-2019 - 00:00,24.46,51.83,25.53,15.68,11.06,26.79,20.56,0.79,14.97,2.43,4.37,0.03,0.76,121.18,62.8,227.65,0.01,30.86,03-Jun-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
03-Jun-2019 - 00:00,18.12,48.71,26.83,17.19,13.24,30.49,18.07,0.76,10.4,1.84,7.99,0.0,1.0,89.39,62.12,200.64,0.02,30.96,04-Jun-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
04-Jun-2019 - 00:00,24.15,51.95,26.34,16.04,12.35,28.44,23.59,0.5,5.98,3.48,11.04,0.01,0.79,69.71,61.1,216.06,0.02,31.03,05-Jun-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
05-Jun-2019 - 00:00,26.52,55.82,23.36,17.56,15.97,33.59,27.88,0.67,5.07,2.12,2.93,0.07,0.66,140.31,61.71,228.81,0.04,31.12,06-Jun-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
06-Jun-2019 - 00:00,22.89,57.28,17.26,17.75,12.94,30.45,23.71,0.69,8.58,3.89,13.98,0.0,0.79,22.2,63.7,204.69,0.01,30.95,07-Jun-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
07-Jun-2019 - 00:00,22.75,57.58,29.28,17.99,13.26,31.31,24.5,0.62,6.74,4.3,10.82,0.1,0.73,49.94,63.15,192.11,0.02,31.54,08-Jun-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
08-Jun-2019 - 00:00,26.09,51.25,31.01,19.53,13.08,32.66,32.05,0.62,7.07,2.59,8.16,0.16,0.74,111.29,62.98,209.07,0.02,31.63,09-Jun-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
09-Jun-2019 - 00:00,20.93,47.03,38.82,20.36,11.31,31.71,33.49,0.73,8.08,2.25,6.16,0.18,0.79,137.11,63.98,228.7,0.01,31.38,10-Jun-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
10-Jun-2019 - 00:00,25.33,54.18,44.21,19.33,14.39,33.78,21.6,0.87,8.65,3.09,4.48,0.19,0.66,98.57,63.05,138.15,0.0,31.08,11-Jun-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
11-Jun-2019 - 00:00,23.4,41.65,39.53,26.15,12.58,38.13,29.21,0.87,28.17,1.2,1.04,0.22,0.64,235.22,57.34,247.17,0.0,31.1,12-Jun-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
12-Jun-2019 - 00:00,24.8,52.61,30.61,17.6,17.76,35.4,16.03,0.91,17.82,0.98,0.53,0.35,0.74,323.77,65.52,147.29,0.0,29.88,13-Jun-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
13-Jun-2019 - 00:00,18.97,48.02,35.31,11.43,3.81,15.3,13.58,1.02,23.46,0.58,0.16,0.01,1.24,312.79,57.73,201.2,0.0,30.53,14-Jun-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
14-Jun-2019 - 00:00,18.86,43.36,36.07,9.02,4.16,13.22,5.65,0.79,21.01,0.61,0.36,0.0,1.22,301.46,60.64,207.66,0.0,30.25,15-Jun-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
15-Jun-2019 - 00:00,19.23,39.29,36.47,10.07,6.0,16.12,3.64,0.72,17.66,1.41,0.59,0.0,1.07,265.91,67.33,154.28,0.0,29.44,16-Jun-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
16-Jun-2019 - 00:00,20.01,47.74,41.55,9.92,8.21,18.2,1.9,0.68,15.18,1.6,1.39,0.0,1.05,211.97,67.22,210.4,0.0,29.87,17-Jun-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
17-Jun-2019 - 00:00,19.63,44.82,38.06,8.51,7.48,16.04,8.8,0.43,14.55,2.92,,10.8,1.08,215.95,66.99,203.28,0.01,29.79,18-Jun-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
18-Jun-2019 - 00:00,18.21,37.11,36.53,8.44,7.2,15.68,8.96,0.43,14.85,1.37,1.42,0.0,0.88,281.96,73.92,147.15,0.0,28.07,19-Jun-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
19-Jun-2019 - 00:00,24.94,51.46,39.8,9.85,16.34,26.23,11.93,1.09,7.67,1.66,4.92,0.06,0.62,183.38,72.81,202.73,0.0,28.69,20-Jun-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
20-Jun-2019 - 00:00,23.62,60.73,47.3,13.49,17.5,31.06,15.37,1.0,3.81,2.16,3.09,0.15,0.64,186.66,66.48,237.62,0.0,29.87,21-Jun-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
21-Jun-2019 - 00:00,44.86,90.47,46.29,16.35,15.46,31.85,26.31,0.83,3.67,3.21,2.83,0.43,0.62,156.22,66.3,228.11,0.0,29.98,22-Jun-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
22-Jun-2019 - 00:00,44.98,97.21,26.9,17.54,14.62,32.21,23.06,0.89,3.93,2.61,2.85,0.48,0.61,173.36,65.77,225.05,0.0,30.0,23-Jun-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
23-Jun-2019 - 00:00,35.7,80.89,14.29,18.93,13.56,32.54,30.09,0.81,4.16,2.05,6.56,0.02,0.54,125.06,64.64,151.65,0.01,30.03,24-Jun-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
24-Jun-2019 - 00:00,39.16,94.11,10.58,18.51,13.44,31.99,28.49,0.72,3.49,1.7,2.95,0.22,0.54,197.15,66.4,159.39,0.0,29.86,25-Jun-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
25-Jun-2019 - 00:00,32.24,60.26,17.45,20.18,10.35,30.58,26.61,0.68,5.53,1.5,2.91,0.34,0.54,191.54,67.42,158.32,0.01,29.64,26-Jun-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
26-Jun-2019 - 00:00,27.99,57.41,14.89,19.01,12.28,31.34,21.98,0.75,4.91,2.06,3.15,0.14,0.6,194.73,68.71,165.49,0.02,29.71,27-Jun-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
27-Jun-2019 - 00:00,18.21,39.53,9.27,13.06,10.85,23.96,14.89,0.67,2.28,1.74,2.53,0.26,0.6,193.59,70.9,184.96,0.03,29.17,28-Jun-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
28-Jun-2019 - 00:00,9.17,24.34,4.81,12.99,7.9,20.94,15.51,0.67,2.25,1.21,1.6,0.09,0.54,291.01,83.22,61.19,0.09,26.58,29-Jun-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
29-Jun-2019 - 00:00,20.26,47.98,25.67,20.17,20.49,40.63,24.24,0.77,3.85,2.85,17.48,0.99,0.52,161.99,82.98,51.89,0.06,26.78,30-Jun-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
30-Jun-2019 - 00:00,18.17,36.31,36.75,15.91,16.67,32.62,20.72,0.75,5.36,2.37,12.08,1.1,0.54,217.66,84.17,28.83,0.08,25.78,01-Jul-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
01-Jul-2019 - 00:00,17.14,23.68,30.26,13.68,9.77,23.49,14.42,0.75,8.99,0.79,2.91,0.31,0.38,290.28,87.21,45.52,0.11,24.75,02-Jul-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
02-Jul-2019 - 00:00,12.89,27.63,29.96,11.16,7.32,18.54,12.03,0.48,5.31,0.75,1.14,0.0,0.49,301.07,83.58,91.23,0.01,25.75,03-Jul-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
03-Jul-2019 - 00:00,13.23,29.5,35.76,14.99,7.38,22.42,16.6,0.39,7.6,0.53,1.72,0.0,0.59,283.99,77.81,89.75,0.0,26.73,04-Jul-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
04-Jul-2019 - 00:00,25.91,54.76,30.87,14.52,13.27,27.84,20.03,0.31,3.65,1.65,9.05,0.22,0.61,230.12,78.48,148.78,0.0,28.01,05-Jul-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
05-Jul-2019 - 00:00,23.92,54.5,30.2,17.87,15.66,33.58,30.67,0.36,3.85,1.8,6.51,0.22,0.69,202.86,81.32,108.86,0.02,26.67,06-Jul-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
06-Jul-2019 - 00:00,14.42,33.59,34.04,22.55,25.64,48.14,60.79,0.36,1.3,1.78,8.29,0.25,0.53,206.14,83.87,54.96,0.05,26.35,07-Jul-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
07-Jul-2019 - 00:00,15.07,37.54,34.02,18.48,33.9,51.92,65.04,0.4,0.53,1.18,4.06,0.38,0.68,148.4,86.79,52.62,0.27,26.01,08-Jul-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
08-Jul-2019 - 00:00,28.24,74.49,30.81,16.61,25.17,41.45,58.12,0.54,0.47,2.21,5.92,0.13,0.75,162.91,79.23,137.73,0.01,28.48,09-Jul-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
09-Jul-2019 - 00:00,24.17,67.07,30.65,12.85,21.1,34.01,41.06,0.15,0.53,1.79,8.9,0.01,0.82,138.85,77.18,165.95,0.03,28.29,10-Jul-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
10-Jul-2019 - 00:00,20.81,58.68,31.53,8.83,24.6,33.47,31.41,0.26,0.59,1.51,3.75,0.55,0.61,249.95,79.84,148.24,0.03,27.69,11-Jul-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
11-Jul-2019 - 00:00,24.38,67.57,30.56,4.79,18.28,21.71,21.53,0.3,0.53,3.25,8.15,0.17,0.79,89.26,76.32,121.0,0.0,28.73,12-Jul-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
12-Jul-2019 - 00:00,23.0,65.87,30.22,8.35,19.59,27.99,28.62,0.19,0.58,3.04,3.31,0.82,0.82,150.04,74.22,161.37,0.0,28.85,13-Jul-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
13-Jul-2019 - 00:00,17.88,43.36,30.4,6.9,20.82,27.77,34.01,0.27,0.43,2.84,2.8,0.06,0.67,204.7,78.04,134.82,0.02,27.66,14-Jul-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
14-Jul-2019 - 00:00,21.58,66.28,32.13,4.85,18.26,21.81,24.82,0.34,0.48,3.14,9.87,0.02,0.84,54.45,74.79,186.85,0.01,28.81,15-Jul-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
15-Jul-2019 - 00:00,30.12,93.28,30.14,5.11,18.19,23.16,20.08,0.47,0.48,3.54,13.32,0.0,0.91,31.48,72.04,175.56,0.0,29.55,16-Jul-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
16-Jul-2019 - 00:00,22.38,73.16,14.37,4.69,20.09,23.89,21.3,0.29,0.49,5.29,9.85,0.17,0.8,88.75,72.39,203.91,0.02,29.38,17-Jul-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
17-Jul-2019 - 00:00,22.46,56.62,3.18,4.32,24.62,28.83,17.78,0.27,0.51,2.0,9.69,0.22,0.6,184.46,74.24,222.31,0.01,28.75,18-Jul-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
18-Jul-2019 - 00:00,25.9,63.11,3.13,7.51,18.48,25.41,18.38,0.3,0.49,1.66,2.64,0.72,0.4,233.36,74.28,197.85,0.0,28.59,19-Jul-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
19-Jul-2019 - 00:00,33.58,82.4,3.72,6.02,28.05,32.01,13.41,0.3,0.48,1.19,1.4,0.99,0.42,190.95,70.77,231.06,0.02,29.32,20-Jul-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
20-Jul-2019 - 00:00,32.91,65.13,3.75,7.99,17.16,25.2,16.39,0.32,0.98,1.69,2.06,1.19,0.4,215.42,74.0,149.48,0.01,28.53,21-Jul-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
21-Jul-2019 - 00:00,29.87,48.11,3.8,9.23,15.17,24.45,14.0,0.26,0.65,1.35,1.51,1.22,0.35,156.77,75.55,161.76,0.0,28.37,22-Jul-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
22-Jul-2019 - 00:00,30.82,48.46,3.83,8.32,14.43,22.8,11.98,0.35,1.24,1.99,7.27,0.94,0.44,215.19,73.63,199.36,0.01,29.43,23-Jul-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
23-Jul-2019 - 00:00,27.51,54.47,3.58,8.34,12.44,20.82,12.05,0.34,1.31,1.26,3.61,1.14,0.44,238.26,71.08,234.22,0.03,29.92,24-Jul-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
24-Jul-2019 - 00:00,11.28,25.94,3.24,6.29,13.41,19.75,14.75,0.37,0.56,2.92,5.79,0.16,0.6,225.0,80.99,109.26,0.01,27.59,25-Jul-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
25-Jul-2019 - 00:00,30.37,62.96,3.74,6.71,18.59,25.35,18.24,0.64,0.94,5.23,12.46,0.26,0.73,55.3,78.59,64.16,0.02,28.02,26-Jul-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
26-Jul-2019 - 00:00,30.66,67.07,4.49,7.4,14.95,22.39,19.22,0.31,0.5,3.84,14.16,0.0,0.89,44.59,74.27,144.4,0.04,28.5,27-Jul-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
27-Jul-2019 - 00:00,32.33,64.02,4.7,10.76,14.03,24.85,16.75,0.47,0.61,4.66,,10.8,1.01,52.53,74.95,83.09,0.04,28.26,28-Jul-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
28-Jul-2019 - 00:00,30.09,63.48,4.05,8.42,13.8,22.26,12.65,0.56,0.53,2.64,1.98,0.0,0.94,54.83,75.02,104.97,0.01,28.11,29-Jul-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
29-Jul-2019 - 00:00,24.9,52.34,4.52,7.03,20.33,27.39,15.93,0.39,0.46,2.08,3.63,0.27,0.9,63.21,81.93,36.94,0.06,26.63,30-Jul-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
30-Jul-2019 - 00:00,22.73,41.01,9.47,7.35,24.05,31.45,17.74,0.83,0.55,3.5,11.04,0.01,0.93,42.87,83.73,41.93,0.06,25.95,31-Jul-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
31-Jul-2019 - 00:00,24.32,45.51,3.17,4.99,20.49,25.15,8.36,0.3,0.48,3.44,15.55,0.0,0.91,39.38,82.48,53.62,0.05,26.29,01-Aug-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
01-Aug-2019 - 00:00,23.94,51.23,4.18,6.68,15.26,21.98,10.55,0.21,0.52,3.37,4.24,0.0,1.02,43.33,76.92,154.22,0.02,27.75,02-Aug-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
02-Aug-2019 - 00:00,19.7,42.23,4.66,3.81,21.39,25.2,13.05,0.28,0.88,2.53,5.25,0.0,0.88,52.91,83.72,68.94,0.05,26.32,03-Aug-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
03-Aug-2019 - 00:00,11.55,18.78,4.33,4.42,19.9,24.35,10.32,0.31,0.52,1.21,2.83,0.0,1.06,54.87,86.0,43.23,0.24,25.59,04-Aug-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
04-Aug-2019 - 00:00,11.44,31.88,9.02,5.09,18.06,22.8,11.65,0.15,0.61,0.33,0.47,0.0,1.26,69.96,85.92,30.5,0.11,26.43,05-Aug-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
05-Aug-2019 - 00:00,26.32,101.22,3.61,4.21,19.65,23.92,4.3,0.66,0.6,2.59,2.17,0.0,1.02,52.85,79.79,61.92,0.01,27.41,06-Aug-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
06-Aug-2019 - 00:00,28.45,60.46,4.83,4.32,29.46,32.48,5.72,0.37,0.72,4.06,4.76,0.03,0.91,39.93,78.96,93.32,0.02,27.49,07-Aug-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
07-Aug-2019 - 00:00,30.05,72.71,4.65,7.4,15.71,23.17,5.68,0.18,0.72,2.12,5.61,0.0,1.07,43.83,77.33,93.57,0.01,27.76,08-Aug-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
08-Aug-2019 - 00:00,44.97,97.21,4.74,7.86,10.89,18.8,8.5,0.17,0.96,1.43,9.71,0.0,1.15,35.12,78.37,58.57,0.0,27.67,09-Aug-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
09-Aug-2019 - 00:00,31.16,67.69,4.33,7.6,8.17,15.81,6.49,0.19,0.79,1.62,6.75,0.05,1.43,31.71,79.96,56.77,0.01,27.16,10-Aug-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
10-Aug-2019 - 00:00,29.07,69.88,3.74,8.5,7.75,16.3,4.61,0.21,1.12,1.61,10.35,0.0,1.62,17.09,76.74,120.65,0.01,27.72,11-Aug-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
11-Aug-2019 - 00:00,23.86,67.74,3.38,7.61,10.72,18.39,2.84,0.06,1.14,2.45,8.56,0.0,1.12,57.65,77.33,117.8,0.01,27.39,12-Aug-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
12-Aug-2019 - 00:00,26.53,78.9,3.99,4.54,19.33,23.9,3.85,0.17,0.66,2.59,5.23,0.14,0.64,185.17,76.45,176.42,0.0,27.72,13-Aug-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
13-Aug-2019 - 00:00,25.16,82.81,4.02,5.16,15.84,21.04,4.42,0.15,1.19,1.87,5.13,0.0,0.58,169.2,76.76,175.49,0.0,27.81,14-Aug-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
14-Aug-2019 - 00:00,24.24,67.44,4.27,3.88,23.15,26.82,5.09,0.19,0.62,1.66,7.69,0.01,0.54,182.63,79.49,111.43,0.0,27.25,15-Aug-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
15-Aug-2019 - 00:00,19.69,69.86,8.75,3.59,23.04,26.35,5.61,0.31,0.63,1.26,5.95,0.0,0.64,112.49,79.42,122.46,0.0,27.18,16-Aug-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
16-Aug-2019 - 00:00,19.99,54.01,2.76,5.12,18.68,23.85,1.57,0.35,0.73,1.78,6.85,0.03,0.75,124.4,79.3,148.25,0.01,27.08,17-Aug-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
17-Aug-2019 - 00:00,21.87,65.04,3.81,5.18,19.7,24.9,2.39,0.33,0.8,2.02,4.63,0.08,0.78,170.17,76.79,169.4,0.01,27.16,18-Aug-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
18-Aug-2019 - 00:00,23.91,75.75,3.89,4.31,19.01,23.04,3.78,0.6,1.18,1.97,3.33,0.02,0.58,196.88,75.25,198.07,0.01,27.54,19-Aug-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
19-Aug-2019 - 00:00,26.08,77.2,4.06,5.36,17.51,22.6,2.98,0.41,0.93,2.29,3.61,0.0,0.54,188.53,75.52,210.94,0.0,27.56,20-Aug-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
20-Aug-2019 - 00:00,21.27,76.4,4.57,3.11,32.76,33.27,3.08,0.39,0.99,1.54,2.44,0.13,0.51,193.07,76.2,187.72,0.02,27.3,21-Aug-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
21-Aug-2019 - 00:00,26.79,74.21,4.08,3.78,25.94,25.93,3.73,0.31,0.77,1.94,3.3,0.27,0.58,164.17,76.6,164.39,0.0,27.4,22-Aug-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
22-Aug-2019 - 00:00,27.03,65.06,3.16,4.77,28.37,28.18,4.14,0.3,0.67,2.07,8.41,0.24,0.45,193.84,77.41,173.2,0.01,26.92,23-Aug-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
23-Aug-2019 - 00:00,37.87,81.85,3.24,3.87,25.81,26.18,4.32,0.27,0.74,1.33,2.9,0.49,0.48,202.34,74.44,227.58,0.01,27.2,24-Aug-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
24-Aug-2019 - 00:00,30.31,69.56,3.24,3.78,26.61,27.07,3.56,0.25,1.04,1.23,2.29,0.57,0.41,203.75,73.69,202.29,0.0,27.65,25-Aug-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
25-Aug-2019 - 00:00,20.85,56.87,2.52,2.83,17.97,19.63,2.89,0.12,1.11,1.33,1.39,0.01,0.4,205.72,73.67,172.44,0.01,27.25,26-Aug-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
26-Aug-2019 - 00:00,26.91,65.39,3.16,3.48,28.04,27.91,3.85,0.22,0.69,1.34,1.04,0.41,0.42,220.58,76.62,93.09,0.0,26.79,27-Aug-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
27-Aug-2019 - 00:00,26.48,70.17,3.57,3.58,28.08,30.49,6.34,0.32,0.78,1.45,2.41,0.43,0.49,201.9,75.6,127.42,0.01,27.16,28-Aug-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
28-Aug-2019 - 00:00,19.43,34.88,3.57,2.97,25.35,28.0,4.58,0.23,1.36,1.67,,11.29,0.39,220.24,82.22,91.04,0.01,26.01,29-Aug-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
29-Aug-2019 - 00:00,25.44,57.81,3.19,4.32,19.71,23.2,4.76,0.12,0.72,1.19,1.98,0.62,0.44,230.64,74.68,199.01,0.0,27.99,30-Aug-2019 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
