from date,Temp,CO,Ozone,NO,NO2,NOx,SO2,PM2.5,Benzene,Toluene,Xylene,AT,RH,WS,WD,SR,BP,VWS,to date,station
19-Apr-2019 - 00:00,30.67,1.06,121.2,5.38,13.27,6.71,38.95,42.46,1.08,13.43,4.72,31.51,43.97,0.55,207.02,136.11,751.54,-0.2,20-Apr-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
20-Apr-2019 - 00:00,31.21,1.96,107.03,52.61,111.11,66.9,45.33,48.73,1.27,14.44,5.06,32.15,42.67,0.54,205.68,145.91,750.65,-0.13,21-Apr-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
21-Apr-2019 - 00:00,31.31,1.97,89.07,54.33,148.99,71.54,42.39,71.14,1.91,18.56,7.31,33.61,42.89,0.56,176.29,133.65,750.01,-0.14,22-Apr-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
22-Apr-2019 - 00:00,32.29,1.35,101.32,15.79,93.78,33.88,43.83,38.1,1.38,13.99,5.3,31.61,51.84,1.1,123.06,135.3,750.48,-0.15,23-Apr-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
23-Apr-2019 - 00:00,33.03,1.32,97.1,12.13,69.24,25.3,44.91,48.06,1.34,14.28,4.95,30.38,60.85,1.95,100.67,118.24,751.48,-0.16,24-Apr-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
24-Apr-2019 - 00:00,32.96,1.65,99.74,17.45,73.34,29.59,44.62,54.41,1.64,16.59,6.46,32.83,55.4,1.28,98.79,132.4,751.7,-0.15,25-Apr-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
25-Apr-2019 - 00:00,32.19,1.34,110.01,10.0,60.15,21.64,43.44,63.07,1.69,14.66,6.32,35.66,51.96,0.49,129.28,126.85,750.95,-0.13,26-Apr-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
26-Apr-2019 - 00:00,31.37,0.85,103.31,7.91,47.24,17.03,43.12,53.63,1.49,14.04,5.69,34.62,57.64,0.84,121.64,136.41,749.95,-0.16,27-Apr-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
27-Apr-2019 - 00:00,32.59,0.89,75.49,9.74,33.11,14.48,42.11,64.29,1.66,15.82,6.18,35.03,47.59,0.58,164.89,135.45,749.51,-0.13,28-Apr-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
28-Apr-2019 - 00:00,32.69,0.77,96.29,9.39,25.75,12.37,41.65,71.62,1.52,14.97,4.95,35.55,39.79,0.96,196.62,142.57,749.17,-0.13,29-Apr-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
29-Apr-2019 - 00:00,31.51,1.1,67.23,18.8,42.39,29.76,42.49,59.79,1.72,14.29,5.97,32.52,61.19,0.51,141.26,134.48,749.44,-0.16,30-Apr-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
30-Apr-2019 - 00:00,31.11,0.97,64.7,8.91,21.98,11.11,46.16,62.33,1.74,14.64,6.72,31.98,64.27,0.65,118.6,133.19,749.03,-0.16,01-May-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
01-May-2019 - 00:00,31.45,0.67,78.86,7.05,14.63,8.07,43.58,52.58,1.46,15.32,5.38,31.84,61.68,0.69,97.8,129.28,748.83,-0.15,02-May-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
02-May-2019 - 00:00,31.41,0.63,73.48,6.92,11.68,7.22,43.25,48.46,1.43,15.32,5.01,32.35,57.75,0.81,118.6,133.79,749.29,-0.16,03-May-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
03-May-2019 - 00:00,31.68,0.47,34.39,7.86,8.14,6.88,44.89,36.19,1.29,14.78,4.86,27.45,74.25,1.44,120.25,65.46,750.07,-0.18,04-May-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
04-May-2019 - 00:00,31.78,0.2,64.7,6.11,7.24,5.59,42.54,29.43,0.96,14.19,3.22,26.51,72.77,0.52,165.58,114.95,750.58,-0.2,05-May-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
05-May-2019 - 00:00,31.8,0.67,85.96,7.37,12.03,7.59,43.7,44.72,1.2,14.4,4.36,31.79,44.96,0.8,205.79,151.52,750.08,-0.17,06-May-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
06-May-2019 - 00:00,31.37,1.12,85.29,8.95,13.32,8.88,44.57,72.18,1.61,15.12,5.97,32.86,27.5,0.84,207.79,156.54,749.22,-0.14,07-May-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
07-May-2019 - 00:00,30.96,1.39,66.71,11.7,11.33,10.03,43.4,81.2,1.8,15.51,6.7,33.84,25.95,0.81,205.74,156.04,748.5,-0.18,08-May-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
08-May-2019 - 00:00,30.43,1.37,67.12,6.58,5.34,5.37,40.82,76.53,1.87,16.25,6.8,32.8,50.5,0.43,159.0,142.0,748.14,-0.18,09-May-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
09-May-2019 - 00:00,30.37,2.0,62.07,29.17,30.66,38.36,43.86,77.12,1.89,15.32,7.26,33.93,45.09,0.44,192.25,136.58,747.82,-0.19,10-May-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
10-May-2019 - 00:00,30.53,2.52,72.15,17.0,13.26,13.75,44.7,80.08,2.32,17.37,8.69,35.11,33.2,0.34,201.12,133.43,748.53,-0.12,11-May-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
11-May-2019 - 00:00,31.18,1.21,65.2,21.58,20.99,21.68,35.43,73.35,1.58,12.58,5.1,34.58,45.16,0.51,197.45,134.3,749.61,-0.15,12-May-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
12-May-2019 - 00:00,33.02,1.56,72.4,8.35,17.35,9.55,32.6,69.2,1.34,14.19,3.72,35.37,32.05,0.36,204.23,145.3,749.14,-0.13,13-May-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
13-May-2019 - 00:00,33.04,1.74,72.57,7.27,10.68,7.18,35.34,66.34,1.64,15.99,5.4,31.91,55.73,0.38,162.68,100.16,749.56,-0.14,14-May-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
14-May-2019 - 00:00,33.02,1.64,93.12,7.68,7.74,6.66,36.53,59.76,1.71,15.62,6.21,31.99,49.18,0.39,143.32,110.91,749.5,-0.14,15-May-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
15-May-2019 - 00:00,32.87,1.3,121.02,6.47,5.52,5.36,42.98,53.35,1.42,14.03,5.59,31.5,52.54,0.46,124.0,139.16,749.97,-0.16,16-May-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
16-May-2019 - 00:00,32.94,1.33,101.06,6.36,4.06,4.91,41.95,52.04,1.48,14.87,5.3,31.58,57.46,0.51,128.46,137.82,750.21,-0.15,17-May-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
17-May-2019 - 00:00,32.97,1.47,78.25,7.97,4.19,5.91,44.09,54.9,1.5,15.44,5.34,34.42,47.11,0.52,204.76,144.12,749.41,-0.17,18-May-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
18-May-2019 - 00:00,32.87,1.37,103.21,7.31,4.36,5.56,42.9,46.76,1.27,13.83,4.89,35.52,34.78,0.48,234.88,147.54,749.34,-0.16,19-May-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
19-May-2019 - 00:00,32.98,0.86,113.97,4.62,3.26,3.61,41.76,36.04,0.83,12.36,2.69,34.31,36.94,0.5,232.34,159.05,750.2,-0.16,20-May-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
20-May-2019 - 00:00,32.82,2.03,81.79,10.78,6.4,7.29,44.54,59.29,1.63,13.92,5.02,35.35,36.06,0.33,195.48,149.65,750.47,-0.15,21-May-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
21-May-2019 - 00:00,32.63,1.59,83.7,18.62,32.25,23.72,36.4,64.36,1.76,14.55,6.74,34.06,50.9,0.53,132.24,142.89,750.03,-0.15,22-May-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
22-May-2019 - 00:00,32.08,1.36,70.61,6.22,12.39,6.99,37.06,63.62,1.5,13.75,5.48,32.9,60.12,0.61,138.08,115.52,749.32,-0.16,23-May-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
23-May-2019 - 00:00,32.96,1.13,105.2,4.9,5.27,4.34,37.4,44.41,1.2,13.44,4.37,32.16,58.1,0.91,109.74,138.92,749.18,-0.15,24-May-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
24-May-2019 - 00:00,32.92,1.38,48.81,6.35,4.66,5.07,35.13,47.7,1.35,13.52,5.07,30.89,68.17,0.93,112.98,131.27,749.06,-0.15,25-May-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
25-May-2019 - 00:00,32.93,1.37,44.88,6.76,4.26,5.21,36.28,46.68,1.47,13.78,5.38,29.77,71.2,0.63,112.49,118.17,748.48,-0.17,26-May-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
26-May-2019 - 00:00,33.0,1.37,74.23,7.84,6.14,6.35,35.04,49.62,1.33,15.06,4.06,32.5,52.1,0.59,173.91,146.93,748.71,-0.18,27-May-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
27-May-2019 - 00:00,32.65,2.45,73.99,14.58,6.55,10.55,36.59,77.9,2.06,16.58,7.01,34.86,39.82,0.35,179.5,149.35,748.34,-0.17,28-May-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
28-May-2019 - 00:00,32.66,1.89,72.41,8.64,2.55,5.84,35.53,55.19,1.95,15.94,7.5,33.51,59.83,0.79,124.85,139.47,748.47,-0.16,29-May-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
29-May-2019 - 00:00,32.7,1.47,68.39,6.46,2.53,4.55,38.62,50.34,1.57,14.46,6.21,33.32,57.64,1.03,130.39,145.24,748.18,-0.21,30-May-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
30-May-2019 - 00:00,32.14,1.09,115.92,5.33,1.91,3.65,38.24,47.12,1.37,14.08,5.11,32.15,56.14,1.25,106.79,140.39,748.1,-0.2,31-May-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
31-May-2019 - 00:00,31.57,1.02,120.79,10.51,14.78,11.71,38.63,32.05,1.2,13.68,4.76,29.09,60.68,2.16,95.4,135.3,748.54,-0.18,01-Jun-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
01-Jun-2019 - 00:00,31.6,1.26,74.02,3.91,8.97,4.68,49.75,43.28,1.3,14.65,4.76,29.96,66.59,1.69,97.4,129.82,749.05,-0.15,02-Jun-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
02-Jun-2019 - 00:00,31.88,1.05,92.65,3.06,5.89,3.36,43.72,33.33,1.07,14.18,4.13,29.44,62.89,2.19,101.81,134.58,749.22,-0.17,03-Jun-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
03-Jun-2019 - 00:00,31.61,1.21,56.16,4.35,4.78,3.89,43.4,35.23,1.28,14.2,5.35,25.04,74.86,1.3,107.52,8.36,749.39,-0.18,04-Jun-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
04-Jun-2019 - 00:00,31.7,1.3,77.23,4.49,4.61,3.92,44.34,36.77,1.38,13.77,5.81,31.22,59.45,1.66,92.89,137.75,748.93,-0.17,05-Jun-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
05-Jun-2019 - 00:00,31.58,1.05,63.34,5.3,9.46,12.42,44.93,48.08,1.09,10.7,4.5,30.38,67.6,1.96,90.03,123.73,748.68,-0.15,06-Jun-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
06-Jun-2019 - 00:00,30.57,1.12,83.42,6.16,8.08,5.83,43.04,42.5,1.19,7.57,4.85,30.68,65.17,1.68,102.29,124.38,749.43,-0.17,07-Jun-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
07-Jun-2019 - 00:00,30.63,1.16,74.07,7.2,5.53,5.81,45.17,43.0,1.21,8.12,5.28,32.63,61.35,1.11,112.1,131.75,749.57,-0.22,08-Jun-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
08-Jun-2019 - 00:00,30.63,1.15,91.59,6.37,4.63,5.06,43.14,40.95,1.37,8.95,5.95,33.71,58.14,0.86,104.18,135.28,748.9,-0.2,09-Jun-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
09-Jun-2019 - 00:00,30.59,1.0,105.57,5.49,4.29,4.42,43.6,41.08,1.18,7.28,4.39,35.13,53.72,0.84,114.32,146.29,747.62,-0.16,10-Jun-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
10-Jun-2019 - 00:00,30.61,1.36,95.38,6.86,2.87,4.87,46.71,56.98,1.49,8.6,5.97,33.12,62.88,1.47,114.78,134.39,746.78,-0.23,11-Jun-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
11-Jun-2019 - 00:00,30.48,1.29,112.42,6.62,2.42,4.64,40.9,40.57,1.4,8.72,6.01,31.3,62.48,2.61,99.38,135.71,747.2,-0.19,12-Jun-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
12-Jun-2019 - 00:00,30.59,1.2,80.5,6.81,2.01,4.54,44.55,42.04,1.39,8.02,5.56,30.46,67.6,1.57,122.7,119.24,747.64,-0.25,13-Jun-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
13-Jun-2019 - 00:00,30.43,1.27,86.3,31.04,86.55,48.33,36.32,47.26,1.53,8.82,6.44,32.8,57.55,0.39,159.72,143.57,747.46,-0.15,14-Jun-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
14-Jun-2019 - 00:00,31.48,1.41,87.92,18.25,124.14,43.23,34.28,59.08,1.82,10.14,7.21,37.05,46.47,0.48,215.85,138.83,746.56,-0.16,15-Jun-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
15-Jun-2019 - 00:00,29.99,1.58,89.92,9.98,38.5,16.03,38.49,70.06,1.95,9.8,6.76,38.07,44.8,0.7,191.33,134.76,746.11,-0.17,16-Jun-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
16-Jun-2019 - 00:00,29.71,1.1,107.57,6.21,5.44,5.17,40.63,56.5,1.29,6.89,4.84,36.55,52.48,0.45,204.61,140.61,746.17,-0.21,17-Jun-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
17-Jun-2019 - 00:00,29.73,1.12,106.2,6.21,4.53,4.94,44.11,46.31,1.17,6.99,5.03,36.31,43.35,0.67,226.82,150.33,746.89,-0.17,18-Jun-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
18-Jun-2019 - 00:00,29.48,1.1,102.24,9.31,34.85,18.47,44.71,35.09,1.17,7.31,5.51,34.03,53.51,0.47,219.53,146.31,747.33,-0.24,19-Jun-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
19-Jun-2019 - 00:00,29.67,1.48,81.92,11.71,39.64,17.37,38.29,48.39,1.41,7.96,5.82,33.84,58.34,0.43,186.5,125.32,747.58,-0.19,20-Jun-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
20-Jun-2019 - 00:00,29.99,1.0,89.53,6.44,21.56,9.49,43.77,51.68,1.33,7.24,5.88,32.85,58.5,0.56,189.05,112.09,748.09,-0.17,21-Jun-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
21-Jun-2019 - 00:00,30.37,0.95,77.39,7.17,27.97,11.61,42.74,43.02,1.22,6.45,4.68,32.29,64.98,0.53,128.79,125.2,748.24,-0.15,22-Jun-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
22-Jun-2019 - 00:00,31.0,1.66,41.01,26.45,64.05,31.85,42.3,31.76,1.09,6.78,4.92,26.71,86.1,1.19,113.31,48.86,748.68,-0.14,23-Jun-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
23-Jun-2019 - 00:00,29.94,1.03,49.58,22.68,112.32,42.84,41.03,34.4,1.16,7.05,4.99,30.84,71.71,1.13,103.16,143.3,748.72,-0.17,24-Jun-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
24-Jun-2019 - 00:00,29.48,1.01,64.87,15.62,110.01,37.97,40.8,35.83,1.12,6.34,4.57,33.58,60.4,0.43,143.93,146.47,748.98,-0.14,25-Jun-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
25-Jun-2019 - 00:00,28.84,1.21,73.45,13.51,129.18,41.65,36.13,59.76,1.15,5.96,4.27,36.0,55.67,0.42,223.96,141.86,748.24,-0.12,26-Jun-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
26-Jun-2019 - 00:00,29.1,1.28,63.23,17.15,96.84,48.44,39.09,49.95,1.25,6.9,5.51,32.84,61.36,0.66,183.05,97.94,747.47,-0.16,27-Jun-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
27-Jun-2019 - 00:00,28.84,1.77,68.11,10.93,81.88,27.83,38.64,39.01,0.93,5.42,4.08,30.26,71.9,0.42,188.42,117.31,746.92,-0.13,28-Jun-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
28-Jun-2019 - 00:00,28.46,1.82,67.85,13.97,110.37,37.06,42.2,48.85,1.12,6.39,4.55,33.88,62.85,0.45,174.14,138.78,746.04,-0.19,29-Jun-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
29-Jun-2019 - 00:00,28.94,1.46,61.48,10.91,97.56,31.89,40.11,43.25,1.2,6.89,4.73,33.61,60.46,0.53,142.72,146.83,746.28,-0.26,30-Jun-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
30-Jun-2019 - 00:00,30.1,1.24,44.74,14.56,63.6,25.3,41.93,47.3,1.22,6.68,4.45,27.02,85.19,0.88,144.98,39.33,746.95,-0.15,01-Jul-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
01-Jul-2019 - 00:00,29.73,1.98,44.66,28.1,39.85,27.39,39.24,51.5,1.64,9.03,7.45,29.66,78.74,0.49,167.29,129.15,746.58,-0.13,02-Jul-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
02-Jul-2019 - 00:00,29.53,1.27,34.89,13.44,36.84,17.69,39.08,25.22,1.39,8.55,6.86,29.12,76.03,1.85,99.49,100.79,746.86,-0.15,03-Jul-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
03-Jul-2019 - 00:00,29.33,1.29,37.0,9.65,28.76,13.3,39.14,28.41,1.29,7.88,6.28,28.89,76.12,1.63,104.46,81.73,746.84,-0.19,04-Jul-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
04-Jul-2019 - 00:00,29.01,1.33,41.86,8.19,16.91,9.35,40.65,31.05,1.27,7.7,6.07,29.15,76.98,0.81,109.74,84.09,746.65,-0.17,05-Jul-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
05-Jul-2019 - 00:00,29.08,1.38,48.22,27.3,58.54,43.01,38.68,38.28,1.45,8.09,5.96,30.94,72.8,1.08,103.11,133.58,745.47,-0.18,06-Jul-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
06-Jul-2019 - 00:00,29.15,1.24,48.63,23.93,72.37,33.26,38.64,27.4,1.25,7.38,5.47,30.09,73.6,1.45,106.49,131.32,745.03,-0.17,07-Jul-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
07-Jul-2019 - 00:00,29.3,1.16,49.94,26.03,56.02,30.31,41.45,20.7,1.02,6.16,4.53,25.58,91.28,0.61,132.79,28.75,745.36,-0.13,08-Jul-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
08-Jul-2019 - 00:00,29.4,1.33,51.12,22.4,66.43,30.79,42.4,30.79,1.21,6.93,5.29,25.03,94.47,0.33,135.61,27.77,745.91,-0.14,09-Jul-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
09-Jul-2019 - 00:00,30.2,1.37,54.13,24.06,59.55,30.01,40.67,24.81,1.17,7.25,5.45,24.72,94.69,0.36,121.86,46.4,746.4,-0.11,10-Jul-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
10-Jul-2019 - 00:00,30.78,0.77,56.1,7.74,43.34,15.91,38.96,21.96,0.79,5.12,3.79,25.49,89.62,0.71,161.15,79.03,746.14,-0.12,11-Jul-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
11-Jul-2019 - 00:00,30.73,0.72,50.63,13.06,38.78,26.07,44.34,22.26,0.6,3.83,2.88,24.44,92.33,2.23,172.18,42.2,746.83,-0.08,12-Jul-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
12-Jul-2019 - 00:00,30.7,1.27,37.18,19.77,65.85,29.05,42.02,34.68,1.1,6.8,4.94,25.85,88.83,0.43,166.29,45.08,747.93,-0.12,13-Jul-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
13-Jul-2019 - 00:00,30.41,0.88,39.07,16.08,56.07,27.66,39.84,27.41,0.91,5.33,3.88,26.39,85.16,0.6,205.08,82.15,747.78,-0.13,14-Jul-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
14-Jul-2019 - 00:00,30.39,0.91,26.35,5.41,43.77,14.61,41.84,28.78,0.66,4.74,2.48,27.72,80.33,0.56,198.91,120.23,747.11,-0.1,15-Jul-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
15-Jul-2019 - 00:00,30.4,1.53,28.89,11.17,66.41,23.99,40.7,39.07,0.95,5.63,3.8,31.22,69.32,0.5,199.11,136.09,746.71,-0.09,16-Jul-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
16-Jul-2019 - 00:00,30.47,1.94,34.21,20.61,68.6,30.26,42.89,38.57,1.34,7.9,5.67,31.05,69.28,0.33,186.01,137.95,748.29,-0.15,17-Jul-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
17-Jul-2019 - 00:00,30.49,1.62,42.4,8.47,22.72,11.03,42.45,39.58,1.19,7.56,5.37,31.52,71.0,0.34,174.99,133.93,748.21,-0.17,18-Jul-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
18-Jul-2019 - 00:00,30.59,2.11,55.78,11.2,17.55,11.34,43.79,46.39,1.28,7.28,5.39,31.61,71.66,0.32,157.83,115.49,747.97,-0.14,19-Jul-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
19-Jul-2019 - 00:00,30.56,1.92,56.88,8.82,27.09,12.36,39.28,44.84,1.33,7.42,5.43,31.9,69.1,0.47,138.57,148.15,748.29,-0.15,20-Jul-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
20-Jul-2019 - 00:00,30.22,1.75,37.57,10.59,15.78,10.51,43.06,38.79,1.24,7.01,5.44,32.14,70.37,0.53,130.43,134.93,748.78,-0.14,21-Jul-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
21-Jul-2019 - 00:00,30.49,1.59,42.81,6.02,16.61,7.95,45.01,35.0,1.08,6.12,4.54,32.8,66.96,0.41,147.95,123.52,748.31,-0.14,22-Jul-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
22-Jul-2019 - 00:00,30.72,1.41,47.63,8.57,31.79,20.98,40.02,41.83,1.12,6.38,4.54,29.07,80.3,0.43,170.12,55.86,748.14,-0.14,23-Jul-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
23-Jul-2019 - 00:00,29.98,1.06,49.03,20.04,70.68,30.47,49.88,40.48,1.06,6.15,4.29,29.06,76.22,0.51,161.15,105.77,747.78,-0.16,24-Jul-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
24-Jul-2019 - 00:00,30.51,0.76,49.35,7.01,37.84,14.05,47.17,32.86,0.74,4.57,3.16,25.93,89.31,0.4,163.59,44.16,747.85,-0.15,25-Jul-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
25-Jul-2019 - 00:00,30.82,0.65,56.82,4.61,33.0,11.34,48.81,28.08,0.72,4.25,2.92,27.06,83.4,0.37,165.75,85.29,748.16,-0.15,26-Jul-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
26-Jul-2019 - 00:00,30.52,1.11,53.65,12.75,44.82,19.34,50.18,36.85,1.13,6.49,4.36,28.8,79.43,0.74,113.94,126.92,747.31,-0.12,27-Jul-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
27-Jul-2019 - 00:00,30.54,1.05,53.72,11.57,26.3,13.82,48.45,25.25,1.02,6.3,4.42,27.3,83.05,1.36,116.54,98.06,747.16,-0.16,28-Jul-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
28-Jul-2019 - 00:00,30.92,0.84,50.55,8.06,24.11,11.14,46.11,19.88,0.86,5.64,3.58,28.13,79.5,2.84,98.66,118.64,747.84,-0.17,29-Jul-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
29-Jul-2019 - 00:00,30.88,1.01,45.4,9.62,23.89,12.03,47.09,21.4,0.97,6.46,4.4,28.27,76.17,4.11,94.99,118.86,747.89,-0.19,30-Jul-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
30-Jul-2019 - 00:00,30.67,1.09,52.42,7.25,19.61,9.48,50.25,24.57,1.04,6.95,5.05,27.97,76.59,2.32,106.94,84.02,748.02,-0.16,31-Jul-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
31-Jul-2019 - 00:00,30.49,1.02,59.82,5.93,16.92,7.98,48.6,26.34,1.01,6.22,4.25,29.89,69.08,1.15,118.26,143.75,747.61,-0.14,01-Aug-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
01-Aug-2019 - 00:00,30.58,1.34,73.03,7.2,16.67,8.69,50.41,35.55,1.18,7.28,5.01,28.9,77.58,0.94,107.05,87.57,747.59,-0.16,02-Aug-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
02-Aug-2019 - 00:00,30.5,1.37,80.48,7.78,12.77,8.03,51.88,32.38,1.21,7.75,5.7,28.68,80.03,1.12,106.14,109.98,747.07,-0.16,03-Aug-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
03-Aug-2019 - 00:00,30.5,1.33,68.28,7.07,13.8,7.86,49.8,31.92,1.35,8.28,6.52,30.09,76.08,0.92,111.85,113.85,746.8,-0.18,04-Aug-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
04-Aug-2019 - 00:00,30.35,1.11,57.39,5.34,13.6,6.76,48.98,30.0,1.03,6.58,4.63,31.15,71.11,0.61,115.41,123.82,746.34,-0.18,05-Aug-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
05-Aug-2019 - 00:00,30.38,1.61,52.14,31.66,43.75,37.67,46.32,36.96,1.49,8.8,7.01,30.53,77.02,0.55,144.84,92.83,745.78,-0.19,06-Aug-2019 - 00:00,"IGSC Planetarium Complex, Patna - BSPCB"
