from date,NO2,NO,NOx,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,Xylene,Eth-Benzene,MP-Xylene,AT,RH,SR,RF,WS,WD,to date,station
30-Aug-2019 - 00:00,15.86,6.96,9.7,19.72,9.27,0.69,42.71,15.69,155.36,2.66,0.6,1.33,1.58,1.9,,77.14,389.85,0.0,0.64,221.54,31-Aug-2019 - 00:00,"Sector-18, Panipat - HSPCB"
31-Aug-2019 - 00:00,12.97,50.36,43.14,127.82,22.09,0.69,14.55,51.75,116.19,3.33,1.02,1.97,0.44,0.51,,,252.14,0.0,0.5,194.81,01-Sep-2019 - 00:00,"Sector-18, Panipat - HSPCB"
01-Sep-2019 - 00:00,7.97,23.02,18.62,123.51,9.22,0.55,,63.95,159.21,2.68,1.39,1.47,0.94,1.1,,84.69,117.29,0.0,0.55,91.17,02-Sep-2019 - 00:00,"Sector-18, Panipat - HSPCB"
02-Sep-2019 - 00:00,3.99,7.86,4.62,25.22,9.16,0.87,25.72,19.57,88.54,2.44,1.6,1.15,1.72,1.9,,84.94,226.18,0.0,0.49,192.93,03-Sep-2019 - 00:00,"Sector-18, Panipat - HSPCB"
03-Sep-2019 - 00:00,4.11,11.71,7.68,31.93,8.73,0.58,60.84,37.01,93.24,3.57,0.7,1.83,2.59,3.9,,78.92,114.48,0.0,0.44,261.28,04-Sep-2019 - 00:00,"Sector-18, Panipat - HSPCB"
04-Sep-2019 - 00:00,3.85,10.44,6.47,29.99,3.01,0.56,54.05,45.9,103.72,3.71,0.64,1.9,3.24,4.33,,88.66,81.47,0.0,0.44,123.48,05-Sep-2019 - 00:00,"Sector-18, Panipat - HSPCB"
05-Sep-2019 - 00:00,3.73,7.23,3.77,29.03,7.12,0.44,53.06,26.55,62.14,2.95,0.58,1.63,1.69,2.45,,92.74,153.64,0.0,0.47,128.0,06-Sep-2019 - 00:00,"Sector-18, Panipat - HSPCB"
06-Sep-2019 - 00:00,13.21,11.16,11.89,46.86,3.39,0.49,54.61,28.4,70.56,3.06,0.82,1.74,2.18,3.09,,75.58,220.85,0.0,0.43,138.78,07-Sep-2019 - 00:00,"Sector-18, Panipat - HSPCB"
07-Sep-2019 - 00:00,10.24,7.17,7.13,35.41,15.87,0.39,41.41,24.21,62.23,2.93,0.79,1.78,3.68,4.66,,87.44,169.31,0.02,0.45,106.62,08-Sep-2019 - 00:00,"Sector-18, Panipat - HSPCB"
08-Sep-2019 - 00:00,13.37,9.24,10.42,32.09,34.59,0.46,24.57,26.61,57.48,2.62,0.77,1.47,2.72,3.68,,87.52,234.31,0.0,0.41,192.89,09-Sep-2019 - 00:00,"Sector-18, Panipat - HSPCB"
09-Sep-2019 - 00:00,18.94,12.59,16.23,31.46,21.29,0.58,33.54,38.86,90.27,3.92,0.66,1.53,2.27,3.41,,91.49,6.69,0.0,0.54,284.77,10-Sep-2019 - 00:00,"Sector-18, Panipat - HSPCB"
10-Sep-2019 - 00:00,29.47,8.63,20.74,25.66,26.33,0.65,37.56,56.43,144.89,4.38,108.53,1.36,2.24,3.39,,1.38,6.07,0.0,0.29,197.72,11-Sep-2019 - 00:00,"Sector-18, Panipat - HSPCB"
11-Sep-2019 - 00:00,36.5,2.91,21.44,55.06,8.86,0.55,34.97,88.45,215.54,4.03,402.91,1.46,2.82,3.93,,61.56,268.84,0.0,0.44,182.51,12-Sep-2019 - 00:00,"Sector-18, Panipat - HSPCB"
12-Sep-2019 - 00:00,19.89,1.95,11.93,70.33,12.29,0.49,30.62,72.27,174.78,3.72,123.41,1.33,2.3,3.07,,68.83,166.09,0.0,0.53,96.96,13-Sep-2019 - 00:00,"Sector-18, Panipat - HSPCB"
13-Sep-2019 - 00:00,18.04,1.65,10.73,106.96,8.54,0.46,60.25,52.97,115.85,2.54,22.87,0.49,0.56,0.74,,77.32,65.55,0.0,0.43,135.93,14-Sep-2019 - 00:00,"Sector-18, Panipat - HSPCB"
14-Sep-2019 - 00:00,9.64,1.07,5.75,89.63,5.27,0.45,47.01,48.05,113.91,2.03,14.93,0.48,0.79,1.35,,89.76,63.29,0.0,0.49,89.32,15-Sep-2019 - 00:00,"Sector-18, Panipat - HSPCB"
15-Sep-2019 - 00:00,13.24,1.67,8.23,83.14,7.04,0.34,40.15,37.92,81.2,1.77,10.86,0.38,0.64,1.21,,85.76,166.72,0.0,0.36,109.92,16-Sep-2019 - 00:00,"Sector-18, Panipat - HSPCB"
16-Sep-2019 - 00:00,28.54,18.98,30.1,75.51,12.17,0.48,44.66,70.69,153.73,3.28,15.36,0.65,1.16,1.79,,88.8,41.5,0.0,0.42,217.62,17-Sep-2019 - 00:00,"Sector-18, Panipat - HSPCB"
17-Sep-2019 - 00:00,29.32,2.29,14.2,66.4,14.4,0.56,53.84,78.39,160.08,3.11,21.23,1.29,2.13,3.01,,0.9,6.05,0.0,0.38,154.27,18-Sep-2019 - 00:00,"Sector-18, Panipat - HSPCB"
18-Sep-2019 - 00:00,13.02,0.05,3.22,66.82,9.93,0.31,41.9,51.09,117.13,2.1,0.49,1.38,2.13,3.32,,,6.0,0.0,0.59,105.05,19-Sep-2019 - 00:00,"Sector-18, Panipat - HSPCB"
19-Sep-2019 - 00:00,14.82,0.11,4.07,65.96,17.8,0.25,32.26,23.72,65.19,1.76,0.25,0.92,1.05,1.64,,1.69,6.03,0.0,0.58,90.64,20-Sep-2019 - 00:00,"Sector-18, Panipat - HSPCB"
20-Sep-2019 - 00:00,35.24,15.02,25.68,67.44,13.1,0.36,20.55,39.65,90.72,2.45,0.48,0.84,0.67,1.03,,67.82,21.36,0.0,0.31,159.97,21-Sep-2019 - 00:00,"Sector-18, Panipat - HSPCB"
21-Sep-2019 - 00:00,29.28,9.03,17.8,73.72,16.04,0.41,12.26,64.83,136.12,3.95,0.31,0.9,1.64,2.14,,64.95,216.57,0.04,0.35,163.7,22-Sep-2019 - 00:00,"Sector-18, Panipat - HSPCB"
22-Sep-2019 - 00:00,26.49,3.04,11.47,78.55,10.41,0.23,13.39,35.49,78.49,1.89,0.2,0.56,1.22,1.58,,,6.0,0.0,0.48,109.93,23-Sep-2019 - 00:00,"Sector-18, Panipat - HSPCB"
23-Sep-2019 - 00:00,13.74,1.11,4.75,73.96,16.61,0.17,7.42,30.54,74.59,2.01,0.18,0.63,1.77,1.97,,57.06,6.11,0.0,0.38,91.28,24-Sep-2019 - 00:00,"Sector-18, Panipat - HSPCB"
24-Sep-2019 - 00:00,33.11,3.14,16.73,79.99,12.37,0.41,4.34,54.36,131.26,3.39,0.28,1.28,2.34,2.61,,55.97,190.41,0.0,0.28,145.95,25-Sep-2019 - 00:00,"Sector-18, Panipat - HSPCB"
25-Sep-2019 - 00:00,16.27,1.16,5.47,77.11,6.44,0.27,31.07,41.61,102.49,2.49,0.19,0.59,1.17,1.46,,37.45,123.91,0.0,0.37,90.98,26-Sep-2019 - 00:00,"Sector-18, Panipat - HSPCB"
26-Sep-2019 - 00:00,13.93,1.01,4.26,72.82,21.56,0.25,29.64,26.34,67.2,1.78,0.19,0.45,0.77,1.24,,60.17,144.3,0.0,0.38,89.43,27-Sep-2019 - 00:00,"Sector-18, Panipat - HSPCB"
27-Sep-2019 - 00:00,11.78,1.05,2.75,86.65,23.35,0.31,30.39,20.95,53.28,1.65,0.17,0.57,0.83,1.58,,82.38,201.49,0.0,0.41,97.72,28-Sep-2019 - 00:00,"Sector-18, Panipat - HSPCB"
28-Sep-2019 - 00:00,11.67,1.78,2.93,84.33,6.58,0.24,26.15,29.69,77.46,1.8,0.19,0.51,0.97,1.48,,83.51,203.04,0.0,0.4,88.03,29-Sep-2019 - 00:00,"Sector-18, Panipat - HSPCB"
29-Sep-2019 - 00:00,8.37,0.9,1.06,77.29,10.39,0.23,30.64,16.56,37.89,1.24,0.13,0.38,0.97,1.08,,92.41,161.47,0.02,0.53,85.39,30-Sep-2019 - 00:00,"Sector-18, Panipat - HSPCB"
30-Sep-2019 - 00:00,11.8,1.11,2.65,79.07,16.43,0.3,36.11,22.63,54.82,1.67,0.15,0.57,1.69,1.85,,89.1,174.02,0.0,0.35,95.87,01-Oct-2019 - 00:00,"Sector-18, Panipat - HSPCB"
01-Oct-2019 - 00:00,17.84,1.24,5.8,47.73,20.51,0.4,37.67,39.58,89.82,3.04,0.18,0.7,1.55,2.13,,95.3,204.33,0.0,0.33,86.03,02-Oct-2019 - 00:00,"Sector-18, Panipat - HSPCB"
02-Oct-2019 - 00:00,34.74,10.2,22.13,40.14,27.77,0.42,44.31,49.96,118.18,3.11,0.22,0.69,1.4,1.87,,80.44,322.21,0.0,0.35,179.45,03-Oct-2019 - 00:00,"Sector-18, Panipat - HSPCB"
03-Oct-2019 - 00:00,42.24,18.58,32.15,36.88,40.88,0.5,58.08,82.06,198.87,3.12,0.23,0.73,1.34,1.85,,78.72,211.13,0.0,0.44,242.25,04-Oct-2019 - 00:00,"Sector-18, Panipat - HSPCB"
04-Oct-2019 - 00:00,33.71,10.92,21.56,37.54,50.99,0.46,41.01,43.25,113.06,0.47,0.09,0.15,0.23,0.32,,72.31,250.55,0.0,0.87,278.65,05-Oct-2019 - 00:00,"Sector-18, Panipat - HSPCB"
05-Oct-2019 - 00:00,53.0,31.73,48.75,45.57,17.04,0.59,20.32,73.71,133.88,3.79,1.27,1.5,1.98,3.08,,77.19,11.71,0.0,0.73,270.72,06-Oct-2019 - 00:00,"Sector-18, Panipat - HSPCB"
06-Oct-2019 - 00:00,46.63,16.02,32.4,54.33,13.2,0.52,41.89,73.52,167.21,4.44,1.45,1.71,2.57,4.1,,77.88,206.11,0.0,0.72,285.25,07-Oct-2019 - 00:00,"Sector-18, Panipat - HSPCB"
