from date,AT,BP,PM10,PM2.5,RH,SR,WD,WS,Benzene,Toluene,NH3,NO2,NO,NOx,SO2,Ozone,CO,to date,station
07-Dec-2019 - 00:00,19.97,994.04,525.03,293.3,81.73,56.86,196.68,0.54,7.05,28.35,28.69,69.97,132.27,145.06,25.0,27.51,3.56,08-Dec-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
08-Dec-2019 - 00:00,19.89,993.7,410.89,245.18,79.61,56.01,249.24,0.57,8.7,53.84,26.28,62.74,117.66,129.3,24.61,28.67,2.88,09-Dec-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
09-Dec-2019 - 00:00,19.61,992.92,483.27,246.08,76.74,56.75,249.78,0.54,8.21,51.71,22.79,70.68,132.68,145.59,25.89,31.39,2.96,10-Dec-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
10-Dec-2019 - 00:00,19.28,990.28,487.24,258.03,77.46,52.79,247.47,0.54,6.7,38.71,27.7,72.18,124.02,139.56,20.53,32.48,2.99,11-Dec-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
11-Dec-2019 - 00:00,20.29,989.03,587.59,295.91,75.37,52.23,135.69,0.47,11.26,70.05,26.29,100.02,188.92,206.78,14.45,11.62,4.07,12-Dec-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
12-Dec-2019 - 00:00,20.99,987.97,458.5,274.03,74.05,39.85,101.81,1.04,7.05,38.28,45.3,72.25,53.75,82.31,7.38,39.55,2.04,13-Dec-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
13-Dec-2019 - 00:00,19.94,988.33,161.53,107.4,86.57,45.11,193.14,1.08,3.37,15.85,32.29,36.74,8.81,26.82,8.15,31.7,0.74,14-Dec-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
14-Dec-2019 - 00:00,18.07,994.73,206.05,95.74,79.76,64.17,233.39,0.54,4.1,25.38,23.53,47.5,29.25,49.09,12.76,18.4,1.11,15-Dec-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
15-Dec-2019 - 00:00,16.86,994.29,219.68,107.48,76.3,62.39,268.88,0.79,3.53,15.29,26.84,32.7,19.73,33.41,7.5,23.18,0.99,16-Dec-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
16-Dec-2019 - 00:00,15.55,994.81,182.36,99.32,77.76,26.2,294.85,0.94,3.04,12.46,27.53,28.58,9.89,23.28,7.42,23.19,0.85,17-Dec-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
17-Dec-2019 - 00:00,15.19,995.96,214.0,110.8,75.27,34.42,299.67,0.86,3.37,17.72,33.27,29.17,35.03,44.14,11.86,24.19,1.12,18-Dec-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
18-Dec-2019 - 00:00,15.5,994.74,292.11,157.1,75.06,65.16,253.11,0.73,4.35,20.83,36.54,39.98,43.74,56.96,11.15,30.65,1.51,19-Dec-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
19-Dec-2019 - 00:00,15.0,993.42,515.78,325.11,78.52,57.41,174.05,0.68,8.63,46.37,43.11,70.26,82.09,104.3,11.51,9.91,2.31,20-Dec-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
20-Dec-2019 - 00:00,15.31,991.07,419.58,282.94,81.43,48.39,251.61,0.68,7.33,32.75,48.77,52.05,33.31,54.88,8.74,9.65,1.8,21-Dec-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
21-Dec-2019 - 00:00,16.21,991.82,419.17,252.52,78.97,54.88,284.34,0.63,6.83,33.76,55.53,42.88,32.85,49.62,11.27,13.19,1.68,22-Dec-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
22-Dec-2019 - 00:00,15.09,993.14,249.41,159.35,80.62,49.62,311.02,0.87,5.01,20.06,48.8,31.84,16.12,30.05,7.4,18.81,1.21,23-Dec-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
23-Dec-2019 - 00:00,14.41,992.47,356.38,200.24,78.13,50.11,259.29,0.78,5.66,28.04,38.0,35.01,35.76,47.7,10.85,20.26,1.39,24-Dec-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
24-Dec-2019 - 00:00,14.79,994.09,563.66,311.07,77.06,53.49,188.11,0.6,7.74,49.29,39.76,64.29,70.15,91.35,11.03,13.46,1.99,25-Dec-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
25-Dec-2019 - 00:00,13.53,993.23,334.62,180.21,79.88,46.12,291.04,0.84,5.12,26.39,35.73,32.52,25.23,37.87,6.74,15.29,1.11,26-Dec-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
26-Dec-2019 - 00:00,13.61,992.67,417.52,223.77,75.89,53.44,242.39,0.83,5.05,23.11,36.58,39.4,22.22,39.0,9.75,15.58,1.23,27-Dec-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
27-Dec-2019 - 00:00,13.59,993.53,532.15,260.55,74.32,58.52,228.64,0.65,6.73,30.87,35.58,47.93,74.87,86.61,11.82,19.14,2.04,28-Dec-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
28-Dec-2019 - 00:00,9.2,994.06,533.85,305.48,81.34,41.0,245.79,0.63,9.46,49.25,32.55,44.8,93.23,99.92,16.2,8.38,2.4,29-Dec-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
29-Dec-2019 - 00:00,8.21,994.49,706.69,388.06,76.97,53.35,212.65,0.65,9.1,43.36,33.32,61.9,61.7,83.38,12.17,16.37,2.53,30-Dec-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
30-Dec-2019 - 00:00,6.17,993.88,459.82,319.55,83.62,23.55,178.25,0.84,8.98,34.61,28.76,54.43,55.19,73.95,15.09,4.25,2.13,31-Dec-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
31-Dec-2019 - 00:00,6.1,994.6,366.0,218.0,81.1,12.0,132.3,1.1,5.8,13.35,25.8,27.8,3.75,17.85,7.4,5.85,1.35,01-Jan-2020 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
