from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,Eth-Benzene,MP-Xylene,WS,WD,RH,SR,RF,to date,station
01-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,,02-Jan-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
02-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,,03-Jan-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
03-Jan-2019 - 00:00,109.22,163.42,37.58,21.18,1.95,0.04,73.92,0.92,32.67,7.6,0.0,10.45,14.85,,2.58,261.5,77.47,117.31,0.0,04-Jan-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
04-Jan-2019 - 00:00,228.6,355.43,67.31,73.76,48.14,0.07,73.64,2.48,5.06,20.56,0.0,16.85,21.17,29.11,1.2,205.06,90.21,108.52,0.0,05-Jan-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
05-Jan-2019 - 00:00,179.03,281.56,67.76,65.41,37.44,0.34,73.47,1.66,17.53,16.23,0.0,20.7,25.47,22.39,,,82.13,188.26,0.0,06-Jan-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
06-Jan-2019 - 00:00,149.54,259.09,69.43,77.88,52.05,0.34,75.09,1.53,15.8,12.0,0.0,19.46,25.47,21.9,,,75.5,137.34,0.0,07-Jan-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
07-Jan-2019 - 00:00,116.17,187.63,53.01,48.03,25.38,0.05,75.58,0.98,17.89,10.34,0.0,18.29,23.26,17.08,,,72.65,282.25,0.0,08-Jan-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
08-Jan-2019 - 00:00,105.9,168.65,42.65,27.37,6.35,0.0,76.19,0.9,19.85,7.13,0.0,9.78,15.55,11.07,2.18,258.62,82.08,202.78,0.0,09-Jan-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
09-Jan-2019 - 00:00,102.23,169.78,38.43,22.41,2.91,0.0,40.75,0.83,11.0,6.6,0.0,7.4,12.34,8.83,2.53,262.43,73.73,283.39,0.0,10-Jan-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
10-Jan-2019 - 00:00,119.16,199.14,57.38,50.46,25.58,0.09,2.07,1.18,35.36,8.76,0.0,10.46,15.61,13.29,1.31,244.99,79.15,215.33,0.0,11-Jan-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
11-Jan-2019 - 00:00,192.29,311.01,73.63,70.65,40.18,0.24,22.31,1.82,24.32,16.95,0.0,18.18,21.24,21.0,0.84,166.97,76.03,227.86,0.0,12-Jan-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
12-Jan-2019 - 00:00,159.1,279.55,72.53,79.27,51.63,0.17,14.33,1.68,23.59,15.24,0.0,19.73,21.66,21.1,0.93,151.98,67.13,238.69,0.0,13-Jan-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
13-Jan-2019 - 00:00,116.02,185.19,43.65,35.48,15.84,0.06,11.1,1.02,31.24,9.24,0.0,13.53,18.28,15.05,1.81,210.99,69.82,260.21,0.0,14-Jan-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
14-Jan-2019 - 00:00,56.28,107.04,29.03,17.3,2.66,0.0,13.83,0.51,32.47,3.88,0.0,5.72,10.13,6.62,2.87,268.82,68.82,320.18,0.0,15-Jan-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
15-Jan-2019 - 00:00,96.36,166.26,46.63,38.19,16.85,0.16,11.84,0.9,21.16,6.94,0.0,6.41,9.78,7.71,2.03,257.71,76.44,227.15,0.0,16-Jan-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
16-Jan-2019 - 00:00,162.28,306.68,80.2,95.1,65.08,0.16,14.16,1.86,20.95,14.28,0.0,17.59,21.12,22.15,1.22,118.69,75.39,248.75,0.0,17-Jan-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
17-Jan-2019 - 00:00,170.13,288.81,55.6,72.63,61.22,0.02,21.08,1.64,34.05,13.29,0.0,16.35,17.15,17.95,1.3,229.78,74.43,256.62,0.0,18-Jan-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
18-Jan-2019 - 00:00,127.74,219.15,42.63,28.88,9.25,0.01,16.17,1.08,36.67,8.75,0.0,9.76,13.35,10.52,1.75,261.96,74.04,284.54,0.0,19-Jan-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
19-Jan-2019 - 00:00,96.32,162.03,53.0,35.0,10.11,0.0,28.12,0.86,11.39,7.66,0.0,9.21,14.04,10.47,1.08,265.83,83.19,133.26,0.0,20-Jan-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
20-Jan-2019 - 00:00,,,,,,,,,,,,,,,,,,,,21-Jan-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
21-Jan-2019 - 00:00,126.8,265.92,28.85,22.47,10.9,0.0,24.23,0.78,74.34,6.92,0.0,7.47,7.94,8.84,3.43,110.84,65.15,164.61,0.0,22-Jan-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
22-Jan-2019 - 00:00,20.5,48.65,36.86,29.69,15.82,0.15,4.49,0.55,39.94,3.55,0.0,3.18,3.59,4.03,2.14,100.87,88.16,38.63,0.12,23-Jan-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
23-Jan-2019 - 00:00,47.91,90.6,32.24,31.87,19.85,0.0,10.22,0.66,38.47,5.36,,8.11,7.75,8.33,1.13,265.3,72.06,341.72,0.0,24-Jan-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
24-Jan-2019 - 00:00,73.24,156.17,32.09,46.7,38.5,8.82,17.47,0.78,40.45,6.75,,7.85,7.43,8.7,1.81,217.25,73.92,329.29,0.01,25-Jan-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
25-Jan-2019 - 00:00,48.86,79.79,30.3,33.96,23.63,15.86,12.06,0.58,49.85,4.42,,5.53,6.53,6.58,1.87,212.45,75.26,242.6,0.0,26-Jan-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
26-Jan-2019 - 00:00,59.63,106.69,28.43,26.71,15.81,18.19,21.51,0.57,44.86,5.81,,6.26,7.15,6.59,1.86,265.51,76.36,337.26,0.0,27-Jan-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
27-Jan-2019 - 00:00,54.24,99.59,22.68,13.88,3.54,18.45,14.31,0.54,48.58,4.68,,4.08,5.06,4.52,2.07,266.81,78.27,289.1,0.0,28-Jan-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
28-Jan-2019 - 00:00,52.73,99.21,23.76,14.16,3.18,17.02,15.94,0.52,55.11,4.16,,3.57,4.6,4.17,2.46,265.63,73.15,352.89,0.0,29-Jan-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
29-Jan-2019 - 00:00,79.74,143.93,34.58,21.08,4.77,18.18,17.2,0.72,52.74,6.04,,5.39,6.95,6.44,1.82,245.24,71.62,330.61,0.0,30-Jan-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
30-Jan-2019 - 00:00,95.67,195.23,54.04,48.86,26.86,19.48,16.59,1.09,12.5,8.36,,9.18,10.02,11.84,1.32,233.37,77.23,207.84,0.0,31-Jan-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
31-Jan-2019 - 00:00,126.71,242.08,55.59,51.0,28.58,19.3,11.99,1.46,26.88,13.74,,9.6,9.45,12.1,1.8,101.31,68.6,170.4,0.0,01-Feb-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
01-Feb-2019 - 00:00,77.2,153.19,40.28,29.58,11.77,16.27,11.99,0.81,52.55,6.64,,6.39,7.2,8.04,1.61,170.46,66.49,219.04,0.0,02-Feb-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
02-Feb-2019 - 00:00,63.12,105.84,20.78,13.1,3.79,18.1,7.78,0.7,34.78,5.95,,4.7,6.32,5.84,2.24,257.35,90.21,268.6,0.0,03-Feb-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
03-Feb-2019 - 00:00,68.1,122.94,32.77,46.48,38.21,13.84,4.92,1.07,26.85,7.58,,7.05,7.43,8.98,1.43,219.76,95.37,154.33,0.0,04-Feb-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
04-Feb-2019 - 00:00,105.79,170.97,46.01,61.52,48.26,17.87,6.7,1.84,33.32,13.25,,10.18,9.49,12.1,1.17,204.69,93.03,298.12,0.0,05-Feb-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
05-Feb-2019 - 00:00,144.38,286.33,70.48,76.23,50.28,17.09,17.49,2.19,41.05,17.11,,14.25,14.07,18.05,0.88,151.0,79.73,341.01,0.0,06-Feb-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
06-Feb-2019 - 00:00,104.58,205.44,51.14,46.75,26.46,17.46,13.87,1.17,40.85,9.98,,11.07,10.72,14.18,1.83,95.56,70.4,240.51,0.0,07-Feb-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
07-Feb-2019 - 00:00,51.37,107.22,18.81,14.17,6.83,11.79,11.3,0.57,49.29,3.88,0.0,4.54,5.76,5.8,3.7,108.07,78.0,126.04,0.02,08-Feb-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
08-Feb-2019 - 00:00,38.99,102.38,21.61,8.81,6.92,10.13,14.72,0.38,62.98,2.58,20.83,2.82,3.67,3.27,2.96,268.57,75.2,350.33,0.0,09-Feb-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
09-Feb-2019 - 00:00,36.94,84.26,16.98,6.68,2.07,7.3,13.47,0.46,55.1,3.2,,3.01,3.71,3.26,2.59,261.89,77.25,382.44,0.0,10-Feb-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
10-Feb-2019 - 00:00,76.48,143.95,30.76,20.72,4.76,10.37,14.31,0.74,42.29,6.03,,3.8,6.3,5.81,1.85,258.55,84.18,257.79,0.0,11-Feb-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
11-Feb-2019 - 00:00,76.2,143.83,35.15,27.62,10.48,13.58,19.3,0.79,50.02,6.12,,5.37,5.94,6.16,1.45,260.93,79.52,306.16,0.0,12-Feb-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
12-Feb-2019 - 00:00,92.53,180.19,44.86,37.26,16.15,14.76,19.18,1.05,56.16,7.67,,7.11,8.32,8.93,1.25,242.81,79.08,296.82,0.0,13-Feb-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
13-Feb-2019 - 00:00,125.79,281.67,64.03,62.11,36.22,11.32,15.6,1.28,81.92,8.45,0.0,7.54,7.76,9.62,1.05,227.36,70.06,234.71,0.0,14-Feb-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
14-Feb-2019 - 00:00,89.23,167.24,46.89,38.46,16.56,12.05,12.83,1.05,39.86,7.11,0.5,5.22,6.03,6.79,2.22,103.67,80.96,77.34,0.11,15-Feb-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
15-Feb-2019 - 00:00,58.75,96.67,48.4,50.44,30.5,8.21,22.31,0.98,30.66,2.49,0.22,0.67,0.89,1.89,1.06,139.3,82.07,123.31,0.03,16-Feb-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
16-Feb-2019 - 00:00,36.19,74.66,29.52,37.54,25.31,29.52,17.93,0.55,33.43,1.63,0.64,1.85,1.83,2.74,1.74,234.52,82.42,308.18,0.0,17-Feb-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
17-Feb-2019 - 00:00,49.71,88.08,22.85,15.06,2.8,15.57,12.52,0.58,50.82,1.25,0.17,0.35,0.66,0.94,2.46,264.14,84.54,229.61,0.0,18-Feb-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
18-Feb-2019 - 00:00,70.92,134.32,44.17,41.69,22.46,9.85,14.62,0.95,39.81,2.19,0.21,0.63,0.83,1.82,1.64,128.87,75.42,171.28,0.01,19-Feb-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
19-Feb-2019 - 00:00,38.65,96.91,35.81,30.63,14.15,6.42,8.93,0.69,53.86,1.51,0.18,0.48,0.65,1.38,2.07,96.54,68.51,268.54,0.01,20-Feb-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
20-Feb-2019 - 00:00,68.04,157.93,50.7,49.63,28.09,6.25,17.36,0.92,35.94,2.26,0.22,0.74,1.03,2.06,1.61,102.59,64.29,195.8,0.0,21-Feb-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
21-Feb-2019 - 00:00,56.57,133.9,39.58,43.53,27.94,9.04,8.43,0.91,23.3,2.02,0.26,0.73,1.01,2.05,1.89,101.66,68.14,211.12,0.01,22-Feb-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
22-Feb-2019 - 00:00,50.36,103.1,21.07,18.15,7.79,14.78,8.02,0.51,39.07,1.09,0.19,0.43,0.68,1.07,3.1,248.25,78.56,343.76,0.0,23-Feb-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
23-Feb-2019 - 00:00,36.69,83.62,17.81,14.9,6.51,10.23,7.85,1.24,38.76,0.72,0.18,0.23,0.45,0.54,3.2,259.05,72.79,497.88,0.0,24-Feb-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
24-Feb-2019 - 00:00,49.37,101.85,30.31,35.33,22.87,34.79,7.18,0.51,9.13,1.22,0.72,0.57,1.15,1.39,2.3,258.17,69.4,397.07,0.0,25-Feb-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
25-Feb-2019 - 00:00,84.91,176.15,36.63,56.78,45.5,40.8,8.05,0.89,13.04,2.3,0.93,0.9,1.57,2.24,1.01,175.9,65.09,301.4,0.0,26-Feb-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
26-Feb-2019 - 00:00,72.45,163.3,43.71,52.3,35.31,35.22,6.5,0.92,8.3,2.6,1.01,1.14,1.86,2.88,1.97,138.85,55.17,174.01,0.0,27-Feb-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
27-Feb-2019 - 00:00,24.81,47.79,34.21,48.53,36.8,38.74,6.21,0.42,7.37,0.97,0.88,0.73,1.41,1.86,1.81,270.82,67.17,,0.0,28-Feb-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
28-Feb-2019 - 00:00,39.79,80.22,33.3,57.78,48.92,39.37,5.88,0.5,39.38,1.29,0.82,0.68,1.29,1.57,2.23,258.24,72.57,360.64,0.0,01-Mar-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
01-Mar-2019 - 00:00,47.66,95.3,37.48,70.48,62.04,40.76,6.21,0.54,66.73,1.26,0.82,0.71,1.38,1.69,1.98,278.76,70.33,354.1,0.0,02-Mar-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
02-Mar-2019 - 00:00,92.38,184.05,40.48,76.14,66.79,44.59,10.39,1.01,49.24,2.97,1.16,1.06,1.99,2.7,1.37,132.44,80.14,94.55,0.13,03-Mar-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
03-Mar-2019 - 00:00,35.26,62.61,37.04,74.59,67.44,48.24,12.08,0.69,46.08,1.66,1.33,0.99,2.03,2.46,1.46,185.0,81.46,288.39,0.01,04-Mar-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
04-Mar-2019 - 00:00,38.73,78.02,37.31,84.78,79.97,46.76,11.41,0.62,48.87,1.29,1.18,0.89,1.75,2.14,2.04,254.08,82.64,222.26,0.0,05-Mar-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
05-Mar-2019 - 00:00,40.98,79.05,35.03,64.46,56.11,47.23,10.25,0.56,31.82,1.22,0.96,0.73,1.47,1.32,1.95,273.03,83.05,329.67,0.0,06-Mar-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
06-Mar-2019 - 00:00,47.45,104.23,35.57,53.95,42.67,48.74,8.93,0.55,32.97,1.27,0.79,0.65,1.32,1.05,3.12,281.1,62.74,347.97,0.0,07-Mar-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
07-Mar-2019 - 00:00,49.7,116.47,35.74,59.9,49.69,55.3,11.21,0.64,50.65,1.52,0.94,0.79,1.51,2.08,2.09,272.95,58.31,334.75,0.0,08-Mar-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
08-Mar-2019 - 00:00,65.56,149.47,32.89,64.61,57.7,48.87,14.57,0.68,55.95,1.97,1.16,1.41,2.04,2.53,1.87,232.73,62.93,300.68,0.0,09-Mar-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
09-Mar-2019 - 00:00,50.93,105.09,32.69,60.83,53.12,35.22,14.2,0.54,69.8,1.69,0.79,0.84,1.43,1.32,2.4,280.47,62.98,410.89,0.0,10-Mar-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
10-Mar-2019 - 00:00,54.39,114.18,29.46,39.03,29.23,29.04,13.45,0.57,87.58,1.14,0.97,0.72,1.49,1.28,1.68,238.36,55.78,373.29,0.0,11-Mar-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
11-Mar-2019 - 00:00,66.04,149.36,26.38,66.85,64.73,19.57,15.88,0.91,52.29,4.97,2.66,3.18,5.57,4.85,2.4,93.12,69.15,195.2,0.03,12-Mar-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
12-Mar-2019 - 00:00,47.85,110.36,10.2,65.45,73.53,8.81,14.73,0.76,70.07,5.22,3.76,3.97,6.97,6.52,2.24,220.45,54.58,403.18,0.0,13-Mar-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
13-Mar-2019 - 00:00,98.28,249.45,44.11,90.6,89.36,27.4,15.74,1.37,36.32,11.36,3.44,5.62,8.69,9.81,1.33,212.51,71.82,122.29,0.0,14-Mar-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
14-Mar-2019 - 00:00,63.97,150.07,36.39,57.28,46.38,38.83,14.9,0.91,54.59,5.58,1.94,3.34,4.86,6.05,2.35,208.07,69.65,213.96,0.01,15-Mar-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
15-Mar-2019 - 00:00,50.36,94.33,35.65,81.05,76.4,44.0,14.75,0.65,66.83,6.0,3.24,3.93,6.46,6.2,1.98,274.54,66.55,439.28,0.0,16-Mar-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
16-Mar-2019 - 00:00,46.68,100.62,35.88,66.81,58.5,53.93,14.0,0.68,68.68,4.73,3.03,3.37,6.34,5.67,2.29,257.32,72.63,410.96,0.0,17-Mar-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
17-Mar-2019 - 00:00,55.17,114.19,43.45,83.22,74.03,57.59,14.96,0.7,76.98,4.67,3.92,3.73,7.28,6.28,2.1,264.84,56.18,465.27,0.0,18-Mar-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
18-Mar-2019 - 00:00,63.63,136.71,43.39,80.67,70.89,52.06,14.94,0.8,78.24,6.22,3.76,4.13,7.21,6.54,1.8,266.79,61.96,400.91,0.0,19-Mar-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
19-Mar-2019 - 00:00,60.66,139.86,40.98,86.41,79.61,50.77,13.11,0.73,62.78,5.41,3.59,4.69,7.68,6.95,2.08,250.94,62.11,440.69,0.0,20-Mar-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
20-Mar-2019 - 00:00,83.82,218.5,36.45,71.78,64.32,53.95,12.8,1.11,42.68,9.83,5.05,5.9,10.05,10.39,2.33,94.07,44.88,316.27,0.04,21-Mar-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
21-Mar-2019 - 00:00,36.9,82.16,37.36,88.2,84.21,53.11,9.81,0.67,65.1,4.48,5.19,4.73,8.83,8.1,1.88,234.76,46.44,391.39,0.0,22-Mar-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
22-Mar-2019 - 00:00,31.14,116.16,33.2,54.72,45.17,47.7,8.4,0.49,63.03,3.62,2.72,2.84,5.16,4.7,3.24,276.71,49.37,513.61,0.0,23-Mar-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
23-Mar-2019 - 00:00,41.92,113.5,31.65,44.58,33.53,46.67,8.55,0.5,76.23,3.14,1.93,2.35,3.9,3.52,3.7,276.16,56.06,476.5,0.0,24-Mar-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
24-Mar-2019 - 00:00,42.15,114.69,35.09,54.3,43.41,44.0,7.84,0.55,63.18,3.39,2.27,2.34,4.29,3.69,3.33,259.79,57.46,416.86,0.0,25-Mar-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
25-Mar-2019 - 00:00,69.4,137.68,29.86,83.2,82.85,49.73,8.32,0.83,32.89,7.34,2.88,3.56,6.08,5.8,1.96,259.17,79.6,151.11,0.0,26-Mar-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
26-Mar-2019 - 00:00,52.11,118.69,37.59,77.95,71.27,47.05,8.2,0.69,61.61,5.56,2.73,3.52,6.19,5.75,2.71,259.09,66.59,423.05,0.0,27-Mar-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
27-Mar-2019 - 00:00,65.97,148.02,42.54,83.85,75.41,46.85,8.7,0.81,74.64,3.96,3.8,3.42,5.69,5.35,1.96,267.54,62.19,322.07,0.0,28-Mar-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
28-Mar-2019 - 00:00,78.68,170.17,40.63,97.13,94.98,61.46,9.28,1.01,80.44,6.06,3.11,3.67,5.61,5.82,1.66,240.08,63.53,379.52,0.0,29-Mar-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
29-Mar-2019 - 00:00,81.77,198.07,23.94,85.94,84.35,88.2,9.56,1.02,56.42,8.38,4.01,4.89,8.27,8.06,1.69,193.99,63.39,364.11,0.0,30-Mar-2019 - 00:00,"Gobind Pura, Yamuna Nagar - HSPCB"
