from date,Temp,CO,Ozone,NO,NO2,NOx,NH3,SO2,PM2.5,PM10,Benzene,Toluene,Xylene,AT,RH,WS,WD,SR,BP,RF,VWS,to date,station
10-Apr-2019 - 00:00,28.18,0.53,26.16,4.79,46.42,26.9,9.7,4.35,29.79,71.9,1.82,15.61,15.74,30.88,45.34,1.73,191.86,218.03,711.91,0.0,0.0,11-Apr-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
11-Apr-2019 - 00:00,28.14,0.54,22.24,4.72,48.03,27.72,9.3,4.12,25.58,76.78,1.78,25.2,3.14,31.68,43.33,1.64,195.76,263.05,711.45,0.0,0.0,12-Apr-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
12-Apr-2019 - 00:00,27.01,0.5,30.46,4.74,44.46,25.74,10.32,12.05,31.24,88.21,3.32,31.56,1.12,31.86,40.95,2.47,148.55,248.3,711.26,0.0,0.0,13-Apr-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
13-Apr-2019 - 00:00,27.86,0.55,27.92,4.75,50.41,28.89,11.27,4.01,26.45,74.44,5.31,34.14,5.19,32.48,39.5,2.03,151.11,251.81,711.23,0.0,0.0,14-Apr-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
14-Apr-2019 - 00:00,28.19,0.56,23.66,4.74,55.23,31.72,10.57,6.85,43.17,106.94,3.58,31.16,6.13,32.48,40.55,1.61,173.08,256.95,711.56,0.0,0.0,15-Apr-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
15-Apr-2019 - 00:00,28.93,0.53,22.22,4.58,53.51,30.83,9.19,5.15,37.48,104.74,2.65,15.55,3.74,32.41,39.55,1.64,187.47,249.9,711.3,0.0,0.0,16-Apr-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
16-Apr-2019 - 00:00,28.56,0.5,29.84,5.11,52.95,30.46,9.81,9.38,37.98,109.55,2.83,28.18,24.38,31.93,39.27,2.46,175.88,265.46,711.2,0.0,0.0,17-Apr-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
17-Apr-2019 - 00:00,28.06,0.59,24.52,4.4,49.85,28.8,9.24,5.15,34.04,93.55,2.0,30.42,10.0,31.74,42.39,2.27,203.66,219.34,711.42,0.0,0.0,18-Apr-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
18-Apr-2019 - 00:00,28.43,0.63,23.14,4.88,53.96,31.14,11.21,7.13,39.51,113.97,3.07,43.09,6.66,31.48,47.0,1.7,182.44,251.43,711.25,0.0,0.0,19-Apr-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
19-Apr-2019 - 00:00,28.44,0.56,28.69,5.2,43.75,25.4,9.41,2.98,25.5,58.74,1.68,18.82,0.94,30.04,53.9,2.17,138.24,245.94,710.53,0.0,0.0,20-Apr-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
20-Apr-2019 - 00:00,27.93,0.53,26.48,4.86,40.74,23.84,8.75,3.47,23.31,50.41,1.84,12.43,0.74,29.66,55.04,2.59,151.17,230.88,709.41,0.0,0.0,21-Apr-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
21-Apr-2019 - 00:00,28.83,0.5,25.66,5.73,42.44,24.68,8.37,3.22,25.02,54.73,1.44,9.65,5.44,31.37,49.69,2.24,195.05,247.65,709.08,0.0,0.0,22-Apr-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
22-Apr-2019 - 00:00,28.9,0.49,31.73,4.39,43.54,25.44,8.66,3.29,26.17,59.38,1.43,6.39,0.97,29.19,54.67,2.83,146.25,240.12,709.8,0.0,0.0,23-Apr-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
23-Apr-2019 - 00:00,29.45,0.68,42.26,9.08,38.61,23.4,14.1,4.79,26.9,82.23,3.25,20.59,1.65,33.67,40.19,1.8,122.04,280.09,710.52,0.0,0.0,24-Apr-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
24-Apr-2019 - 00:00,30.22,0.6,32.29,1.2,33.52,16.92,11.95,4.01,24.76,64.3,2.79,19.78,1.15,30.92,46.38,1.65,150.41,226.38,711.0,0.0,0.0,25-Apr-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
25-Apr-2019 - 00:00,27.9,0.57,41.17,5.07,36.91,21.65,12.33,4.41,27.06,83.53,4.0,43.0,1.4,33.08,39.98,1.83,153.19,250.14,710.42,0.0,0.0,26-Apr-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
26-Apr-2019 - 00:00,28.69,0.64,32.99,7.77,43.42,26.87,19.16,8.61,34.67,105.69,3.21,34.0,1.31,31.45,42.4,1.91,192.84,322.38,710.18,0.0,0.0,27-Apr-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
27-Apr-2019 - 00:00,34.5,0.76,29.35,8.35,47.89,26.33,21.03,7.75,44.83,143.52,2.72,27.28,7.06,35.82,35.71,1.53,193.55,283.65,710.41,0.15,-0.0,28-Apr-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
28-Apr-2019 - 00:00,30.26,0.55,33.69,4.5,38.85,22.66,11.55,6.96,40.26,103.22,2.14,27.43,11.03,34.15,39.81,2.33,178.4,197.44,709.36,0.0,0.0,29-Apr-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
29-Apr-2019 - 00:00,30.48,0.7,29.87,5.78,42.19,24.69,14.65,7.25,43.38,94.91,3.09,15.77,2.19,33.34,42.65,1.69,175.2,248.07,709.49,0.01,-0.0,30-Apr-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
30-Apr-2019 - 00:00,32.51,0.83,25.93,1.85,39.57,20.47,17.85,5.09,36.83,96.29,2.17,22.42,1.7,31.42,48.43,1.85,187.91,83.12,708.53,0.06,-0.0,01-May-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
01-May-2019 - 00:00,31.7,0.83,21.81,3.05,41.39,22.07,30.76,6.62,36.88,116.1,3.06,26.91,2.43,34.88,33.82,2.26,240.86,108.09,707.7,0.03,0.0,02-May-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
02-May-2019 - 00:00,30.63,0.6,23.16,0.58,46.69,24.48,12.61,5.79,38.78,148.17,3.36,23.3,24.98,34.02,34.86,2.92,273.34,262.3,706.9,0.0,0.0,03-May-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
03-May-2019 - 00:00,30.5,0.54,27.97,0.67,42.11,21.98,10.31,3.72,31.67,146.64,2.94,9.63,10.59,33.22,32.94,3.25,268.93,273.21,708.08,0.0,0.0,04-May-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
04-May-2019 - 00:00,30.52,0.5,24.51,0.68,44.14,23.28,9.96,5.82,27.29,126.56,1.86,11.98,16.42,32.93,34.61,3.31,273.54,287.23,710.14,0.0,0.0,05-May-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
05-May-2019 - 00:00,30.38,0.59,20.88,0.63,51.94,27.3,10.93,15.23,36.88,132.54,4.74,28.84,25.28,33.26,34.2,2.13,281.91,280.35,711.27,0.0,0.0,06-May-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
06-May-2019 - 00:00,30.43,0.67,19.59,0.67,49.03,25.54,15.1,19.74,43.42,140.82,6.7,66.03,26.22,34.17,31.91,1.9,244.34,282.62,709.97,0.0,0.0,07-May-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
07-May-2019 - 00:00,30.43,0.79,20.49,0.58,41.07,21.28,24.14,19.66,54.01,147.56,12.92,83.15,39.78,34.79,31.38,1.59,182.52,248.81,708.83,0.0,0.0,08-May-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
08-May-2019 - 00:00,30.29,0.71,25.45,0.85,32.35,16.84,28.39,21.24,49.56,162.39,10.42,105.35,33.75,34.65,32.09,2.61,248.01,272.76,708.92,0.0,0.0,09-May-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
09-May-2019 - 00:00,30.45,0.7,18.24,0.8,35.41,18.67,34.09,28.29,49.82,156.68,11.24,93.69,47.21,34.46,33.06,2.19,226.55,280.9,708.77,0.0,0.0,10-May-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
10-May-2019 - 00:00,29.82,0.7,20.1,0.72,30.43,16.01,33.04,26.81,45.42,148.5,7.68,92.34,37.91,34.77,34.3,2.02,209.19,279.75,709.02,0.0,0.0,11-May-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
11-May-2019 - 00:00,30.23,0.76,25.85,0.73,21.5,10.87,25.38,20.35,47.77,143.54,5.26,71.66,13.48,33.49,42.02,2.61,178.86,265.04,710.03,0.0,0.0,12-May-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
12-May-2019 - 00:00,30.12,0.58,30.06,0.45,21.39,10.91,17.47,7.19,42.7,87.77,2.66,25.1,5.3,31.88,47.95,1.85,176.61,259.83,710.01,0.0,0.0,13-May-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
13-May-2019 - 00:00,30.95,0.65,24.66,0.72,23.43,12.26,21.34,8.39,44.41,111.77,3.54,43.34,22.58,33.92,40.48,1.6,199.04,289.57,708.95,0.0,0.0,14-May-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
14-May-2019 - 00:00,30.0,0.55,26.46,0.75,17.31,8.99,17.21,5.68,38.22,109.6,2.61,34.14,5.08,33.98,40.48,2.22,188.18,272.44,709.14,0.0,0.0,15-May-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
15-May-2019 - 00:00,30.11,0.63,25.98,0.76,17.34,9.06,16.54,9.22,41.28,109.61,2.98,34.05,11.67,33.27,40.55,1.59,192.14,284.58,709.83,0.0,0.0,16-May-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
16-May-2019 - 00:00,30.07,0.68,19.11,0.81,23.21,12.11,30.51,22.53,41.0,117.56,4.61,76.24,29.18,33.71,37.43,1.85,188.83,279.45,710.65,0.0,0.0,17-May-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
17-May-2019 - 00:00,30.42,0.63,22.05,0.8,17.1,8.84,17.8,8.24,38.98,125.15,3.46,56.62,22.5,34.07,37.74,1.61,205.35,280.9,710.45,0.0,0.0,18-May-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
18-May-2019 - 00:00,30.21,0.67,17.26,0.97,16.87,8.89,18.55,20.8,50.72,152.0,4.28,71.51,31.46,34.45,37.93,1.58,208.53,283.03,710.06,0.0,0.0,19-May-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
19-May-2019 - 00:00,29.81,0.74,20.34,0.97,16.36,8.71,21.1,21.95,50.99,164.5,7.58,98.95,15.28,35.26,33.34,1.67,174.24,286.43,709.84,0.0,0.0,20-May-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
20-May-2019 - 00:00,30.78,0.6,27.7,0.89,10.35,5.36,14.21,8.61,47.84,121.15,2.59,25.68,2.68,34.17,44.07,1.66,171.76,271.0,710.26,0.0,0.0,21-May-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
21-May-2019 - 00:00,30.5,0.52,30.75,0.81,8.47,4.22,11.65,6.62,41.6,106.54,1.61,10.24,1.27,34.01,42.95,1.87,180.21,236.81,709.92,0.0,0.0,22-May-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
22-May-2019 - 00:00,30.47,0.53,30.21,0.95,9.27,4.8,11.43,5.54,35.36,88.69,1.61,12.17,7.43,33.95,42.0,1.8,215.9,272.71,709.69,0.0,0.0,23-May-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
23-May-2019 - 00:00,30.39,0.52,30.36,1.33,9.68,4.34,7.6,4.06,40.89,89.93,1.29,7.71,0.92,33.21,45.6,2.03,183.92,226.68,709.22,0.0,0.0,24-May-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
24-May-2019 - 00:00,30.24,0.53,27.99,0.55,0.75,0.24,0.44,6.0,40.0,92.07,3.65,15.05,2.92,32.98,49.2,1.37,204.91,256.9,709.74,0.0,0.0,25-May-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
25-May-2019 - 00:00,30.31,0.61,22.33,0.7,26.51,11.05,7.25,11.14,47.02,132.8,1.58,21.47,11.85,34.39,40.61,2.34,230.83,276.23,708.8,0.0,0.0,26-May-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
26-May-2019 - 00:00,30.5,0.7,15.4,0.5,62.53,33.28,24.46,15.83,50.62,147.88,4.62,50.97,6.53,35.65,36.17,1.73,219.43,282.61,707.78,0.0,0.0,27-May-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
27-May-2019 - 00:00,30.51,0.61,19.64,0.37,53.24,28.22,14.98,9.09,41.65,127.96,3.42,44.79,8.64,34.73,39.85,2.22,238.72,274.39,707.86,0.0,0.0,28-May-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
28-May-2019 - 00:00,30.82,0.6,18.42,0.4,58.9,31.31,11.99,6.35,41.23,132.4,0.59,12.23,2.04,35.86,36.43,1.8,227.49,275.21,707.43,0.0,0.0,29-May-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
29-May-2019 - 00:00,31.01,0.74,19.16,0.54,62.29,33.01,20.27,13.47,47.28,148.48,3.96,55.99,16.44,35.67,36.57,1.31,191.69,285.58,706.91,0.0,0.0,30-May-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
30-May-2019 - 00:00,33.49,0.76,29.45,0.78,36.64,18.85,20.56,9.75,41.06,118.48,0.95,4.62,0.44,34.37,44.69,2.72,138.44,130.04,706.35,0.0,0.0,31-May-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
31-May-2019 - 00:00,30.4,0.57,31.92,0.42,31.16,16.55,10.7,5.06,25.93,94.59,1.65,7.89,0.42,34.2,45.23,2.26,170.16,266.08,707.32,0.0,0.0,01-Jun-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
01-Jun-2019 - 00:00,30.5,0.57,25.44,0.38,37.47,19.8,9.64,4.13,31.06,83.79,2.11,14.56,7.37,31.23,51.56,1.88,230.03,110.92,708.56,0.0,0.0,02-Jun-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
02-Jun-2019 - 00:00,30.25,0.53,28.25,0.36,37.12,19.65,9.44,5.62,36.15,109.14,1.69,12.46,5.65,34.06,43.8,2.0,198.32,249.88,707.55,0.0,0.0,03-Jun-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
03-Jun-2019 - 00:00,30.73,0.43,24.14,0.39,30.98,16.42,8.57,5.53,24.99,70.46,0.81,2.3,6.08,30.4,57.96,4.4,237.5,241.56,708.23,0.0,0.0,04-Jun-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
04-Jun-2019 - 00:00,30.44,0.48,31.0,0.44,36.94,19.56,7.72,2.99,20.86,54.55,1.1,3.7,12.5,30.62,58.42,2.0,225.88,258.12,707.91,0.0,0.0,05-Jun-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
05-Jun-2019 - 00:00,30.44,0.5,19.01,0.27,40.57,21.61,6.23,5.47,28.94,86.62,1.1,3.7,12.5,29.89,61.12,2.44,247.81,6.0,707.38,0.0,0.0,06-Jun-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
06-Jun-2019 - 00:00,36.98,0.42,35.45,0.6,26.55,14.11,9.94,3.59,30.54,87.58,0.78,7.47,0.27,31.4,52.75,6.34,167.5,6.42,706.83,0.0,0.0,07-Jun-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
07-Jun-2019 - 00:00,,0.52,23.52,0.37,36.71,19.64,7.03,8.09,24.74,55.25,2.44,24.58,2.09,,,,,,,0.0,,08-Jun-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
08-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,09-Jun-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
09-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,10-Jun-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
10-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,11-Jun-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
11-Jun-2019 - 00:00,30.34,0.41,31.04,0.35,29.38,15.48,4.9,3.26,9.31,37.59,0.18,0.56,0.69,34.41,43.97,3.36,210.16,55.62,706.09,0.0,0.0,12-Jun-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
12-Jun-2019 - 00:00,30.29,0.4,21.82,0.46,30.42,16.16,5.94,2.68,5.14,34.12,0.13,1.41,0.81,31.59,51.59,4.44,228.5,286.9,707.19,0.0,0.0,13-Jun-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
13-Jun-2019 - 00:00,30.27,0.39,14.79,0.5,33.86,17.81,6.15,3.25,11.18,35.04,0.08,1.33,0.09,30.45,56.49,3.74,249.48,233.9,708.2,0.0,0.0,14-Jun-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
14-Jun-2019 - 00:00,31.59,0.4,13.24,0.85,24.85,9.74,6.27,4.03,18.59,45.24,0.11,1.0,0.13,30.91,54.41,4.22,243.99,279.55,707.94,0.0,0.0,15-Jun-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
15-Jun-2019 - 00:00,31.09,0.38,14.53,0.15,0.11,0.02,,5.95,22.16,62.14,0.62,2.5,0.4,34.48,41.67,4.61,264.92,306.29,707.92,0.01,0.0,16-Jun-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
16-Jun-2019 - 00:00,30.81,0.38,14.14,0.13,0.1,0.01,,2.63,22.02,56.67,0.48,0.6,0.03,32.17,48.4,4.54,271.14,268.67,708.67,0.0,0.0,17-Jun-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
17-Jun-2019 - 00:00,31.16,0.38,13.76,0.2,0.15,0.03,0.1,3.15,23.89,65.36,0.03,0.11,0.01,32.0,48.05,4.45,275.53,208.04,708.98,0.0,0.0,18-Jun-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
18-Jun-2019 - 00:00,31.79,0.38,13.99,0.74,0.74,0.14,0.27,3.19,23.76,67.34,0.16,1.5,0.27,32.19,47.32,3.89,263.98,261.46,708.16,0.0,0.0,19-Jun-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
19-Jun-2019 - 00:00,31.14,0.38,16.52,0.77,0.93,0.2,0.35,1.92,20.78,61.04,0.33,0.71,0.06,32.07,49.93,4.19,260.02,289.21,707.08,0.0,0.0,20-Jun-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
20-Jun-2019 - 00:00,31.04,0.37,17.24,1.04,0.78,0.28,0.27,3.7,19.89,61.13,0.32,0.57,0.37,30.95,56.09,3.9,251.76,245.43,707.34,0.0,0.0,21-Jun-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
21-Jun-2019 - 00:00,30.63,0.45,17.79,1.48,1.55,0.98,0.35,5.34,27.68,69.65,1.07,8.24,3.68,29.44,62.55,2.6,224.43,237.61,707.19,0.0,0.0,22-Jun-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
22-Jun-2019 - 00:00,30.6,0.5,15.99,2.04,1.97,2.13,,4.52,26.39,46.21,0.66,5.11,2.44,27.57,71.19,2.85,266.34,143.92,706.8,0.0,0.0,23-Jun-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
23-Jun-2019 - 00:00,30.94,0.45,16.35,1.92,1.9,1.89,,3.62,23.34,47.41,0.52,5.09,1.15,28.01,70.59,1.88,209.6,178.62,706.36,0.0,0.0,24-Jun-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
24-Jun-2019 - 00:00,32.22,0.69,16.56,3.06,3.72,2.14,2.09,7.72,26.63,57.53,2.11,21.35,15.24,28.61,68.69,1.16,242.77,171.75,707.4,0.0,0.0,25-Jun-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
25-Jun-2019 - 00:00,33.3,0.5,21.4,6.24,4.61,2.94,2.37,6.25,26.07,42.48,1.8,8.63,2.69,30.24,63.54,1.32,205.07,149.56,708.39,0.01,-0.0,26-Jun-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
26-Jun-2019 - 00:00,30.99,0.4,21.4,2.0,1.86,1.82,,2.79,17.04,37.28,0.17,1.52,0.93,30.26,60.72,3.14,246.03,251.59,708.24,0.0,0.0,27-Jun-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
27-Jun-2019 - 00:00,29.94,0.38,23.94,1.93,1.81,1.85,,4.05,9.7,26.2,0.0,0.0,0.0,29.94,59.47,4.14,266.19,228.57,707.33,0.0,0.0,28-Jun-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
28-Jun-2019 - 00:00,30.36,0.42,16.16,1.77,5.04,5.56,4.76,2.43,10.38,22.14,0.0,0.0,0.0,28.26,65.68,4.9,285.42,185.89,707.48,0.0,0.0,29-Jun-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
29-Jun-2019 - 00:00,30.4,0.36,13.19,0.16,6.12,2.34,2.42,4.03,13.28,26.16,0.07,1.2,0.12,26.52,73.71,4.2,254.86,160.31,707.03,0.0,0.0,30-Jun-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
30-Jun-2019 - 00:00,29.66,0.38,15.25,0.16,0.12,0.03,0.1,3.29,15.28,26.73,0.02,0.23,0.0,25.96,72.89,3.93,271.91,97.54,706.65,0.0,0.0,01-Jul-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
01-Jul-2019 - 00:00,31.27,0.39,11.45,0.27,0.17,0.03,0.1,6.58,14.7,31.39,0.36,1.39,0.13,26.4,72.04,3.62,260.88,82.0,705.99,0.01,0.0,02-Jul-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
02-Jul-2019 - 00:00,29.7,0.4,11.99,0.14,0.1,0.04,0.1,1.92,15.21,31.01,0.0,0.03,0.0,26.93,71.75,4.05,260.88,113.54,706.18,0.0,0.0,03-Jul-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
03-Jul-2019 - 00:00,29.82,0.4,13.74,0.14,0.12,0.03,0.1,3.26,17.74,48.66,0.0,0.0,0.0,28.11,65.02,4.87,252.32,168.94,706.44,0.0,0.01,04-Jul-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
04-Jul-2019 - 00:00,30.0,0.38,12.91,0.18,0.12,0.03,0.1,3.01,13.97,40.88,0.0,0.0,0.0,27.89,67.59,4.72,245.12,169.65,706.36,0.0,0.0,05-Jul-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
05-Jul-2019 - 00:00,29.76,0.36,11.8,0.16,0.11,0.03,0.1,2.41,14.78,35.2,0.0,0.0,0.0,27.21,71.02,4.8,244.26,159.7,705.41,0.0,0.01,06-Jul-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
06-Jul-2019 - 00:00,30.53,0.34,12.64,0.15,0.11,0.02,0.1,2.53,13.72,42.9,0.0,0.0,0.0,28.04,64.99,5.25,248.52,119.69,705.61,0.0,0.01,07-Jul-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
07-Jul-2019 - 00:00,29.57,0.33,14.49,0.17,0.11,0.04,0.1,3.56,12.2,35.28,0.0,0.0,0.0,28.54,63.91,5.18,242.68,161.71,706.35,0.0,0.01,08-Jul-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
08-Jul-2019 - 00:00,29.29,0.37,14.36,0.15,0.11,0.03,0.1,2.54,15.17,36.9,0.0,0.0,0.0,28.73,64.23,4.82,248.42,184.01,707.27,0.0,0.01,09-Jul-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
09-Jul-2019 - 00:00,30.2,0.35,11.8,2.24,0.17,0.93,0.37,4.86,14.88,38.43,0.0,0.04,0.01,28.67,64.5,4.15,240.46,163.31,707.25,0.0,0.0,10-Jul-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
10-Jul-2019 - 00:00,30.16,0.34,11.88,3.31,0.15,1.99,0.1,3.94,11.58,28.61,0.0,0.0,0.0,28.49,64.22,4.69,242.92,207.92,707.23,0.0,0.0,11-Jul-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
11-Jul-2019 - 00:00,30.26,0.38,8.56,3.26,0.22,2.01,0.1,2.7,17.0,44.41,0.0,0.0,0.0,27.46,69.5,4.0,261.1,207.35,708.55,0.0,0.0,12-Jul-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
12-Jul-2019 - 00:00,29.87,0.39,9.58,3.33,0.16,2.01,0.1,3.6,13.52,34.61,0.0,0.0,0.0,27.01,70.61,3.04,245.83,170.58,709.73,0.0,0.0,13-Jul-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
13-Jul-2019 - 00:00,31.57,0.39,9.04,3.32,0.2,1.99,0.11,3.38,11.8,32.13,0.0,0.0,0.0,28.76,64.98,3.6,254.77,203.3,709.67,0.0,0.0,14-Jul-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
14-Jul-2019 - 00:00,30.52,0.38,10.05,3.27,0.18,1.99,0.1,4.05,14.49,41.25,0.0,0.0,0.0,29.59,61.01,3.31,243.75,234.92,709.05,0.0,0.0,15-Jul-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
15-Jul-2019 - 00:00,30.01,0.38,11.17,3.23,0.18,1.96,0.11,3.43,13.93,33.69,0.0,0.0,0.0,29.0,61.79,3.52,254.65,233.7,708.07,0.0,0.0,16-Jul-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
16-Jul-2019 - 00:00,29.45,0.45,9.33,3.32,0.14,2.02,0.11,3.01,24.25,80.4,0.0,0.0,0.0,28.79,62.16,3.05,267.78,211.12,708.28,0.0,0.0,17-Jul-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
17-Jul-2019 - 00:00,29.43,0.42,12.65,3.31,0.19,2.02,0.1,2.21,23.42,62.78,0.0,0.0,0.0,28.79,63.9,2.92,269.09,257.44,707.9,0.0,0.0,18-Jul-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
18-Jul-2019 - 00:00,29.18,0.46,13.95,3.33,0.18,2.02,0.1,3.39,28.5,86.82,0.0,0.0,0.0,29.69,60.77,2.53,267.27,241.78,706.48,0.0,0.0,19-Jul-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
19-Jul-2019 - 00:00,29.12,0.49,16.36,3.35,0.21,2.05,0.11,3.29,28.82,73.55,0.0,0.0,0.0,28.47,66.27,1.65,261.04,135.52,705.99,0.0,0.0,20-Jul-2019 - 00:00,"IDA Pashamylaram, Hyderabad - TSPCB"
