from date,NO2,NOx,NO,NH3,SO2,CO,Ozone,PM10,PM2.5,Benzene,Toluene,Eth-Benzene,Xylene,MP-Xylene,RH,WS,WD,SR,RF,to date,station
19-Apr-2019 - 00:00,61.77,41.64,16.63,22.1,12.66,0.33,25.31,126.36,48.81,,,0.0,,0.0,46.83,1.32,279.85,214.28,,20-Apr-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
20-Apr-2019 - 00:00,60.9,33.99,7.67,23.22,13.21,0.46,31.33,140.8,65.97,0.15,0.06,0.5,0.52,0.49,39.8,1.13,220.33,249.34,,21-Apr-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
21-Apr-2019 - 00:00,52.56,31.16,9.57,23.17,15.34,0.15,23.57,157.95,72.63,1.43,5.33,3.1,1.15,3.41,33.19,1.85,206.59,241.23,,22-Apr-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
22-Apr-2019 - 00:00,69.35,44.78,15.51,23.51,24.23,1.02,25.97,199.18,82.14,1.12,5.5,3.45,1.19,1.8,29.49,1.54,260.99,233.01,,23-Apr-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
23-Apr-2019 - 00:00,66.84,40.88,11.71,24.36,26.19,0.72,34.97,185.42,77.15,2.04,10.54,7.55,1.99,3.66,26.98,1.58,222.77,224.9,,24-Apr-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
24-Apr-2019 - 00:00,47.76,35.38,13.07,22.03,18.25,0.92,36.93,202.58,75.94,1.79,14.92,4.92,1.97,3.2,23.16,1.56,223.35,237.04,,25-Apr-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
25-Apr-2019 - 00:00,42.38,25.06,3.66,30.6,24.29,1.14,46.8,240.1,85.69,1.86,6.45,5.78,1.68,2.81,30.67,2.13,162.52,219.06,,26-Apr-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
26-Apr-2019 - 00:00,51.47,36.52,12.02,23.59,37.56,1.06,27.17,202.57,74.53,1.39,4.41,5.27,1.53,2.59,28.38,1.68,255.55,262.3,,27-Apr-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
27-Apr-2019 - 00:00,46.8,24.64,11.99,17.98,28.99,0.8,23.98,215.34,53.16,0.76,3.97,0.92,0.66,0.68,22.45,2.51,279.97,288.35,,28-Apr-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
28-Apr-2019 - 00:00,41.1,25.65,5.18,15.5,13.39,0.79,30.64,209.35,70.19,1.71,5.6,0.93,0.53,0.84,12.87,2.57,298.56,318.53,,29-Apr-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
29-Apr-2019 - 00:00,59.11,43.0,15.49,19.82,19.09,1.14,21.62,327.42,92.08,2.62,7.33,5.66,2.33,3.03,17.54,1.5,211.85,234.0,,30-Apr-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
30-Apr-2019 - 00:00,55.43,29.53,6.18,22.71,23.55,1.12,22.0,295.57,89.05,2.66,7.07,8.9,3.2,4.51,14.11,2.23,176.85,229.66,,01-May-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
01-May-2019 - 00:00,62.93,55.83,30.08,21.75,24.43,1.17,19.18,209.24,77.51,4.77,15.12,9.24,2.76,4.25,16.0,1.09,241.07,232.33,,02-May-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
02-May-2019 - 00:00,48.52,32.35,8.74,22.69,23.1,1.14,23.98,180.27,81.89,2.02,27.92,11.15,3.22,5.46,28.28,2.69,89.28,187.61,,03-May-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
03-May-2019 - 00:00,44.01,26.75,4.69,22.79,19.72,0.95,27.11,157.94,52.04,2.24,50.39,8.36,2.67,4.14,34.96,2.63,134.5,192.1,,04-May-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
04-May-2019 - 00:00,44.08,25.93,3.64,20.01,16.16,0.82,24.31,137.25,55.91,2.8,24.22,6.78,2.1,3.33,23.41,2.03,277.61,232.26,,05-May-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
05-May-2019 - 00:00,54.12,32.82,5.74,17.37,19.9,0.95,17.63,172.4,67.97,2.56,20.97,5.57,2.13,2.93,14.77,2.08,252.68,232.13,,06-May-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
06-May-2019 - 00:00,44.35,21.07,2.03,20.67,20.54,0.77,18.58,223.89,75.3,2.51,4.41,8.0,3.11,3.46,14.0,3.11,242.03,267.44,,07-May-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
07-May-2019 - 00:00,47.93,31.62,11.09,22.75,16.51,0.94,2.98,298.66,58.41,1.91,8.3,8.43,2.39,3.69,,3.18,249.38,0.0,,08-May-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
08-May-2019 - 00:00,37.74,25.78,7.63,22.86,11.58,0.93,0.42,373.58,99.2,1.75,4.6,6.5,1.25,2.56,15.05,3.04,243.43,0.0,,09-May-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
09-May-2019 - 00:00,33.16,20.75,4.33,19.19,9.96,0.84,11.71,414.04,92.85,0.38,0.25,0.27,0.07,0.09,17.05,2.8,267.79,210.07,,10-May-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
10-May-2019 - 00:00,24.2,13.74,3.27,16.1,7.36,0.66,13.54,221.66,55.38,0.03,0.04,0.07,0.04,0.02,20.02,2.82,263.95,219.35,,11-May-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
11-May-2019 - 00:00,37.74,26.15,8.14,20.51,18.64,1.05,16.7,222.9,66.09,0.5,0.55,0.24,0.08,0.1,28.27,2.09,231.79,216.79,,12-May-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
12-May-2019 - 00:00,36.6,22.0,3.89,19.06,18.68,1.06,16.92,367.46,118.49,0.04,0.03,0.05,0.03,0.02,27.76,2.18,298.03,223.61,,13-May-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
13-May-2019 - 00:00,22.22,12.26,1.73,18.94,15.27,0.85,18.4,214.52,77.61,0.06,0.04,0.04,0.03,0.02,32.3,2.29,223.52,144.75,0.45,14-May-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
14-May-2019 - 00:00,31.98,18.09,1.81,27.0,13.02,0.88,20.39,98.87,42.54,0.09,0.12,0.14,0.04,0.05,42.04,1.7,196.87,228.09,,15-May-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
15-May-2019 - 00:00,19.8,10.95,1.02,23.2,17.54,0.79,22.77,193.93,67.05,0.03,0.03,0.04,0.03,0.02,38.33,2.86,137.63,231.08,,16-May-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
16-May-2019 - 00:00,29.42,16.18,2.72,21.13,11.42,0.69,18.23,169.82,60.55,0.03,0.03,0.04,0.02,0.01,38.31,2.11,174.95,230.49,,17-May-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
17-May-2019 - 00:00,21.87,10.05,1.44,20.95,18.49,0.65,18.56,206.67,80.09,0.04,0.02,0.04,0.02,0.01,40.35,2.3,201.02,247.51,0.5,18-May-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
18-May-2019 - 00:00,33.51,18.07,2.42,38.03,29.04,0.56,,103.48,31.42,0.03,0.02,0.02,0.02,0.01,48.77,2.46,306.95,466.11,0.1,19-May-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
19-May-2019 - 00:00,50.07,30.19,5.04,28.97,19.62,0.82,,127.28,56.01,0.02,0.02,0.05,0.03,0.02,39.67,1.68,248.41,372.53,,20-May-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
20-May-2019 - 00:00,42.65,23.24,4.79,26.79,21.07,0.9,,168.63,73.59,0.04,0.04,0.04,0.03,0.02,31.97,1.51,233.3,318.01,,21-May-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
21-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,,22-May-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
22-May-2019 - 00:00,25.55,16.75,4.38,25.22,15.47,0.71,31.41,123.65,57.96,0.06,0.04,0.05,0.04,0.02,31.5,1.63,212.0,269.2,,23-May-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
23-May-2019 - 00:00,31.75,18.61,2.92,26.41,14.39,0.82,25.75,118.47,53.93,0.04,0.05,0.08,0.04,0.03,39.95,1.58,161.52,176.78,0.22,24-May-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
24-May-2019 - 00:00,30.15,20.69,6.24,30.61,15.82,0.83,31.8,116.76,45.88,0.04,0.04,0.07,0.03,0.02,51.58,2.71,200.37,235.7,,25-May-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
25-May-2019 - 00:00,29.46,17.55,2.72,21.8,27.26,0.69,35.17,97.81,41.63,0.04,0.03,0.06,0.03,0.02,41.81,2.49,307.51,235.1,,26-May-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
26-May-2019 - 00:00,41.29,24.6,3.8,19.27,25.56,0.77,39.36,108.01,49.7,0.04,0.04,0.06,0.04,0.02,29.49,1.95,245.13,231.78,,27-May-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
27-May-2019 - 00:00,64.41,38.13,10.34,23.23,34.58,1.03,14.08,207.2,67.37,0.04,0.05,0.04,0.03,0.02,28.77,1.51,186.85,41.03,,28-May-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
28-May-2019 - 00:00,64.48,42.27,13.82,21.93,31.05,1.0,17.03,152.44,59.42,0.05,0.05,0.04,0.04,0.01,18.67,2.05,222.64,163.1,,29-May-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
29-May-2019 - 00:00,48.31,31.22,7.44,22.31,19.95,1.43,31.5,172.06,70.41,0.06,0.05,0.09,0.06,0.04,19.15,1.62,205.92,223.78,,30-May-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
30-May-2019 - 00:00,38.98,25.09,6.0,22.28,16.1,1.37,24.15,178.15,78.5,0.07,0.05,0.15,0.07,0.05,26.29,2.41,262.14,0.0,,31-May-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
31-May-2019 - 00:00,36.75,25.35,7.85,22.58,18.14,1.38,27.28,211.26,78.57,0.06,0.05,0.12,0.1,0.05,13.52,1.81,247.2,201.83,,01-Jun-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
01-Jun-2019 - 00:00,23.23,14.47,3.09,19.42,12.78,1.13,32.6,200.1,63.21,0.12,0.06,0.14,0.09,0.05,18.72,1.99,195.04,229.4,,02-Jun-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
02-Jun-2019 - 00:00,20.33,11.34,1.13,30.39,16.63,1.58,42.22,184.43,70.18,0.09,0.07,0.19,0.09,0.05,32.67,2.52,158.17,213.06,,03-Jun-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
03-Jun-2019 - 00:00,10.0,5.65,0.69,31.45,11.91,1.56,50.34,253.79,70.21,0.08,0.07,0.12,0.09,0.05,42.97,2.81,125.74,200.65,,04-Jun-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
04-Jun-2019 - 00:00,18.51,9.86,1.06,20.91,12.83,1.43,44.87,153.25,55.24,0.09,0.07,0.13,0.07,0.04,42.06,2.42,123.44,193.43,0.45,05-Jun-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
05-Jun-2019 - 00:00,24.46,13.57,1.09,26.17,19.38,1.47,41.07,178.97,73.95,0.08,0.08,0.12,0.07,0.05,34.49,1.46,160.58,162.93,,06-Jun-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
06-Jun-2019 - 00:00,23.59,13.97,2.11,19.49,15.28,1.03,34.56,193.63,59.25,0.06,0.06,0.12,0.09,0.05,27.41,2.53,208.09,208.41,,07-Jun-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
07-Jun-2019 - 00:00,16.35,7.85,0.77,19.72,12.08,1.21,55.91,149.36,51.85,0.1,0.06,0.1,0.07,0.03,36.67,2.51,172.73,184.84,,08-Jun-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
08-Jun-2019 - 00:00,30.88,17.0,2.43,22.63,14.4,1.24,46.81,166.6,56.02,0.08,0.06,0.13,0.08,0.04,31.02,1.8,213.69,202.42,,09-Jun-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
09-Jun-2019 - 00:00,42.3,26.01,5.08,21.69,22.78,1.36,35.07,226.12,81.69,0.09,0.05,0.14,0.07,0.05,18.9,1.57,216.32,183.11,,10-Jun-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
10-Jun-2019 - 00:00,37.18,24.09,5.97,21.46,21.84,1.31,35.41,214.8,73.49,0.07,0.06,0.11,0.07,0.04,17.25,2.1,224.32,203.82,,11-Jun-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
11-Jun-2019 - 00:00,23.4,13.41,2.17,18.43,11.46,1.07,24.07,415.46,86.14,0.09,0.06,0.11,0.07,0.04,18.04,2.35,221.07,169.2,,12-Jun-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
12-Jun-2019 - 00:00,16.59,8.69,1.18,25.33,16.64,1.39,38.67,288.04,77.84,0.09,0.05,0.11,0.06,0.04,39.97,4.38,117.1,250.26,0.95,13-Jun-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
13-Jun-2019 - 00:00,10.41,4.83,1.03,22.5,26.76,0.65,48.6,124.89,39.4,0.09,0.04,0.04,0.1,0.02,32.95,2.42,219.8,431.54,,14-Jun-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
14-Jun-2019 - 00:00,38.58,19.5,3.36,21.34,13.37,1.04,36.25,193.53,41.86,0.14,0.08,0.13,0.09,0.04,20.31,2.53,288.04,259.69,,15-Jun-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
15-Jun-2019 - 00:00,22.49,12.65,1.64,21.11,9.39,1.02,28.89,240.88,66.95,0.11,0.07,0.15,0.07,0.04,31.47,2.92,237.76,180.97,,16-Jun-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
16-Jun-2019 - 00:00,16.76,9.44,1.75,24.99,3.52,1.16,25.05,115.41,32.32,0.06,0.05,0.1,0.06,0.03,66.94,3.17,240.92,161.74,0.15,17-Jun-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
17-Jun-2019 - 00:00,26.79,16.04,2.55,26.77,6.42,1.01,22.91,114.86,34.3,0.05,0.04,0.06,0.03,0.02,56.24,2.93,228.0,97.81,,18-Jun-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
18-Jun-2019 - 00:00,22.74,15.26,4.29,19.0,5.61,1.07,35.77,101.89,33.77,0.03,0.03,0.05,0.02,0.01,60.84,2.94,183.49,127.46,0.1,19-Jun-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
19-Jun-2019 - 00:00,28.79,18.93,4.85,23.42,12.32,1.33,36.5,139.75,68.23,0.02,0.03,0.03,0.02,0.01,59.9,1.04,169.78,251.41,,20-Jun-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
20-Jun-2019 - 00:00,23.9,7.7,0.67,22.28,49.54,0.46,43.19,281.66,42.26,0.05,0.06,0.01,0.02,0.01,27.73,1.43,97.39,7.56,,21-Jun-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
21-Jun-2019 - 00:00,18.99,10.74,1.17,20.59,14.55,1.23,46.09,176.01,63.27,0.02,0.03,0.05,0.03,0.02,44.31,1.7,218.48,196.01,,22-Jun-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
22-Jun-2019 - 00:00,33.69,19.74,2.9,17.69,15.39,1.07,48.51,135.07,54.85,0.03,0.02,0.05,0.02,0.01,33.55,1.56,203.4,287.02,,23-Jun-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
23-Jun-2019 - 00:00,10.03,5.19,0.62,20.52,8.36,1.21,50.63,121.45,39.67,0.03,0.04,0.04,0.03,0.01,38.82,2.89,116.58,241.46,,24-Jun-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
24-Jun-2019 - 00:00,15.73,7.61,1.24,22.08,9.9,1.31,26.68,90.78,27.28,0.03,0.03,0.04,0.03,0.01,58.68,2.68,111.98,170.29,0.6,25-Jun-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
25-Jun-2019 - 00:00,16.67,9.89,2.21,25.85,5.76,1.34,65.98,112.14,44.56,0.03,0.03,0.02,0.03,0.01,62.56,1.37,162.73,198.65,0.1,26-Jun-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
26-Jun-2019 - 00:00,32.04,19.55,3.64,24.22,6.61,1.33,63.62,132.58,45.73,0.03,0.02,0.03,0.02,0.01,48.63,1.91,258.76,234.62,,27-Jun-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
27-Jun-2019 - 00:00,35.56,22.02,4.54,21.17,12.37,1.3,62.58,265.43,69.79,0.03,0.03,0.03,0.02,0.01,41.64,2.02,252.88,233.16,,28-Jun-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
28-Jun-2019 - 00:00,30.29,19.94,5.25,22.55,8.37,1.13,44.98,260.38,53.9,0.02,0.02,0.03,0.02,0.01,40.37,2.23,246.87,228.6,,29-Jun-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
29-Jun-2019 - 00:00,18.31,11.0,2.07,17.86,6.37,1.05,46.37,382.9,57.07,0.03,0.03,0.05,0.02,0.01,35.52,2.39,245.73,214.03,,30-Jun-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
30-Jun-2019 - 00:00,16.93,10.01,1.71,16.39,8.43,0.99,50.34,258.55,56.79,0.03,0.03,0.03,0.03,0.01,34.22,2.34,248.08,190.23,,01-Jul-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
01-Jul-2019 - 00:00,12.43,7.06,1.61,16.98,5.99,1.03,61.39,251.53,44.11,0.04,0.03,0.04,0.02,0.01,36.05,2.48,263.91,269.9,,02-Jul-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
02-Jul-2019 - 00:00,17.55,10.99,2.29,18.07,8.18,1.17,72.79,292.81,63.88,0.04,0.02,0.03,0.02,0.01,44.62,2.11,214.63,110.33,,03-Jul-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
03-Jul-2019 - 00:00,8.44,2.96,0.87,21.24,3.0,1.19,63.06,99.45,30.53,0.07,0.02,0.02,0.02,0.01,54.06,2.09,137.74,228.46,,04-Jul-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
04-Jul-2019 - 00:00,14.18,7.14,1.44,19.97,2.88,1.27,47.23,80.61,26.83,0.03,0.02,0.02,0.02,0.01,68.66,2.29,144.66,128.27,0.42,05-Jul-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
05-Jul-2019 - 00:00,16.52,10.54,2.58,21.74,2.01,1.37,49.23,62.5,26.21,0.02,0.02,0.01,0.02,0.01,79.1,1.97,146.06,137.77,0.1,06-Jul-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
06-Jul-2019 - 00:00,11.71,6.79,1.19,19.66,2.47,1.26,55.77,91.35,28.15,0.02,0.01,0.01,0.01,0.0,77.08,1.56,146.87,159.91,0.57,07-Jul-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
07-Jul-2019 - 00:00,18.82,12.05,2.9,21.13,1.72,1.3,46.16,84.8,33.48,0.02,0.01,0.01,0.01,0.0,71.98,1.4,230.64,190.13,,08-Jul-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
08-Jul-2019 - 00:00,17.1,10.38,2.11,21.28,1.63,1.15,40.99,165.71,45.95,0.01,0.02,0.01,0.01,0.0,63.46,1.92,222.33,223.91,,09-Jul-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
09-Jul-2019 - 00:00,9.78,4.88,1.03,16.85,1.94,1.09,44.22,93.98,37.43,0.02,0.01,0.01,0.01,0.0,68.79,2.37,205.43,143.41,,10-Jul-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
10-Jul-2019 - 00:00,13.47,6.74,1.51,16.25,1.94,1.18,41.32,289.09,63.73,0.06,0.01,0.01,0.01,0.0,59.46,2.3,219.64,203.61,,11-Jul-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
11-Jul-2019 - 00:00,8.9,4.34,1.06,14.65,2.95,1.05,37.73,282.22,61.74,0.02,0.01,0.01,0.01,0.0,48.47,2.89,222.11,210.26,,12-Jul-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
12-Jul-2019 - 00:00,10.32,6.2,1.63,13.7,2.58,1.04,39.7,276.81,50.96,0.04,0.01,0.0,0.01,0.0,44.09,3.0,240.14,264.56,,13-Jul-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
13-Jul-2019 - 00:00,11.79,6.39,1.65,12.92,2.87,1.01,35.45,203.53,40.57,0.03,0.02,0.01,0.01,0.0,44.69,3.55,232.67,237.61,,14-Jul-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
14-Jul-2019 - 00:00,11.07,4.93,1.3,12.32,3.61,0.98,38.64,204.84,45.41,0.02,0.01,0.01,0.01,0.0,43.9,2.81,231.13,206.62,,15-Jul-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
15-Jul-2019 - 00:00,19.56,9.33,1.72,13.87,3.95,1.11,35.78,236.89,55.83,0.02,0.01,0.01,0.01,0.0,58.36,2.28,144.19,136.03,,16-Jul-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
16-Jul-2019 - 00:00,17.97,10.88,1.87,16.2,3.71,1.28,52.03,131.85,43.82,0.01,0.01,0.01,0.01,0.0,70.51,2.52,91.12,165.41,0.33,17-Jul-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
17-Jul-2019 - 00:00,14.45,8.56,1.73,20.13,2.0,1.2,53.74,81.13,29.78,0.02,0.01,0.01,0.01,0.0,74.91,1.9,163.55,180.06,0.1,18-Jul-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
18-Jul-2019 - 00:00,19.73,11.96,2.67,17.63,1.9,1.26,45.22,59.57,25.29,0.01,0.01,0.01,0.01,0.0,86.35,1.72,166.04,88.44,0.74,19-Jul-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
19-Jul-2019 - 00:00,23.05,13.88,3.16,19.14,1.77,1.28,54.75,93.79,40.31,0.01,0.01,0.01,0.01,0.0,70.97,0.96,142.13,207.94,0.65,20-Jul-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
20-Jul-2019 - 00:00,34.52,29.29,15.27,27.8,2.11,1.58,38.37,101.14,40.61,0.01,0.01,0.01,0.01,0.0,80.01,1.18,137.45,130.09,2.39,21-Jul-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
21-Jul-2019 - 00:00,22.84,13.26,2.86,28.0,1.73,1.47,41.16,95.67,42.75,0.01,0.01,0.01,0.01,0.0,76.84,1.26,138.61,158.97,0.5,22-Jul-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
22-Jul-2019 - 00:00,19.49,10.85,2.06,25.76,2.27,1.42,44.26,99.88,42.1,0.02,0.01,0.01,0.01,0.0,73.28,1.36,130.31,160.03,0.5,23-Jul-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
23-Jul-2019 - 00:00,23.34,16.0,5.9,22.9,2.41,1.57,56.54,107.31,45.57,0.01,0.01,0.01,0.01,0.0,64.27,1.08,171.57,213.5,,24-Jul-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
24-Jul-2019 - 00:00,13.37,6.07,1.47,22.35,1.76,1.35,54.18,97.43,33.98,0.01,0.01,0.0,0.01,0.0,73.85,2.68,207.16,149.24,1.45,25-Jul-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
25-Jul-2019 - 00:00,13.93,4.99,1.03,17.92,1.24,1.19,44.37,27.29,14.44,0.02,0.01,0.01,0.01,0.0,90.08,1.97,191.69,64.04,4.09,26-Jul-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
26-Jul-2019 - 00:00,13.29,7.11,1.37,16.99,1.16,1.27,28.09,48.56,26.72,0.03,0.01,0.01,0.01,0.0,93.47,1.17,132.79,84.56,,27-Jul-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
27-Jul-2019 - 00:00,4.81,0.28,0.03,2.26,158.95,0.02,190.0,65.45,4.01,,,0.0,,0.0,,,,0.0,,28-Jul-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
28-Jul-2019 - 00:00,16.55,8.66,1.69,25.63,11.64,1.46,26.75,49.42,17.06,0.01,0.01,0.01,0.01,0.0,83.56,2.69,95.21,227.73,0.56,29-Jul-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
29-Jul-2019 - 00:00,18.95,10.77,1.58,25.31,2.16,1.39,27.58,67.04,28.15,0.01,0.01,0.01,0.01,0.0,79.7,2.62,95.04,180.38,,30-Jul-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
30-Jul-2019 - 00:00,21.93,12.01,2.16,27.57,1.09,1.5,32.54,89.21,35.76,0.02,0.01,0.01,0.01,0.0,82.15,2.44,83.33,50.11,,31-Jul-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
31-Jul-2019 - 00:00,21.31,11.28,1.55,27.45,1.96,1.49,34.3,85.15,35.4,0.02,0.01,0.01,0.01,0.0,69.7,2.11,102.7,153.96,,01-Aug-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
01-Aug-2019 - 00:00,12.06,5.36,0.73,23.93,1.97,1.5,43.75,70.26,30.73,0.01,0.01,0.01,0.01,0.0,72.85,1.48,131.19,223.67,,02-Aug-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
02-Aug-2019 - 00:00,21.55,13.61,3.29,26.3,1.77,1.82,31.49,75.01,36.62,0.01,0.01,0.01,0.01,0.0,84.75,1.19,172.6,92.69,3.12,03-Aug-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
03-Aug-2019 - 00:00,27.47,20.34,7.48,24.88,2.03,1.99,30.1,89.11,41.88,0.01,0.01,0.01,0.01,0.0,87.81,1.52,125.83,156.57,1.54,04-Aug-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
04-Aug-2019 - 00:00,26.59,19.59,7.12,23.89,2.43,2.36,32.61,96.71,49.95,0.01,0.01,0.01,0.01,0.0,86.63,1.1,146.12,159.25,1.17,05-Aug-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
