from date,NO2,NOx,NO,NH3,SO2,CO,Ozone,PM10,PM2.5,Benzene,Eth-Benzene,Toluene,MP-Xylene,Xylene,RH,WS,WD,SR,RF,to date,station
22-Apr-2019 - 00:00,28.62,53.76,25.66,44.5,11.35,0.92,32.38,350.0,177.19,6.65,18.2,2.1,14.37,7.84,33.54,1.34,222.35,413.95,0.0,23-Apr-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
23-Apr-2019 - 00:00,28.9,55.09,26.71,44.11,14.42,0.93,30.32,336.05,184.24,6.12,20.46,2.32,16.89,8.76,32.34,1.42,217.1,429.67,0.0,24-Apr-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
24-Apr-2019 - 00:00,22.29,32.53,10.97,29.38,8.41,0.75,28.65,321.07,191.03,6.32,16.94,1.43,11.6,6.54,33.8,1.6,188.43,407.83,0.0,25-Apr-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
25-Apr-2019 - 00:00,18.16,27.23,10.16,25.84,5.21,0.66,39.0,276.63,142.68,4.9,15.12,1.0,11.69,5.95,37.0,1.91,138.37,381.72,0.0,26-Apr-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
26-Apr-2019 - 00:00,23.23,34.18,11.61,28.15,7.6,0.67,40.11,234.89,137.16,5.06,17.29,1.85,13.0,6.65,29.2,1.79,260.09,488.37,0.0,27-Apr-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
27-Apr-2019 - 00:00,20.09,28.91,9.73,22.73,8.24,0.6,35.74,340.03,172.24,3.77,16.16,0.95,11.43,6.25,20.22,2.97,292.86,465.77,0.0,28-Apr-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
28-Apr-2019 - 00:00,20.03,30.11,11.02,22.27,5.75,0.62,31.97,296.82,161.89,2.82,13.77,0.36,10.2,5.21,17.2,2.54,293.61,476.51,0.0,29-Apr-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
29-Apr-2019 - 00:00,30.4,57.97,29.38,41.69,9.12,1.0,25.77,304.13,192.1,4.47,15.65,1.67,13.14,6.36,18.29,1.63,229.08,450.8,0.0,30-Apr-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
30-Apr-2019 - 00:00,26.17,45.81,20.25,35.42,9.49,0.87,29.0,289.1,168.98,7.51,14.67,1.59,11.36,6.71,18.52,1.82,197.66,447.65,0.0,01-May-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
01-May-2019 - 00:00,26.38,41.19,15.28,33.6,8.29,0.87,30.91,313.46,186.17,6.24,17.12,1.96,13.64,7.03,25.93,1.33,207.82,439.81,0.0,02-May-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
02-May-2019 - 00:00,17.83,25.45,8.73,24.76,6.5,0.77,36.81,249.13,134.31,5.17,16.13,1.14,10.62,6.03,33.18,2.66,85.59,366.77,0.0,03-May-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
03-May-2019 - 00:00,18.28,26.33,9.11,23.15,5.22,0.65,35.19,172.7,77.67,3.31,13.27,0.43,9.51,5.18,35.02,2.29,99.29,320.54,0.0,04-May-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
04-May-2019 - 00:00,19.9,28.02,9.02,21.63,6.21,0.65,36.76,161.75,109.25,3.58,13.96,0.97,10.94,5.67,23.59,2.0,289.63,455.58,0.0,05-May-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
05-May-2019 - 00:00,24.64,37.07,13.0,26.52,8.49,0.84,27.74,217.12,163.92,3.82,14.22,0.43,10.81,5.77,16.95,2.37,272.77,487.27,0.0,06-May-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
06-May-2019 - 00:00,28.09,45.64,17.91,31.76,7.34,0.86,24.09,244.31,171.2,4.78,14.08,0.41,11.79,6.0,16.39,2.36,252.73,444.57,0.0,07-May-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
07-May-2019 - 00:00,28.29,55.77,28.1,39.38,5.99,0.89,17.98,341.92,230.73,5.26,14.41,0.6,12.51,6.61,17.73,2.43,245.79,428.14,0.0,08-May-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
08-May-2019 - 00:00,25.48,51.18,26.54,36.06,7.29,0.82,16.92,357.49,192.16,4.79,14.21,1.02,11.04,6.14,17.7,2.86,251.69,446.19,0.0,09-May-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
09-May-2019 - 00:00,17.97,26.17,9.31,41.04,8.89,0.78,30.04,321.34,165.93,3.35,10.99,0.35,7.52,4.55,17.67,3.08,269.51,422.07,0.0,10-May-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
10-May-2019 - 00:00,12.47,19.01,8.13,51.93,6.15,0.76,41.89,229.34,122.7,2.73,3.84,0.2,4.57,1.88,18.33,3.0,269.9,448.22,0.0,11-May-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
11-May-2019 - 00:00,16.71,26.31,10.85,87.04,10.61,1.15,48.56,267.31,140.2,3.06,4.78,0.25,4.95,2.46,28.78,1.98,262.29,430.16,0.0,12-May-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
12-May-2019 - 00:00,14.77,21.82,8.42,78.54,7.5,1.1,45.29,332.98,192.82,3.73,5.25,0.21,4.65,2.85,29.94,2.46,255.26,319.39,0.0,13-May-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
13-May-2019 - 00:00,15.42,22.36,8.26,76.77,10.8,1.05,48.82,183.55,118.31,3.7,3.19,0.19,3.3,1.65,32.56,1.91,238.63,292.6,0.0,14-May-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
14-May-2019 - 00:00,16.36,24.49,9.39,117.16,9.49,1.12,55.1,100.19,74.18,2.52,3.74,0.25,4.25,1.81,42.4,1.57,211.87,421.21,0.0,15-May-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
15-May-2019 - 00:00,21.97,34.1,12.94,126.64,9.42,1.32,44.83,157.98,106.11,5.1,4.51,0.31,4.89,2.57,39.41,2.24,140.79,389.33,0.0,16-May-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
16-May-2019 - 00:00,16.2,23.65,8.7,86.9,7.27,0.96,48.17,206.28,108.97,2.25,3.33,0.2,4.02,2.02,33.6,1.8,177.9,375.23,0.0,17-May-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
17-May-2019 - 00:00,12.15,19.43,8.92,87.04,5.64,0.74,43.92,148.93,68.6,2.67,3.01,0.2,3.04,1.88,45.33,2.15,206.62,412.8,0.0,18-May-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
18-May-2019 - 00:00,14.37,21.88,8.85,88.06,21.55,1.14,67.23,79.55,55.28,2.03,3.22,0.16,4.01,1.85,55.32,2.46,279.71,526.27,0.0,19-May-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
19-May-2019 - 00:00,15.91,22.58,8.13,69.66,14.39,1.2,51.31,93.67,63.04,2.99,3.44,0.19,4.1,1.98,33.87,2.49,292.95,539.87,0.0,20-May-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
20-May-2019 - 00:00,16.41,24.48,9.31,71.26,10.06,0.94,43.98,134.91,90.01,3.51,3.88,0.21,4.42,2.15,25.92,2.05,280.94,445.66,0.0,21-May-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
21-May-2019 - 00:00,16.1,22.77,7.91,68.75,9.4,0.97,36.49,128.89,86.55,2.85,4.95,0.21,4.92,2.24,30.81,1.82,265.05,364.82,0.0,22-May-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
22-May-2019 - 00:00,17.75,27.59,10.99,82.31,8.19,0.99,24.52,122.16,81.14,3.24,3.47,0.41,5.25,1.91,35.37,1.51,245.12,347.15,0.0,23-May-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
23-May-2019 - 00:00,16.7,25.13,9.65,87.48,8.17,1.08,27.3,114.9,88.25,3.55,3.82,0.26,3.86,2.16,40.52,1.34,227.93,350.03,0.0,24-May-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
24-May-2019 - 00:00,18.45,28.88,11.54,122.19,5.18,1.09,28.71,108.63,72.74,3.34,4.23,0.52,5.64,2.31,52.78,1.69,227.78,448.64,0.0,25-May-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
25-May-2019 - 00:00,14.21,20.68,7.88,69.46,6.21,0.91,40.84,91.36,64.25,2.7,5.15,0.15,4.87,2.45,40.08,2.6,296.63,488.48,0.0,26-May-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
26-May-2019 - 00:00,17.62,25.89,9.4,71.32,8.84,1.06,43.08,107.44,75.17,2.4,4.47,0.26,5.59,2.26,30.56,2.18,279.52,486.63,0.0,27-May-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
27-May-2019 - 00:00,18.89,28.62,10.77,76.01,11.44,1.14,38.63,130.57,87.8,3.62,3.81,0.21,6.64,2.45,24.01,1.82,277.13,463.23,0.0,28-May-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
28-May-2019 - 00:00,19.97,33.89,14.99,83.36,9.41,1.01,38.01,137.34,90.41,3.87,6.08,0.23,7.88,3.91,19.04,2.3,277.19,490.07,0.0,29-May-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
29-May-2019 - 00:00,21.91,37.61,16.62,95.69,13.42,1.39,34.7,141.75,94.08,3.07,4.83,0.59,8.43,2.54,19.2,1.81,262.54,481.4,0.0,30-May-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
30-May-2019 - 00:00,21.51,33.94,13.26,101.76,11.05,1.3,28.83,182.57,130.04,5.18,5.65,0.35,7.49,4.17,17.53,1.76,258.69,466.44,0.0,31-May-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
31-May-2019 - 00:00,19.06,26.61,8.51,85.07,12.82,1.07,37.01,240.45,141.38,3.04,4.18,1.15,5.84,2.48,19.22,1.76,199.08,421.84,0.0,01-Jun-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
01-Jun-2019 - 00:00,20.03,30.32,11.23,117.25,12.35,1.41,29.38,224.71,151.14,5.9,3.88,0.43,4.7,2.34,27.17,1.59,123.37,390.08,0.0,02-Jun-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
02-Jun-2019 - 00:00,14.31,21.03,8.12,109.72,4.72,1.36,31.25,197.08,112.63,4.75,3.15,0.19,3.67,1.75,43.4,2.23,82.27,422.26,0.0,03-Jun-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
03-Jun-2019 - 00:00,15.56,23.16,8.91,113.03,3.06,1.32,28.53,221.43,106.51,4.16,3.19,0.15,3.35,1.7,48.34,2.71,96.51,415.58,0.0,04-Jun-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
04-Jun-2019 - 00:00,15.8,22.83,8.3,83.3,3.42,1.33,31.25,144.24,71.07,3.32,2.54,0.18,3.31,1.43,45.55,2.32,90.61,383.47,0.0,05-Jun-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
05-Jun-2019 - 00:00,15.71,22.21,7.77,84.93,3.53,1.41,31.4,164.9,91.81,5.56,2.71,0.19,3.39,1.62,43.65,1.72,109.18,397.47,0.0,06-Jun-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
06-Jun-2019 - 00:00,16.06,24.61,9.84,99.59,4.39,1.14,32.07,162.96,99.14,4.59,2.84,0.21,3.48,1.55,36.56,1.93,162.3,412.58,0.0,07-Jun-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
07-Jun-2019 - 00:00,15.25,21.97,8.04,79.12,3.31,1.13,35.17,127.95,80.32,2.9,2.83,0.16,3.13,1.42,48.66,1.89,90.26,426.97,0.0,08-Jun-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
08-Jun-2019 - 00:00,21.07,28.71,8.42,98.6,4.91,1.34,35.77,174.42,113.59,4.16,3.2,0.27,5.09,1.71,37.28,1.34,185.5,444.27,0.0,09-Jun-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
09-Jun-2019 - 00:00,24.78,36.12,11.85,109.38,14.95,1.54,39.35,246.19,139.51,6.93,14.1,1.57,12.42,6.2,26.7,1.29,171.21,410.94,0.0,10-Jun-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
10-Jun-2019 - 00:00,23.17,37.91,15.51,119.01,13.36,1.5,33.89,257.22,144.22,6.01,13.83,1.0,11.68,5.91,24.95,1.67,198.88,451.37,0.0,11-Jun-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
11-Jun-2019 - 00:00,17.25,26.08,10.01,80.21,11.74,1.04,25.42,385.71,164.6,5.23,13.3,0.68,11.18,5.66,21.2,1.87,244.91,381.69,0.0,12-Jun-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
12-Jun-2019 - 00:00,14.14,22.4,9.72,91.1,5.88,1.03,26.95,262.62,109.47,3.73,11.11,0.31,7.92,4.78,44.66,3.2,125.17,417.39,0.0,13-Jun-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
13-Jun-2019 - 00:00,14.08,21.79,9.17,76.7,3.8,0.9,27.44,215.67,80.51,2.88,8.04,0.61,7.48,3.6,44.65,1.86,203.77,403.86,0.0,14-Jun-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
14-Jun-2019 - 00:00,16.21,26.21,11.31,68.17,6.8,0.96,35.62,218.93,93.04,2.99,10.77,0.5,9.02,4.32,28.63,2.32,265.49,475.14,0.0,15-Jun-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
15-Jun-2019 - 00:00,15.8,23.93,9.43,66.83,10.03,0.9,30.12,290.59,118.7,4.16,12.39,0.99,10.08,5.27,26.25,2.55,264.12,382.44,0.0,16-Jun-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
16-Jun-2019 - 00:00,10.21,17.67,9.28,57.22,2.72,0.83,23.29,175.1,49.8,1.9,9.68,0.22,7.76,4.08,59.9,3.42,258.59,202.32,0.0,17-Jun-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
17-Jun-2019 - 00:00,14.41,22.62,9.66,80.7,3.93,0.91,22.35,197.88,58.67,3.09,9.81,0.3,8.45,4.34,53.22,2.65,241.58,169.14,0.0,18-Jun-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
18-Jun-2019 - 00:00,12.89,19.93,8.6,60.43,4.8,0.91,32.58,166.0,53.54,2.57,8.99,0.31,7.43,3.98,56.08,2.35,216.17,282.23,0.0,19-Jun-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
19-Jun-2019 - 00:00,15.74,27.26,12.91,79.07,5.61,1.02,23.73,188.92,65.02,5.02,9.36,0.28,8.34,4.2,57.77,1.89,153.17,456.22,0.0,20-Jun-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
20-Jun-2019 - 00:00,15.32,25.71,11.8,76.14,4.73,0.94,26.29,159.31,50.86,2.91,8.46,0.45,8.26,3.95,53.16,1.44,116.6,466.38,0.0,21-Jun-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
21-Jun-2019 - 00:00,17.11,25.93,10.01,82.29,2.94,1.2,26.23,205.31,69.82,4.52,9.09,0.31,7.91,4.09,48.67,1.4,141.94,359.98,0.0,22-Jun-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
22-Jun-2019 - 00:00,19.69,27.62,8.84,86.76,6.47,1.29,40.82,240.24,91.62,4.85,11.46,0.93,10.53,4.78,39.11,1.6,150.78,433.43,0.0,23-Jun-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
23-Jun-2019 - 00:00,12.8,21.48,10.28,82.17,4.0,1.04,24.64,188.37,52.03,4.0,10.91,0.39,8.46,4.49,53.81,2.36,96.89,459.2,0.0,24-Jun-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
24-Jun-2019 - 00:00,12.0,20.67,10.35,67.69,2.21,1.09,19.15,176.19,29.35,2.61,9.44,0.24,7.72,4.0,66.86,2.4,74.18,383.33,0.0,25-Jun-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
25-Jun-2019 - 00:00,12.66,20.64,9.58,65.89,1.33,1.3,23.04,120.44,48.02,2.93,9.39,0.45,8.1,4.11,62.6,1.46,114.39,388.88,0.0,26-Jun-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
26-Jun-2019 - 00:00,17.86,26.92,10.18,97.24,2.51,1.31,27.72,109.76,69.22,3.18,10.98,0.49,9.81,4.65,48.51,1.84,245.24,387.7,0.0,27-Jun-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
27-Jun-2019 - 00:00,17.33,30.33,14.29,97.18,3.38,1.12,33.07,237.33,111.33,4.63,11.76,0.37,10.13,5.15,43.69,2.13,248.34,423.59,0.0,28-Jun-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
28-Jun-2019 - 00:00,15.94,24.12,9.47,73.2,4.18,0.87,24.96,184.52,79.99,3.39,7.93,0.33,5.02,4.63,39.45,2.24,272.52,408.17,0.0,29-Jun-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
29-Jun-2019 - 00:00,13.84,21.15,8.77,60.29,4.38,0.84,20.93,203.8,86.97,2.29,4.08,0.24,3.28,3.54,34.79,2.09,268.95,329.25,0.0,30-Jun-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
30-Jun-2019 - 00:00,13.45,20.8,8.86,57.38,3.78,0.8,19.24,210.11,94.04,2.34,10.0,0.36,8.01,4.04,42.25,2.27,232.27,376.66,0.0,01-Jul-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
01-Jul-2019 - 00:00,13.43,19.93,7.98,68.96,3.55,1.02,31.38,151.74,93.28,2.65,9.72,0.36,7.94,4.0,43.83,1.81,238.63,426.59,0.0,02-Jul-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
02-Jul-2019 - 00:00,14.06,20.8,8.17,68.7,2.51,1.29,30.95,200.0,100.88,3.19,11.31,0.53,8.8,4.42,48.29,1.84,152.98,309.11,0.0,03-Jul-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
03-Jul-2019 - 00:00,14.06,22.34,9.76,78.11,2.22,1.36,17.4,102.99,52.63,3.3,9.2,0.32,7.66,3.92,58.88,1.96,96.12,324.33,0.0,04-Jul-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
04-Jul-2019 - 00:00,13.36,21.74,9.93,78.22,1.07,1.27,17.98,91.3,42.4,3.02,8.11,0.36,6.97,3.6,64.29,2.03,137.9,369.45,0.0,05-Jul-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
05-Jul-2019 - 00:00,16.53,25.72,10.38,103.22,1.55,1.63,31.62,59.08,38.43,3.59,8.07,0.44,8.71,4.25,81.65,1.77,189.6,174.49,0.0,06-Jul-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
06-Jul-2019 - 00:00,14.34,24.34,11.53,83.79,1.24,1.39,33.65,49.12,33.44,3.03,7.71,0.29,7.19,3.67,76.53,1.92,121.33,404.03,0.0,07-Jul-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
07-Jul-2019 - 00:00,14.29,22.5,9.7,89.2,1.98,1.46,40.12,62.97,40.73,3.01,9.26,0.32,7.98,4.04,74.79,1.39,199.79,275.02,0.0,08-Jul-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
08-Jul-2019 - 00:00,10.87,18.15,9.09,71.1,1.38,1.54,38.52,91.57,57.3,3.23,9.77,0.4,8.08,4.12,70.64,1.3,214.44,320.6,0.0,09-Jul-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
09-Jul-2019 - 00:00,11.45,18.62,8.87,71.83,1.36,1.21,31.46,66.01,38.55,2.21,8.5,0.27,7.68,3.87,76.15,1.89,191.28,242.14,0.0,10-Jul-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
10-Jul-2019 - 00:00,13.33,21.13,9.33,78.45,1.53,1.24,29.16,194.82,87.44,2.19,8.98,0.23,7.78,4.0,68.04,1.99,204.56,356.54,0.0,11-Jul-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
11-Jul-2019 - 00:00,11.9,18.5,8.23,70.18,1.14,1.04,26.46,167.58,94.4,2.01,9.1,0.31,7.38,3.77,55.44,1.87,222.65,329.16,0.0,12-Jul-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
12-Jul-2019 - 00:00,12.01,19.01,8.64,53.76,1.27,1.05,23.12,173.31,81.11,1.97,9.25,0.25,7.42,3.68,54.8,2.27,242.26,344.12,0.0,13-Jul-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
13-Jul-2019 - 00:00,13.24,19.97,8.24,54.33,29.84,0.96,21.6,136.52,66.82,2.02,9.57,0.26,7.6,3.71,55.71,2.3,216.9,92.79,0.0,14-Jul-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
14-Jul-2019 - 00:00,10.74,17.8,8.83,53.43,0.73,0.99,24.76,160.74,78.93,2.22,9.56,0.25,7.67,3.8,55.52,2.54,226.24,437.16,0.0,15-Jul-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
15-Jul-2019 - 00:00,13.83,22.45,10.15,87.12,0.89,1.06,24.13,158.83,82.82,2.23,9.97,0.42,8.42,4.13,66.61,2.01,117.7,220.28,0.0,16-Jul-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
16-Jul-2019 - 00:00,11.8,20.32,10.22,67.01,0.82,1.21,29.77,75.54,45.67,2.27,8.89,0.26,7.84,3.87,71.32,2.34,83.16,299.23,0.0,17-Jul-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
17-Jul-2019 - 00:00,13.52,21.44,9.41,90.52,0.74,1.21,32.9,77.96,47.84,2.33,9.14,0.27,8.02,3.96,62.82,1.82,180.46,380.27,0.0,18-Jul-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
18-Jul-2019 - 00:00,12.86,21.73,10.48,67.22,0.72,1.29,23.61,48.93,30.32,2.15,9.12,0.25,8.46,4.11,62.82,1.29,198.76,180.17,0.0,19-Jul-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
19-Jul-2019 - 00:00,13.66,24.23,12.14,87.98,0.65,1.52,27.33,99.12,59.05,2.93,9.91,0.47,9.1,4.34,62.82,1.22,162.88,450.21,0.0,20-Jul-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
20-Jul-2019 - 00:00,13.59,22.78,10.73,112.4,0.65,1.58,26.41,108.65,56.24,2.81,9.02,0.33,8.13,3.94,62.82,1.63,103.22,306.69,0.0,21-Jul-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
21-Jul-2019 - 00:00,12.0,20.81,10.5,109.24,0.69,1.68,26.48,102.47,52.12,2.82,9.1,0.36,8.49,4.1,62.82,1.53,98.38,315.64,0.0,22-Jul-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
22-Jul-2019 - 00:00,11.24,19.81,10.33,135.39,0.57,1.66,27.71,102.72,51.02,2.99,8.81,0.32,8.31,3.98,62.82,1.53,157.72,417.87,0.0,23-Jul-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
23-Jul-2019 - 00:00,12.05,21.22,10.88,106.3,0.58,1.55,32.89,111.17,53.69,2.84,8.76,0.41,7.91,3.78,64.0,1.42,155.62,405.87,0.0,24-Jul-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
24-Jul-2019 - 00:00,10.64,17.26,8.38,90.48,0.55,0.94,29.31,99.06,48.65,2.68,9.58,0.44,7.64,3.73,73.23,1.8,212.02,307.67,0.0,25-Jul-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
25-Jul-2019 - 00:00,15.54,22.94,9.02,84.8,3.95,1.07,27.0,55.74,21.23,1.79,7.12,0.25,6.65,3.55,85.64,1.75,231.19,129.69,0.0,26-Jul-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
26-Jul-2019 - 00:00,13.16,23.26,11.71,85.34,1.55,0.95,23.44,65.0,33.32,2.25,8.21,0.23,8.1,3.79,90.47,1.48,158.93,167.63,0.0,27-Jul-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
27-Jul-2019 - 00:00,11.54,22.18,12.48,80.48,1.59,0.9,20.15,56.57,29.62,1.98,7.71,0.22,7.61,3.56,91.99,1.99,98.94,200.92,0.0,28-Jul-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
28-Jul-2019 - 00:00,10.51,20.16,11.51,90.43,1.57,0.86,5.96,64.63,31.24,1.83,7.61,0.2,7.15,3.4,84.53,2.66,84.33,321.42,0.0,29-Jul-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
29-Jul-2019 - 00:00,11.26,21.35,11.89,119.32,1.62,0.88,8.79,65.33,29.08,2.04,7.65,0.21,7.45,3.5,78.0,2.36,79.61,337.59,0.0,30-Jul-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
30-Jul-2019 - 00:00,11.25,20.22,10.73,128.11,1.65,0.99,11.73,66.11,32.61,2.37,8.24,0.25,8.04,3.74,78.94,2.23,62.71,343.32,0.0,31-Jul-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
31-Jul-2019 - 00:00,12.46,21.66,10.85,114.18,1.62,0.99,17.06,56.42,30.98,2.16,7.83,0.21,7.48,3.54,74.5,2.17,83.14,347.62,0.0,01-Aug-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
01-Aug-2019 - 00:00,12.62,22.07,11.09,136.8,1.6,1.04,16.41,59.82,34.12,2.3,7.66,0.26,7.52,3.53,74.2,1.87,85.85,397.85,0.0,02-Aug-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
02-Aug-2019 - 00:00,12.36,21.83,11.14,135.1,1.58,1.16,15.46,61.3,38.88,2.49,8.42,0.27,8.38,3.92,83.39,1.49,139.27,283.34,0.0,03-Aug-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
03-Aug-2019 - 00:00,11.59,20.38,10.51,105.08,1.66,1.03,13.74,45.74,29.11,2.37,8.29,0.28,8.5,3.92,87.92,1.61,96.03,227.64,0.0,04-Aug-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
04-Aug-2019 - 00:00,10.37,18.67,10.13,115.16,1.62,1.12,14.46,60.4,39.14,2.97,8.28,0.34,8.32,3.83,85.94,1.26,94.57,266.62,0.0,05-Aug-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
05-Aug-2019 - 00:00,10.37,18.98,10.45,160.41,1.65,1.1,16.28,58.11,39.86,2.58,7.86,0.29,7.63,3.59,83.29,1.49,112.91,341.24,0.0,06-Aug-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
06-Aug-2019 - 00:00,10.82,18.89,9.88,144.59,11.4,1.41,12.57,44.72,28.09,2.49,5.5,0.23,5.8,3.14,94.61,1.45,139.59,62.23,0.0,07-Aug-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
07-Aug-2019 - 00:00,14.76,26.68,13.53,124.58,5.36,1.23,5.72,59.08,32.93,2.91,7.7,0.39,8.42,3.96,89.01,1.36,139.38,135.67,0.0,08-Aug-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
08-Aug-2019 - 00:00,11.97,22.7,12.46,122.83,1.57,0.94,12.49,48.94,28.24,2.26,8.18,0.3,8.29,3.82,76.69,1.95,70.98,415.01,0.0,09-Aug-2019 - 00:00,"Shyam Nagar, Palwal - HSPCB"
