from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,Toluene,BP,PM2.5,PM10,RF,SR,Temp,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
02-Aug-2019 - 00:00,0.66,0.17,0.5,0.21,2.53,733.02,36.46,110.94,0.0,118.11,28.07,149.35,1.27,0.91,19.35,8.77,20.81,28.45,31.35,11.28,03-Aug-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
03-Aug-2019 - 00:00,0.56,0.15,0.39,0.17,1.96,733.21,54.02,108.92,0.01,144.19,28.23,114.9,1.36,0.89,11.73,8.81,19.77,27.48,34.69,10.64,04-Aug-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
04-Aug-2019 - 00:00,0.64,0.2,0.61,0.23,3.41,733.35,84.15,118.03,0.0,158.21,29.58,90.31,1.43,0.86,9.06,8.53,19.24,26.71,35.96,16.63,05-Aug-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
05-Aug-2019 - 00:00,0.76,0.2,0.7,0.27,3.57,733.05,172.27,121.01,0.0,157.48,30.16,147.72,1.33,0.9,14.85,8.92,22.93,30.61,42.14,16.08,06-Aug-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
06-Aug-2019 - 00:00,0.48,0.15,0.35,0.15,3.35,733.31,32.17,125.48,0.0,87.6,28.38,127.18,1.43,0.79,18.59,8.8,23.02,30.61,31.62,12.7,07-Aug-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
07-Aug-2019 - 00:00,0.71,0.2,0.68,0.29,3.43,733.19,36.03,82.26,0.0,87.51,26.95,115.28,1.43,0.93,20.65,9.94,26.38,34.33,25.94,13.04,08-Aug-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
08-Aug-2019 - 00:00,0.51,0.15,0.46,0.3,3.63,733.95,33.31,90.49,0.0,186.49,30.29,93.77,1.61,0.8,16.05,8.45,22.71,29.99,31.34,19.41,09-Aug-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
09-Aug-2019 - 00:00,0.25,0.13,0.32,0.34,3.23,736.36,32.87,108.64,0.0,119.03,28.95,65.42,2.19,0.75,18.2,8.48,21.27,28.56,28.18,19.15,10-Aug-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
10-Aug-2019 - 00:00,0.23,0.14,0.29,0.32,2.47,734.42,34.98,92.23,0.0,126.43,27.88,156.57,1.73,0.72,14.58,8.34,18.53,25.72,34.54,14.02,11-Aug-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
11-Aug-2019 - 00:00,0.21,0.12,0.27,0.31,3.37,733.52,31.46,98.38,0.0,206.95,29.33,196.27,1.42,0.7,13.61,9.22,23.01,30.59,37.47,10.82,12-Aug-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
12-Aug-2019 - 00:00,0.19,0.11,0.26,0.31,2.78,733.47,33.72,87.96,0.0,176.62,30.33,191.66,1.31,0.71,9.55,8.55,18.87,25.9,53.5,8.48,13-Aug-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
13-Aug-2019 - 00:00,0.12,0.12,0.24,0.31,2.19,734.27,43.94,84.47,0.0,142.1,29.91,152.03,1.35,0.71,12.47,8.76,15.77,23.01,44.44,13.18,14-Aug-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
14-Aug-2019 - 00:00,0.31,0.21,0.4,0.42,2.22,733.42,34.84,82.41,0.0,156.21,28.62,113.24,1.41,0.77,14.6,8.77,21.38,27.69,41.34,8.34,15-Aug-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
15-Aug-2019 - 00:00,0.35,0.22,0.4,0.43,3.93,734.89,39.1,94.74,0.0,119.0,27.88,71.32,2.02,0.79,13.91,8.64,23.8,30.83,40.36,10.24,16-Aug-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
16-Aug-2019 - 00:00,0.26,0.25,0.44,0.46,2.67,735.4,38.19,87.91,0.0,73.16,25.87,52.99,2.17,0.77,10.83,9.53,22.92,30.86,29.36,8.8,17-Aug-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
17-Aug-2019 - 00:00,0.21,0.3,0.38,0.47,1.94,733.81,38.74,80.74,0.0,75.96,25.85,186.62,1.68,0.67,10.87,8.9,18.9,26.05,28.45,10.07,18-Aug-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
18-Aug-2019 - 00:00,0.31,0.39,0.44,0.52,2.74,733.79,49.34,101.62,0.0,175.42,29.03,201.21,1.42,0.6,10.62,8.92,20.41,27.82,41.78,13.18,19-Aug-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
19-Aug-2019 - 00:00,0.56,0.46,0.69,0.63,2.97,733.15,56.46,123.17,0.0,210.08,29.93,205.76,1.17,0.67,10.27,10.07,24.33,32.73,40.77,12.35,20-Aug-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
20-Aug-2019 - 00:00,0.25,0.41,0.39,0.51,2.04,733.91,57.28,119.51,0.0,211.59,30.53,169.8,1.4,0.5,11.02,8.21,18.73,25.3,41.84,13.76,21-Aug-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
21-Aug-2019 - 00:00,0.21,0.41,0.37,0.51,2.13,733.78,53.32,112.45,0.0,209.02,31.37,127.26,1.35,0.47,10.25,9.54,20.88,28.53,42.56,12.68,22-Aug-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
22-Aug-2019 - 00:00,0.41,0.47,0.6,0.57,2.7,734.01,60.89,127.07,0.0,200.65,30.04,110.52,1.47,0.56,9.78,9.96,17.23,23.06,36.04,14.59,23-Aug-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
23-Aug-2019 - 00:00,0.44,0.44,0.52,0.57,3.09,733.33,64.73,130.07,0.0,203.57,30.84,141.71,1.24,0.57,12.84,16.3,32.05,42.87,26.09,12.43,24-Aug-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
24-Aug-2019 - 00:00,0.21,0.4,0.37,0.51,2.51,733.9,58.79,98.54,0.0,167.74,31.18,147.86,1.44,0.49,11.75,8.06,40.81,46.46,37.86,13.83,25-Aug-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
25-Aug-2019 - 00:00,0.36,0.4,0.35,0.5,3.3,733.29,64.67,78.27,0.0,106.79,28.28,190.69,1.29,0.57,8.47,7.9,18.67,25.41,45.26,13.02,26-Aug-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
26-Aug-2019 - 00:00,0.33,0.41,0.41,0.52,2.56,733.61,49.07,99.16,0.0,167.95,28.81,153.22,1.31,0.58,9.19,8.45,17.88,25.25,41.5,12.01,27-Aug-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
27-Aug-2019 - 00:00,0.31,0.41,0.39,0.52,2.65,733.6,37.63,95.43,0.0,187.78,30.87,150.06,1.35,0.59,12.56,7.91,16.44,23.31,38.18,14.59,28-Aug-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
28-Aug-2019 - 00:00,1.5,0.47,0.39,0.58,2.39,734.05,38.81,84.95,0.0,171.36,31.4,157.52,1.37,0.57,15.64,7.79,15.43,22.28,43.39,13.62,29-Aug-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
29-Aug-2019 - 00:00,0.51,0.55,0.56,0.66,2.67,733.15,47.37,84.71,0.0,142.61,29.35,152.78,1.33,0.64,16.6,8.28,18.24,25.21,37.24,14.72,30-Aug-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
30-Aug-2019 - 00:00,0.61,0.54,0.56,0.68,2.7,732.85,42.17,82.55,0.0,181.18,30.46,159.69,1.18,0.62,16.0,8.09,17.32,24.27,67.96,13.57,31-Aug-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
31-Aug-2019 - 00:00,0.68,0.55,0.59,0.69,3.56,733.21,41.57,81.73,0.0,183.7,30.97,126.73,1.28,0.68,9.56,8.91,17.96,25.73,53.19,14.22,01-Sep-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
01-Sep-2019 - 00:00,0.48,0.55,0.54,0.67,3.04,733.2,36.88,76.94,0.0,110.87,28.44,144.31,1.22,0.69,8.81,8.02,15.23,22.23,34.73,14.09,02-Sep-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
02-Sep-2019 - 00:00,0.48,0.53,0.51,0.65,2.53,732.81,56.62,91.84,0.0,148.27,29.76,149.1,1.16,0.69,11.18,8.34,14.39,21.63,58.63,14.37,03-Sep-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
03-Sep-2019 - 00:00,0.43,0.51,0.4,0.62,1.84,733.0,67.14,134.59,0.0,168.94,31.17,157.4,1.08,0.65,10.52,8.16,14.44,21.6,41.16,16.13,04-Sep-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
04-Sep-2019 - 00:00,0.6,0.51,0.4,0.62,2.74,733.22,212.52,142.95,0.0,133.63,30.39,130.33,1.38,0.69,10.12,8.34,12.5,19.87,29.04,20.05,05-Sep-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
05-Sep-2019 - 00:00,0.62,0.54,0.52,0.65,2.4,733.16,48.64,131.33,0.0,137.76,29.92,155.87,1.27,0.96,11.16,7.8,12.36,19.31,25.77,15.0,06-Sep-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
06-Sep-2019 - 00:00,0.97,0.42,0.89,0.63,2.92,732.76,105.54,137.44,0.0,117.87,29.36,177.08,1.07,0.77,10.0,9.73,11.8,20.75,75.12,14.83,07-Sep-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
07-Sep-2019 - 00:00,0.87,0.25,0.46,0.44,2.63,732.81,49.28,115.28,0.0,101.56,28.52,189.27,1.2,0.73,13.36,9.2,12.48,20.33,30.52,14.94,08-Sep-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
08-Sep-2019 - 00:00,0.44,0.21,0.38,0.42,2.37,733.44,40.53,97.83,0.0,152.15,30.06,131.81,1.42,0.62,12.93,7.83,9.63,16.73,28.89,14.19,09-Sep-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
09-Sep-2019 - 00:00,0.62,0.24,0.5,0.46,2.29,733.06,51.94,103.28,0.0,180.21,31.73,124.45,1.23,0.67,7.96,8.13,19.1,26.26,42.35,15.5,10-Sep-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
10-Sep-2019 - 00:00,0.83,0.24,0.52,0.47,1.81,732.98,72.4,138.84,0.0,179.13,32.05,135.4,1.23,0.71,12.82,8.35,19.16,26.23,86.87,21.88,11-Sep-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
11-Sep-2019 - 00:00,0.86,0.23,0.54,0.45,2.05,732.56,81.84,135.35,0.0,138.75,32.5,145.97,1.06,0.74,10.17,8.49,22.12,29.33,38.71,23.04,12-Sep-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
12-Sep-2019 - 00:00,0.58,0.21,0.35,0.4,1.81,733.38,92.15,152.44,0.0,153.33,32.1,187.29,1.21,0.6,10.98,8.15,18.79,25.78,34.86,23.09,13-Sep-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
13-Sep-2019 - 00:00,0.31,0.2,0.34,0.4,2.18,733.87,69.51,133.02,0.0,169.81,30.82,128.69,1.48,0.58,12.73,9.58,16.23,24.78,28.84,21.91,14-Sep-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
14-Sep-2019 - 00:00,0.23,0.2,0.4,0.39,1.96,734.09,63.86,106.0,0.11,72.23,29.46,103.89,1.65,0.52,15.93,9.34,17.05,21.36,30.03,18.81,15-Sep-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
15-Sep-2019 - 00:00,0.52,0.22,0.41,0.43,5.18,733.31,14.14,42.66,0.01,129.61,28.62,138.82,1.35,0.64,14.51,11.23,16.44,25.59,34.77,19.59,16-Sep-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
16-Sep-2019 - 00:00,1.11,0.35,0.72,0.56,4.25,732.87,30.85,69.34,0.0,174.79,30.82,135.4,1.15,0.86,13.38,11.97,26.8,36.35,38.93,16.75,17-Sep-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
17-Sep-2019 - 00:00,0.97,0.26,0.54,0.58,3.41,733.51,31.04,67.58,0.03,186.06,29.77,144.53,1.36,0.64,14.39,11.99,34.13,40.32,26.49,14.86,18-Sep-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
18-Sep-2019 - 00:00,0.46,0.21,0.36,0.41,1.68,733.27,25.77,60.44,0.0,161.22,29.01,169.12,1.2,0.56,13.33,12.79,25.1,35.15,31.12,15.64,19-Sep-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
19-Sep-2019 - 00:00,0.35,0.14,0.24,0.27,1.24,734.04,29.02,54.19,0.0,158.93,28.05,137.79,1.46,0.63,12.85,10.09,17.97,25.81,34.14,18.45,20-Sep-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
20-Sep-2019 - 00:00,0.25,0.23,0.18,0.45,1.03,733.2,22.51,45.2,0.0,138.97,27.77,165.27,1.2,0.64,12.2,9.55,14.33,21.68,27.42,18.6,21-Sep-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
21-Sep-2019 - 00:00,0.32,0.3,0.25,0.6,2.23,733.27,21.81,46.31,0.0,134.2,27.71,153.6,1.37,0.69,13.55,9.7,19.26,26.24,32.47,20.57,22-Sep-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
22-Sep-2019 - 00:00,0.25,0.3,0.25,0.59,2.49,733.25,15.0,33.59,0.0,103.14,26.34,135.57,1.42,0.6,13.55,9.16,19.56,26.43,23.4,21.02,23-Sep-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
23-Sep-2019 - 00:00,0.25,0.3,0.25,0.59,1.69,733.46,20.5,43.71,0.0,123.36,26.48,106.85,1.42,0.6,8.66,10.82,13.18,20.39,33.15,16.88,24-Sep-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
24-Sep-2019 - 00:00,0.44,0.33,0.36,0.64,1.77,733.28,20.56,48.28,0.05,111.9,25.52,127.52,1.3,0.74,9.38,15.22,21.5,32.63,30.01,14.76,25-Sep-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
25-Sep-2019 - 00:00,0.39,0.29,0.31,0.57,2.31,733.31,21.82,45.63,0.14,128.13,25.54,125.8,1.25,0.68,16.86,22.4,38.94,51.56,31.6,16.44,26-Sep-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
26-Sep-2019 - 00:00,0.58,0.43,0.8,0.79,3.22,733.53,20.14,41.3,0.0,102.83,26.33,106.58,1.6,0.76,15.19,18.71,41.31,55.68,31.55,11.03,27-Sep-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
27-Sep-2019 - 00:00,1.13,0.96,1.04,1.33,3.4,734.25,18.86,38.92,0.0,105.39,25.86,56.38,1.83,0.72,10.03,14.66,34.84,46.05,33.82,14.29,28-Sep-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
28-Sep-2019 - 00:00,0.2,0.28,0.28,0.55,2.44,733.92,15.44,45.38,0.0,83.02,25.77,73.55,1.64,0.63,8.93,15.87,29.7,38.22,34.17,14.02,29-Sep-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
29-Sep-2019 - 00:00,0.52,0.37,0.57,0.73,4.9,732.95,9.97,35.97,0.04,126.49,25.8,100.78,1.22,0.84,7.69,11.41,26.88,34.72,37.24,14.62,30-Sep-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
30-Sep-2019 - 00:00,0.7,0.43,0.66,0.75,3.44,732.91,20.69,49.55,0.0,145.21,26.74,133.39,1.27,0.93,15.75,14.09,28.69,39.15,47.46,12.85,01-Oct-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
01-Oct-2019 - 00:00,0.54,0.35,0.39,0.64,2.71,732.74,31.81,65.88,0.0,117.07,26.05,192.47,1.0,0.85,20.2,15.25,27.91,38.79,35.6,13.13,02-Oct-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
02-Oct-2019 - 00:00,0.91,0.33,0.42,0.61,7.26,732.7,33.92,67.18,0.03,135.18,26.45,207.09,1.08,0.76,21.49,15.76,27.24,37.86,22.35,18.0,03-Oct-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
03-Oct-2019 - 00:00,0.6,0.36,0.46,0.68,5.44,733.29,19.47,60.27,0.3,150.15,26.66,136.96,1.27,0.93,16.47,7.85,35.64,38.39,37.14,12.39,04-Oct-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
04-Oct-2019 - 00:00,0.56,0.35,0.51,0.7,2.5,733.69,17.71,49.4,0.22,145.18,24.58,140.33,1.39,0.84,18.8,5.5,20.48,25.0,42.97,11.24,05-Oct-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
05-Oct-2019 - 00:00,0.58,0.35,0.54,0.71,2.24,733.51,18.41,59.55,0.0,171.05,25.6,137.12,1.55,0.82,15.39,3.56,17.84,20.32,40.61,9.92,06-Oct-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
06-Oct-2019 - 00:00,0.77,0.39,0.57,0.71,3.34,733.06,24.25,71.86,0.0,163.49,26.31,129.53,1.41,0.77,17.3,3.12,14.32,16.7,52.14,10.33,07-Oct-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
07-Oct-2019 - 00:00,0.63,0.35,0.47,0.68,2.67,733.56,22.41,67.19,0.0,146.45,26.62,91.69,1.66,0.67,21.26,3.41,14.46,17.16,34.22,10.84,08-Oct-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
08-Oct-2019 - 00:00,0.64,0.36,0.47,0.67,2.86,732.9,20.15,61.57,0.0,167.46,26.52,120.05,1.26,0.64,23.68,3.3,14.87,17.44,33.45,11.03,09-Oct-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
09-Oct-2019 - 00:00,1.09,0.35,0.42,0.66,2.54,732.9,28.41,67.3,0.0,156.08,26.47,166.17,1.18,0.73,19.46,3.23,14.59,17.07,50.18,11.97,10-Oct-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
10-Oct-2019 - 00:00,1.2,0.35,0.4,0.65,1.91,733.01,30.34,72.21,0.0,158.37,27.3,189.57,1.28,0.75,20.1,3.16,15.0,16.97,40.58,13.27,11-Oct-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
11-Oct-2019 - 00:00,1.73,0.4,0.56,0.72,2.71,733.06,36.95,79.73,0.0,156.29,26.52,155.68,1.24,0.79,23.7,3.71,19.17,21.92,31.1,14.97,12-Oct-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
12-Oct-2019 - 00:00,1.07,0.39,0.74,0.73,2.71,732.76,36.81,83.04,0.0,94.32,26.27,131.77,1.29,0.78,19.05,3.58,22.32,21.87,30.59,15.63,13-Oct-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
13-Oct-2019 - 00:00,1.65,0.39,0.64,0.75,3.07,732.96,37.64,78.13,0.0,146.75,27.83,134.21,1.36,0.82,29.8,3.91,17.99,20.96,31.8,12.42,14-Oct-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
14-Oct-2019 - 00:00,1.3,0.43,0.71,0.77,2.88,733.1,36.1,78.57,0.0,145.31,27.66,72.87,1.47,0.73,14.11,3.53,17.92,20.55,35.37,11.96,15-Oct-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
15-Oct-2019 - 00:00,1.35,0.4,0.62,0.74,2.51,732.73,38.35,93.71,0.0,141.98,27.5,165.43,1.18,0.84,23.48,3.35,16.46,19.0,46.21,10.75,16-Oct-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
16-Oct-2019 - 00:00,2.39,0.47,0.98,0.89,3.73,732.78,44.66,97.81,0.0,140.63,27.47,129.96,1.29,1.01,20.39,4.1,17.98,21.27,37.79,12.24,17-Oct-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
17-Oct-2019 - 00:00,1.99,0.54,1.11,0.96,3.64,732.63,38.77,83.3,0.0,129.27,27.14,142.41,1.26,1.02,28.44,4.77,16.08,20.06,31.43,10.63,18-Oct-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
18-Oct-2019 - 00:00,0.96,0.35,0.67,0.73,2.84,733.78,32.68,80.54,0.0,141.15,26.96,176.53,1.54,0.68,29.48,4.11,15.15,18.41,25.38,19.88,19-Oct-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
19-Oct-2019 - 00:00,0.9,0.3,0.76,0.72,2.67,733.42,24.79,70.49,0.0,130.76,26.4,123.06,1.46,0.9,21.8,6.51,19.22,24.36,33.03,14.94,20-Oct-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
20-Oct-2019 - 00:00,2.08,0.81,1.25,0.91,3.69,732.4,30.43,77.29,0.0,62.57,24.85,155.31,1.25,1.01,29.15,4.15,20.98,23.84,24.29,14.94,21-Oct-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
21-Oct-2019 - 00:00,1.18,0.33,0.88,0.78,3.07,733.0,22.0,75.59,0.0,144.11,25.3,100.88,1.41,0.83,21.82,6.13,25.52,30.48,37.02,13.6,22-Oct-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
22-Oct-2019 - 00:00,1.35,0.32,0.86,0.8,2.52,733.07,32.88,82.69,0.0,134.02,24.59,148.78,1.35,0.7,21.1,11.45,36.09,45.63,32.63,16.15,23-Oct-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
23-Oct-2019 - 00:00,1.26,0.5,1.05,0.84,2.59,732.98,32.16,68.9,0.0,150.89,25.04,162.85,1.37,0.79,18.41,9.18,27.97,35.36,35.59,17.57,24-Oct-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
24-Oct-2019 - 00:00,1.56,0.51,1.36,0.97,3.69,732.83,44.95,91.32,0.0,137.03,25.16,144.77,1.32,0.85,19.64,8.78,25.41,32.51,36.28,14.97,25-Oct-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
25-Oct-2019 - 00:00,1.72,0.33,1.01,0.55,3.19,733.12,54.72,106.18,0.0,130.72,24.71,117.25,1.48,1.01,24.52,6.78,23.66,29.27,43.63,11.76,26-Oct-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
26-Oct-2019 - 00:00,1.27,0.29,0.81,0.27,2.82,732.86,47.88,90.4,0.0,130.92,23.99,147.13,1.35,0.86,16.31,6.35,20.22,24.73,39.62,13.53,27-Oct-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
27-Oct-2019 - 00:00,1.8,0.49,1.0,0.33,2.69,732.52,66.9,104.82,0.0,120.9,24.12,119.22,1.22,1.02,21.5,8.05,22.17,29.11,39.94,16.76,28-Oct-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
28-Oct-2019 - 00:00,1.94,0.35,0.95,0.32,2.87,732.34,101.88,143.7,0.0,108.12,23.75,185.15,1.2,1.16,22.87,7.68,20.79,27.3,33.69,14.68,29-Oct-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
29-Oct-2019 - 00:00,1.97,0.43,1.47,0.52,4.18,732.15,79.49,102.65,0.0,82.63,23.86,151.88,1.11,0.99,23.02,8.3,22.84,30.01,29.61,15.28,30-Oct-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
30-Oct-2019 - 00:00,1.91,0.42,1.43,0.52,3.72,732.3,50.97,73.23,0.0,101.77,24.33,154.6,1.15,0.92,22.26,9.74,20.22,28.89,25.6,12.31,31-Oct-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
31-Oct-2019 - 00:00,1.93,0.44,1.52,0.56,3.9,732.52,41.27,69.49,0.0,124.87,25.61,171.01,1.11,0.88,22.21,11.62,21.51,31.84,35.17,12.78,01-Nov-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
01-Nov-2019 - 00:00,1.65,0.44,1.2,0.43,3.13,732.86,39.05,68.48,0.0,121.81,26.44,162.65,1.32,0.97,22.05,8.68,19.22,26.75,42.32,16.08,02-Nov-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
02-Nov-2019 - 00:00,2.03,0.33,0.84,0.25,3.33,733.64,94.15,131.06,0.0,90.15,24.47,120.69,1.55,1.22,19.3,7.96,17.69,24.64,36.27,14.91,03-Nov-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
03-Nov-2019 - 00:00,1.62,0.48,1.36,0.47,3.48,732.87,63.1,94.04,0.07,89.07,22.31,112.42,1.25,1.02,22.05,10.82,21.3,28.36,24.27,19.25,04-Nov-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
04-Nov-2019 - 00:00,1.54,0.49,1.57,0.53,3.37,732.87,40.96,76.01,0.0,123.25,24.24,133.4,1.26,1.0,26.59,11.37,17.44,27.74,27.56,13.86,05-Nov-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
05-Nov-2019 - 00:00,1.23,0.29,0.69,0.35,2.26,733.24,40.59,86.35,0.0,135.47,23.69,218.45,1.43,0.74,20.64,7.43,16.01,22.47,39.74,12.28,06-Nov-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
06-Nov-2019 - 00:00,1.72,0.59,1.36,0.8,3.72,732.51,29.71,79.87,0.0,94.77,22.54,208.19,1.23,0.99,17.3,16.89,18.46,34.12,30.18,10.24,07-Nov-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
07-Nov-2019 - 00:00,1.6,0.57,1.45,0.92,4.12,733.24,39.9,87.97,0.02,69.51,20.46,101.72,1.43,0.98,21.56,12.81,21.85,33.2,30.05,12.33,08-Nov-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
08-Nov-2019 - 00:00,1.66,0.47,0.81,0.55,3.71,733.6,67.27,110.47,0.0,112.3,22.49,81.28,1.74,0.98,22.43,7.89,23.55,30.23,42.73,11.05,09-Nov-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
09-Nov-2019 - 00:00,1.02,0.29,0.4,0.39,2.42,734.49,54.97,92.55,0.0,125.06,22.97,84.68,2.0,0.83,21.13,6.87,21.94,27.67,50.23,11.89,10-Nov-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
10-Nov-2019 - 00:00,1.37,0.39,0.92,0.62,3.61,732.78,52.24,86.77,0.0,117.16,22.59,120.86,1.36,0.97,16.22,10.34,25.49,34.54,41.41,14.92,11-Nov-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
11-Nov-2019 - 00:00,1.8,0.5,1.26,0.77,4.26,732.6,55.77,80.92,0.0,111.68,21.41,123.53,1.18,1.07,17.24,10.36,26.87,35.81,47.68,12.52,12-Nov-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
12-Nov-2019 - 00:00,2.25,0.61,1.37,0.83,4.99,732.38,84.63,99.05,0.0,106.49,21.51,144.45,1.22,1.29,19.35,7.92,25.5,32.1,45.47,13.81,13-Nov-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
13-Nov-2019 - 00:00,2.68,0.79,1.86,1.03,5.11,732.63,75.36,125.89,0.0,100.27,22.41,142.59,1.32,1.47,20.5,9.57,25.87,34.08,42.35,14.64,14-Nov-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
14-Nov-2019 - 00:00,3.35,0.91,1.91,1.06,5.64,732.61,84.03,138.7,0.0,78.29,22.3,113.49,1.39,1.63,16.69,8.69,28.89,36.24,41.37,16.56,15-Nov-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
15-Nov-2019 - 00:00,1.76,0.4,0.94,0.63,3.19,734.06,48.94,97.12,0.0,104.65,21.9,87.79,1.76,1.11,19.35,8.24,21.47,28.55,42.63,18.42,16-Nov-2019 - 00:00,"Moti Doongri, Alwar - RSPCB"
