from date,PM2.5,PM10,Temp,SR,BP,RH,RF,WD,WS,VWS,AT,Benzene,Xylene,SO2,Ozone,NO,NO2,NOx,NH3,CO,Toluene,to date,station
09-Apr-2019 - 00:00,31.66,97.94,30.05,118.8,734.81,51.21,0.0,127.91,0.64,-0.03,31.46,0.98,0.69,23.43,47.93,1.67,20.79,12.49,10.02,0.56,9.58,10-Apr-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
10-Apr-2019 - 00:00,30.98,98.56,30.2,122.61,734.98,49.89,0.0,153.11,0.58,-0.04,31.91,0.8,0.52,24.52,53.78,1.5,17.43,10.56,10.15,0.47,7.1,11-Apr-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
11-Apr-2019 - 00:00,24.83,65.47,30.79,145.33,734.91,49.71,0.0,170.15,0.64,-0.03,32.52,9.48,0.01,21.67,50.0,1.27,10.64,6.77,10.68,0.37,3.2,12-Apr-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
12-Apr-2019 - 00:00,29.56,101.84,30.37,145.02,735.21,46.8,0.0,123.33,0.93,-0.01,32.45,1.41,0.14,26.13,60.85,1.61,16.08,9.94,10.56,0.44,8.23,13-Apr-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
13-Apr-2019 - 00:00,26.72,75.82,30.78,146.4,734.86,44.68,0.0,101.79,0.8,-0.01,33.14,1.46,0.9,21.8,58.29,0.97,24.1,13.6,10.1,0.58,11.17,14-Apr-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
14-Apr-2019 - 00:00,39.11,109.2,27.25,151.2,733.65,46.15,0.0,138.56,0.66,0.01,33.23,1.47,1.6,21.47,48.57,1.76,28.71,16.77,9.19,0.66,12.07,15-Apr-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
15-Apr-2019 - 00:00,30.57,92.2,27.77,151.83,733.58,43.67,0.0,141.36,0.65,0.01,33.3,0.83,0.79,17.38,53.27,1.26,14.15,8.63,9.08,0.4,5.58,16-Apr-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
16-Apr-2019 - 00:00,30.92,101.47,27.58,154.64,733.92,43.42,0.0,142.26,0.94,0.03,32.77,1.11,0.94,8.08,68.41,1.2,13.8,8.4,9.38,0.42,7.28,17-Apr-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
17-Apr-2019 - 00:00,26.02,77.59,28.36,124.67,734.4,47.16,0.0,179.45,0.87,0.01,32.48,0.58,0.39,7.35,52.2,1.3,10.79,6.87,9.03,0.46,3.71,18-Apr-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
18-Apr-2019 - 00:00,33.81,102.9,31.35,132.57,734.75,52.36,0.0,157.75,0.75,0.0,32.25,1.02,0.48,8.56,50.94,1.45,15.81,9.67,13.03,0.41,7.38,19-Apr-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
19-Apr-2019 - 00:00,23.9,64.49,30.55,148.68,734.33,59.4,0.0,114.27,0.84,0.02,31.2,0.69,0.19,2.69,56.29,1.43,16.07,9.78,11.32,0.36,4.19,20-Apr-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
20-Apr-2019 - 00:00,20.04,57.69,31.46,120.6,734.76,61.07,0.0,115.03,0.8,0.03,30.8,0.79,0.19,3.87,50.85,1.34,14.43,8.84,12.41,0.44,5.67,21-Apr-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
21-Apr-2019 - 00:00,20.35,52.82,31.44,144.62,734.07,55.75,0.0,161.68,0.68,0.01,32.04,0.51,0.12,3.56,52.58,1.23,11.73,7.31,10.86,0.42,3.27,22-Apr-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
22-Apr-2019 - 00:00,23.64,60.94,31.48,148.85,735.4,60.68,0.0,108.7,0.88,0.01,30.52,0.57,0.04,4.34,61.08,2.09,15.0,9.76,10.52,0.48,2.94,23-Apr-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
23-Apr-2019 - 00:00,30.56,89.11,31.35,162.52,734.41,53.07,0.0,142.39,0.73,0.01,31.79,1.25,1.48,5.66,59.06,3.11,29.9,18.51,10.06,0.6,11.08,24-Apr-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
24-Apr-2019 - 00:00,25.19,84.88,31.39,162.81,734.35,50.19,0.0,131.42,0.66,0.01,32.26,0.89,0.5,4.49,63.71,1.29,17.66,10.52,9.05,0.47,5.7,25-Apr-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
25-Apr-2019 - 00:00,31.53,104.06,31.79,151.11,733.69,46.72,0.0,144.59,0.63,0.0,33.28,1.03,0.64,4.68,64.31,1.31,18.43,10.95,9.73,0.51,7.91,26-Apr-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
26-Apr-2019 - 00:00,39.68,113.91,31.7,172.81,733.43,44.53,0.0,163.69,0.69,-0.0,33.81,0.78,0.31,5.32,67.51,1.33,17.2,10.33,11.16,0.57,5.0,27-Apr-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
27-Apr-2019 - 00:00,44.4,127.97,31.61,153.11,733.33,43.49,0.0,171.3,0.61,0.0,34.09,0.85,0.46,4.82,66.29,0.98,18.18,10.46,13.03,0.41,6.28,28-Apr-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
28-Apr-2019 - 00:00,36.85,111.89,31.86,133.81,734.03,44.8,0.0,147.1,0.66,0.01,34.38,1.05,0.27,6.3,61.01,1.27,13.53,8.32,12.6,0.47,4.88,29-Apr-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
29-Apr-2019 - 00:00,36.11,100.85,31.78,149.0,734.25,47.21,0.0,122.64,0.66,0.02,34.06,0.68,0.11,5.19,65.5,1.19,12.31,7.58,11.8,0.49,3.59,30-Apr-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
30-Apr-2019 - 00:00,36.93,99.06,31.68,139.73,734.92,50.68,0.0,171.35,0.66,0.0,33.38,0.76,0.38,3.83,61.92,1.19,11.6,7.23,11.62,0.39,3.95,01-May-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
01-May-2019 - 00:00,34.44,106.1,31.56,149.41,735.1,47.04,0.0,226.54,1.01,0.0,33.51,0.81,0.09,5.9,55.32,1.15,10.99,6.87,10.0,0.42,2.84,02-May-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
02-May-2019 - 00:00,33.04,135.89,31.89,156.54,735.07,41.33,0.0,245.49,1.07,0.0,33.77,0.73,0.22,8.1,47.63,1.26,13.24,8.17,9.01,0.38,5.63,03-May-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
03-May-2019 - 00:00,29.18,134.73,32.1,164.32,735.62,38.22,0.0,234.1,1.05,0.0,33.17,0.77,1.2,8.14,57.09,1.23,10.26,6.53,7.76,0.36,5.71,04-May-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
04-May-2019 - 00:00,25.2,109.2,31.92,167.89,736.07,39.99,0.0,234.03,1.05,0.0,32.82,0.92,0.31,7.16,50.98,1.23,9.83,6.32,7.42,0.29,4.13,05-May-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
05-May-2019 - 00:00,30.99,120.9,32.05,163.38,736.07,40.44,0.0,226.85,0.82,0.0,32.79,1.46,0.43,6.82,38.12,2.31,21.66,13.5,8.95,0.44,7.61,06-May-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
06-May-2019 - 00:00,37.16,132.1,31.8,165.11,735.43,39.36,0.0,243.22,0.69,-0.0,33.4,4.27,2.19,9.98,32.34,4.34,32.25,20.78,12.57,0.65,20.86,07-May-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
07-May-2019 - 00:00,51.08,153.8,31.8,145.9,735.14,39.05,0.0,182.26,0.6,-0.0,33.95,4.41,3.13,13.23,36.31,15.8,47.79,38.35,16.73,0.94,27.08,08-May-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
08-May-2019 - 00:00,43.66,147.1,31.93,163.61,735.08,39.58,0.0,228.54,0.9,-0.0,33.9,6.32,2.18,12.57,39.94,4.66,37.14,23.65,14.98,0.74,21.63,09-May-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
09-May-2019 - 00:00,36.66,130.26,31.97,167.68,735.08,39.48,0.0,233.09,0.89,-0.0,33.91,2.73,2.17,11.15,35.81,4.76,32.25,21.11,18.03,0.65,14.56,10-May-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
10-May-2019 - 00:00,43.0,138.75,31.89,167.73,735.16,40.89,0.0,142.33,0.77,0.0,34.06,4.96,1.81,16.63,37.21,8.1,39.04,27.44,18.33,0.66,30.87,11-May-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
11-May-2019 - 00:00,40.28,130.18,31.68,161.32,735.45,48.26,0.0,148.9,0.92,0.01,33.66,1.56,0.52,8.39,58.09,3.38,21.42,14.23,18.64,0.62,15.9,12-May-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
12-May-2019 - 00:00,33.21,78.29,31.42,158.53,736.72,55.05,0.0,163.85,0.7,0.0,32.14,0.98,1.15,5.38,61.19,1.54,20.55,12.27,15.92,0.44,5.99,13-May-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
13-May-2019 - 00:00,35.47,103.12,31.8,167.51,735.61,49.49,0.0,175.66,0.69,0.01,33.54,0.88,0.2,5.24,56.81,1.69,22.12,13.23,14.37,0.46,4.43,14-May-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
14-May-2019 - 00:00,32.46,103.74,31.84,154.83,735.55,45.98,0.0,140.73,0.81,0.0,34.08,0.69,0.42,4.91,60.58,1.14,17.33,10.23,12.69,0.4,5.14,15-May-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
15-May-2019 - 00:00,35.19,106.81,31.79,170.53,736.05,46.95,0.0,166.0,0.67,0.01,33.55,0.81,0.45,5.71,58.36,1.26,19.34,11.39,12.36,0.51,8.43,16-May-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
16-May-2019 - 00:00,31.71,103.18,31.74,166.18,736.61,44.48,0.0,199.36,0.76,0.0,33.72,6.28,0.48,6.1,42.69,3.0,26.7,16.72,11.42,0.58,14.93,17-May-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
17-May-2019 - 00:00,35.21,113.99,31.66,166.08,737.31,46.11,0.0,167.51,0.64,-0.0,33.9,1.29,0.94,5.74,51.72,1.32,17.17,10.29,11.67,0.39,9.58,18-May-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
18-May-2019 - 00:00,45.52,146.59,31.78,162.27,737.53,45.17,0.0,150.83,0.7,0.0,34.18,2.89,1.04,11.81,39.64,3.57,27.72,17.71,13.82,0.53,11.55,19-May-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
19-May-2019 - 00:00,52.9,162.29,31.97,166.79,737.12,40.49,0.0,137.43,0.71,0.01,34.77,3.94,1.45,12.07,44.66,7.19,35.96,25.05,13.54,0.61,22.02,20-May-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
20-May-2019 - 00:00,41.97,122.42,31.94,161.54,737.41,48.14,0.0,136.71,0.77,0.01,34.61,1.27,0.03,8.0,67.1,1.13,14.44,8.68,14.17,0.43,4.61,21-May-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
21-May-2019 - 00:00,37.46,113.19,32.13,151.42,737.77,49.25,0.0,164.11,0.69,0.01,34.28,0.52,0.03,7.39,61.79,1.15,13.85,8.39,13.34,0.39,4.13,22-May-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
22-May-2019 - 00:00,30.3,87.43,31.65,160.84,738.11,47.38,0.0,193.51,0.73,0.0,34.13,0.56,0.05,6.58,67.14,1.19,13.89,8.44,11.81,0.34,6.3,23-May-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
23-May-2019 - 00:00,37.54,99.98,31.61,140.47,738.64,50.55,0.0,162.14,0.66,0.01,33.92,0.48,0.02,6.69,62.13,1.21,13.48,8.24,11.85,0.44,3.07,24-May-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
24-May-2019 - 00:00,33.31,91.98,31.54,164.72,738.99,52.91,0.0,198.79,0.71,0.0,33.71,0.84,0.68,6.86,59.71,1.36,22.63,13.23,12.07,0.61,9.1,25-May-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
25-May-2019 - 00:00,39.66,124.62,31.47,172.76,738.69,47.85,0.0,172.53,0.91,0.0,34.18,1.87,1.28,6.83,49.19,4.92,27.27,18.59,10.91,0.6,10.76,26-May-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
26-May-2019 - 00:00,45.11,141.28,32.12,171.4,738.23,43.96,0.0,207.71,0.73,0.0,34.91,6.21,1.35,8.4,36.06,11.99,35.59,28.78,11.13,0.69,18.39,27-May-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
27-May-2019 - 00:00,30.28,110.05,31.81,162.05,733.0,46.39,0.0,210.83,0.83,0.01,34.06,0.78,0.66,8.15,39.68,1.54,19.36,10.18,11.44,0.44,9.98,28-May-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
28-May-2019 - 00:00,32.28,123.41,31.39,159.44,722.2,41.51,0.0,173.81,0.7,0.0,35.05,2.1,0.49,5.48,44.98,1.36,18.57,11.05,11.05,0.56,9.33,29-May-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
29-May-2019 - 00:00,48.03,157.2,31.5,159.53,722.24,44.29,0.0,158.97,0.65,0.01,34.75,2.76,1.66,6.18,53.97,6.63,29.92,21.39,14.56,0.79,18.13,30-May-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
30-May-2019 - 00:00,35.51,116.98,31.44,145.61,723.0,52.69,0.0,122.38,0.96,0.03,33.73,0.62,0.08,6.25,69.18,1.11,9.92,6.26,12.41,0.41,3.67,31-May-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
31-May-2019 - 00:00,28.91,102.77,31.34,152.78,722.76,48.91,0.0,163.56,0.69,0.02,34.26,0.39,0.0,5.46,59.29,1.26,9.41,6.11,10.48,0.42,2.64,01-Jun-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
01-Jun-2019 - 00:00,27.93,89.3,31.09,75.39,724.42,54.4,0.0,183.22,0.72,0.0,32.08,0.62,0.39,5.99,52.73,1.25,11.33,7.13,9.45,0.47,3.83,02-Jun-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
02-Jun-2019 - 00:00,33.52,117.48,31.3,147.16,722.83,48.59,0.0,133.25,0.68,0.0,33.79,0.69,0.01,6.97,51.25,1.34,13.37,8.29,9.03,0.46,2.52,03-Jun-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
03-Jun-2019 - 00:00,19.72,58.8,31.23,143.83,724.46,63.23,0.0,212.8,1.31,0.02,31.11,0.21,0.0,6.66,46.55,1.21,6.92,4.75,8.66,0.33,1.35,04-Jun-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
04-Jun-2019 - 00:00,16.54,51.46,31.1,156.21,722.54,64.06,0.0,228.04,0.68,0.0,31.22,0.35,0.25,7.07,60.25,1.38,11.83,7.5,9.97,0.34,3.06,05-Jun-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
05-Jun-2019 - 00:00,27.54,90.54,31.2,145.68,721.45,55.99,0.0,231.81,0.64,0.0,33.08,0.45,0.24,7.85,52.34,1.39,15.96,9.7,9.96,0.42,3.21,06-Jun-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
06-Jun-2019 - 00:00,28.52,102.54,31.22,145.32,721.65,54.35,0.0,201.74,0.94,0.02,32.94,0.58,0.03,8.48,58.22,1.28,12.75,7.91,8.92,0.42,2.15,07-Jun-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
07-Jun-2019 - 00:00,22.71,65.16,31.09,151.93,721.72,53.83,0.0,196.73,0.66,-0.0,32.87,0.91,0.0,9.8,64.35,1.36,12.79,8.0,8.77,0.35,5.28,08-Jun-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
08-Jun-2019 - 00:00,20.66,53.8,30.99,84.92,723.73,69.9,0.0,178.24,0.82,0.0,30.06,0.94,0.21,8.49,58.86,1.36,13.96,8.61,9.6,0.46,5.63,09-Jun-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
09-Jun-2019 - 00:00,25.45,68.93,30.99,149.44,721.82,60.25,0.0,239.11,0.53,0.0,32.23,0.38,0.02,9.26,61.32,1.26,12.93,7.98,10.22,0.31,3.41,10-Jun-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
10-Jun-2019 - 00:00,15.03,45.51,30.95,156.3,721.97,56.1,0.0,224.17,0.86,0.0,32.46,0.19,0.1,9.65,58.22,1.26,9.18,5.99,8.97,0.36,2.36,11-Jun-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
11-Jun-2019 - 00:00,3.89,27.02,30.98,173.4,721.66,54.12,0.0,208.55,0.78,0.02,32.87,0.01,0.0,8.93,41.66,1.35,7.25,5.04,6.88,0.3,0.32,12-Jun-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
12-Jun-2019 - 00:00,0.94,16.16,30.82,167.96,722.32,55.32,0.0,228.6,1.19,0.04,32.2,0.0,0.0,8.43,38.66,1.19,3.45,2.89,6.03,0.28,0.1,13-Jun-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
13-Jun-2019 - 00:00,5.73,22.46,30.87,132.42,723.09,60.49,0.0,251.27,1.28,0.01,31.21,0.0,0.0,8.07,28.45,1.32,4.73,3.67,5.76,0.28,0.06,14-Jun-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
14-Jun-2019 - 00:00,11.12,30.67,30.96,158.36,722.77,58.48,0.0,243.64,1.31,0.01,31.53,0.0,0.0,7.35,29.05,1.31,3.99,3.27,5.63,0.24,0.04,15-Jun-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
15-Jun-2019 - 00:00,15.13,55.13,30.88,179.43,722.32,53.98,0.0,257.13,1.6,0.0,32.32,0.0,0.09,7.33,27.23,1.28,4.74,3.66,5.43,0.27,0.09,16-Jun-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
16-Jun-2019 - 00:00,15.06,49.75,30.66,156.02,722.11,52.44,0.0,264.22,1.63,0.0,32.43,0.03,0.0,7.99,24.76,1.21,3.39,2.87,5.21,0.24,1.34,17-Jun-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
17-Jun-2019 - 00:00,17.64,,30.52,131.54,722.21,51.96,0.0,269.06,1.68,0.0,32.32,0.05,0.46,8.66,25.63,1.16,4.0,3.15,5.07,0.22,2.22,18-Jun-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
18-Jun-2019 - 00:00,15.45,48.35,30.68,154.24,722.07,51.08,0.0,261.97,1.38,0.01,32.48,0.05,0.27,8.12,26.83,1.22,3.59,2.99,4.92,0.19,1.77,19-Jun-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
19-Jun-2019 - 00:00,14.67,52.53,31.23,154.38,722.22,53.51,0.0,258.66,1.47,0.0,32.4,0.0,0.0,7.42,28.61,1.22,3.96,3.19,4.57,0.2,0.14,20-Jun-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
20-Jun-2019 - 00:00,12.15,46.93,31.01,131.78,722.76,60.18,0.0,243.34,1.39,-0.0,31.55,0.16,0.01,7.41,31.79,1.28,4.53,3.53,4.89,0.24,1.79,21-Jun-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
21-Jun-2019 - 00:00,20.05,55.48,31.2,134.88,723.43,68.89,0.0,199.57,0.94,0.01,30.15,0.27,0.07,7.23,39.26,1.26,8.08,5.4,5.54,0.22,1.72,22-Jun-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
22-Jun-2019 - 00:00,19.63,35.15,30.98,91.35,724.47,75.11,0.0,262.81,1.09,0.0,29.15,0.28,0.11,7.55,42.19,1.27,9.4,6.09,6.26,0.26,3.63,23-Jun-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
23-Jun-2019 - 00:00,18.54,35.44,31.11,102.68,723.99,76.17,0.0,194.53,0.72,0.0,29.32,0.27,0.01,6.71,32.46,1.39,12.82,8.04,6.68,0.25,1.97,24-Jun-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
24-Jun-2019 - 00:00,17.07,37.55,31.21,135.01,723.25,72.79,0.0,206.42,0.62,0.02,30.02,0.37,0.42,6.8,39.68,1.47,14.19,8.83,7.22,0.23,2.91,25-Jun-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
25-Jun-2019 - 00:00,19.74,47.66,31.17,101.28,724.18,78.12,0.0,198.03,0.59,0.0,29.25,0.88,0.82,7.48,32.88,1.48,18.14,10.95,7.58,0.37,7.93,26-Jun-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
26-Jun-2019 - 00:00,12.17,25.7,31.11,114.53,723.06,65.07,0.0,237.67,0.95,0.01,31.0,0.08,0.06,6.85,29.91,1.43,8.02,5.52,6.74,0.13,1.05,27-Jun-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
27-Jun-2019 - 00:00,6.0,16.46,31.01,132.29,723.25,64.09,0.0,237.6,1.38,0.01,30.76,0.0,0.0,6.8,27.53,1.32,4.28,3.43,5.86,0.25,0.34,28-Jun-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
28-Jun-2019 - 00:00,5.42,18.16,31.18,112.31,724.12,68.62,0.0,247.17,1.7,0.01,29.8,0.0,0.0,6.9,25.72,1.25,4.04,3.23,5.3,0.26,0.1,29-Jun-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
29-Jun-2019 - 00:00,8.93,17.65,30.81,101.81,724.92,77.35,0.0,257.14,1.56,0.01,28.41,0.03,0.0,6.49,25.12,1.16,6.0,4.23,4.99,0.28,0.33,30-Jun-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
30-Jun-2019 - 00:00,14.62,28.47,30.82,70.43,725.27,77.06,0.0,270.45,1.62,0.0,27.94,0.2,0.43,7.41,30.2,1.33,5.77,4.24,5.81,0.31,4.57,01-Jul-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
01-Jul-2019 - 00:00,16.69,28.28,31.09,68.06,725.17,76.48,0.0,264.26,1.51,0.0,28.17,0.08,0.01,7.76,25.39,1.29,4.05,3.28,5.26,0.37,2.52,02-Jul-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
02-Jul-2019 - 00:00,15.12,28.78,30.81,77.14,724.88,76.1,0.0,262.8,1.49,0.0,28.67,0.04,0.05,7.04,22.97,1.24,5.07,3.78,5.05,0.29,0.95,03-Jul-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
03-Jul-2019 - 00:00,19.97,40.08,30.77,101.36,724.26,69.33,0.0,256.6,1.62,0.02,29.5,0.04,0.14,6.98,23.03,1.48,5.42,4.17,4.89,0.26,1.14,04-Jul-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
04-Jul-2019 - 00:00,15.9,29.47,30.98,92.38,724.52,71.45,0.0,247.69,1.51,0.01,29.41,0.0,0.01,6.69,23.62,1.31,3.53,3.02,4.77,0.28,0.09,05-Jul-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
05-Jul-2019 - 00:00,15.64,28.88,31.12,92.2,724.91,74.92,0.0,250.47,1.61,0.03,28.89,0.0,0.0,6.55,20.91,1.36,5.17,3.94,4.87,0.3,0.14,06-Jul-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
06-Jul-2019 - 00:00,16.66,36.73,31.02,73.52,724.6,68.45,0.0,252.07,1.79,0.04,29.56,0.0,0.0,7.14,22.7,1.32,3.1,2.82,4.53,0.29,0.02,07-Jul-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
07-Jul-2019 - 00:00,16.31,33.15,31.01,111.39,724.02,66.94,0.0,247.97,1.68,0.06,30.01,0.0,0.0,6.63,23.5,1.16,2.33,2.24,4.15,0.25,0.0,08-Jul-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
08-Jul-2019 - 00:00,17.26,35.04,31.14,101.72,723.93,67.01,0.0,251.11,1.58,0.03,30.17,0.0,0.0,6.81,22.61,1.31,3.32,2.89,4.17,0.26,0.01,09-Jul-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
09-Jul-2019 - 00:00,14.55,28.04,30.96,95.77,724.1,67.96,0.0,241.77,1.36,0.02,30.0,0.0,0.0,6.78,23.18,1.25,2.93,2.67,4.01,0.3,0.11,10-Jul-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
10-Jul-2019 - 00:00,12.94,22.19,30.94,115.17,724.15,68.18,0.0,244.17,1.44,0.04,29.87,0.0,0.0,6.64,21.15,1.34,3.4,2.99,3.73,0.29,0.0,11-Jul-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
11-Jul-2019 - 00:00,16.4,30.87,30.89,117.98,724.78,74.55,0.0,245.9,1.42,0.02,28.96,0.09,0.03,6.92,19.03,1.41,6.64,4.76,3.98,0.31,1.08,12-Jul-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
12-Jul-2019 - 00:00,13.49,28.04,30.79,112.44,724.58,75.74,0.0,234.16,0.93,0.0,28.68,0.03,0.0,7.08,19.66,1.53,6.9,5.0,4.06,0.35,0.6,13-Jul-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
13-Jul-2019 - 00:00,13.93,27.54,30.67,137.06,723.92,69.96,0.0,252.59,1.17,0.0,29.84,0.06,0.0,7.28,19.45,1.39,5.87,4.35,4.04,0.27,0.72,14-Jul-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
14-Jul-2019 - 00:00,17.12,40.4,30.96,140.89,723.42,65.91,0.0,227.15,1.14,0.0,30.43,0.36,0.05,7.82,18.99,1.51,8.05,5.59,4.47,0.19,2.6,15-Jul-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
15-Jul-2019 - 00:00,15.85,32.96,30.8,131.01,723.64,67.39,0.0,227.05,1.17,0.01,29.95,0.18,0.02,7.29,22.65,1.38,5.34,4.04,4.22,0.3,1.43,16-Jul-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
16-Jul-2019 - 00:00,20.02,57.62,30.81,126.41,723.8,67.03,0.0,233.0,1.06,0.0,29.88,0.12,0.35,7.53,21.7,1.51,6.66,4.83,4.49,0.28,2.82,17-Jul-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
