from date,AT,Benzene,Toluene,Xylene,Eth-Benzene,MP-Xylene,CO,NO,NO2,NOx,Ozone,PM2.5,PM10,RH,SO2,SR,VWS,WD,WS,to date,BP,station
19-Aug-2019 - 00:00,,2.1,31.43,0.51,0.34,0.4,0.45,33.9,60.3,65.39,57.37,41.25,187.96,,23.86,276.93,14.43,234.0,5.57,20-Aug-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
20-Aug-2019 - 00:00,,2.14,32.05,0.52,0.35,0.41,1.01,27.9,54.73,57.27,64.67,46.45,139.47,,46.83,132.43,18.83,272.07,4.9,21-Aug-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
21-Aug-2019 - 00:00,,2.02,30.18,0.49,0.33,0.39,1.1,23.07,64.07,54.26,70.04,36.71,158.78,,41.36,160.19,15.34,277.96,5.98,22-Aug-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
22-Aug-2019 - 00:00,,2.14,32.05,0.52,0.35,0.41,1.08,24.99,63.14,59.29,66.84,42.57,164.56,,43.14,190.47,17.88,256.44,5.54,23-Aug-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
23-Aug-2019 - 00:00,,2.14,32.05,0.52,0.35,0.41,0.94,25.01,56.43,54.97,61.36,47.89,182.84,32.0,51.86,180.85,18.77,260.95,5.67,24-Aug-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
24-Aug-2019 - 00:00,,,,,,,0.92,18.95,54.77,48.33,72.47,41.74,143.55,32.0,37.83,170.99,19.05,285.05,6.22,25-Aug-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
25-Aug-2019 - 00:00,,,,,,,1.06,22.32,59.63,54.53,68.06,33.07,121.92,32.0,40.9,150.82,14.72,261.15,5.77,26-Aug-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
26-Aug-2019 - 00:00,,2.14,32.05,0.52,0.35,0.41,1.45,36.1,54.48,67.71,27.62,45.09,164.73,32.0,56.13,93.66,11.83,260.59,5.36,27-Aug-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
27-Aug-2019 - 00:00,,2.14,32.05,0.52,0.35,0.41,1.74,46.88,35.91,70.81,23.58,58.6,138.95,32.0,42.91,83.31,10.64,266.63,5.78,28-Aug-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
28-Aug-2019 - 00:00,,2.14,32.05,0.52,0.35,0.41,1.3,27.16,46.57,53.69,51.63,35.62,83.78,,41.57,147.42,11.37,246.84,4.95,29-Aug-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
29-Aug-2019 - 00:00,,2.14,32.05,0.52,0.35,0.41,1.1,38.54,46.74,66.4,28.25,38.44,96.48,,61.4,172.18,14.24,229.84,4.99,30-Aug-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
30-Aug-2019 - 00:00,,2.14,32.05,0.52,0.35,0.41,0.89,35.14,46.29,61.46,32.23,40.64,118.21,,48.66,177.78,17.28,240.1,4.58,31-Aug-2019 - 00:00,999.62,"Maninagar, Ahmedabad - GPCB"
31-Aug-2019 - 00:00,,2.14,32.05,0.52,0.35,0.41,0.7,30.29,47.93,57.92,37.74,37.44,110.64,,46.12,171.04,17.17,239.79,5.01,01-Sep-2019 - 00:00,997.4,"Maninagar, Ahmedabad - GPCB"
01-Sep-2019 - 00:00,,2.14,32.05,0.52,0.35,0.41,0.78,24.92,49.09,52.37,47.9,31.62,86.53,,46.99,163.52,14.96,237.88,5.84,02-Sep-2019 - 00:00,997.93,"Maninagar, Ahmedabad - GPCB"
02-Sep-2019 - 00:00,,2.14,32.05,0.52,0.35,0.41,0.95,24.57,52.59,53.67,44.73,25.86,68.31,,48.13,129.61,17.97,235.77,6.01,03-Sep-2019 - 00:00,999.62,"Maninagar, Ahmedabad - GPCB"
03-Sep-2019 - 00:00,,2.14,32.05,0.52,0.35,0.41,0.98,29.29,48.92,57.26,42.27,39.59,84.28,,51.31,94.89,19.06,270.52,4.86,04-Sep-2019 - 00:00,999.51,"Maninagar, Ahmedabad - GPCB"
04-Sep-2019 - 00:00,,2.14,32.05,0.52,0.35,0.41,1.0,17.14,62.33,49.96,73.69,39.16,84.9,,48.38,94.29,14.67,213.7,3.85,05-Sep-2019 - 00:00,998.03,"Maninagar, Ahmedabad - GPCB"
05-Sep-2019 - 00:00,,2.14,32.05,0.52,0.35,0.41,1.29,20.55,87.71,66.08,66.56,46.25,68.66,,51.7,96.1,12.08,151.76,2.56,06-Sep-2019 - 00:00,997.39,"Maninagar, Ahmedabad - GPCB"
06-Sep-2019 - 00:00,,2.14,32.05,0.52,0.35,0.41,1.01,21.85,76.71,64.39,81.38,55.78,83.16,,50.94,177.39,13.35,195.99,2.44,07-Sep-2019 - 00:00,996.65,"Maninagar, Ahmedabad - GPCB"
07-Sep-2019 - 00:00,,2.14,32.05,0.52,0.35,0.41,0.74,25.28,54.03,55.16,52.11,33.65,75.12,,46.64,182.75,15.06,227.67,5.03,08-Sep-2019 - 00:00,996.84,"Maninagar, Ahmedabad - GPCB"
08-Sep-2019 - 00:00,,2.14,32.05,0.52,0.35,0.41,0.77,18.81,48.43,45.02,58.0,33.02,59.43,,43.68,169.39,15.1,179.28,2.92,09-Sep-2019 - 00:00,998.35,"Maninagar, Ahmedabad - GPCB"
09-Sep-2019 - 00:00,,2.14,32.05,0.52,0.35,0.41,1.04,22.2,61.23,54.89,71.52,39.01,70.63,,55.61,125.09,15.2,224.68,3.21,10-Sep-2019 - 00:00,998.98,"Maninagar, Ahmedabad - GPCB"
10-Sep-2019 - 00:00,,2.14,32.05,0.52,0.35,0.41,1.39,21.48,74.2,62.52,40.96,45.25,67.49,,47.1,63.58,5.38,250.63,4.08,11-Sep-2019 - 00:00,999.2,"Maninagar, Ahmedabad - GPCB"
11-Sep-2019 - 00:00,,2.16,32.38,0.53,0.36,0.42,0.78,47.84,44.53,98.66,30.33,59.4,196.25,32.0,73.07,80.59,19.01,248.38,5.36,12-Sep-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
12-Sep-2019 - 00:00,,2.14,32.05,0.52,0.35,0.41,1.62,50.07,41.07,70.09,22.82,,,32.0,54.22,64.63,19.51,259.88,3.53,13-Sep-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
13-Sep-2019 - 00:00,,2.14,32.05,0.52,0.35,0.41,2.13,51.56,63.0,83.31,9.68,73.57,,32.0,66.82,41.15,5.72,282.17,4.56,14-Sep-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
14-Sep-2019 - 00:00,,2.14,32.05,0.52,0.35,0.41,2.08,43.88,74.55,77.95,13.38,66.91,,32.0,65.97,54.13,11.9,281.51,4.46,15-Sep-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
15-Sep-2019 - 00:00,,2.14,32.05,0.52,0.35,0.41,1.9,32.57,45.33,53.51,20.38,61.74,174.9,32.0,68.43,78.53,16.99,305.46,5.21,16-Sep-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
16-Sep-2019 - 00:00,,2.14,32.05,0.52,0.35,0.41,1.44,24.76,58.27,56.37,26.3,37.01,108.19,34.6,65.49,130.25,18.11,318.12,5.48,17-Sep-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
17-Sep-2019 - 00:00,,2.14,32.05,0.52,0.35,0.41,0.98,40.65,228.41,157.64,33.47,44.23,101.95,31.99,55.4,151.82,18.98,258.23,4.67,18-Sep-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
18-Sep-2019 - 00:00,,2.14,32.05,0.52,0.35,0.41,0.63,24.24,102.5,79.13,32.93,50.38,124.36,39.36,30.88,134.39,10.53,118.83,5.23,19-Sep-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
19-Sep-2019 - 00:00,,3.02,30.79,1.98,0.85,0.64,0.7,28.94,125.25,94.1,31.24,63.33,131.68,40.75,84.83,156.28,,128.29,1.67,20-Sep-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
20-Sep-2019 - 00:00,,0.56,0.05,0.0,0.0,0.0,3.78,11.47,59.62,41.93,42.55,27.55,54.54,43.26,72.81,198.63,10.53,134.52,2.08,21-Sep-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
21-Sep-2019 - 00:00,,,,,,,5.33,17.51,136.64,86.63,48.91,41.16,79.17,45.25,82.8,233.22,,198.94,2.63,22-Sep-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
22-Sep-2019 - 00:00,,,,,,,4.35,13.89,128.07,78.31,50.88,44.55,84.54,46.81,91.32,256.71,19.18,187.52,2.47,23-Sep-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
23-Sep-2019 - 00:00,,1.01,20.45,1.78,0.39,0.28,4.78,18.91,107.28,73.89,41.57,61.99,110.41,47.33,111.66,265.44,,222.22,3.23,24-Sep-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
24-Sep-2019 - 00:00,,1.32,23.58,2.3,0.45,0.33,3.98,19.29,127.64,84.26,60.39,59.44,92.95,48.59,103.62,287.2,17.06,126.14,1.63,25-Sep-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
25-Sep-2019 - 00:00,,1.15,23.41,2.04,0.45,0.32,4.77,23.34,106.57,78.61,61.8,57.87,97.02,46.16,79.39,244.39,18.33,98.01,2.41,26-Sep-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
26-Sep-2019 - 00:00,,1.15,23.37,2.04,0.45,0.32,3.77,19.27,95.67,68.64,49.06,40.9,62.01,38.04,91.17,112.77,18.19,96.99,1.52,27-Sep-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
27-Sep-2019 - 00:00,,1.15,23.37,2.04,0.45,0.32,4.23,18.53,83.09,61.67,40.14,26.83,38.11,36.43,81.95,89.57,19.51,193.7,3.16,28-Sep-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
28-Sep-2019 - 00:00,,1.15,23.37,2.04,0.45,0.32,3.14,25.47,96.84,76.29,33.45,31.14,51.76,40.27,85.36,155.61,18.69,228.05,5.53,29-Sep-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
29-Sep-2019 - 00:00,,1.15,23.37,2.04,0.45,0.32,3.59,14.15,77.19,53.79,33.67,20.14,44.41,40.86,107.54,163.32,,206.87,4.97,30-Sep-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
30-Sep-2019 - 00:00,,1.15,23.37,2.04,0.45,0.32,3.06,11.61,67.02,45.93,44.15,22.28,35.13,36.52,104.28,93.38,16.14,227.76,9.92,01-Oct-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
01-Oct-2019 - 00:00,,1.15,23.37,2.04,0.45,0.32,2.93,12.54,97.33,61.78,70.85,36.07,60.42,42.33,136.31,190.92,,309.33,6.92,02-Oct-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
02-Oct-2019 - 00:00,,1.15,23.37,2.04,0.45,0.32,3.54,24.87,114.23,84.08,41.42,53.7,111.68,40.88,129.94,159.28,,224.22,3.62,03-Oct-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
03-Oct-2019 - 00:00,,18.62,26.44,4.1,1.84,11.49,3.44,18.52,98.95,69.39,43.65,54.49,123.43,42.72,95.46,186.46,,260.69,3.95,04-Oct-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
04-Oct-2019 - 00:00,,37.39,27.68,6.29,2.7,30.71,3.65,23.16,104.51,77.4,46.92,48.88,125.86,43.46,121.46,198.49,,172.41,3.67,05-Oct-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
05-Oct-2019 - 00:00,,1.15,23.37,2.04,0.45,0.32,4.06,49.25,169.85,139.02,41.13,60.63,143.73,44.04,152.94,208.22,14.55,156.0,2.44,06-Oct-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
06-Oct-2019 - 00:00,,1.15,23.37,2.04,0.45,0.32,2.92,53.44,129.21,92.08,66.19,73.04,126.17,46.92,153.37,257.47,,127.57,1.23,07-Oct-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
07-Oct-2019 - 00:00,,1.15,23.37,2.04,0.45,0.32,4.76,24.24,168.87,110.02,68.37,89.82,141.66,44.62,143.03,219.02,,90.68,2.19,08-Oct-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
08-Oct-2019 - 00:00,,1.15,23.37,2.04,0.45,0.32,3.55,59.92,168.04,121.73,70.92,77.65,162.03,42.3,153.31,179.33,,133.29,1.45,09-Oct-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
09-Oct-2019 - 00:00,,1.15,23.37,2.04,0.45,0.32,2.85,81.39,205.78,169.59,62.52,109.84,193.89,39.14,130.56,126.09,,125.53,1.28,10-Oct-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
10-Oct-2019 - 00:00,,1.15,23.37,2.04,0.45,0.32,4.67,47.31,198.7,142.24,62.61,110.0,180.51,39.55,132.39,133.33,,89.32,1.3,11-Oct-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
11-Oct-2019 - 00:00,,1.15,23.37,2.04,0.45,0.32,3.53,35.47,212.27,144.0,61.65,71.09,155.65,43.41,134.89,197.31,,110.11,1.26,12-Oct-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
12-Oct-2019 - 00:00,,1.15,23.37,2.04,0.45,0.32,2.76,77.61,243.69,207.37,47.47,109.14,218.8,42.25,177.4,177.71,,88.03,1.14,13-Oct-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
13-Oct-2019 - 00:00,,1.15,23.37,2.04,0.45,0.32,0.04,1.49,106.03,26.66,32.64,229.67,326.79,51.53,,340.1,,188.78,1.22,14-Oct-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
14-Oct-2019 - 00:00,,1.15,23.37,2.04,0.45,0.32,0.73,62.65,227.35,186.35,53.1,106.34,248.3,46.1,169.59,242.04,,200.88,1.31,15-Oct-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
15-Oct-2019 - 00:00,,1.15,23.37,2.04,0.45,0.32,3.49,55.94,222.47,158.59,58.11,96.32,209.81,42.34,152.63,179.85,,86.46,1.65,16-Oct-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
16-Oct-2019 - 00:00,,1.15,23.37,2.04,0.45,0.32,0.82,52.82,214.89,155.86,67.89,91.25,189.31,44.48,129.98,163.72,,99.51,1.41,17-Oct-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
17-Oct-2019 - 00:00,,1.15,23.37,2.04,0.45,0.32,4.72,50.12,244.31,154.92,56.98,99.19,168.52,50.01,136.92,149.01,,94.35,1.16,18-Oct-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
18-Oct-2019 - 00:00,,1.15,23.37,2.04,0.45,0.32,1.91,26.31,222.32,138.42,70.13,106.61,173.14,56.45,,149.13,,107.28,1.32,19-Oct-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
19-Oct-2019 - 00:00,,1.15,23.37,2.04,0.45,0.32,0.8,5.24,181.53,94.33,92.56,88.34,152.7,57.78,93.01,111.89,,112.24,1.92,20-Oct-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
20-Oct-2019 - 00:00,,1.15,23.37,2.04,0.45,0.32,0.69,5.65,152.65,80.8,78.26,87.24,127.27,67.36,103.56,139.68,,146.24,2.26,21-Oct-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
21-Oct-2019 - 00:00,,1.15,23.37,2.04,0.45,0.32,0.35,1.52,122.42,61.38,113.45,83.25,120.82,63.38,123.77,136.85,,108.94,2.24,22-Oct-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
22-Oct-2019 - 00:00,,1.15,23.37,2.04,0.45,0.32,0.44,4.0,107.13,56.66,126.11,83.08,126.09,60.28,110.72,135.96,,123.48,2.45,23-Oct-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
23-Oct-2019 - 00:00,,1.15,23.37,2.04,0.45,0.32,0.4,5.93,116.06,63.37,92.78,46.48,84.41,66.85,132.97,156.79,,137.8,2.21,24-Oct-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
24-Oct-2019 - 00:00,,1.15,23.37,2.04,0.45,0.32,0.48,5.35,160.35,84.32,107.72,56.29,112.23,54.2,104.82,155.07,,97.7,2.34,25-Oct-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
25-Oct-2019 - 00:00,,1.15,23.37,2.04,0.45,0.32,0.75,6.59,178.37,94.52,90.17,82.52,147.35,52.41,131.56,144.88,,92.54,1.88,26-Oct-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
26-Oct-2019 - 00:00,,1.15,23.37,2.04,0.45,0.32,0.25,1.62,84.79,43.18,160.75,61.46,105.82,49.21,99.91,136.5,,90.97,3.05,27-Oct-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
27-Oct-2019 - 00:00,,1.15,23.37,2.04,0.45,0.32,0.57,7.51,73.4,44.37,99.43,62.64,92.37,68.73,114.95,102.11,,109.95,2.13,28-Oct-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
28-Oct-2019 - 00:00,,1.15,23.37,2.04,0.45,0.32,0.34,7.79,65.77,40.97,55.46,70.78,150.7,77.31,101.11,119.06,,114.65,1.42,29-Oct-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
29-Oct-2019 - 00:00,,1.15,23.37,2.04,0.45,0.32,0.28,7.47,61.93,38.73,51.97,34.52,88.42,77.74,109.03,134.58,,124.93,2.32,30-Oct-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
30-Oct-2019 - 00:00,,1.15,23.37,2.04,0.45,0.32,1.42,21.01,77.05,61.54,48.94,23.52,59.66,77.09,128.86,173.04,,98.22,2.16,31-Oct-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
31-Oct-2019 - 00:00,,1.15,23.37,2.04,0.45,0.32,1.48,19.93,118.83,80.69,51.73,55.31,138.41,72.02,125.63,147.15,,100.37,1.36,01-Nov-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
01-Nov-2019 - 00:00,,1.15,23.37,2.04,0.45,0.32,0.97,7.91,110.71,63.03,46.92,61.81,142.11,63.68,129.89,153.17,,110.84,1.29,02-Nov-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
02-Nov-2019 - 00:00,,1.15,23.37,2.04,0.45,0.32,1.0,10.98,85.63,54.3,38.95,39.65,106.4,40.75,129.09,88.56,,188.28,2.96,03-Nov-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
03-Nov-2019 - 00:00,,1.5,24.16,1.93,0.42,0.39,1.29,26.09,120.01,88.28,36.3,35.02,71.03,78.29,136.42,129.16,,101.19,1.58,04-Nov-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
04-Nov-2019 - 00:00,,2.14,27.52,1.91,0.39,0.54,0.89,25.26,175.79,114.56,60.02,68.1,111.97,93.65,134.27,128.61,,187.75,1.62,05-Nov-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
05-Nov-2019 - 00:00,,2.14,27.52,1.91,0.39,0.54,1.28,20.9,207.78,125.19,56.37,87.37,135.76,92.3,135.06,120.93,,128.0,2.3,06-Nov-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
06-Nov-2019 - 00:00,,2.14,27.52,1.91,0.39,0.54,0.81,25.06,185.06,118.85,79.34,111.12,169.61,95.08,126.5,131.2,,215.21,2.57,07-Nov-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
07-Nov-2019 - 00:00,,2.14,27.52,1.91,0.39,0.54,0.97,15.56,160.55,96.06,47.09,55.91,74.73,86.98,163.24,117.41,,152.07,2.32,08-Nov-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
08-Nov-2019 - 00:00,,2.14,27.52,1.91,0.39,0.54,0.93,15.85,159.99,96.12,27.08,63.38,93.53,69.52,174.62,115.6,,84.48,2.35,09-Nov-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
09-Nov-2019 - 00:00,,2.14,27.52,1.91,0.39,0.54,1.09,13.75,166.21,96.76,38.81,49.45,107.89,64.96,164.94,146.05,,75.03,2.82,10-Nov-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
10-Nov-2019 - 00:00,,2.14,27.52,1.91,0.39,0.54,0.99,8.44,152.28,83.91,52.16,68.72,134.98,60.66,166.76,137.41,,115.63,2.01,11-Nov-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
11-Nov-2019 - 00:00,,2.14,27.52,1.91,0.39,0.54,1.56,21.27,216.81,130.01,48.43,85.97,176.28,58.94,,133.91,,164.13,1.27,12-Nov-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
12-Nov-2019 - 00:00,,2.14,27.52,1.91,0.39,0.54,1.26,46.29,290.07,194.29,34.66,109.12,233.11,59.13,,135.49,,180.93,1.42,13-Nov-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
13-Nov-2019 - 00:00,,2.14,27.52,1.91,0.39,0.54,1.25,17.21,222.16,128.0,32.55,75.27,123.14,57.73,,127.97,,137.15,1.04,14-Nov-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
14-Nov-2019 - 00:00,,2.14,27.52,1.91,0.39,0.54,1.12,22.65,203.96,125.32,27.72,49.23,115.13,52.07,152.81,134.54,,146.83,1.84,15-Nov-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
15-Nov-2019 - 00:00,,2.14,27.52,1.91,0.39,0.54,1.01,7.23,115.25,64.47,16.43,43.39,94.34,54.38,143.03,144.83,,116.2,2.18,16-Nov-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
16-Nov-2019 - 00:00,,2.14,27.52,1.91,0.39,0.54,1.34,35.67,147.63,112.69,16.31,70.45,132.21,54.29,158.9,139.23,,80.71,1.8,17-Nov-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
17-Nov-2019 - 00:00,,2.14,27.52,1.91,0.39,0.54,1.57,34.75,135.59,105.76,16.08,58.79,78.25,51.21,136.27,143.11,,95.83,1.72,18-Nov-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
18-Nov-2019 - 00:00,,2.14,27.52,1.91,0.39,0.54,1.26,36.83,145.52,112.99,15.78,62.25,96.47,52.0,139.59,133.25,,87.88,1.22,19-Nov-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
19-Nov-2019 - 00:00,,2.14,27.52,1.91,0.39,0.54,0.53,35.09,111.3,94.3,15.82,49.94,83.05,46.14,156.79,136.7,,87.79,1.95,20-Nov-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
20-Nov-2019 - 00:00,,2.14,27.52,1.91,0.39,0.54,1.54,39.73,100.04,94.26,17.05,50.38,98.65,49.35,168.36,92.62,,91.11,1.86,21-Nov-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
21-Nov-2019 - 00:00,,2.14,27.52,1.91,0.39,0.54,0.57,14.24,109.91,69.85,15.5,51.96,87.61,53.35,154.08,160.34,,124.35,1.01,22-Nov-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
22-Nov-2019 - 00:00,,2.14,27.52,1.91,0.39,0.54,0.74,17.8,99.73,68.94,16.03,56.15,96.37,50.83,168.59,146.97,,103.14,1.16,23-Nov-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
23-Nov-2019 - 00:00,,2.14,27.52,1.91,0.39,0.54,0.77,22.7,105.92,77.55,15.02,59.34,104.36,52.54,133.71,139.84,,78.93,1.98,24-Nov-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
24-Nov-2019 - 00:00,,2.14,27.52,1.91,0.39,0.54,0.77,14.07,99.13,64.4,16.16,60.29,97.99,53.19,136.43,143.59,,88.06,1.71,25-Nov-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
25-Nov-2019 - 00:00,,2.14,27.52,1.91,0.39,0.54,1.11,21.38,109.61,77.85,15.35,75.11,108.35,56.65,127.39,133.45,,93.02,1.57,26-Nov-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
26-Nov-2019 - 00:00,,1.81,32.14,1.76,0.49,0.67,0.98,19.69,93.54,68.08,30.48,61.84,101.13,57.05,137.08,138.73,,96.14,1.02,27-Nov-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
27-Nov-2019 - 00:00,,5.15,38.39,2.05,0.92,0.65,0.64,7.03,96.39,54.45,42.36,52.04,105.23,66.95,144.24,124.76,,58.54,3.95,28-Nov-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
28-Nov-2019 - 00:00,,1.56,24.1,1.79,0.37,0.25,1.03,7.68,142.6,78.32,40.05,39.27,90.18,73.34,165.95,134.68,,48.81,5.13,29-Nov-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
29-Nov-2019 - 00:00,,3.84,46.94,1.65,0.76,0.59,1.07,5.44,101.73,55.82,44.64,47.93,86.39,61.61,180.68,153.36,,54.35,4.74,30-Nov-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
30-Nov-2019 - 00:00,,3.46,42.82,1.73,0.69,0.59,0.98,8.08,87.08,51.69,40.72,46.84,87.5,66.4,148.54,147.66,,79.82,2.91,01-Dec-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
01-Dec-2019 - 00:00,,2.75,35.25,1.87,0.56,0.59,0.68,5.48,83.0,46.73,42.3,43.16,77.95,63.44,135.6,147.8,,62.4,4.09,02-Dec-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
02-Dec-2019 - 00:00,,2.75,35.25,1.87,0.56,0.59,0.59,3.79,56.68,31.96,49.48,46.5,76.09,64.75,111.13,140.52,,91.9,2.95,03-Dec-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
03-Dec-2019 - 00:00,,2.75,35.25,1.87,0.56,0.59,0.74,3.9,54.29,30.93,57.72,41.62,83.48,58.02,122.84,140.62,,103.59,2.7,04-Dec-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
04-Dec-2019 - 00:00,,2.75,35.25,1.87,0.56,0.59,0.66,4.21,58.41,33.29,52.49,73.72,94.68,49.09,94.09,138.3,,102.5,2.36,05-Dec-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
05-Dec-2019 - 00:00,,2.75,35.25,1.87,0.56,0.59,0.65,8.29,81.51,48.59,43.91,65.37,125.02,44.93,54.28,140.41,,106.18,2.03,06-Dec-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
06-Dec-2019 - 00:00,,,,,,,0.49,14.2,70.9,50.11,47.71,65.55,122.45,42.5,36.14,99.96,,99.3,2.11,07-Dec-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
07-Dec-2019 - 00:00,,,,,,,0.63,9.22,85.28,52.12,53.26,94.94,158.5,41.39,36.63,131.53,,85.26,2.91,08-Dec-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
08-Dec-2019 - 00:00,,,,,,,0.7,12.25,78.37,52.2,52.64,90.82,134.48,49.29,31.82,148.91,,87.85,2.24,09-Dec-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
09-Dec-2019 - 00:00,,,,,,,0.57,13.48,50.84,37.16,54.15,78.47,124.72,52.39,42.52,150.84,,82.01,2.56,10-Dec-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
10-Dec-2019 - 00:00,,,,,,,0.79,26.21,35.2,36.17,35.28,87.37,142.7,52.2,61.02,162.74,,66.62,2.32,11-Dec-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
