from date,NO2,NH3,NO,NOx,CO,Ozone,SO2,Benzene,Eth-Benzene,Toluene,PM2.5,PM10,AT,SR,RH,RF,WD,WS,Temp,to date,station
15-Apr-2019 - 00:00,11.11,12.16,1.4,7.04,0.54,32.79,11.18,0.2,1.24,4.51,45.43,175.47,30.46,86.47,25.52,0.0,200.15,4.44,31.31,16-Apr-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
16-Apr-2019 - 00:00,10.87,14.62,1.68,7.16,0.53,32.7,12.47,0.26,1.2,5.23,40.97,120.43,25.51,171.12,40.25,0.0,179.66,5.43,31.63,17-Apr-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
17-Apr-2019 - 00:00,11.02,16.53,1.52,7.1,0.47,28.67,9.13,0.13,0.71,3.92,27.0,96.26,22.11,230.71,44.28,0.0,225.89,4.2,31.66,18-Apr-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
18-Apr-2019 - 00:00,7.9,11.35,1.33,5.28,0.49,31.07,8.82,0.14,0.43,3.79,32.4,142.33,25.49,219.39,30.85,0.0,285.18,3.02,31.66,19-Apr-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
19-Apr-2019 - 00:00,7.59,13.29,1.38,5.16,0.57,33.78,5.19,0.23,0.21,4.31,30.27,118.79,27.21,226.06,28.59,0.0,193.42,3.81,31.73,20-Apr-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
20-Apr-2019 - 00:00,9.53,13.1,1.43,6.22,0.6,34.6,8.98,0.25,0.47,5.02,28.71,101.96,28.7,236.96,23.64,0.0,168.61,3.66,31.71,21-Apr-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
21-Apr-2019 - 00:00,10.15,11.6,1.89,6.91,0.59,34.34,13.16,0.2,0.71,5.68,34.66,117.67,31.03,221.55,18.77,0.0,183.25,3.1,31.69,22-Apr-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
22-Apr-2019 - 00:00,9.9,10.65,1.5,6.47,0.52,35.17,12.43,0.17,0.62,4.72,30.56,112.59,33.24,225.71,16.24,0.0,225.04,2.72,31.54,23-Apr-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
23-Apr-2019 - 00:00,11.03,10.76,1.42,7.02,0.42,33.06,13.95,0.2,1.21,4.4,34.1,136.67,34.94,221.94,15.28,0.0,218.15,3.33,30.37,24-Apr-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
24-Apr-2019 - 00:00,9.06,9.61,1.37,5.93,0.36,34.24,13.17,0.17,0.93,4.27,31.35,125.51,36.38,223.34,14.85,0.0,243.67,3.81,30.66,25-Apr-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
25-Apr-2019 - 00:00,6.08,10.58,1.35,4.33,0.31,30.54,5.44,0.17,0.47,3.66,31.91,147.43,36.45,212.02,15.42,0.0,251.15,4.52,30.52,26-Apr-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
26-Apr-2019 - 00:00,4.56,10.74,1.35,3.5,0.29,27.65,4.91,0.1,0.53,2.86,28.17,130.98,36.92,236.18,18.27,0.0,292.43,4.98,30.31,27-Apr-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
27-Apr-2019 - 00:00,5.33,9.16,1.35,3.93,0.26,27.86,4.66,0.11,0.27,3.02,27.35,147.5,37.74,227.8,14.02,0.0,287.39,5.11,31.24,28-Apr-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
28-Apr-2019 - 00:00,5.91,7.69,1.28,4.18,0.24,25.8,4.82,0.09,0.18,2.84,28.92,153.06,37.56,243.31,9.74,0.0,298.17,4.95,31.35,29-Apr-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
29-Apr-2019 - 00:00,7.45,8.13,1.42,5.1,0.25,21.03,10.68,0.09,0.23,2.64,30.48,151.26,36.6,240.39,11.11,0.0,290.32,4.71,30.25,30-Apr-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
30-Apr-2019 - 00:00,9.99,10.09,1.61,6.62,0.33,23.65,23.1,0.23,0.53,3.32,44.09,168.58,34.13,246.02,17.35,0.0,276.19,5.05,30.07,01-May-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
01-May-2019 - 00:00,6.7,11.72,1.34,4.65,0.29,24.75,10.91,0.17,0.22,2.8,53.46,301.42,32.28,234.07,24.99,0.0,277.93,5.44,31.24,02-May-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
02-May-2019 - 00:00,8.75,10.44,1.42,5.81,0.32,26.17,24.46,0.25,0.36,3.32,57.94,266.83,32.09,232.23,23.59,0.0,274.77,5.01,31.85,03-May-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
03-May-2019 - 00:00,6.67,9.02,1.44,4.72,0.26,26.58,13.34,0.14,0.23,2.7,37.33,202.18,32.48,228.27,23.15,0.0,277.51,5.75,31.91,04-May-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
04-May-2019 - 00:00,5.09,10.46,1.37,3.83,0.27,24.8,7.56,0.12,0.3,2.7,33.17,159.77,30.05,203.21,32.24,0.0,280.39,4.82,31.82,05-May-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
05-May-2019 - 00:00,6.65,11.74,1.44,4.71,0.29,24.73,10.58,0.13,0.24,3.09,32.89,140.24,29.22,221.88,35.97,0.0,260.21,4.06,31.76,06-May-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
06-May-2019 - 00:00,6.25,10.17,1.38,4.44,0.29,26.93,15.14,0.15,0.18,3.11,32.54,139.43,32.67,206.33,27.68,0.0,270.77,4.22,31.81,07-May-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
07-May-2019 - 00:00,6.41,8.27,1.37,4.52,0.27,30.11,11.47,0.12,0.14,2.61,32.28,143.43,33.78,237.57,19.49,0.0,281.02,5.07,31.9,08-May-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
08-May-2019 - 00:00,6.73,8.63,1.39,4.71,0.25,26.27,10.98,0.11,0.1,2.33,30.39,135.61,31.84,245.16,22.66,0.0,290.81,5.65,31.92,09-May-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
09-May-2019 - 00:00,6.65,9.53,1.46,4.73,0.27,21.91,11.12,0.13,0.16,2.61,28.41,111.65,30.65,246.22,28.61,0.0,288.93,5.14,31.98,10-May-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
10-May-2019 - 00:00,6.47,10.23,1.43,4.6,0.27,19.51,12.1,0.1,0.3,2.57,25.34,92.5,29.53,236.48,34.39,0.0,262.96,5.12,31.74,11-May-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
11-May-2019 - 00:00,5.97,9.18,1.37,4.29,0.25,20.39,6.77,0.1,0.12,2.3,27.18,177.59,30.79,242.55,31.01,0.0,288.45,4.8,31.79,12-May-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
12-May-2019 - 00:00,5.36,10.37,1.36,3.96,0.27,22.37,7.35,0.1,0.14,2.59,40.86,247.21,32.43,209.66,31.43,0.0,253.7,4.39,31.82,13-May-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
13-May-2019 - 00:00,7.79,11.35,1.46,5.33,0.3,17.44,13.81,0.14,0.22,2.85,39.4,159.1,32.45,208.48,32.84,0.0,259.71,3.87,31.7,14-May-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
14-May-2019 - 00:00,6.88,9.17,1.59,4.95,0.26,18.13,9.63,0.16,0.28,2.75,36.67,189.9,32.36,236.9,27.67,0.0,271.09,4.34,31.74,15-May-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
15-May-2019 - 00:00,7.07,10.42,1.39,4.88,0.29,19.06,12.51,0.15,0.4,2.95,34.51,139.21,32.16,227.43,29.55,0.0,267.79,4.32,31.67,16-May-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
16-May-2019 - 00:00,5.1,10.11,1.45,3.9,0.26,20.58,7.04,0.11,0.1,2.21,29.74,141.11,31.6,244.57,30.88,0.0,281.27,4.62,31.64,17-May-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
17-May-2019 - 00:00,5.41,9.83,1.39,4.01,0.25,18.35,7.81,0.11,0.09,2.08,34.19,182.03,31.86,238.19,29.56,0.0,288.2,4.94,31.57,18-May-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
18-May-2019 - 00:00,5.77,9.99,1.55,4.33,0.24,18.72,8.5,0.08,0.1,2.28,33.03,168.94,32.36,237.28,27.66,0.0,284.8,4.83,31.77,19-May-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
19-May-2019 - 00:00,5.29,9.89,1.41,3.96,0.26,20.49,8.52,0.1,0.15,2.41,30.98,146.76,33.15,238.94,26.79,0.0,292.66,4.07,31.62,20-May-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
20-May-2019 - 00:00,4.05,9.14,1.44,3.31,0.24,23.83,3.9,0.08,0.13,2.36,26.18,130.58,35.44,240.16,23.25,0.0,290.77,4.23,31.52,21-May-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
21-May-2019 - 00:00,3.29,9.94,1.45,2.92,0.24,18.72,6.18,0.06,0.09,2.01,23.41,107.86,36.46,247.47,22.08,0.0,292.51,4.84,31.38,22-May-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
22-May-2019 - 00:00,6.7,10.88,1.63,4.88,0.27,18.72,10.48,0.1,0.17,2.03,26.76,141.36,35.35,248.58,24.97,0.0,289.12,4.89,31.45,23-May-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
23-May-2019 - 00:00,6.54,11.89,1.49,4.7,0.27,18.6,12.78,0.12,0.22,2.24,30.91,144.64,34.59,244.64,29.76,0.0,278.23,4.77,31.48,24-May-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
24-May-2019 - 00:00,7.06,11.24,1.43,4.91,0.28,22.32,13.5,0.14,0.34,2.1,45.17,188.44,34.27,247.92,29.0,0.0,278.39,5.53,30.58,25-May-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
25-May-2019 - 00:00,6.72,17.74,1.43,4.74,0.28,20.12,8.99,0.13,0.28,2.19,39.08,166.59,34.5,221.91,31.91,0.0,282.74,4.79,29.44,26-May-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
26-May-2019 - 00:00,7.31,12.18,2.16,5.64,0.27,26.53,8.7,0.12,0.14,1.9,35.45,148.22,35.77,240.75,26.35,0.0,281.08,4.8,30.27,27-May-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
27-May-2019 - 00:00,6.0,12.52,1.41,4.35,0.29,23.33,10.01,0.16,0.1,2.13,33.68,160.15,35.69,238.65,27.06,0.0,283.19,4.79,30.33,28-May-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
28-May-2019 - 00:00,5.96,11.46,1.4,4.3,0.29,24.2,9.95,0.12,0.08,1.84,32.09,179.4,36.59,239.59,24.54,0.0,281.38,4.93,31.3,29-May-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
29-May-2019 - 00:00,6.49,12.8,1.45,4.63,0.36,23.84,11.34,0.14,0.13,2.63,39.91,208.24,36.11,222.17,23.82,0.0,267.67,4.61,32.45,30-May-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
30-May-2019 - 00:00,6.64,14.75,1.51,4.76,0.34,20.44,10.51,0.14,0.13,2.7,37.16,203.53,33.36,223.04,24.54,0.0,282.77,5.04,32.38,31-May-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
31-May-2019 - 00:00,6.96,13.09,1.46,4.88,0.3,20.15,8.91,0.13,0.22,2.41,30.2,144.72,32.91,208.77,25.64,0.0,275.32,4.62,32.18,01-Jun-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
01-Jun-2019 - 00:00,7.73,15.32,1.59,5.4,0.4,16.87,14.47,0.16,0.37,2.49,35.86,183.96,30.82,227.05,34.38,0.0,285.02,5.27,32.2,02-Jun-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
02-Jun-2019 - 00:00,6.8,14.91,1.55,4.88,0.39,16.39,13.4,0.18,0.42,2.8,35.07,145.93,30.65,229.09,39.7,0.0,257.75,5.36,32.05,03-Jun-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
03-Jun-2019 - 00:00,6.18,12.55,1.46,4.46,0.32,21.72,10.21,0.14,0.13,1.97,36.31,173.6,32.58,235.92,34.25,0.0,283.35,7.01,32.0,04-Jun-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
04-Jun-2019 - 00:00,6.15,13.66,1.43,4.42,0.33,20.14,8.85,0.13,0.08,1.88,31.2,154.99,31.23,233.52,38.22,0.0,283.52,6.67,31.67,05-Jun-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
05-Jun-2019 - 00:00,5.3,11.27,1.45,4.0,0.33,20.66,10.08,0.12,0.1,1.71,34.0,185.54,32.69,225.73,31.78,0.0,293.27,5.77,31.64,06-Jun-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
06-Jun-2019 - 00:00,5.72,10.65,1.43,4.2,0.34,19.62,9.71,0.11,0.19,1.89,32.88,179.33,33.68,229.18,30.32,0.0,293.82,5.85,31.46,07-Jun-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
07-Jun-2019 - 00:00,6.26,11.48,1.41,4.48,0.35,19.97,8.45,0.14,0.16,2.25,32.09,179.56,33.18,200.12,32.86,0.0,280.98,5.3,32.28,08-Jun-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
08-Jun-2019 - 00:00,5.99,11.35,1.58,4.47,0.35,23.07,9.4,0.12,0.12,1.85,31.94,181.68,33.77,227.4,30.42,0.0,283.31,6.15,32.39,09-Jun-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
09-Jun-2019 - 00:00,7.64,10.6,1.78,5.51,0.35,23.61,10.17,0.12,0.11,2.2,36.99,219.73,34.16,214.3,28.09,0.0,281.58,5.73,32.4,10-Jun-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
10-Jun-2019 - 00:00,6.24,9.25,1.49,4.52,0.32,20.02,10.83,0.14,0.21,2.26,25.11,135.06,32.15,232.44,29.9,0.0,245.43,5.95,31.38,11-Jun-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
11-Jun-2019 - 00:00,5.93,10.3,1.4,4.29,0.33,19.58,10.52,0.14,0.5,2.72,25.51,121.81,32.61,211.32,32.05,0.0,254.33,4.53,30.94,12-Jun-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
12-Jun-2019 - 00:00,5.8,10.78,1.29,4.14,0.35,25.43,8.93,0.11,0.6,3.91,17.53,127.54,32.72,220.98,34.4,0.0,202.85,4.94,30.85,13-Jun-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
13-Jun-2019 - 00:00,7.31,15.13,1.49,5.1,0.39,19.85,5.77,0.17,0.41,2.86,19.01,83.74,27.19,160.74,51.89,0.0,262.91,3.99,32.7,14-Jun-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
14-Jun-2019 - 00:00,5.68,12.26,1.37,4.13,0.37,19.04,4.22,0.16,0.29,2.97,25.67,96.57,28.21,220.71,46.1,0.0,217.78,3.35,32.04,15-Jun-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
15-Jun-2019 - 00:00,6.47,13.69,1.74,4.84,0.34,14.83,4.76,0.11,0.21,2.4,20.9,101.01,26.3,251.76,53.68,0.02,255.67,5.41,31.88,16-Jun-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
16-Jun-2019 - 00:00,6.89,14.16,1.79,5.13,0.29,13.45,5.78,0.08,0.25,2.07,21.64,89.54,24.79,233.01,59.22,0.0,262.08,6.5,31.18,17-Jun-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
17-Jun-2019 - 00:00,6.17,9.87,1.63,4.59,0.27,12.77,5.75,0.07,0.31,1.89,21.28,91.64,24.57,228.99,56.05,0.0,258.01,6.69,31.63,18-Jun-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
18-Jun-2019 - 00:00,6.31,9.04,1.73,4.76,0.27,13.26,5.24,0.05,0.43,2.01,17.38,86.71,24.38,243.24,55.38,0.0,233.9,5.55,32.25,19-Jun-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
19-Jun-2019 - 00:00,8.49,11.62,1.8,5.97,0.29,15.89,3.86,0.09,0.43,1.33,18.66,70.51,20.48,151.42,73.46,0.11,245.2,5.92,31.85,20-Jun-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
20-Jun-2019 - 00:00,13.69,14.72,1.94,8.85,0.31,16.87,6.01,0.15,0.75,2.64,36.32,112.96,22.16,211.01,66.99,0.0,262.35,4.78,32.19,21-Jun-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
21-Jun-2019 - 00:00,8.69,13.99,1.59,5.91,0.34,18.11,4.66,0.13,0.28,2.55,28.0,96.09,23.17,196.91,62.88,0.0,288.69,4.67,32.59,22-Jun-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
22-Jun-2019 - 00:00,9.11,12.94,1.46,6.02,0.36,22.1,5.51,0.15,0.45,2.87,23.3,76.64,22.04,161.09,63.62,0.0,261.19,4.58,32.03,23-Jun-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
23-Jun-2019 - 00:00,8.58,12.9,1.56,5.82,0.38,26.55,6.4,0.12,0.42,2.85,30.51,80.91,20.65,208.51,70.85,0.12,255.7,5.0,32.04,24-Jun-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
24-Jun-2019 - 00:00,9.41,15.02,1.46,6.2,0.41,27.83,6.1,0.12,0.45,2.98,32.44,87.8,21.31,213.39,71.84,0.42,240.53,4.61,32.03,25-Jun-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
25-Jun-2019 - 00:00,7.45,14.55,1.31,5.02,0.4,30.63,4.51,0.12,0.38,2.81,20.29,49.09,21.55,229.81,74.22,0.0,271.14,3.26,32.01,26-Jun-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
26-Jun-2019 - 00:00,7.93,19.57,1.43,5.37,0.42,23.86,5.33,0.14,0.26,2.35,42.05,102.49,22.88,218.46,72.97,0.0,281.31,4.26,32.01,27-Jun-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
27-Jun-2019 - 00:00,8.72,15.19,1.51,5.86,0.35,18.42,6.61,0.12,0.51,2.49,29.05,77.42,21.1,153.22,73.16,0.0,270.28,4.49,32.17,28-Jun-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
28-Jun-2019 - 00:00,9.04,13.7,1.85,6.31,0.36,14.14,9.09,0.12,0.35,2.94,27.27,68.69,22.39,173.78,71.49,0.0,262.06,4.55,32.06,29-Jun-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
29-Jun-2019 - 00:00,10.71,12.09,1.69,7.07,0.34,14.32,5.16,0.11,0.46,3.85,22.44,59.39,19.72,165.46,77.78,0.34,262.35,4.51,31.91,30-Jun-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
30-Jun-2019 - 00:00,7.03,11.11,1.74,5.16,0.33,16.61,2.95,0.06,0.66,2.47,15.95,43.47,17.47,115.49,84.92,0.18,240.97,4.61,31.71,01-Jul-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
01-Jul-2019 - 00:00,5.31,10.03,1.39,3.95,0.34,19.45,2.84,0.08,0.26,2.04,17.35,48.79,19.34,173.93,80.16,0.0,259.9,4.28,31.94,02-Jul-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
02-Jul-2019 - 00:00,5.44,11.5,1.49,4.04,0.3,20.73,2.78,0.1,0.16,1.82,26.25,69.04,23.26,184.38,70.27,0.0,281.58,5.06,32.11,03-Jul-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
03-Jul-2019 - 00:00,6.26,10.61,1.58,4.59,0.34,18.02,4.1,0.11,0.35,2.26,20.39,43.71,15.97,67.65,88.19,0.53,261.41,5.97,31.75,04-Jul-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
04-Jul-2019 - 00:00,3.9,9.17,1.35,3.12,0.3,19.87,2.91,0.08,0.12,1.56,11.37,26.77,15.33,59.21,90.89,0.16,288.38,5.78,31.73,05-Jul-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
05-Jul-2019 - 00:00,4.85,8.3,1.95,4.16,0.3,12.34,3.49,0.08,0.14,1.68,15.46,35.53,15.15,42.75,91.11,0.52,283.52,5.64,31.46,06-Jul-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
06-Jul-2019 - 00:00,5.08,7.05,1.69,3.79,0.33,10.35,2.82,0.09,0.31,2.06,15.13,29.73,15.07,66.56,92.17,1.07,256.96,6.23,31.46,07-Jul-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
07-Jul-2019 - 00:00,2.87,6.24,1.34,2.71,0.27,14.85,2.72,0.03,0.15,2.02,13.09,43.92,17.93,135.97,82.93,0.0,261.47,5.96,31.88,08-Jul-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
08-Jul-2019 - 00:00,5.13,6.96,1.85,4.16,0.32,10.07,3.08,0.08,0.4,4.79,18.05,65.66,19.87,144.55,79.39,0.0,249.56,5.8,32.23,09-Jul-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
09-Jul-2019 - 00:00,3.8,7.45,1.51,3.24,0.25,9.67,2.27,0.03,0.5,3.48,13.9,55.54,19.81,156.6,78.59,0.0,235.81,6.33,32.03,10-Jul-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
10-Jul-2019 - 00:00,5.32,7.76,1.53,3.96,0.27,10.02,3.42,0.06,0.53,2.42,16.97,71.2,20.39,174.09,74.17,0.0,244.02,5.09,32.11,11-Jul-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
11-Jul-2019 - 00:00,6.34,7.28,1.93,4.94,0.27,10.27,4.18,0.09,0.46,1.77,21.06,85.26,21.59,179.14,68.66,0.0,251.5,6.51,32.07,12-Jul-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
12-Jul-2019 - 00:00,5.75,7.76,1.94,4.63,0.25,9.71,4.47,0.04,0.32,1.87,16.95,69.91,21.26,169.14,69.91,0.0,243.25,6.34,30.94,13-Jul-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
13-Jul-2019 - 00:00,5.3,6.57,2.0,4.43,0.23,8.77,3.92,0.02,0.3,1.32,14.21,69.08,21.48,182.74,70.21,0.0,237.44,6.58,29.27,14-Jul-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
14-Jul-2019 - 00:00,5.19,6.89,1.97,4.36,0.24,10.68,5.09,0.0,0.11,1.04,16.1,72.88,21.44,203.6,65.76,0.0,242.96,7.08,22.61,15-Jul-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
15-Jul-2019 - 00:00,5.24,6.48,1.96,4.38,0.27,10.87,4.73,0.03,0.17,1.55,20.03,87.65,22.01,201.6,63.57,0.0,247.83,7.31,26.39,16-Jul-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
16-Jul-2019 - 00:00,5.87,6.12,1.79,4.57,0.24,10.04,6.31,0.04,0.73,1.91,17.29,89.62,21.98,201.7,63.29,0.0,251.0,5.97,27.62,17-Jul-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
17-Jul-2019 - 00:00,5.81,6.94,1.65,4.44,0.29,10.74,4.4,0.08,0.57,2.18,21.04,87.93,22.65,232.59,60.66,0.0,266.19,4.67,27.23,18-Jul-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
18-Jul-2019 - 00:00,5.57,8.41,1.56,4.23,0.32,11.4,4.9,0.08,0.52,2.28,26.34,90.84,23.18,206.58,63.23,0.0,282.64,4.06,26.95,19-Jul-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
19-Jul-2019 - 00:00,5.62,8.85,1.51,4.22,0.34,12.89,3.27,0.11,0.79,2.7,25.7,86.71,23.3,209.78,63.22,0.0,257.79,3.69,26.7,20-Jul-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
20-Jul-2019 - 00:00,7.18,11.27,1.49,5.02,0.43,15.69,3.72,0.16,0.99,3.94,27.26,75.32,24.54,203.48,62.64,0.0,160.5,2.94,26.68,21-Jul-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
21-Jul-2019 - 00:00,8.35,12.77,1.34,5.52,0.48,14.44,3.23,0.2,1.14,4.0,17.28,50.36,21.11,195.48,76.0,0.09,162.04,3.29,26.68,22-Jul-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
22-Jul-2019 - 00:00,10.24,11.37,1.53,6.69,0.42,13.5,5.69,0.13,1.43,5.33,21.57,69.2,24.2,228.67,66.78,0.02,143.59,3.52,26.57,23-Jul-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
23-Jul-2019 - 00:00,13.21,9.39,1.37,7.94,0.39,12.19,6.67,0.09,1.84,7.22,12.36,46.94,25.76,253.78,60.32,0.0,177.24,3.37,26.4,24-Jul-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
24-Jul-2019 - 00:00,11.42,13.61,0.39,6.26,0.4,15.16,5.03,0.12,1.57,4.62,20.93,63.27,23.59,170.17,70.08,0.02,244.31,2.88,26.69,25-Jul-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
25-Jul-2019 - 00:00,8.29,13.59,0.77,5.01,0.3,10.03,4.48,0.07,0.23,2.73,14.91,44.16,18.92,94.68,83.33,0.16,255.01,5.73,26.98,26-Jul-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
26-Jul-2019 - 00:00,7.08,9.74,0.99,4.55,0.28,7.48,3.06,0.06,0.57,2.24,17.56,57.02,17.1,81.77,85.88,0.25,264.79,5.92,27.33,27-Jul-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
27-Jul-2019 - 00:00,7.13,10.08,0.7,4.3,0.28,9.41,3.26,0.06,0.31,2.23,22.08,73.43,17.99,111.49,84.12,0.02,271.33,7.03,27.33,28-Jul-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
28-Jul-2019 - 00:00,6.14,9.87,0.44,3.5,0.31,7.69,4.0,0.08,0.53,2.23,21.58,60.31,15.96,39.61,89.96,0.28,273.1,6.75,27.66,29-Jul-2019 - 00:00,"Sector-2 Industrial Area, Pithampur - MPPCB"
