from date,PM2.5,PM10,AT,VWS,RH,RF,BP,SR,Temp,SO2,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Toluene,Xylene,WS,WD,to date,station
12-Apr-2019 - 00:00,18.21,94.9,30.28,0.02,69.71,0.0,748.85,192.73,28.01,8.57,20.0,31.26,32.88,4.72,0.93,7.68,3.06,4.3,1.21,3.32,212.88,13-Apr-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
13-Apr-2019 - 00:00,27.11,107.11,30.67,0.0,59.19,0.0,749.81,193.9,27.54,7.85,14.26,42.52,34.21,6.33,0.8,30.76,3.43,7.19,1.37,2.19,180.45,14-Apr-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
14-Apr-2019 - 00:00,20.34,84.5,29.91,0.02,69.12,0.0,750.32,196.41,27.54,10.59,16.93,31.54,30.54,6.04,0.72,8.24,2.51,6.2,0.73,3.04,214.71,15-Apr-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
15-Apr-2019 - 00:00,29.18,108.62,30.08,0.03,68.7,0.0,750.01,189.55,27.6,15.9,19.94,36.68,35.72,6.85,0.85,8.34,3.59,5.67,1.51,2.94,216.7,16-Apr-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
16-Apr-2019 - 00:00,31.53,120.91,30.27,0.01,65.45,0.0,750.51,202.06,27.65,20.05,21.22,43.61,40.46,7.35,0.86,9.65,4.53,7.04,1.67,2.64,215.58,17-Apr-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
17-Apr-2019 - 00:00,35.59,116.32,29.64,0.02,70.36,0.0,751.49,208.81,28.12,6.78,15.79,33.41,30.61,6.93,0.81,11.26,2.95,5.22,1.2,2.61,216.7,18-Apr-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
18-Apr-2019 - 00:00,31.71,102.32,29.22,0.0,74.11,0.0,751.49,197.11,27.9,4.84,15.95,24.44,25.97,5.75,0.75,8.02,1.82,4.41,0.71,2.66,203.96,19-Apr-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
19-Apr-2019 - 00:00,21.85,66.82,29.44,0.01,73.32,0.0,750.57,193.39,27.78,3.92,10.01,18.82,18.15,5.06,0.64,8.32,1.29,3.6,0.48,2.52,197.7,20-Apr-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
20-Apr-2019 - 00:00,22.51,77.55,28.84,0.02,73.31,0.03,748.8,177.22,28.4,4.05,15.56,31.14,29.21,5.23,0.72,8.78,1.81,4.98,0.91,2.12,190.77,21-Apr-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
21-Apr-2019 - 00:00,25.45,86.68,29.23,0.01,69.8,0.0,746.95,170.28,27.76,2.46,20.25,44.61,40.19,6.11,0.78,7.32,3.44,9.61,1.66,2.21,210.88,22-Apr-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
22-Apr-2019 - 00:00,29.22,76.21,29.73,0.02,69.27,0.0,747.18,198.2,27.47,3.43,8.48,31.53,23.66,6.25,0.64,24.02,2.25,5.11,0.93,2.4,182.21,23-Apr-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
23-Apr-2019 - 00:00,23.12,68.78,29.99,-0.0,72.05,0.0,749.71,209.76,27.63,3.46,10.64,28.18,23.64,5.32,0.6,17.9,1.7,3.73,0.63,2.38,183.68,24-Apr-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
24-Apr-2019 - 00:00,21.94,60.58,29.66,0.0,74.94,0.0,750.72,204.89,27.57,2.63,13.84,22.27,23.1,5.6,0.61,8.92,2.02,4.77,0.59,2.69,204.34,25-Apr-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
25-Apr-2019 - 00:00,38.95,119.11,29.91,0.02,72.99,0.0,749.77,191.89,27.82,3.31,15.0,24.65,25.3,4.89,0.95,8.85,2.04,4.45,0.89,3.06,203.77,26-Apr-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
26-Apr-2019 - 00:00,37.17,113.66,30.29,0.02,72.26,0.0,747.8,203.84,27.88,2.84,12.36,26.81,24.31,23.95,0.7,11.84,2.33,3.82,0.83,3.26,199.05,27-Apr-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
27-Apr-2019 - 00:00,29.4,95.7,30.36,0.03,73.85,0.0,746.82,173.21,28.12,2.17,12.94,23.98,23.11,32.31,1.02,9.24,2.0,4.81,0.74,3.49,204.96,28-Apr-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
28-Apr-2019 - 00:00,26.83,108.52,30.54,0.03,71.38,0.0,746.95,184.25,27.38,3.44,16.69,18.96,23.66,38.64,0.85,8.62,2.83,3.05,0.61,3.56,203.84,29-Apr-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
29-Apr-2019 - 00:00,15.9,59.38,30.41,0.02,72.95,0.0,747.6,195.15,27.48,5.65,14.0,15.59,19.67,42.69,0.61,7.35,1.87,3.16,0.58,3.3,201.26,30-Apr-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
30-Apr-2019 - 00:00,12.4,52.67,30.24,0.05,73.04,0.0,745.95,166.31,27.75,5.1,8.68,16.58,15.87,42.93,0.62,10.64,1.1,2.81,0.33,2.08,162.38,01-May-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
01-May-2019 - 00:00,13.14,50.51,29.55,0.09,71.16,0.0,742.04,72.85,27.61,5.38,4.54,18.51,13.53,24.54,0.58,10.68,1.13,3.49,0.36,3.37,160.32,02-May-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
02-May-2019 - 00:00,15.91,57.02,28.88,0.09,69.57,0.09,734.64,40.59,29.64,6.37,9.57,37.06,27.49,12.85,0.59,5.93,2.04,4.86,1.0,5.56,263.23,03-May-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
03-May-2019 - 00:00,61.57,213.47,30.2,0.0,74.38,0.0,740.03,118.12,28.08,4.06,10.27,48.47,34.14,12.19,1.14,27.55,5.01,9.7,2.25,2.1,205.57,04-May-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
04-May-2019 - 00:00,52.66,176.07,30.49,0.01,74.82,0.0,744.69,163.39,27.95,2.5,4.59,30.98,20.2,30.19,0.85,36.46,2.5,4.37,0.9,3.24,194.77,05-May-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
05-May-2019 - 00:00,68.31,231.56,30.86,0.0,73.81,0.0,745.46,195.89,27.83,3.51,7.16,44.41,29.44,26.57,0.99,31.93,3.19,3.95,0.68,2.84,215.44,06-May-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
06-May-2019 - 00:00,64.53,205.25,30.62,0.02,74.12,0.0,744.59,152.69,27.64,3.22,7.83,30.59,22.64,34.27,0.85,26.29,2.22,4.22,0.66,2.39,184.56,07-May-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
07-May-2019 - 00:00,56.54,200.27,30.84,0.02,74.36,0.0,743.22,170.55,28.11,3.08,11.41,35.6,28.21,22.8,0.85,15.76,2.13,3.23,0.55,3.19,204.77,08-May-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
08-May-2019 - 00:00,53.59,176.09,31.39,0.03,74.19,0.0,743.14,222.97,28.6,1.97,6.02,21.16,16.15,42.59,0.61,25.3,1.89,2.62,0.4,3.35,192.77,09-May-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
09-May-2019 - 00:00,65.87,205.06,31.89,0.01,72.52,0.0,741.96,222.24,28.35,4.29,8.19,28.9,22.03,16.49,1.12,31.68,3.25,4.84,0.9,3.23,190.83,10-May-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
10-May-2019 - 00:00,54.44,162.69,31.1,0.03,74.14,0.0,745.07,183.3,27.94,3.61,4.63,17.32,12.96,19.7,0.8,37.86,2.84,4.31,0.75,3.58,201.09,11-May-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
11-May-2019 - 00:00,49.5,163.89,30.96,0.01,72.67,0.0,747.9,177.29,27.5,3.22,5.6,11.15,10.5,4.53,0.9,25.08,2.79,4.06,0.81,3.83,203.66,12-May-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
12-May-2019 - 00:00,44.36,148.59,30.81,0.03,70.92,0.0,747.22,177.54,27.84,3.29,4.9,10.28,9.31,23.45,0.7,24.75,2.74,3.67,0.62,3.38,197.28,13-May-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
13-May-2019 - 00:00,41.55,164.25,30.48,0.03,71.91,0.0,746.09,135.01,27.72,2.91,7.63,11.66,12.38,9.65,0.95,17.78,2.57,3.93,0.71,3.53,207.36,14-May-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
14-May-2019 - 00:00,36.82,121.17,30.6,0.02,71.49,0.0,745.98,198.76,28.13,2.61,5.91,10.41,10.32,6.0,0.7,20.77,1.98,4.03,0.64,3.27,209.93,15-May-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
15-May-2019 - 00:00,45.0,111.23,31.3,0.02,67.91,0.0,748.55,261.92,28.01,7.36,5.46,5.39,6.44,10.0,0.87,22.95,1.96,3.4,0.59,3.55,178.12,16-May-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
16-May-2019 - 00:00,31.24,136.31,30.36,0.02,72.85,0.0,749.29,169.95,27.92,9.4,10.47,20.28,19.3,10.54,0.85,15.68,2.93,5.45,0.74,3.18,209.05,17-May-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
17-May-2019 - 00:00,34.64,122.3,30.43,0.02,70.73,0.0,747.08,149.06,27.99,7.83,10.62,42.01,30.98,4.68,0.98,16.08,2.48,5.76,1.16,3.36,221.1,18-May-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
18-May-2019 - 00:00,40.12,139.89,31.13,0.03,70.55,0.0,743.08,182.35,28.63,6.97,13.37,42.27,33.49,5.59,0.96,14.65,2.49,4.38,0.94,3.4,211.74,19-May-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
19-May-2019 - 00:00,38.21,126.5,29.73,0.04,74.91,0.0,746.41,47.79,28.85,24.11,11.83,39.23,30.49,6.02,0.65,10.52,1.94,3.0,0.72,3.14,221.79,20-May-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
20-May-2019 - 00:00,32.29,109.65,31.36,0.02,70.89,0.0,748.98,245.71,29.02,13.14,12.65,30.16,26.33,3.58,0.86,13.51,2.94,4.28,1.11,3.79,194.39,21-May-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
21-May-2019 - 00:00,32.02,121.85,30.73,0.03,72.25,0.0,748.86,185.39,28.51,9.46,11.53,32.23,26.52,6.01,0.77,12.1,2.12,3.49,0.8,3.58,209.05,22-May-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
22-May-2019 - 00:00,30.97,112.16,30.5,0.04,72.31,0.0,747.85,185.08,28.26,12.9,13.92,31.64,28.15,18.13,0.65,11.73,1.38,2.11,0.43,3.86,209.97,23-May-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
23-May-2019 - 00:00,27.45,103.96,30.52,0.05,72.68,0.0,748.05,183.4,28.7,10.76,10.78,29.05,24.21,11.65,0.74,10.1,1.69,2.06,0.45,4.09,207.49,24-May-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
24-May-2019 - 00:00,30.07,107.42,31.26,0.05,71.27,0.0,747.07,205.2,28.98,10.87,9.94,28.77,23.39,5.18,0.81,13.97,1.89,2.5,0.54,4.38,200.45,25-May-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
25-May-2019 - 00:00,41.6,127.2,31.45,0.06,73.26,0.0,743.85,184.98,28.58,7.64,9.7,31.46,24.61,7.32,0.82,17.84,1.64,2.05,0.39,4.4,205.52,26-May-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
26-May-2019 - 00:00,51.04,128.5,31.93,0.05,73.01,0.0,742.55,154.67,28.79,7.31,4.94,33.43,21.8,4.38,0.79,27.25,1.97,1.9,0.4,3.72,190.2,27-May-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
27-May-2019 - 00:00,31.43,123.44,30.88,0.02,74.64,0.36,737.41,142.66,28.8,6.52,7.47,34.69,24.53,3.02,0.75,33.78,2.11,2.81,0.66,3.37,192.16,28-May-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
28-May-2019 - 00:00,41.46,126.35,30.71,0.03,70.95,0.0,742.69,178.52,29.88,17.63,12.88,50.88,37.66,1.9,1.08,28.44,4.03,6.69,1.58,3.16,204.16,29-May-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
29-May-2019 - 00:00,30.93,106.23,30.35,0.01,69.46,0.0,743.36,171.24,29.02,31.16,10.86,44.96,32.33,1.83,0.84,19.72,2.84,5.31,1.6,3.11,207.17,30-May-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
30-May-2019 - 00:00,33.52,101.54,30.99,0.01,69.35,0.0,741.59,176.16,28.14,15.53,6.69,41.81,27.68,2.52,0.83,24.14,4.5,7.21,2.68,2.8,203.6,31-May-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
31-May-2019 - 00:00,37.5,109.47,31.42,0.04,73.58,0.0,,223.71,28.55,4.58,6.7,30.68,21.9,4.63,0.75,24.47,3.12,6.0,1.74,3.45,198.82,01-Jun-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
01-Jun-2019 - 00:00,47.38,103.75,,,,0.0,,,,6.98,6.73,28.34,20.55,8.11,0.76,30.47,4.81,8.15,2.55,,,02-Jun-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
02-Jun-2019 - 00:00,49.08,136.9,,,,0.0,,,,6.77,6.02,33.4,22.72,14.3,0.77,26.7,3.89,5.46,1.43,,,03-Jun-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
03-Jun-2019 - 00:00,30.55,102.24,30.1,0.0,78.5,0.01,,173.0,24.5,6.08,18.08,47.72,40.22,3.71,0.94,19.43,5.18,11.5,5.21,2.5,171.0,04-Jun-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
04-Jun-2019 - 00:00,43.05,114.61,31.01,0.01,75.25,0.0,733.43,142.41,29.98,9.46,17.91,47.91,40.17,3.7,0.85,18.46,5.38,16.84,3.65,2.95,180.07,05-Jun-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
05-Jun-2019 - 00:00,49.49,126.36,31.26,0.04,74.06,0.0,737.12,175.3,28.41,8.35,5.73,33.42,22.0,12.56,0.87,24.84,4.96,6.9,2.23,3.66,202.13,06-Jun-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
06-Jun-2019 - 00:00,39.27,120.25,30.32,0.06,75.64,0.0,740.95,100.75,28.69,10.64,9.01,36.37,26.68,5.17,0.83,21.89,5.53,9.5,3.83,3.8,204.59,07-Jun-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
07-Jun-2019 - 00:00,43.68,126.65,30.61,0.04,72.95,0.0,741.44,145.85,28.7,11.94,8.46,34.98,25.46,5.61,0.86,18.2,6.23,8.57,2.7,3.69,205.73,08-Jun-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
08-Jun-2019 - 00:00,38.3,118.37,31.43,0.02,75.35,0.0,740.7,160.68,29.7,11.52,6.15,30.81,21.38,3.01,0.71,19.62,5.19,7.14,2.14,3.01,190.78,09-Jun-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
09-Jun-2019 - 00:00,57.49,138.76,31.98,0.02,70.93,0.0,738.11,144.71,29.6,15.3,6.7,49.67,31.86,5.88,0.94,30.31,5.97,10.49,2.87,2.92,214.66,10-Jun-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
10-Jun-2019 - 00:00,44.97,111.91,29.69,0.03,70.73,0.0,737.2,65.99,28.72,15.27,5.66,51.74,32.12,5.24,0.76,41.09,6.21,14.29,3.34,3.68,214.66,11-Jun-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
11-Jun-2019 - 00:00,38.08,114.93,30.96,0.04,70.93,0.0,736.67,153.02,28.03,13.74,8.23,48.45,32.47,3.76,0.73,25.54,5.71,13.45,3.3,3.78,214.26,12-Jun-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
12-Jun-2019 - 00:00,0.0,132.49,33.46,0.02,65.73,0.0,735.85,182.42,28.75,24.1,9.15,53.12,35.81,3.95,0.87,21.32,7.54,11.31,3.77,3.15,209.15,13-Jun-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
13-Jun-2019 - 00:00,31.3,93.5,30.83,0.03,68.09,0.0,738.21,112.17,28.93,12.2,5.54,44.36,28.11,2.51,0.74,36.83,4.56,11.02,2.72,2.54,194.8,14-Jun-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
14-Jun-2019 - 00:00,38.54,130.77,34.46,0.03,61.85,0.0,736.86,165.61,30.18,19.02,11.01,53.43,37.49,2.57,0.95,21.13,7.22,15.64,3.93,2.89,216.91,15-Jun-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
15-Jun-2019 - 00:00,38.18,139.8,34.34,0.02,62.68,0.0,735.9,156.35,30.35,21.77,8.69,48.39,32.95,2.62,0.77,24.7,5.59,10.48,3.14,2.88,209.39,16-Jun-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
16-Jun-2019 - 00:00,39.4,136.27,30.42,0.02,68.1,0.02,738.03,32.26,29.19,22.33,10.69,41.63,29.78,4.12,0.71,20.19,3.92,9.45,1.6,2.06,191.69,17-Jun-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
17-Jun-2019 - 00:00,33.16,101.65,31.89,0.01,63.93,0.0,739.12,142.97,29.25,9.41,12.58,52.0,38.02,4.99,0.74,17.97,6.19,22.56,4.09,2.64,239.61,18-Jun-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
18-Jun-2019 - 00:00,41.25,125.2,32.49,0.02,64.28,0.0,737.88,171.2,30.39,19.4,7.86,45.15,30.54,5.35,0.85,26.26,5.62,10.91,2.79,3.09,220.24,19-Jun-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
19-Jun-2019 - 00:00,59.62,194.98,32.08,0.0,69.3,0.0,736.92,107.88,30.61,11.32,11.72,57.38,40.05,7.85,1.08,13.19,10.41,19.82,4.86,2.25,212.71,20-Jun-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
20-Jun-2019 - 00:00,36.89,104.14,27.28,0.02,78.3,0.11,739.79,92.42,28.69,6.61,9.16,37.76,27.54,4.64,0.88,17.79,5.6,11.72,3.49,3.27,217.46,21-Jun-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
21-Jun-2019 - 00:00,29.53,68.29,27.31,0.01,74.59,0.0,740.11,138.71,28.66,8.98,12.16,42.37,32.43,4.07,0.82,21.12,5.39,14.37,4.83,1.75,186.81,22-Jun-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
22-Jun-2019 - 00:00,57.96,117.14,24.96,0.0,81.82,0.1,739.49,26.44,27.34,8.0,21.46,65.66,52.37,5.97,1.12,11.7,10.13,26.93,7.51,1.47,229.82,23-Jun-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
23-Jun-2019 - 00:00,37.55,77.89,27.87,0.01,76.4,0.09,739.54,176.12,28.16,9.13,6.39,37.73,25.25,4.91,0.76,26.45,5.89,16.07,2.89,2.53,207.18,24-Jun-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
24-Jun-2019 - 00:00,35.76,71.15,28.67,0.01,76.97,0.0,743.16,177.51,29.43,9.5,5.11,27.36,18.71,5.66,0.64,24.4,4.1,13.67,1.72,1.97,188.99,25-Jun-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
25-Jun-2019 - 00:00,22.67,62.1,28.75,0.0,77.41,0.0,744.77,82.87,29.53,7.17,7.28,27.06,20.32,6.01,0.66,11.67,3.87,7.92,1.78,1.58,188.91,26-Jun-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
26-Jun-2019 - 00:00,22.31,86.11,29.69,0.01,75.52,0.01,741.84,190.0,29.11,8.49,7.87,29.51,22.1,6.63,0.8,15.92,3.94,9.5,2.37,2.59,194.02,27-Jun-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
27-Jun-2019 - 00:00,29.53,104.5,30.41,0.01,71.64,0.0,737.56,192.36,29.12,13.99,7.7,48.91,32.26,6.64,0.79,20.32,5.4,11.53,2.98,3.01,216.9,28-Jun-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
28-Jun-2019 - 00:00,29.81,106.53,32.6,0.01,67.11,0.0,735.66,141.55,29.44,16.47,9.87,50.46,34.87,6.97,0.89,16.78,7.61,20.81,4.77,2.62,221.48,29-Jun-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
29-Jun-2019 - 00:00,25.41,92.03,32.61,0.01,63.68,0.0,734.86,121.62,29.8,14.44,12.93,41.98,32.85,8.03,0.81,9.17,5.34,15.51,4.16,3.21,240.67,30-Jun-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
30-Jun-2019 - 00:00,20.75,77.32,30.31,0.02,64.48,0.0,731.7,124.68,28.61,12.83,7.98,39.01,27.24,8.44,0.62,12.06,5.66,20.56,2.54,3.24,231.54,01-Jul-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
01-Jul-2019 - 00:00,41.15,90.88,24.86,0.0,80.27,0.0,732.92,6.54,27.82,5.72,19.27,57.65,46.33,8.4,0.74,4.44,7.62,29.29,7.16,2.47,255.42,02-Jul-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
02-Jul-2019 - 00:00,28.48,92.13,27.6,0.02,72.72,0.0,732.23,60.39,29.28,10.45,14.23,50.4,38.38,7.58,0.62,7.33,5.62,15.03,4.32,3.1,227.64,03-Jul-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
03-Jul-2019 - 00:00,33.86,144.14,29.43,0.01,69.48,0.0,728.3,99.44,29.05,14.84,10.23,43.58,31.5,7.4,1.05,10.23,6.87,12.58,4.21,3.64,209.14,04-Jul-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
04-Jul-2019 - 00:00,30.89,136.4,29.33,0.02,71.95,0.0,707.37,91.43,28.95,15.65,11.61,40.36,30.91,6.97,0.65,11.1,6.81,11.1,3.59,3.63,208.97,05-Jul-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
05-Jul-2019 - 00:00,31.46,84.83,26.1,0.04,77.98,0.02,705.66,41.85,27.95,14.14,13.47,41.61,33.09,6.49,0.63,6.13,5.58,11.22,3.94,3.85,218.7,06-Jul-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
06-Jul-2019 - 00:00,25.62,92.56,25.8,0.03,78.57,0.02,709.0,75.65,28.2,9.78,17.06,39.2,34.73,5.63,0.68,5.82,5.8,15.07,4.08,3.68,224.68,07-Jul-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
07-Jul-2019 - 00:00,31.28,142.23,29.47,0.03,70.06,0.0,,110.6,28.95,33.05,15.9,47.58,38.23,5.19,0.69,6.96,5.87,10.73,3.0,3.73,220.73,08-Jul-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
08-Jul-2019 - 00:00,26.56,98.46,28.16,0.01,72.69,0.0,,144.79,29.96,25.07,10.57,36.2,27.85,5.7,0.6,7.68,3.3,5.91,1.38,3.5,216.88,09-Jul-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
09-Jul-2019 - 00:00,41.78,188.32,29.96,-0.0,69.15,0.0,737.43,122.87,26.79,11.0,16.38,43.57,35.04,5.06,1.19,7.8,9.27,11.16,5.69,3.57,203.13,10-Jul-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
10-Jul-2019 - 00:00,30.74,121.83,30.03,0.01,70.81,0.0,,112.43,28.35,8.88,11.36,40.55,30.81,5.1,0.85,9.12,4.91,8.99,3.33,2.99,218.79,11-Jul-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
11-Jul-2019 - 00:00,25.78,108.54,29.56,-0.01,71.45,0.0,,162.24,30.86,7.62,10.59,33.71,26.54,7.84,0.62,9.85,4.19,7.91,2.78,3.47,212.09,12-Jul-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
12-Jul-2019 - 00:00,20.38,93.79,29.5,-0.0,68.81,0.0,729.0,190.66,28.39,7.17,9.1,36.13,26.62,6.23,0.5,10.55,4.25,7.66,2.8,3.47,216.11,13-Jul-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
13-Jul-2019 - 00:00,35.07,119.48,28.76,0.01,73.03,0.0,734.41,144.21,28.37,6.45,11.69,40.73,31.16,6.82,0.51,11.02,5.05,11.3,4.11,3.37,194.07,14-Jul-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
14-Jul-2019 - 00:00,26.47,79.83,25.27,-0.0,78.77,0.0,715.7,28.23,28.61,7.36,11.2,42.83,31.89,6.08,0.38,3.47,4.18,9.43,1.61,2.54,245.83,15-Jul-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
15-Jul-2019 - 00:00,20.57,96.1,29.22,0.01,67.77,0.0,711.12,157.31,28.05,6.45,11.75,40.08,30.87,5.23,0.74,18.97,5.6,13.26,3.99,2.21,160.98,16-Jul-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
16-Jul-2019 - 00:00,43.85,138.73,29.6,0.01,71.86,0.0,717.07,177.51,28.31,5.02,14.34,49.42,37.95,8.28,1.02,13.64,8.26,20.27,3.72,2.34,204.66,17-Jul-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
17-Jul-2019 - 00:00,55.99,155.99,29.92,0.03,70.89,0.0,730.21,149.38,29.69,7.83,20.84,57.99,47.78,8.92,1.01,15.83,7.74,18.93,6.27,1.78,180.35,18-Jul-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
18-Jul-2019 - 00:00,40.78,106.31,29.31,0.02,70.3,0.0,728.33,153.69,28.95,12.89,8.63,36.01,26.17,9.29,0.64,25.68,5.34,13.32,3.05,1.76,179.36,19-Jul-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
19-Jul-2019 - 00:00,59.25,110.65,25.96,0.0,79.68,0.05,706.0,56.81,29.45,9.76,15.26,45.86,36.81,11.02,0.92,13.26,7.76,19.8,5.22,1.49,205.97,20-Jul-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
20-Jul-2019 - 00:00,33.72,71.2,28.33,0.02,76.34,0.0,,187.64,29.5,11.83,5.28,23.82,16.97,9.69,0.57,21.27,4.38,7.53,1.39,1.8,172.29,21-Jul-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
21-Jul-2019 - 00:00,19.79,47.58,28.82,0.03,75.69,0.0,,189.92,28.99,15.03,2.81,13.09,9.25,7.1,0.44,23.93,1.91,6.84,0.67,1.93,166.39,22-Jul-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
22-Jul-2019 - 00:00,19.0,47.09,29.76,0.06,73.07,0.0,,225.0,29.74,14.27,3.37,11.81,9.02,7.09,0.38,17.63,1.96,4.18,1.06,2.2,140.86,23-Jul-2019 - 00:00,"GVM Corporation, Visakhapatnam - APPCB"
