from date,Temp,RH,VWS,WD,WS,SR,PM2.5,CO,CH4,NO2,NO,NOx,NH3,SO2,NMHC,to date,BP,THC,station
30-Sep-2019 - 00:00,23.5,94.56,-0.85,84.71,0.2,41.64,29.48,1.05,499.65,30.4,12.22,25.94,40.64,2.56,300.06,01-Oct-2019 - 00:00,999.21,299.67,"Talkatora District Industries Center, Lucknow - CPCB"
01-Oct-2019 - 00:00,25.48,88.77,-0.95,126.69,0.19,98.97,41.96,1.05,499.89,31.38,12.32,26.54,41.11,2.54,299.58,02-Oct-2019 - 00:00,998.57,300.46,"Talkatora District Industries Center, Lucknow - CPCB"
02-Oct-2019 - 00:00,25.4,92.9,-1.38,99.8,0.21,50.09,33.95,1.01,500.3,30.88,11.88,25.93,40.68,2.56,300.03,03-Oct-2019 - 00:00,999.48,300.45,"Talkatora District Industries Center, Lucknow - CPCB"
03-Oct-2019 - 00:00,27.49,84.17,-0.99,53.22,0.2,125.69,55.5,0.96,500.36,30.15,11.42,25.17,40.17,2.63,301.46,04-Oct-2019 - 00:00,999.34,300.14,"Talkatora District Industries Center, Lucknow - CPCB"
04-Oct-2019 - 00:00,28.45,79.41,-0.08,294.88,0.57,178.45,42.89,0.89,500.94,24.13,11.99,22.39,38.6,2.56,299.79,05-Oct-2019 - 00:00,999.17,300.19,"Talkatora District Industries Center, Lucknow - CPCB"
05-Oct-2019 - 00:00,28.33,73.52,0.05,302.36,0.57,177.52,87.69,1.04,500.47,15.5,11.87,17.73,35.66,2.52,300.57,06-Oct-2019 - 00:00,999.84,299.68,"Talkatora District Industries Center, Lucknow - CPCB"
06-Oct-2019 - 00:00,27.98,71.05,0.1,289.12,0.56,196.26,82.83,1.0,499.34,15.63,11.55,17.55,35.45,2.53,300.79,07-Oct-2019 - 00:00,999.96,299.21,"Talkatora District Industries Center, Lucknow - CPCB"
07-Oct-2019 - 00:00,28.03,68.96,-0.09,291.94,0.42,185.34,92.81,1.02,499.42,22.84,7.53,18.11,35.38,2.64,299.91,08-Oct-2019 - 00:00,,300.32,"Talkatora District Industries Center, Lucknow - CPCB"
08-Oct-2019 - 00:00,27.54,70.82,0.01,276.2,0.49,186.02,111.75,0.95,500.79,27.44,5.33,18.81,35.78,2.58,300.55,09-Oct-2019 - 00:00,999.98,301.13,"Talkatora District Industries Center, Lucknow - CPCB"
09-Oct-2019 - 00:00,28.03,75.87,-0.29,172.45,0.31,150.46,112.26,1.0,499.46,27.5,5.83,19.16,36.1,2.56,299.62,10-Oct-2019 - 00:00,,301.06,"Talkatora District Industries Center, Lucknow - CPCB"
10-Oct-2019 - 00:00,28.03,71.67,0.04,254.0,0.5,208.15,72.45,1.01,500.91,26.27,9.82,21.54,38.75,3.6,300.11,11-Oct-2019 - 00:00,,300.24,"Talkatora District Industries Center, Lucknow - CPCB"
11-Oct-2019 - 00:00,27.8,67.89,-0.21,225.43,0.38,196.49,114.57,1.02,500.55,24.44,12.93,23.34,40.1,5.38,299.76,12-Oct-2019 - 00:00,,301.21,"Talkatora District Industries Center, Lucknow - CPCB"
12-Oct-2019 - 00:00,28.14,61.11,-0.09,219.29,0.42,187.18,87.52,0.66,500.97,23.51,12.73,22.68,39.57,4.82,299.79,13-Oct-2019 - 00:00,,299.2,"Talkatora District Industries Center, Lucknow - CPCB"
13-Oct-2019 - 00:00,27.59,61.61,-0.26,212.21,0.41,162.11,125.02,0.49,499.33,26.46,12.84,24.3,41.87,2.74,299.8,14-Oct-2019 - 00:00,,300.69,"Talkatora District Industries Center, Lucknow - CPCB"
14-Oct-2019 - 00:00,28.17,62.42,-0.37,176.16,0.32,169.07,128.67,0.48,499.75,25.0,11.16,22.11,37.91,4.55,299.59,15-Oct-2019 - 00:00,,299.41,"Talkatora District Industries Center, Lucknow - CPCB"
15-Oct-2019 - 00:00,27.89,68.27,-0.35,158.9,0.24,155.78,122.14,0.44,390.87,21.63,13.57,22.29,36.32,3.81,300.94,16-Oct-2019 - 00:00,,377.23,"Talkatora District Industries Center, Lucknow - CPCB"
16-Oct-2019 - 00:00,27.86,67.82,-0.48,136.12,0.18,162.96,116.93,0.8,200.32,23.04,13.71,23.22,39.26,4.85,299.12,17-Oct-2019 - 00:00,,499.69,"Talkatora District Industries Center, Lucknow - CPCB"
17-Oct-2019 - 00:00,27.8,66.79,-0.28,160.24,0.23,163.74,135.82,1.04,201.12,29.69,15.52,28.2,44.74,0.62,302.05,18-Oct-2019 - 00:00,,501.09,"Talkatora District Industries Center, Lucknow - CPCB"
18-Oct-2019 - 00:00,27.2,70.27,-0.31,157.09,0.2,126.68,132.54,0.93,200.67,30.27,15.72,28.58,45.19,2.11,300.17,19-Oct-2019 - 00:00,,499.39,"Talkatora District Industries Center, Lucknow - CPCB"
19-Oct-2019 - 00:00,27.05,73.79,-0.43,176.7,0.24,77.94,135.36,0.94,199.98,28.84,14.65,27.06,43.13,2.66,299.12,20-Oct-2019 - 00:00,,497.27,"Talkatora District Industries Center, Lucknow - CPCB"
20-Oct-2019 - 00:00,26.15,83.42,-0.23,268.52,0.45,46.5,162.77,0.99,199.47,28.8,14.37,26.81,42.79,1.27,300.21,21-Oct-2019 - 00:00,,499.21,"Talkatora District Industries Center, Lucknow - CPCB"
21-Oct-2019 - 00:00,25.09,74.61,0.32,286.84,0.78,77.11,158.96,0.96,201.46,28.83,14.49,26.92,42.98,0.84,300.85,22-Oct-2019 - 00:00,,499.66,"Talkatora District Industries Center, Lucknow - CPCB"
