from date,AT,BP,PM10,PM2.5,RH,SR,WD,WS,Benzene,Toluene,NH3,NO2,NO,NOx,Ozone,SO2,CO,to date,station
26-Nov-2019 - 00:00,24.09,993.85,248.68,114.45,67.11,58.81,167.34,0.69,6.13,41.4,40.57,83.16,99.31,125.19,58.66,17.54,1.53,27-Nov-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
27-Nov-2019 - 00:00,23.22,993.93,153.25,68.31,71.41,55.65,184.04,1.09,3.64,24.52,36.86,71.77,35.67,67.25,28.34,11.84,0.97,28-Nov-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
28-Nov-2019 - 00:00,22.18,994.99,75.62,32.3,74.55,55.36,90.47,1.83,1.99,19.26,34.53,49.93,10.27,34.93,22.16,10.07,0.62,29-Nov-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
29-Nov-2019 - 00:00,21.52,995.3,122.61,59.22,79.53,59.11,222.06,1.05,4.97,31.44,31.8,65.92,51.73,77.23,5.83,12.18,1.17,30-Nov-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
30-Nov-2019 - 00:00,20.55,995.36,186.04,108.55,84.89,60.91,300.58,2.0,6.01,42.22,37.04,64.64,62.2,85.09,18.59,12.25,1.32,01-Dec-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
01-Dec-2019 - 00:00,19.64,995.05,209.38,134.52,79.61,62.21,300.23,1.95,4.53,31.46,34.17,70.75,69.88,94.61,46.0,12.31,1.34,02-Dec-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
02-Dec-2019 - 00:00,19.33,995.58,239.21,148.27,75.33,59.0,301.26,2.06,5.43,35.11,33.91,82.51,100.3,125.66,44.23,12.29,1.64,03-Dec-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
03-Dec-2019 - 00:00,19.43,994.98,258.14,145.05,69.7,58.81,295.27,1.97,5.46,34.75,34.47,86.86,85.33,122.06,41.64,10.5,1.66,04-Dec-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
04-Dec-2019 - 00:00,19.21,997.02,304.55,168.57,72.74,60.17,294.59,0.94,6.06,41.89,36.49,112.37,121.74,155.54,39.15,10.7,2.47,05-Dec-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
05-Dec-2019 - 00:00,18.91,998.56,456.68,299.93,80.99,56.98,299.29,0.8,9.82,76.91,49.19,152.33,188.54,282.09,37.08,10.75,3.89,06-Dec-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
06-Dec-2019 - 00:00,19.93,997.96,400.0,269.53,82.14,58.15,295.7,1.32,9.49,72.33,50.78,106.69,189.31,211.08,30.4,10.14,2.55,07-Dec-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
07-Dec-2019 - 00:00,19.7,997.26,402.18,274.41,85.03,46.05,265.69,0.85,8.94,59.03,49.37,103.08,162.36,188.26,30.92,10.59,3.18,08-Dec-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
08-Dec-2019 - 00:00,19.51,997.1,366.82,256.52,82.54,56.36,298.05,0.88,9.69,71.95,44.14,100.59,224.34,250.56,39.05,7.27,4.29,09-Dec-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
09-Dec-2019 - 00:00,19.04,996.36,339.25,227.93,80.07,56.77,295.41,0.87,8.51,63.74,41.73,99.42,221.75,238.08,46.96,7.76,3.16,10-Dec-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
10-Dec-2019 - 00:00,18.84,993.71,384.54,248.33,80.49,53.02,297.11,1.16,9.41,64.92,43.26,111.31,194.69,215.65,44.03,6.9,3.0,11-Dec-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
11-Dec-2019 - 00:00,19.42,992.5,454.0,297.18,80.43,51.76,204.27,0.84,9.71,69.61,49.64,121.94,74.11,133.69,26.28,9.68,4.43,12-Dec-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
12-Dec-2019 - 00:00,20.39,991.35,436.17,291.57,77.42,39.04,131.28,1.79,6.28,41.12,57.58,96.57,76.95,113.45,36.94,7.22,1.82,13-Dec-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
13-Dec-2019 - 00:00,19.68,991.78,148.83,117.2,87.88,40.83,206.08,2.0,3.47,19.63,43.93,51.87,6.51,32.9,25.55,8.19,0.96,14-Dec-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
14-Dec-2019 - 00:00,18.74,997.35,144.52,85.97,85.69,49.73,226.13,0.85,5.32,36.04,34.43,64.35,48.62,73.87,18.84,7.41,1.31,15-Dec-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
15-Dec-2019 - 00:00,18.01,996.94,195.6,119.8,75.41,9.15,299.0,0.83,6.41,26.66,47.7,77.83,75.18,113.27,2.46,5.87,1.04,16-Dec-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
16-Dec-2019 - 00:00,16.47,999.0,170.5,114.5,92.01,55.78,294.38,2.74,2.67,10.68,32.0,40.16,3.83,24.47,19.15,4.2,0.36,17-Dec-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
17-Dec-2019 - 00:00,16.03,998.31,185.71,124.38,89.0,35.68,284.69,1.59,4.86,27.37,56.05,59.38,69.2,88.0,10.0,9.85,1.17,18-Dec-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
18-Dec-2019 - 00:00,16.69,997.38,220.17,156.54,84.95,52.93,283.57,1.34,4.38,24.28,53.15,62.57,68.91,88.49,29.53,9.21,1.22,19-Dec-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
19-Dec-2019 - 00:00,15.53,996.55,392.42,264.83,93.13,51.6,153.48,0.84,6.35,36.28,55.8,77.51,87.93,112.91,5.24,6.56,1.73,20-Dec-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
20-Dec-2019 - 00:00,16.9,994.02,471.5,341.21,90.1,48.77,288.44,1.04,7.04,41.21,59.34,89.63,73.44,107.54,12.88,7.83,1.98,21-Dec-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
21-Dec-2019 - 00:00,17.53,994.85,384.31,279.77,89.23,49.25,302.46,1.41,7.07,43.46,69.29,65.78,60.09,83.98,10.61,6.51,1.69,22-Dec-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
22-Dec-2019 - 00:00,16.21,996.1,200.57,149.58,91.69,50.77,307.33,2.19,4.86,24.76,66.51,45.24,14.22,35.66,12.57,7.24,0.91,23-Dec-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
23-Dec-2019 - 00:00,15.49,995.37,260.81,191.45,88.43,50.21,295.37,1.86,5.7,35.66,52.48,48.68,45.1,62.66,20.47,6.54,1.28,24-Dec-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
24-Dec-2019 - 00:00,15.88,997.01,430.69,282.7,87.24,50.46,183.22,0.98,6.56,42.53,50.3,85.54,65.21,98.66,10.83,8.21,1.7,25-Dec-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
25-Dec-2019 - 00:00,14.45,996.09,269.7,176.94,90.54,43.48,306.48,2.25,5.16,27.28,47.2,45.27,23.93,43.59,12.15,7.69,0.96,26-Dec-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
26-Dec-2019 - 00:00,14.4,995.51,314.23,212.44,86.66,47.97,301.78,1.67,4.49,21.24,51.14,52.33,27.38,50.16,18.56,6.22,0.75,27-Dec-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
27-Dec-2019 - 00:00,14.49,996.44,389.24,248.4,84.83,55.83,262.16,0.96,5.43,27.36,48.93,72.92,65.76,92.39,21.12,11.49,1.99,28-Dec-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
28-Dec-2019 - 00:00,13.2,997.13,497.4,317.74,88.2,39.82,251.22,0.82,8.07,43.86,50.14,72.81,150.48,161.41,29.91,13.1,2.39,29-Dec-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
29-Dec-2019 - 00:00,7.71,997.42,584.34,380.89,75.9,51.64,209.29,0.73,7.41,41.17,49.82,96.24,56.54,97.27,36.66,11.63,1.89,30-Dec-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
30-Dec-2019 - 00:00,6.73,996.9,536.71,363.83,85.83,17.42,179.14,1.19,9.1,42.24,49.74,78.29,117.55,137.49,9.14,9.78,2.43,31-Dec-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
31-Dec-2019 - 00:00,6.3,997.55,331.0,227.0,82.5,3.65,121.55,2.05,5.55,18.6,50.15,36.7,17.15,33.5,3.95,12.35,0.95,01-Jan-2020 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
