from date,NO2,NO,NOx,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,Eth-Benzene,MP-Xylene,RH,WS,WD,to date,station
29-Aug-2019 - 00:00,15.99,2.71,9.2,7.43,9.3,0.51,12.46,39.66,59.32,0.91,1.43,0.5,1.53,68.16,1.21,94.86,30-Aug-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
30-Aug-2019 - 00:00,16.2,2.68,9.28,7.19,6.57,0.52,12.34,40.06,52.53,0.77,1.27,0.39,1.06,70.54,0.82,91.91,31-Aug-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
31-Aug-2019 - 00:00,14.95,2.71,8.66,6.07,4.52,0.52,20.28,52.18,67.99,0.75,0.94,0.59,1.37,69.81,0.9,164.61,01-Sep-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
01-Sep-2019 - 00:00,14.14,2.65,8.19,6.96,5.76,0.45,29.73,34.22,52.93,0.62,1.4,0.44,1.25,75.21,1.45,143.45,02-Sep-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
02-Sep-2019 - 00:00,15.53,2.93,9.14,7.3,5.67,0.57,35.01,39.55,54.61,1.01,1.41,0.34,1.06,73.91,0.91,113.21,03-Sep-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
03-Sep-2019 - 00:00,18.14,3.22,10.8,7.26,4.38,0.74,49.97,51.7,73.87,0.44,0.36,0.0,0.02,75.64,0.67,189.31,04-Sep-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
04-Sep-2019 - 00:00,15.61,2.83,9.1,7.53,5.08,0.61,71.44,49.61,70.67,0.83,1.41,0.31,0.86,72.58,0.92,134.06,05-Sep-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
05-Sep-2019 - 00:00,14.88,2.79,10.31,9.54,6.62,0.48,65.94,57.63,73.59,0.64,1.57,1.12,4.07,68.74,1.52,133.49,06-Sep-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
06-Sep-2019 - 00:00,12.71,3.2,11.2,7.8,4.98,0.58,60.3,48.23,86.92,1.16,2.18,1.81,5.48,79.31,1.2,114.72,07-Sep-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
07-Sep-2019 - 00:00,16.59,3.18,9.84,7.48,2.52,0.68,62.43,41.27,67.63,0.74,2.13,1.5,4.91,77.19,1.33,127.15,08-Sep-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
08-Sep-2019 - 00:00,13.01,2.74,7.67,7.1,4.48,0.52,61.39,41.39,74.08,0.66,1.84,1.24,4.31,75.27,1.21,165.15,09-Sep-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
09-Sep-2019 - 00:00,14.14,2.74,8.19,10.44,4.6,0.63,31.24,69.59,113.1,0.74,1.19,0.46,1.96,71.96,0.81,163.17,10-Sep-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
10-Sep-2019 - 00:00,14.94,2.34,8.36,16.69,4.98,0.6,32.9,70.76,139.19,0.92,1.37,0.42,1.7,65.69,0.88,119.68,11-Sep-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
11-Sep-2019 - 00:00,15.36,2.41,8.63,14.59,2.22,0.71,35.05,79.95,140.53,1.3,1.43,0.81,2.15,63.99,0.84,109.25,12-Sep-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
12-Sep-2019 - 00:00,14.25,2.31,7.97,14.79,3.55,0.63,32.35,72.71,135.27,1.1,1.4,0.73,1.96,58.36,1.57,136.94,13-Sep-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
13-Sep-2019 - 00:00,12.38,2.41,7.08,12.97,1.86,0.53,31.28,45.2,80.82,0.71,1.37,0.57,1.54,74.58,1.33,86.69,14-Sep-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
14-Sep-2019 - 00:00,11.63,2.28,6.51,14.96,2.51,0.46,41.15,47.02,78.09,0.54,1.1,0.3,0.9,72.01,1.19,80.59,15-Sep-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
15-Sep-2019 - 00:00,11.37,2.31,6.47,15.88,2.12,0.54,53.6,37.41,72.57,0.61,1.36,0.4,1.13,74.81,1.21,127.05,16-Sep-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
16-Sep-2019 - 00:00,15.9,2.58,9.0,17.34,6.37,0.64,50.44,56.72,100.62,0.84,1.31,0.34,1.25,71.02,0.83,121.85,17-Sep-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
17-Sep-2019 - 00:00,13.21,2.28,7.53,16.18,2.57,0.53,56.59,62.13,109.65,0.84,1.32,0.41,1.24,64.11,1.39,111.07,18-Sep-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
18-Sep-2019 - 00:00,11.92,2.43,6.87,16.48,3.29,0.49,53.21,48.03,96.15,0.67,1.2,0.52,1.27,74.63,1.75,104.27,19-Sep-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
19-Sep-2019 - 00:00,14.78,2.51,8.38,14.9,3.39,0.46,55.5,33.67,65.99,0.51,1.01,0.31,0.88,69.14,1.73,94.72,20-Sep-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
20-Sep-2019 - 00:00,22.83,3.05,13.04,18.12,2.75,0.48,50.11,37.94,63.15,0.87,1.54,0.59,1.49,74.33,1.22,89.0,21-Sep-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
21-Sep-2019 - 00:00,16.61,2.67,9.49,14.86,11.89,0.46,50.14,40.28,66.86,0.47,1.05,0.34,0.92,66.07,1.28,106.65,22-Sep-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
22-Sep-2019 - 00:00,19.78,2.89,11.34,13.36,14.38,0.45,53.55,32.68,64.75,0.66,1.25,0.67,1.56,75.73,1.62,97.31,23-Sep-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
23-Sep-2019 - 00:00,17.98,2.94,10.43,13.47,10.31,0.5,51.91,35.19,62.35,0.82,1.3,0.59,1.62,74.12,0.98,67.21,24-Sep-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
24-Sep-2019 - 00:00,16.11,2.61,9.19,12.25,11.88,0.39,57.42,35.51,68.57,0.49,1.22,0.43,1.27,69.18,1.36,95.4,25-Sep-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
25-Sep-2019 - 00:00,19.86,7.76,15.31,18.71,16.57,0.45,56.31,41.0,68.88,0.76,0.9,0.36,0.91,71.05,1.42,90.23,26-Sep-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
26-Sep-2019 - 00:00,21.45,3.21,12.46,19.13,13.98,0.43,57.96,30.78,56.9,0.73,1.32,0.99,3.09,73.55,1.06,75.38,27-Sep-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
27-Sep-2019 - 00:00,20.76,3.01,11.93,19.61,13.14,0.37,53.18,29.0,57.16,0.87,1.3,0.74,2.58,71.44,1.26,81.6,28-Sep-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
28-Sep-2019 - 00:00,19.93,3.7,11.94,19.69,17.24,0.34,44.26,29.63,54.13,0.65,0.78,0.54,1.42,72.47,1.24,96.43,29-Sep-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
29-Sep-2019 - 00:00,19.53,3.93,12.19,17.84,9.17,0.31,17.34,25.67,48.81,0.4,1.06,0.45,1.46,81.55,1.01,73.44,30-Sep-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
30-Sep-2019 - 00:00,22.43,3.77,13.5,18.76,8.12,0.42,15.4,34.03,55.77,3.21,1.16,0.43,1.58,81.36,0.83,184.87,01-Oct-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
01-Oct-2019 - 00:00,22.19,3.77,13.44,21.34,11.62,0.38,13.25,39.74,67.1,1.54,1.18,0.65,1.91,74.34,1.24,141.29,02-Oct-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
02-Oct-2019 - 00:00,21.63,3.73,13.12,18.81,10.35,0.39,11.83,41.9,74.41,1.36,1.16,0.72,1.85,74.5,1.09,96.11,03-Oct-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
03-Oct-2019 - 00:00,23.35,3.75,14.29,18.65,14.67,0.56,10.39,60.96,99.66,1.14,1.23,0.53,1.79,70.49,0.92,158.31,04-Oct-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
04-Oct-2019 - 00:00,22.65,3.66,13.47,17.46,5.27,0.31,22.0,35.46,70.88,0.54,0.79,0.08,0.35,71.23,1.51,288.62,05-Oct-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
05-Oct-2019 - 00:00,20.49,3.47,12.42,21.44,11.52,0.52,74.97,43.98,68.33,,,0.0,0.0,61.5,0.99,294.69,06-Oct-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
06-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,07-Oct-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
07-Oct-2019 - 00:00,17.51,3.95,10.7,18.92,8.4,0.38,56.09,57.08,151.93,,,0.0,0.0,61.05,1.23,290.49,08-Oct-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
08-Oct-2019 - 00:00,15.87,3.9,10.25,19.67,10.77,0.55,59.44,41.26,102.98,,,0.0,0.0,62.04,0.85,233.41,09-Oct-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
09-Oct-2019 - 00:00,17.73,3.63,11.0,15.19,9.13,0.55,69.51,60.19,124.95,,,0.0,0.0,56.44,0.92,181.65,10-Oct-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
10-Oct-2019 - 00:00,16.36,3.7,10.34,15.22,11.39,0.69,52.28,69.43,125.07,3.09,87.03,2.05,3.74,63.82,0.8,278.07,11-Oct-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
11-Oct-2019 - 00:00,17.03,3.54,10.57,14.18,9.15,0.78,53.78,84.04,142.84,3.83,88.16,1.44,5.01,62.96,0.64,188.45,12-Oct-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
12-Oct-2019 - 00:00,15.84,3.5,9.92,10.23,9.45,0.75,51.91,73.92,134.61,4.63,37.8,0.99,3.2,61.82,0.63,134.17,13-Oct-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
13-Oct-2019 - 00:00,18.81,3.72,11.64,7.97,8.91,0.76,39.18,56.94,137.52,,,0.0,0.0,61.3,0.62,175.55,14-Oct-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
14-Oct-2019 - 00:00,22.14,3.74,13.39,8.85,9.61,0.88,37.25,56.38,153.79,,,0.0,0.0,58.33,0.63,153.26,15-Oct-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
15-Oct-2019 - 00:00,22.78,3.78,13.76,8.94,9.54,0.88,25.91,54.53,164.9,,,0.0,0.0,54.68,0.84,100.55,16-Oct-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
16-Oct-2019 - 00:00,22.6,3.71,13.61,8.04,8.31,0.89,19.15,56.28,168.36,,,0.0,0.0,54.26,1.04,103.34,17-Oct-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
17-Oct-2019 - 00:00,21.64,3.29,13.25,16.2,8.15,0.92,31.15,85.46,181.7,,,0.0,0.0,62.69,1.16,85.6,18-Oct-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
18-Oct-2019 - 00:00,18.14,2.73,11.81,28.42,6.46,0.77,21.8,55.41,134.53,,,0.0,0.0,55.45,1.76,117.01,19-Oct-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
19-Oct-2019 - 00:00,18.82,3.18,12.54,33.75,6.52,0.68,18.82,34.77,90.96,,,,,66.65,0.83,236.85,20-Oct-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
20-Oct-2019 - 00:00,17.87,2.94,11.84,29.15,8.75,0.82,19.41,46.27,110.25,,,,,59.78,0.9,279.52,21-Oct-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
21-Oct-2019 - 00:00,18.21,2.8,11.91,23.5,7.03,0.79,18.83,51.84,127.82,,,,,56.57,0.96,288.75,22-Oct-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
22-Oct-2019 - 00:00,18.42,2.75,11.98,28.37,9.76,0.65,15.61,64.03,143.75,,,0.0,0.0,51.56,1.03,272.64,23-Oct-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
23-Oct-2019 - 00:00,20.14,2.96,13.05,44.89,7.26,0.92,9.97,50.41,162.0,,,,,50.11,0.7,185.11,24-Oct-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
24-Oct-2019 - 00:00,22.49,3.2,14.47,49.0,6.97,0.97,4.02,55.35,170.62,,,,,52.61,0.73,112.79,25-Oct-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
25-Oct-2019 - 00:00,25.06,2.98,15.66,48.97,11.67,1.01,14.11,104.49,181.92,5.23,18.26,3.55,5.4,58.47,0.73,76.36,26-Oct-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
26-Oct-2019 - 00:00,27.5,4.09,17.55,51.34,13.95,1.0,22.96,141.58,217.56,5.17,45.84,3.98,5.99,51.74,0.74,157.83,27-Oct-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
27-Oct-2019 - 00:00,29.32,4.14,18.3,62.34,5.99,1.19,29.96,164.17,214.49,8.64,42.39,2.36,5.72,54.57,0.83,267.67,28-Oct-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
28-Oct-2019 - 00:00,30.01,4.8,19.21,79.29,5.46,1.27,20.11,194.49,260.41,8.58,0.81,3.01,8.43,56.06,0.58,197.43,29-Oct-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
29-Oct-2019 - 00:00,37.81,4.53,23.06,67.33,9.79,1.66,31.84,230.42,322.93,6.92,0.56,0.38,1.0,58.8,0.5,181.87,30-Oct-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
30-Oct-2019 - 00:00,28.35,6.13,19.7,66.41,10.13,1.32,74.95,175.74,264.16,,,,,50.16,0.53,219.39,31-Oct-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
31-Oct-2019 - 00:00,35.35,9.97,26.14,77.87,10.4,1.62,79.98,230.84,288.21,,,,,54.58,0.52,194.11,01-Nov-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
01-Nov-2019 - 00:00,27.5,4.1,17.33,76.83,6.48,1.64,76.44,320.63,369.82,,,,,61.01,0.89,151.45,02-Nov-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
02-Nov-2019 - 00:00,29.28,3.97,18.16,67.35,9.31,2.12,61.69,410.45,518.8,,,,,77.18,0.77,230.56,03-Nov-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
03-Nov-2019 - 00:00,24.74,3.7,15.57,65.01,10.69,1.33,63.72,235.08,301.44,,,,,71.38,0.71,266.38,04-Nov-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
04-Nov-2019 - 00:00,24.55,3.22,15.08,56.88,6.47,1.09,68.87,195.29,274.84,3.42,0.16,1.06,3.76,61.66,1.04,272.69,05-Nov-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
05-Nov-2019 - 00:00,26.08,3.83,16.31,54.47,10.13,0.86,69.75,101.29,196.79,4.36,0.25,1.4,4.51,52.89,1.13,255.58,06-Nov-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
06-Nov-2019 - 00:00,30.53,3.6,18.5,42.67,9.79,0.77,86.01,81.75,160.45,5.13,0.31,1.73,5.41,45.8,0.94,138.36,07-Nov-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
07-Nov-2019 - 00:00,26.04,3.14,15.8,45.18,13.78,0.71,65.92,95.12,143.6,4.15,0.26,1.31,3.57,74.11,1.15,92.31,08-Nov-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
08-Nov-2019 - 00:00,25.63,3.14,15.57,53.89,8.75,0.71,55.56,98.14,139.17,4.71,0.32,1.35,3.71,70.87,1.03,245.95,09-Nov-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
09-Nov-2019 - 00:00,22.39,2.98,13.77,54.8,14.85,0.79,64.0,86.11,124.13,3.48,0.24,1.13,3.76,62.32,1.2,287.77,10-Nov-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
10-Nov-2019 - 00:00,24.8,3.09,15.11,36.7,14.49,0.68,56.55,93.15,149.86,3.82,0.25,1.04,3.23,51.1,0.71,292.54,11-Nov-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
11-Nov-2019 - 00:00,27.56,2.88,16.38,24.33,14.13,0.9,64.38,162.96,237.2,5.28,0.28,1.21,3.7,51.29,0.6,272.02,12-Nov-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
12-Nov-2019 - 00:00,31.06,2.81,18.13,25.24,8.29,1.59,66.05,333.28,402.89,8.91,0.52,1.49,4.41,59.38,0.5,278.26,13-Nov-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
13-Nov-2019 - 00:00,31.45,2.86,18.4,26.25,11.62,1.71,66.43,354.02,411.33,9.93,0.47,1.89,5.09,63.84,0.59,261.0,14-Nov-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
14-Nov-2019 - 00:00,35.87,3.43,21.17,23.71,9.97,1.51,57.75,238.14,288.38,9.32,0.42,2.95,6.69,64.25,0.87,240.2,15-Nov-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
15-Nov-2019 - 00:00,27.19,2.92,16.22,16.87,12.75,1.16,61.68,165.47,209.04,7.19,0.32,1.81,4.84,63.15,1.11,283.99,16-Nov-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
16-Nov-2019 - 00:00,21.92,2.79,13.37,14.28,14.2,0.82,58.06,135.13,180.56,4.08,0.22,0.88,2.68,68.67,1.56,279.63,17-Nov-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
17-Nov-2019 - 00:00,19.06,2.71,11.81,13.07,5.82,0.68,57.9,71.75,98.91,3.42,0.25,0.9,2.59,66.02,2.05,273.72,18-Nov-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
18-Nov-2019 - 00:00,23.12,2.82,14.02,17.62,12.26,0.55,57.34,57.19,99.31,3.18,0.21,0.95,2.82,65.67,1.39,268.53,19-Nov-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
19-Nov-2019 - 00:00,30.17,5.75,20.05,21.75,9.45,0.74,43.61,78.73,139.33,4.28,0.33,1.55,4.45,58.78,0.76,250.36,20-Nov-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
20-Nov-2019 - 00:00,42.33,4.5,25.41,23.27,12.9,1.14,74.09,111.62,168.38,6.43,0.44,2.27,5.7,53.85,0.56,211.58,21-Nov-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
21-Nov-2019 - 00:00,42.23,3.76,24.75,18.04,26.39,1.08,82.23,154.28,213.22,7.67,0.37,2.02,4.42,54.8,0.58,124.47,22-Nov-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
22-Nov-2019 - 00:00,36.41,3.61,21.59,16.17,17.86,1.14,90.06,169.76,255.62,7.73,0.35,2.93,5.18,56.05,0.79,212.2,23-Nov-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
23-Nov-2019 - 00:00,27.53,3.16,16.6,15.58,16.66,0.72,74.34,92.92,147.38,4.89,0.21,1.52,3.67,59.44,1.1,279.44,24-Nov-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
24-Nov-2019 - 00:00,26.14,2.86,15.36,16.02,12.28,0.96,78.23,128.29,186.86,5.57,0.29,1.35,3.49,66.7,1.04,273.12,25-Nov-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
25-Nov-2019 - 00:00,30.6,2.96,18.04,15.62,10.89,0.86,80.98,97.94,166.37,6.17,0.44,1.99,5.21,60.44,0.59,209.01,26-Nov-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
26-Nov-2019 - 00:00,25.18,2.52,14.8,16.8,10.12,0.86,95.33,91.03,150.06,5.44,0.37,1.81,4.18,53.76,1.23,133.09,27-Nov-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
27-Nov-2019 - 00:00,22.24,3.04,13.73,14.9,15.6,0.46,86.14,37.95,49.04,2.82,0.17,0.8,2.12,64.59,1.12,123.37,28-Nov-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
28-Nov-2019 - 00:00,16.43,2.25,9.91,11.63,12.32,0.53,89.98,31.64,46.06,2.46,0.16,0.58,1.41,85.56,1.01,106.28,29-Nov-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
29-Nov-2019 - 00:00,23.92,3.57,15.04,11.68,20.82,0.61,75.64,50.7,76.19,3.88,0.21,0.92,2.68,86.02,0.84,197.28,30-Nov-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
30-Nov-2019 - 00:00,27.15,3.26,16.44,14.34,12.95,0.65,68.58,64.77,92.05,4.18,0.16,0.83,2.37,86.48,0.92,265.44,01-Dec-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
01-Dec-2019 - 00:00,32.92,8.33,23.51,10.62,13.56,0.68,71.11,76.62,124.17,4.51,0.2,1.02,2.89,72.88,0.78,255.46,02-Dec-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
02-Dec-2019 - 00:00,40.82,5.17,24.81,13.17,15.74,0.83,68.6,83.14,149.22,5.62,0.24,1.4,4.29,65.11,1.01,261.25,03-Dec-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
03-Dec-2019 - 00:00,37.55,5.05,23.34,12.77,17.06,0.77,72.32,80.26,149.14,5.46,0.24,1.39,4.4,55.57,1.16,253.62,04-Dec-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
04-Dec-2019 - 00:00,40.31,9.23,28.13,14.04,19.33,0.88,70.33,88.94,157.87,6.5,0.39,1.9,5.64,54.06,0.69,228.7,05-Dec-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
05-Dec-2019 - 00:00,49.61,10.2,33.43,16.82,15.72,1.34,84.32,186.75,284.31,10.25,0.55,3.09,7.41,70.14,0.57,191.13,06-Dec-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
06-Dec-2019 - 00:00,49.1,5.71,29.89,22.68,17.42,1.29,70.42,201.13,264.34,9.58,0.52,1.88,4.7,82.02,0.65,278.72,07-Dec-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
07-Dec-2019 - 00:00,40.24,4.36,24.19,13.86,11.12,1.0,76.24,151.77,203.98,6.97,0.24,1.75,4.71,74.97,0.68,283.49,08-Dec-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
08-Dec-2019 - 00:00,42.58,5.15,25.62,13.43,9.28,0.89,65.71,148.76,188.26,7.03,0.23,1.43,3.89,78.49,0.38,271.74,09-Dec-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
09-Dec-2019 - 00:00,57.32,9.67,37.17,25.38,25.3,1.52,69.78,128.79,190.97,6.68,0.36,2.68,5.7,68.03,0.4,243.64,10-Dec-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
10-Dec-2019 - 00:00,53.62,7.69,33.86,18.4,16.58,1.18,95.13,149.5,213.71,9.05,0.4,3.23,7.79,67.61,0.48,203.08,11-Dec-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
11-Dec-2019 - 00:00,50.29,4.3,29.4,14.84,12.55,1.59,84.85,207.19,276.87,9.51,0.46,4.63,6.44,75.61,0.75,98.37,12-Dec-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
12-Dec-2019 - 00:00,42.91,3.45,24.86,16.22,23.97,1.17,84.54,220.81,289.04,10.23,0.54,4.15,5.7,84.67,1.29,93.02,13-Dec-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
13-Dec-2019 - 00:00,27.89,3.3,16.89,20.69,9.91,0.67,73.38,81.62,95.11,5.59,0.23,1.82,3.55,95.03,1.38,190.77,14-Dec-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
14-Dec-2019 - 00:00,38.12,6.43,24.75,30.73,49.34,1.74,48.69,60.01,81.5,5.38,0.32,1.3,2.69,89.72,0.59,185.68,15-Dec-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
15-Dec-2019 - 00:00,20.87,3.24,13.15,9.57,3.24,0.62,57.81,83.99,103.21,4.41,0.84,1.63,2.73,98.51,1.24,270.43,16-Dec-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
16-Dec-2019 - 00:00,16.81,3.56,11.28,10.2,10.64,0.56,72.23,53.68,71.71,3.59,0.09,0.71,1.8,94.41,1.54,272.58,17-Dec-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
17-Dec-2019 - 00:00,25.63,8.8,20.13,9.78,13.01,0.61,127.4,83.59,114.21,4.01,0.16,1.13,3.09,89.49,1.08,263.36,18-Dec-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
18-Dec-2019 - 00:00,34.85,12.8,28.18,10.25,14.79,0.89,127.36,89.53,135.41,4.86,0.14,0.52,1.52,94.48,0.77,209.68,19-Dec-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
19-Dec-2019 - 00:00,39.74,15.06,32.51,11.39,14.48,1.15,108.83,138.06,192.81,11.03,0.48,1.83,3.88,99.07,0.65,140.84,20-Dec-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
20-Dec-2019 - 00:00,34.04,6.16,22.4,15.05,16.5,1.12,93.91,169.8,237.25,11.22,0.27,2.17,4.9,99.12,0.52,172.61,21-Dec-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
21-Dec-2019 - 00:00,27.54,4.67,17.83,14.4,14.93,0.97,72.69,121.37,158.13,6.67,0.13,1.11,2.4,96.68,0.91,286.66,22-Dec-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
22-Dec-2019 - 00:00,23.36,3.04,14.32,12.45,6.66,0.91,76.55,86.45,108.94,6.33,0.14,0.91,2.11,98.51,1.06,275.65,23-Dec-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
23-Dec-2019 - 00:00,29.01,6.46,20.01,11.52,14.36,0.96,75.68,113.57,146.83,5.99,0.1,0.64,1.58,97.76,0.93,214.81,24-Dec-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
24-Dec-2019 - 00:00,35.15,5.66,22.64,12.14,12.83,1.0,68.9,150.13,192.92,4.73,0.12,0.64,1.14,98.27,0.8,149.87,25-Dec-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
25-Dec-2019 - 00:00,27.0,7.81,20.05,10.51,5.0,0.9,51.31,108.17,144.52,3.42,0.07,0.43,0.86,98.72,1.03,278.95,26-Dec-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
26-Dec-2019 - 00:00,35.03,5.52,22.4,12.58,21.15,1.08,50.02,150.24,199.81,3.4,0.06,0.24,0.53,94.69,0.77,230.59,27-Dec-2019 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
