from date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Toluene,MP-Xylene,Eth-Benzene,WS,WD,AT,RH,RF,SR,BP,VWS,O Xylene,SO2,to date,station
13-Apr-2019 - 00:00,24.04,70.88,9.22,10.21,17.3,5.61,,,0.74,1.95,0.8,0.03,0.71,182.58,32.04,49.39,0.0,248.79,753.01,5.0,1.71,6.64,14-Apr-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
14-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,15-Apr-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
15-Apr-2019 - 00:00,15.13,44.41,9.03,11.34,20.38,5.99,,,0.86,1.56,0.45,0.25,0.69,161.13,29.76,79.4,0.0,189.14,753.83,5.0,2.04,7.72,16-Apr-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
16-Apr-2019 - 00:00,24.37,71.42,13.43,12.06,25.48,6.6,,,0.78,1.82,0.88,0.06,0.44,152.81,36.22,46.31,0.0,294.92,752.6,5.0,1.72,6.77,17-Apr-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
17-Apr-2019 - 00:00,26.16,66.49,17.74,10.5,27.45,5.35,,,0.74,1.82,0.73,0.03,0.53,141.06,33.94,58.62,0.0,185.65,752.83,5.0,1.69,6.86,18-Apr-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
18-Apr-2019 - 00:00,16.83,49.4,11.35,11.52,22.75,4.93,,,0.95,1.85,0.82,0.05,0.39,180.83,34.5,61.52,0.0,207.38,752.58,5.0,1.97,5.86,19-Apr-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
19-Apr-2019 - 00:00,11.78,36.22,11.37,10.91,22.29,4.33,,,0.68,2.08,0.8,0.04,0.48,175.25,34.95,58.87,0.0,180.84,752.06,5.0,1.65,5.71,20-Apr-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
20-Apr-2019 - 00:00,9.42,30.79,16.89,11.96,28.85,5.36,,,0.54,2.07,0.92,0.04,0.38,171.83,30.94,75.97,0.0,29.76,751.72,5.0,1.52,7.61,21-Apr-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
21-Apr-2019 - 00:00,12.79,40.67,9.81,13.74,23.53,4.0,,,0.88,1.89,0.74,0.09,0.55,132.97,35.51,56.56,0.0,190.22,750.27,5.0,1.78,7.31,22-Apr-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
22-Apr-2019 - 00:00,19.56,57.79,9.38,10.91,20.29,4.83,,,0.86,1.73,1.02,0.08,0.73,187.57,35.13,47.72,0.0,183.75,750.62,5.0,1.72,7.83,23-Apr-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
23-Apr-2019 - 00:00,16.98,51.82,13.67,11.87,25.52,4.83,,,0.89,1.69,0.8,0.04,0.57,152.12,34.86,56.31,0.0,218.01,751.7,5.0,1.87,5.96,24-Apr-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
24-Apr-2019 - 00:00,27.4,72.39,8.02,13.94,19.78,5.8,,,1.03,1.59,0.93,0.07,0.59,121.75,36.68,51.95,0.0,399.26,753.81,5.0,1.93,8.51,25-Apr-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
25-Apr-2019 - 00:00,22.03,68.64,16.51,12.84,29.35,8.61,,,1.25,1.85,0.55,0.05,0.81,135.59,40.78,37.57,0.0,138.01,750.6,5.0,2.15,6.9,26-Apr-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
26-Apr-2019 - 00:00,24.96,62.28,10.15,12.0,20.7,5.41,,,0.49,2.07,0.71,0.01,0.47,157.54,33.63,65.49,0.0,249.76,751.7,5.0,1.47,4.16,27-Apr-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
27-Apr-2019 - 00:00,19.84,47.67,14.41,14.42,25.86,5.37,,,0.84,1.51,1.18,0.0,0.48,183.79,31.45,74.01,0.0,27.61,751.42,5.0,1.67,4.69,28-Apr-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
28-Apr-2019 - 00:00,15.11,48.18,,13.13,22.6,8.38,,,0.85,1.55,1.25,0.0,0.55,178.37,31.2,76.97,0.0,64.13,751.08,5.0,1.55,3.9,29-Apr-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
29-Apr-2019 - 00:00,16.93,49.43,6.94,13.86,18.65,5.67,,,0.75,1.75,0.85,0.04,0.46,142.8,38.74,47.13,0.0,245.46,750.59,5.0,1.74,6.83,30-Apr-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
30-Apr-2019 - 00:00,20.39,50.02,6.35,14.77,21.1,5.33,,,1.0,1.87,0.73,0.06,0.52,220.08,36.93,55.65,0.0,212.41,749.49,5.0,1.9,6.2,01-May-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
01-May-2019 - 00:00,28.81,67.64,7.65,12.89,20.54,5.52,,,0.81,1.75,0.88,0.03,0.76,189.46,36.98,47.0,0.0,165.91,747.87,5.0,1.83,6.01,02-May-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
02-May-2019 - 00:00,26.88,67.04,10.79,13.51,24.3,4.34,,,0.72,2.09,0.69,0.0,0.7,150.53,32.3,61.61,0.0,96.62,747.04,5.0,1.94,5.09,03-May-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
03-May-2019 - 00:00,38.12,79.25,7.95,10.59,18.27,5.32,,,1.06,1.9,0.88,0.02,0.68,187.3,38.4,42.65,0.0,149.23,747.67,5.0,1.59,5.9,04-May-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
04-May-2019 - 00:00,30.97,78.94,12.59,15.37,27.54,6.81,,,0.9,1.8,0.66,0.01,0.78,163.54,39.34,41.79,0.0,251.25,749.98,5.0,1.8,4.35,05-May-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
05-May-2019 - 00:00,33.23,77.48,9.68,11.91,20.79,6.46,,,0.47,2.2,1.2,0.0,0.73,209.63,47.75,14.47,0.0,392.93,750.61,5.0,1.68,8.67,06-May-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
06-May-2019 - 00:00,46.6,76.0,3.9,14.42,13.3,6.17,,,0.62,2.14,0.87,0.06,0.42,195.51,38.72,51.16,0.0,324.64,750.89,5.0,1.66,7.5,07-May-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
07-May-2019 - 00:00,33.04,77.96,13.39,12.86,26.25,3.75,,,1.14,1.76,1.04,0.03,0.29,220.41,33.94,72.2,0.0,121.54,750.79,5.0,1.61,5.49,08-May-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
08-May-2019 - 00:00,46.75,77.12,9.48,12.31,21.79,4.44,,,0.74,1.95,0.9,0.09,0.55,205.92,38.14,47.43,0.0,144.28,750.03,5.0,1.74,6.28,09-May-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
09-May-2019 - 00:00,33.41,76.83,12.46,14.08,26.55,4.34,,,1.04,1.68,0.71,0.01,0.46,209.04,34.75,64.27,0.0,125.47,749.72,5.0,1.73,6.11,10-May-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
10-May-2019 - 00:00,42.09,77.02,12.18,15.33,26.91,4.69,,,1.31,1.98,0.92,0.03,0.59,226.04,38.28,55.97,0.0,223.37,749.97,5.0,1.74,5.63,11-May-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
11-May-2019 - 00:00,31.56,74.36,73.13,23.11,82.52,7.78,,,1.98,1.8,0.78,0.04,0.55,171.79,37.56,59.22,0.0,213.5,751.43,5.0,1.96,5.98,12-May-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
12-May-2019 - 00:00,37.43,82.78,11.06,13.99,23.45,6.07,,,1.77,1.96,0.96,0.05,0.58,194.9,37.0,56.08,0.0,221.98,751.26,5.0,1.79,5.71,13-May-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
13-May-2019 - 00:00,20.88,55.28,6.96,13.17,20.12,2.7,,,2.25,1.75,0.65,0.0,0.42,278.82,32.1,78.32,0.0,28.66,750.93,5.0,1.45,5.37,14-May-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
14-May-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,15-May-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
15-May-2019 - 00:00,40.1,81.83,8.59,12.6,16.5,5.48,,,1.69,1.98,0.93,0.07,0.5,225.37,38.8,50.82,0.0,220.59,751.18,5.0,1.81,7.97,16-May-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
16-May-2019 - 00:00,23.93,66.43,13.12,11.73,20.88,3.96,,,1.89,1.57,0.77,0.06,0.65,226.39,33.88,66.6,0.0,216.9,752.69,5.0,1.76,5.66,17-May-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
17-May-2019 - 00:00,32.23,77.87,7.42,12.28,19.69,4.32,,,1.75,1.79,0.75,0.05,0.52,155.73,39.17,49.0,0.0,241.62,751.57,5.0,1.94,6.48,18-May-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
18-May-2019 - 00:00,20.5,56.25,10.41,12.31,23.5,2.41,,,2.02,1.65,0.98,0.05,0.76,147.49,33.01,72.53,0.0,129.24,751.46,5.0,1.78,5.92,19-May-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
19-May-2019 - 00:00,32.0,67.42,7.45,13.14,20.06,3.85,,,1.75,2.0,0.66,0.01,0.55,163.05,35.18,63.96,0.0,251.84,750.54,5.0,1.83,6.36,20-May-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
20-May-2019 - 00:00,8.0,67.24,10.39,8.35,18.74,3.98,,,1.56,1.81,1.04,0.0,0.38,267.66,32.41,68.32,0.0,0.02,751.74,5.0,1.85,5.28,21-May-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
21-May-2019 - 00:00,13.06,53.5,10.88,10.73,21.61,4.16,,,1.72,1.6,1.06,0.02,0.33,209.08,32.5,70.06,0.0,134.91,751.4,5.0,1.67,5.85,22-May-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
22-May-2019 - 00:00,12.0,65.11,6.09,11.05,17.11,6.09,,,2.22,1.86,,0.14,0.5,124.43,34.97,61.46,0.0,262.89,751.67,5.0,1.46,10.56,23-May-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
23-May-2019 - 00:00,23.93,74.4,7.84,9.37,15.71,4.58,,,1.79,1.96,0.0,0.0,0.49,212.8,38.39,48.72,0.0,241.85,750.35,5.0,1.75,6.64,24-May-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
24-May-2019 - 00:00,29.01,74.53,10.17,10.45,20.62,4.83,,,1.85,1.75,0.0,0.07,0.44,226.82,35.88,60.77,0.0,20.62,749.48,5.0,1.78,6.34,25-May-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
25-May-2019 - 00:00,26.74,59.52,8.26,11.05,19.31,4.23,,,1.75,1.48,0.0,0.01,0.44,170.44,33.71,72.3,0.0,105.37,749.66,5.0,2.12,7.31,26-May-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
26-May-2019 - 00:00,36.53,76.57,11.69,9.34,20.57,4.12,,,1.94,1.75,0.0,0.05,0.57,179.65,39.42,55.3,0.0,191.87,747.56,5.0,1.7,5.96,27-May-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
27-May-2019 - 00:00,40.48,63.6,6.92,11.51,18.43,3.76,,,2.25,1.85,0.0,0.0,0.45,247.32,34.14,73.33,0.0,97.27,748.58,5.0,1.45,7.85,28-May-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
28-May-2019 - 00:00,23.42,59.5,12.73,6.9,19.63,2.42,,,2.25,1.65,0.0,0.15,0.64,142.62,36.11,60.39,0.0,242.65,749.63,5.0,1.85,7.9,29-May-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
29-May-2019 - 00:00,49.72,77.3,18.8,11.37,30.17,4.25,,,1.74,2.04,0.0,0.02,0.51,151.5,39.57,51.49,0.0,228.19,747.71,5.0,1.95,6.86,30-May-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
30-May-2019 - 00:00,37.51,71.8,20.81,11.36,29.58,5.12,,,1.72,1.86,0.0,0.03,0.74,265.26,33.56,60.39,0.0,235.22,748.09,5.0,1.74,6.26,31-May-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
31-May-2019 - 00:00,44.11,79.58,7.91,10.04,17.34,4.86,,,1.8,1.85,0.0,0.05,0.49,197.92,36.72,61.46,0.0,196.59,748.5,5.0,1.88,7.74,01-Jun-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
01-Jun-2019 - 00:00,48.5,74.09,12.68,9.95,22.61,4.39,,,1.66,1.81,0.0,0.06,0.55,247.66,37.01,62.59,0.0,150.68,748.63,5.0,1.99,6.3,02-Jun-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
02-Jun-2019 - 00:00,48.35,73.15,11.55,8.77,19.66,4.1,,,1.73,1.94,0.0,0.05,0.46,134.82,38.47,57.84,0.0,198.13,748.15,5.0,1.77,7.97,03-Jun-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
03-Jun-2019 - 00:00,37.97,42.09,11.36,9.03,20.4,4.45,,,1.7,1.88,0.0,0.04,0.63,190.77,35.11,63.52,0.0,203.82,749.18,5.0,1.84,7.36,04-Jun-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
04-Jun-2019 - 00:00,30.04,,9.17,10.05,19.23,2.58,,,2.19,1.57,0.0,0.02,0.75,163.6,31.48,77.17,0.0,25.0,748.79,5.0,1.64,5.57,05-Jun-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
05-Jun-2019 - 00:00,25.93,76.78,22.82,11.2,34.02,4.5,,,2.25,1.45,0.0,0.0,0.59,231.19,44.96,34.53,0.0,442.88,747.79,5.0,1.45,5.17,06-Jun-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
06-Jun-2019 - 00:00,17.04,56.89,5.31,10.39,15.7,4.82,,,1.89,1.87,0.0,0.06,0.35,164.75,35.07,65.52,0.0,215.82,749.11,5.0,1.79,7.13,07-Jun-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
07-Jun-2019 - 00:00,17.01,56.48,8.55,19.06,19.91,14.1,,,1.75,2.14,0.0,0.02,0.79,221.75,33.22,61.78,0.0,110.23,749.19,5.0,1.58,6.13,08-Jun-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
08-Jun-2019 - 00:00,33.98,74.76,13.58,11.4,22.58,3.33,,,1.8,1.73,0.0,0.08,0.69,232.19,41.2,45.58,0.0,229.91,748.2,5.0,1.72,7.38,09-Jun-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
09-Jun-2019 - 00:00,22.52,65.76,18.29,11.3,27.66,3.27,,,1.68,1.66,0.0,0.04,0.59,163.04,40.03,47.44,0.0,229.61,747.61,5.0,1.6,7.44,10-Jun-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
10-Jun-2019 - 00:00,18.64,61.09,35.79,14.5,50.28,8.71,,,2.01,1.81,0.0,0.05,0.8,203.68,37.47,51.16,0.0,157.58,747.68,5.0,1.83,7.72,11-Jun-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
11-Jun-2019 - 00:00,9.96,44.12,2.19,7.63,9.82,7.19,,,2.25,1.75,0.0,0.0,0.47,272.02,32.73,75.13,0.0,39.23,747.86,5.0,1.65,5.33,12-Jun-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
12-Jun-2019 - 00:00,11.56,57.76,135.58,32.75,168.32,19.55,,,1.95,1.55,0.0,0.25,0.54,203.85,35.1,57.34,0.0,0.04,748.0,5.0,1.65,5.86,13-Jun-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
13-Jun-2019 - 00:00,19.6,48.42,32.88,73.25,51.27,73.12,,,2.14,1.74,0.0,0.13,8.66,163.26,39.0,46.57,0.0,0.01,748.24,5.0,1.9,12.24,14-Jun-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
14-Jun-2019 - 00:00,23.17,35.74,200.17,77.66,207.93,72.42,,,1.96,2.04,0.0,0.03,5.79,166.35,39.13,43.33,0.0,166.79,748.3,5.0,1.76,12.7,15-Jun-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
15-Jun-2019 - 00:00,27.84,53.54,64.39,30.95,82.21,25.36,,,1.79,2.01,0.0,0.03,3.22,180.85,40.32,39.52,0.0,299.67,748.02,5.0,1.63,9.51,16-Jun-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
16-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,17-Jun-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
17-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,18-Jun-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
18-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,19-Jun-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
19-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,20-Jun-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
20-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,21-Jun-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
21-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,22-Jun-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
22-Jun-2019 - 00:00,30.05,79.67,8.11,11.02,19.13,6.99,,,1.05,2.25,0.0,0.0,0.69,174.47,33.98,58.39,0.0,0.02,748.58,5.0,1.75,7.39,23-Jun-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
23-Jun-2019 - 00:00,24.37,58.84,8.11,11.02,19.14,6.99,,,1.05,2.25,0.0,0.0,0.71,185.46,31.1,65.63,0.0,12.42,747.86,5.0,1.75,7.37,24-Jun-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
24-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,25-Jun-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
25-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,26-Jun-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
26-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,27-Jun-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
27-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,28-Jun-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
28-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,29-Jun-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
29-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,30-Jun-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
30-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,01-Jul-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
01-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,5.0,,,02-Jul-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
02-Jul-2019 - 00:00,34.01,48.52,8.66,15.35,24.01,10.91,,,0.45,2.25,0.0,0.0,2.84,160.46,33.96,56.14,0.0,41.16,745.72,5.0,1.45,13.86,03-Jul-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
03-Jul-2019 - 00:00,,,,,,,,,,,,,1.5,147.19,33.19,55.3,0.0,191.34,746.44,5.0,,,04-Jul-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
04-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,05-Jul-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
05-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,06-Jul-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
06-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,07-Jul-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
07-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,08-Jul-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
08-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,09-Jul-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
09-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,10-Jul-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
10-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,11-Jul-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
11-Jul-2019 - 00:00,30.33,53.09,5.66,5.28,12.02,4.92,,,0.45,2.25,0.0,0.0,0.94,166.87,36.46,53.2,0.0,140.79,748.84,5.0,1.45,9.71,12-Jul-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
12-Jul-2019 - 00:00,17.81,49.79,5.1,1.55,6.64,1.76,,,0.45,2.25,0.0,0.0,0.77,193.23,34.71,57.75,0.0,180.76,750.46,5.0,1.45,9.47,13-Jul-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
13-Jul-2019 - 00:00,16.8,44.8,4.82,1.71,6.53,1.64,,,,,,,0.69,161.57,35.46,54.51,0.0,192.13,751.13,5.0,,9.32,14-Jul-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
14-Jul-2019 - 00:00,11.64,,4.88,1.69,6.54,1.68,,,,,,,0.64,180.08,30.2,75.22,0.0,166.06,750.64,5.0,,9.34,15-Jul-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
15-Jul-2019 - 00:00,15.45,,4.92,1.65,6.57,1.68,,,,,,,0.73,149.22,28.25,80.7,0.0,75.42,749.56,5.0,,9.37,16-Jul-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
16-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,17-Jul-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
17-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,,,18-Jul-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
18-Jul-2019 - 00:00,27.76,67.59,5.64,1.38,6.8,2.03,1.38,6.56,0.45,2.25,0.0,0.0,0.89,226.98,31.54,71.59,0.0,91.81,747.13,5.0,1.45,9.7,19-Jul-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
19-Jul-2019 - 00:00,28.34,62.62,5.34,1.42,6.7,1.88,0.68,6.53,0.94,1.27,0.0,0.9,0.67,215.67,31.41,70.65,0.0,58.15,747.01,5.0,1.94,9.61,20-Jul-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
20-Jul-2019 - 00:00,11.55,32.63,4.96,1.63,6.59,1.7,0.41,6.51,1.45,0.25,0.0,1.85,0.76,156.28,29.66,76.76,0.06,99.56,747.44,5.0,2.45,9.44,21-Jul-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
21-Jul-2019 - 00:00,23.48,57.21,4.83,1.71,6.53,1.65,0.56,6.48,1.45,0.25,0.0,1.85,0.24,219.97,30.73,78.94,0.0,0.01,749.2,5.0,2.45,9.41,22-Jul-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
22-Jul-2019 - 00:00,19.97,53.68,5.02,1.59,6.61,1.72,0.32,6.51,1.45,0.25,0.0,1.85,0.62,210.59,32.49,68.4,0.0,166.48,748.17,5.0,2.45,9.51,23-Jul-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
23-Jul-2019 - 00:00,17.26,43.25,4.97,1.62,6.59,1.7,0.31,6.5,1.45,0.25,0.0,1.85,0.72,184.05,29.42,79.15,0.0,57.82,748.7,5.0,2.45,9.43,24-Jul-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
24-Jul-2019 - 00:00,12.97,35.12,5.26,1.45,6.71,1.81,0.31,6.48,1.45,0.25,0.0,1.85,0.71,150.64,33.29,64.74,0.0,219.03,748.81,5.0,2.45,9.51,25-Jul-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
25-Jul-2019 - 00:00,15.25,39.2,5.13,1.52,6.66,1.77,0.5,6.49,1.45,0.25,1.44,1.85,0.83,147.71,31.89,70.69,0.0,121.52,749.3,5.0,2.45,9.45,26-Jul-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
26-Jul-2019 - 00:00,9.96,28.86,5.22,1.47,6.69,1.8,0.41,6.48,1.33,1.04,0.0,1.85,1.05,190.07,27.53,81.55,0.0,57.49,749.62,5.0,2.45,9.56,27-Jul-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
27-Jul-2019 - 00:00,14.05,41.4,5.2,1.48,6.68,1.79,0.33,6.48,1.27,1.77,0.0,1.85,1.29,156.69,28.75,72.94,0.0,88.15,749.17,5.0,2.45,9.48,28-Jul-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
28-Jul-2019 - 00:00,14.5,42.58,5.05,1.57,6.62,1.73,0.32,6.45,1.7,2.2,0.0,1.85,1.6,163.39,28.51,76.15,0.0,60.05,749.26,5.0,2.45,9.41,29-Jul-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
29-Jul-2019 - 00:00,10.63,39.2,4.96,1.63,6.59,1.7,0.34,6.47,1.82,2.32,0.0,1.85,1.85,140.58,30.1,66.01,0.0,70.44,749.36,5.0,2.45,9.39,30-Jul-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
30-Jul-2019 - 00:00,8.45,34.41,5.14,1.52,6.66,1.77,0.29,6.46,1.87,1.83,0.12,0.91,1.81,149.83,31.71,60.49,0.0,124.85,748.61,5.0,1.6,9.61,31-Jul-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
31-Jul-2019 - 00:00,10.1,38.93,5.01,1.6,6.61,1.72,0.48,6.53,3.04,2.64,0.2,0.35,2.93,174.1,32.72,58.14,0.0,198.78,747.88,5.0,1.05,9.39,01-Aug-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
01-Aug-2019 - 00:00,11.02,30.29,4.92,1.65,6.57,1.68,0.19,6.5,1.6,1.5,0.2,0.35,2.32,154.94,28.07,79.68,0.0,85.92,748.84,5.0,1.24,9.39,02-Aug-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
02-Aug-2019 - 00:00,7.42,24.06,5.29,1.43,6.72,1.82,0.18,6.5,0.5,0.7,0.2,0.35,1.86,148.14,27.01,80.07,0.0,37.9,750.02,5.0,1.45,9.51,03-Aug-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
03-Aug-2019 - 00:00,7.01,29.1,5.21,1.48,6.69,1.79,0.31,6.5,0.5,0.7,0.2,0.35,2.84,146.55,30.12,66.19,0.0,130.35,750.05,5.0,1.45,9.42,04-Aug-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
04-Aug-2019 - 00:00,5.21,23.04,5.13,1.53,6.66,1.76,0.33,6.46,0.5,0.7,0.2,0.35,3.29,143.2,31.69,60.64,0.0,161.0,749.37,5.0,1.45,9.35,05-Aug-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
05-Aug-2019 - 00:00,4.22,20.58,5.05,1.57,6.62,1.73,0.28,6.49,0.5,0.7,0.2,0.35,3.28,149.55,31.39,62.87,0.0,146.82,747.84,5.0,1.45,9.39,06-Aug-2019 - 00:00,"PWD Grounds, Vijayawada - APPCB"
