from date,NO2,NO,NOx,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,AT,WS,WD,RH,BP,RF,SR,to date,station
26-Nov-2019 - 00:00,80.23,2.43,44.03,53.3,25.34,1.02,30.2,106.32,216.75,0.45,4.16,23.77,1.46,76.38,47.03,742.0,0.0,40.31,27-Nov-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
27-Nov-2019 - 00:00,60.03,2.37,33.42,43.92,21.21,0.84,37.88,69.78,140.98,0.3,4.14,21.82,1.97,83.51,52.77,742.0,0.0,38.38,28-Nov-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
28-Nov-2019 - 00:00,39.39,2.1,22.51,32.88,14.83,0.51,32.75,27.34,61.68,0.11,0.63,18.79,2.88,88.24,60.18,742.0,0.03,32.68,29-Nov-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
29-Nov-2019 - 00:00,74.15,2.88,40.75,40.01,29.78,1.04,25.79,68.09,120.89,0.39,4.05,18.71,1.7,49.96,62.54,742.0,0.0,55.05,30-Nov-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
30-Nov-2019 - 00:00,85.79,2.49,47.55,60.2,17.61,0.98,42.72,112.15,172.9,0.44,4.59,19.06,2.32,43.3,60.86,742.0,0.0,52.92,01-Dec-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
01-Dec-2019 - 00:00,96.48,3.22,53.39,57.19,13.86,1.27,36.44,130.56,198.04,0.42,3.17,17.49,1.74,34.56,56.43,742.0,0.0,55.64,02-Dec-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
02-Dec-2019 - 00:00,104.49,3.55,57.7,55.67,12.38,1.51,35.55,149.67,248.19,0.54,3.45,16.65,1.76,51.64,53.62,742.0,0.0,54.9,03-Dec-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
03-Dec-2019 - 00:00,107.34,2.66,58.72,54.85,15.06,1.3,36.38,133.34,238.03,0.52,3.53,17.03,1.78,38.16,48.45,742.0,0.0,55.97,04-Dec-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
04-Dec-2019 - 00:00,126.54,4.15,69.9,65.36,22.37,1.99,38.97,184.05,317.44,0.63,7.38,16.23,0.99,37.67,50.71,742.14,0.0,49.61,05-Dec-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
05-Dec-2019 - 00:00,141.5,4.8,76.85,93.94,39.12,2.44,39.05,327.73,477.53,0.95,13.44,15.89,0.77,54.25,55.71,742.31,0.0,48.84,06-Dec-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
06-Dec-2019 - 00:00,119.42,4.68,66.33,95.02,24.63,2.55,52.86,290.49,411.42,0.85,11.9,16.93,0.91,46.69,61.0,742.27,0.0,53.74,07-Dec-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
07-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,08-Dec-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
08-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,09-Dec-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
09-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,10-Dec-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
10-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,11-Dec-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
11-Dec-2019 - 00:00,119.81,5.08,66.34,74.13,13.83,2.23,46.72,228.25,376.17,0.58,3.08,19.15,0.89,116.6,51.58,742.0,0.0,41.75,12-Dec-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
12-Dec-2019 - 00:00,85.78,2.49,47.14,75.96,9.59,1.83,40.86,276.62,397.92,0.56,2.7,16.87,3.07,107.29,58.76,741.73,0.29,29.15,13-Dec-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
13-Dec-2019 - 00:00,51.52,2.28,28.95,47.51,10.09,1.65,28.54,79.12,100.88,0.27,2.08,15.46,2.48,94.67,71.75,741.68,0.24,26.28,14-Dec-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
14-Dec-2019 - 00:00,64.33,5.4,36.97,34.82,9.03,1.45,21.89,69.42,123.88,0.32,3.04,14.78,0.97,72.58,66.29,742.2,0.0,43.59,15-Dec-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
15-Dec-2019 - 00:00,79.05,2.38,43.77,39.7,10.04,1.17,37.79,109.25,163.17,0.4,3.54,14.84,1.51,38.98,65.07,742.09,0.0,49.64,16-Dec-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
16-Dec-2019 - 00:00,61.04,2.36,34.3,43.3,4.67,1.11,12.19,104.83,145.71,0.34,1.98,11.63,2.92,47.06,69.53,742.0,0.0,19.28,17-Dec-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
17-Dec-2019 - 00:00,57.38,2.3,32.0,62.01,6.98,1.2,15.37,106.21,155.58,0.31,2.57,11.06,2.28,54.89,66.02,742.16,0.0,25.82,18-Dec-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
18-Dec-2019 - 00:00,76.06,3.09,42.45,69.13,8.71,1.67,25.31,164.04,246.25,0.4,2.36,11.75,1.04,59.97,64.16,742.12,0.0,49.86,19-Dec-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
19-Dec-2019 - 00:00,57.38,2.49,32.03,61.97,6.46,2.54,9.31,180.08,243.0,0.6,2.5,8.04,0.93,102.14,76.76,742.0,0.0,22.15,20-Dec-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
20-Dec-2019 - 00:00,98.05,3.46,54.24,82.28,10.71,,23.88,361.04,489.5,0.95,6.89,11.17,1.01,90.59,73.85,742.0,0.0,33.86,21-Dec-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
21-Dec-2019 - 00:00,101.13,2.94,55.66,106.38,10.67,1.97,15.26,309.42,440.62,0.9,6.27,13.04,1.67,62.23,71.22,742.0,0.0,36.51,22-Dec-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
22-Dec-2019 - 00:00,63.8,2.5,35.89,92.85,8.91,1.29,18.5,167.71,240.3,0.44,3.15,11.5,3.39,52.69,70.92,742.0,0.0,48.32,23-Dec-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
23-Dec-2019 - 00:00,75.02,2.73,41.7,76.89,6.41,1.65,19.09,214.25,302.42,0.52,3.06,10.19,2.04,55.34,68.6,742.0,0.0,44.5,24-Dec-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
24-Dec-2019 - 00:00,46.05,2.42,26.37,68.2,6.91,1.76,19.84,252.88,380.21,0.59,3.78,10.38,1.57,71.09,67.3,742.04,0.0,45.56,25-Dec-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
25-Dec-2019 - 00:00,,,,,6.03,1.44,25.42,213.42,325.08,0.56,5.11,8.66,2.79,54.91,69.43,742.0,0.0,44.11,26-Dec-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
26-Dec-2019 - 00:00,,,,,5.3,1.43,13.8,217.17,325.25,0.44,3.24,7.96,1.94,61.78,67.4,742.0,0.0,36.72,27-Dec-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
27-Dec-2019 - 00:00,,,,,7.32,1.72,17.38,256.79,401.58,0.56,3.59,7.21,1.09,64.81,67.85,742.0,0.0,40.78,28-Dec-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
28-Dec-2019 - 00:00,90.38,3.18,50.37,85.68,3.88,2.2,6.77,345.25,518.67,0.81,6.19,6.84,1.03,59.21,71.89,742.0,0.0,35.72,29-Dec-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
29-Dec-2019 - 00:00,69.52,2.41,38.91,74.93,9.34,1.78,12.6,313.17,470.08,0.59,3.78,8.0,1.14,86.8,67.29,742.02,0.0,43.98,30-Dec-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
30-Dec-2019 - 00:00,59.2,2.24,33.22,70.05,5.29,2.24,6.78,265.67,353.04,0.81,4.09,4.53,1.82,123.18,79.08,742.0,0.0,14.27,31-Dec-2019 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
31-Dec-2019 - 00:00,43.05,3.15,25.5,66.2,4.05,1.56,7.3,162.0,211.0,0.5,1.65,4.4,2.35,119.5,75.0,742.0,0.0,7.0,01-Jan-2020 - 00:00,"Knowledge Park - III, Greater Noida - UPPCB"
