from date,PM10,SO2,NOx,CO,WD,Temp,RH,SR,to date,station
14-Dec-2019 - 00:00,40.56,45.36,33.73,1.66,159.72,26.3,85.17,31.97,15-Dec-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
15-Dec-2019 - 00:00,40.56,41.79,33.05,2.31,159.65,20.71,79.53,31.28,16-Dec-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
16-Dec-2019 - 00:00,,,,,,,,,17-Dec-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
17-Dec-2019 - 00:00,,,,,,,,,18-Dec-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
18-Dec-2019 - 00:00,,,,,,,,,19-Dec-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
19-Dec-2019 - 00:00,,,,,,,,,20-Dec-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
20-Dec-2019 - 00:00,,,,,,,,,21-Dec-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
21-Dec-2019 - 00:00,,,,,,,,,22-Dec-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
22-Dec-2019 - 00:00,,,,,,,,,23-Dec-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
23-Dec-2019 - 00:00,,,,,,,,,24-Dec-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
24-Dec-2019 - 00:00,,,,,,,,,25-Dec-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
25-Dec-2019 - 00:00,,,,,,,,,26-Dec-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
26-Dec-2019 - 00:00,,,,,,,,,27-Dec-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
27-Dec-2019 - 00:00,40.56,45.99,33.85,1.77,158.98,27.29,86.16,32.09,28-Dec-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
28-Dec-2019 - 00:00,40.56,44.87,33.64,1.88,143.73,25.52,84.39,31.88,29-Dec-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
29-Dec-2019 - 00:00,40.56,44.91,33.65,1.89,143.87,25.59,84.46,31.89,30-Dec-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
30-Dec-2019 - 00:00,40.56,44.16,33.5,1.75,143.24,24.4,83.27,31.74,31-Dec-2019 - 00:00,"Airoli, Navi Mumbai - MPCB"
31-Dec-2019 - 00:00,40.56,42.53,33.19,1.59,146.28,21.82,80.69,31.42,01-Jan-2020 - 00:00,"Airoli, Navi Mumbai - MPCB"
