from date,O Xylene,WD,RH,SR,NO,NO2,NOx,Ozone,Temp,CO,WS,RF,PM10,PM2.5,NH3,SO2,Benzene,Toluene,Eth-Benzene,MP-Xylene,to date,station
11-Dec-2019 - 00:00,,150.57,70.09,37.62,81.96,163.5,151.73,41.76,18.87,3.92,0.54,0.0,504.46,353.05,,7.77,12.89,,,12.3,12-Dec-2019 - 00:00,"DTU, Delhi - CPCB"
12-Dec-2019 - 00:00,,130.68,65.78,29.59,26.84,91.77,70.28,60.04,19.98,2.32,0.56,0.15,413.11,303.06,26.33,9.41,11.75,,,8.09,13-Dec-2019 - 00:00,"DTU, Delhi - CPCB"
13-Dec-2019 - 00:00,,193.4,78.15,25.75,17.98,53.5,42.84,35.93,18.96,1.17,0.53,0.08,117.95,99.97,42.06,4.02,5.98,,,4.35,14-Dec-2019 - 00:00,"DTU, Delhi - CPCB"
14-Dec-2019 - 00:00,,153.04,77.59,39.26,17.23,51.19,41.0,26.77,17.76,1.14,0.57,0.0,123.2,92.7,36.03,3.96,4.74,,,4.12,15-Dec-2019 - 00:00,"DTU, Delhi - CPCB"
15-Dec-2019 - 00:00,,274.44,75.9,48.07,18.69,50.93,42.05,26.29,18.09,1.0,0.56,0.0,152.24,111.59,35.82,4.68,4.51,,,4.29,16-Dec-2019 - 00:00,"DTU, Delhi - CPCB"
16-Dec-2019 - 00:00,,310.26,80.85,17.01,13.91,39.79,32.29,27.35,15.94,0.93,0.56,0.0,128.89,95.91,36.87,3.36,3.72,,,3.65,17-Dec-2019 - 00:00,"DTU, Delhi - CPCB"
17-Dec-2019 - 00:00,,261.43,75.69,22.46,22.68,48.46,43.92,32.13,15.73,1.3,0.49,0.0,166.45,124.88,34.01,2.75,3.48,,,3.23,18-Dec-2019 - 00:00,"DTU, Delhi - CPCB"
18-Dec-2019 - 00:00,,224.08,73.96,44.6,18.95,58.76,46.42,42.86,16.15,1.57,0.54,0.0,224.36,164.58,30.06,3.48,5.02,,,3.28,19-Dec-2019 - 00:00,"DTU, Delhi - CPCB"
19-Dec-2019 - 00:00,,141.46,82.33,39.07,65.0,122.23,117.01,22.97,14.92,3.43,0.62,0.0,421.93,314.07,18.46,7.63,10.11,,,4.99,20-Dec-2019 - 00:00,"DTU, Delhi - CPCB"
20-Dec-2019 - 00:00,,248.45,81.67,36.18,32.14,91.47,74.35,18.75,16.18,2.98,0.46,0.0,456.55,344.24,24.66,6.21,13.64,,,4.67,21-Dec-2019 - 00:00,"DTU, Delhi - CPCB"
21-Dec-2019 - 00:00,,240.51,81.28,33.42,22.38,61.99,50.12,15.67,16.84,1.94,0.51,0.0,306.18,230.42,33.06,5.08,10.34,,,3.95,22-Dec-2019 - 00:00,"DTU, Delhi - CPCB"
22-Dec-2019 - 00:00,,272.33,84.37,24.75,17.79,49.02,40.3,20.48,15.36,1.47,0.5,0.0,193.78,152.85,33.23,3.66,7.04,,,2.35,23-Dec-2019 - 00:00,"DTU, Delhi - CPCB"
23-Dec-2019 - 00:00,,252.84,81.43,28.77,19.84,47.29,41.02,22.92,14.32,1.62,0.51,0.0,221.67,164.27,34.85,3.0,6.0,,,1.69,24-Dec-2019 - 00:00,"DTU, Delhi - CPCB"
24-Dec-2019 - 00:00,,130.06,80.09,34.55,29.59,74.64,63.37,27.35,14.66,2.43,0.58,0.0,376.08,271.87,22.37,4.45,8.11,,,0.99,25-Dec-2019 - 00:00,"DTU, Delhi - CPCB"
25-Dec-2019 - 00:00,,290.18,81.84,30.84,17.08,47.28,38.81,21.16,13.78,1.3,0.49,0.0,231.24,161.97,38.73,3.82,7.19,,,1.01,26-Dec-2019 - 00:00,"DTU, Delhi - CPCB"
26-Dec-2019 - 00:00,,239.66,77.62,32.39,33.86,80.26,69.77,29.8,13.6,1.44,0.53,0.0,279.58,186.85,66.46,6.02,5.75,,,2.39,27-Dec-2019 - 00:00,"DTU, Delhi - CPCB"
27-Dec-2019 - 00:00,,165.92,76.29,38.41,44.51,100.85,89.25,28.84,13.44,1.74,0.52,0.0,373.25,250.26,54.2,6.21,5.62,,,2.24,28-Dec-2019 - 00:00,"DTU, Delhi - CPCB"
28-Dec-2019 - 00:00,,194.52,82.55,30.2,40.26,78.27,73.84,28.0,9.08,2.33,0.57,0.0,352.46,252.43,24.1,5.65,7.74,,,0.38,29-Dec-2019 - 00:00,"DTU, Delhi - CPCB"
29-Dec-2019 - 00:00,,116.59,77.67,41.03,22.49,69.35,54.83,33.06,8.3,2.32,0.49,0.0,425.83,299.71,29.24,6.08,8.29,,,1.43,30-Dec-2019 - 00:00,"DTU, Delhi - CPCB"
30-Dec-2019 - 00:00,,137.49,87.56,16.3,48.27,104.62,94.27,10.42,6.49,3.04,0.6,0.0,442.88,333.18,17.84,8.9,13.33,,,0.91,31-Dec-2019 - 00:00,"DTU, Delhi - CPCB"
31-Dec-2019 - 00:00,,129.78,82.75,8.49,31.8,82.0,69.05,8.25,6.69,1.54,0.37,0.0,430.0,325.89,25.1,12.15,12.27,,,0.52,01-Jan-2020 - 00:00,"DTU, Delhi - CPCB"
