from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene,AT,RH,WS,WD,SR,RF,to date,station
19-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,20-Jul-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
20-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,21-Jul-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
21-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,22-Jul-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
22-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,23-Jul-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
23-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,24-Jul-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
24-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,25-Jul-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
25-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,26-Jul-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
26-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,27-Jul-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
27-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,28-Jul-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
28-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,29-Jul-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
29-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,30-Jul-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
30-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,31-Jul-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
31-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,01-Aug-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
01-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,02-Aug-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
02-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,03-Aug-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
03-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,04-Aug-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
04-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,05-Aug-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
05-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,06-Aug-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
06-Aug-2019 - 00:00,,43.85,7.44,10.29,3.85,0.93,24.41,0.44,38.84,0.38,0.12,0.79,1.94,0.94,29.59,76.99,1.74,136.05,591.08,0.0,07-Aug-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
07-Aug-2019 - 00:00,,57.36,4.93,10.82,6.72,0.89,4.87,0.84,25.08,3.11,1.05,6.7,17.41,9.34,29.83,74.82,0.73,166.74,290.42,0.0,08-Aug-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
08-Aug-2019 - 00:00,,60.41,4.12,16.94,20.6,1.37,3.83,0.41,35.43,3.59,1.15,7.7,20.04,10.42,29.88,75.58,0.64,196.16,260.34,0.0,09-Aug-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
09-Aug-2019 - 00:00,,43.19,6.7,14.75,19.32,1.32,3.27,0.86,20.5,3.33,0.88,5.63,14.55,7.29,26.77,85.9,0.68,197.43,168.36,0.06,10-Aug-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
10-Aug-2019 - 00:00,,52.21,3.91,11.32,10.61,0.91,2.53,0.48,19.27,2.95,0.83,6.08,15.31,8.34,28.99,77.53,1.03,131.01,311.18,0.0,11-Aug-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
11-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,12-Aug-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
12-Aug-2019 - 00:00,,61.99,4.15,8.24,7.84,0.73,4.35,0.27,39.45,2.68,0.58,3.93,9.59,5.15,32.24,69.97,1.61,312.83,848.72,0.0,13-Aug-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
13-Aug-2019 - 00:00,,57.97,3.89,9.27,11.91,0.82,6.96,0.44,29.02,2.46,0.65,4.42,10.99,5.84,29.43,79.03,1.51,239.02,323.02,0.0,14-Aug-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
14-Aug-2019 - 00:00,,35.68,5.21,9.77,14.97,0.9,5.23,0.54,34.52,2.28,0.83,5.77,14.44,7.84,28.55,78.83,0.91,152.63,220.78,0.0,15-Aug-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
15-Aug-2019 - 00:00,,56.32,4.83,12.61,13.55,1.06,1.85,0.71,15.77,3.0,0.83,5.82,14.88,7.63,28.31,86.85,0.79,141.54,183.25,0.0,16-Aug-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
16-Aug-2019 - 00:00,,46.39,4.45,14.87,16.9,1.26,2.49,0.45,19.16,2.86,0.79,6.42,16.24,8.05,27.17,86.65,0.8,112.0,206.25,0.02,17-Aug-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
17-Aug-2019 - 00:00,,30.76,4.57,15.1,18.5,1.23,2.42,0.6,13.98,2.34,0.64,5.34,13.28,6.76,25.53,93.39,1.03,133.51,110.62,0.04,18-Aug-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
18-Aug-2019 - 00:00,,13.59,3.43,16.18,11.32,1.33,3.54,0.59,13.71,1.91,0.57,5.13,12.43,6.76,25.02,94.63,1.22,124.36,139.87,0.11,19-Aug-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
19-Aug-2019 - 00:00,,22.85,3.4,23.67,21.75,1.79,2.14,0.53,8.65,3.33,0.82,7.55,18.81,9.59,25.34,91.25,0.64,127.25,243.08,0.02,20-Aug-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
20-Aug-2019 - 00:00,,42.41,3.6,8.62,4.98,0.75,4.34,0.41,33.99,1.93,0.53,4.08,9.79,5.07,27.78,78.76,1.01,249.97,440.11,0.0,21-Aug-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
21-Aug-2019 - 00:00,,65.49,3.63,9.36,12.84,0.81,5.3,0.67,31.04,3.2,0.68,4.88,11.69,6.33,27.33,85.05,0.93,230.55,285.94,0.0,22-Aug-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
22-Aug-2019 - 00:00,,87.73,5.48,13.32,18.93,1.12,6.08,0.51,31.31,4.51,0.85,5.99,15.01,7.52,27.52,79.35,0.63,141.59,373.65,0.0,23-Aug-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
23-Aug-2019 - 00:00,,82.11,5.51,10.24,15.26,0.96,9.48,0.84,25.38,3.92,0.83,5.07,12.4,6.94,28.82,78.97,0.6,164.24,122.73,0.0,24-Aug-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
24-Aug-2019 - 00:00,,87.07,5.07,13.39,18.42,1.25,6.44,0.69,24.99,3.59,0.89,6.37,15.41,8.27,27.72,83.74,0.64,150.76,195.26,0.0,25-Aug-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
25-Aug-2019 - 00:00,,60.55,4.13,17.01,10.57,1.23,16.0,0.39,18.43,3.72,0.95,7.22,17.14,9.46,25.3,93.43,0.64,146.84,125.56,0.04,26-Aug-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
26-Aug-2019 - 00:00,,60.23,5.43,12.0,17.21,1.1,11.74,0.68,53.13,2.55,0.86,5.69,13.8,7.29,30.64,68.85,0.63,237.32,356.86,0.0,27-Aug-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
27-Aug-2019 - 00:00,,73.36,5.19,13.39,19.08,1.25,8.66,0.65,39.25,3.35,0.89,6.4,15.57,7.93,29.92,72.84,0.72,174.39,280.14,0.0,28-Aug-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
28-Aug-2019 - 00:00,,76.87,4.49,14.87,14.43,1.22,13.93,0.46,29.54,3.78,0.81,5.56,13.5,6.73,29.95,75.46,0.86,167.25,332.91,0.0,29-Aug-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
29-Aug-2019 - 00:00,2.48,65.11,10.14,16.77,27.01,1.67,5.75,0.88,15.34,5.91,0.95,6.81,16.61,7.73,29.42,78.68,0.59,130.16,311.02,0.0,30-Aug-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
30-Aug-2019 - 00:00,,85.42,4.74,8.86,13.64,0.96,11.08,0.52,23.39,3.92,0.88,5.82,13.67,7.53,30.52,76.05,0.8,283.61,330.34,0.0,31-Aug-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
31-Aug-2019 - 00:00,,98.02,4.22,11.75,16.04,1.12,3.37,0.58,8.16,3.87,0.86,6.56,15.36,8.51,28.08,86.64,0.49,136.42,178.47,0.0,01-Sep-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
01-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,02-Sep-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
02-Sep-2019 - 00:00,14.92,88.71,4.25,7.97,11.87,0.75,10.45,0.56,44.84,3.28,0.29,4.0,9.74,4.53,30.43,75.55,1.02,293.33,380.18,0.0,03-Sep-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
03-Sep-2019 - 00:00,28.3,95.88,4.77,10.2,15.02,0.96,9.01,0.8,29.69,3.53,0.04,3.87,10.96,4.77,29.57,79.64,0.71,198.86,228.12,0.0,04-Sep-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
04-Sep-2019 - 00:00,23.48,90.13,9.99,16.35,27.07,1.67,4.21,0.93,16.59,5.29,0.97,24.45,14.16,10.24,27.71,86.68,0.68,139.81,120.56,0.0,05-Sep-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
05-Sep-2019 - 00:00,,57.89,4.55,10.46,15.21,1.04,15.51,0.56,28.17,4.66,1.81,58.5,0.49,4.44,26.45,87.79,0.73,166.78,133.91,0.0,06-Sep-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
06-Sep-2019 - 00:00,,69.56,2.78,8.03,10.7,1.46,9.1,0.94,7.97,3.0,2.11,43.97,5.02,3.19,30.19,76.88,0.81,212.97,224.35,0.0,07-Sep-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
07-Sep-2019 - 00:00,0.0,91.81,3.75,10.36,14.12,1.73,10.69,0.78,16.49,17.42,1.98,49.47,2.46,8.26,28.86,82.26,0.73,129.6,183.6,0.0,08-Sep-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
08-Sep-2019 - 00:00,,60.73,2.72,7.99,3.45,1.48,8.05,0.46,23.19,8.45,1.91,4.47,0.69,0.0,28.03,81.92,0.71,141.77,158.66,0.0,09-Sep-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
09-Sep-2019 - 00:00,,92.13,2.75,6.68,9.23,1.12,9.47,0.71,36.75,5.34,2.3,1.39,0.5,3.38,30.27,76.14,0.87,248.38,284.45,0.0,10-Sep-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
10-Sep-2019 - 00:00,,97.85,2.78,7.82,10.59,1.37,8.66,0.76,33.34,4.55,2.15,1.41,0.5,4.52,29.64,77.15,0.67,164.94,210.95,0.0,11-Sep-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
11-Sep-2019 - 00:00,,123.35,3.01,7.76,10.81,1.32,8.56,0.74,35.21,6.15,2.35,1.29,0.48,5.55,30.15,78.9,0.82,170.43,212.58,0.0,12-Sep-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
12-Sep-2019 - 00:00,,123.13,3.93,7.29,11.28,1.54,6.09,0.69,29.4,6.54,2.18,1.34,0.47,5.0,29.54,82.76,0.91,141.6,178.55,0.0,13-Sep-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
13-Sep-2019 - 00:00,,61.62,5.38,8.32,10.71,1.07,7.73,0.5,26.14,8.49,2.03,1.25,0.43,4.08,29.14,79.26,0.9,170.43,194.46,0.0,14-Sep-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
14-Sep-2019 - 00:00,,67.31,4.53,8.89,10.91,1.08,7.41,0.61,23.91,4.97,1.9,1.27,0.43,4.05,28.52,79.5,0.83,142.0,209.15,0.0,15-Sep-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
15-Sep-2019 - 00:00,,74.48,2.53,7.27,9.79,1.22,10.08,0.56,30.97,3.91,1.87,1.35,0.46,4.06,28.56,78.99,0.81,186.63,201.73,0.0,16-Sep-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
16-Sep-2019 - 00:00,,105.24,2.41,6.49,8.37,1.07,10.01,0.54,37.36,3.81,1.92,1.38,0.47,4.21,27.8,79.18,0.85,214.13,244.62,0.0,17-Sep-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
17-Sep-2019 - 00:00,,122.36,2.81,6.9,9.67,1.18,10.61,0.66,40.9,4.83,2.13,1.36,0.43,4.13,28.15,72.3,0.77,158.7,218.86,0.0,18-Sep-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
18-Sep-2019 - 00:00,,114.69,4.54,5.83,10.35,1.23,11.81,0.64,45.55,4.61,2.05,1.28,0.43,3.89,27.89,72.9,0.82,155.26,178.31,0.0,19-Sep-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
19-Sep-2019 - 00:00,36.29,60.38,3.31,8.1,11.39,1.42,14.08,0.67,23.16,6.48,1.93,1.97,0.39,4.12,26.41,76.16,1.08,124.97,146.64,0.0,20-Sep-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
20-Sep-2019 - 00:00,41.22,68.73,4.15,10.5,12.61,4.05,9.91,0.54,29.14,4.37,2.03,1.46,0.37,4.04,27.1,70.59,0.69,183.95,244.7,0.0,21-Sep-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
21-Sep-2019 - 00:00,23.15,66.15,7.15,8.69,10.69,5.92,9.63,0.54,34.31,3.57,2.08,1.32,0.38,3.68,27.86,67.06,0.77,172.71,224.83,0.0,22-Sep-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
22-Sep-2019 - 00:00,29.59,63.63,5.71,10.18,11.18,5.96,8.69,0.55,21.27,3.98,1.71,1.31,0.4,4.0,26.51,71.26,0.75,127.67,200.19,0.0,23-Sep-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
23-Sep-2019 - 00:00,18.06,50.67,4.4,9.49,9.99,5.93,8.72,0.52,27.34,5.18,3.9,5.77,21.39,25.4,26.84,68.96,0.73,179.74,255.82,0.0,24-Sep-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
24-Sep-2019 - 00:00,35.66,91.62,4.3,10.0,10.25,5.89,8.6,0.66,37.94,4.92,2.53,1.49,0.78,4.85,27.33,74.24,0.66,175.45,173.43,0.0,25-Sep-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
25-Sep-2019 - 00:00,32.82,100.92,6.72,10.5,11.48,5.98,8.66,0.72,21.31,5.76,2.19,1.41,0.73,4.42,27.27,77.89,0.6,158.78,149.93,0.0,26-Sep-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
26-Sep-2019 - 00:00,22.18,72.93,5.9,14.72,11.45,6.42,12.19,0.8,16.88,4.76,1.79,1.28,0.71,4.01,26.33,85.76,0.65,122.56,161.48,0.14,27-Sep-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
27-Sep-2019 - 00:00,11.36,62.03,5.34,19.65,17.73,6.56,11.82,0.83,25.74,7.37,1.95,1.23,0.64,3.93,25.1,86.03,0.73,161.11,178.02,0.17,28-Sep-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
28-Sep-2019 - 00:00,17.39,54.36,5.03,17.37,16.73,6.48,13.62,0.55,31.86,4.75,1.64,1.35,0.73,4.2,25.0,84.66,0.83,148.79,161.81,0.03,29-Sep-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
29-Sep-2019 - 00:00,0.0,57.5,3.18,14.05,8.15,6.15,15.56,0.51,15.29,2.86,1.71,1.61,0.66,5.08,22.0,94.05,0.99,125.21,52.47,0.16,30-Sep-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
30-Sep-2019 - 00:00,,82.89,5.71,24.88,21.51,6.88,17.97,0.83,9.61,8.4,2.27,3.15,0.96,13.37,24.07,86.33,0.79,118.64,193.43,0.0,01-Oct-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
01-Oct-2019 - 00:00,24.66,47.64,5.34,26.6,23.9,7.21,15.82,0.83,12.92,5.93,1.89,2.29,0.79,7.03,24.49,84.74,0.49,140.55,175.33,0.02,02-Oct-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
02-Oct-2019 - 00:00,16.74,45.8,5.4,13.37,13.63,6.21,15.86,0.56,20.17,5.04,2.71,1.8,0.87,5.59,25.48,75.17,0.66,191.29,291.7,0.0,03-Oct-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
03-Oct-2019 - 00:00,30.13,72.05,8.16,9.91,12.45,6.18,16.47,0.69,19.61,6.87,2.43,1.84,0.92,5.97,24.84,76.82,0.7,193.27,211.64,0.0,04-Oct-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
04-Oct-2019 - 00:00,29.5,72.71,7.97,7.73,10.39,5.74,18.05,0.46,16.43,4.43,2.52,1.63,0.64,5.5,22.64,82.05,0.95,285.32,161.0,0.0,05-Oct-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
05-Oct-2019 - 00:00,26.53,80.23,4.68,9.45,10.4,5.92,15.29,0.44,17.18,4.4,2.25,1.4,0.68,4.71,22.96,80.28,0.99,291.16,233.48,0.0,06-Oct-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
06-Oct-2019 - 00:00,38.93,83.11,4.01,10.02,10.23,6.01,15.0,0.49,15.54,4.07,1.38,1.59,0.55,4.51,23.21,82.45,0.81,299.01,208.13,0.0,07-Oct-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
07-Oct-2019 - 00:00,53.11,113.18,5.0,8.65,9.59,5.98,11.26,0.51,17.26,4.94,0.65,1.69,0.34,2.48,23.68,81.25,1.16,280.59,158.79,0.0,08-Oct-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
08-Oct-2019 - 00:00,43.84,105.94,4.65,10.82,11.1,6.03,12.4,0.64,13.79,4.74,0.93,1.97,0.48,2.83,23.37,76.55,0.68,229.38,235.35,0.0,09-Oct-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
09-Oct-2019 - 00:00,53.82,120.8,5.8,16.59,16.39,6.5,13.63,0.84,16.91,6.07,1.07,2.17,0.56,3.23,23.67,75.15,0.75,141.58,211.11,0.0,10-Oct-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
10-Oct-2019 - 00:00,56.47,121.96,6.51,13.79,14.15,6.25,12.84,0.75,18.12,7.23,0.98,1.89,0.5,3.15,24.37,68.51,0.55,165.71,259.62,0.0,11-Oct-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
11-Oct-2019 - 00:00,50.46,105.95,6.49,14.32,14.83,6.31,10.52,0.74,11.52,5.33,0.87,1.77,0.45,3.06,23.45,73.21,0.6,171.89,214.5,0.0,12-Oct-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
12-Oct-2019 - 00:00,58.06,105.88,5.51,13.41,14.25,6.22,12.39,0.72,26.84,6.46,0.89,1.99,0.42,2.93,23.76,75.02,0.6,156.49,213.17,0.0,13-Oct-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
13-Oct-2019 - 00:00,58.84,114.79,4.21,15.63,14.7,6.2,11.56,0.71,20.39,6.04,0.96,2.01,0.43,2.92,23.83,75.85,0.6,200.48,217.06,0.0,14-Oct-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
14-Oct-2019 - 00:00,73.78,128.38,6.38,14.59,14.98,6.36,13.6,0.85,20.3,6.58,0.66,29.76,0.71,3.39,24.19,78.76,0.56,179.85,191.44,0.0,15-Oct-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
15-Oct-2019 - 00:00,74.35,135.68,6.39,16.54,16.69,6.48,12.29,0.95,15.3,6.7,0.55,46.15,1.15,5.03,24.16,75.61,0.79,100.22,195.35,0.0,16-Oct-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
16-Oct-2019 - 00:00,84.45,153.04,6.5,17.92,17.75,6.64,10.65,1.0,20.55,7.07,0.58,1.39,0.68,4.38,24.36,72.03,0.54,123.41,175.21,0.0,17-Oct-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
17-Oct-2019 - 00:00,79.2,130.4,7.8,16.17,17.16,6.86,10.29,0.85,22.62,6.82,0.54,1.32,0.66,4.38,24.32,68.57,0.64,103.87,175.21,0.0,18-Oct-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
18-Oct-2019 - 00:00,56.06,108.92,5.79,12.05,12.77,6.39,10.21,0.62,23.75,4.72,0.34,1.27,0.59,4.3,23.4,67.21,0.84,171.8,176.32,0.0,19-Oct-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
19-Oct-2019 - 00:00,50.05,110.85,5.46,13.74,13.95,6.46,11.69,0.61,18.43,5.0,0.4,3.81,0.6,4.18,23.18,66.63,0.67,206.52,199.56,0.0,20-Oct-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
20-Oct-2019 - 00:00,53.95,111.54,5.42,10.7,11.41,6.04,10.96,0.59,18.53,4.53,0.29,2.06,0.61,4.27,22.02,66.9,0.75,225.56,209.74,0.0,21-Oct-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
21-Oct-2019 - 00:00,53.9,117.21,5.21,11.51,11.95,6.15,10.48,0.54,18.95,4.72,0.3,3.63,0.53,3.71,21.12,66.28,0.76,245.07,213.03,0.0,22-Oct-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
22-Oct-2019 - 00:00,47.38,106.17,4.28,10.26,10.47,6.14,9.52,0.54,23.0,4.47,1.17,2.65,0.48,3.53,21.58,64.42,1.02,270.91,213.83,0.0,23-Oct-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
23-Oct-2019 - 00:00,47.63,108.93,6.07,19.77,18.87,6.87,10.59,0.76,16.18,5.68,2.46,3.05,0.54,3.62,21.47,66.13,0.62,149.28,200.67,0.0,24-Oct-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
24-Oct-2019 - 00:00,71.97,132.11,7.39,21.31,21.02,6.95,9.57,0.91,15.88,6.15,4.46,4.0,3.77,3.55,22.49,63.97,0.69,131.53,172.71,0.0,25-Oct-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
25-Oct-2019 - 00:00,93.4,160.16,7.63,16.74,17.48,6.58,10.11,0.99,17.35,3.32,8.61,1.02,2.87,2.5,22.51,67.15,0.6,122.84,152.36,0.0,26-Oct-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
26-Oct-2019 - 00:00,103.12,148.9,6.62,11.34,12.62,6.16,10.39,0.82,17.22,3.06,6.25,0.93,2.59,2.35,21.64,69.59,0.62,173.0,155.32,0.0,27-Oct-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
27-Oct-2019 - 00:00,133.11,190.39,16.73,12.92,14.57,12.11,9.71,0.74,17.46,3.05,5.88,0.79,2.3,2.29,20.88,73.98,0.59,167.84,173.52,0.0,28-Oct-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
28-Oct-2019 - 00:00,145.04,216.65,13.34,38.01,35.38,29.9,9.49,0.84,16.23,3.23,6.35,0.79,2.64,2.71,20.89,74.13,0.52,155.06,175.11,0.0,29-Oct-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
29-Oct-2019 - 00:00,109.33,185.0,18.91,37.09,43.43,42.48,8.96,1.31,14.06,3.48,8.48,0.93,2.81,2.73,21.8,73.7,0.53,139.93,149.93,0.0,30-Oct-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
30-Oct-2019 - 00:00,108.03,180.21,11.39,15.99,20.13,21.39,8.3,1.0,21.86,3.4,7.68,0.87,2.76,1.77,21.72,75.36,0.65,174.61,142.49,0.0,31-Oct-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
31-Oct-2019 - 00:00,109.36,169.67,9.14,8.18,12.92,11.26,8.92,0.98,24.64,3.32,6.73,0.85,2.7,1.59,21.98,73.63,0.7,185.67,158.83,0.0,01-Nov-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
01-Nov-2019 - 00:00,112.73,190.68,13.57,6.51,13.48,11.96,8.16,0.9,26.32,3.42,6.84,0.79,2.39,1.73,22.09,73.86,0.63,184.94,141.14,0.0,02-Nov-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
02-Nov-2019 - 00:00,123.12,188.51,11.34,14.25,18.33,18.84,9.29,1.02,14.04,4.3,7.5,0.84,2.78,1.78,20.72,79.67,0.48,163.63,106.25,0.0,03-Nov-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
03-Nov-2019 - 00:00,140.67,219.34,8.08,5.11,5.14,6.77,11.18,0.98,18.48,5.03,7.33,1.18,3.82,1.69,20.91,74.77,0.62,210.81,141.64,0.0,04-Nov-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
04-Nov-2019 - 00:00,108.75,162.03,6.3,4.59,7.77,4.24,9.62,0.66,16.64,4.4,5.93,1.04,3.15,2.06,20.57,74.12,0.88,258.53,172.2,0.0,05-Nov-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
05-Nov-2019 - 00:00,54.57,117.19,6.29,7.28,9.96,6.9,9.78,0.58,17.26,4.08,4.75,1.04,3.2,2.66,20.64,64.45,1.0,257.23,188.73,0.0,06-Nov-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
06-Nov-2019 - 00:00,57.88,123.48,7.81,16.07,13.8,17.85,11.69,1.02,9.66,3.89,7.46,1.16,3.28,2.93,20.74,60.6,0.53,117.52,173.46,0.0,07-Nov-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
07-Nov-2019 - 00:00,46.7,84.43,9.8,16.7,15.11,20.23,8.12,0.77,7.97,3.63,5.89,1.0,3.0,2.2,18.64,75.96,0.85,144.61,79.88,0.05,08-Nov-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
08-Nov-2019 - 00:00,45.53,68.15,8.83,39.35,36.84,7.63,9.4,0.74,9.32,3.34,4.57,0.88,2.82,2.04,18.61,82.48,0.57,201.56,145.92,0.02,09-Nov-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
09-Nov-2019 - 00:00,48.45,83.7,7.37,12.58,14.84,,10.85,0.62,10.69,3.86,4.1,0.94,2.31,2.05,19.08,70.52,0.64,229.46,186.06,0.0,10-Nov-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
10-Nov-2019 - 00:00,74.26,134.01,7.11,20.28,16.66,,12.45,0.87,9.61,4.03,6.46,1.23,3.68,2.02,17.45,78.89,0.43,170.99,160.41,0.0,11-Nov-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
11-Nov-2019 - 00:00,103.79,157.62,10.29,11.9,7.9,,9.31,0.82,13.17,18.71,4.88,4.34,10.73,10.92,16.85,80.94,0.56,218.38,130.52,0.0,12-Nov-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
12-Nov-2019 - 00:00,114.02,158.2,13.29,11.81,7.17,,10.77,0.8,11.25,64.7,3.35,4.5,2.39,8.74,17.17,84.16,0.57,214.47,159.34,0.0,13-Nov-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
