from date,PM10,PM2.5,NOx,NO2,NO,CO,CO2,Ozone,to date,station
23-Jun-2019 - 00:00,106.57,64.59,,116.8,0.0,0.7,,51.66,24-Jun-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
24-Jun-2019 - 00:00,75.01,29.07,,116.8,0.0,0.71,,42.02,25-Jun-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
25-Jun-2019 - 00:00,111.98,56.67,,116.8,0.0,0.78,,65.94,26-Jun-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
26-Jun-2019 - 00:00,132.88,76.14,67.62,80.45,18.06,0.75,,46.22,27-Jun-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
27-Jun-2019 - 00:00,226.11,76.9,47.09,48.54,13.55,0.63,,41.15,28-Jun-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
28-Jun-2019 - 00:00,233.97,67.74,47.42,48.26,14.2,0.59,,33.68,29-Jun-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
29-Jun-2019 - 00:00,267.14,70.77,48.52,48.02,15.5,0.55,,32.94,30-Jun-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
30-Jun-2019 - 00:00,285.35,75.62,50.02,48.07,16.95,0.65,,36.48,01-Jul-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
01-Jul-2019 - 00:00,218.43,64.64,50.3,48.04,17.26,0.63,,47.89,02-Jul-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
02-Jul-2019 - 00:00,274.98,94.4,54.86,36.26,67.77,0.74,,70.79,03-Jul-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
03-Jul-2019 - 00:00,109.69,48.7,,15.0,0.0,0.74,,42.43,04-Jul-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
04-Jul-2019 - 00:00,74.46,46.13,62.92,20.07,66.03,0.79,,28.12,05-Jul-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
05-Jul-2019 - 00:00,59.4,48.14,13.7,10.31,3.4,0.77,,23.4,06-Jul-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
06-Jul-2019 - 00:00,62.72,42.83,21.17,13.74,7.42,0.72,,37.42,07-Jul-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
07-Jul-2019 - 00:00,80.31,54.79,36.9,19.66,17.23,0.75,,39.44,08-Jul-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
08-Jul-2019 - 00:00,128.79,57.64,25.26,15.66,9.6,0.72,,41.19,09-Jul-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
09-Jul-2019 - 00:00,189.07,62.97,19.14,13.44,5.7,0.71,,28.91,10-Jul-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
10-Jul-2019 - 00:00,288.45,91.13,18.52,13.13,5.39,0.68,,29.3,11-Jul-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
11-Jul-2019 - 00:00,320.53,93.6,18.11,13.0,5.11,0.65,,30.28,12-Jul-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
12-Jul-2019 - 00:00,193.78,80.62,17.51,12.63,4.88,0.68,,25.09,13-Jul-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
13-Jul-2019 - 00:00,195.78,86.19,22.17,14.47,7.7,0.58,,29.4,14-Jul-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
14-Jul-2019 - 00:00,269.43,111.04,24.66,15.58,,0.46,,31.7,15-Jul-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
15-Jul-2019 - 00:00,162.33,47.91,42.43,22.6,20.05,0.39,,48.3,16-Jul-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
16-Jul-2019 - 00:00,86.62,49.43,17.25,13.1,4.15,0.63,,67.79,17-Jul-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
17-Jul-2019 - 00:00,69.97,32.16,18.99,14.44,4.56,0.61,,17.61,18-Jul-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
18-Jul-2019 - 00:00,49.53,33.86,19.54,14.05,5.49,0.57,,26.25,19-Jul-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
19-Jul-2019 - 00:00,124.91,93.68,55.29,26.05,29.24,0.66,,17.99,20-Jul-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
20-Jul-2019 - 00:00,72.02,55.61,72.97,35.13,,0.47,,38.82,21-Jul-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
21-Jul-2019 - 00:00,87.29,52.05,23.83,21.97,10.79,0.68,,58.94,22-Jul-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
22-Jul-2019 - 00:00,76.74,53.11,19.29,13.97,2.78,0.74,,65.09,23-Jul-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
23-Jul-2019 - 00:00,121.76,61.87,14.31,10.52,3.84,0.77,,86.01,24-Jul-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
24-Jul-2019 - 00:00,98.15,47.88,13.78,10.28,3.48,0.69,,81.06,25-Jul-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
25-Jul-2019 - 00:00,38.1,30.32,29.61,37.43,,0.6,,22.29,26-Jul-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
26-Jul-2019 - 00:00,24.87,22.7,27.95,19.34,975.12,0.89,,26.55,27-Jul-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
27-Jul-2019 - 00:00,36.23,25.61,16.83,9.57,7.55,0.77,,25.48,28-Jul-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
28-Jul-2019 - 00:00,38.07,21.26,13.91,8.64,5.64,0.68,,24.88,29-Jul-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
29-Jul-2019 - 00:00,50.79,22.54,11.89,7.98,4.49,0.68,,23.87,30-Jul-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
30-Jul-2019 - 00:00,68.96,30.04,11.22,7.8,3.99,0.7,,24.69,31-Jul-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
31-Jul-2019 - 00:00,64.95,29.56,8.64,6.82,2.64,0.68,,27.64,01-Aug-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
01-Aug-2019 - 00:00,68.22,37.75,10.65,7.44,3.46,0.69,,28.69,02-Aug-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
02-Aug-2019 - 00:00,82.29,37.15,9.63,7.29,2.84,0.78,,22.17,03-Aug-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
03-Aug-2019 - 00:00,68.71,37.92,15.27,9.94,5.39,0.75,,18.79,04-Aug-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
04-Aug-2019 - 00:00,73.13,59.52,28.64,19.75,92.61,0.69,,20.19,05-Aug-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
05-Aug-2019 - 00:00,43.16,86.76,22.47,12.86,9.67,0.84,,28.51,06-Aug-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
06-Aug-2019 - 00:00,50.19,30.36,13.38,9.62,3.76,0.69,,18.07,07-Aug-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
07-Aug-2019 - 00:00,61.82,23.9,13.81,9.81,4.0,0.75,,25.41,08-Aug-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
08-Aug-2019 - 00:00,71.08,23.62,13.96,9.85,4.11,0.64,,22.12,09-Aug-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
09-Aug-2019 - 00:00,54.4,55.15,15.95,20.14,30.54,0.5,,28.48,10-Aug-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
10-Aug-2019 - 00:00,50.65,46.25,24.06,23.18,69.86,0.37,,24.76,11-Aug-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
11-Aug-2019 - 00:00,36.57,23.17,12.66,9.1,3.56,0.53,,23.1,12-Aug-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
12-Aug-2019 - 00:00,64.39,25.05,12.97,9.37,3.6,0.57,,21.98,13-Aug-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
13-Aug-2019 - 00:00,60.0,25.93,13.5,9.94,3.56,0.56,,22.39,14-Aug-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
14-Aug-2019 - 00:00,52.58,33.05,13.77,10.26,3.51,0.64,,33.71,15-Aug-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
15-Aug-2019 - 00:00,56.25,24.56,13.62,10.11,3.51,0.67,,26.98,16-Aug-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
16-Aug-2019 - 00:00,37.99,15.17,12.78,9.34,3.45,0.53,,26.5,17-Aug-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
17-Aug-2019 - 00:00,39.17,35.26,23.23,23.41,52.69,0.5,,15.97,18-Aug-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
18-Aug-2019 - 00:00,,,,,,,,,19-Aug-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
19-Aug-2019 - 00:00,117.78,30.33,19.73,13.78,6.63,0.85,,32.68,20-Aug-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
20-Aug-2019 - 00:00,100.79,47.12,19.91,15.23,4.68,0.81,,26.75,21-Aug-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
21-Aug-2019 - 00:00,156.4,49.34,17.6,13.71,3.9,0.66,,28.8,22-Aug-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
22-Aug-2019 - 00:00,114.5,47.46,16.87,13.15,3.71,0.52,,25.33,23-Aug-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
23-Aug-2019 - 00:00,,,,,,,,,24-Aug-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
24-Aug-2019 - 00:00,,,,,,,,,25-Aug-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
25-Aug-2019 - 00:00,,,,,,,,,26-Aug-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
26-Aug-2019 - 00:00,,,,,,,,,27-Aug-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
27-Aug-2019 - 00:00,80.7,41.13,13.64,10.63,3.01,0.51,,36.0,28-Aug-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
28-Aug-2019 - 00:00,81.58,39.29,14.03,10.93,3.1,0.53,,31.03,29-Aug-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
29-Aug-2019 - 00:00,80.37,46.39,13.33,10.16,3.17,0.56,,28.44,30-Aug-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
30-Aug-2019 - 00:00,54.7,39.96,13.66,10.36,3.3,0.57,,23.53,31-Aug-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
31-Aug-2019 - 00:00,92.18,57.68,14.0,10.75,3.25,0.61,,33.79,01-Sep-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
01-Sep-2019 - 00:00,10.0,33.66,13.68,10.46,3.22,0.67,,24.9,02-Sep-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
02-Sep-2019 - 00:00,10.0,48.44,13.88,10.56,3.32,0.73,,30.18,03-Sep-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
03-Sep-2019 - 00:00,27.82,86.89,18.97,14.24,4.73,0.95,,34.22,04-Sep-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
04-Sep-2019 - 00:00,141.19,78.23,15.34,11.63,3.71,0.77,,28.92,05-Sep-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
05-Sep-2019 - 00:00,79.13,31.64,13.9,10.35,3.55,0.65,,21.67,06-Sep-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
06-Sep-2019 - 00:00,78.3,34.33,13.83,10.35,3.48,0.63,,23.13,07-Sep-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
07-Sep-2019 - 00:00,69.6,34.05,13.8,10.25,3.55,0.63,,19.89,08-Sep-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
08-Sep-2019 - 00:00,72.4,36.81,13.43,9.92,3.5,0.63,,34.34,09-Sep-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
09-Sep-2019 - 00:00,104.6,56.0,15.22,10.95,4.27,0.72,,31.22,10-Sep-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
10-Sep-2019 - 00:00,154.32,85.67,15.88,11.71,4.17,0.89,,57.32,11-Sep-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
11-Sep-2019 - 00:00,166.61,87.39,14.3,10.82,3.48,0.78,,38.11,12-Sep-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
12-Sep-2019 - 00:00,115.73,64.33,22.58,20.97,-20.89,1.53,,33.04,13-Sep-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
13-Sep-2019 - 00:00,79.62,37.84,36.6,23.03,14.51,2.78,,24.33,14-Sep-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
14-Sep-2019 - 00:00,66.25,32.3,6.86,8.29,0.0,2.79,,29.2,15-Sep-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
15-Sep-2019 - 00:00,60.62,33.56,6.41,8.06,0.0,2.82,,24.8,16-Sep-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
16-Sep-2019 - 00:00,105.96,55.06,27.02,15.06,12.21,3.29,,38.72,17-Sep-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
17-Sep-2019 - 00:00,122.16,62.9,14.78,9.46,5.31,3.22,,47.72,18-Sep-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
18-Sep-2019 - 00:00,83.07,37.11,12.61,7.84,4.76,3.04,,38.9,19-Sep-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
19-Sep-2019 - 00:00,56.59,23.52,12.66,7.94,4.72,2.98,,27.49,20-Sep-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
20-Sep-2019 - 00:00,75.64,36.82,14.16,8.77,5.39,3.05,,21.94,21-Sep-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
21-Sep-2019 - 00:00,92.28,37.62,24.31,12.79,15.39,2.96,,24.52,22-Sep-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
22-Sep-2019 - 00:00,31.9,10.82,17.16,9.5,7.69,3.29,,26.71,23-Sep-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
23-Sep-2019 - 00:00,65.9,29.2,13.51,9.05,4.46,3.05,,30.25,24-Sep-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
24-Sep-2019 - 00:00,72.53,36.27,13.71,8.51,5.21,3.05,,24.48,25-Sep-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
25-Sep-2019 - 00:00,84.26,39.18,17.68,10.73,6.95,2.97,,25.2,26-Sep-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
26-Sep-2019 - 00:00,90.07,33.31,27.91,12.06,15.85,1.73,,20.85,27-Sep-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
27-Sep-2019 - 00:00,44.8,14.78,37.41,14.22,23.19,1.03,,21.05,28-Sep-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
28-Sep-2019 - 00:00,51.32,20.58,42.45,16.29,26.17,0.91,,18.2,29-Sep-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
29-Sep-2019 - 00:00,42.47,16.17,44.05,16.87,27.18,0.75,,21.71,30-Sep-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
30-Sep-2019 - 00:00,63.87,28.76,46.86,18.29,28.57,0.78,,22.6,01-Oct-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
01-Oct-2019 - 00:00,72.49,36.14,52.76,20.45,32.3,0.78,,24.94,02-Oct-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
02-Oct-2019 - 00:00,92.46,43.16,71.22,27.74,48.2,0.79,,35.11,03-Oct-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
03-Oct-2019 - 00:00,57.96,23.32,69.23,29.45,52.15,0.93,,37.72,04-Oct-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
04-Oct-2019 - 00:00,131.07,42.51,54.33,22.53,31.77,1.81,,53.11,05-Oct-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
05-Oct-2019 - 00:00,50.38,27.78,57.0,37.58,63.41,1.53,,35.04,06-Oct-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
06-Oct-2019 - 00:00,71.3,43.03,68.55,36.86,59.25,1.64,,37.78,07-Oct-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
07-Oct-2019 - 00:00,91.95,38.1,43.95,20.04,23.91,1.52,,37.28,08-Oct-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
08-Oct-2019 - 00:00,65.49,25.25,22.6,16.06,6.55,0.7,,12.86,09-Oct-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
09-Oct-2019 - 00:00,,,,,,,,,10-Oct-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
10-Oct-2019 - 00:00,,,86.8,61.86,57.26,2.52,,63.27,11-Oct-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
11-Oct-2019 - 00:00,,,,,,,,,12-Oct-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
12-Oct-2019 - 00:00,159.3,63.32,43.31,24.79,17.05,3.84,,58.31,13-Oct-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
13-Oct-2019 - 00:00,190.19,101.41,30.78,20.14,10.64,3.9,,42.25,14-Oct-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
14-Oct-2019 - 00:00,210.47,116.59,29.72,19.29,10.43,3.76,,46.72,15-Oct-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
15-Oct-2019 - 00:00,210.21,118.22,28.19,18.45,13.67,3.65,,51.03,16-Oct-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
16-Oct-2019 - 00:00,259.55,155.42,18.36,14.06,4.3,3.34,,51.16,17-Oct-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
17-Oct-2019 - 00:00,212.9,121.51,15.8,11.58,4.22,3.13,,47.4,18-Oct-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
18-Oct-2019 - 00:00,188.13,98.74,15.32,11.09,4.23,2.94,,48.39,19-Oct-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
19-Oct-2019 - 00:00,178.26,89.65,29.37,22.91,6.45,3.18,,50.8,20-Oct-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
20-Oct-2019 - 00:00,177.68,102.64,25.38,19.34,6.04,3.27,,36.86,21-Oct-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
21-Oct-2019 - 00:00,208.5,124.7,23.31,18.19,5.12,3.44,,41.29,22-Oct-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
22-Oct-2019 - 00:00,188.95,100.89,30.31,23.52,6.73,2.19,,33.96,23-Oct-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
23-Oct-2019 - 00:00,229.8,124.63,33.94,24.43,9.51,0.64,,41.35,24-Oct-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
24-Oct-2019 - 00:00,254.02,164.47,26.88,21.4,5.48,0.88,,51.85,25-Oct-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
25-Oct-2019 - 00:00,201.42,126.89,16.62,12.68,3.94,0.52,,57.98,26-Oct-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
26-Oct-2019 - 00:00,212.94,137.56,17.2,12.95,4.26,0.63,,41.3,27-Oct-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
27-Oct-2019 - 00:00,224.68,153.08,16.65,12.53,4.13,0.6,,49.07,28-Oct-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
28-Oct-2019 - 00:00,352.78,274.95,16.56,12.59,3.97,0.76,,46.19,29-Oct-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
29-Oct-2019 - 00:00,344.58,242.38,23.85,19.07,4.78,1.05,,27.59,30-Oct-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
30-Oct-2019 - 00:00,365.35,262.47,25.98,20.61,5.37,1.06,,32.77,31-Oct-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
31-Oct-2019 - 00:00,379.18,276.24,27.69,22.23,5.46,1.27,,35.36,01-Nov-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
01-Nov-2019 - 00:00,567.84,445.75,28.58,24.09,4.49,1.76,,40.77,02-Nov-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
02-Nov-2019 - 00:00,513.64,418.06,25.98,20.14,5.85,1.53,,25.87,03-Nov-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
03-Nov-2019 - 00:00,607.44,562.69,18.9,14.19,4.71,1.81,,19.12,04-Nov-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
04-Nov-2019 - 00:00,319.06,254.87,20.55,15.6,4.95,0.96,,34.89,05-Nov-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
05-Nov-2019 - 00:00,241.3,189.44,20.44,15.9,4.54,0.68,,45.6,06-Nov-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
06-Nov-2019 - 00:00,165.39,109.76,19.05,14.2,4.85,0.53,,37.67,07-Nov-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
07-Nov-2019 - 00:00,280.89,204.48,25.3,20.2,5.1,0.89,,29.83,08-Nov-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
08-Nov-2019 - 00:00,253.44,176.72,33.02,23.65,9.37,1.09,,39.77,09-Nov-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
09-Nov-2019 - 00:00,213.91,153.04,25.71,19.0,6.71,0.77,,35.15,10-Nov-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
10-Nov-2019 - 00:00,255.04,200.19,19.05,14.73,4.32,0.74,,42.52,11-Nov-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
11-Nov-2019 - 00:00,332.95,268.2,25.01,19.83,5.17,1.04,,43.12,12-Nov-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
12-Nov-2019 - 00:00,490.95,410.28,38.55,30.15,8.4,1.63,,38.83,13-Nov-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
13-Nov-2019 - 00:00,515.26,431.97,38.93,30.86,8.06,1.85,,42.09,14-Nov-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
14-Nov-2019 - 00:00,575.8,440.3,50.82,40.25,10.57,2.28,,35.74,15-Nov-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
15-Nov-2019 - 00:00,624.83,587.14,39.42,32.07,7.36,2.14,,69.95,16-Nov-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
16-Nov-2019 - 00:00,289.92,202.98,26.25,20.61,5.64,0.89,,52.84,17-Nov-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
17-Nov-2019 - 00:00,126.31,97.33,23.4,17.47,16.64,0.55,,48.92,18-Nov-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
18-Nov-2019 - 00:00,108.75,75.38,19.5,14.61,4.89,0.6,,46.97,19-Nov-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
19-Nov-2019 - 00:00,152.7,98.88,31.92,23.29,8.63,0.76,,42.98,20-Nov-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
20-Nov-2019 - 00:00,199.21,136.33,31.48,23.06,8.42,0.92,,51.07,21-Nov-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
21-Nov-2019 - 00:00,263.86,188.82,32.95,26.67,6.28,1.3,,61.08,22-Nov-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
22-Nov-2019 - 00:00,278.18,194.83,46.93,33.91,13.02,1.81,,61.0,23-Nov-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
23-Nov-2019 - 00:00,194.96,131.83,31.36,24.83,6.53,0.9,,41.22,24-Nov-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
24-Nov-2019 - 00:00,180.89,125.45,23.67,18.64,5.03,0.78,,54.51,25-Nov-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
25-Nov-2019 - 00:00,182.27,116.59,31.52,24.97,6.55,0.98,,44.45,26-Nov-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
26-Nov-2019 - 00:00,179.86,107.58,34.16,25.12,9.04,1.03,,43.6,27-Nov-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
27-Nov-2019 - 00:00,121.6,75.31,21.08,15.88,5.2,0.7,,44.29,28-Nov-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
28-Nov-2019 - 00:00,66.06,36.64,15.38,10.52,4.86,0.53,,40.57,29-Nov-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
29-Nov-2019 - 00:00,109.79,59.38,36.6,23.69,12.85,0.88,,33.58,30-Nov-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
30-Nov-2019 - 00:00,130.13,73.44,38.47,24.9,10.4,0.96,,28.68,01-Dec-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
01-Dec-2019 - 00:00,145.71,91.41,18.07,17.58,9.78,0.96,,30.74,02-Dec-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
02-Dec-2019 - 00:00,182.42,105.47,17.82,20.77,0.9,0.91,,36.67,03-Dec-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
03-Dec-2019 - 00:00,196.76,112.63,30.82,27.08,3.74,0.96,,36.28,04-Dec-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
04-Dec-2019 - 00:00,216.91,130.53,30.47,24.92,5.55,1.06,,39.2,05-Dec-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
05-Dec-2019 - 00:00,302.58,205.92,36.71,27.79,8.92,1.5,,45.31,06-Dec-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
06-Dec-2019 - 00:00,365.3,236.68,53.4,31.88,21.53,2.1,,31.84,07-Dec-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
07-Dec-2019 - 00:00,337.84,227.13,32.52,21.77,10.75,1.69,,34.77,08-Dec-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
08-Dec-2019 - 00:00,313.21,220.11,47.27,24.81,22.46,2.31,,33.44,09-Dec-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
09-Dec-2019 - 00:00,268.7,182.41,40.56,24.34,16.22,2.15,,33.31,10-Dec-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
