from date,NO2,NOx,NH3,NO,SO2,CO,PM2.5,PM10,Benzene,O Xylene,MP-Xylene,Toluene,Ozone,Temp,VWS,SR,RH,RF,WD,WS,to date,BP,station
12-Apr-2019 - 00:00,38.69,47.45,22.49,8.55,4.54,1.17,47.9,98.48,3.15,2.1,2.94,8.71,44.38,26.91,0.01,262.51,68.05,0.0,177.48,0.48,13-Apr-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
13-Apr-2019 - 00:00,33.69,45.62,28.69,11.93,4.27,1.0,56.61,112.89,3.25,2.51,3.37,8.15,36.89,26.89,0.01,251.41,70.23,0.0,166.15,0.51,14-Apr-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
14-Apr-2019 - 00:00,27.38,32.31,25.64,4.65,3.58,0.94,19.83,46.0,2.13,2.15,2.71,7.27,45.38,25.47,0.01,165.77,71.22,0.03,96.58,0.99,15-Apr-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
15-Apr-2019 - 00:00,30.56,36.52,30.0,5.68,3.21,1.02,28.16,50.73,1.13,1.6,1.75,5.88,42.86,26.61,-0.0,290.3,68.97,0.0,66.78,1.05,16-Apr-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
16-Apr-2019 - 00:00,24.59,29.01,27.15,4.42,3.65,1.12,34.22,57.43,3.01,1.29,2.34,5.51,42.13,25.97,0.0,243.3,75.33,0.0,92.86,0.97,17-Apr-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
17-Apr-2019 - 00:00,17.48,20.84,22.7,3.38,4.04,1.09,35.15,57.69,1.13,0.44,0.67,3.67,57.62,25.2,-0.01,305.4,73.96,0.01,207.31,1.01,18-Apr-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
18-Apr-2019 - 00:00,24.64,29.03,23.88,4.39,5.06,1.15,55.87,111.27,2.92,0.92,1.97,6.41,38.96,24.98,0.01,237.14,77.67,0.0,191.28,0.64,19-Apr-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
19-Apr-2019 - 00:00,28.68,33.26,22.71,4.74,5.36,0.88,54.9,86.03,1.57,0.61,1.27,5.24,62.82,26.95,0.01,273.76,58.38,0.0,127.52,0.93,20-Apr-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
20-Apr-2019 - 00:00,48.86,58.44,20.92,8.37,6.42,1.2,44.89,91.88,2.47,1.34,2.67,7.08,57.22,26.18,0.01,248.51,57.42,0.0,143.74,0.53,21-Apr-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
21-Apr-2019 - 00:00,22.97,26.82,16.86,3.85,5.44,0.77,40.94,78.86,1.27,0.57,1.38,6.1,73.54,25.41,0.0,259.82,63.59,0.0,72.52,1.29,22-Apr-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
22-Apr-2019 - 00:00,41.53,46.78,24.11,5.2,4.77,1.01,37.29,73.82,1.55,0.83,1.67,6.32,50.13,24.17,-0.0,119.12,71.81,0.01,78.86,0.96,23-Apr-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
23-Apr-2019 - 00:00,46.04,53.94,21.48,7.91,8.27,1.17,38.94,76.28,2.15,1.25,1.01,8.27,53.24,26.5,0.01,295.37,62.02,0.0,142.2,0.66,24-Apr-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
24-Apr-2019 - 00:00,36.88,42.7,22.29,5.81,6.28,1.07,40.73,84.88,1.39,0.64,1.26,5.26,58.59,27.64,-0.0,304.32,59.64,0.0,133.16,0.77,25-Apr-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
25-Apr-2019 - 00:00,40.67,48.83,23.84,8.16,5.7,1.14,64.47,122.29,2.21,1.01,1.62,7.17,46.01,28.1,0.01,254.66,65.83,0.0,161.8,0.67,26-Apr-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
26-Apr-2019 - 00:00,31.07,35.53,23.6,4.46,4.51,0.95,43.15,69.12,1.53,0.68,1.49,5.62,53.1,27.15,-0.01,250.73,70.65,0.04,95.74,1.16,27-Apr-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
27-Apr-2019 - 00:00,39.9,46.7,21.58,7.7,4.46,0.95,43.35,79.12,1.75,1.08,1.86,7.36,42.53,27.79,0.0,199.76,66.52,0.0,56.24,1.16,28-Apr-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
28-Apr-2019 - 00:00,25.48,30.07,21.72,4.56,3.48,1.03,39.59,59.38,1.4,0.72,1.57,6.46,36.45,25.57,-0.0,180.1,82.48,0.01,82.18,1.03,29-Apr-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
29-Apr-2019 - 00:00,27.22,32.48,23.55,5.25,3.45,1.16,34.7,57.78,1.53,0.77,1.63,5.48,35.67,25.43,0.01,114.8,81.25,0.0,74.44,0.92,30-Apr-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
30-Apr-2019 - 00:00,25.08,30.09,19.62,5.03,3.47,1.16,26.53,46.4,1.31,0.67,1.5,5.6,32.14,25.05,-0.0,165.93,81.99,0.0,65.84,1.28,01-May-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
01-May-2019 - 00:00,25.4,30.28,19.28,4.88,3.76,0.98,29.38,47.46,1.18,0.67,1.14,6.33,30.21,25.18,0.0,166.0,83.77,0.12,69.89,1.3,02-May-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
02-May-2019 - 00:00,27.94,33.01,16.45,4.9,3.43,1.02,27.95,44.41,1.18,0.67,0.87,5.8,38.39,25.57,0.0,225.0,81.41,0.17,71.85,1.05,03-May-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
03-May-2019 - 00:00,27.63,33.28,22.59,5.65,3.32,1.04,20.77,38.33,0.98,0.59,0.85,5.23,30.5,23.92,0.0,87.54,90.06,0.05,87.32,1.02,04-May-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
04-May-2019 - 00:00,17.89,22.59,16.63,4.24,3.62,1.11,16.97,27.94,0.94,0.48,0.61,5.42,26.68,24.06,0.01,142.89,87.87,0.06,167.28,0.82,05-May-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
05-May-2019 - 00:00,27.92,38.43,17.16,10.52,3.97,0.87,55.18,66.23,1.48,0.79,1.16,6.9,28.04,24.59,0.01,114.24,86.39,0.0,100.63,0.81,06-May-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
06-May-2019 - 00:00,45.09,51.31,25.21,6.21,4.01,1.1,47.09,95.27,2.05,0.99,2.33,6.73,44.92,27.06,0.01,271.23,73.83,0.0,70.78,1.01,07-May-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
07-May-2019 - 00:00,27.33,31.24,18.41,3.91,3.72,0.95,56.36,116.23,1.73,0.65,1.57,5.31,47.84,26.85,-0.0,248.74,74.21,0.0,63.41,1.25,08-May-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
08-May-2019 - 00:00,27.52,31.73,76.57,4.21,3.94,1.03,42.75,79.2,1.21,0.47,1.2,4.7,48.5,25.68,0.0,231.77,74.3,0.0,72.76,1.07,09-May-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
09-May-2019 - 00:00,26.28,30.9,43.88,4.62,3.85,1.1,44.97,93.35,1.38,0.62,1.42,5.37,36.41,25.37,0.0,159.26,79.18,0.0,55.51,1.21,10-May-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
10-May-2019 - 00:00,26.92,31.91,34.32,4.98,3.44,1.19,47.86,99.19,1.54,0.61,1.27,5.27,31.28,25.56,0.01,135.15,83.26,0.0,51.69,1.14,11-May-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
11-May-2019 - 00:00,31.38,37.31,23.69,5.93,3.55,1.08,45.24,103.72,1.79,1.0,1.63,7.74,29.69,24.93,0.01,61.47,84.93,0.0,46.98,1.4,12-May-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
12-May-2019 - 00:00,25.34,29.36,17.41,4.02,3.78,0.95,48.01,95.44,1.75,0.79,1.16,6.85,40.11,25.69,0.0,163.62,79.38,0.0,85.82,1.28,13-May-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
13-May-2019 - 00:00,35.98,40.11,32.17,4.58,3.69,1.14,43.19,81.68,2.14,0.93,0.88,6.98,45.41,26.61,0.0,222.55,75.49,0.0,106.66,1.09,14-May-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
14-May-2019 - 00:00,32.51,37.89,24.39,5.38,3.51,0.93,36.83,73.13,1.74,1.01,2.37,11.15,37.0,24.7,0.0,160.19,82.84,0.06,59.59,0.99,15-May-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
15-May-2019 - 00:00,33.46,38.59,25.37,5.07,3.56,0.94,28.29,54.9,1.24,0.69,1.81,6.91,37.44,25.32,0.01,199.41,79.04,0.04,73.18,0.92,16-May-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
16-May-2019 - 00:00,36.7,40.77,23.79,5.79,3.42,0.98,35.16,52.4,1.26,0.85,2.22,6.41,26.61,24.23,0.01,124.83,84.3,0.02,54.27,1.04,17-May-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
17-May-2019 - 00:00,31.59,36.9,25.8,5.3,3.48,1.11,30.99,59.43,1.74,1.04,1.41,5.73,29.67,25.6,0.01,216.2,84.84,0.07,87.69,0.8,18-May-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
18-May-2019 - 00:00,15.54,19.35,29.18,3.83,3.16,1.04,35.49,70.44,1.48,0.61,0.6,4.9,34.54,26.0,0.01,224.4,83.81,0.0,85.95,0.94,19-May-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
19-May-2019 - 00:00,11.72,15.62,6.81,3.91,3.3,1.03,36.82,74.48,1.74,0.98,0.73,6.59,32.91,26.34,0.0,268.14,79.18,0.1,81.01,1.05,20-May-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
20-May-2019 - 00:00,19.21,22.96,19.85,3.75,3.48,0.92,45.03,83.55,1.58,0.84,0.33,6.93,43.03,27.44,0.01,265.23,73.48,0.0,80.24,1.07,21-May-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
21-May-2019 - 00:00,30.97,35.8,24.29,4.82,3.22,0.96,32.96,59.2,1.53,0.86,1.55,5.78,38.03,24.58,0.01,93.56,86.43,0.31,70.81,0.8,22-May-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
22-May-2019 - 00:00,19.39,23.85,17.58,4.46,3.38,0.96,33.61,59.11,1.26,0.6,1.34,4.64,38.13,26.39,0.0,194.05,79.51,0.0,61.05,1.27,23-May-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
23-May-2019 - 00:00,6.82,10.06,8.4,3.24,3.45,0.98,17.64,30.32,0.81,0.38,0.72,5.07,46.59,24.44,-0.01,143.54,84.83,0.18,102.54,1.12,24-May-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
24-May-2019 - 00:00,15.32,19.53,21.98,4.19,3.58,0.99,17.46,29.94,0.75,0.42,0.86,4.99,41.92,24.41,0.01,151.3,83.23,0.01,54.01,1.26,25-May-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
25-May-2019 - 00:00,22.74,28.01,18.81,4.79,3.59,0.9,15.63,32.96,0.84,0.47,0.83,6.08,40.46,24.25,0.0,93.5,83.7,0.01,55.57,1.16,26-May-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
26-May-2019 - 00:00,21.57,26.79,14.77,5.22,3.22,0.94,24.22,44.78,1.38,0.63,1.33,6.65,32.04,25.35,0.01,182.23,86.59,0.0,103.78,0.93,27-May-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
27-May-2019 - 00:00,25.1,29.48,16.47,4.36,3.27,0.82,35.9,76.92,1.44,0.7,1.48,5.95,44.9,26.72,0.0,254.86,77.15,0.0,60.72,1.14,28-May-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
28-May-2019 - 00:00,19.48,23.56,56.24,4.02,3.22,1.1,25.62,46.91,0.97,0.48,1.04,4.8,46.17,26.6,-0.0,245.18,77.74,0.0,68.11,1.38,29-May-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
29-May-2019 - 00:00,24.4,29.67,38.23,4.51,3.35,1.15,23.13,49.78,1.02,0.48,0.95,5.36,46.8,27.0,-0.0,280.71,73.59,0.0,52.92,1.27,30-May-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
30-May-2019 - 00:00,29.35,33.86,27.09,4.57,3.6,1.08,30.52,56.78,1.2,0.62,0.89,5.89,52.6,25.72,0.0,162.01,77.13,0.03,54.74,1.15,31-May-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
31-May-2019 - 00:00,27.39,31.7,26.64,4.31,4.01,1.08,27.09,52.8,1.4,0.57,0.8,5.67,56.36,25.52,0.01,154.95,76.56,0.0,88.03,1.1,01-Jun-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
01-Jun-2019 - 00:00,33.48,38.67,23.47,5.2,4.58,1.17,29.35,62.5,1.4,0.66,0.63,5.57,49.29,26.97,0.0,297.08,73.59,0.0,86.05,0.87,02-Jun-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
02-Jun-2019 - 00:00,26.82,31.26,21.35,4.3,4.02,1.0,31.96,67.37,1.92,0.82,1.23,6.06,40.93,25.3,0.0,105.76,81.92,0.06,88.85,0.99,03-Jun-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
03-Jun-2019 - 00:00,28.01,33.14,27.06,5.13,4.12,0.95,30.83,57.18,1.6,0.8,1.44,5.67,32.58,26.2,0.01,184.66,77.99,0.0,109.52,0.61,04-Jun-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
04-Jun-2019 - 00:00,20.37,24.29,69.32,4.3,3.94,1.0,25.62,50.72,1.02,0.44,1.12,4.45,42.32,26.81,0.01,212.03,75.77,0.0,84.34,0.72,05-Jun-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
05-Jun-2019 - 00:00,14.98,18.75,35.56,3.77,4.82,1.07,18.93,37.81,0.74,0.36,0.95,4.51,42.84,27.85,0.0,293.82,71.7,0.0,69.67,1.22,06-Jun-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
06-Jun-2019 - 00:00,15.77,20.11,20.33,4.34,3.31,1.16,24.05,45.05,1.1,0.54,0.68,4.75,28.41,27.56,0.0,232.94,78.36,0.0,112.8,0.93,07-Jun-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
07-Jun-2019 - 00:00,18.19,22.44,21.9,4.33,3.31,1.17,26.89,50.99,1.14,0.66,1.08,5.44,23.62,26.67,0.0,186.24,84.85,0.5,125.82,0.81,08-Jun-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
08-Jun-2019 - 00:00,18.79,24.22,17.37,5.44,3.26,1.27,19.24,34.67,1.65,1.31,0.78,7.26,23.74,27.04,0.0,210.95,82.48,0.01,112.83,0.69,09-Jun-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
09-Jun-2019 - 00:00,18.31,23.48,14.93,5.18,3.13,1.01,20.46,40.08,1.85,1.53,1.57,7.66,22.62,26.92,0.0,208.57,82.91,0.65,86.94,0.7,10-Jun-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
10-Jun-2019 - 00:00,30.16,36.84,15.79,6.69,3.32,1.0,18.03,45.44,2.13,1.52,1.5,7.33,25.27,26.92,0.01,235.27,80.5,0.03,92.51,0.7,11-Jun-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
11-Jun-2019 - 00:00,25.53,30.61,57.66,5.08,3.03,0.93,17.85,36.07,2.02,0.67,1.23,4.38,36.07,25.87,0.01,212.94,84.56,0.37,86.09,1.01,12-Jun-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
12-Jun-2019 - 00:00,34.49,43.88,28.56,9.39,3.42,1.07,31.4,70.59,2.49,1.5,1.03,7.08,26.88,28.7,0.01,285.52,72.73,0.0,149.83,0.55,13-Jun-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
13-Jun-2019 - 00:00,29.38,36.04,16.28,6.66,3.31,1.01,34.71,69.89,2.34,1.05,0.87,8.77,29.12,30.11,0.01,309.34,68.73,0.0,157.24,0.61,14-Jun-2019 - 00:00,999.79,"Ward-32 Bapupara, Siliguri - WBPCB"
14-Jun-2019 - 00:00,29.51,36.47,22.19,6.96,3.13,0.91,38.33,81.47,2.1,1.34,1.09,6.55,27.38,28.45,0.01,254.41,79.31,0.32,138.03,0.85,15-Jun-2019 - 00:00,998.71,"Ward-32 Bapupara, Siliguri - WBPCB"
15-Jun-2019 - 00:00,19.9,24.84,19.44,4.95,3.26,1.13,16.18,27.13,1.44,0.61,1.19,5.37,28.61,26.09,0.01,148.39,88.72,0.46,72.29,1.08,16-Jun-2019 - 00:00,999.66,"Ward-32 Bapupara, Siliguri - WBPCB"
16-Jun-2019 - 00:00,18.77,23.04,13.26,4.34,3.22,0.98,32.18,49.84,1.51,0.58,1.47,5.65,27.96,26.52,0.01,126.01,87.74,0.01,57.2,1.12,17-Jun-2019 - 00:00,998.82,"Ward-32 Bapupara, Siliguri - WBPCB"
17-Jun-2019 - 00:00,26.65,31.69,13.77,5.03,3.16,1.07,33.61,60.53,1.68,0.93,1.04,6.35,29.6,26.14,0.01,116.78,85.61,0.04,47.45,1.19,18-Jun-2019 - 00:00,999.63,"Ward-32 Bapupara, Siliguri - WBPCB"
18-Jun-2019 - 00:00,33.85,40.51,10.51,6.66,3.2,1.12,31.78,61.84,2.18,1.22,0.83,6.43,24.87,26.77,0.01,229.36,83.95,0.06,112.16,0.77,19-Jun-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
19-Jun-2019 - 00:00,28.23,34.89,16.99,6.57,3.2,1.03,36.37,74.72,2.22,1.12,0.88,6.61,22.97,28.78,0.01,222.12,77.28,0.0,118.68,0.5,20-Jun-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
20-Jun-2019 - 00:00,28.94,35.63,16.1,6.68,3.02,0.97,43.73,81.98,2.23,1.21,1.05,7.78,19.46,27.64,0.01,137.16,80.24,0.1,80.89,0.82,21-Jun-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
21-Jun-2019 - 00:00,20.41,26.83,15.43,6.33,2.99,0.83,36.24,67.42,1.54,0.82,1.0,5.72,19.07,27.65,0.01,308.75,80.87,0.01,98.02,0.88,22-Jun-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
22-Jun-2019 - 00:00,23.47,29.87,12.25,6.4,3.15,0.93,19.92,45.39,1.27,0.83,0.97,6.29,18.38,28.3,0.01,268.79,78.52,0.0,91.71,0.83,23-Jun-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
23-Jun-2019 - 00:00,16.99,22.09,12.28,4.9,3.02,0.83,21.83,42.62,1.14,0.6,0.71,5.21,21.62,28.58,0.01,303.59,79.7,0.04,181.58,0.5,24-Jun-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
24-Jun-2019 - 00:00,18.62,23.06,12.12,4.44,2.95,0.87,30.15,59.15,1.29,0.81,1.04,4.67,22.02,29.02,0.01,216.15,79.24,0.0,162.4,0.59,25-Jun-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
25-Jun-2019 - 00:00,19.69,24.56,10.02,4.84,3.12,1.01,23.73,46.83,2.22,0.8,1.81,5.25,22.68,26.8,0.01,128.8,88.23,0.53,79.87,0.86,26-Jun-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
26-Jun-2019 - 00:00,21.83,27.73,9.46,5.86,3.04,1.01,16.0,30.66,1.49,0.85,2.14,5.93,17.65,24.75,0.01,36.11,95.04,0.29,51.0,0.86,27-Jun-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
27-Jun-2019 - 00:00,19.48,24.79,9.08,5.31,3.07,1.05,19.23,41.29,1.01,0.91,0.27,5.32,16.86,25.71,0.01,102.85,90.07,0.1,91.15,0.85,28-Jun-2019 - 00:00,999.26,"Ward-32 Bapupara, Siliguri - WBPCB"
28-Jun-2019 - 00:00,23.21,28.34,9.17,5.13,3.13,1.1,28.02,55.85,,,,,21.06,26.31,0.01,134.54,87.44,0.0,103.27,0.67,29-Jun-2019 - 00:00,998.23,"Ward-32 Bapupara, Siliguri - WBPCB"
29-Jun-2019 - 00:00,16.9,21.36,8.92,4.47,3.13,0.77,28.28,49.72,,,,,22.15,26.98,0.01,214.67,84.16,0.0,79.95,1.07,30-Jun-2019 - 00:00,999.47,"Ward-32 Bapupara, Siliguri - WBPCB"
30-Jun-2019 - 00:00,21.54,27.2,9.09,5.6,3.13,0.95,23.52,51.78,,,,,16.45,28.47,0.01,269.49,76.88,0.0,112.58,0.65,01-Jul-2019 - 00:00,999.42,"Ward-32 Bapupara, Siliguri - WBPCB"
01-Jul-2019 - 00:00,21.16,27.03,9.45,5.87,3.13,0.82,31.9,66.56,2.1,1.22,0.03,7.2,14.88,29.21,0.01,288.03,75.05,0.02,117.6,0.88,02-Jul-2019 - 00:00,998.75,"Ward-32 Bapupara, Siliguri - WBPCB"
02-Jul-2019 - 00:00,15.57,21.49,8.7,5.96,3.03,0.98,12.11,31.71,,,,,15.22,28.38,-0.03,231.35,75.15,0.0,42.87,1.93,03-Jul-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
03-Jul-2019 - 00:00,19.64,26.22,10.49,6.57,2.97,1.07,15.32,35.81,0.0,0.0,0.0,,13.75,27.57,0.01,185.45,81.86,0.1,52.72,1.14,04-Jul-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
04-Jul-2019 - 00:00,19.49,27.38,11.6,7.89,3.1,1.03,19.95,44.14,,,,,13.18,28.03,0.01,218.25,81.8,0.0,80.09,0.85,05-Jul-2019 - 00:00,999.51,"Ward-32 Bapupara, Siliguri - WBPCB"
05-Jul-2019 - 00:00,16.73,23.58,11.67,6.85,3.19,0.94,14.62,34.67,3.03,3.28,4.41,6.3,13.9,27.82,0.01,202.34,82.04,0.02,46.13,1.26,06-Jul-2019 - 00:00,997.84,"Ward-32 Bapupara, Siliguri - WBPCB"
06-Jul-2019 - 00:00,15.24,21.03,11.75,5.76,3.07,1.08,12.49,39.57,0.76,0.49,1.2,4.88,14.02,27.85,0.0,258.08,79.87,0.12,63.96,1.41,07-Jul-2019 - 00:00,996.65,"Ward-32 Bapupara, Siliguri - WBPCB"
07-Jul-2019 - 00:00,10.49,15.32,11.51,4.81,3.01,1.02,8.35,24.23,0.44,0.5,1.09,4.89,14.37,25.96,0.0,137.69,88.09,0.17,44.48,1.53,08-Jul-2019 - 00:00,997.57,"Ward-32 Bapupara, Siliguri - WBPCB"
08-Jul-2019 - 00:00,14.29,19.98,11.6,5.68,3.17,1.09,12.49,22.15,0.76,0.58,1.39,4.78,14.93,25.87,0.01,118.56,90.82,0.35,55.12,1.27,09-Jul-2019 - 00:00,999.45,"Ward-32 Bapupara, Siliguri - WBPCB"
09-Jul-2019 - 00:00,13.25,18.35,11.59,5.1,3.06,1.03,11.95,22.19,0.75,0.48,1.15,4.12,16.96,25.8,0.01,157.08,90.68,0.35,64.57,1.25,10-Jul-2019 - 00:00,999.82,"Ward-32 Bapupara, Siliguri - WBPCB"
10-Jul-2019 - 00:00,21.1,27.65,69.96,6.3,3.04,0.9,13.18,18.99,0.72,0.48,1.83,6.25,15.53,25.18,0.01,75.88,93.85,1.4,92.15,0.72,11-Jul-2019 - 00:00,998.63,"Ward-32 Bapupara, Siliguri - WBPCB"
11-Jul-2019 - 00:00,28.14,33.32,58.86,5.21,3.15,0.39,14.92,20.88,1.28,0.58,1.59,3.75,14.52,24.73,0.01,65.51,95.64,0.51,101.52,0.66,12-Jul-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
12-Jul-2019 - 00:00,20.05,25.6,4.07,5.6,3.22,0.53,16.18,26.64,1.5,0.89,2.19,4.04,18.22,24.37,0.01,71.01,94.62,1.23,83.35,0.78,13-Jul-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
13-Jul-2019 - 00:00,16.79,20.27,4.38,3.39,3.19,0.12,14.94,25.57,0.79,0.42,1.09,3.37,20.7,24.58,0.01,131.91,93.27,1.5,104.09,0.89,14-Jul-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
14-Jul-2019 - 00:00,14.71,18.2,6.68,3.48,3.02,0.21,11.31,20.35,0.8,0.44,1.13,3.29,16.93,24.49,0.01,85.15,93.54,0.26,109.28,0.62,15-Jul-2019 - 00:00,916.17,"Ward-32 Bapupara, Siliguri - WBPCB"
15-Jul-2019 - 00:00,17.26,22.09,10.51,4.84,3.18,0.39,11.92,23.04,1.05,0.5,1.28,3.68,16.42,24.23,0.01,57.28,96.12,0.66,36.08,1.2,16-Jul-2019 - 00:00,745.37,"Ward-32 Bapupara, Siliguri - WBPCB"
16-Jul-2019 - 00:00,20.26,25.28,7.08,4.96,3.31,0.46,16.08,26.93,1.56,0.74,1.73,4.79,20.82,25.74,0.0,182.33,88.02,0.18,128.78,0.46,17-Jul-2019 - 00:00,745.9,"Ward-32 Bapupara, Siliguri - WBPCB"
17-Jul-2019 - 00:00,21.47,26.29,9.05,4.82,3.16,0.78,31.88,54.68,1.99,1.32,2.66,7.1,17.12,27.03,0.01,233.34,85.35,0.09,86.7,0.72,18-Jul-2019 - 00:00,858.08,"Ward-32 Bapupara, Siliguri - WBPCB"
18-Jul-2019 - 00:00,19.16,23.15,12.83,4.02,2.97,0.71,31.78,56.39,1.54,0.86,2.01,3.88,19.43,27.67,0.01,240.92,84.33,0.43,98.31,0.75,19-Jul-2019 - 00:00,998.54,"Ward-32 Bapupara, Siliguri - WBPCB"
19-Jul-2019 - 00:00,16.8,20.29,7.68,3.49,3.17,0.75,24.04,42.62,1.02,0.5,1.11,3.69,22.47,26.82,0.0,197.94,86.31,0.26,98.94,0.96,20-Jul-2019 - 00:00,996.33,"Ward-32 Bapupara, Siliguri - WBPCB"
20-Jul-2019 - 00:00,15.31,18.53,8.88,3.35,3.13,0.87,22.76,33.19,1.14,0.74,1.73,3.89,21.51,27.0,0.01,247.56,86.67,0.23,113.52,0.76,21-Jul-2019 - 00:00,998.81,"Ward-32 Bapupara, Siliguri - WBPCB"
21-Jul-2019 - 00:00,14.83,18.09,8.81,3.22,3.07,0.67,22.32,35.09,1.23,0.64,1.61,3.35,17.8,27.05,0.01,216.3,87.51,0.09,131.97,0.49,22-Jul-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
22-Jul-2019 - 00:00,16.57,20.16,8.26,3.59,3.06,0.52,16.21,27.95,1.13,0.49,1.31,3.46,18.82,25.77,0.0,77.92,93.36,0.45,92.99,0.6,23-Jul-2019 - 00:00,,"Ward-32 Bapupara, Siliguri - WBPCB"
