from date,PM2.5,PM10,NOx,NH3,NO,NO2,CO,SO2,Ozone,Benzene,Eth-Benzene,MP-Xylene,Toluene,O Xylene,Xylene,AT,RH,WS,WD,VWS,BP,SR,RF,to date,station
02-Oct-2019 - 00:00,55.51,92.92,45.54,5.67,16.8,28.72,0.62,5.05,33.09,1.11,6.86,1.41,1.47,,2.83,28.57,81.92,0.62,203.95,0.0,,127.05,0.0,03-Oct-2019 - 00:00,"Fort William, Kolkata - WBPCB"
03-Oct-2019 - 00:00,40.7,69.82,40.98,5.21,8.82,32.13,0.56,3.82,24.96,1.32,5.38,1.29,1.27,,2.7,27.12,89.27,0.82,195.31,0.0,,84.64,0.01,04-Oct-2019 - 00:00,"Fort William, Kolkata - WBPCB"
04-Oct-2019 - 00:00,37.42,62.16,30.42,5.77,3.46,26.93,0.46,6.59,31.41,0.73,4.65,1.07,1.17,,2.13,28.22,83.76,0.87,220.35,0.0,,107.06,0.0,05-Oct-2019 - 00:00,"Fort William, Kolkata - WBPCB"
05-Oct-2019 - 00:00,48.64,70.68,47.97,5.19,19.62,28.33,0.64,4.82,29.13,1.28,5.98,1.48,1.41,,3.03,27.48,89.58,0.72,190.16,0.0,,94.84,0.0,06-Oct-2019 - 00:00,"Fort William, Kolkata - WBPCB"
06-Oct-2019 - 00:00,52.56,73.92,36.59,4.29,7.05,29.24,0.54,6.11,29.99,1.03,5.67,1.47,1.32,,2.86,27.88,84.61,0.74,190.05,0.01,,103.25,0.01,07-Oct-2019 - 00:00,"Fort William, Kolkata - WBPCB"
07-Oct-2019 - 00:00,45.3,63.59,34.09,4.23,5.75,28.12,0.59,3.88,27.55,1.55,6.03,1.43,1.38,,2.95,26.32,89.56,0.7,172.24,0.0,,76.15,0.0,08-Oct-2019 - 00:00,"Fort William, Kolkata - WBPCB"
08-Oct-2019 - 00:00,30.85,44.44,38.88,4.34,13.81,25.09,0.59,3.41,24.95,1.41,5.64,1.49,1.33,,3.08,26.92,82.93,0.91,150.62,-0.02,,108.9,0.03,09-Oct-2019 - 00:00,"Fort William, Kolkata - WBPCB"
09-Oct-2019 - 00:00,18.36,24.75,27.72,5.26,5.21,22.51,0.34,3.36,22.97,1.56,4.3,1.03,1.07,,2.08,24.68,95.11,0.88,124.15,-0.02,,63.77,0.25,10-Oct-2019 - 00:00,"Fort William, Kolkata - WBPCB"
10-Oct-2019 - 00:00,20.05,32.88,34.34,3.91,13.58,20.75,0.44,4.73,26.45,0.93,5.7,1.28,1.2,,3.07,25.75,89.52,0.81,199.7,0.0,,107.82,1.49,11-Oct-2019 - 00:00,"Fort William, Kolkata - WBPCB"
11-Oct-2019 - 00:00,44.86,71.72,67.62,4.52,37.88,29.73,0.81,5.56,30.38,2.3,7.65,2.04,1.45,,4.55,26.9,84.0,0.81,194.57,0.0,,123.32,0.07,12-Oct-2019 - 00:00,"Fort William, Kolkata - WBPCB"
12-Oct-2019 - 00:00,55.71,89.27,71.9,4.29,39.21,32.66,0.87,4.0,32.14,2.25,9.82,2.28,1.54,,4.89,27.11,81.95,0.67,208.33,0.0,,116.8,0.05,13-Oct-2019 - 00:00,"Fort William, Kolkata - WBPCB"
13-Oct-2019 - 00:00,76.95,113.16,38.62,4.84,9.11,29.48,0.57,6.28,32.94,1.22,6.41,1.44,1.27,,2.76,27.07,82.02,0.68,237.37,0.0,,81.95,0.12,14-Oct-2019 - 00:00,"Fort William, Kolkata - WBPCB"
14-Oct-2019 - 00:00,76.04,119.34,33.88,6.48,3.09,30.77,0.52,4.93,40.36,1.04,5.59,1.19,1.17,,2.22,26.82,74.52,0.81,188.14,0.0,,117.55,0.19,15-Oct-2019 - 00:00,"Fort William, Kolkata - WBPCB"
15-Oct-2019 - 00:00,74.59,120.03,36.55,8.7,4.71,31.82,0.58,4.78,45.56,1.48,6.29,1.4,1.3,,2.69,27.07,74.66,0.75,217.94,0.0,,120.03,0.06,16-Oct-2019 - 00:00,"Fort William, Kolkata - WBPCB"
16-Oct-2019 - 00:00,69.85,100.99,60.01,11.92,18.08,41.9,0.67,3.33,36.16,1.8,6.01,1.5,1.2,,3.16,26.42,83.06,0.69,229.16,0.0,,82.34,0.05,17-Oct-2019 - 00:00,"Fort William, Kolkata - WBPCB"
17-Oct-2019 - 00:00,60.74,95.07,71.92,9.11,34.86,37.04,0.79,5.27,27.36,1.95,10.51,2.14,1.52,,4.52,25.49,93.09,0.54,224.56,0.0,,64.84,0.05,18-Oct-2019 - 00:00,"Fort William, Kolkata - WBPCB"
18-Oct-2019 - 00:00,87.48,129.12,139.57,6.79,92.23,52.82,1.08,5.4,25.86,3.1,8.72,2.27,1.56,,5.46,27.29,83.53,0.64,193.96,0.0,,107.0,0.1,19-Oct-2019 - 00:00,"Fort William, Kolkata - WBPCB"
19-Oct-2019 - 00:00,78.87,126.11,93.52,7.6,51.33,42.18,0.8,3.97,35.32,2.66,8.77,2.2,1.45,,4.73,28.31,79.24,0.72,192.55,0.01,,116.1,0.01,20-Oct-2019 - 00:00,"Fort William, Kolkata - WBPCB"
20-Oct-2019 - 00:00,80.79,118.91,45.04,7.09,9.36,35.65,0.64,4.3,49.27,1.32,6.09,1.38,1.16,,2.79,27.85,79.26,0.74,192.36,0.0,,100.64,0.02,21-Oct-2019 - 00:00,"Fort William, Kolkata - WBPCB"
21-Oct-2019 - 00:00,112.11,156.34,38.55,8.37,6.14,32.4,0.58,6.85,46.07,1.27,4.93,1.17,0.99,,2.32,27.47,82.08,0.84,199.39,0.0,,98.56,0.02,22-Oct-2019 - 00:00,"Fort William, Kolkata - WBPCB"
22-Oct-2019 - 00:00,79.57,121.81,54.45,9.04,19.36,35.06,0.73,7.71,40.81,3.38,7.73,2.84,9.75,,3.4,27.28,81.48,0.68,216.7,0.0,,97.93,0.03,23-Oct-2019 - 00:00,"Fort William, Kolkata - WBPCB"
23-Oct-2019 - 00:00,110.69,155.35,75.99,10.17,32.19,43.76,0.96,5.6,41.18,7.02,10.25,5.14,17.35,,4.62,25.92,88.22,0.72,243.06,-0.0,,58.66,0.06,24-Oct-2019 - 00:00,"Fort William, Kolkata - WBPCB"
24-Oct-2019 - 00:00,42.63,57.68,36.53,9.08,3.08,33.42,0.5,3.09,27.14,3.17,3.19,1.88,10.29,,1.65,22.68,96.12,1.24,80.72,0.0,,42.07,0.0,25-Oct-2019 - 00:00,"Fort William, Kolkata - WBPCB"
25-Oct-2019 - 00:00,21.06,46.15,30.61,7.84,5.82,24.78,0.44,3.01,8.1,3.2,3.1,1.84,10.26,,1.56,22.43,97.29,1.58,114.64,-0.0,,48.7,0.17,26-Oct-2019 - 00:00,"Fort William, Kolkata - WBPCB"
26-Oct-2019 - 00:00,39.59,82.71,29.04,6.87,5.84,23.18,0.6,4.76,16.83,2.88,4.61,2.43,13.86,,2.07,23.09,92.59,1.07,220.0,0.0,,66.68,0.17,27-Oct-2019 - 00:00,"Fort William, Kolkata - WBPCB"
27-Oct-2019 - 00:00,111.81,162.39,36.46,6.27,12.51,23.93,0.57,4.81,14.55,3.07,4.91,2.73,13.45,,2.46,24.5,84.76,0.92,205.65,0.0,,112.3,0.01,28-Oct-2019 - 00:00,"Fort William, Kolkata - WBPCB"
28-Oct-2019 - 00:00,131.18,185.67,31.98,6.96,3.85,28.11,0.5,5.65,18.55,2.41,3.74,2.2,12.28,,1.92,24.55,79.44,1.15,214.52,0.0,,101.11,0.03,29-Oct-2019 - 00:00,"Fort William, Kolkata - WBPCB"
29-Oct-2019 - 00:00,104.78,163.53,35.6,8.02,6.95,28.63,0.56,5.46,15.63,2.71,4.77,2.7,14.16,,2.31,24.12,81.06,0.91,247.78,0.0,,101.16,0.06,30-Oct-2019 - 00:00,"Fort William, Kolkata - WBPCB"
30-Oct-2019 - 00:00,75.34,172.04,39.23,7.77,11.78,27.43,0.77,4.29,26.38,3.64,8.04,4.01,16.32,,3.51,24.46,82.25,0.8,254.09,0.0,,104.48,0.05,31-Oct-2019 - 00:00,"Fort William, Kolkata - WBPCB"
31-Oct-2019 - 00:00,52.25,214.69,59.99,10.62,22.89,37.07,1.01,4.25,35.96,6.14,11.61,5.35,19.5,,5.0,24.48,81.57,0.79,218.59,0.0,,97.14,0.03,01-Nov-2019 - 00:00,"Fort William, Kolkata - WBPCB"
01-Nov-2019 - 00:00,119.93,234.4,87.39,10.35,41.44,45.92,1.16,6.5,45.93,6.39,9.65,5.01,14.94,,4.55,24.75,82.16,0.79,205.87,0.0,,92.53,0.0,02-Nov-2019 - 00:00,"Fort William, Kolkata - WBPCB"
02-Nov-2019 - 00:00,87.37,176.66,62.86,9.6,20.25,42.58,0.83,6.45,43.02,3.88,3.52,2.54,9.7,,2.4,25.06,79.69,0.93,195.2,0.0,,95.39,0.0,03-Nov-2019 - 00:00,"Fort William, Kolkata - WBPCB"
03-Nov-2019 - 00:00,72.8,150.96,50.11,9.26,14.48,35.61,0.72,4.52,42.74,3.1,2.75,2.18,8.95,,2.11,25.14,79.78,0.86,248.38,0.0,,95.17,0.0,04-Nov-2019 - 00:00,"Fort William, Kolkata - WBPCB"
04-Nov-2019 - 00:00,96.5,176.2,114.87,10.67,72.12,43.18,1.07,4.29,41.25,4.58,8.0,4.28,11.82,,3.9,24.99,81.47,0.89,231.56,0.0,,87.32,0.0,05-Nov-2019 - 00:00,"Fort William, Kolkata - WBPCB"
05-Nov-2019 - 00:00,157.81,276.36,74.79,10.86,31.61,43.14,1.27,6.12,44.82,6.16,10.51,5.66,18.08,,5.18,24.89,80.86,0.9,221.94,0.01,,85.3,0.0,06-Nov-2019 - 00:00,"Fort William, Kolkata - WBPCB"
06-Nov-2019 - 00:00,175.54,285.76,51.4,12.82,8.53,42.84,1.42,5.56,43.96,5.32,6.85,3.7,15.29,,3.25,23.73,73.86,1.1,205.32,0.0,,81.69,0.0,07-Nov-2019 - 00:00,"Fort William, Kolkata - WBPCB"
07-Nov-2019 - 00:00,105.82,203.68,83.69,13.72,20.76,62.88,0.9,8.9,39.77,7.34,5.98,3.51,15.24,,3.15,23.31,71.64,1.21,226.07,0.0,,78.0,0.0,08-Nov-2019 - 00:00,"Fort William, Kolkata - WBPCB"
08-Nov-2019 - 00:00,60.17,107.83,45.94,13.47,5.8,40.11,0.6,3.94,26.81,4.27,3.34,2.05,10.18,,1.83,23.42,84.76,1.83,59.01,0.0,,40.28,0.07,09-Nov-2019 - 00:00,"Fort William, Kolkata - WBPCB"
09-Nov-2019 - 00:00,13.27,20.96,22.74,9.92,2.59,20.15,0.39,3.19,32.03,1.78,3.03,1.39,10.6,,1.16,22.61,97.14,2.91,49.84,0.0,,32.79,0.37,10-Nov-2019 - 00:00,"Fort William, Kolkata - WBPCB"
10-Nov-2019 - 00:00,22.85,45.14,21.7,7.25,2.17,19.52,0.4,4.77,35.97,1.41,3.3,1.65,10.31,,1.35,24.15,87.59,2.29,74.24,0.0,999.49,60.15,0.03,11-Nov-2019 - 00:00,"Fort William, Kolkata - WBPCB"
11-Nov-2019 - 00:00,44.69,83.64,69.45,6.55,38.91,30.51,0.92,4.63,29.06,5.09,6.45,3.43,15.86,,3.11,23.93,87.23,1.33,201.3,0.01,,96.96,0.0,12-Nov-2019 - 00:00,"Fort William, Kolkata - WBPCB"
12-Nov-2019 - 00:00,126.68,233.79,158.37,6.87,115.61,51.13,1.73,6.88,37.69,10.74,17.77,8.85,21.38,,8.27,23.6,79.63,1.2,240.81,0.0,,93.2,0.0,13-Nov-2019 - 00:00,"Fort William, Kolkata - WBPCB"
13-Nov-2019 - 00:00,121.71,234.93,131.8,10.62,69.94,61.82,1.32,9.74,44.56,10.68,16.9,7.13,19.21,,6.37,22.68,78.42,1.57,244.06,0.0,,92.05,0.0,14-Nov-2019 - 00:00,"Fort William, Kolkata - WBPCB"
14-Nov-2019 - 00:00,110.84,203.49,124.52,13.08,66.78,57.69,1.37,7.34,38.56,8.49,11.25,5.19,16.05,,4.61,23.01,81.15,1.15,226.28,0.0,,89.59,0.02,15-Nov-2019 - 00:00,"Fort William, Kolkata - WBPCB"
15-Nov-2019 - 00:00,104.61,195.79,124.95,12.79,74.86,50.04,1.32,6.49,39.25,7.88,14.55,6.25,17.82,,5.6,23.65,80.59,1.16,254.22,0.0,,95.17,0.0,16-Nov-2019 - 00:00,"Fort William, Kolkata - WBPCB"
16-Nov-2019 - 00:00,107.35,203.34,117.86,14.0,60.81,57.0,1.18,7.31,42.28,8.29,15.42,6.67,20.0,,5.78,23.51,81.27,1.05,214.02,0.0,,88.91,0.0,17-Nov-2019 - 00:00,"Fort William, Kolkata - WBPCB"
17-Nov-2019 - 00:00,104.21,203.77,116.67,12.83,61.89,54.78,1.13,6.79,31.71,6.78,11.17,5.31,16.39,,4.69,22.92,81.17,0.89,240.36,0.01,,89.53,0.0,18-Nov-2019 - 00:00,"Fort William, Kolkata - WBPCB"
18-Nov-2019 - 00:00,137.17,262.08,209.52,11.79,136.2,73.24,1.66,7.63,30.38,7.06,13.98,7.29,16.55,,6.75,22.82,79.21,0.97,230.96,0.01,,86.66,0.0,19-Nov-2019 - 00:00,"Fort William, Kolkata - WBPCB"
19-Nov-2019 - 00:00,126.26,251.47,138.35,13.84,67.08,71.21,1.33,7.88,36.8,8.65,10.28,5.43,17.43,,4.93,22.27,72.82,1.16,215.1,0.0,,87.28,0.0,20-Nov-2019 - 00:00,"Fort William, Kolkata - WBPCB"
20-Nov-2019 - 00:00,120.01,230.77,151.64,15.71,81.72,69.86,1.45,7.76,22.8,14.26,11.69,7.07,23.09,,6.95,21.8,71.09,1.08,210.55,-0.0,,86.39,0.0,21-Nov-2019 - 00:00,"Fort William, Kolkata - WBPCB"
21-Nov-2019 - 00:00,109.87,204.79,80.53,25.58,22.58,57.9,1.0,6.48,29.32,7.94,10.72,5.63,18.05,,5.21,21.28,73.33,1.15,208.98,0.0,,82.46,0.0,22-Nov-2019 - 00:00,"Fort William, Kolkata - WBPCB"
22-Nov-2019 - 00:00,108.15,207.98,109.56,19.65,45.95,63.56,1.11,9.83,19.08,6.49,16.2,6.39,18.2,,5.59,21.26,77.35,1.17,241.23,0.0,,81.18,0.0,23-Nov-2019 - 00:00,"Fort William, Kolkata - WBPCB"
23-Nov-2019 - 00:00,133.44,249.74,155.78,20.58,81.37,74.32,1.41,9.12,20.72,7.65,20.98,7.97,18.74,,6.98,21.6,80.95,1.03,249.43,0.0,,77.87,0.01,24-Nov-2019 - 00:00,"Fort William, Kolkata - WBPCB"
24-Nov-2019 - 00:00,146.84,264.41,122.65,18.88,50.69,71.91,1.28,7.14,14.96,8.09,16.22,7.21,18.08,,6.43,21.57,78.92,1.0,222.77,0.0,,75.25,0.0,25-Nov-2019 - 00:00,"Fort William, Kolkata - WBPCB"
25-Nov-2019 - 00:00,142.55,250.41,151.07,19.51,73.18,77.83,1.52,6.49,28.7,13.66,9.71,7.05,17.21,,6.98,22.08,81.25,1.02,229.59,0.0,,72.33,0.03,26-Nov-2019 - 00:00,"Fort William, Kolkata - WBPCB"
26-Nov-2019 - 00:00,137.51,252.6,165.26,20.58,91.84,73.18,1.7,4.99,17.4,22.27,19.78,10.13,22.05,,10.01,22.69,82.95,0.87,215.92,0.0,,70.2,0.05,27-Nov-2019 - 00:00,"Fort William, Kolkata - WBPCB"
27-Nov-2019 - 00:00,135.12,249.5,102.91,20.62,39.72,63.13,1.19,5.39,32.23,9.32,11.69,5.87,17.67,,5.48,22.95,81.92,1.04,211.8,0.0,,71.56,0.02,28-Nov-2019 - 00:00,"Fort William, Kolkata - WBPCB"
28-Nov-2019 - 00:00,82.1,149.91,69.44,20.07,15.38,54.01,0.86,5.27,24.46,6.25,7.5,3.91,16.49,,3.61,22.9,79.88,0.98,261.41,0.0,,75.42,0.04,29-Nov-2019 - 00:00,"Fort William, Kolkata - WBPCB"
29-Nov-2019 - 00:00,113.14,203.96,168.74,18.95,99.82,68.86,1.58,6.96,25.19,11.17,13.77,7.25,22.59,,6.82,22.79,81.35,0.92,206.88,0.0,,74.29,0.18,30-Nov-2019 - 00:00,"Fort William, Kolkata - WBPCB"
30-Nov-2019 - 00:00,130.85,251.73,196.16,17.41,118.52,78.03,1.5,13.46,12.69,12.58,15.32,8.5,23.25,,8.01,22.64,80.18,0.96,255.89,0.0,,70.82,0.08,01-Dec-2019 - 00:00,"Fort William, Kolkata - WBPCB"
01-Dec-2019 - 00:00,117.36,213.06,162.5,16.8,88.18,74.19,1.18,6.0,13.55,8.69,14.18,6.86,17.59,,6.19,21.57,79.22,0.98,214.73,0.0,,66.47,0.03,02-Dec-2019 - 00:00,"Fort William, Kolkata - WBPCB"
02-Dec-2019 - 00:00,105.37,199.31,156.98,18.17,85.24,72.12,1.1,5.46,22.2,7.49,7.8,4.76,15.47,,4.51,21.17,71.72,0.91,205.25,0.0,,72.31,0.03,03-Dec-2019 - 00:00,"Fort William, Kolkata - WBPCB"
03-Dec-2019 - 00:00,123.43,234.47,143.26,20.4,65.16,78.04,1.19,8.68,25.37,7.17,7.66,4.4,14.76,,3.99,19.85,74.93,0.57,214.26,0.0,,71.27,0.05,04-Dec-2019 - 00:00,"Fort William, Kolkata - WBPCB"
04-Dec-2019 - 00:00,137.02,262.03,132.12,18.76,57.13,74.92,1.21,12.67,13.25,7.84,8.85,5.64,18.87,,5.34,20.27,66.77,0.56,236.09,0.0,,75.65,0.02,05-Dec-2019 - 00:00,"Fort William, Kolkata - WBPCB"
05-Dec-2019 - 00:00,105.75,201.47,72.06,19.48,13.19,58.82,0.9,10.23,32.4,6.5,5.88,3.32,13.76,,3.36,20.07,73.48,0.5,191.4,0.0,,75.8,0.03,06-Dec-2019 - 00:00,"Fort William, Kolkata - WBPCB"
06-Dec-2019 - 00:00,89.38,159.56,121.49,18.57,57.31,64.13,1.06,4.93,29.25,6.9,6.29,4.03,13.47,,4.0,21.0,77.48,0.42,224.52,0.0,,70.48,0.03,07-Dec-2019 - 00:00,"Fort William, Kolkata - WBPCB"
07-Dec-2019 - 00:00,84.45,178.27,155.92,18.93,81.61,74.23,1.23,6.85,21.0,7.97,10.6,6.12,15.32,,5.79,21.91,75.53,0.28,188.6,0.0,,67.07,0.07,08-Dec-2019 - 00:00,"Fort William, Kolkata - WBPCB"
08-Dec-2019 - 00:00,99.68,194.45,189.01,18.86,115.45,73.49,1.26,9.08,14.45,7.84,11.62,6.84,15.72,,6.47,21.96,77.8,0.2,226.52,0.0,,65.75,0.05,09-Dec-2019 - 00:00,"Fort William, Kolkata - WBPCB"
09-Dec-2019 - 00:00,74.03,152.84,81.45,18.39,17.48,54.18,0.78,8.22,32.68,4.24,4.97,2.9,11.17,,2.54,22.24,69.11,0.41,235.09,0.0,,74.42,0.0,10-Dec-2019 - 00:00,"Fort William, Kolkata - WBPCB"
10-Dec-2019 - 00:00,69.21,101.99,83.03,15.6,9.23,73.8,0.6,2.8,12.36,6.55,5.89,3.57,18.44,,3.07,16.95,75.21,0.23,134.57,0.0,,22.7,0.0,11-Dec-2019 - 00:00,"Fort William, Kolkata - WBPCB"
11-Dec-2019 - 00:00,77.63,140.04,70.53,21.88,4.95,63.68,0.73,6.84,42.14,4.92,3.7,2.43,8.96,,2.16,23.07,68.94,0.39,204.52,0.0,,66.49,0.01,12-Dec-2019 - 00:00,"Fort William, Kolkata - WBPCB"
12-Dec-2019 - 00:00,75.91,145.02,82.1,19.28,15.21,66.83,0.93,5.77,29.96,7.98,4.7,3.14,11.28,,2.82,21.38,81.31,0.39,220.55,0.0,,56.14,0.0,13-Dec-2019 - 00:00,"Fort William, Kolkata - WBPCB"
13-Dec-2019 - 00:00,123.19,219.64,79.02,20.48,10.92,68.04,1.08,7.39,37.54,25.28,5.08,5.18,29.53,,3.18,21.65,77.16,0.38,181.92,0.0,,61.26,0.0,14-Dec-2019 - 00:00,"Fort William, Kolkata - WBPCB"
14-Dec-2019 - 00:00,146.99,268.44,127.08,20.66,47.93,79.09,1.3,9.73,30.67,30.13,7.98,9.93,51.14,,4.45,21.88,80.67,0.26,235.55,0.0,,60.55,0.0,15-Dec-2019 - 00:00,"Fort William, Kolkata - WBPCB"
15-Dec-2019 - 00:00,110.83,203.96,68.82,19.73,16.1,52.69,0.91,7.36,40.0,15.89,4.87,6.31,36.64,,2.67,21.07,81.37,0.54,207.7,-0.0,,62.66,0.0,16-Dec-2019 - 00:00,"Fort William, Kolkata - WBPCB"
16-Dec-2019 - 00:00,74.19,146.39,66.16,17.32,8.16,57.95,0.72,11.74,30.11,9.49,4.25,5.33,36.93,,2.15,20.69,75.34,0.45,221.1,0.01,,65.9,0.0,17-Dec-2019 - 00:00,"Fort William, Kolkata - WBPCB"
17-Dec-2019 - 00:00,86.76,171.15,62.53,17.29,8.71,53.79,0.76,13.3,38.3,11.18,4.64,5.41,34.79,,2.21,20.32,75.5,0.56,140.25,0.0,,59.68,0.0,18-Dec-2019 - 00:00,"Fort William, Kolkata - WBPCB"
18-Dec-2019 - 00:00,87.62,170.18,46.38,16.15,3.61,42.74,0.68,11.76,43.83,8.96,3.02,3.56,29.06,,1.51,17.51,72.37,0.78,179.32,0.0,,69.79,0.0,19-Dec-2019 - 00:00,"Fort William, Kolkata - WBPCB"
19-Dec-2019 - 00:00,89.82,164.95,43.59,16.37,2.68,40.87,0.65,12.61,33.87,8.32,2.94,3.35,28.8,,1.31,15.44,69.09,0.57,192.59,0.0,,70.27,0.0,20-Dec-2019 - 00:00,"Fort William, Kolkata - WBPCB"
20-Dec-2019 - 00:00,111.14,201.52,60.83,17.94,11.73,49.06,0.97,9.1,35.05,13.04,4.55,5.48,42.96,,2.29,14.88,74.58,0.4,206.58,0.0,,69.59,0.0,21-Dec-2019 - 00:00,"Fort William, Kolkata - WBPCB"
21-Dec-2019 - 00:00,157.31,279.61,110.64,19.72,39.36,71.22,1.34,12.23,31.33,24.25,6.65,8.76,50.32,,3.82,15.56,80.69,0.46,189.32,0.02,,62.34,0.0,22-Dec-2019 - 00:00,"Fort William, Kolkata - WBPCB"
22-Dec-2019 - 00:00,149.51,255.15,68.69,20.78,10.64,58.0,1.06,5.66,32.56,14.36,3.58,4.49,34.9,,1.8,15.09,86.95,0.45,163.77,0.0,,64.51,0.0,23-Dec-2019 - 00:00,"Fort William, Kolkata - WBPCB"
23-Dec-2019 - 00:00,160.99,268.72,61.74,22.39,3.59,58.12,1.11,9.32,42.35,13.55,3.41,4.2,31.6,,1.71,17.49,80.89,0.54,164.99,0.0,,60.29,0.0,24-Dec-2019 - 00:00,"Fort William, Kolkata - WBPCB"
24-Dec-2019 - 00:00,159.81,278.65,103.76,23.91,36.73,66.98,1.4,11.41,40.05,18.24,5.25,6.61,42.11,,2.87,16.73,79.14,0.49,189.18,0.0,,65.45,0.0,25-Dec-2019 - 00:00,"Fort William, Kolkata - WBPCB"
25-Dec-2019 - 00:00,132.26,264.64,196.86,24.83,102.57,94.17,1.71,8.53,37.91,32.62,7.56,11.91,58.04,,5.77,17.8,74.98,0.31,221.92,0.0,,60.79,0.0,26-Dec-2019 - 00:00,"Fort William, Kolkata - WBPCB"
26-Dec-2019 - 00:00,133.04,232.67,102.43,25.05,27.83,74.55,1.21,8.41,27.53,20.1,5.24,7.58,37.49,,3.37,16.09,81.47,0.51,126.86,0.0,,43.47,0.0,27-Dec-2019 - 00:00,"Fort William, Kolkata - WBPCB"
27-Dec-2019 - 00:00,109.08,177.36,50.63,21.46,2.52,48.07,0.82,13.16,41.26,11.06,2.92,3.26,26.74,,1.34,15.03,85.65,0.56,136.2,0.0,,61.04,0.0,28-Dec-2019 - 00:00,"Fort William, Kolkata - WBPCB"
28-Dec-2019 - 00:00,151.97,267.07,65.97,22.45,5.84,60.09,1.11,17.74,36.55,14.03,3.26,3.89,31.51,,1.59,14.58,82.34,0.6,203.77,0.0,,71.08,0.0,29-Dec-2019 - 00:00,"Fort William, Kolkata - WBPCB"
29-Dec-2019 - 00:00,119.27,214.1,65.82,22.18,8.14,57.64,0.79,13.99,40.88,12.22,2.97,4.04,26.97,,1.62,15.67,71.76,0.57,190.02,0.0,,74.38,0.0,30-Dec-2019 - 00:00,"Fort William, Kolkata - WBPCB"
30-Dec-2019 - 00:00,145.47,273.33,109.67,22.84,42.58,67.04,1.3,14.36,40.12,18.24,7.74,7.66,48.7,,3.18,15.18,78.08,0.42,250.47,-0.0,,65.93,0.0,31-Dec-2019 - 00:00,"Fort William, Kolkata - WBPCB"
31-Dec-2019 - 00:00,255.29,463.5,310.79,27.8,231.55,79.05,2.84,6.97,23.32,54.88,58.88,43.33,146.45,,17.68,12.57,98.52,0.14,288.3,0.01,,27.5,0.0,01-Jan-2020 - 00:00,"Fort William, Kolkata - WBPCB"
