from date,PM2.5,SR,RH,Temp,WS,WD,RF,PM10,CO,Ozone,Benzene,Toluene,O Xylene,NO,NO2,NH3,NOx,SO2,to date,station
23-Apr-2019 - 00:00,26.59,48.87,36.18,32.89,0.89,154.98,0.0,102.49,0.45,82.23,3.03,3.9,2.12,3.99,66.91,24.26,52.68,6.45,24-Apr-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
24-Apr-2019 - 00:00,20.07,50.12,36.08,33.97,0.84,145.16,0.0,,0.42,62.55,1.54,2.43,1.11,3.75,61.9,21.57,45.6,4.75,25-Apr-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
25-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,,,26-Apr-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
26-Apr-2019 - 00:00,,53.15,32.86,34.9,0.73,149.95,0.0,,0.45,81.39,2.28,3.19,1.89,3.19,53.8,16.07,36.55,8.12,27-Apr-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
27-Apr-2019 - 00:00,44.08,32.17,25.15,36.88,1.18,134.54,0.0,113.22,0.43,97.52,1.67,2.97,1.61,3.43,34.12,18.77,23.93,3.07,28-Apr-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
28-Apr-2019 - 00:00,42.61,49.31,31.78,36.08,1.65,133.7,0.0,124.8,0.43,95.22,1.39,2.92,1.34,4.01,59.73,32.8,44.96,4.12,29-Apr-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
29-Apr-2019 - 00:00,38.68,80.32,34.64,35.53,1.76,147.55,0.0,85.92,0.43,84.36,1.32,2.8,1.68,1.15,2.31,,3.5,3.34,30-Apr-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
30-Apr-2019 - 00:00,38.37,82.53,29.91,35.6,1.39,146.26,0.0,81.79,0.43,77.67,1.2,2.28,1.1,,,,,7.73,01-May-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
01-May-2019 - 00:00,46.76,63.35,25.82,36.41,1.19,171.4,0.0,90.85,0.43,102.23,1.57,2.46,1.23,,,,,6.03,02-May-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
02-May-2019 - 00:00,39.87,70.77,26.08,35.43,1.28,234.53,0.0,105.2,0.43,84.34,1.77,2.07,1.06,,,,,5.75,03-May-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
03-May-2019 - 00:00,42.91,34.74,26.61,34.32,1.78,241.94,0.0,119.85,0.44,80.11,2.01,2.5,1.08,,,,,4.06,04-May-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
04-May-2019 - 00:00,40.16,84.46,20.02,34.69,1.8,238.73,0.0,121.63,0.42,72.79,1.67,2.01,0.89,,,,,4.11,05-May-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
05-May-2019 - 00:00,41.9,80.11,20.21,34.83,1.55,255.84,0.0,99.17,0.44,76.49,1.92,1.7,0.94,,,,,5.37,06-May-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
06-May-2019 - 00:00,38.85,82.53,21.19,34.28,1.19,237.54,0.0,91.23,0.44,45.91,2.26,2.4,1.61,,,,,7.13,07-May-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
07-May-2019 - 00:00,54.36,62.22,20.46,35.29,1.26,226.25,0.0,146.64,0.46,54.69,4.17,3.37,2.07,,,,,7.64,08-May-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
08-May-2019 - 00:00,48.96,14.78,19.06,35.72,0.88,205.77,0.0,110.37,0.45,69.25,2.9,3.26,2.2,,,,,5.08,09-May-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
09-May-2019 - 00:00,35.25,17.1,19.44,36.62,1.41,247.2,0.0,86.19,0.42,77.06,1.99,2.13,1.27,,,,,4.01,10-May-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
10-May-2019 - 00:00,43.64,18.49,21.84,35.16,1.03,217.64,0.0,98.05,0.45,62.44,1.06,0.8,0.22,,,,,5.85,11-May-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
11-May-2019 - 00:00,41.01,25.93,25.31,35.47,1.2,211.14,0.0,97.95,0.43,63.4,0.0,0.0,0.0,,,,,6.64,12-May-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
12-May-2019 - 00:00,38.91,20.75,26.33,35.74,1.28,217.34,0.0,71.8,0.42,71.65,0.0,0.0,0.0,,,,,5.81,13-May-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
13-May-2019 - 00:00,45.77,19.2,27.04,35.72,0.84,138.13,0.0,104.65,0.43,73.63,0.0,0.0,0.0,,,,,10.57,14-May-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
14-May-2019 - 00:00,47.29,18.29,27.0,36.06,1.1,190.73,0.0,98.15,0.43,77.18,0.51,1.34,0.47,,,,,8.32,15-May-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
15-May-2019 - 00:00,46.86,13.11,28.1,35.81,1.09,200.9,0.0,116.83,0.44,66.06,4.73,3.76,2.28,,,,,13.17,16-May-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
16-May-2019 - 00:00,31.44,18.84,25.75,36.24,1.36,210.13,0.0,76.04,0.42,76.85,1.96,3.26,1.61,,,,,8.73,17-May-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
17-May-2019 - 00:00,49.38,21.1,21.99,36.11,1.09,239.46,0.0,97.9,0.43,66.56,2.56,3.43,1.87,,,,,8.36,18-May-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
18-May-2019 - 00:00,46.56,21.46,22.34,35.75,1.09,245.76,0.0,129.17,0.43,54.93,2.38,3.33,1.78,,,,,6.92,19-May-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
19-May-2019 - 00:00,55.15,13.43,22.48,35.8,0.74,188.84,0.0,122.35,0.44,65.51,4.09,3.51,2.21,,,,,10.71,20-May-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
20-May-2019 - 00:00,57.15,8.39,25.29,35.72,0.84,155.29,0.0,170.9,0.48,73.2,3.11,4.45,2.64,,,,,22.41,21-May-2019 - 00:00,"MIDC Khutala, Chandrapur - MPCB"
