from date,NOx,NO2,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene,PM2.5,PM10,RH,WD,WS,SR,RF,to date,station
15-Nov-2019 - 00:00,9.0,12.46,2.65,11.85,9.19,1.03,31.2,7.47,13.57,1.07,1.14,2.64,52.25,249.98,58.43,279.38,6.68,276.52,0.0,16-Nov-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
16-Nov-2019 - 00:00,11.99,17.75,3.71,23.12,7.41,0.63,27.85,3.58,13.63,0.99,0.61,1.55,24.34,137.34,74.56,289.28,8.08,268.41,0.0,17-Nov-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
17-Nov-2019 - 00:00,13.32,19.67,4.11,20.74,7.19,0.84,35.88,4.26,14.87,0.65,0.61,1.35,25.14,136.4,71.96,307.22,7.78,393.59,0.0,18-Nov-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
18-Nov-2019 - 00:00,14.9,22.06,4.61,19.89,5.72,1.0,41.8,11.42,13.67,0.87,0.87,2.13,34.07,182.66,66.67,270.83,5.97,407.22,0.0,19-Nov-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
19-Nov-2019 - 00:00,18.44,29.39,4.47,21.61,8.51,1.03,50.89,8.68,15.73,1.49,1.14,2.82,37.64,190.43,55.64,265.43,5.31,367.93,0.0,20-Nov-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
20-Nov-2019 - 00:00,27.06,41.44,7.1,29.86,15.73,1.53,65.8,10.82,21.57,2.2,2.2,4.47,60.26,303.88,44.8,196.29,5.35,295.63,0.0,21-Nov-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
21-Nov-2019 - 00:00,41.67,40.92,26.71,51.04,17.08,1.82,64.07,10.63,20.15,1.35,2.28,3.55,59.95,324.13,49.07,96.85,5.96,283.24,0.0,22-Nov-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
22-Nov-2019 - 00:00,104.95,33.21,97.7,51.52,17.54,1.33,57.16,10.09,28.58,1.88,2.69,3.64,52.24,270.06,56.23,188.1,6.14,256.43,0.0,23-Nov-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
23-Nov-2019 - 00:00,84.82,24.62,89.56,40.04,11.81,0.77,42.58,6.25,31.25,1.31,1.82,2.87,31.36,163.41,61.77,303.79,6.93,251.39,0.0,24-Nov-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
24-Nov-2019 - 00:00,42.78,25.67,38.29,37.86,10.93,0.82,42.86,6.26,30.84,1.25,1.77,2.99,27.33,157.21,59.23,311.98,6.29,314.32,0.0,25-Nov-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
25-Nov-2019 - 00:00,44.85,36.21,31.99,28.45,12.27,0.86,42.75,6.26,28.5,1.06,1.43,2.15,27.72,171.28,57.64,185.48,5.71,273.28,0.0,26-Nov-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
26-Nov-2019 - 00:00,15.1,23.92,2.98,24.36,12.53,0.6,19.46,3.55,15.84,0.58,0.5,1.08,24.9,125.5,74.79,114.86,6.67,40.14,0.03,27-Nov-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
27-Nov-2019 - 00:00,6.98,10.01,2.12,21.92,5.21,0.29,26.25,1.05,17.65,0.4,0.26,0.4,9.4,44.38,82.43,118.39,5.68,138.97,0.0,28-Nov-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
28-Nov-2019 - 00:00,8.81,13.08,2.37,14.93,6.08,0.35,25.17,1.52,9.74,0.33,0.26,0.33,11.12,57.24,84.72,80.8,5.65,198.73,0.01,29-Nov-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
29-Nov-2019 - 00:00,18.23,29.72,3.35,22.27,4.04,0.61,31.19,2.91,9.53,0.7,0.41,1.04,14.1,84.88,87.45,248.87,5.25,225.21,0.0,30-Nov-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
30-Nov-2019 - 00:00,14.65,24.32,2.41,31.84,4.77,0.63,48.22,4.17,13.33,1.15,0.41,1.05,17.69,115.19,68.31,293.52,5.94,355.93,0.0,01-Dec-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
01-Dec-2019 - 00:00,17.63,28.59,3.17,28.58,7.2,1.14,56.85,6.57,15.3,1.13,0.49,1.22,36.03,208.67,60.33,262.83,5.24,365.99,0.0,02-Dec-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
02-Dec-2019 - 00:00,23.06,37.33,4.3,35.04,8.06,1.08,55.11,11.83,18.18,4.01,3.4,5.73,36.63,202.9,51.14,286.57,5.81,362.13,0.0,03-Dec-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
03-Dec-2019 - 00:00,23.13,38.12,3.73,29.02,10.34,1.06,54.94,8.95,13.62,0.94,0.63,1.96,27.22,205.97,47.4,281.44,6.21,405.19,0.0,04-Dec-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
04-Dec-2019 - 00:00,21.19,33.66,4.04,53.68,13.66,1.3,61.55,10.81,14.78,1.01,0.82,2.03,26.41,261.23,47.02,229.46,5.17,219.51,0.0,05-Dec-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
05-Dec-2019 - 00:00,19.22,30.05,4.46,59.15,12.44,0.9,66.78,6.18,13.07,0.75,0.3,1.57,19.49,192.73,47.68,137.54,5.17,161.55,0.0,06-Dec-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
06-Dec-2019 - 00:00,20.0,32.46,3.88,77.87,10.39,1.11,56.1,9.25,14.59,1.47,0.52,2.43,19.85,213.43,65.29,233.38,5.22,333.1,0.0,07-Dec-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
07-Dec-2019 - 00:00,31.22,47.18,7.79,44.27,13.57,1.12,38.02,10.03,18.5,2.23,1.01,4.87,,180.81,59.79,253.56,5.72,354.24,0.0,08-Dec-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
08-Dec-2019 - 00:00,24.98,40.11,4.61,34.16,10.93,0.9,40.05,8.06,15.48,1.23,0.57,3.01,,172.4,52.78,277.72,5.27,337.51,0.0,09-Dec-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
09-Dec-2019 - 00:00,20.77,33.82,3.63,56.52,13.71,1.05,49.41,8.2,12.83,1.11,0.39,2.75,,195.75,54.24,224.21,5.04,362.25,0.0,10-Dec-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
10-Dec-2019 - 00:00,19.58,32.01,3.36,44.88,15.5,1.03,52.31,8.65,15.93,1.04,0.31,2.0,,193.98,56.94,206.37,5.19,333.23,0.0,11-Dec-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
11-Dec-2019 - 00:00,18.78,31.91,2.39,61.55,11.11,1.01,45.25,6.85,10.7,0.61,0.19,1.06,0.0,232.86,64.36,86.38,5.86,232.23,0.0,12-Dec-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
12-Dec-2019 - 00:00,16.07,26.41,2.4,90.66,8.23,0.9,31.33,7.04,11.76,0.73,0.16,1.07,0.0,232.72,86.94,84.99,6.8,38.58,0.08,13-Dec-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
13-Dec-2019 - 00:00,10.44,15.56,2.85,29.35,4.04,0.51,35.46,4.08,11.53,1.92,1.8,2.34,0.0,106.62,89.7,205.41,6.07,48.05,0.0,14-Dec-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
14-Dec-2019 - 00:00,11.62,18.38,2.43,27.03,4.5,0.66,30.67,4.15,14.37,1.17,0.95,1.96,0.0,81.94,84.06,223.81,5.31,288.09,0.0,15-Dec-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
15-Dec-2019 - 00:00,12.61,20.07,2.44,31.15,3.16,0.49,24.28,3.73,5.86,0.49,0.45,0.91,0.0,76.59,92.68,301.14,6.35,209.4,0.0,16-Dec-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
16-Dec-2019 - 00:00,11.16,17.0,2.67,26.71,3.2,0.43,24.01,2.92,3.92,0.35,0.36,0.76,0.0,57.6,95.13,301.39,6.42,43.39,0.0,17-Dec-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
17-Dec-2019 - 00:00,14.76,22.96,3.14,27.32,3.02,0.63,29.72,5.09,6.15,1.7,0.77,1.91,0.0,63.97,89.96,296.2,5.84,158.25,0.0,18-Dec-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
18-Dec-2019 - 00:00,18.54,25.59,6.18,36.05,4.59,0.62,18.8,5.28,4.95,0.57,0.41,0.95,0.0,68.36,95.81,229.44,5.2,224.36,0.0,19-Dec-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
19-Dec-2019 - 00:00,15.66,23.22,4.16,52.51,4.09,0.51,13.79,4.72,4.69,0.44,0.38,0.73,0.0,89.89,96.48,72.45,4.87,122.75,0.0,20-Dec-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
20-Dec-2019 - 00:00,17.61,23.89,6.16,63.21,4.39,0.79,7.25,6.13,6.36,0.63,0.6,1.05,,103.25,99.13,163.52,4.77,93.52,0.0,21-Dec-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
21-Dec-2019 - 00:00,15.29,23.83,3.1,78.0,3.41,0.8,22.5,7.52,12.51,0.67,0.65,1.25,0.0,132.87,98.25,220.92,3.83,112.31,0.0,22-Dec-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
22-Dec-2019 - 00:00,15.98,24.74,3.56,46.36,2.35,0.87,20.63,6.87,14.88,0.65,0.68,1.33,,111.86,99.13,313.11,2.04,81.06,0.0,23-Dec-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
23-Dec-2019 - 00:00,19.16,29.43,4.39,40.16,1.45,0.87,19.03,7.4,14.6,0.59,0.65,1.31,,133.99,98.18,280.64,1.64,111.19,0.0,24-Dec-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
24-Dec-2019 - 00:00,13.63,19.51,4.08,42.5,1.37,0.62,19.79,4.16,11.56,0.43,0.47,0.85,,149.66,98.77,91.46,1.96,116.1,0.0,25-Dec-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
25-Dec-2019 - 00:00,16.71,26.23,3.47,47.73,1.91,0.74,18.3,5.36,14.8,0.94,0.74,1.72,,196.79,97.33,326.11,2.41,148.5,0.0,26-Dec-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
26-Dec-2019 - 00:00,20.3,29.83,5.62,44.43,2.12,0.9,18.21,8.08,16.81,0.79,0.89,1.88,,224.93,95.6,264.86,1.55,210.79,0.0,27-Dec-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
27-Dec-2019 - 00:00,16.71,24.82,4.42,40.54,2.21,0.72,14.71,5.16,12.24,0.53,0.49,0.96,,160.89,96.46,82.98,1.23,150.01,0.0,28-Dec-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
28-Dec-2019 - 00:00,14.11,21.25,3.53,41.33,2.26,0.72,12.6,4.71,9.27,0.52,0.41,0.8,95.78,150.41,98.12,101.03,1.56,146.67,0.0,29-Dec-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
29-Dec-2019 - 00:00,12.25,16.8,4.22,41.18,1.76,0.55,10.07,3.38,10.05,0.5,0.35,0.66,64.01,128.02,98.75,103.88,1.61,118.43,0.0,30-Dec-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
30-Dec-2019 - 00:00,11.31,16.61,3.2,43.25,2.7,0.67,14.6,4.07,10.65,0.93,0.67,1.56,43.79,87.58,96.8,116.37,1.65,95.14,0.0,31-Dec-2019 - 00:00,"Huda Sector, Fatehabad - HSPCB"
31-Dec-2019 - 00:00,16.89,29.8,1.75,31.07,5.2,0.77,8.63,5.43,9.97,0.6,0.42,0.87,87.6,175.2,99.13,118.18,3.18,0.12,0.0,01-Jan-2020 - 00:00,"Huda Sector, Fatehabad - HSPCB"
