from date,AT,PM10,PM2.5,BP,WD,WS,RH,SR,Benzene,Toluene,NH3,NO,NO2,NOx,Ozone,SO2,CO,to date,station
27-Apr-2019 - 00:00,35.19,378.33,125.92,982.99,34.38,1.05,21.61,211.51,5.49,39.5,45.81,10.17,44.68,32.04,56.65,26.47,1.41,28-Apr-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
28-Apr-2019 - 00:00,34.99,348.67,116.92,981.74,60.48,0.88,18.27,214.44,7.69,37.95,41.96,13.06,49.26,36.87,53.26,24.22,1.43,29-Apr-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
29-Apr-2019 - 00:00,34.97,313.0,110.12,980.87,99.81,0.51,18.7,209.7,4.64,43.04,41.36,22.01,56.85,48.18,52.37,30.38,1.64,30-Apr-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
30-Apr-2019 - 00:00,35.75,322.96,106.22,978.12,182.36,0.78,19.34,194.77,6.33,39.29,44.25,19.98,65.21,50.98,72.48,34.07,1.7,01-May-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
01-May-2019 - 00:00,34.13,331.92,124.21,977.64,132.33,0.38,28.24,184.79,6.86,39.27,46.22,29.92,60.18,56.54,72.75,31.58,2.11,02-May-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
02-May-2019 - 00:00,32.13,279.46,94.92,979.83,116.85,0.88,34.29,174.76,4.19,31.98,48.32,11.52,36.81,29.02,84.63,19.85,1.24,03-May-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
03-May-2019 - 00:00,30.71,143.25,53.14,982.09,140.15,0.57,38.94,177.09,3.5,27.64,37.94,12.63,41.47,32.36,83.79,20.44,1.32,04-May-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
04-May-2019 - 00:00,31.58,250.43,90.67,984.13,43.89,0.66,28.98,282.24,4.55,40.06,45.89,15.96,49.51,39.35,67.83,32.2,1.38,05-May-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
05-May-2019 - 00:00,36.01,281.69,57.5,983.25,94.09,0.8,17.55,248.29,4.16,35.74,29.52,33.06,52.85,55.11,84.15,21.48,2.29,06-May-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
06-May-2019 - 00:00,33.86,365.56,149.79,981.22,150.78,0.54,19.3,190.43,6.91,49.86,37.3,52.36,63.05,80.53,67.75,35.47,2.06,07-May-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
07-May-2019 - 00:00,34.14,449.22,165.74,979.82,175.23,0.48,20.64,185.64,5.93,58.17,41.95,58.87,62.77,94.1,43.29,31.66,2.45,08-May-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
08-May-2019 - 00:00,35.0,471.69,142.53,979.78,137.64,0.56,21.11,187.19,5.96,54.13,41.66,48.45,55.39,89.58,62.14,34.65,1.89,09-May-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
09-May-2019 - 00:00,35.65,449.78,139.36,978.92,164.67,0.54,20.46,179.79,6.11,47.15,39.36,27.79,56.84,52.89,57.02,32.72,2.01,10-May-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
10-May-2019 - 00:00,35.63,362.7,111.53,979.98,145.29,0.65,20.57,180.63,3.93,34.95,28.92,8.22,36.89,26.34,62.68,22.57,1.37,11-May-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
11-May-2019 - 00:00,33.48,317.81,101.15,982.44,69.8,0.66,28.84,170.04,3.79,31.79,38.19,10.05,45.38,32.34,71.82,28.9,1.91,12-May-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
12-May-2019 - 00:00,33.2,458.94,199.29,982.14,37.92,0.69,30.27,169.01,4.14,31.88,42.23,7.65,41.74,28.43,75.2,27.43,1.77,13-May-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
13-May-2019 - 00:00,32.3,364.29,106.79,980.88,114.81,0.68,36.42,139.94,5.79,33.49,50.69,13.56,42.32,33.54,78.43,45.16,1.74,14-May-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
14-May-2019 - 00:00,30.17,151.17,52.5,981.93,95.92,0.47,45.4,184.34,2.43,26.07,54.43,8.9,41.17,29.16,68.94,19.31,1.5,15-May-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
15-May-2019 - 00:00,28.59,239.21,75.21,983.19,145.67,0.64,55.41,123.85,5.94,37.88,59.77,29.0,55.74,53.26,45.69,30.06,2.09,16-May-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
16-May-2019 - 00:00,29.54,262.09,90.75,983.93,95.39,0.6,50.83,114.34,6.1,42.17,58.11,32.37,52.69,54.47,52.08,21.6,2.11,17-May-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
17-May-2019 - 00:00,27.88,306.54,120.88,983.67,164.98,0.57,60.15,156.42,5.18,35.04,64.17,42.93,40.86,56.75,53.44,17.34,1.83,18-May-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
18-May-2019 - 00:00,27.64,126.38,53.58,983.63,57.2,0.58,61.91,204.8,2.96,25.29,50.67,8.33,36.05,25.96,55.81,15.78,1.56,19-May-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
19-May-2019 - 00:00,31.48,201.75,82.17,983.69,66.86,0.53,41.34,201.89,4.55,29.19,44.67,12.84,46.51,35.22,79.38,26.52,1.81,20-May-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
20-May-2019 - 00:00,33.54,277.04,86.85,983.97,128.91,0.56,34.06,201.05,4.39,34.23,46.76,26.87,51.55,49.47,69.73,29.01,1.91,21-May-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
21-May-2019 - 00:00,35.09,229.96,75.77,982.56,118.31,0.57,29.48,191.91,4.36,30.65,34.88,11.29,44.06,32.66,74.4,31.03,1.53,22-May-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
22-May-2019 - 00:00,33.78,273.88,104.87,980.99,181.1,0.35,35.62,125.81,4.61,26.78,40.18,34.71,50.53,61.3,49.67,28.05,2.18,23-May-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
23-May-2019 - 00:00,32.81,312.08,95.29,980.27,144.42,0.41,43.13,143.59,6.59,40.24,54.6,32.82,53.21,55.06,67.54,34.67,1.56,24-May-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
24-May-2019 - 00:00,29.53,145.79,57.33,982.08,67.9,0.88,57.36,163.11,3.35,36.84,59.69,16.24,39.6,34.29,30.96,18.11,1.8,25-May-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
25-May-2019 - 00:00,32.28,159.55,57.71,981.48,31.33,0.87,41.0,211.51,2.84,29.26,40.0,6.4,34.55,23.61,63.33,19.79,1.36,26-May-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
26-May-2019 - 00:00,33.29,189.67,63.86,979.91,53.71,0.73,32.28,213.71,3.6,32.62,33.37,10.4,45.68,32.78,69.94,26.84,1.74,27-May-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
27-May-2019 - 00:00,34.97,228.22,95.33,979.51,138.79,0.54,26.69,205.58,4.8,39.61,35.15,24.73,65.76,55.13,65.9,28.36,1.74,28-May-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
28-May-2019 - 00:00,35.92,227.79,74.13,979.06,88.66,0.65,19.49,212.95,4.91,41.53,26.41,29.93,78.33,63.31,70.7,26.16,1.91,29-May-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
29-May-2019 - 00:00,36.65,263.62,101.07,977.55,126.61,0.47,22.6,198.34,5.85,40.55,35.53,29.29,81.67,68.49,73.38,33.14,2.68,30-May-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
30-May-2019 - 00:00,37.95,304.51,129.02,976.23,120.72,0.49,22.39,195.51,9.8,48.57,36.47,57.61,80.78,94.27,59.89,35.75,2.4,31-May-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
31-May-2019 - 00:00,37.65,357.89,94.0,976.47,112.72,0.45,24.55,183.07,4.95,33.9,41.91,40.39,72.84,76.77,67.68,29.32,2.22,01-Jun-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
01-Jun-2019 - 00:00,36.52,310.74,113.78,976.67,172.86,0.6,35.47,171.71,5.44,38.11,69.27,42.35,74.64,88.54,66.12,32.79,1.67,02-Jun-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
02-Jun-2019 - 00:00,36.42,223.06,72.76,976.86,187.2,1.07,46.17,170.98,0.96,16.62,61.53,1.68,42.95,24.05,65.2,24.34,1.3,03-Jun-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
03-Jun-2019 - 00:00,35.0,309.65,54.16,977.51,205.45,1.58,44.52,166.37,0.73,14.96,45.52,2.36,42.77,24.55,79.03,21.29,1.08,04-Jun-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
04-Jun-2019 - 00:00,34.87,173.17,48.83,977.97,195.59,1.14,43.95,174.09,1.55,17.79,33.09,2.57,43.13,25.01,92.17,24.2,1.41,05-Jun-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
05-Jun-2019 - 00:00,36.91,217.5,75.75,977.23,187.76,0.64,39.73,169.0,2.17,27.67,43.51,9.58,50.02,34.43,78.96,24.23,1.61,06-Jun-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
06-Jun-2019 - 00:00,36.73,243.25,81.12,977.68,158.58,0.69,34.19,168.82,3.79,29.37,41.73,13.89,43.65,34.0,76.29,24.7,1.35,07-Jun-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
07-Jun-2019 - 00:00,34.1,149.5,56.58,980.56,155.74,0.7,43.09,181.01,1.45,14.01,35.0,2.24,33.85,19.68,85.13,22.59,1.33,08-Jun-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
08-Jun-2019 - 00:00,37.19,198.18,72.71,978.85,171.8,0.56,35.88,186.36,2.28,30.51,35.77,17.46,63.73,48.04,59.9,19.09,2.08,09-Jun-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
09-Jun-2019 - 00:00,37.2,290.72,123.54,976.21,107.57,0.29,31.03,174.84,3.66,28.08,,53.38,60.14,74.43,65.24,35.42,2.21,10-Jun-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
10-Jun-2019 - 00:00,38.54,272.66,96.09,973.34,141.14,0.53,27.02,148.99,1.93,23.66,27.3,60.8,69.63,91.9,42.01,24.6,3.28,11-Jun-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
11-Jun-2019 - 00:00,38.85,438.32,110.25,973.49,180.45,0.55,22.31,150.93,0.92,7.98,23.58,45.66,52.21,65.59,22.33,24.32,2.56,12-Jun-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
12-Jun-2019 - 00:00,34.89,226.17,59.96,976.37,177.29,1.44,38.19,178.97,0.38,7.9,23.54,7.59,33.07,23.62,62.49,18.0,1.27,13-Jun-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
13-Jun-2019 - 00:00,36.26,190.17,65.0,976.55,199.7,0.5,37.69,186.12,0.71,18.66,23.74,5.33,39.51,24.98,56.14,19.62,1.81,14-Jun-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
14-Jun-2019 - 00:00,37.57,215.21,79.04,975.41,86.27,0.74,27.07,195.71,2.22,22.78,19.24,6.16,45.82,29.38,73.31,23.78,1.2,15-Jun-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
15-Jun-2019 - 00:00,38.16,317.46,126.12,974.88,119.71,0.72,21.68,185.58,5.33,31.42,17.43,12.01,52.99,37.95,72.62,30.34,1.21,16-Jun-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
16-Jun-2019 - 00:00,32.71,167.25,63.42,977.07,107.3,0.91,45.81,94.14,0.35,13.59,23.83,2.53,25.46,15.6,37.51,15.39,1.44,17-Jun-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
17-Jun-2019 - 00:00,31.64,143.46,53.46,976.64,130.2,0.84,44.75,104.03,1.7,20.43,22.1,3.92,30.01,19.16,50.19,17.49,1.11,18-Jun-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
18-Jun-2019 - 00:00,27.7,96.04,41.0,978.64,76.51,0.88,63.32,164.11,1.88,22.25,20.67,6.06,40.97,26.74,53.2,13.72,1.36,19-Jun-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
19-Jun-2019 - 00:00,31.41,210.12,85.21,977.52,137.27,0.58,53.45,194.11,1.8,22.91,26.73,7.94,36.68,25.7,63.21,23.09,1.17,20-Jun-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
20-Jun-2019 - 00:00,32.57,134.0,49.18,978.55,184.88,0.62,49.2,190.35,1.72,18.4,21.51,5.16,36.34,23.41,64.43,15.89,1.34,21-Jun-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
21-Jun-2019 - 00:00,33.82,196.11,75.91,978.48,154.87,0.49,50.84,141.07,0.91,24.23,25.74,4.75,52.71,31.89,69.62,18.96,1.66,22-Jun-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
22-Jun-2019 - 00:00,35.05,200.72,82.75,977.88,99.15,0.55,42.14,197.35,2.46,26.02,28.26,9.97,48.12,33.51,90.48,27.88,1.43,23-Jun-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
23-Jun-2019 - 00:00,34.36,128.78,41.39,978.07,197.25,1.16,51.91,187.83,0.15,6.23,27.37,1.91,24.92,14.75,73.08,19.02,1.15,24-Jun-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
24-Jun-2019 - 00:00,30.88,81.65,26.45,980.0,187.8,1.06,66.33,126.67,0.26,11.23,21.92,3.81,28.04,18.01,33.41,17.73,1.21,25-Jun-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
25-Jun-2019 - 00:00,33.4,116.55,51.07,979.04,140.35,0.41,59.07,150.13,0.4,16.92,19.96,4.05,31.75,20.07,52.8,20.27,1.29,26-Jun-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
26-Jun-2019 - 00:00,36.22,175.5,82.91,976.2,58.83,0.66,49.19,169.8,1.28,22.3,25.33,7.27,39.32,26.81,38.08,22.97,1.67,27-Jun-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
27-Jun-2019 - 00:00,35.29,257.36,82.79,974.28,54.25,0.72,43.58,159.53,2.15,27.66,25.74,7.5,50.0,32.66,42.98,26.94,1.49,28-Jun-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
28-Jun-2019 - 00:00,36.0,246.53,84.05,973.23,65.82,0.72,38.61,168.24,2.96,25.05,23.16,11.07,43.49,32.19,35.89,22.87,1.52,29-Jun-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
29-Jun-2019 - 00:00,37.8,292.76,92.51,972.4,113.07,0.61,34.07,187.5,4.22,25.69,20.42,10.79,42.58,31.45,35.68,20.66,1.54,30-Jun-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
30-Jun-2019 - 00:00,37.21,263.72,89.46,972.93,86.35,0.73,38.0,177.06,1.9,16.87,24.87,20.19,37.46,36.37,34.12,17.52,1.39,01-Jul-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
01-Jul-2019 - 00:00,36.57,174.47,68.2,974.1,93.01,0.39,40.05,178.77,0.0,0.0,25.05,3.8,31.0,19.58,69.38,17.76,1.13,02-Jul-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
02-Jul-2019 - 00:00,35.39,212.78,86.29,975.23,86.61,0.64,48.47,156.69,0.44,2.28,22.15,3.34,29.52,18.42,61.93,19.59,1.12,03-Jul-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
03-Jul-2019 - 00:00,34.74,123.42,43.17,975.7,207.16,1.05,55.34,140.28,0.07,0.7,27.69,4.04,32.98,20.81,42.03,16.86,1.2,04-Jul-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
04-Jul-2019 - 00:00,30.77,83.75,34.75,974.76,163.85,0.89,75.43,68.81,0.05,2.52,23.33,7.44,32.3,23.24,15.32,12.53,1.12,05-Jul-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
05-Jul-2019 - 00:00,30.32,108.11,49.46,973.07,135.03,0.83,76.88,103.08,0.04,2.33,35.24,15.91,38.68,33.56,13.22,17.15,1.52,06-Jul-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
06-Jul-2019 - 00:00,32.31,85.07,33.27,971.76,197.67,0.84,65.1,175.01,0.18,6.62,25.29,11.26,36.6,28.67,29.93,14.87,1.28,07-Jul-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
07-Jul-2019 - 00:00,32.5,93.79,39.52,972.49,165.38,0.47,66.38,133.55,0.13,8.78,21.76,3.93,29.47,18.87,31.75,15.23,1.3,08-Jul-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
08-Jul-2019 - 00:00,32.93,150.83,62.68,972.73,161.41,0.56,62.64,116.82,0.34,22.45,22.15,6.81,40.84,27.28,29.98,16.19,1.43,09-Jul-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
09-Jul-2019 - 00:00,30.86,119.25,52.7,972.71,204.23,0.51,72.78,94.47,0.24,18.79,34.3,8.26,34.75,25.23,13.21,13.05,1.29,10-Jul-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
10-Jul-2019 - 00:00,33.06,297.67,114.03,971.86,140.25,0.57,66.49,142.27,0.23,17.66,52.38,10.74,33.25,26.44,8.89,11.95,1.21,11-Jul-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
11-Jul-2019 - 00:00,34.52,311.7,114.92,972.07,196.09,0.59,55.79,142.4,0.33,10.48,69.49,9.59,27.3,22.35,7.02,12.21,1.35,12-Jul-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
12-Jul-2019 - 00:00,34.15,380.46,107.65,974.56,108.54,0.61,60.56,118.88,0.06,4.11,52.85,10.94,27.64,23.62,8.24,13.42,1.36,13-Jul-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
13-Jul-2019 - 00:00,34.82,257.92,84.09,975.05,154.54,0.65,52.06,147.72,0.32,6.48,41.71,7.33,24.51,19.01,10.83,12.56,1.17,14-Jul-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
14-Jul-2019 - 00:00,33.24,243.25,92.12,974.21,153.66,0.61,55.62,120.08,0.18,7.8,30.9,5.66,24.84,17.81,10.65,13.06,0.93,15-Jul-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
15-Jul-2019 - 00:00,28.21,111.71,43.58,974.29,175.1,0.78,77.37,86.34,0.12,8.65,43.34,6.94,29.75,21.48,13.72,12.55,1.39,16-Jul-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
16-Jul-2019 - 00:00,27.45,58.88,30.92,977.58,137.18,0.67,79.88,105.96,0.09,4.92,39.86,5.01,25.54,17.66,10.28,11.66,1.05,17-Jul-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
17-Jul-2019 - 00:00,26.94,61.88,35.04,978.59,115.39,0.46,85.94,85.26,0.0,0.0,44.23,7.55,32.52,23.45,17.29,11.17,1.23,18-Jul-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
18-Jul-2019 - 00:00,27.54,104.53,48.96,978.28,217.53,0.39,82.02,105.68,0.13,7.34,35.93,12.1,47.85,35.3,27.64,11.68,2.02,19-Jul-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
19-Jul-2019 - 00:00,31.12,160.92,68.58,978.36,156.9,0.36,71.05,160.9,0.11,6.6,38.2,31.96,46.01,50.49,65.19,14.26,1.61,20-Jul-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
20-Jul-2019 - 00:00,30.47,117.17,51.29,979.11,176.06,0.47,71.08,98.04,0.31,23.91,48.22,8.35,43.77,30.07,21.47,12.87,1.43,21-Jul-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
21-Jul-2019 - 00:00,30.0,107.75,49.33,978.56,190.43,0.57,78.79,137.42,0.1,8.96,48.04,19.76,40.69,37.76,45.33,12.53,1.78,22-Jul-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
22-Jul-2019 - 00:00,30.6,119.96,62.54,977.57,157.38,0.43,80.94,159.04,0.08,4.39,55.24,27.19,35.63,41.12,36.4,12.61,1.9,23-Jul-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
23-Jul-2019 - 00:00,32.98,151.17,78.29,976.18,135.65,0.31,73.97,151.18,0.21,14.95,60.04,22.15,43.2,41.03,23.55,13.58,2.14,24-Jul-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
24-Jul-2019 - 00:00,32.19,155.48,64.06,974.61,166.87,0.48,70.06,134.84,0.29,19.99,60.64,28.25,42.93,45.84,33.8,13.51,1.96,25-Jul-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
25-Jul-2019 - 00:00,28.59,69.0,24.15,976.5,160.29,0.6,78.68,47.04,0.3,14.61,44.41,6.22,31.08,21.61,17.06,11.89,1.2,26-Jul-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
26-Jul-2019 - 00:00,28.12,67.04,30.81,974.79,167.43,0.62,85.92,85.44,0.13,10.58,39.24,8.03,26.76,20.77,33.29,13.03,1.02,27-Jul-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
27-Jul-2019 - 00:00,27.78,50.76,24.85,974.75,181.03,0.79,89.8,93.47,1.42,17.6,30.74,7.55,27.81,20.8,35.87,12.53,1.1,28-Jul-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
28-Jul-2019 - 00:00,29.59,60.17,26.38,976.62,190.54,1.05,75.21,119.01,1.97,32.16,39.3,8.64,24.42,20.03,45.99,14.49,0.99,29-Jul-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
29-Jul-2019 - 00:00,31.16,74.5,29.88,977.96,182.34,0.92,68.79,144.91,2.09,31.99,44.18,10.29,25.1,21.73,27.88,15.0,1.13,30-Jul-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
30-Jul-2019 - 00:00,30.65,89.5,37.38,977.67,169.03,0.67,71.89,116.65,2.47,33.33,46.64,9.62,25.17,21.21,15.49,14.66,1.03,31-Jul-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
31-Jul-2019 - 00:00,30.84,83.08,38.17,976.95,161.01,0.63,64.62,99.69,2.42,31.59,42.9,8.73,27.79,21.9,25.19,13.91,1.14,01-Aug-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
01-Aug-2019 - 00:00,31.77,101.96,42.04,976.31,194.91,0.8,56.91,165.91,2.37,32.61,42.89,10.26,31.91,25.32,27.83,14.39,1.15,02-Aug-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
02-Aug-2019 - 00:00,30.26,83.67,33.83,975.44,162.31,0.65,70.14,101.6,2.35,35.55,42.81,6.45,28.55,20.45,17.66,13.27,1.05,03-Aug-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
03-Aug-2019 - 00:00,29.02,89.21,41.5,975.46,159.89,0.57,79.88,85.38,3.05,36.5,44.24,11.69,30.29,25.61,18.64,13.13,1.24,04-Aug-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
04-Aug-2019 - 00:00,30.57,96.42,45.46,974.47,132.38,0.49,80.58,134.91,2.98,33.7,43.98,11.0,30.42,25.16,16.02,14.64,1.31,05-Aug-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
05-Aug-2019 - 00:00,31.16,131.25,56.58,972.81,189.91,0.53,77.93,123.82,3.66,40.4,45.38,18.36,42.49,37.57,38.97,15.21,1.7,06-Aug-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
06-Aug-2019 - 00:00,27.76,79.55,28.88,973.32,175.49,0.48,90.56,35.66,2.95,38.53,47.87,10.16,33.59,26.07,15.73,11.91,1.35,07-Aug-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
07-Aug-2019 - 00:00,30.16,,25.95,973.24,159.52,0.48,80.04,139.17,2.12,29.84,36.7,9.54,26.24,21.72,13.33,12.43,1.19,08-Aug-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
08-Aug-2019 - 00:00,32.4,97.24,35.67,972.78,176.66,0.54,29.38,161.76,1.6,27.38,41.62,13.06,30.34,26.8,35.28,14.59,1.34,09-Aug-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
09-Aug-2019 - 00:00,31.48,61.98,10.5,974.81,188.21,1.54,0.62,149.74,0.67,8.9,38.13,6.41,19.82,15.77,22.26,13.35,0.88,10-Aug-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
10-Aug-2019 - 00:00,30.24,54.45,21.92,975.7,203.47,1.46,36.13,106.2,0.35,11.19,32.3,6.66,22.94,17.62,26.56,12.86,0.92,11-Aug-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
11-Aug-2019 - 00:00,31.9,94.59,40.77,976.92,191.76,0.62,60.07,141.91,0.39,19.07,36.64,8.96,28.17,22.28,26.29,13.05,1.15,12-Aug-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
12-Aug-2019 - 00:00,31.32,73.01,28.33,976.94,208.86,0.36,48.76,105.55,0.23,13.15,43.6,8.13,31.5,23.4,17.85,12.2,1.1,13-Aug-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
13-Aug-2019 - 00:00,30.56,69.65,28.25,977.24,120.14,0.67,70.6,117.61,0.14,8.97,38.9,13.11,26.9,25.0,12.62,11.15,1.27,14-Aug-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
14-Aug-2019 - 00:00,30.23,72.76,34.9,978.63,121.6,0.44,80.45,135.96,0.31,20.94,40.6,6.22,29.1,20.54,31.84,12.58,1.32,15-Aug-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
15-Aug-2019 - 00:00,30.81,56.24,24.42,978.36,150.32,0.72,66.24,153.03,0.17,13.01,40.74,6.02,19.77,15.43,15.86,11.04,0.95,16-Aug-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
16-Aug-2019 - 00:00,29.48,40.62,14.58,976.63,188.71,1.17,69.76,116.99,0.15,7.5,31.47,5.83,19.94,15.37,17.41,10.71,0.99,17-Aug-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
17-Aug-2019 - 00:00,27.08,20.33,9.04,976.01,202.58,1.53,89.37,60.12,0.16,9.56,26.93,7.6,16.8,15.14,10.19,10.37,0.92,18-Aug-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
18-Aug-2019 - 00:00,27.09,39.71,21.88,979.43,150.21,0.44,87.38,59.18,0.29,19.28,26.94,11.93,25.63,23.34,12.49,10.13,1.35,19-Aug-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
19-Aug-2019 - 00:00,30.06,104.04,57.33,981.56,95.49,0.44,78.72,168.89,1.69,19.53,32.5,29.46,32.39,41.25,36.66,11.39,1.83,20-Aug-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
20-Aug-2019 - 00:00,31.02,121.75,58.29,980.94,50.37,0.75,70.61,159.82,0.0,0.0,63.97,13.8,31.48,27.98,34.89,12.06,1.33,21-Aug-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
21-Aug-2019 - 00:00,31.86,141.83,56.25,979.44,56.31,0.69,69.8,168.32,0.1,5.93,64.67,7.83,34.44,24.7,25.72,11.19,1.26,22-Aug-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
22-Aug-2019 - 00:00,30.23,154.12,59.54,979.86,117.3,0.42,61.24,128.21,0.4,17.86,64.76,24.09,48.12,45.24,18.86,13.49,1.59,23-Aug-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
