from date,CO,PM10,WD,AT,SR,WS,RH,NO,NO2,NOx,SO2,to date,station
04-Jun-2019 - 00:00,0.52,37.46,220.86,,281.6,1.54,,3.63,21.97,25.42,5.39,05-Jun-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
05-Jun-2019 - 00:00,0.44,38.58,198.04,,254.86,1.46,,4.84,26.23,30.23,5.23,06-Jun-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
06-Jun-2019 - 00:00,0.48,34.19,153.48,,314.4,1.81,,4.97,31.19,35.25,2.92,07-Jun-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
07-Jun-2019 - 00:00,0.47,38.05,198.45,,254.2,1.58,,5.56,23.51,27.61,7.7,08-Jun-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
08-Jun-2019 - 00:00,0.47,30.47,217.11,,237.74,1.39,,4.76,11.1,14.77,7.59,09-Jun-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
09-Jun-2019 - 00:00,0.44,17.61,214.68,,324.88,1.4,,6.02,11.54,15.62,2.92,10-Jun-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
10-Jun-2019 - 00:00,0.45,16.25,232.87,,276.36,1.22,,4.16,10.88,14.1,0.29,11-Jun-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
11-Jun-2019 - 00:00,0.44,18.57,243.81,,240.04,1.18,,5.19,10.72,14.8,2.34,12-Jun-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
12-Jun-2019 - 00:00,0.45,19.92,222.95,,219.52,1.4,,6.45,10.67,16.0,5.14,13-Jun-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
13-Jun-2019 - 00:00,0.35,21.4,212.16,,192.43,1.37,,4.82,10.59,14.05,3.88,14-Jun-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
14-Jun-2019 - 00:00,0.09,26.32,199.84,,247.55,1.21,,4.45,10.92,13.83,2.26,15-Jun-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
15-Jun-2019 - 00:00,0.08,8.11,196.62,,335.45,1.26,,4.14,10.63,13.47,2.02,16-Jun-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
16-Jun-2019 - 00:00,,,,,,,,,,,,17-Jun-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
17-Jun-2019 - 00:00,,,,,,,,,,,,18-Jun-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
18-Jun-2019 - 00:00,,,,,,,,,,,,19-Jun-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
19-Jun-2019 - 00:00,0.39,52.98,139.18,29.23,312.62,15.63,57.16,6.19,23.26,12.29,7.71,20-Jun-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
20-Jun-2019 - 00:00,0.34,44.67,177.23,26.37,205.6,12.85,66.84,4.46,8.87,12.58,9.04,21-Jun-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
21-Jun-2019 - 00:00,0.36,35.52,208.08,20.98,174.57,1.76,75.26,8.16,17.19,25.28,12.06,22-Jun-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
22-Jun-2019 - 00:00,0.4,20.57,257.25,24.82,144.63,1.12,76.44,5.79,13.62,18.89,7.08,23-Jun-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
23-Jun-2019 - 00:00,0.37,,216.15,24.35,137.82,1.51,85.73,6.12,13.73,19.6,1.0,24-Jun-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
24-Jun-2019 - 00:00,0.37,19.36,202.69,19.16,194.64,1.46,78.93,7.3,16.3,23.58,1.19,25-Jun-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
25-Jun-2019 - 00:00,0.34,42.24,233.45,24.91,189.21,1.25,72.59,7.74,17.03,24.74,1.04,26-Jun-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
26-Jun-2019 - 00:00,0.36,31.69,248.36,24.62,134.24,1.12,75.68,7.27,16.5,23.75,1.28,27-Jun-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
27-Jun-2019 - 00:00,0.37,43.05,179.25,22.09,210.39,1.12,70.72,6.47,15.32,21.77,1.21,28-Jun-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
28-Jun-2019 - 00:00,0.37,41.83,161.89,24.35,219.27,1.04,65.71,6.66,15.9,22.17,1.06,29-Jun-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
29-Jun-2019 - 00:00,0.41,56.23,185.46,23.62,203.08,0.9,69.0,6.13,15.23,21.39,0.92,30-Jun-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
30-Jun-2019 - 00:00,0.35,79.01,214.62,21.4,186.03,0.71,72.89,6.09,14.66,20.72,,01-Jul-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
01-Jul-2019 - 00:00,0.36,62.04,197.03,24.94,233.16,1.03,67.89,6.18,15.43,21.59,2.53,02-Jul-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
02-Jul-2019 - 00:00,0.36,34.81,167.93,22.61,205.24,0.8,68.3,5.9,14.84,20.71,2.4,03-Jul-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
03-Jul-2019 - 00:00,0.36,33.16,239.33,25.06,208.79,1.07,70.42,6.15,15.4,21.5,3.64,04-Jul-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
04-Jul-2019 - 00:00,0.32,27.17,195.64,24.64,191.75,1.17,77.83,6.63,16.69,23.25,3.82,05-Jul-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
05-Jul-2019 - 00:00,0.33,28.17,203.53,23.19,194.24,1.42,82.66,7.82,18.5,26.21,4.51,06-Jul-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
06-Jul-2019 - 00:00,0.32,26.15,205.0,22.49,183.51,1.66,80.54,7.6,19.31,26.78,5.04,07-Jul-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
07-Jul-2019 - 00:00,0.38,30.63,288.41,22.58,191.85,1.18,72.53,6.04,15.98,22.0,4.11,08-Jul-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
08-Jul-2019 - 00:00,0.34,33.32,267.23,22.84,202.63,1.09,70.89,5.93,15.6,21.51,4.45,09-Jul-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
09-Jul-2019 - 00:00,0.32,24.6,241.8,23.85,182.29,1.13,77.36,6.87,17.26,24.06,4.34,10-Jul-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
10-Jul-2019 - 00:00,0.31,40.51,224.09,21.47,215.36,1.54,76.01,10.46,18.32,25.87,3.1,11-Jul-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
11-Jul-2019 - 00:00,0.34,40.24,191.77,23.28,216.92,1.82,73.95,7.82,19.31,26.96,8.71,12-Jul-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
12-Jul-2019 - 00:00,0.34,25.7,262.47,20.91,222.6,1.55,70.04,5.25,12.7,17.91,8.21,13-Jul-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
13-Jul-2019 - 00:00,0.34,21.63,216.22,23.83,214.78,1.69,74.76,5.14,12.83,17.8,9.91,14-Jul-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
14-Jul-2019 - 00:00,0.31,,238.89,24.46,217.22,1.41,72.85,4.95,11.88,16.81,,15-Jul-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
15-Jul-2019 - 00:00,0.33,34.18,232.85,23.66,232.76,1.58,74.89,5.11,12.8,17.86,3.46,16-Jul-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
16-Jul-2019 - 00:00,0.33,26.39,233.61,22.07,241.64,1.63,75.86,5.84,12.77,18.04,4.61,17-Jul-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
17-Jul-2019 - 00:00,0.33,42.48,226.53,21.04,223.29,1.45,73.31,5.71,13.84,19.51,3.23,18-Jul-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
18-Jul-2019 - 00:00,0.34,36.45,214.3,23.03,203.24,1.95,79.68,5.11,15.04,18.49,4.73,19-Jul-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
19-Jul-2019 - 00:00,0.33,15.38,238.88,22.09,181.64,1.81,84.9,5.65,14.18,19.77,4.39,20-Jul-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
20-Jul-2019 - 00:00,0.35,10.3,179.35,19.97,185.14,1.52,82.11,4.76,12.44,17.17,31.83,21-Jul-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
21-Jul-2019 - 00:00,0.31,,222.56,19.14,169.55,1.71,84.57,6.43,15.73,22.1,55.57,22-Jul-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
22-Jul-2019 - 00:00,0.31,10.72,189.96,21.25,156.35,1.69,85.49,5.24,15.02,20.36,66.07,23-Jul-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
23-Jul-2019 - 00:00,0.34,21.75,228.13,18.31,150.48,2.06,83.26,4.9,13.49,18.37,3.4,24-Jul-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
24-Jul-2019 - 00:00,0.38,108.3,202.48,19.18,234.57,1.93,79.75,5.39,14.13,19.44,2.67,25-Jul-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
25-Jul-2019 - 00:00,0.36,83.6,204.64,23.32,197.3,1.94,83.59,7.56,17.82,24.25,3.16,26-Jul-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
26-Jul-2019 - 00:00,0.3,58.83,204.92,24.76,226.71,1.92,75.32,6.03,16.02,21.9,2.49,27-Jul-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
27-Jul-2019 - 00:00,0.28,56.79,224.82,25.51,211.94,1.67,72.01,5.81,16.67,21.11,3.35,28-Jul-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
28-Jul-2019 - 00:00,0.33,56.84,185.06,24.41,185.49,1.6,78.9,9.88,15.75,21.32,2.7,29-Jul-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
29-Jul-2019 - 00:00,0.32,56.4,190.89,24.52,196.13,1.7,77.89,5.86,16.67,22.58,2.24,30-Jul-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
30-Jul-2019 - 00:00,0.34,39.07,189.82,24.2,189.3,1.77,76.62,6.06,17.55,23.56,2.32,31-Jul-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
31-Jul-2019 - 00:00,0.4,21.8,136.54,25.3,266.51,1.82,72.65,5.64,17.4,23.0,2.8,01-Aug-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
01-Aug-2019 - 00:00,0.34,35.54,168.1,25.77,237.97,1.5,70.46,4.92,13.84,18.71,2.84,02-Aug-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
02-Aug-2019 - 00:00,0.37,24.85,178.9,24.41,148.45,1.35,74.56,4.75,13.99,18.71,2.85,03-Aug-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
03-Aug-2019 - 00:00,0.34,35.55,142.39,24.94,194.52,1.35,71.73,4.47,12.79,17.23,2.38,04-Aug-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
04-Aug-2019 - 00:00,0.35,34.36,212.26,24.74,175.86,0.96,77.17,4.18,11.99,16.16,2.27,05-Aug-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
05-Aug-2019 - 00:00,0.33,21.84,203.04,23.49,140.19,1.47,85.64,4.39,12.76,17.11,2.62,06-Aug-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
06-Aug-2019 - 00:00,0.36,18.2,199.54,22.07,145.03,1.6,87.44,4.89,13.01,17.87,2.67,07-Aug-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
07-Aug-2019 - 00:00,0.35,16.5,154.69,21.08,129.52,2.09,89.42,4.71,13.19,17.87,2.55,08-Aug-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
08-Aug-2019 - 00:00,0.34,17.85,78.29,22.66,121.46,1.97,91.35,4.46,10.8,15.14,2.76,09-Aug-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
09-Aug-2019 - 00:00,0.37,19.53,82.56,20.75,143.04,1.97,86.27,5.32,8.1,13.32,3.01,10-Aug-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
10-Aug-2019 - 00:00,0.37,18.15,104.77,23.02,149.3,1.84,77.14,4.79,7.37,11.91,2.93,11-Aug-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
11-Aug-2019 - 00:00,0.35,21.77,130.1,22.35,194.52,1.72,68.35,4.93,7.32,12.05,3.22,12-Aug-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
12-Aug-2019 - 00:00,0.37,25.34,133.86,16.76,179.33,2.13,67.52,5.53,7.51,12.96,3.58,13-Aug-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
13-Aug-2019 - 00:00,0.35,19.2,89.51,16.31,171.83,2.06,72.54,5.92,7.95,13.77,2.55,14-Aug-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
14-Aug-2019 - 00:00,0.35,19.16,66.92,12.79,252.63,2.24,73.19,8.52,10.39,18.77,2.59,15-Aug-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
15-Aug-2019 - 00:00,0.32,24.63,101.21,11.57,254.51,1.88,80.07,5.72,7.63,13.2,2.72,16-Aug-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
16-Aug-2019 - 00:00,0.35,23.38,152.27,22.12,264.93,1.88,80.6,7.11,9.11,16.08,2.57,17-Aug-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
17-Aug-2019 - 00:00,0.34,26.75,151.05,25.01,247.61,1.96,82.98,11.03,13.04,23.84,2.46,18-Aug-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
18-Aug-2019 - 00:00,0.37,34.58,156.2,24.31,111.49,2.36,92.96,8.97,10.56,19.25,2.88,19-Aug-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
19-Aug-2019 - 00:00,0.33,22.14,160.59,22.96,248.51,2.25,77.82,8.03,11.65,19.09,3.43,20-Aug-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
20-Aug-2019 - 00:00,0.38,34.29,116.98,20.62,159.65,2.22,84.84,7.6,10.35,17.13,3.44,21-Aug-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
21-Aug-2019 - 00:00,0.3,25.72,147.13,20.14,176.06,2.34,76.2,4.38,6.25,10.56,2.82,22-Aug-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
22-Aug-2019 - 00:00,0.06,,171.19,21.28,182.16,2.17,74.58,4.02,5.92,9.93,0.64,23-Aug-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
23-Aug-2019 - 00:00,0.22,27.03,176.43,14.3,229.22,2.19,81.35,4.6,6.49,11.07,0.63,24-Aug-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
24-Aug-2019 - 00:00,0.37,31.64,243.22,17.96,209.94,1.7,66.92,3.77,6.19,9.58,3.26,25-Aug-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
25-Aug-2019 - 00:00,,,,,,,,,,,,26-Aug-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
26-Aug-2019 - 00:00,0.31,21.0,115.92,19.51,261.09,1.79,67.69,8.17,14.03,21.85,4.4,27-Aug-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
27-Aug-2019 - 00:00,0.36,25.83,124.2,15.24,249.84,1.95,58.41,5.95,7.66,13.57,1.96,28-Aug-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
28-Aug-2019 - 00:00,0.39,30.14,163.74,21.9,197.61,1.9,57.93,5.19,7.18,12.34,2.54,29-Aug-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
29-Aug-2019 - 00:00,0.37,39.56,249.9,19.01,192.93,1.58,58.1,4.05,6.01,10.05,3.3,30-Aug-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
30-Aug-2019 - 00:00,0.35,38.74,234.18,21.64,243.59,1.68,59.8,4.63,6.5,11.11,3.54,31-Aug-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
31-Aug-2019 - 00:00,0.36,44.22,278.33,15.16,149.61,1.38,57.72,3.77,5.66,9.41,2.5,01-Sep-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
01-Sep-2019 - 00:00,0.37,44.06,283.32,14.29,153.89,1.34,56.9,3.88,5.82,9.68,2.87,02-Sep-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
02-Sep-2019 - 00:00,0.35,42.01,264.32,9.44,132.34,1.53,64.46,3.6,5.88,9.04,3.51,03-Sep-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
03-Sep-2019 - 00:00,0.36,41.68,268.04,20.06,137.67,1.59,65.05,3.8,5.84,9.63,4.94,04-Sep-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
04-Sep-2019 - 00:00,0.36,42.16,270.65,8.79,138.19,1.64,71.96,3.96,5.93,9.86,4.78,05-Sep-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
05-Sep-2019 - 00:00,0.41,41.19,265.65,10.02,176.9,1.71,69.99,4.25,6.12,10.35,2.12,06-Sep-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
06-Sep-2019 - 00:00,0.35,36.22,219.87,16.52,158.09,1.83,79.7,4.75,6.8,11.48,3.02,07-Sep-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
07-Sep-2019 - 00:00,0.3,25.93,125.36,18.13,225.42,2.04,75.77,5.56,7.74,12.01,10.18,08-Sep-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
08-Sep-2019 - 00:00,0.36,39.41,214.91,15.78,152.77,1.94,66.9,3.63,6.61,9.45,8.57,09-Sep-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
09-Sep-2019 - 00:00,0.37,37.9,221.2,17.38,151.05,1.88,61.52,3.27,5.37,8.64,6.72,10-Sep-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
10-Sep-2019 - 00:00,0.36,42.61,228.59,17.15,149.39,1.77,60.99,3.52,5.61,9.12,7.18,11-Sep-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
11-Sep-2019 - 00:00,0.42,42.63,247.55,22.09,166.32,1.77,54.9,3.93,6.01,9.93,2.7,12-Sep-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
12-Sep-2019 - 00:00,0.36,38.89,240.98,13.87,197.9,1.97,65.84,3.79,5.8,9.58,3.79,13-Sep-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
13-Sep-2019 - 00:00,0.35,39.7,250.73,17.56,194.73,1.96,69.8,3.81,5.71,9.5,2.56,14-Sep-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
14-Sep-2019 - 00:00,0.34,36.93,224.69,16.22,229.52,2.12,62.78,4.2,5.41,9.57,2.14,15-Sep-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
15-Sep-2019 - 00:00,0.39,29.93,161.5,7.65,212.72,2.27,60.04,4.99,5.46,9.86,2.78,16-Sep-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
16-Sep-2019 - 00:00,0.39,34.17,200.03,17.13,134.88,2.11,77.62,3.54,5.13,8.7,2.85,17-Sep-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
17-Sep-2019 - 00:00,0.36,27.33,137.96,17.25,167.69,2.66,80.66,4.63,6.36,10.95,2.71,18-Sep-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
18-Sep-2019 - 00:00,0.36,32.5,183.93,17.12,152.74,2.31,65.79,4.12,6.11,10.2,2.14,19-Sep-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
19-Sep-2019 - 00:00,0.35,33.42,192.64,9.05,185.4,2.26,70.31,4.13,6.12,10.2,2.07,20-Sep-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
20-Sep-2019 - 00:00,0.34,34.06,198.44,11.22,239.47,2.1,66.08,3.74,5.86,9.54,2.04,21-Sep-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
21-Sep-2019 - 00:00,,,,,,,,,,,,22-Sep-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
22-Sep-2019 - 00:00,,,,,,,,,,,,23-Sep-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
23-Sep-2019 - 00:00,,,,,,,,,,,,24-Sep-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
24-Sep-2019 - 00:00,,,,,,,,,,,,25-Sep-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
25-Sep-2019 - 00:00,,,,,,,,,,,,26-Sep-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
26-Sep-2019 - 00:00,0.38,32.77,186.93,9.27,99.52,2.29,56.6,4.4,6.15,10.51,1.79,27-Sep-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
27-Sep-2019 - 00:00,0.42,67.65,141.27,13.21,183.65,1.69,48.43,5.58,10.55,9.94,2.36,28-Sep-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
28-Sep-2019 - 00:00,0.39,111.57,101.96,3.16,203.28,0.59,45.84,4.45,10.77,6.43,3.3,29-Sep-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
29-Sep-2019 - 00:00,0.34,122.14,111.06,7.84,240.03,0.62,42.28,5.82,13.79,8.11,4.89,30-Sep-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
30-Sep-2019 - 00:00,0.38,63.62,58.07,9.69,254.49,0.64,51.41,5.58,12.92,7.37,4.11,01-Oct-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
01-Oct-2019 - 00:00,0.37,86.92,99.87,20.02,194.84,0.6,52.34,4.24,10.46,6.27,2.41,02-Oct-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
02-Oct-2019 - 00:00,0.35,26.97,49.49,15.17,226.21,0.7,56.45,4.43,11.04,6.64,14.52,03-Oct-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
03-Oct-2019 - 00:00,0.37,30.86,56.57,13.14,203.74,0.71,57.61,4.93,11.8,7.26,9.55,04-Oct-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
04-Oct-2019 - 00:00,0.43,19.41,35.76,19.93,212.07,0.73,62.1,4.52,11.16,6.79,3.21,05-Oct-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
05-Oct-2019 - 00:00,0.36,14.73,27.51,20.22,184.8,0.65,58.3,6.99,15.99,9.03,4.39,06-Oct-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
06-Oct-2019 - 00:00,0.32,19.58,36.25,8.36,273.09,0.63,47.95,7.07,16.25,9.23,1.06,07-Oct-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
07-Oct-2019 - 00:00,0.33,20.73,38.32,14.22,216.43,0.63,45.6,7.04,16.14,9.16,1.32,08-Oct-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
08-Oct-2019 - 00:00,0.34,18.7,32.29,11.81,246.98,0.66,51.05,8.55,14.77,8.46,4.35,09-Oct-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
09-Oct-2019 - 00:00,0.34,10.41,19.76,8.73,231.47,0.64,66.86,7.03,16.48,9.49,10.62,10-Oct-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
10-Oct-2019 - 00:00,0.38,31.9,28.11,16.13,233.56,0.72,54.25,5.51,11.89,9.29,5.75,11-Oct-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
11-Oct-2019 - 00:00,0.38,38.27,35.37,17.54,208.37,0.73,44.39,4.33,6.63,10.93,2.31,12-Oct-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
12-Oct-2019 - 00:00,,,,,,,,,,,,13-Oct-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
13-Oct-2019 - 00:00,,,,,,,,,,,,14-Oct-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
14-Oct-2019 - 00:00,0.4,90.34,82.45,10.91,290.64,0.66,56.22,4.12,6.81,10.81,3.79,15-Oct-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
15-Oct-2019 - 00:00,0.36,67.05,76.85,15.76,188.1,0.67,60.67,4.26,6.89,11.11,5.16,16-Oct-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
16-Oct-2019 - 00:00,0.36,85.59,130.8,6.99,181.02,0.54,65.36,4.15,6.84,10.96,2.58,17-Oct-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
17-Oct-2019 - 00:00,0.39,61.49,93.21,11.41,140.28,0.65,74.23,4.38,7.04,11.4,2.1,18-Oct-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
18-Oct-2019 - 00:00,0.36,61.06,92.48,10.12,163.12,0.65,77.37,4.43,7.14,11.5,1.52,19-Oct-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
19-Oct-2019 - 00:00,0.36,41.23,62.63,17.38,206.56,0.69,72.1,4.41,7.28,11.66,2.29,20-Oct-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
20-Oct-2019 - 00:00,0.38,48.83,74.12,18.99,181.39,0.67,67.14,4.11,6.87,10.94,7.37,21-Oct-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
21-Oct-2019 - 00:00,0.34,53.05,78.73,30.73,135.73,0.71,75.29,4.25,7.06,11.3,7.59,22-Oct-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
22-Oct-2019 - 00:00,0.33,61.09,92.64,21.11,111.57,0.74,90.11,4.04,6.93,10.93,3.54,23-Oct-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
23-Oct-2019 - 00:00,0.36,47.27,71.88,19.48,186.25,0.73,62.46,4.06,6.87,10.89,1.72,24-Oct-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
24-Oct-2019 - 00:00,0.37,37.91,57.77,11.5,162.62,0.72,60.7,3.54,6.43,9.82,2.84,25-Oct-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
25-Oct-2019 - 00:00,0.33,48.78,73.02,20.13,128.25,0.71,64.3,4.03,7.03,11.03,2.97,26-Oct-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
26-Oct-2019 - 00:00,0.35,49.1,72.05,14.51,205.05,0.68,59.88,4.43,7.54,11.92,2.26,27-Oct-2019 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
