from date,CO,Ozone,NO2,NO,NOx,SO2,RH,VWS,WS,WD,PM2.5,SR,Benzene,MP-Xylene,Toluene,O Xylene,Eth-Benzene,to date,BP,station
11-Dec-2019 - 00:00,0.58,39.97,18.26,9.49,27.42,5.65,71.52,-0.48,1.33,134.8,20.4,153.08,0.0,0.0,0.0,0.0,0.0,12-Dec-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
12-Dec-2019 - 00:00,0.56,36.92,14.65,10.33,24.2,4.75,70.24,-0.49,1.25,64.85,21.83,175.64,0.0,0.0,0.23,0.0,0.0,13-Dec-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
13-Dec-2019 - 00:00,0.45,21.55,17.73,10.85,28.1,4.79,82.26,-0.49,1.12,94.79,27.59,58.34,23.76,1.59,3.02,0.0,1.96,14-Dec-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
14-Dec-2019 - 00:00,0.45,20.25,16.53,12.42,28.6,4.99,84.87,-0.49,1.06,95.52,24.62,49.24,6.55,0.0,0.25,0.0,0.0,15-Dec-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
15-Dec-2019 - 00:00,0.45,24.76,13.03,15.22,27.97,5.42,78.34,-0.49,1.11,156.72,21.62,152.4,11.28,0.0,0.17,0.0,0.0,16-Dec-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
16-Dec-2019 - 00:00,0.45,29.05,16.51,9.52,25.67,5.9,78.87,-0.48,1.39,126.46,25.79,128.51,8.38,0.0,0.16,0.0,0.0,17-Dec-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
17-Dec-2019 - 00:00,0.45,43.65,8.81,5.65,13.58,4.56,72.09,-0.47,1.74,52.99,33.8,157.08,3.91,0.0,0.13,0.0,0.0,18-Dec-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
18-Dec-2019 - 00:00,0.45,31.09,4.6,7.9,11.58,3.82,76.29,-0.47,1.68,60.92,30.79,154.46,6.35,0.0,0.11,0.0,0.0,19-Dec-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
19-Dec-2019 - 00:00,,31.88,3.61,6.74,9.51,4.27,71.79,-0.47,1.77,38.21,35.22,160.34,4.14,0.0,0.0,0.0,0.0,20-Dec-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
20-Dec-2019 - 00:00,,38.56,3.24,7.42,9.79,4.48,73.64,-0.48,1.44,39.37,48.23,142.91,11.22,0.0,0.26,0.0,0.0,21-Dec-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
21-Dec-2019 - 00:00,0.45,28.97,3.58,12.07,14.15,5.77,79.26,-0.48,1.29,170.29,64.34,140.63,21.56,0.0,0.46,0.0,0.0,22-Dec-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
22-Dec-2019 - 00:00,0.45,42.91,2.15,7.24,8.16,4.44,68.67,-0.47,1.77,59.52,59.04,179.52,16.9,0.0,0.13,0.0,0.0,23-Dec-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
23-Dec-2019 - 00:00,0.45,35.11,3.49,11.18,13.55,4.67,72.5,-0.47,1.78,114.75,25.61,141.96,18.96,0.0,0.24,0.0,0.0,24-Dec-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
24-Dec-2019 - 00:00,0.45,10.64,1.83,7.23,8.24,3.85,74.23,-0.48,1.62,28.73,11.71,0.48,16.97,0.0,0.0,0.0,0.0,25-Dec-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
25-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,26-Dec-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
26-Dec-2019 - 00:00,0.45,6.47,6.42,11.48,17.64,4.99,83.14,-0.49,1.09,186.29,5.9,0.7,,,,,,27-Dec-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
27-Dec-2019 - 00:00,0.44,14.65,3.83,23.37,24.39,4.7,75.52,-0.48,1.22,166.22,8.83,167.59,0.77,0.0,0.0,0.0,0.0,28-Dec-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
28-Dec-2019 - 00:00,0.43,21.9,3.89,20.27,22.0,5.07,76.45,-0.48,1.38,137.98,11.85,159.36,5.48,0.0,0.09,0.0,0.0,29-Dec-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
29-Dec-2019 - 00:00,0.43,34.86,3.44,9.69,12.15,4.7,77.77,-0.48,1.43,157.08,13.76,149.26,1.44,0.0,0.0,0.0,0.0,30-Dec-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
30-Dec-2019 - 00:00,0.43,35.55,5.41,6.79,11.48,4.75,79.05,-0.48,1.49,128.84,12.04,160.25,0.63,0.08,0.0,0.0,0.0,31-Dec-2019 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
31-Dec-2019 - 00:00,0.4,16.28,3.13,3.91,6.09,4.01,86.5,-0.47,1.38,82.06,6.58,0.2,0.0,0.0,0.0,0.0,0.0,01-Jan-2020 - 00:00,,"Velachery Res. Area, Chennai - CPCB"
